firms,chtx,roaq,roeq,rsup,cash,cinvest,nincr,sue,aeavol,ear,mom1,mom2,mom3,mom4,mom5,mom6,mom7,mom8,mom9,mom10,mom11,mom12,mom13,mom14,mom15,mom16,mom17,mom18,mom19,mom20,mom21,mom22,mom23,mom24,mom25,mom26,mom27,mom28,mom29,mom30,mom31,mom32,mom33,mom34,mom35,mom36,mom37,mom38,mom39,mom40,mom41,mom42,mom43,mom44,mom45,mom46
50906.0,0.0151402361,0.0322429589,0.0377029954,0.019584043,0.2934505271,0.0639055224,1.0,0.0002666667,0.4084801057,-0.045226131,0.2173913043478261,0.0566037735849056,0.0873786407766989,0.1506849315068492,-0.0769230769230768,0.05,-0.0769230769230768,0.0838709677419355,0.0838709677419355,0.1748251748251748,0.3548387096774192,0.2727272727272727,0.423728813559322,-0.2466367713004484,-0.1428571428571429,-0.16,0.0120481927710842,-0.1087533156498673,0.0467289719626167,-0.0967741935483871,-0.0967741935483871,0.0434782608695651,0.0370370370370369,-0.002967359050445,0.0980392156862746,0.1125827814569535,0.1428571428571428,0.1789473684210525,0.2173913043478261,0.1506849315068492,0.0769230769230768,0.1586206896551725,0.411764705882353,0.3440000000000001,-0.2363636363636363,0.018181818181818,-0.0481586402266288,0.0120481927710842,-0.1016042780748662,-0.0918918918918918,-0.0718232044198895,0.1586206896551725,0.1586206896551725,0.1626297577854671,0.2129963898916966,0.2086330935251799
10568.0,0.0006660871,0.0021207652,0.00985,0.67694379,0.0601533624,-0.000344585,1.0,0.0087063839,-0.048180302,0.1394009218,-0.1666666666666666,-0.2105263157894736,-0.1891891891891891,-0.2307692307692307,-0.1428571428571429,-0.1666666666666666,-0.1666666666666666,-0.2307692307692307,-0.2307692307692307,-0.25,-0.1176470588235294,-0.1891891891891891,-0.2105263157894736,-0.0625,-0.25,-0.1666666666666666,-0.1666666666666666,-0.25,-0.2857142857142857,-0.2569666804045271,-0.3181818181818182,-0.3877551020408163,-0.4,-0.375,-0.4230769230769231,-0.375,-0.5,-0.5161290322580645,-0.5,-0.375,-0.4230769230769231,-0.3782383419689119,-0.375,-0.2857142857142857,-0.2307692307692307,-0.2105263157894736,-0.1666666666666666,-0.1304347826086956,-0.1044776119402984,-0.1428571428571429,-0.0625,-0.0909090909090909,-0.1176470588235294,-0.1176470588235294,-0.0909090909090909,-0.1176470588235294
10998.0,0.0011703728,0.0265564544,0.0383200102,0.0818646114,0.1356027267,0.0134605394,1.0,0.0014545455,2.5077174118,0.0880856216,-0.0350877192982456,0.0,-0.1129032258064516,-0.0983606557377049,-0.1269841269841269,-0.1269841269841269,-0.2567567567567568,-0.1269841269841269,0.0576923076923077,0.2790697674418605,0.1458333333333332,0.3414634146341464,0.4473684210526316,0.5068493150684932,0.4285714285714286,0.6923076923076923,0.71875,0.375,0.3414634146341464,0.3414634146341464,1.4444444444444446,1.2916666666666663,1.2916666666666663,1.2000000000000002,1.0754716981132075,1.2916666666666663,1.5,1.8947368421052635,2.055555555555556,2.055555555555556,1.9729729729729728,2.055555555555556,2.4375,2.055555555555556,2.055555555555556,2.055555555555556,1.619047619047619,1.2000000000000002,1.0370370370370372,1.5,1.5,2.6666666666666665,2.235294117647059,2.055555555555556,2.235294117647059,2.9285714285714284
11157.0,-0.002302758,-0.002744944,-0.005332463,-0.056057866,0.0007209406,-0.041309515,1.0,-0.011754069,2.9415253069,0.1029137541,0.0,0.2173913043478261,0.2173913043478261,0.3333333333333332,0.1666666666666667,0.0370370370370369,-0.0666666666666666,-0.125,-0.1764705882352941,-0.3,-0.1999999999999999,-0.1764705882352941,-0.1764705882352941,-0.2222222222222222,-0.1999999999999999,-0.0666666666666666,-0.125,-0.1764705882352941,-0.2222222222222222,-0.2222222222222222,-0.2631578947368421,-0.2222222222222222,-0.1999999999999999,-0.2631578947368421,-0.3170731707317072,-0.3333333333333333,-0.4042553191489362,-0.2631578947368421,-0.3636363636363636,-0.3777777777777777,-0.3913043478260869,-0.4399999999999999,-0.4285714285714286,-0.4166666666666666,-0.4166666666666666,-0.4814814814814815,-0.4814814814814815,-0.4285714285714286,-0.4166666666666666,-0.4166666666666666,-0.3,-0.1764705882352941,-0.125,-0.2222222222222222,-0.1515151515151515,-0.125
11181.0,0.0061030578,0.0183916916,0.0289072047,0.0164246155,0.0046683465,2.3914211711,4.0,0.0077367676,0.9860616385,-0.075057503,-0.0578512396694215,0.0754716981132075,0.1632653061224489,-0.123076923076923,-0.1555555555555555,-0.123076923076923,-0.2597402597402597,-0.0172413793103448,-0.042016806722689,0.0654205607476634,0.3411764705882352,0.2954545454545454,0.2666666666666666,0.4074074074074074,0.3255813953488371,0.1875,0.3411764705882352,0.1875,0.1752577319587629,0.0961538461538462,0.0754716981132075,0.2808988764044944,0.1067961165048543,0.0961538461538462,0.1067961165048543,0.0270270270270269,0.0961538461538462,0.0857142857142856,0.3734939759036144,0.2808988764044944,0.3734939759036144,0.425,0.7538461538461538,0.7014925373134329,0.7272727272727273,0.8387096774193548,0.8688524590163935,0.8095238095238095,0.8688524590163935,0.8387096774193548,0.6764705882352942,1.0,0.6764705882352942,0.6521739130434783,0.425,0.4615384615384614
50032.0,0.0019324684,0.0271710392,0.0575547638,0.0268565755,0.012817743,-0.016243419,0.0,0.0002597403,0.295231758,0.0064366264,0.0370370370370369,0.0405405405405405,0.136531365313653,0.1711026615969582,0.2520325203252032,0.1535580524344568,0.1282051282051282,0.2078431372549019,0.2995780590717298,0.2995780590717298,0.375,0.2173913043478261,0.193798449612403,0.2520325203252032,0.2887029288702929,0.3275862068965518,0.3333333333333332,0.2833333333333334,0.3218884120171674,0.3333333333333332,0.4259259259259258,0.3999999999999999,0.3688888888888888,0.3449781659388646,0.3449781659388646,0.3333333333333332,0.439252336448598,0.439252336448598,0.5477386934673367,0.4736842105263157,-0.2357320099255583,-0.3,-0.2469437652811735,-0.2870370370370371,-0.3,-0.3031674208144796,-0.3185840707964602,-0.2542372881355932,-0.2122762148337595,-0.2376237623762376,-0.2082262210796914,-0.1607629427792916,-0.1299435028248587,-0.1098265895953757,-0.1046511627906976,-0.0778443113772454
69171.0,0.0047645517,0.0722171113,0.2368738684,0.0145583972,0.2064435146,0.0254969897,3.0,0.0046384799,-0.860822601,-0.020787548,0.3636363636363635,0.5,0.5789473684210527,0.4285714285714286,0.7647058823529411,0.3636363636363635,0.3636363636363635,0.25,0.5,0.3043478260869565,1.3076923076923077,1.1428571428571428,0.875,2.0,1.3076923076923077,1.3076923076923077,1.1428571428571428,1.3076923076923077,0.875,0.6666666666666667,0.5789473684210527,0.4285714285714286,0.1538461538461537,-0.032258064516129,0.4285714285714286,0.1538461538461537,0.5789473684210527,0.875,0.875,0.7647058823529411,0.7647058823529411,0.3636363636363635,0.5,0.3043478260869565,0.3636363636363635,0.3636363636363635,0.1999999999999999,0.5789473684210527,0.5789473684210527,0.5,0.7647058823529411,1.5,1.3076923076923077,0.875,0.5,0.6666666666666667
68814.0,0.0036829813,0.0074480552,0.0544258006,0.8170756907,0.0248856029,-0.121783154,1.0,0.0066666667,3.5281303542,-0.063724199,0.0588235294117647,0.0588235294117647,0.1428571428571428,0.0285714285714284,-0.0649350649350649,-0.2340425531914893,-0.1818181818181817,-0.2258064516129032,-0.0526315789473684,-0.1627906976744185,-0.1627906976744185,-0.0769230769230768,-0.1428571428571429,-0.1818181818181817,-0.1999999999999999,-0.0999999999999999,-0.217391304347826,-0.1999999999999999,-0.4098360655737705,-0.4193548387096774,-0.4,-0.1219512195121951,-0.1219512195121951,-0.28,-0.3898305084745762,-0.3571428571428571,-0.3793103448275862,-0.4782608695652174,-0.4782608695652174,-0.5068493150684932,-0.5384615384615384,-0.5662650602409638,-0.4929577464788732,-0.5555555555555556,-0.5955056179775281,-0.6129032258064516,-0.6129032258064516,-0.5909090909090908,-0.5263157894736843,-0.4,-0.3454545454545454,-0.3333333333333333,-0.3898305084745762,-0.4375,-0.4626865671641791,-0.25
47730.0,0.0021620063,0.013487299,0.0309340775,0.0847367192,0.0049952702,0.000485747,1.0,0.0023179885,-0.338739863,0.0168800605,0.030188679245283,0.1617021276595744,0.21875,0.2297297297297298,0.2133333333333333,0.2877358490566037,0.2877358490566037,0.325242718446602,0.365,0.4756756756756757,0.5,0.4756756756756757,0.5,0.4836956521739131,0.4368421052631579,0.467741935483871,0.6445783132530121,0.625,0.625,0.4918032786885247,0.5872093023255813,0.6851851851851851,0.6956521739130435,0.8958333333333333,0.8698630136986301,0.9090909090909092,0.8571428571428572,0.9090909090909092,1.022222222222222,1.0839694656488548,1.1666666666666663,1.237704918032787,1.0073529411764706,0.9782608695652172,0.7727272727272727,0.6153846153846154,0.6646341463414633,0.6851851851851851,0.9361702127659576,0.70625,0.8079470198675496,0.9090909090909092,0.95,0.8698630136986301,1.1328125,-0.0650684931506849
12627.0,-0.017320183,0.0972772704,0.1011467479,-0.022411539,0.9221867518,0.0111109608,1.0,-0.007470513,-0.629951593,-0.130703259,-0.1216216216216216,-0.3085106382978723,-0.3229166666666666,-0.1447368421052631,-0.1875,-0.0845070422535211,0.1403508771929824,0.7567567567567568,1.03125,0.8055555555555556,1.2413793103448274,1.1666666666666663,0.5853658536585367,1.452815379227899,1.9545454545454544,2.823529411764706,1.9545454545454544,1.3214285714285716,1.6,2.611111111111111,2.823529411764706,0.9696969696969696,0.6666666666666667,0.7105263157894737,0.7105263157894737,0.4772727272727273,0.0655737704918033,0.3,0.0833333333333332,0.1607142857142858,-0.0714285714285714,0.0655737704918033,-0.0579710144927536,-0.1333333333333333,0.625,1.1666666666666663,1.9545454545454544,0.911764705882353,1.4074074074074074,4.0,1.03125,0.8055555555555556,0.9696969696969696,0.8571428571428572,0.7105263157894737,1.03125
