firms,chtx,roaq,roeq,rsup,cash,cinvest,nincr,sue,aeavol,ear,mom1,mom2,mom3,mom4,mom5,mom6,mom7,mom8,mom9,mom10,mom11,mom12,mom13,mom14,mom15,mom16,mom17,mom18,mom19,mom20,mom21,mom22
68806.0,0.0008367639,0.0186934957,0.0485527925,0.0297171174,0.1896768685,-0.045454015,1.0,0.0023534552,-0.348633518,0.0126582282,-0.0059523809523809,-0.0059523809523809,-0.0290697674418605,-0.0511363636363636,-0.0617977528089888,0.1283783783783783,0.2462686567164178,0.1133333333333332,0.176056338028169,0.1517241379310345,0.4649122807017543,0.3253968253968253,0.3801652892561984,0.2101449275362319,0.2189781021897809,0.176056338028169,0.0705128205128204,0.0986842105263157,-0.0176470588235294,0.2279411764705883,0.0705128205128204,0.1517241379310345
66755.0,0.0027456319,0.0169383908,0.0401026851,0.2366352086,0.0424920097,0.0103207846,0.0,0.0039921917,-0.300271145,-0.045065156,0.0446428571428572,0.0833333333333332,0.1818181818181818,-0.025,-0.0639999999999999,0.1359223300970873,0.3604651162790697,0.1470588235294117,0.3604651162790697,0.21875,0.1470588235294117,-0.126865671641791,-0.126865671641791,-0.1642857142857142,-0.2777777777777778,-0.3426966292134831,-0.4583333333333333,-0.4823008849557522,-0.4823008849557522,-0.4030612244897958,-0.4207920792079208,-0.472972972972973
15763.0,-0.00639123,-0.002182566,-0.004732914,-0.012961296,0.0585890257,0.0015506365,1.0,-0.012728568,-0.801204007,0.0,-0.0573248407643312,-0.0326797385620915,0.0724637681159421,0.0962962962962963,0.1472868217054264,0.2758620689655173,0.2333333333333334,0.1935483870967742,0.1297709923664123,0.1044776119402985,0.2333333333333334,0.1297709923664123,0.2333333333333334,0.1472868217054264,0.3333333333333332,0.2869565217391303,0.15625,0.15625,0.1746031746031746,0.034965034965035,0.1044776119402985,0.1839999999999999
21020.0,0.0088397529,0.0319458144,0.0953720266,0.1162666374,0.2696479895,0.0757436076,2.0,0.0125326371,0.1177938423,-0.048091206,0.0052493438320209,0.2082018927444795,0.1398809523809523,0.1467065868263473,0.2766666666666666,0.3252595155709343,0.4730769230769232,0.4787644787644787,0.7488584474885844,0.7330316742081449,0.7731481481481481,0.569672131147541,0.5198412698412698,0.4344569288389512,0.3876811594202898,0.569672131147541,0.3876811594202898,0.3252595155709343,0.2939189189189188,0.4618320610687023,0.740909090909091,0.5443548387096775
10429.0,0.0140425123,0.0291758484,0.0365919141,0.0050418411,0.6508176826,-0.018097913,1.0,-0.003137255,1.0373138414,0.0384615399,-0.135593220338983,-0.1052631578947368,-0.4137931034482759,-0.4204545454545454,-0.4574468085106383,-0.25,-0.2272727272727273,-0.1774193548387096,-0.2153846153846154,-0.3289473684210526,-0.2272727272727273,-0.2272727272727273,-0.135593220338983,-0.203125,-0.0555555555555555,-0.1639344262295081,-0.25,-0.2388059701492537,-0.3289473684210526,-0.3199999999999999,-0.3544303797468354,-0.6194029850746269
62500.0,0.0027320312,0.0239720009,0.0628117566,0.0911292954,0.4654575069,0.0365535204,3.0,0.0056185244,-0.314705882,-0.026547249,0.0673076923076922,0.1443298969072164,0.168421052631579,0.0,0.0571428571428571,0.3874999999999999,0.247191011235955,0.15625,0.2758620689655173,0.1326530612244898,0.3214285714285714,0.1326530612244898,0.3703703703703704,0.1100000000000001,0.0,-0.0672268907563025,-0.0749999999999999,-0.159090909090909,-0.119047619047619,-0.0749999999999999,-0.2291666666666666,-0.2649006622516556
28636.0,-0.009800668,0.0114953836,0.0478893443,0.0620781002,0.1994227372,-0.00725239,1.0,-0.017751202,1.1276595745,-0.026144908,-0.0999999999999999,-0.0307692307692307,-0.1486486486486486,-0.2588235294117647,-0.25,-0.25,-0.2758620689655172,-0.4112149532710281,-0.3,-0.2317073170731707,-0.1126760563380281,-0.2674418604651163,-0.3368421052631579,-0.2588235294117647,-0.3,-0.2921348314606742,-0.3942307692307693,-0.4424778761061947,-0.496,-0.3762376237623762,-0.4705882352941176,-0.4220183486238532
55335.0,-0.008864369,-0.022788481,-0.037178909,-0.187919843,0.4022038567,0.3040901955,0.0,-0.052382232,1.5659732726,-0.030303031,-0.03125,0.0333333333333334,-0.03125,-0.03125,-0.088235294117647,-0.03125,-0.088235294117647,-0.2954545454545454,-0.1842105263157895,-0.2439024390243902,-0.2439024390243902,-0.4918032786885246,-0.4918032786885246,-0.4464285714285714,-0.515625,-0.743801652892562,-0.6804123711340206,-0.7232142857142857,-0.7394957983193278,-0.7372881355932204,-0.743801652892562,-0.6736842105263158
56899.0,-0.021731168,-0.002670983,-0.005918866,-0.111247432,0.1166129967,-0.013479805,0.0,-0.035944693,-0.520691885,-0.008928572,-0.1229508196721311,-0.1008403361344537,-0.2464788732394366,-0.4427083333333333,-0.4512820512820512,-0.2357142857142857,-0.2569444444444444,-0.3096774193548387,-0.2960526315789473,-0.4754901960784313,-0.3141025641025641,-0.3395061728395061,-0.3554216867469879,-0.3705882352941176,-0.3592814371257484,-0.4308510638297872,-0.4427083333333333,-0.5069124423963134,-0.5223214285714286,-0.3554216867469879,-0.5158371040723981,-0.4880382775119617
27991.0,0.0016546835,0.0151789403,0.0332508952,0.019718194,0.0079855534,0.2011486746,1.0,0.0014349776,0.1957011874,-0.056279594,0.1094527363184079,0.1494845360824741,0.2185792349726776,0.319526627218935,0.3117647058823529,0.2670454545454546,0.3353293413173652,0.3515151515151515,0.3680981595092025,0.5067567567567568,0.7153846153846153,0.6159420289855073,0.6277372262773722,0.7286821705426356,0.5486111111111112,0.4768211920529801,0.448051948051948,0.4387096774193548,0.2670454545454546,0.1614583333333332,0.1614583333333332,0.1435897435897435
20482.0,-0.001988056,0.0353896421,0.0702123867,0.0037174789,0.1657567793,0.0020097805,1.0,0.0,-0.337999063,-0.010530645,0.0600461893764434,0.125,0.0825471698113207,0.1984334203655353,0.2142857142857142,0.374251497005988,0.3909090909090909,0.3951367781155015,0.3783783783783783,0.2142857142857142,0.3189655172413792,0.3151862464183381,0.4525316455696202,0.2966101694915255,0.3951367781155015,0.3579881656804733,0.3151862464183381,0.2679558011049723,0.2785515320334262,0.1333333333333333,0.186046511627907,0.2207446808510638
64688.0,-0.002187863,0.0293827255,0.0609717159,-0.005197107,0.2207176153,0.0105832995,0.0,0.0011212605,1.2762191049,-0.044786967,0.0112359550561798,-0.032258064516129,-0.0109890109890109,-0.0575916230366492,-0.1176470588235294,-0.0109890109890109,0.0526315789473683,0.0526315789473683,-0.3076923076923077,-0.3548387096774194,-0.2274678111587983,-0.1999999999999999,-0.1346153846153845,-0.1387559808612439,-0.1428571428571429,-0.1304347826086956,-0.1891891891891891,-0.1818181818181817,-0.1627906976744185,-0.0954773869346733,-0.1133004926108374,-0.0909090909090909
63837.0,-0.009116621,0.0106414827,0.0180517082,0.0521438876,0.013667552,-0.011354543,0.0,-0.011776622,-0.146622735,-0.015873017,-0.03125,-0.1388888888888888,-0.1733333333333333,-0.2151898734177215,-0.2051282051282051,-0.1733333333333333,-0.1506849315068493,-0.2249999999999999,-0.2249999999999999,-0.1842105263157895,-0.088235294117647,-0.1267605633802817,-0.088235294117647,-0.2249999999999999,-0.2249999999999999,-0.1388888888888888,-0.4038461538461538,-0.2873563218390804,-0.3404255319148936,-0.2790697674418605,-0.3033707865168539,-0.3473684210526315
28695.0,-0.001356315,-0.001375777,-0.017427885,2.7642453241,0.0113781893,-0.014732482,1.0,-0.187037843,1.8260869565,-0.078461539,-0.0833333333333333,-0.1851851851851852,-0.1851851851851852,-0.4054054054054054,-0.4499999999999999,-0.3714285714285714,-0.1851851851851852,-0.1538461538461538,-0.2413793103448276,-0.2666666666666667,0.2941176470588236,0.0,0.0,-0.2142857142857143,-0.3529411764705882,-0.3333333333333333,-0.5510204081632653,-0.5,-0.5849056603773585,-0.5217391304347826,-0.5769230769230769,-0.639344262295082
60038.0,-0.016102601,0.0095749158,0.0133346359,-0.06834375,0.0056860742,-0.043144355,2.0,-0.0158125,-0.751243781,0.0063271606,-0.024390243902439,0.0,0.0526315789473683,0.0126582278481013,-0.036144578313253,0.0256410256410255,0.0,0.0810810810810811,-0.0804597701149425,-0.0909090909090909,-0.0804597701149425,-0.2156862745098039,-0.2079207920792078,-0.2592592592592593,-0.2857142857142857,-0.3162393162393162,-0.3388429752066115,-0.3798449612403101,-0.36,-0.2380952380952381,-0.375,-0.3939393939393939
51510.0,-0.030408018,-0.010578656,-0.025702528,-0.182710896,0.1084814225,0.0011224732,0.0,-0.032124993,-0.69606947,0.0,0.1511627906976744,0.076086956521739,0.125,-0.2720588235294118,-0.2204724409448819,-0.1680672268907562,-0.091743119266055,-0.0999999999999999,-0.1081081081081081,-0.1081081081081081,-0.1238938053097344,-0.2142857142857143,-0.0999999999999999,-0.0660377358490565,-0.1081081081081081,0.076086956521739,-0.0388349514563106,0.03125,0.0,0.1123595505617978,-0.0198019801980198,0.0421052631578946
10752.0,0.0,-0.197105984,-0.68630566,-0.040823178,0.0349637741,-0.098715322,0.0,0.1304085338,-0.450218261,-0.092606518,-0.3333333333333333,-0.5348837209302326,-0.5555555555555556,-0.6296296296296297,-0.6296296296296297,-0.4117647058823529,-0.3939393939393939,-0.3939393939393939,-0.3333333333333333,-0.4736842105263158,-0.3548387096774194,-0.4444444444444444,-0.5348837209302326,-0.6610169491525424,-0.5652173913043479,-0.5918367346938775,-0.5833333333333333,-0.7333333333333334,-0.782608695652174,-0.7619047619047619,-0.803921568627451,-0.7938144329896908
17224.0,-0.000371517,0.0137913055,0.0253031354,0.0087371328,0.0060240964,-0.00585907,1.0,-0.002460457,-0.269751338,0.0003612181,0.1570247933884296,0.2280701754385965,-0.0410958904109589,-0.10828025477707,0.0071942446043165,0.1023622047244094,0.2280701754385965,0.1023622047244094,0.1666666666666667,0.1382113821138211,0.4736842105263157,0.2727272727272727,0.0370370370370369,0.0294117647058822,-0.0476190476190476,-0.0277777777777777,0.0370370370370369,0.09375,0.1111111111111111,0.2280701754385965,-0.0277777777777777,0.0606060606060605
61487.0,-0.025569446,0.0324663741,-0.191861691,-0.278129033,0.0694065645,0.0029537445,2.0,-0.084497378,0.0401891253,-0.16391705,0.0588235294117647,0.2857142857142858,0.0588235294117647,0.125,0.125,0.5,0.125,0.125,-0.1428571428571429,-0.25,0.0,-0.217391304347826,-0.217391304347826,-0.3076923076923077,-0.25,-0.25,-0.3076923076923077,-0.0999999999999999,-0.3076923076923077,-0.4375,-0.4545454545454546,-0.55
57461.0,-0.002968761,0.0101695634,0.0189100753,-0.004667603,0.0083911937,0.0067972753,0.0,-0.005936252,4.7509856289,0.0073521631,-0.0555555555555555,-0.0684931506849315,-0.1052631578947368,-0.0993377483443708,-0.0555555555555555,0.096774193548387,0.0381679389312976,0.088,-0.1111111111111111,-0.0993377483443708,0.096774193548387,-0.1052631578947368,-0.2138728323699421,-0.276595744680851,-0.2402234636871508,-0.2402234636871508,-0.2228571428571428,-0.1392405063291139,-0.1111111111111111,-0.1392405063291139,-0.2444444444444444,-0.3267326732673267
64514.0,0.0085535186,0.0044569165,0.0325648062,0.1587697847,0.0516689832,-0.013519241,4.0,0.0049176478,2.0640600025,0.000158228,-0.0285714285714285,0.0149253731343284,-0.1052631578947368,-0.2093023255813954,-0.1807228915662651,0.1147540983606556,0.1724137931034481,-0.0422535211267606,-0.0684931506849315,-0.1392405063291139,-0.0422535211267606,-0.0422535211267606,-0.0285714285714285,-0.1392405063291139,-0.1282051282051282,-0.2093023255813954,-0.2183908045977011,-0.2608695652173913,-0.3523809523809523,-0.3061224489795918,-0.4035087719298246,-0.653061224489796
61241.0,-0.061856978,0.0009722315,0.0016582408,-0.057547214,0.0191469028,0.0337866904,0.0,-0.002884615,0.4262101535,0.0142478161,-0.0188679245283018,-0.0672645739910313,-0.2209737827715355,-0.2180451127819549,-0.2597864768683274,-0.1186440677966101,-0.063063063063063,-0.1875,-0.2517985611510791,-0.3396825396825397,-0.1034482758620689,-0.1544715447154471,-0.1778656126482213,-0.2436363636363636,-0.087719298245614,-0.079646017699115,-0.0956521739130434,-0.2267657992565055,-0.2352941176470588,-0.1333333333333333,-0.1034482758620689,-0.1811023622047244
46850.0,-5.7439e-05,0.0019212622,0.0244850024,0.1837761557,0.0350214647,-0.000334275,2.0,0.0101858875,-0.226205228,-0.004972247,0.0247252747252746,0.1002949852507375,0.1441717791411043,0.12012012012012,0.1729559748427673,0.2773972602739727,0.3369175627240144,0.3041958041958041,0.3763837638376384,0.341726618705036,0.5413223140495869,0.5872340425531914,0.5224489795918368,0.2996515679442508,0.2433333333333334,0.3563636363636364,0.2951388888888888,0.2951388888888888,0.2474916387959866,0.2817869415807561,0.2730375426621161,0.3041958041958041
11173.0,-0.001416338,0.001075868,0.0150714982,0.0012091599,0.1005528684,-0.004905875,0.0,-0.024108787,1.9652420698,-0.034658771,0.0151515151515151,0.1074380165289257,0.2072072072072073,0.1166666666666667,0.1551724137931034,0.1355932203389831,0.1551724137931034,0.1074380165289257,0.0806451612903225,0.0634920634920634,0.2072072072072073,0.1355932203389831,0.0151515151515151,-0.1184210526315789,-0.0694444444444444,-0.0147058823529411,-0.0289855072463768,0.0806451612903225,0.0151515151515151,-0.3619047619047619,-0.2795698924731182,-0.2637362637362637
57349.0,0.0071197604,0.0321707744,0.0503975878,0.0024952163,0.0028438939,-0.03303778,1.0,0.000145718,-0.427145709,0.0078192996,0.0583554376657824,0.1335227272727273,0.1875,0.347972972972973,0.303921568627451,0.0472440944881888,0.1022099447513811,0.1022099447513811,0.0283505154639174,-0.0074626865671642,0.153179190751445,0.1335227272727273,0.2018072289156627,0.1735294117647059,0.2547169811320755,0.2870967741935484,0.1598837209302326,0.2954545454545454,0.2314814814814814,0.1399999999999999,0.2201834862385321,0.2547169811320755
