firms,bm,ep,cashpr,dy,lev,sp,roic,agr,gma,chcsho,lgr,cfp,age,chinv,hire,sgr,pchsale_pchrect,pchgm_pchsale,depr,pchdepr,invest,egr,tang,sin,currat,pchcurrat,quick,pchquick,salecash,salerec,cashdebt,divi,divo,securedind,convind,rd,operprof,ps,chpmia,chempia,bm_ia,pchcapx_ia,tb,cfp_ia,mve_ia,herf,mve,chtx,roaq,roeq,rsup,cash,cinvest,nincr,sue,aeavol,ear,ms,dolvol,turn,IPO,maxret,retvol,baspread,std_dolvol,std_turn,ill,zerotrade,beta,betasq,pricedelay,idiovol,chmom,indmom
28522,0.6097964357,-0.086006049,-4.966829763,0.00120562,1.3605267632,3.4201379765,-0.134167038,-0.043337265,0.3040430121,0.006268081,-0.009363675,-0.194960096,23.0,0.028246937,0.0755555556,-0.006730349,-1.070422485,-0.094463268,0.177561938,-0.122554697,0.0595071882,-0.120526691,0.4897856664,0.0,1.4381671756,-0.100434395,0.3769047423,-0.333010682,14.630565106,35.880114588,-0.009999472,0.0,0.0,1.0,0.0,0.0,1.0111684104,1.0,-0.211527604,0.0414415434,0.3364987139,0.3575145162,-1.183230875,-0.277757508,-1516.096382,0.0500031521,12.189618007,-0.002547587,0.0027611668,0.0105022137,0.5957655769,0.1084814147,0.0831842252,1.0,0.0078708988,-0.70464135,-0.040971628,0.0,11.167727268,0.5308569182,0.0,0.025641026,0.0130184979,0.0132238561,1.5935496235,7.7482189973,2.9928634e-07,2.2105263686,0.1076713629,0.0115931224,1.3578532859,0.0380809283,0.0883558258,0.1693930818
59707,-0.295380503,0.2271590798,-0.662217232,0.1209488844,10.683969028,12.872168053,0.0033283261,-0.077964836,0.6142740612,0.0627857361,-0.152655131,0.0928448523,22.0,-0.061645762,-0.288597376,0.0265292937,0.1272211585,-0.098276108,0.4765128205,-0.084930568,-0.132372163,-0.248703299,0.6566546079,0.0,0.9094393556,0.3506466393,0.8610277399,0.4947222103,7.4659431138,4.6351103653,0.1599571543,0.0,0.0,1.0,1.0,0.0,-0.709354677,5.0,0.3238436114,-0.430640953,-4.558013692,-0.687052671,-0.706442094,0.0377041781,-454.4299365,0.0409149401,10.844017136,0.0006872243,0.0107439987,-0.013696548,-0.511452972,0.1754152824,-0.007153843,2.0,0.1777777778,4.0162245381,0.1048951074,2.0,11.578597328,1.3380984166,0.0,0.0444444455,0.0310496398,0.0546862905,0.641684948,1.0946808056,3.3650922e-07,5.74948e-08,1.5788567206,2.4927885443,0.2821969721,0.1115006926,0.7159091011,0.2054963773
63546,0.6048934491,0.1399879289,0.6417129901,0.0,0.2321741956,2.5620502345,0.3549455449,-0.131153861,0.5846408882,-0.195345188,-0.204808549,0.169552904,22.0,0.0859806915,0.4285714286,-0.359082758,-0.040653707,0.563514495,0.2635314996,-0.164152618,0.1054011334,-0.09912601,0.7338606292,0.0,3.8711340206,0.1305962094,3.0318823979,-0.018951184,10.090696314,8.0952939796,0.6183390023,0.0,0.0,0.0,0.0,0.0,0.8351587565,6.0,-0.162660032,-0.195049961,0.1242455496,0.836607931,0.2411779423,0.1071686777,-897.3236123,0.0262473934,10.161365808,0.0102548286,0.0429381847,0.0532508491,-0.192283764,0.3033234237,0.0152801977,0.0,0.0159710293,4.0,0.1122992886,3.0,9.4478600892,0.6616489908,0.0,0.0666666701,0.0401959371,0.0392453626,1.2392441056,3.4562645333,5.2020178e-07,2.5321353e-08,1.33066792,1.7706771133,0.0513760526,0.0646267004,-0.454599735,0.2990356077
49154,0.4363500317,0.058000537,-2.033143657,0.0219031564,1.1684538566,3.1044970989,0.1039956636,0.0651551313,0.5010342084,2.0182032933,0.0487644152,0.1784067152,23.0,0.0010015794,0.0186915888,0.078882463,-0.060190385,0.0497913721,0.0870496853,0.0689232398,0.0205250597,0.1053936764,0.529061319,0.0,1.3232790075,-0.059149961,0.5859888105,0.0657917292,126.2238806,14.750581395,0.1205103463,0.0,0.0,1.0,0.0,0.0,1.8102913825,7.0,0.013515646,-0.058297223,0.5838866962,-0.183293039,0.8288318878,0.3024449065,5260.4627295,0.1272709788,16.488800947,0.0043019163,0.0094107103,0.0328125,0.0519671188,0.0189430235,0.0084829978,0.0,0.0009444444,2.0848540747,0.0245945477,5.0,16.379358232,0.9479312033,0.0,0.055555556,0.0230141644,0.0220704511,0.442936177,2.3025163086,2.065423e-10,2.105664e-08,0.9042951218,0.8177496672,-0.078069932,0.0346177679,0.1413558603,0.467301808
19350,0.3301954386,0.0758654931,-4.988975129,0.0192146789,1.0299346364,1.0290899332,0.0969487229,0.0581553216,0.2439230469,1.9460750072,0.0309886638,0.1247933059,22.0,0.0075859383,0.0162996255,0.0906980176,0.0326734891,0.0454653246,0.1768172888,-0.010815841,0.0278897121,0.1529137227,0.5856766876,0.0,10.364513018,0.0024494381,9.5651880424,-0.004394849,38.032246998,1.1515227056,0.1036074574,0.0,0.0,0.0,0.0,0.0,0.9643806314,7.0,-0.19957291,-0.607321765,-0.150452461,-0.069494675,0.5710941617,0.0624090796,9848.7663877,0.0262473934,16.441543016,0.0022298584,0.0211016445,0.0893956351,0.037151507,0.0166495567,-0.000426303,2.0,0.0011956522,1.8470721673,0.0394850271,5.0,16.097212993,0.6824586525,0.0,0.047169812,0.0232571293,0.0250718777,0.5251970866,2.1590507422,3.654963e-10,3.2500028e-08,0.7621064362,0.5808062201,0.0329050982,0.0341462764,-0.076570729,0.2990356077
76769,0.5078141184,0.0029537904,1.8239802902,0.0,0.5724215711,1.2340476136,0.1137587739,0.0424150441,0.255163989,0.1029583496,-0.020711923,0.1412602328,22.0,-0.000913477,-0.050401753,0.2133077869,0.0662663231,-0.020623425,0.2002214751,0.1242836618,-0.0547716,0.1240956489,0.5782353426,0.0,1.1901957213,0.0271125427,1.1657255045,0.0317430582,22.015740487,3.4486181686,0.2041406385,0.0,0.0,1.0,0.0,0.0,0.4956862878,6.0,15.122372583,-0.204070383,0.2683920155,-0.163223274,4.9530732565,0.0625517892,-618.7208867,0.0386812736,13.596906687,0.0013746639,0.0233665313,0.0502622125,0.0873144572,0.0509419027,0.2350965946,0.0,0.0020779221,0.5639214427,0.0118430383,2.0,14.453473991,2.1416444049,0.0,0.0717557222,0.0363133604,0.0468570397,1.0380433475,9.1845963603,9.7412109e-09,1.2880622e-08,1.6191942895,2.6217901471,-0.567535717,0.0710257517,0.9569506217,0.4426536129
49429,0.8004228184,0.0703040534,-7.471672465,0.004688685,0.6901765545,1.8891623472,0.0990832785,0.058844604,0.4669901968,0.004624717,0.018407031,0.0852368994,23.0,0.014415759,0.0783389561,0.0516507909,0.027249187,-0.01107662,0.0883781575,-0.062083376,0.0763932879,0.0963930155,0.5725101598,0.0,3.0853851261,0.0094321348,1.3452734072,-0.001896145,100.04150154,5.6718596307,0.1862428265,0.0,0.0,0.0,0.0,0.0,0.8501235125,6.0,0.0178524275,0.0013501442,0.9479594829,-0.029702311,0.1589540488,0.2092750907,482.25322945,0.1272709788,15.175739957,0.0002174654,0.0115140622,0.021440627,0.0175860866,0.0133454881,0.0435465321,0.0,0.0003238866,0.6389113992,0.0276687285,5.0,15.298423476,0.9678289107,0.0,0.0436893217,0.0253675713,0.0306682995,0.5091240468,2.1603352149,8.955181e-10,2.8339733e-08,0.9416117436,0.8866326758,-0.193774315,0.034201244,-0.01929474,0.467301808
61313,0.3670135948,0.0696504828,7.4640772539,0.0123871899,0.2789643267,1.2165038259,0.2069201938,0.057232536,0.6417875195,-0.032843231,0.0882034666,0.1243369195,22.0,-0.0037199,0.0353314807,0.077684922,0.0777578322,0.0414869161,0.1735127649,-0.06486179,0.0376047785,0.0348460255,0.5837873154,0.0,1.8094574896,-0.096767555,1.2901109844,-0.084989546,24.532596042,5.5317073171,0.3900682664,0.0,0.0,1.0,0.0,0.0,1.0925519842,7.0,0.007567359,-0.097256682,-2.901209373,-0.127814788,0.9831759324,0.1769467932,-2228.27489,0.0831869278,13.987054242,0.0004814513,0.0346211423,0.0598734225,0.0333038278,0.0502394759,0.0357057759,1.0,0.0,0.6008739985,0.0105385846,7.0,13.180523789,0.3426370346,0.0,0.035487961,0.0197179507,0.0208459503,0.5196655641,0.775947946,7.9813262e-09,6.729932e-08,0.5725302809,0.3277909225,-0.129005482,0.0219355119,0.1090651839,0.3926141887
19254,0.2730083564,0.0444315837,6.0306669535,0.0210683354,0.5888090731,1.1273026129,0.0896014447,0.0940646641,0.3480689977,-0.036944219,0.1483375959,0.0711250439,22.0,0.0211410485,0.054518867,0.1640238036,-0.03147272,-0.017498018,0.1820342205,-0.006917861,0.0781747886,-0.045026557,0.4332403984,0.0,1.3264045547,0.0318622386,0.8356966377,0.0281986796,28.111876076,5.6706883083,0.1526629073,0.0,0.0,0.0,0.0,0.0,0.9524384355,6.0,15.142380056,-0.099149763,0.0335862536,-1.098305763,0.9084492528,-0.0075834,5046.3651133,0.0386812736,15.695803585,0.0025208695,0.0147566533,0.0473297899,0.0261896074,0.0284889012,-0.026173679,1.0,0.0010041841,0.2064176176,0.0474530761,4.0,15.684010712,0.8609603412,0.0,0.0281899106,0.022786426,0.0303184932,0.6308535085,3.3306280344,6.946469e-10,2.5208464e-08,1.1257964872,1.2674177305,-0.170229011,0.0305171093,0.0449052179,0.4426536129
80971,1.0900926186,0.0906801385,-5.514161581,0.0,0.897865095,4.1735466367,0.1028578271,0.2328657761,0.856715836,0.2725,0.0973436757,0.0624342782,15.0,0.0725395063,0.0724637681,0.0872086222,-0.154441672,0.0225823781,0.0945945946,-0.021176851,0.1870723987,0.3724769605,0.5654236416,0.0,2.8647864725,0.0692176683,0.3851826709,1.7358343296,36.988458477,88.233860759,0.1715033364,0.0,0.0,1.0,0.0,0.0,1.6821205782,5.0,0.009781706,-0.004525044,1.2376292831,0.271511988,0.1989572443,0.1864724696,-2845.069146,0.1272709788,11.279457708,0.0008214362,0.0063926872,0.0116580844,0.1455721617,0.0237038142,0.0093497919,0.0,0.0007476636,0.3618932481,-0.00923831,4.0,10.764632843,0.5826467896,0.0,0.0338983051,0.0183531615,0.0239896044,1.1022437687,3.0922644059,3.2942736e-07,1.105263243,0.482263796,0.232578369,0.2095408428,0.0394015973,0.2424999914,0.467301808
12008,0.1857740608,0.066780842,13.837059974,0.0,0.3584427732,1.5042201782,0.1693857667,0.0054254436,0.5444751221,0.0066713483,-0.155346501,0.1203727291,13.0,0.036854824,-0.009109312,0.0001598221,0.185329132,0.077492272,0.2921583653,-0.070688279,0.0697584616,0.5889872173,0.5324359373,0.0,1.5063825001,0.097349217,1.1050441433,-0.007481092,37.531421121,10.816337266,0.3233205169,0.0,0.0,1.0,0.0,0.0,2.3905425941,7.0,-0.002088443,-0.117820775,3.0119065268,-25.3631833,0.5266315728,0.4749891539,-327.3435577,0.2344238085,12.542268058,0.0124914373,0.0730097358,0.1950674732,0.5174601566,0.0665073855,-0.017240713,2.0,0.0019753086,3.2589264602,0.0002472019,4.0,13.242503854,2.2875161875,0.0,0.036144577,0.0297516836,0.0473149696,0.9050906276,32.273782414,7.6193481e-09,5.4833283e-09,1.8833386219,3.5469643649,0.0470544682,0.0713015296,0.2949001977,0.4147076406
31500,0.5134088418,0.0872829132,0.9008549946,0.0163341858,0.3641018146,0.4417513092,0.2177278822,0.0074835145,0.1718216038,0.0052490627,-0.083303693,0.1203629278,18.0,0.0069652628,0.0027700831,0.080031205,-0.403677096,0.1069821835,0.85572843,0.0278101252,0.0083756075,0.0835903763,0.3462070105,0.0,5.4014368174,0.3545498893,5.2976205307,0.3285152721,1.5584189044,23.707320261,0.2447880006,0.0,0.0,1.0,0.0,0.0,0.2966224553,8.0,0.0803786744,-7.19581884,-0.077425957,2.2380232362,1.2946472351,0.0508015836,-467.2277059,0.0925538879,13.38070707,-2.832765e-06,0.0265081166,0.0435954373,0.0047709535,0.3269512979,-0.002244467,0.0,-0.000664407,0.0656716418,0.00546563,5.0,11.800095844,0.1485518978,0.0,0.037878789,0.0197870427,0.022073259,0.8528410909,0.4687755737,9.4525626e-08,2.0884857e-07,0.7481451032,0.5597210954,-1.208840236,0.0394133651,0.2724291076,0.4665338859
87581,0.631944359,0.1087872633,-0.473075565,0.0021665538,0.4871791715,2.6755954946,0.1822744522,0.0088778409,0.4221117424,0.0617242536,-0.20102288,0.1161075891,12.0,-0.061929173,-0.210290828,0.2437550547,-0.164390773,-0.115274042,0.1312335958,0.011156587,-0.031279593,0.2650982454,0.527134225,0.0,1.9199427376,0.377292496,0.8170906288,1.160255787,57.561440678,16.486043689,0.3090734977,0.0,0.0,1.0,0.0,0.0,0.9088519419,7.0,-0.20090423,-0.833912218,0.1512964595,-0.311173514,0.8610962521,0.0537233628,-893.7842373,0.0262473934,11.119104796,0.0076678456,0.0340549594,0.0544210944,0.1084334023,0.1426313832,0.030363679,1.0,0.0010521739,3.9973426189,0.176202653,4.0,11.852074473,1.5992438563,0.0,0.0674157292,0.032462157,0.0347224682,1.1984851642,4.0131462181,1.6710958e-07,1.1052631927,0.8468902409,0.7172230801,9.2599276475,0.0705807121,0.4389642883,0.2990356077
33209,0.1762105073,-0.024582024,14.097592263,0.0,0.024189758,0.1099940347,0.0979242979,-0.132766568,-0.003726297,0.0135926881,-0.331423535,0.0196133173,17.0,-0.005735572,0.0365296804,0.0880126183,0.1148426529,-0.44362121,0.4071451561,3.3643915071,-0.143200199,-0.095887945,0.5015951335,0.0,5.5568621383,0.0666706977,5.2768064366,0.0922588754,1.9384027427,2.2268853306,-0.680718436,0.0,0.0,1.0,0.0,1.0,-0.00485985,6.0,-0.182758465,-0.255294728,1.3493010884,-1.604240601,-0.31363246,0.2848848524,-225.1025684,0.0918924942,12.841991851,-0.002513403,0.0095017023,0.0098949268,0.0010292124,0.3591701068,0.370558784,3.0,0.000539258,0.0404706216,0.0080805798,4.0,13.257516454,0.9290904678,0.0,0.065040648,0.0237376307,0.0333456175,0.5994791586,1.4023923328,2.908261e-08,4.8800482e-08,2.0825753311,4.3371200096,0.2780635245,0.0543430699,0.2844646858,0.1596318991
50788,0.7160517123,0.1074500243,-1.053164571,0.0,0.6759881601,1.775451388,0.1408453151,0.2256483869,0.682709092,0.2792657237,-0.053982874,0.163077074,22.0,0.0216418505,0.1010881011,0.0026882866,-0.080272935,-0.02529995,0.3041503085,-0.097901802,0.084536183,0.700045397,0.5397049045,0.0,1.6972516258,0.2706770062,1.2662552808,0.3185437484,7.5984796279,5.1047887731,0.2722851456,0.0,0.0,0.0,0.0,0.0,1.7892265787,6.0,-2.866142423,-0.220799084,0.2667834649,2.0435913561,0.7388297008,0.0948494882,-401.1704449,0.061725725,12.628425598,0.0040465275,0.0247093785,0.0456298467,0.0372185209,0.1765515139,-0.009796014,1.0,0.0008849558,2.293956044,0.0655364022,4.0,12.560875839,0.5689275362,0.0,0.0345423147,0.0174332393,0.0179716939,0.6929331574,0.9508862747,3.2424138e-08,8.4439615e-08,0.9043060252,0.8177693872,0.7907158875,0.0476221223,-0.012918257,0.2183585797
33690,0.1108947146,-0.043486103,12.491203204,8.48746e-05,0.045977778,0.1228195945,-0.545448388,0.134556973,0.8584136076,0.0414958588,-0.027068634,-0.052761683,13.0,0.0,0.384,0.0848192771,-0.285161742,0.0230996297,0.4651241919,-0.137656198,0.1014058839,0.2210947931,0.7416992389,0.0,2.9206223629,0.0962178023,2.9206223629,0.0962178023,1.8231641469,2.159117553,-0.755055595,0.0,0.0,0.0,0.0,0.0,1.3206275033,2.0,-1.401578566,-0.279137158,0.1693888062,2.2147735855,-0.980484924,0.0461239747,-518.66007,0.0614221491,11.866299592,0.0,-0.174283857,-0.245488337,-0.006754737,0.4050457841,-0.100368295,0.0,-0.034907692,-0.229681262,-0.116849818,3.0,11.812474347,1.0443493979,0.0,0.0740740746,0.0315460918,0.0501404511,0.4789584988,2.2220765447,5.4013453e-08,3.2764111e-08,2.6763249343,7.1627151537,0.5103744209,0.1081329951,1.7991187089,0.1523721727
34121,0.4900401115,0.0603497322,9.659520476,0.0068558097,0.1115822393,0.794644167,0.1678791127,0.1349420437,0.5112974734,0.1319404363,0.0015416238,0.0531933546,22.0,0.0627873374,0.0980392157,0.233284464,0.2765807136,-0.0732881,0.1064927902,0.1092748993,0.1433550558,0.1744044454,0.5071866947,0.0,3.5499157863,0.0839022365,1.8866942275,-0.059049256,19.432971649,6.6558772403,0.714762516,0.0,0.0,1.0,0.0,0.0,0.6537808496,5.0,-0.017338752,0.0486059175,-0.057490136,-0.202578311,0.0156511112,-0.023055231,-285.748956,0.1083351095,11.898817769,0.0001182468,0.0188063894,0.0231203723,0.0437595083,0.0181820326,0.010989005,0.0,-0.00440367,3.4395604396,-0.04473049,4.0,10.602371372,0.3474791819,0.0,0.0291666668,0.0118950805,0.0115963418,1.5999482463,3.8391388985,1.1620333e-07,1.1052632094,0.1513728236,0.0229137317,0.7762928401,0.0323626094,0.1148061392,0.36489604
34287,0.2597526073,0.0502158622,6.6620833333,0.0,0.3319330585,1.733223381,0.1466869934,0.4951703849,1.1662662417,1.0116120219,0.7645177927,0.0586175115,17.0,0.0,0.1444444444,0.7910693161,0.1833603413,-0.300718439,0.1164829207,-0.255920472,0.2032851189,0.2511214953,0.6427618548,0.0,1.4201255935,-0.080322454,1.4201255935,-0.080322454,24.812777778,6.3360760392,0.2893067682,0.0,0.0,0.0,0.0,0.0,2.216635514,5.0,-0.545143906,-0.240255608,0.491444078,0.0454352954,-16.05506705,-0.001617305,-3637.95316,0.0384055348,11.420930098,0.0034871245,0.0204302486,0.0465376858,0.191947746,0.1323119777,-0.051500245,1.0,0.0025698683,0.6573001419,0.0490543731,5.0,11.915493046,1.31648,0.0,0.0350877196,0.0193300538,0.0433455353,0.9717741875,8.0720322741,5.13137e-08,1.1052631748,0.5195454746,0.2699275002,1.0897736729,0.086430397,0.7673215937,0.238329509
77462,0.6828245101,0.0388803744,-18.95390271,0.0,1.403186458,2.2899238081,0.0817605006,-0.002162077,0.4827697,0.0261470153,-0.042546603,0.1784859608,20.0,0.0105848929,-0.016792611,0.0132515726,0.0159805627,0.0279370741,0.0814442592,0.0431433574,0.0542522062,0.092535577,0.521702448,0.0,1.7874972293,-0.129328308,0.8847531454,-0.160614907,105.23609151,5.5246032471,0.0812860576,0.0,0.0,1.0,1.0,0.0,1.4979343358,7.0,0.0202125531,-0.093781423,0.8303611746,0.1765991922,0.6477756971,0.3025241522,3926.1246045,0.1272709788,16.071788347,0.0027344869,0.0016866769,0.0051527536,0.0152487424,0.0108213801,-0.054617177,0.0,0.0005882353,0.6437536281,0.0251786718,4.0,16.08549078,0.8836355086,0.0,0.0397163108,0.0192207827,0.0234182779,0.5096276525,2.0080969846,4.027143e-10,2.8627256e-08,0.983121254,0.9665274,-0.311884238,0.0357240753,0.1471698308,0.467301808
46295,0.4699642047,0.0955127378,3.3328087886,0.0258880969,0.4544332557,3.0487306992,0.1535799495,-0.214066327,0.5114515588,-0.216761613,-0.068167335,0.0900705949,23.0,0.007689049,0.0,0.0231906644,-0.021249294,-0.009972641,0.1012277707,-0.024170868,0.0288971731,-0.317409114,0.4506004392,0.0,3.4144394795,0.0945757326,2.0513072722,0.1369524427,75.862391132,15.873352293,0.2648610128,0.0,0.0,0.0,0.0,1.0,0.8675056267,5.0,0.011501035,-0.132588162,-2.798258763,0.0259506763,0.5966064719,0.1426804685,-1909.07589,0.0831869278,14.064434472,0.0090185873,0.0245189507,0.0495733261,-0.027141773,0.0434744196,-0.015477967,1.0,-0.000379147,0.8533510285,0.0016929312,4.0,13.64955374,0.6682601445,0.0,0.1209677383,0.0337017595,0.0258332606,0.6997350494,2.8741094302,6.0027887e-09,3.6435186e-08,0.9619329637,0.9253150267,0.0745275813,0.0402038745,0.4409534841,0.3926141887
37058,0.4396496545,0.0056163727,19.842628076,0.0,0.5899902682,1.3029442381,0.1061303034,0.0551255801,0.5820322073,0.0025503171,0.1107222028,0.0283375053,15.0,0.0298662481,0.2162162162,0.1607121907,0.0314934804,-0.015470614,0.2919434242,0.1532531737,0.0420102298,-0.005380301,0.4933929016,0.0,4.0156256916,0.1413468797,2.3126908946,0.1488706383,67.847115772,4.1995755306,0.1132745564,0.0,0.0,1.0,0.0,0.0,1.2230283912,5.0,-0.248410181,-0.407405174,-0.040998245,-0.533044374,4.9530732565,-0.034046721,-795.1604873,0.0262473934,11.904760606,-0.021337149,-0.038881102,-0.083536478,0.0437767201,0.0185740189,-0.073233588,0.0,-0.004507042,1.3771257875,-0.014331724,4.0,11.587090935,0.672151332,0.0,0.0595238097,0.0269230329,0.0378102436,0.710456372,1.1135258083,6.6975296e-08,5.2598676e-08,0.7465192298,0.5572909605,0.7131038437,0.0534634317,0.2194708357,0.2990356077
46164,0.4971548925,0.048030289,2.8449445205,0.0152155526,0.219061332,1.0538099207,0.1617815498,0.05893773,0.8991263655,0.1201089648,0.0641809873,0.0740811966,22.0,-0.015941652,0.01446364,0.0402418233,-0.128147983,0.0284275383,0.2491868692,-0.067323629,0.0146366376,0.0566437572,0.5484429436,0.0,3.1481565053,-0.092114681,2.3279931405,-0.033370768,10.513393294,5.3311603812,0.3974540067,0.0,0.0,1.0,0.0,0.0,1.291049672,5.0,-2.883304567,-0.307423545,0.0478866451,1.8773470526,1.3373822342,0.0058536107,-191.7039449,0.061725725,12.979831603,-0.008761699,0.0007846423,0.0010755723,0.0216829587,0.1399507457,0.0055811189,0.0,0.0007756233,0.3387470998,0.0386131732,8.0,12.122984811,0.4328151986,0.0,0.0597402602,0.0345013236,0.038218019,0.5368376491,1.3853958209,3.6764779e-08,6.1628562e-08,0.4471305807,0.1999257562,-1.307787663,0.0323123688,-0.202472421,0.2183585797
26382,0.3042331515,0.0488463617,4.8793758021,0.0103547348,0.4157928018,2.0070278458,0.1028713886,0.2238591027,0.1994087161,0.007527205,0.2691230482,0.0741319209,22.0,0.0582742578,0.2587216277,0.1842530101,-0.395284709,0.0119458882,0.1157140115,0.1305582626,0.1987400686,0.1669762806,0.5294864507,0.0,1.0919165905,-0.041917681,0.7057781872,-0.112908142,34.820517035,14.834336412,0.2265698911,0.0,0.0,1.0,0.0,0.0,0.4387858939,5.0,-0.016260046,0.1500101646,3.1303656176,-25.41071652,0.289582915,0.4287483457,5065.2808173,0.2344238085,14.920100942,-0.01183179,-0.017510408,-0.040676043,0.1307841145,0.0644651872,-0.003429204,0.0,-0.028998087,0.0278756513,0.0245284524,6.0,15.526938901,1.6223921367,0.0,0.0386740342,0.0309269612,0.0356682804,0.6824740566,9.1470218924,7.206356e-10,9.9470542e-09,1.0258464116,1.0523608602,0.0655226249,0.033210971,-0.097134784,0.4147076406
31974,0.3571209996,0.0170600625,-5.096186627,0.0052365147,4.7424909038,1.1355684355,0.0437672193,0.0419449147,0.0747816648,-0.019517667,0.0442235927,0.1157558077,23.0,0.0028229201,0.0295101917,0.1530240843,-0.065685965,-0.164995682,0.0249859811,0.0212344367,0.0390259235,0.012600942,0.4920509895,0.0,0.7800280253,0.0990068429,0.6510879624,0.0995749575,14.780131713,2.9783956791,0.0249054075,0.0,0.0,1.0,0.0,0.0,0.2920264361,7.0,0.7753081419,-0.348372698,-0.174299838,-0.30016034,0.2769714561,0.0337089998,148.03691312,0.0628928312,13.21267472,-0.002775108,-0.004108842,-0.05867339,0.0125146801,0.0077573419,-0.417955526,0.0,-0.018194514,-0.743589744,0.0085057607,3.0,11.714822908,0.1358977032,0.0,0.0113788489,0.0060228457,0.0044441392,0.8623490956,0.2215788957,4.7227622e-08,3.9321231e-07,0.4430448672,0.1962887543,-1.91787251,0.0261322666,0.055607252,0.3690352906
62228,1.121316082,0.0990258981,-0.980074695,0.0145392744,0.4031899616,0.5687218403,-0.01176798,0.0886433038,0.1566816926,0.0262071812,0.0234144829,0.0824503108,17.0,0.0108468629,0.0192307692,0.1130639248,0.0100449162,0.0360242698,0.1016668506,-0.077378549,0.0261451214,0.1141776096,0.6149151818,0.0,3.6018131102,-0.652032579,2.8305439331,-0.648423603,1.1371742671,1.8874771913,0.295501571,1.0,0.0,1.0,0.0,1.0,0.2002306618,6.0,-2.815615998,-0.302656415,0.6720478346,4.0001637109,-0.727252978,0.014222725,-550.7963294,0.061725725,11.793915194,-0.002428384,0.018747011,0.0254252993,0.0001221788,0.3280527876,0.0658589508,4.0,0.0140505593,-0.213372665,0.0062969998,3.0,12.630810829,0.8447038478,0.0,0.0625,0.0342476196,0.0390580369,0.7081341663,2.6627109231,6.7303604e-08,3.4038321e-08,0.9508528818,0.9041212029,0.1633731539,0.0938523982,0.8861284396,0.2183585797
40838,0.2903246671,0.0536708896,1.5082744452,0.0136933871,0.5835439193,0.9386012177,0.1360731776,0.153207532,0.5585479639,-0.021733449,0.0678409014,0.06849562,22.0,0.0312109638,0.3726263224,0.0799133253,-0.017779189,-0.006804524,0.3137708157,-0.035233793,0.0654774617,0.0983899402,0.5107620642,0.0,2.0385628889,-0.005954319,1.4141701297,-0.004031541,4.3070719923,8.1582435042,0.1847787459,0.0,0.0,0.0,0.0,0.0,1.6258677757,4.0,0.0728200396,0.321428557,-0.242425426,-0.347298211,-0.18164828,-0.002756558,2710.9181131,0.0371705217,14.786036886,-0.001302853,0.0008897436,0.0030286639,0.0109060138,0.2419926092,-0.005206665,0.0,-0.001297297,-0.133191828,0.0081743868,5.0,14.387004591,0.5513099757,0.0,0.0486891381,0.0172775307,0.0205810936,0.4329552025,1.0772740908,2.5163481e-09,5.219984e-08,0.8243994615,0.6796344721,-0.305294787,0.0283638413,0.290362562,0.2679289502
19174,1.1806641667,-0.127446939,-2.525176252,0.0,3.4048387091,6.2982046113,0.0240220109,-0.023656783,0.4296019303,0.0500474276,0.0047976411,0.1679831343,22.0,-0.016842089,-0.008391608,-0.105378664,-0.261538748,0.0260672175,0.101425036,0.0537914123,-0.013557866,-0.097370904,0.5412133238,0.0,1.6142855495,0.0586545196,0.6735818813,0.3444626276,12.25189289,120.07963801,0.0406544113,0.0,0.0,1.0,1.0,0.0,1.3511630439,4.0,-0.000849939,-0.033777807,0.007601286,-1.413994802,-1.125374477,0.1641862021,-1660.967835,0.2259734206,11.772974551,-0.0004403,0.0144971042,0.0563043369,0.0647754801,0.2106984568,-0.006205484,2.0,0.032861707,3.3374444993,0.0412087925,3.0,10.376611309,1.1512383605,0.0,0.400000006,0.1294574119,0.0479117285,1.7487272258,33.450388767,2.2862209e-07,8.5206128e-09,0.8895821342,0.7913563736,9.2599276475,0.0619716758,0.8708333625,0.2500153174
21055,0.2120757248,0.048820992,1.6193775216,0.0013923743,0.7765100438,2.1341166403,0.1544016203,0.1205625714,0.9849145122,0.0143701757,0.0241792301,0.1036278059,22.0,0.0522290564,0.08,0.0616073175,-0.008534273,0.0196198589,0.2247396362,-0.127445459,0.1042688291,0.7669094693,0.6264433216,0.0,2.5685101352,-0.201338229,1.1861393847,-0.196132836,10.63626513,13.415568932,0.1103250795,0.0,0.0,1.0,0.0,0.0,7.1119204532,5.0,0.0260295095,0.0396972722,0.0872752552,0.603669713,-1.200578003,0.0796536452,-322.0875492,0.0603001138,12.717871795,0.0024337411,0.0098441715,0.0405651608,0.0478426325,0.1220194799,0.0139169397,1.0,0.0034408602,3.8595923847,0.1646198798,4.0,12.786239555,1.0030395923,0.0,0.0666666701,0.0306541069,0.0451612907,0.6028554491,3.4076184585,1.8249019e-08,2.3723243e-08,1.1990865899,1.43780865,-0.191511268,0.074322043,-0.41257015,0.1649075723
