firms,chtx,roaq,roeq,rsup,cash,cinvest,nincr,sue,aeavol,ear,mom1,mom2,mom3,mom4,mom5,mom6,mom7,mom8,mom9,mom10,mom11,mom12,mom13
17057.0,0.0082097973,-0.00598543,-0.014226881,0.0872500407,0.1265275353,-0.032905122,0.0,0.0166678306,-0.153039495,0.0144493803,0.0277777777777776,0.1935483870967742,0.0882352941176469,0.0,-0.0749999999999999,0.0571428571428571,0.0882352941176469,-0.0263157894736841,-0.0749999999999999,-0.0749999999999999,-0.2127659574468084,-0.3392857142857143,-0.26
58018.0,-0.012450841,0.0145989181,0.0548325239,0.210892877,0.0041708248,0.0131958802,1.0,-0.038889756,-0.338083679,0.0724082962,0.0638297872340425,0.0101010101010101,0.0,-0.0909090909090909,-0.074074074074074,0.0204081632653061,-0.1525423728813559,-0.1304347826086956,-0.2063492063492064,-0.099099099099099,-0.099099099099099,-0.1228070175438597,-0.2907801418439716
17903.0,0.0107869693,0.039143783,0.0647893288,0.1337193691,0.0340555653,0.1806804958,1.0,0.0065384615,-0.736830654,0.0079365084,0.1954022988505748,0.1555555555555554,0.1428571428571428,0.1304347826086955,0.2235294117647059,0.4444444444444444,0.2839506172839505,0.4444444444444444,0.2093023255813952,0.2093023255813952,0.1428571428571428,0.1555555555555554,0.0
49373.0,-0.000155064,-0.021199813,-0.027019604,0.026493272,0.0759464149,0.0152805506,0.0,-9.4949e-05,-0.277575293,0.028430433,0.1123595505617978,0.1820895522388059,0.11864406779661,0.125,0.1154929577464789,0.1891891891891892,0.2611464968152865,0.2531645569620253,0.2774193548387096,0.2413793103448276,0.1785714285714286,0.084931506849315,0.0206185567010308
18570.0,0.0050383961,0.0383598102,0.0439526096,0.0241373849,0.1777149784,0.0263463851,0.0,0.0004736844,3.689463068,0.0261019082,0.0555555555555555,0.0857142857142856,0.0270270270270269,0.0133333333333334,-0.0129870129870129,0.1176470588235294,0.1692307692307693,0.1343283582089551,0.0,0.0133333333333334,-0.05,-0.1363636363636363,-0.1648351648351648
27289.0,0.0012816953,0.0071582751,0.0477043982,-0.210794557,0.0481017166,0.0005812016,1.0,0.0307542211,0.2462654716,0.1003367025,0.1136363636363635,0.2250000000000001,0.1951219512195121,0.0888888888888888,0.0425531914893617,-0.1833333333333333,0.1395348837209302,0.0425531914893617,0.0208333333333332,-0.1551724137931034,-0.1694915254237288,-0.2222222222222222,-0.0754716981132075
18834.0,-0.012721794,5.4019e-05,7.32332e-05,-0.033089633,0.2308450088,0.0005624089,0.0,-0.009411765,2.1070496084,0.03125,-0.0285714285714285,-0.1282051282051282,-0.276595744680851,-0.3461538461538461,-0.3584905660377359,-0.2093023255813954,-0.1904761904761904,-0.1707317073170732,-0.2093023255813954,-0.2272727272727273,-0.2916666666666666,-0.4035087719298246,-0.4137931034482759
47642.0,-0.002493304,0.0135865934,0.0174668988,0.0365901352,0.1120674577,-0.125367526,0.0,-0.000590164,-0.514893617,0.0078115682,0.0166666666666666,0.2079207920792078,0.0,-0.0757575757575758,-0.1586206896551724,0.0338983050847456,0.0082644628099173,-0.0317460317460317,0.1090909090909091,0.0990990990990992,-0.0393700787401575,-0.0542635658914728,-0.0962962962962963
29946.0,0.0012527082,0.0185123811,0.0379571626,0.0006548119,0.0104323127,0.0212433415,0.0,-3.076925e-06,-0.645483871,0.023212871,0.0483870967741935,0.0924369747899158,0.1111111111111111,0.1403508771929824,0.1607142857142858,0.1304347826086955,0.2380952380952381,0.2745098039215685,0.2745098039215685,0.2322274881516588,0.1607142857142858,0.0833333333333332,0.0
10866.0,-0.009678368,0.0172327529,0.0291746833,-0.011432342,0.009388773,0.0364734939,0.0,-0.012271929,0.9535980282,-0.039593454,0.0684931506849315,0.1090047393364928,0.1196172248803828,0.1641791044776119,0.1470588235294117,0.1584158415841583,0.1037735849056604,0.1142857142857143,0.0042918454935623,-0.0126582278481012,-0.0677290836653387,-0.025,-0.0823529411764706
29970.0,-0.000616026,0.0281907058,0.0395540384,0.005216589,0.2870196184,0.0171972711,0.0,-0.001498382,3.6287703016,-0.040649689,-0.1019607843137254,0.0088105726872247,-0.0576131687242797,-0.1226053639846743,-0.0766129032258065,0.1280788177339902,0.1865284974093264,0.3470588235294118,0.396341463414634,0.2651933701657458,0.4049079754601228,0.396341463414634,0.4870129870129871
44257.0,-0.003169981,0.0084002095,0.0169903955,0.0427353107,0.1411570106,-0.004162218,0.0,-0.003605694,0.1634877384,-0.049309125,0.0882352941176469,0.0647482014388489,0.0802919708029197,0.0724637681159421,0.0496453900709219,0.2231404958677685,0.1935483870967742,0.15625,0.0,-0.1137724550898203,-0.1494252873563218,-0.1137724550898203,-0.119047619047619
67176.0,0.0057405192,0.0652309826,0.1195172241,0.1759725355,0.1720986845,-0.023859014,2.0,0.0059139344,-0.215484314,-0.038339567,-0.0172413793103448,-0.1971830985915492,-0.1739130434782608,-0.3048780487804878,-0.2692307692307693,-0.1617647058823529,-0.2083333333333333,-0.1363636363636363,-0.2297297297297297,-0.0655737704918032,-0.1971830985915492,-0.2784810126582279,-0.3736263736263736
45655.0,-0.004207891,0.0139770056,0.0636830521,0.3485255815,0.0033547814,-0.003917847,0.0,-0.001734266,-0.611111111,0.013741496,0.2268907563025211,0.2807017543859649,-0.446969696969697,-0.4319066147859922,-0.4206349206349206,-0.27,-0.2980769230769231,-0.3482142857142857,-0.3333333333333333,-0.3271889400921659,-0.2512820512820513,-0.324074074074074,-0.3271889400921659
62818.0,-0.010409565,0.0010562945,0.0035262761,-0.021724644,0.0408023107,-0.087229905,0.0,-0.010107596,0.7467968273,-0.080688922,0.3037974683544304,0.3733333333333333,0.0,-0.0283018867924528,-0.1120689655172413,-0.1271186440677966,-0.2746478873239436,-0.2313432835820895,-0.1953125,-0.2797202797202797,-0.0462962962962962,-0.0884955752212389,-0.1271186440677966
49402.0,0.001600389,0.0066892663,0.0215042613,-0.01934027,0.0754608926,-0.031291902,0.0,-0.005333333,-0.556783227,-0.031914894,0.139240506329114,0.2162162162162162,0.1688311688311687,0.139240506329114,0.0227272727272727,0.1538461538461537,-0.0217391304347825,0.0843373493975903,-0.0721649484536082,-0.1176470588235294,0.0,-0.0109890109890109,-0.0217391304347825
20651.0,-0.004382284,-0.00779642,-0.05249895,-0.027327824,0.000367287,0.4199722836,0.0,0.0405509642,-0.22347142,-0.181818187,-0.5,-0.5909090909090908,-0.71875,-0.775,-0.71875,-0.7352941176470589,-0.71875,-0.775,-0.8125,-0.8448275862068966,-0.8269230769230769,-0.8448275862068966,-0.859375
25320.0,0.0002300795,0.0239833255,0.0470201157,0.0313775454,0.0611390446,-0.027805698,2.0,-0.00021129,1.1673960613,0.0077670196,-0.1079136690647482,-0.088235294117647,-0.1111111111111111,-0.088235294117647,-0.0040160642570281,0.0269151138716357,-0.008,0.1022222222222222,0.0247933884297519,0.0205761316872428,0.0486257928118394,-0.0158730158730159,0.0163934426229508
65170.0,0.0023384654,0.0153377379,0.0635585504,0.0900578763,0.0782588688,0.1500067214,2.0,0.002842244,-0.754901961,0.0123316785,0.2727272727272727,0.2173913043478261,-0.0117647058823529,-0.0117647058823529,0.3548387096774192,0.3333333333333332,0.3548387096774192,0.3333333333333332,0.1506849315068492,0.5,0.3999999999999999,0.2173913043478261,0.05
60062.0,0.0181091246,0.0323047283,0.1138078485,0.6217657181,0.0089891209,-0.178687081,2.0,0.0826163112,0.1429350791,0.0365628435,0.0529801324503311,0.06,0.0853242320819112,0.0779661016949153,0.0816326530612245,0.06,0.0529801324503311,0.282258064516129,0.2325581395348837,0.1821561338289963,0.2137404580152671,0.1521739130434782,0.2045454545454545
40352.0,-0.001529291,0.0147895599,0.051867504,0.5657480298,0.0116716071,-0.003806737,2.0,-0.016839265,1.4160374902,0.0635329876,0.1428571428571428,0.1134020618556701,0.1933701657458564,0.180327868852459,0.180327868852459,0.3333333333333332,0.3670886075949366,0.3251533742331287,-0.1037344398340248,0.130890052356021,0.3170731707317074,0.3012048192771084,0.148936170212766
22753.0,-0.00605931,0.0416046353,0.0743572841,0.0429433475,0.015888039,-0.035017327,3.0,-0.000805162,0.0578902078,-0.030820297,0.1231884057971015,0.1832061068702291,0.1567164179104476,-0.1884816753926701,-0.2211055276381909,-0.0662650602409639,-0.0372670807453415,0.0992907801418438,0.0064935064935065,-0.0372670807453415,0.0472972972972973,0.0472972972972973,-0.0606060606060605
22964.0,-0.033927329,-0.155206875,-0.32748085,0.0044822387,0.0,0.7201189068,0.0,-0.021287907,0.1346773133,-0.016309344,0.0183486238532109,0.1443298969072164,0.1443298969072164,0.1212121212121211,-0.0749999999999999,0.0373831775700934,0.0183486238532109,0.0990099009900991,-0.0176991150442478,0.0571428571428571,0.1443298969072164,0.0277777777777776,-0.323170731707317
23238.0,-0.008193898,0.0125148266,0.0245850968,0.0327785876,0.3783719047,0.115947136,0.0,-0.003320748,0.2618469032,-0.011233021,-0.0408163265306122,0.1325301204819278,-0.1376146788990825,-0.1965811965811965,-0.2598425196850393,-0.2166666666666666,-0.3472222222222222,-0.2357723577235772,-0.3088235294117647,-0.3380281690140845,-0.3380281690140845,-0.4050632911392405,-0.5026455026455027
26841.0,0.0025477392,0.0066583131,0.0126393359,0.0558752285,0.0073835297,0.0984936725,2.0,-0.033723978,-0.657786441,-0.030076888,0.0441176470588235,0.0289855072463767,-0.0897435897435897,-0.1125,-0.1341463414634146,-0.0405405405405405,-0.1931818181818182,-0.2365591397849462,-0.3486238532110092,-0.2680412371134021,-0.3106796116504854,-0.2604166666666666,-0.2755102040816326
48047.0,-0.000907733,0.0095359928,0.032855247,0.4387600965,0.0308856175,0.082963929,0.0,0.0026311012,0.6199063025,-0.014754472,0.1185770750988142,0.1411290322580645,0.1646090534979423,0.2094017094017093,0.3101851851851851,0.4739583333333332,0.415,0.5380434782608696,0.5297297297297296,0.4973544973544974,0.521505376344086,0.4663212435233161,0.3872549019607842
65533.0,0.0045047967,0.0102792604,0.0306341753,0.0305016453,0.3636898175,0.1944375261,0.0,0.0002484473,-0.797126651,0.0004213755,0.1418439716312056,0.3089430894308942,0.1338028169014085,0.1751824817518248,0.1258741258741258,0.2578125,0.1582733812949639,0.2777777777777777,0.2578125,0.3305785123966942,0.4504504504504505,0.2677165354330708,0.319672131147541
60417.0,0.0332809314,0.1371162089,0.7477427769,-0.007627826,0.1607043741,1.7115208047,2.0,0.2480247945,0.7246253887,0.0899406392,0.0566037735849056,-0.0967741935483871,-0.125,-0.1515151515151515,-0.2112676056338028,-0.2222222222222222,-0.2432432432432432,-0.2533333333333333,-0.282051282051282,-0.3,-0.3333333333333333,-0.3488372093023255,-0.3777777777777777
30568.0,-0.002011841,0.0114273733,0.0273697426,0.1489393939,0.0759360538,0.0802187024,0.0,-0.008939394,-0.622222222,0.0059774034,0.1194029850746267,0.2931034482758621,0.3157894736842106,0.2096774193548387,0.2096774193548387,0.271186440677966,0.1363636363636364,0.0714285714285714,0.0273972602739727,0.171875,0.1904761904761904,0.1363636363636364,0.1904761904761904
24468.0,0.0,-0.185881274,-0.310727969,0.0297136683,0.054127567,0.1216556608,0.0,0.0153970827,-0.733450935,0.0,-0.1111111111111111,-0.2258064516129032,-0.25,-0.3333333333333333,-0.4146341463414634,-0.1724137931034483,-0.2727272727272727,-0.1111111111111111,-0.1999999999999999,-0.1999999999999999,-0.2258064516129032,-0.2258064516129032,-0.25
24572.0,-0.037703689,-0.01373156,-0.047359455,0.2943991582,0.1266804245,-0.109939636,0.0,-0.037658324,1.8620505092,-0.045787549,-0.073170731707317,-0.05,-0.1739130434782608,-0.1914893617021277,-0.2962962962962963,-0.1555555555555555,-0.2692307692307693,-0.24,-0.3214285714285714,-0.3333333333333333,-0.3870967741935484,-0.2692307692307693,-0.3448275862068966
25217.0,-0.00571383,0.0041922083,0.0060035005,-0.00348136,0.1871268952,-0.012552748,0.0,-0.005647871,5.7852042432,-0.029907052,0.0652173913043479,0.0425531914893617,0.0425531914893617,-0.02,-0.0754716981132075,-0.0754716981132075,-0.1090909090909091,-0.0576923076923077,-0.0925925925925925,-0.125,-0.1764705882352941,-0.2283464566929134,-0.2686567164179104
26201.0,0.003630067,-0.017136499,0.0421263791,-0.11160356,0.3350144928,-0.177080873,0.0,0.0258064531,-0.394735023,0.0526315793,1.2999999999999998,1.5555555555555554,0.6428571428571428,0.9166666666666669,0.9166666666666669,0.6428571428571428,0.9166666666666669,0.1499999999999999,0.0952380952380953,-0.3428571428571428,-0.3611111111111111,-0.4651162790697675,-0.5
45460.0,0.0039739414,0.0235592147,0.0349361382,-0.050215251,0.3045434383,0.0248945047,2.0,0.0113422538,4.182320442,0.0494110342,0.089430894308943,0.0151515151515151,-0.0821917808219178,-0.0563380281690141,-0.0884353741496598,-0.0428571428571428,-0.0629370629370629,-0.0563380281690141,0.1166666666666667,0.046875,0.3009708737864078,-0.021897810218978,-0.0359712230215827
41152.0,-0.018999645,-0.08666626,2.5,-7.443046755,0.0632177707,-0.083432414,0.0,2.7542453145,1.8918717375,0.0075757578,0.2222222222222223,0.1,-0.0833333333333333,-0.3529411764705882,-0.4210526315789473,-0.3888888888888888,-0.5217391304347826,-0.5217391304347826,-0.6071428571428572,-0.5769230769230769,-0.56,-0.6666666666666667,-0.6764705882352942
52388.0,0.0040737201,-0.01664921,-0.027136523,0.0199307398,0.2045679125,0.149462419,0.0,-0.018976979,8.8792401139,0.0006632283,0.1037735849056604,0.0636363636363637,-0.0999999999999999,-0.2040816326530612,-0.3197674418604651,-0.3463687150837988,-0.390625,-0.3571428571428571,-0.2451612903225806,0.1359223300970873,0.2857142857142858,0.1584158415841583,0.3295454545454546
65541.0,0.0015190079,0.0199922837,0.0359594226,0.0252638635,0.1900454211,0.0506305371,0.0,0.0031581725,-0.098105949,0.0763989277,0.1590909090909091,0.1769230769230769,0.1167883211678832,-0.0129032258064516,-0.0496894409937888,0.0774647887323942,-0.1684782608695652,-0.203125,-0.2153846153846154,0.4711538461538462,0.3421052631578947,0.2047244094488189,0.2540983606557376
31026.0,-0.002446788,0.0386925582,0.0909554862,0.1649639817,0.1527617332,0.1312699057,2.0,0.0178781925,-0.689922481,0.0145590131,0.0041841004184099,-0.0204081632653061,0.0434782608695651,0.1999999999999999,0.2834224598930481,0.3043478260869565,0.3043478260869565,0.3793103448275863,0.4814814814814814,0.3636363636363635,0.518987341772152,0.4814814814814814,0.3872832369942196
64207.0,0.0136633944,0.0386741004,0.0585471031,0.0201569051,0.311502424,-0.009046471,8.0,0.0026721694,-0.330359445,-0.061798593,-0.4083333333333333,-0.3466257668711656,-0.3879310344827587,-0.3486238532110092,-0.4066852367688022,-0.2804054054054054,-0.3106796116504854,-0.1234567901234567,-0.1012658227848101,-0.2169117647058823,-0.1376518218623481,-0.2169117647058823,-0.3466257668711656
19828.0,-0.002767716,0.0033321925,0.0294857206,2.0461764398,0.0937470614,-0.271789426,0.0,-0.007885724,0.8975523593,0.0526315793,0.1666666666666667,0.3999999999999999,0.1052631578947369,0.05,0.0,0.0,-0.0454545454545454,-0.0869565217391304,-0.1923076923076923,-0.1923076923076923,-0.25,-0.1923076923076923,-0.1923076923076923
59707.0,-0.031162731,-0.026511422,-0.0461581,-0.027848193,0.1529947883,0.0099006061,0.0,-0.060173398,-0.398490782,-0.006247972,0.0,0.1911764705882352,0.3728813559322033,0.3846153846153846,0.2089552238805969,0.08,0.0657894736842106,-0.0414201183431952,-0.0581395348837209,-0.1606217616580311,-0.1290322580645161,-0.0581395348837209,-0.2636363636363636
63546.0,0.0011140682,0.0268366054,0.0464447185,-0.019903099,0.0331628303,0.0296775267,0.0,-0.012341659,1.8233333333,0.0439215228,0.1794871794871795,0.3529411764705883,0.3529411764705883,0.2432432432432432,0.069767441860465,-0.1785714285714286,-0.2698412698412699,-0.303030303030303,-0.3783783783783784,-0.4102564102564102,-0.3698630136986301,-0.4025974025974026,-0.4025974025974026
22699.0,-0.001685591,0.0046155504,0.0129939671,0.0681570338,0.0077424701,0.0113584704,0.0,-0.006703445,1.3626570916,0.0147580146,0.1239669421487603,0.0303030303030302,0.0542635658914729,0.1428571428571428,0.1428571428571428,0.3877551020408163,0.2035398230088496,0.0625,0.0225563909774435,-0.0489510489510489,-0.081081081081081,-0.0422535211267606,0.0074074074074073
49154.0,0.0020509502,0.0366656325,0.0927239593,0.1006950252,0.0163064331,0.0004600226,3.0,-0.000325,-0.101672582,-0.02316943,0.1428571428571428,0.0867924528301886,0.0827067669172931,0.0666666666666666,0.0434782608695651,0.0909090909090908,0.1474103585657371,0.3649289099526067,0.2307692307692308,0.263157894736842,0.2100840336134453,0.1950207468879667,0.1566265060240963
29111.0,0.0016520835,0.0645094636,0.1161631195,0.0724000135,0.4183241973,-0.034222862,1.0,-0.0026,-0.135070748,-0.067061202,0.2238805970149253,0.3898305084745763,0.0933333333333332,0.1549295774647887,0.0789473684210526,0.3015873015873016,0.1884057971014492,0.5185185185185186,0.2238805970149253,0.2424242424242424,0.2238805970149253,0.1388888888888888,-0.0238095238095238
19350.0,-0.00644088,-0.004958357,-0.01233136,-0.057041021,0.0072534197,-0.018122187,0.0,-0.00484375,-0.301242403,0.0122950822,0.0756302521008402,0.1082251082251082,0.0940170940170941,0.0534979423868313,0.1428571428571428,0.292929292929293,0.1689497716894976,0.0801687763713079,0.0039215686274509,-0.0339622641509433,-0.044776119402985,-0.1292517006802721,-0.1688311688311687
57883.0,0.001701432,-0.007119992,-0.398533724,0.2290283379,0.0204768346,0.1050858136,2.0,0.6215663449,-0.684619117,0.1026315801,0.1111111111111111,0.1111111111111111,0.0,-0.1666666666666666,-0.1666666666666666,-0.1999999999999999,-0.4594594594594594,-0.6153846153846154,-0.7101449275362319,-0.7222222222222222,-0.6551724137931034,-0.6666666666666667,-0.6774193548387097
49429.0,0.0131896877,0.0344940648,0.0964731774,0.3184378765,0.0382244011,-0.110369094,3.0,0.0006085471,-0.53969422,0.0682796249,0.1470588235294117,0.0866873065015478,0.0900621118012421,0.1286173633440515,-0.377659574468085,-0.1967963386727689,-0.1501210653753026,-0.0664893617021277,-0.095360824742268,-0.0140449438202246,0.0028571428571428,-0.1045918367346938,-0.2165178571428571
44943.0,0.0055330136,0.0277329025,0.0494360451,0.0079229122,0.1211146838,0.0111045504,0.0,-0.014239829,-0.451867078,-0.048074454,0.25,0.25,0.1764705882352941,-0.1111111111111111,-0.1489361702127659,-0.1304347826086956,-0.1304347826086956,0.1428571428571428,-0.0909090909090909,-0.183673469387755,-0.1999999999999999,-0.2982456140350877,-0.2452830188679244
30227.0,-0.00311284,0.0357104786,0.0442477876,0.0137133213,0.0838362069,-0.064855253,0.0,0.0032349373,0.7784435102,-0.034482758,-0.0416666666666666,0.3529411764705883,0.0454545454545454,-0.2068965517241379,-0.3428571428571428,-0.2580645161290322,-0.3611111111111111,-0.3783783783783784,-0.3947368421052631,-0.4523809523809523,-0.4390243902439024,-0.4772727272727273,-0.5818181818181818
43211.0,0.0039050394,0.0047342655,0.008975214,-0.018115925,0.028964891,0.0914997579,0.0,0.0033730488,5.6897187644,-0.019927537,0.0277777777777776,-0.0512820512820513,-0.0263157894736841,-0.119047619047619,-0.097560975609756,0.1212121212121211,0.0,0.0571428571428571,-0.0749999999999999,-0.159090909090909,0.0571428571428571,0.0571428571428571,0.0882352941176469
