firms,bm,ep,cashpr,dy,lev,sp,agr,gma,chcsho,lgr,age,chinv,hire,sgr,pchsale_pchrect,pchgm_pchsale,depr,invest,egr,tang,sin,currat,pchcurrat,quick,pchquick,salecash,salerec,cashdebt,divi,divo,securedind,convind,rd,operprof,ps,chpmia,chatoia,chempia,bm_ia,pchcapx_ia,mve_ia,herf,mve,roaq,roeq,rsup,cash,cinvest,nincr,sue,ear,ms,dolvol,turn,IPO,maxret,retvol,baspread,std_dolvol,std_turn,ill,zerotrade,beta,betasq,pricedelay,idiovol,chmom,indmom,mom1,mom2,mom3,mom4,mom5,mom6,mom7,mom8,mom9,mom10,mom11,mom12,mom13,mom14,mom15,mom16,mom17,mom18,mom19,mom20,mom21,mom22,mom23,mom24,mom25,mom26,mom27,mom28,mom29,mom30,mom31,mom32,mom33,mom34,mom35,mom36,mom37,mom38,mom39,mom40,mom41,mom42,mom43,mom44,mom45,mom46,mom47,mom48
10823,1.0596008547,0.1990019665,-71.78749132,0.1317205559,2.2813323346,3.8184120682,0.1477301782,0.1723094863,0.0382852187,0.2005174437,8.0,0.0115810028,0.0244784423,0.2281870015,0.0283669038,0.1311039573,0.0341861615,0.1031751937,0.1053646524,0.4651544553,0.0,1.0689093287,-0.133325375,0.9574408782,-0.150305164,164.32362278,10.471517142,0.1369515024,0.0,0.0,0.0,0.0,0.0,0.4278096411,5.0,0.1413307043,0.1045573742,0.0084555686,-65.61377037,0.7099029934,-297.844283,0.0089717165,12.521171665,-0.010516603,-0.024967718,0.0652462619,0.0064379617,0.0858078658,0.0,-0.008405295,0.0044203969,2.0,11.608805937,0.3117483159,0.0,0.0137614682,0.0076060143,0.013755263,0.5292148947,1.2080972854,1.6753114e-08,5.9459484e-08,0.5504364776,0.3029803159,0.0165756226,0.0260710957,-0.18418649,0.2837138487,-0.0178571428571429,0.116751269035533,0.0731707317073171,0.134020618556701,0.1055276381909546,0.1764705882352941,0.134020618556701,0.1224489795918366,0.1224489795918366,0.1224489795918366,0.2941176470588236,0.3496932515337423,0.2865497076023391,0.2087912087912087,0.1956521739130434,0.134020618556701,0.2290502793296089,0.1891891891891892,0.1956521739130434,0.1702127659574468,0.301775147928994,0.3095238095238095,0.2790697674418605,0.2359550561797752,0.2154696132596685,0.1578947368421053,0.1764705882352941,0.264367816091954,0.3333333333333332,0.4193548387096775,0.4193548387096775,0.264367816091954,0.2222222222222223,0.2865497076023391,0.3414634146341464,0.2021857923497267,0.1640211640211639,0.1891891891891892,0.1458333333333332,0.2429378531073447,0.3173652694610778,0.3664596273291924,0.4012738853503184,0.4102564102564103,0.4473684210526316,0.4012738853503184,0.4473684210526316,0.3496932515337423
42606,1.5367837276,0.1048110761,-4.951485592,0.0714589423,1.4346796925,3.5635071776,-0.028558137,0.326591858,0.0064620355,-0.078510048,7.0,-0.035325602,-0.018980105,-0.097225153,0.1590826929,-0.101603059,0.131574173,0.063623264,0.0232233019,0.5899487088,0.0,2.9240076198,-0.096018795,1.4364413324,-0.119524969,13.527172123,5.3022463207,0.1457905544,0.0,0.0,0.0,1.0,1.0,0.6107266236,2.0,-0.036567126,-0.231005132,0.0022992511,0.1900105742,-0.002921493,-351.584142,0.0978663225,11.064487614,-0.020590011,-0.044602397,-0.422246706,0.0243524933,-0.030693814,0.0,-0.124760273,-0.024725646,2.0,10.193775601,0.3208307502,0.0,0.0547945201,0.0192691646,0.0147362671,1.3219251449,2.2136767284,4.7824224e-07,5.8244411e-08,1.0270838035,1.0549011394,-0.033071482,0.052518069,0.3179411659,0.7302619828,0.05,0.1052631578947369,0.3125,0.125,0.0,-0.0232558139534884,-0.0232558139534884,-0.125,-0.1486486486486486,-0.1764705882352941,-0.0454545454545454,-0.1655629139072847,-0.2455089820359282,-0.3189189189189189,-0.4424778761061947,-0.4028436018957346,-0.3883495145631068,-0.4793388429752065,-0.4166666666666666,-0.4112149532710281,-0.3942307692307693,-0.4473684210526315,-0.4568965517241379,-0.4857142857142857,-0.5039370078740157,-0.4615384615384615,-0.3636363636363636,-0.3225806451612903,-0.2758620689655172,-0.284090909090909,-0.4615384615384615,-0.4615384615384615,-0.4028436018957346,-0.3368421052631579,-0.25,-0.2588235294117647,-0.2674418604651163,-0.2125,-0.1870967741935484,-0.1063829787234043,-0.2075471698113207,-0.1764705882352941,-0.1818181818181817,-0.1543624161073825,-0.0381679389312976,0.05,-0.0307692307692307,-0.1710526315789473
53786,0.2956361166,0.0584918822,9.5762208917,0.0189594441,0.3202219876,0.6672061322,0.1182036229,0.5515548474,0.5212543189,0.1198890339,8.0,-0.001151343,0.4583333333,0.0821514523,0.0687851253,0.090407062,0.1695719438,0.1384350889,0.1655310194,0.51952387,0.0,1.0597163384,-0.224189612,0.9902330291,-0.225786335,13.3255983,6.8732815474,0.3998774506,0.0,0.0,1.0,0.0,0.0,1.1606340003,4.0,0.1555713762,-0.090114447,0.4423104596,-65.61377037,0.4589697015,543.25613628,0.0089717165,14.072607126,0.0266242658,0.0557660902,0.0316237822,0.0764350521,0.0873512317,0.0,0.0050878153,0.0209979545,5.0,13.729848089,0.6951250287,0.0,0.0640243888,0.0197974091,0.0224383868,0.7373863996,3.2978263522,3.6496537e-09,2.4370783e-08,1.4522209979,2.1089458266,0.0439328158,0.0403711934,0.1507572703,0.2837138487,0.068840579710145,0.2240663900414938,0.3228699551569507,0.25,0.1007462686567164,0.2040816326530612,0.1434108527131783,0.1090225563909774,0.1478599221789882,0.1614173228346456,0.1434108527131783,0.3532110091743119,0.2190082644628099,0.1048689138576779,0.1346153846153845,0.0207612456747405,0.0805860805860805,0.1090225563909774,0.209016393442623,0.3657407407407407,0.5691489361702127,0.3169642857142858,0.5526315789473684,0.5691489361702127,0.7664670658682635,0.7455621301775148,1.0068027210884352,1.2348484848484849,1.418032786885246,1.6818181818181817,1.2868217054263569,1.1851851851851851,1.418032786885246,1.587719298245614,1.95,1.587719298245614,1.6106194690265483,1.6818181818181817,1.9207920792079207,2.1052631578947367,1.6818181818181817,1.6818181818181817,1.7314814814814814,1.6576576576576576,1.95,1.97979797979798,2.241758241758242,1.543103448275862
10874,1.3091739781,0.1124748533,-10.08709055,0.0590611959,1.2985002361,2.8692403816,0.1201019981,0.3478180435,0.0046007717,0.156494976,7.0,-0.042161051,-0.146881288,-0.09544898,-0.098084216,-0.031567171,0.1390089272,-0.150835577,0.0994799623,0.4240904964,0.0,2.6977183605,-0.09361958,1.3167404211,0.0681428048,27.44904515,6.2412178794,0.1708148836,0.0,0.0,0.0,1.0,0.0,0.6548188972,2.0,0.1266366338,-0.064795076,-0.186792082,0.8005875173,-0.725313523,167.51578256,0.0385211925,12.826477075,0.0061361549,0.0125014639,-0.016594466,0.0267592133,0.0462859995,0.0,-0.015897936,-0.044702716,3.0,11.783601247,0.6110585334,0.0,0.0987124443,0.0301780511,0.0282129121,0.8551424417,4.2952244641,1.4060201e-08,1.9801645e-08,1.1678485583,1.3638702551,-0.063245268,0.0517186042,-0.185848378,0.5613902487,-0.0412371134020618,0.1625000000000001,0.1204819277108433,0.3006993006993006,0.3285714285714285,0.4198473282442747,0.0941176470588236,-0.1388888888888888,0.2483221476510066,0.2077922077922078,0.1071428571428572,0.2567567567567568,0.3576642335766422,0.1272727272727272,0.1071428571428572,0.0689655172413792,0.2653061224489796,0.3777777777777777,0.6460176991150441,0.6460176991150441,0.5,0.576271186440678,0.603448275862069,0.6173913043478261,0.6909090909090909,0.7714285714285714,1.0439560439560438,0.8600000000000001,1.1627906976744184,0.8058252427184467,0.55,0.6460176991150441,0.7383177570093458,1.0898876404494384,0.9175257731958764,0.6756756756756757,0.55,0.6909090909090909,0.7383177570093458,0.6909090909090909,0.5897435897435896,0.6607142857142858,0.7714285714285714,0.6173913043478261,0.8415841584158417,0.7714285714285714,0.7383177570093458,0.4090909090909091
55597,0.6526173761,0.0990450693,4.6663691843,0.0317042784,0.3518784761,1.0222319729,0.1154587224,0.4097604633,0.0048222897,0.1129765539,7.0,0.0496526524,-0.000428082,0.0547974956,0.0634604083,0.1213237146,0.1287341645,0.1067311968,0.1168016586,0.5512232619,0.0,3.4755378923,-0.131800227,1.4213032753,-0.155557068,33.039820806,6.692804087,0.4731584367,0.0,0.0,0.0,0.0,0.0,0.5951385351,3.0,0.0128126843,-0.044107982,0.0260447671,-0.812217011,-1.136446183,-59.67658497,0.0665040764,12.970344424,0.0185196736,0.0266701598,-0.012474513,0.0115816596,0.0227768366,0.0,-0.000953245,0.0518470006,6.0,11.147180945,0.3087838331,0.0,0.0291777197,0.0156572282,0.0115616727,1.1239582323,2.5278600081,2.6230467e-08,5.4961163e-08,1.044352356,1.0906718434,-0.005590059,0.0384519498,0.5168557945,0.3384499428,0.035031847133758,0.0833333333333332,0.1363636363636364,0.0030864197530864,0.015625,0.1054421768707483,0.1206896551724137,0.1861313868613139,0.1732851985559567,0.1130136986301368,0.1054421768707483,0.1443661971830985,0.0483870967741935,0.0030864197530864,0.0284810126582277,-0.0151515151515151,-0.0030674846625766,-0.0121580547112462,0.3319672131147542,0.2548262548262547,0.284584980237154,0.1054421768707483,0.1648745519713261,0.1690647482014389,0.2404580152671755,0.25,0.4908256880733945,0.5625,0.7379679144385027,0.6169154228855722,0.3429752066115703,0.3829787234042554,0.7015706806282722,1.070063694267516,1.152317880794702,-0.0412979351032448,0.0220125786163523,0.1016949152542372,0.1992619926199261,0.1092150170648464,0.2310606060606059,0.3485477178423237,0.570048309178744,0.5258215962441315,0.7663043478260869,0.8895348837209303,0.867816091954023,0.6331658291457287
20677,1.7560302159,0.08001559,-16.01897484,0.0493292522,1.3676496312,4.3847284123,-0.073156566,0.1982555147,0.0078806941,-0.131588424,8.0,-0.044392788,-0.171875,-0.11850862,0.0065844677,-0.089757876,0.1269438906,-0.024486846,-0.021899911,0.5786608637,0.0,2.7262427454,0.076166071,1.6577564696,0.1199475,47.034472045,5.7066993383,0.1910117424,0.0,0.0,0.0,1.0,1.0,0.3310647411,3.0,-0.019966065,0.0177228362,-0.105102918,-32.55970077,-0.336300295,579.12355568,0.0624425817,13.827893571,0.0038444752,0.0069221353,-0.304239741,0.0298441978,-0.0055404,0.0,-0.041415656,-0.025311412,4.0,13.049546149,0.3892940626,0.0,0.0522388071,0.0210631793,0.0286270357,0.7482332028,1.3010938686,1.6634719e-08,6.1254296e-08,0.9430685863,0.8893783584,0.0545879773,0.0420702211,0.1991384551,0.7772027754,0.0,0.1428571428571428,0.1870967741935483,0.0337078651685394,0.0165745856353591,0.1499999999999999,0.2105263157894736,0.0165745856353591,-0.0564102564102564,0.0109890109890109,-0.1238095238095238,-0.0515463917525773,-0.010752688172043,0.0054644808743169,0.0514285714285713,-0.0212765957446808,-0.0416666666666666,0.0635838150289016,0.1151515151515152,0.2432432432432432,0.2777777777777777,0.1719745222929936,0.1499999999999999,0.1645569620253164,0.0952380952380953,0.0454545454545454,0.1948051948051947,0.2105263157894736,0.5206611570247934,0.4838709677419355,0.295774647887324,0.2777777777777777,0.3629629629629629,0.5081967213114753,0.472,0.3731343283582089,0.2867132867132866,0.3529411764705883,0.3731343283582089,0.3629629629629629,0.3333333333333332,0.2689655172413794,0.3333333333333332,0.3142857142857143,0.3529411764705883,0.3333333333333332,0.3430656934306568,0.1794871794871795
50227,1.3192671541,0.136575999,-5.417123194,0.0330486589,1.4749006544,2.4768724812,0.0771822083,0.1134673526,-0.001853344,0.0794396694,7.0,-0.013052022,-0.032321202,0.2484214547,0.257370279,-0.118908899,0.0288377424,0.0354180479,0.0816430396,0.5710141633,0.0,1.3550441372,-0.011502611,1.0349440745,0.1140527256,11.373277294,8.6106112096,0.1383723111,0.0,0.0,0.0,0.0,0.0,0.1881023343,4.0,0.0237679408,0.0770656343,-0.02607782,0.1899151189,0.1744525147,1008.685112,0.1233557082,14.889281335,0.0158968005,0.0317593004,-0.075848545,0.0956238397,0.0459084727,2.0,0.0197740543,0.1199124344,0.0,14.363039305,0.6436262189,0.0,0.0409711674,0.0191824478,0.0229066877,0.3586967691,1.2343132121,1.3335948e-09,3.2105539e-08,1.6458624852,2.7088633203,0.1143928061,0.0398548174,0.3051383218,0.4786139713,0.0058651026392961,0.1951219512195121,-0.0365168539325843,-0.0628415300546447,-0.115979381443299,-0.0524861878453039,-0.072972972972973,-0.1754807692307692,-0.2004662004662004,-0.234375,-0.2004662004662004,0.0208333333333332,-0.0925925925925925,-0.2257336343115124,-0.1813842482100238,-0.2809224318658281,-0.3234714003944773,-0.365988909426987,-0.3403846153846154,-0.3683241252302025,-0.3339805825242719,-0.4431818181818182,-0.2360801781737194,0.0,-0.0418994413407821,0.0521472392638036,0.2250000000000001,-0.3971880492091388,-0.2326621923937359,-0.2428256070640176,-0.4431818181818182,-0.3874999999999999,-0.2360801781737194,-0.2748414376321353,-0.1910377358490566,-0.2607758620689655,-0.307070707070707,-0.2733050847457627,-0.2444933920704846,-0.1227621483375959,-0.0602739726027397,-0.0283286118980169,0.1136363636363635,0.0854430379746835,0.2077464788732395,0.1172638436482085,0.1433333333333333,-0.0057971014492753
27721,0.5661204759,0.1393385672,0.8959469555,0.03330395,0.3571486914,1.0894706861,0.114260988,0.5930684501,0.9464228935,0.1086057477,7.0,-0.008772631,0.0373150806,0.0120652889,-0.091105267,-0.000642406,0.1705524353,0.0174056872,0.1178584894,0.6403464434,0.0,2.6506896911,0.0506648486,1.6204614155,0.2407939371,6.3943220022,4.9460443434,0.5282139689,0.0,0.0,1.0,0.0,0.0,0.907419044,4.0,0.0607538921,-0.023507102,-0.08218252,-54.93958239,3.0388360751,37.950203797,0.0459337256,12.571735205,0.0150568827,0.0231678989,-0.043837911,0.1127763188,0.0880861704,0.0,-0.05059949,0.0582005726,4.0,11.501387913,0.3155090656,0.0,0.1445783079,0.0385604846,0.0227052137,1.280544986,2.1211695086,1.0262768e-07,6.4465166e-08,0.7566380386,0.5725011215,0.1090700388,0.0363206981,0.2270203179,0.6935984991,-0.0223880597014924,-0.0296296296296296,-0.0223880597014924,-0.1208053691275168,-0.1266666666666667,-0.0902777777777777,-0.0709219858156028,-0.1148648648648649,-0.1493506493506493,-0.0902777777777777,-0.0902777777777777,0.0234375,-0.1208053691275168,-0.5867507886435331,-0.6278409090909092,-0.638121546961326,-0.5880503144654088,-0.5559322033898305,-0.5287769784172662,-0.5867507886435331,-0.5814696485623003,-0.6278409090909092,-0.603030303030303,-0.6066066066066066,-0.5647840531561461,-0.5633333333333334,-0.48828125,-0.484251968503937,-0.4425531914893617,-0.3849765258215962,-0.5201465201465201,-0.5111940298507462,-0.4631147540983606,-0.5037878787878788,-0.4099099099099099,-0.4353448275862068,-0.4449152542372881,-0.3820754716981132,-0.2994652406417112,-0.3282051282051282,-0.3640776699029125,-0.3068783068783068,-0.2681564245810056,-0.2514285714285714,-0.1381578947368421,-0.108843537414966,-0.1266666666666667,-0.2640449438202247
10890,1.5125132229,0.0908487813,-39.65801015,0.0759406222,1.5827145539,2.3226624792,0.1472431138,0.4277640269,0.0123343773,0.3073607189,7.0,0.1167561097,0.167539267,0.161457112,0.0006838367,-0.011523504,0.2489541465,0.1110163637,0.0169292126,0.510117858,0.0,1.9931312311,0.2414364999,0.9184690939,0.0956965003,60.117735507,3.1532677689,0.2171403028,0.0,0.0,1.0,1.0,0.0,0.7076617922,4.0,0.2572491563,0.0684808112,0.04896032,0.8102033428,27.397784553,1187.2420046,0.2116229381,14.536785906,0.0071443289,0.0144395494,0.1481693409,0.0094619009,-0.020981924,0.0,0.0101039658,0.0448087361,2.0,14.498152375,1.1263231902,0.0,0.0369318165,0.015849905,0.0206840062,0.5582655575,3.2676216855,1.3721304e-09,1.9140625e-08,0.8573709392,0.7350849273,0.0445091799,0.0406896694,-0.158500086,0.8022197501,-0.0069444444444444,0.1042471042471042,0.1349206349206348,0.0324909747292418,-0.0103806228373702,0.0287769784172662,-0.0305084745762711,0.0711610486891385,0.0514705882352941,0.0476190476190476,0.2380952380952381,0.1818181818181818,0.0671641791044777,-0.0434782608695651,-0.092063492063492,-0.1563421828908554,-0.2011173184357542,-0.3206650831353919,-0.3125,-0.286783042394015,-0.3364269141531323,-0.3174224343675418,-0.3206650831353919,-0.442495126705653,-0.460377358490566,-0.4644194756554307,-0.4435797665369649,-0.4703703703703703,-0.4478764478764478,-0.4654205607476636,-0.5060449050086355,-0.5460317460317461,-0.543859649122807,-0.5517241379310345,-0.4892857142857143,-0.5127768313458263,-0.5119453924914676,-0.4752293577981651,-0.491103202846975,-0.4790528233151184,-0.5008726003490401,-0.4955908289241623,-0.4478764478764478,-0.4929078014184397,-0.5102739726027397,-0.5026086956521739,-0.4883720930232558,-0.5416666666666667
30031,0.7671175175,0.1303606104,-2.07061447,0.0492664372,0.9383032228,5.9049464413,0.1509562531,0.4422159633,0.0084018265,0.156789431,7.0,0.0039388371,0.1578947368,0.0922546141,0.0826681843,-0.095020582,0.1727916195,0.1214963885,0.1463064605,0.5679171436,0.0,1.7617553813,-0.073630455,1.5513432338,-0.068823943,38.592996366,9.5901652802,0.2665896176,0.0,0.0,1.0,0.0,0.0,0.9311143562,3.0,-0.456893816,0.0716301728,-0.168431185,0.0383860541,-3.343105562,-10.41293798,0.1857437153,11.57488919,0.0158393271,0.0339325559,-0.076570385,0.060687544,-0.002224655,0.0,-0.006435322,-0.075498577,4.0,10.010074815,0.5290310983,0.0,0.0405405387,0.0231149842,0.0225030706,1.2981970501,11.840432391,1.1908287e-07,2.1922289e-08,0.974790732,0.9502169712,-0.076434691,0.0542385611,-0.106384265,0.6824448736,0.1333333333333333,0.2749999999999999,0.4366197183098592,0.4166666666666667,0.3246753246753247,0.3783783783783783,0.59375,0.3600000000000001,0.186046511627907,0.1724137931034481,0.3246753246753247,0.2289156626506023,0.1590909090909091,0.0625,-0.0555555555555555,0.1333333333333333,-0.0192307692307692,0.0515463917525773,-0.0192307692307692,-0.081081081081081,-0.0097087378640776,-0.0642201834862384,-0.0285714285714285,-0.081081081081081,-0.0377358490566037,-0.0467289719626168,0.2439024390243902,0.0625,0.1333333333333333,0.0851063829787233,-0.1282051282051282,-0.5584415584415585,-0.4795918367346938,-0.4574468085106383,-0.4333333333333333,-0.4925373134328358,-0.5,-0.46875,-0.3584905660377359,-0.3333333333333333,-0.3419354838709677,-0.3108108108108108,-0.1052631578947368,-0.4137931034482759,-0.3664596273291925,-0.2867132867132866,-0.2714285714285714,-0.5072463768115942
59686,0.5241483374,0.1120299783,-1.276817895,0.0367389962,0.8041979918,1.224538698,0.2985849716,0.2969445075,-0.01749972,0.4203530253,7.0,0.004239731,0.2,0.3483534894,-0.047389505,0.0318984989,0.1066951353,0.1960085458,0.1094600116,0.5670332132,0.0,1.1243054168,-0.035149518,0.9241262564,0.0079505247,5.470915676,3.8990781359,0.2366969661,0.0,0.0,0.0,0.0,0.0,0.6261020244,3.0,-0.043835262,0.1472186162,0.1568140634,-0.201417423,1.0036106839,187.89602273,0.0326707807,13.286035442,0.0203900134,0.051234133,0.0581579908,0.153671023,-0.037869704,1.0,0.0030033585,0.0203953478,5.0,11.842200435,0.1931951581,0.0,0.0606060624,0.0260195824,0.0256931982,0.4905537353,0.4964346931,3.7914156e-08,1.1877645e-07,1.1012294162,1.2127062271,0.0704820154,0.0427969872,-0.089141805,0.5689658717,-0.0111524163568773,0.2606635071090046,-0.0567375886524822,-0.0220588235294117,0.0075757575757575,0.051383399209486,-0.05,-0.1043771043771043,-0.2222222222222222,-0.261111111111111,-0.2334293948126801,-0.2267441860465116,-0.2849462365591397,-0.3282828282828283,-0.2925531914893616,-0.2962962962962963,-0.3316582914572864,-0.3282828282828283,-0.3636363636363636,-0.40625,-0.48046875,-0.5110294117647058,-0.4526748971193416,-0.3231552162849872,-0.2962962962962963,-0.3036649214659686,-0.2569832402234636,-0.0890410958904109,-0.0699300699300699,-0.0633802816901408,-0.1555555555555555,-0.2222222222222222,-0.130718954248366,-0.0763888888888888,0.0270270270270269,0.0857142857142856,-0.4435146443514645,-0.4679999999999999,-0.4388185654008438,-0.3090909090909091,-0.3316582914572864,-0.3036649214659686,-0.2925531914893616,-0.3248730964467005,-0.3018372703412073,-0.3543689320388349,-0.3726415094339622,-0.4088888888888888
20730,0.9417510529,0.1438313034,-31.37933012,0.0591568435,0.8905262077,3.0421283462,0.0540514937,0.6121571536,0.002151926,0.0610556407,7.0,-0.004094516,-0.079708111,0.0161856952,0.0215076967,0.0025340496,0.1425580958,0.0336487757,0.04757179,0.4072921149,0.0,1.9166121482,-0.054298639,1.5323446478,-0.049022431,143.71962884,5.5247432114,0.2298231448,0.0,0.0,0.0,0.0,0.0,1.1321644022,3.0,-0.966970992,-0.036813217,-0.189503592,0.3245558313,-0.819212543,395.20888482,0.3008335164,14.590825801,0.0096119683,0.0203778942,0.056154981,0.0263647801,0.0279884446,0.0,-0.029224844,-0.011459507,3.0,14.20553431,0.6083035333,0.0,0.027777778,0.0135216374,0.0185754574,0.6252828058,1.4237831481,2.5193296e-09,4.341896e-08,0.9187929551,0.8441804943,-0.088447784,0.0342935323,0.1235657031,0.7300941271,0.0136239782016349,0.2038834951456309,0.2483221476510066,0.1884984025559104,0.1005917159763314,0.15527950310559,0.0813953488372092,0.0449438202247192,-0.0184696569920844,-0.0676691729323308,-0.1388888888888888,-0.0629722921914357,-0.0699999999999999,-0.1659192825112108,-0.1696428571428571,-0.193058568329718,-0.2184873949579832,-0.1583710407239819,-0.1564625850340135,-0.083743842364532,-0.0236220472440944,-0.0746268656716417,-0.0653266331658291,-0.0970873786407766,-0.0814814814814814,-0.0948905109489051,-0.013262599469496,-0.0362694300518134,0.0391061452513965,-0.0106382978723403,-0.0412371134020618,-0.1079136690647482,-0.1121718377088305,-0.0287206266318538,0.0,-0.1267605633802817,-0.1428571428571429,-0.146788990825688,-0.0746268656716417,0.0391061452513965,0.0163934426229508,0.0108695652173913,-0.0814814814814814,-0.1583710407239819,-0.083743842364532,-0.088235294117647,-0.0926829268292682,-0.1769911504424779
24600,1.9294973154,0.0029087219,-9.837249615,0.0100790597,1.9125184966,4.2799475754,-0.37969324,0.1422760009,0.1003749639,-0.411052785,8.0,-0.220728976,-0.35,-0.617663232,-0.330510527,0.0031871061,0.0993015232,-0.432933902,-0.371427312,0.5272968682,0.0,3.9631744455,0.5762419732,2.4931314134,1.4722348146,19.497996918,3.7082991443,0.0320664927,0.0,0.0,0.0,0.0,0.0,0.2152537517,2.0,0.031956912,-0.509805001,-0.19150357,0.2172640119,0.0985280254,-212.4294551,0.0434447096,10.017402004,-0.032924014,-0.062474207,-0.44818301,0.1543206527,0.2035629857,0.0,-0.167250487,0.0,1.0,9.2160490464,0.4988204456,0.0,0.0222222228,0.019099351,0.0394799692,0.5790568758,0.8808634778,6.7161792e-07,8.3203514e-08,0.9689330961,0.9388313446,-0.157666915,0.0519366681,0.0638889041,0.3384499428,0.03125,0.1379310344827586,0.064516129032258,0.1,-0.0833333333333333,-0.131578947368421,-0.1538461538461538,-0.2142857142857143,-0.175,-0.1951219512195121,-0.25,-0.2978723404255319,-0.4,-0.4107142857142857,-0.3773584905660377,-0.3529411764705882,-0.3773584905660377,-0.4210526315789473,-0.4107142857142857,-0.4,-0.4107142857142857,-0.4590163934426229,-0.4310344827586206,-0.4107142857142857,-0.4210526315789473,-0.3653846153846154,-0.3125,-0.3773584905660377,-0.2826086956521739,-0.3888888888888888,-0.5074626865671642,-0.4310344827586206,-0.3529411764705882,-0.2978723404255319,-0.25,-0.4406779661016949,-0.4310344827586206,-0.4310344827586206,-0.2826086956521739,-0.326530612244898,-0.3399999999999999,-0.3653846153846154,-0.3888888888888888,-0.3125,0.064516129032258,-0.0571428571428571,0.03125,-0.2142857142857143
54041,2.5974237422,0.2196910127,-297.135268,0.0207991491,5.2536050806,18.672566125,-0.074477052,0.2940617577,0.0398073836,-0.136526793,8.0,-0.012733784,-0.142857143,-0.005352667,0.068998577,0.0843562654,0.1724078717,0.0124894644,0.0829223348,0.5523228827,0.0,1.2352479987,0.0672189803,0.2648070204,-0.080318446,739.54166667,16.709242133,0.0963103946,1.0,0.0,1.0,0.0,0.0,0.7644301122,5.0,0.3519834828,0.1075145958,-0.175033412,1.384080298,-0.733393918,-470.9881771,0.0286998734,10.774263002,0.0134862157,0.0407637255,0.2664044603,0.0022113715,-0.004959353,2.0,0.0208505431,0.0944444444,1.0,10.309473358,0.5779561593,0.0,0.0360360369,0.0158637227,0.0160562461,0.7749044806,2.5970581385,1.3679152e-07,4.12897e-08,1.4109401264,1.9907520402,0.1960032483,0.06163054,1.3646751249,0.5980821682,0.0749999999999999,0.1944444444444444,0.131578947368421,0.162162162162162,0.0238095238095237,0.0749999999999999,0.048780487804878,-0.0227272727272727,0.0,-0.14,-0.0652173913043477,-0.0851063829787234,-0.1224489795918367,-0.1730769230769231,-0.2181818181818181,-0.2586206896551724,-0.1886792452830188,-0.0652173913043477,-0.0444444444444444,-0.14,-0.1886792452830188,-0.2321428571428571,-0.2037037037037037,-0.2181818181818181,-0.0444444444444444,-0.0851063829787234,-0.0444444444444444,-0.0444444444444444,0.0238095238095237,0.1025641025641026,-0.1224489795918367,-0.2321428571428571,-0.2833333333333333,-0.2456140350877192,-0.2950819672131147,-0.3174603174603174,-0.4027777777777778,-0.3943661971830986,-0.2711864406779661,-0.1730769230769231,-0.2833333333333333,-0.3768115942028985,-0.3384615384615385,-0.6446280991735538,-0.6194690265486726,-0.6386554621848739,-0.5742574257425743,-0.5425531914893618
48282,0.6179052749,0.0474982514,-12.62862892,0.0036119549,1.1992212375,1.7458373785,0.8244974111,0.5456889504,0.1284733573,1.225220339,7.0,0.2836041359,0.5689525245,0.4598121541,-0.294880172,-0.078600789,0.075768406,0.6926608389,0.351979169,0.569357412,0.0,1.6654667441,-0.174438385,0.4377007935,-0.140248395,48.070997413,5.6610588315,0.0928517375,0.0,0.0,1.0,0.0,0.0,0.981316096,1.0,0.1082090939,0.0941013936,0.5290417303,0.1093188142,3.4854072381,-114.9090924,0.0385211925,10.965831266,-0.027504005,-0.105893236,-0.932696483,0.0059848707,-0.257227295,0.0,-0.369595956,0.2549345307,1.0,10.358409269,0.4604139528,0.0,0.0588235296,0.0250902026,0.041854169,0.5314033035,1.5244073005,1.5523243e-07,4.0946729e-08,2.2109670382,4.8883752439,0.3399735784,0.1408746959,1.228885143,0.5613902487,-0.1612903225806451,0.0833333333333332,-0.0714285714285714,-0.2777777777777778,-0.2972972972972972,-0.4347826086956522,-0.6119402985074627,-0.7142857142857143,-0.7657657657657657,-0.8102189781021898,-0.8300653594771241,-0.8115942028985508,-0.844311377245509,-0.8333333333333334,-0.75,-0.7815126050420168,-0.6438356164383562,-0.6176470588235294,-0.5094339622641509,-0.4901960784313726,-0.59375,-0.6176470588235294,-0.5,-0.4901960784313726,-0.4222222222222223,-0.1875,-0.0714285714285714,0.0,0.0833333333333332,0.0833333333333332,-0.2121212121212121,-0.1875,-0.1612903225806451,-0.0714285714285714,-0.1333333333333333,-0.2352941176470588,-0.2121212121212121,-0.2777777777777778,-0.35,-0.409090909090909,-0.3157894736842105,-0.2777777777777778,-0.2121212121212121,-0.2571428571428571,-0.1034482758620689,-0.1333333333333333,-0.1333333333333333,-0.2777777777777778
