firms,bm,ep,cashpr,dy,lev,sp,agr,gma,chcsho,lgr,age,chinv,hire,sgr,pchsale_pchrect,pchgm_pchsale,depr,invest,egr,tang,sin,currat,pchcurrat,quick,pchquick,salecash,salerec,cashdebt,divi,divo,securedind,convind,rd,operprof,ps,chpmia,chatoia,chempia,bm_ia,pchcapx_ia,mve_ia,herf,mve,roaq,roeq,rsup,cash,cinvest,nincr,sue,ear,ms,dolvol,turn,IPO,maxret,retvol,baspread,std_dolvol,std_turn,ill,zerotrade,beta,betasq,pricedelay,idiovol,chmom,indmom,mom1,mom2,mom3,mom4,mom5,mom6,mom7,mom8,mom9,mom10,mom11,mom12,mom13,mom14,mom15,mom16,mom17,mom18,mom19,mom20,mom21,mom22,mom23,mom24,mom25,mom26,mom27,mom28,mom29,mom30,mom31,mom32,mom33,mom34,mom35,mom36,mom37,mom38,mom39,mom40,mom41,mom42,mom43,mom44,mom45,mom46,mom47,mom48
10006,1.0797124394,0.126986799,-22.24663134,0.0654720155,2.2350611821,2.5092618199,0.1181364738,0.2465461546,0.0163170163,0.1416181027,7.0,0.0301108871,-0.05259901,-0.101035667,-0.221483654,0.1392602777,0.0651091451,0.1197930938,0.0724723843,0.5451709133,0.0,1.948172941,-0.157476564,0.7151164897,-0.15315774,42.894760882,7.176552852,0.1244697088,0.0,0.0,1.0,0.0,0.0,0.5914278435,3.0,0.0055504333,-0.20141101,-0.031319654,-0.267060714,-0.324987015,-34.96013921,0.0978663225,12.540320983,0.0037687474,0.0109207851,-0.318891546,0.0117558165,0.0425622749,0.0,-0.027316763,0.026286806,3.0,12.544669855,0.7778046324,0.0,0.0416666679,0.0144294255,0.019399794,0.5747394385,2.7419392698,1.4507321e-08,2.9967802e-08,1.0154614912,1.0311620401,-0.041513417,0.0289856375,0.2587447956,0.7302619828,0.0404858299595141,0.1271929824561404,0.0404858299595141,-0.0338345864661654,-0.1198630136986301,-0.0551470588235294,-0.1317567567567568,-0.1317567567567568,-0.2140672782874617,-0.1655844155844156,-0.1258503401360544,-0.1045296167247387,-0.2140672782874617,-0.2485380116959064,-0.2780898876404494,-0.3324675324675324,-0.2978142076502732,-0.3443877551020408,-0.3558897243107769,-0.3700980392156863,-0.3016304347826086,-0.3272251308900523,-0.2463343108504398,-0.2463343108504398,-0.1375838926174496,-0.1013986013986013,-0.0190839694656488,-0.0265151515151514,0.0362903225806452,0.0078431372549019,-0.1655844155844156,-0.2259036144578313,-0.0620437956204379,-0.0620437956204379,0.00390625,-0.1317567567567568,-0.1601307189542483,-0.0950704225352112,-0.0886524822695035,-0.0228136882129277,-0.0688405797101449,0.00390625,0.0889830508474576,0.0576131687242797,0.0447154471544715,0.028,0.00390625,-0.0918727915194346
15763,0.7092982425,0.1050630513,-3.698693851,0.04530557,0.7753411335,1.9866394033,-0.028830179,0.4596950336,0.1226575809,-0.066652373,7.0,-0.03497499,-0.181259601,-0.171100956,-0.074481219,0.1160225607,0.1387036644,-0.050062237,0.0172374388,0.5711478393,0.0,1.7825527095,-0.067928164,1.2441949403,-0.029047239,30.446221626,4.0188369748,0.2236334329,0.0,0.0,1.0,1.0,0.0,0.9503782243,3.0,-0.045590302,-0.274005231,-0.247880195,-0.64500963,-0.27942504,590.01155879,0.0966186901,12.834147829,0.0087823488,0.019869674,-0.01902033,0.0762509101,-0.025608206,0.0,-0.038339041,-0.0326572,5.0,12.392230584,0.9415015271,0.0,0.0447761193,0.0305666784,0.0338050996,0.9754646929,12.87214443,8.7206546e-09,1.3464589e-08,1.6318303585,2.6628703188,0.128825833,0.0445500142,-0.008588975,0.4522454023,-0.0168067226890756,-0.0084745762711864,-0.048780487804878,-0.0859375,-0.1875,-0.1875,-0.2547770700636943,-0.3842105263157894,-0.472972972972973,-0.4320388349514563,-0.4705882352941176,-0.3937823834196891,-0.3389830508474576,-0.3314285714285714,-0.3743315508021391,-0.417910447761194,-0.415,-0.4401913875598086,-0.3535911602209944,-0.3314285714285714,-0.3352272727272727,-0.35,-0.26875,-0.2547770700636943,-0.3035714285714286,-0.1068702290076335,-0.0787401574803149,0.0086206896551723,0.125,0.1818181818181818,0.0636363636363637,0.0086206896551723,0.0,0.0,-0.025,-0.0859375,-0.1702127659574468,-0.176056338028169,-0.0859375,-0.0564516129032257,-0.1136363636363636,-0.0930232558139535,-0.0787401574803149,-0.1642857142857142,-0.0564516129032257,-0.0999999999999999,-0.0930232558139535,-0.2951807228915662
21020,2.310805686,0.0532193941,-4.143151316,0.0380278485,9.1570130141,12.984694684,0.1404379413,0.0984355142,0.0023695031,0.1709935585,7.0,0.0002804976,-0.03255814,0.0752993082,0.0725116298,0.9336790181,0.1070954831,0.1548579235,0.0519880184,0.5866895309,0.0,0.9920270476,0.0003919842,0.8396713542,0.0280139733,8.934198624,7.7227044441,0.0995121675,0.0,0.0,1.0,1.0,0.0,0.2683853573,4.0,0.0389873474,0.0640106405,-0.164228809,1.3253643596,-0.676936578,161.91545433,0.0705343959,13.830219105,0.0047008582,0.022415473,0.0458665645,0.1052534027,0.0313501613,2.0,0.0073729109,0.1159278676,2.0,14.834021043,1.9885699453,0.0,0.0821256042,0.0276127814,0.0307323413,0.4445774977,2.9071584417,2.7172349e-09,1.5330201e-08,1.1553015878,1.3347217587,0.3864530257,0.0680180489,0.3490470665,0.578213669,-0.2222222222222222,-0.0427350427350426,-0.2112676056338028,-0.1111111111111111,-0.0175438596491228,0.0275229357798165,0.1200000000000001,0.3176470588235294,0.2727272727272727,0.018181818181818,0.0566037735849056,0.0370370370370369,-0.0508474576271186,-0.0588235294117647,-0.1884057971014492,-0.312883435582822,-0.1942446043165467,-0.0508474576271186,0.1914893617021276,0.4177215189873418,0.5555555555555556,0.5135135135135136,0.5555555555555556,0.696969696969697,0.5342465753424657,0.4933333333333334,0.7777777777777777,0.6716417910447761,0.8360655737704918,0.6000000000000001,0.4177215189873418,0.2873563218390804,0.382716049382716,0.4736842105263157,0.4545454545454546,0.1789473684210525,0.0467289719626167,0.1789473684210525,0.2873563218390804,0.2307692307692308,0.2043010752688172,0.1666666666666667,0.2584269662921348,0.1789473684210525,0.0566037735849056,0.0666666666666666,0.1313131313131312,-0.1515151515151515
28636,2.6788732089,-0.64266577,-13.1916806,0.0148387587,6.6847306136,13.361738131,-0.074058822,0.2518102886,0.0,-0.011953929,8.0,-0.017444761,0.01735107,0.1422350803,0.2795089454,-0.084653645,0.1040139551,0.0329026391,-0.199631848,0.5235670379,0.0,2.9274046042,-0.018527463,1.331251971,-0.074342562,51.497993311,10.153577316,-0.02323871,0.0,0.0,1.0,1.0,0.0,0.5785175391,1.0,0.021495108,0.4076012035,0.1082574635,1.3670917453,-0.377000856,-87.0371532,0.1150017859,9.9361241378,-0.005448278,-0.019035287,-0.778162245,0.0989182299,-0.033496583,1.0,-0.0438992,0.0677419417,1.0,9.5170895071,0.7533815665,0.0,0.0666666701,0.0322549134,0.0388402359,0.8098522143,1.9054907491,7.7238386e-07,4.4378191e-08,1.2819594356,1.6434199944,0.2792673941,0.0950613933,1.5638998455,0.633386515,-0.0357142857142857,0.0,-0.0689655172413793,-0.1818181818181817,-0.1818181818181817,-0.15625,-0.2058823529411765,-0.25,-0.2058823529411765,-0.25,-0.3249999999999999,-0.1818181818181817,-0.3863636363636363,-0.4375,-0.4705882352941176,-0.4705882352941176,-0.509090909090909,-0.5344827586206897,-0.55,-0.5263157894736843,-0.5423728813559322,-0.619718309859155,-0.6029411764705883,-0.619718309859155,-0.6447368421052632,-0.6707317073170731,-0.6707317073170731,-0.6301369863013699,-0.619718309859155,-0.578125,-0.6746987951807228,-0.6931818181818181,-0.6666666666666667,-0.6707317073170731,-0.6707317073170731,-0.6931818181818181,-0.7065217391304348,-0.6625,-0.6896551724137931,-0.686046511627907,-0.686046511627907,-0.6707317073170731,-0.6625,-0.6625,-0.6666666666666667,-0.6785714285714286,-0.625,-0.7352941176470589
56899,0.9745504596,-0.044303983,-1.791827705,0.0230283172,1.3069751156,1.8695000584,-0.068849482,0.1331894434,0.0119837364,-0.079564237,7.0,-0.088851527,0.1047482701,-0.130871913,-0.338205426,-0.350917008,0.091811502,0.0117434114,-0.05408204,0.6159531469,0.0,4.1025422206,-0.137250234,2.3358336328,-0.033524428,8.2939148073,3.4241569897,0.0256082089,0.0,0.0,1.0,0.0,0.0,0.2010473218,1.0,-0.052205061,-0.22788128,-0.01474933,-54.53115241,3.1043091957,-132.112678,0.0459337256,12.05328125,0.0066308196,0.0151207057,-0.027949024,0.0670265616,-0.063849522,5.0,0.0135321934,0.0532138189,2.0,11.911218247,1.0089917624,0.0,0.0528634377,0.0215301881,0.0288637117,0.754338291,2.7181531351,3.8653716e-08,2.7820662e-08,2.1595720692,4.6637515223,0.1561858477,0.0633024045,0.793808401,0.6935984991,-0.1408450704225352,-0.046875,-0.0962962962962963,-0.1285714285714285,-0.2229299363057324,-0.1756756756756756,-0.1586206896551724,0.0892857142857141,0.0990990990990992,0.0338983050847456,-0.0317460317460317,0.1192660550458715,-0.1586206896551724,-0.3578947368421052,-0.5531135531135531,-0.5595667870036101,-0.5481481481481482,-0.5704225352112676,-0.5158730158730158,-0.4741379310344827,-0.5,-0.6534090909090908,-0.5933333333333333,-0.5158730158730158,-0.5378787878787878,-0.5215686274509803,-0.419047619047619,-0.4077669902912622,-0.3775510204081632,-0.3475935828877005,-0.4577777777777777,-0.4895397489539749,-0.4454545454545454,-0.3743589743589743,-0.2179487179487179,-0.2738095238095238,-0.6514285714285715,-0.5734265734265734,-0.512,-0.5234375,-0.5196850393700787,-0.4852320675105485,-0.3775510204081632,-0.419047619047619,-0.3296703296703297,-0.3475935828877005,-0.2375,-0.4577777777777777
27991,1.1420598181,0.1767618161,-80.40635213,0.1263468185,1.6145100578,0.7897887046,0.1599141945,0.1193372132,0.2056928933,0.1457021383,7.0,-0.000522349,0.0644637053,0.151998015,-0.072650349,0.2392486957,0.0244805775,0.1661921889,0.2141262893,0.524043416,0.0,0.6140691997,0.0262384395,0.3752553056,0.1269576896,82.375011672,9.5673119679,0.1620291604,0.0,0.0,0.0,0.0,0.0,0.1726253532,5.0,0.0479988007,-0.034763218,0.0262847755,-0.190950972,-0.184590574,680.26975048,0.0093706647,14.268081873,0.0227523695,0.0492976967,0.0346109032,0.0141159402,-0.159163702,1.0,0.0112515663,-0.015280489,4.0,13.265225943,0.4313130028,0.0,0.0251256283,0.0077903921,0.0133941574,0.5902424382,1.2843798315,2.0069414e-09,4.7181284e-08,0.2675796735,0.0715988817,0.5797453946,0.0279998104,-0.023697654,0.2837138487,-0.0054644808743169,0.1666666666666667,0.103030303030303,0.1165644171779141,0.1234567901234569,0.0963855421686747,0.1592356687898088,0.2297297297297298,0.1741935483870966,0.1895424836601307,0.318840579710145,0.3382352941176469,0.318840579710145,0.3481481481481481,0.3382352941176469,0.368421052631579,0.4444444444444444,0.368421052631579,0.3893129770992367,0.3582089552238805,0.2907801418439717,0.4330708661417322,0.368421052631579,0.3284671532846714,0.2727272727272727,0.2380952380952381,0.1973684210526316,0.2465753424657535,0.3382352941176469,0.4918032786885247,0.4559999999999999,0.3582089552238805,0.318840579710145,0.2214765100671141,0.2907801418439717,0.1973684210526316,0.1741935483870966,0.1818181818181818,0.1592356687898088,0.205298013245033,0.1895424836601307,0.1165644171779141,0.1374999999999999,0.1097560975609757,0.1165644171779141,0.1518987341772151,0.1666666666666667,0.1374999999999999
20482,0.3483144369,0.0747643235,8.9179255832,0.0267761149,0.3638890401,0.7082452003,0.1419315776,0.5365807783,0.9833881126,0.1621744802,7.0,0.0137849402,0.0148186328,0.149334643,0.0500634958,0.0255782105,0.0874140734,0.1117517083,0.121519983,0.4320416817,0.0,1.2231709803,-0.076488704,0.7390580774,-0.06660076,18.064553692,6.2226286485,0.277819162,0.0,0.0,0.0,0.0,0.0,0.9918917235,5.0,0.0083208603,0.0479342744,-0.046227898,-0.314476179,-0.42691433,3130.463489,0.0851159683,15.487289642,0.0262928611,0.0547466934,0.0186407724,0.087886327,-0.001271971,0.0,0.0023395483,0.0781158619,6.0,14.245281863,0.2765538666,0.0,0.0280898884,0.0110393378,0.0163311318,0.4392624119,0.5802943011,1.6334377e-09,9.0331935e-08,1.057411315,1.118118689,0.1446921126,0.0319153565,0.0248028584,0.7599741773,-0.0035714285714285,0.1576763485477179,0.2183406113537118,0.2077922077922078,0.1434426229508196,0.2025862068965518,0.2130434782608696,0.2025862068965518,0.2916666666666667,0.1772151898734177,0.24,0.3413461538461537,0.3349282296650717,0.2567567567567568,0.1071428571428572,-0.374439461883408,-0.396103896103896,-0.4187499999999999,-0.4175365344467641,-0.3659090909090909,-0.3827433628318584,-0.3481308411214953,-0.2989949748743719,-0.3228155339805825,-0.2715404699738903,-0.2753246753246753,-0.1721068249258159,-0.1818181818181817,-0.1308411214953271,-0.0477815699658703,-0.0637583892617449,-0.0999999999999999,-0.1519756838905774,-0.1253918495297805,-0.0822368421052631,-0.0912052117263844,-0.0606060606060605,-0.0071174377224199,0.0219780219780219,0.1115537848605576,0.0813953488372092,0.0608365019011407,0.1673640167364016,0.041044776119403,0.0333333333333334,0.0984251968503937,0.0984251968503937,0.0
10057,1.4703233132,0.1410533708,-3.217597662,0.0776401528,1.2464254066,3.97585677,-0.098929834,0.4019808188,0.002531063,-0.213618823,8.0,-0.124725006,-0.366340098,-0.184097579,0.3549302566,0.1306791544,0.1114933772,-0.095557046,0.0246942874,0.5759443292,0.0,2.2892852809,-0.040622039,1.430876974,0.1349804842,9.6764723291,8.8654862938,0.1775712574,0.0,0.0,1.0,0.0,1.0,0.8104200741,4.0,-1.142666261,-0.069745277,-0.493555244,0.800754288,-0.403335208,-137.2452074,0.0419981991,11.38884074,-0.010004286,-0.018516502,-0.494728428,0.1487982526,0.0221623383,0.0,-0.029274015,-0.00604552,0.0,11.025254687,0.4060064191,0.0,0.081249997,0.0273795844,0.0306650879,0.7272583789,1.2728417406,1.6719019e-07,7.1314462e-08,0.8989227878,0.8080621784,0.2000080518,0.0464640992,0.2356882823,0.6935984991,-0.0792682926829267,0.0633802816901407,0.0709219858156029,-0.050314465408805,-0.1468926553672316,-0.1220930232558139,-0.1420454545454545,-0.1793478260869565,-0.1065088757396449,-0.050314465408805,0.0066666666666665,-0.0258064516129031,-0.1420454545454545,-0.2216494845360824,-0.3009259259259259,-0.3574468085106382,-0.3105022831050228,-0.2524752475247525,-0.2373737373737373,-0.2524752475247525,-0.2598039215686274,-0.2669902912621359,-0.245,-0.3601694915254237,-0.3491379310344827,-0.3009259259259259,-0.2216494845360824,-0.2135416666666666,-0.0679012345679012,-0.2135416666666666,-0.3009259259259259,-0.4365671641791044,-0.277511961722488,-0.151685393258427,-0.1065088757396449,-0.1611111111111111,-0.1793478260869565,-0.050314465408805,-0.0903614457831325,0.0202702702702701,-0.062111801242236,0.0202702702702701,0.0785714285714285,-0.0679012345679012,0.0066666666666665,0.126865671641791,0.0709219858156029,-0.1420454545454545
28695,1.8862275449,0.0874251497,-297.135268,0.0,11.28742515,7.3784431138,1.6097318769,0.8852609795,0.0,4.0701530612,8.0,0.2836041359,1.3787375415,2.8494220556,-3.366865029,0.259436002,0.0670854271,1.1717925148,0.0304219823,0.5794109545,0.0,0.7363368605,-0.636413353,0.3838224065,-0.767208304,228.18518519,1.7983070636,0.0675206037,0.0,0.0,0.0,0.0,0.0,1.0536473667,3.0,0.0909346038,0.4987284872,1.1380605395,2.2627408717,-0.209631792,-202.7419981,0.0371133477,8.7588640473,0.0223719677,0.1520777805,0.9279893874,0.0024545455,-1.100010286,1.0,0.1624015711,0.2549345307,0.0,10.022325587,2.1952095808,0.0,0.1803278625,0.0744265831,0.0644323351,0.8750433783,7.2494565123,9.5633568e-07,1.3018977e-08,0.8685846767,0.7544393406,-0.385552565,0.1131936993,2.5579323927,0.5613902487,0.0,-0.1578947368421053,-0.1999999999999999,-0.0588235294117647,-0.0588235294117647,0.3333333333333332,0.0,-0.1111111111111111,0.4545454545454546,0.3333333333333332,0.2307692307692308,0.1428571428571428,-0.0588235294117647,-0.1999999999999999,-0.1111111111111111,0.0,0.0,0.0666666666666666,-0.0588235294117647,-0.1111111111111111,0.1428571428571428,0.4545454545454546,0.1428571428571428,0.1428571428571428,0.3333333333333332,0.3333333333333332,0.3333333333333332,0.4545454545454546,0.4545454545454546,0.4545454545454546,0.0,0.0,0.7777777777777777,0.6000000000000001,0.3333333333333332,0.3333333333333332,0.2307692307692308,0.3333333333333332,0.2307692307692308,0.3333333333333332,0.0666666666666666,0.2307692307692308,0.1428571428571428,0.0,0.3333333333333332,0.0666666666666666,0.0666666666666666,-0.1578947368421053
60038,0.3667111277,0.0733111144,20.191469069,0.0186888897,0.2347111218,0.8978000407,0.112182512,0.5800746789,0.0105263158,0.0393623302,7.0,0.0735099852,-0.031317495,0.1377038101,0.1020982819,0.0532818681,0.1421751764,0.0967133068,0.1647374365,0.572320273,0.0,4.5635301481,0.2115587596,1.2737325266,0.1896028515,35.161879896,9.1384302194,0.3844817603,0.0,0.0,1.0,0.0,0.0,0.9341473744,5.0,-0.056353315,0.0596992284,-0.034744361,-0.865079428,-0.364468439,-49.80016732,0.0374117784,10.772686677,0.0214733175,0.0377569653,0.0078654972,0.044154917,-0.006578035,0.0,-0.003362573,0.0463464083,5.0,9.209940292,0.1193055556,0.0,0.0191082805,0.0114865346,0.0095344793,0.6673596457,0.2586585389,5.0647486e-07,1.0500003017,1.1255217177,1.266799137,0.0125373466,0.0560653994,0.0878706446,0.4963414218,0.0270270270270269,0.0961538461538462,0.0363636363636363,0.0363636363636363,-0.109375,-0.0338983050847457,-0.05,-0.1798561151079136,-0.24,-0.1617647058823529,-0.1363636363636363,-0.073170731707317,-0.1678832116788321,-0.25,-0.4031413612565445,-0.3294117647058824,-0.3214285714285714,-0.2919254658385093,-0.25,-0.3090909090909091,-0.3559322033898305,-0.2830188679245283,-0.2244897959183673,-0.0578512396694215,-0.1617647058823529,-0.1555555555555555,-0.05,0.0458715596330274,0.1067961165048543,0.2808988764044944,0.0754716981132075,0.0654205607476634,0.0961538461538462,0.0961538461538462,0.0754716981132075,-0.0952380952380952,-0.1363636363636363,-0.0338983050847457,0.2127659574468086,0.2954545454545454,0.1515151515151516,0.0654205607476634,0.2666666666666666,0.2666666666666666,0.1399999999999999,0.3255813953488371,0.7272727272727273,0.0270270270270269
