firms,bm,ep,cashpr,dy,lev,sp,roic,agr,gma,chcsho,lgr,acc,pctacc,cfp,absacc,age,chinv,hire,sgr,pchsale_pchrect,pchgm_pchsale,depr,pchdepr,invest,egr,tang,sin,currat,pchcurrat,quick,pchquick,salecash,salerec,cashdebt,divi,divo,securedind,convind,rd,operprof,ps,chpmia,chatoia,chempia,bm_ia,pchcapx_ia,cfp_ia,mve_ia,herf,mve,chtx,roaq,roeq,rsup,cash,cinvest,nincr,sue,aeavol,ear,ms,dolvol,turn,IPO,maxret,retvol,baspread,std_dolvol,std_turn,ill,zerotrade,beta,betasq,pricedelay,idiovol,chmom,indmom
54594,0.4030712959,0.0484809685,4.9470156151,0.0,0.4676182573,0.8654179503,0.0700486429,0.0907358766,0.2288451695,0.0293283134,0.031087822,0.0788545248,1.3572762292,-0.017321098,0.0788545248,33.0,0.0185697001,0.1818181818,0.1826456284,-0.150651014,-0.023253693,0.1237628139,-0.096279884,0.0831716589,0.1692054022,0.505617362,0.0,2.5173719133,-0.242967077,1.1817579316,-0.262386215,12.736524359,5.8405149402,0.1622782631,0.0,0.0,1.0,1.0,0.0,0.4880806781,4.0,0.7375326277,0.0668228495,0.1015725465,-0.040014846,0.5445448986,-0.029011062,51.085321033,0.0531375747,14.176400557,0.0042418466,0.0175268512,0.0377197409,0.0456894003,0.0780389891,0.177993902,3.0,0.0002984615,0.8163805811,0.0010697171,4.0,14.399392958,2.0431808991,0.0,0.0840336308,0.031506811,0.0409200061,0.5313118617,6.5212124266,1.8653538e-09,9.5796249e-09,1.4806106028,2.1922077572,-0.01927731,0.0437695195,0.0212084984,0.0134316788
11790,0.325671875,0.014930734,3.075918047,0.0174395774,0.280773503,0.1787210475,-0.077249078,0.0607967896,0.0795457298,0.0002714072,0.1752714766,-0.011844521,-0.467305611,0.0219079498,0.0118445206,32.0,0.0071858587,0.3870967742,0.3945790185,0.7557596456,-0.492013741,0.0653972943,-0.004009642,0.1232407729,-0.021382104,0.6282302581,0.0,6.1352472619,-0.15237623,4.7775196371,-0.19889125,1.0301869221,8.9219956216,0.1337638458,0.0,0.0,1.0,0.0,0.0,0.1079161638,5.0,0.0382509347,0.2530999117,0.3095171455,0.9670778046,0.8571104769,0.0230972476,-1625.317466,0.3039391291,12.503027839,0.0456229752,-0.047602326,-0.091304257,0.0623178855,0.2664897169,-0.032354075,0.0,-0.035543873,-0.126391682,-0.013916978,4.0,11.617060216,0.4780761233,0.0,0.063336052,0.032298239,0.0465355323,0.4911674096,1.5703698409,2.9856888e-08,3.3959496e-08,1.2967175792,1.6814764802,-0.010178338,0.0395888895,-0.609064089,0.1728545377
13056,0.7856867324,0.0335706195,-1.834826588,0.0142910822,0.5940831878,1.3536901308,-0.013883065,-0.198628007,0.4358758735,-0.086581163,-0.233545259,-0.112275266,-5.186455565,0.2076831459,0.1122752663,33.0,-0.017362258,-0.020338983,-0.074825224,0.1932851589,-0.041983133,0.1732193972,-0.028643047,-0.019895338,-0.170038319,0.2651384175,0.0,2.142844504,0.0768967167,1.6532520107,0.0219525587,12.055606614,16.776319332,0.1050053356,0.0,0.0,0.0,0.0,0.0,0.7690506342,6.0,-0.145979858,0.0670565314,-0.088184145,0.7323685991,-0.466709706,0.2510319958,-47.597137,0.0594465195,13.854369534,0.010320826,0.0170187615,0.0298871984,0.0094937756,0.0907455417,0.0033198245,1.0,0.0072491415,3.0976421427,0.0805481058,5.0,14.973390486,2.6318999945,0.0,0.0539345406,0.0366935434,0.0331894568,0.4330828386,8.2190083216,1.6458317e-09,7.9681099e-09,0.8140050455,0.6626042141,-0.101843158,0.0294968746,-0.473293419,-0.126665938
50091,0.5321738251,0.0733446808,0.8631532345,0.0104039269,0.3976949024,0.8046230884,0.0198996335,0.0979662166,0.259203579,0.0433432973,-0.035870824,0.0547818916,0.6635437475,0.0246772764,0.0547818916,32.0,-0.035054012,-0.166666667,-0.22055029,-0.10765028,-0.034146747,0.1296943556,0.0599861293,-0.13140531,0.2250504219,0.5800493537,0.0,3.0607269601,0.1864100276,2.4939860839,0.3404020265,3.9373669154,3.428667753,0.2441331195,0.0,0.0,1.0,0.0,0.0,0.4898785152,5.0,-0.067366326,-0.278433387,-0.265731904,0.0420396218,-0.378284927,-0.024765012,-2667.896667,0.1397548641,13.64372395,-0.001734012,0.0229227824,0.0397134561,0.0336763526,0.1774199935,0.1076353661,1.0,0.0061146497,3.1154845618,0.0800160877,3.0,14.310214788,1.6770981508,0.0,0.05581012,0.0259230648,0.0391628359,0.4884581412,4.5850358683,3.6083819e-09,1.448454e-08,1.9575942583,3.8321752801,0.0022169901,0.0437272183,-0.160596704,-0.054977507
14526,0.3934495199,0.0528432549,29.936641345,0.0125246461,0.3564281886,1.3002909952,0.0948452957,0.1119002471,0.4118596488,0.0248770507,0.0419121056,-0.035249479,-0.475041072,0.0779459714,0.0352494787,33.0,-0.004920767,0.0403135498,0.117855764,0.0322216944,0.0165485125,0.138243356,-0.057296903,0.0238118814,0.1839459842,0.4787792551,0.0,1.5253361123,-0.04028039,1.2458744404,-0.006482899,125.88443511,4.853445751,0.2400202678,0.0,0.0,0.0,0.0,1.0,0.8175561283,7.0,0.0496164112,-0.03013065,-0.574220025,2.1840512602,-0.069924631,-0.165132293,-373.1363337,0.0640740856,13.118637561,0.0059621566,0.0216514791,0.0412656788,0.0321521503,0.008003837,0.012667828,1.0,0.0044679123,2.4279631784,0.1170807777,7.0,14.560992012,3.3997939207,0.0,0.0616714507,0.0392121418,0.0483916558,0.5628240538,17.368928607,2.84004e-09,5.8825381e-09,1.6304331254,2.6583121764,-0.020258715,0.0425604696,-0.830726183,0.2084037151
11581,0.2948526996,0.0752133725,18.667348689,0.0017717238,0.6908260693,0.9757543535,0.1355921786,0.2178383777,0.4261779422,0.0091692239,0.1316137549,-0.026766408,-0.319404242,0.0992368428,0.0267664083,20.0,0.0269718651,0.0769230769,0.2306114546,-0.074888412,0.0419283745,0.293757404,0.098973163,0.0568102094,0.4825003165,0.2384778737,0.0,1.4785698616,-0.067672026,0.8516267389,-0.016046399,46.812346545,7.013569852,0.1502716753,0.0,0.0,0.0,1.0,0.0,1.6275175324,7.0,-3.839423982,-0.338186895,-0.026709214,0.0164654274,-0.382326885,0.1022114006,-1888.284241,0.0403461182,14.45517961,0.0038736619,0.0212913749,0.0707409879,0.0448630726,0.050716121,-0.004548802,1.0,0.0001797591,3.2451896112,0.0838437704,5.0,14.808408226,1.424703922,0.0,0.065040648,0.0309081178,0.0374020981,0.4689196004,4.6529108646,1.5789236e-09,1.34555e-08,1.5472997634,2.3941365578,-0.015257044,0.0327804281,-0.243416421,0.0978992965
15203,0.6384991579,0.0741278078,0.8869980695,0.0078572302,0.5213549992,1.5757317938,0.1371392122,0.240366661,0.5100152775,0.0076413653,0.4224772629,-0.052507956,-0.741970021,0.1291284189,0.0525079558,33.0,-0.040006062,-0.120689655,0.358095629,-1.062406463,-0.072197919,0.0954474097,-0.329029547,0.0482940078,0.1229759911,0.5960990146,0.0,4.1291866029,-0.102918751,1.9216047111,0.3391426606,9.582046332,8.5799481417,0.2213283275,0.0,0.0,1.0,0.0,0.0,0.7816862088,4.0,-3.863295547,0.1496151667,-0.224321946,0.3601118857,0.9209729182,0.1321029768,-3106.688881,0.0403461182,10.949418936,0.0130827467,0.031237754,0.0662235936,0.0887528298,0.1310794114,-0.022860905,4.0,0.0226495879,9.0134014271,0.2544422811,5.0,11.074401914,4.2493702771,0.0,0.1407951117,0.0738365223,0.0907981087,0.9247274189,27.235504525,4.1485075e-08,3.3748292e-09,2.0516235788,4.209159309,-0.113303502,0.0982553189,0.7792555915,0.0978992965
16126,0.4709790736,0.0919093111,41.271579565,0.0,0.3803494588,1.1031829266,0.1735548807,0.4246167373,0.5205423113,0.0151567944,0.6697360344,0.0863499974,0.6806362379,0.0293525034,0.0863499974,32.0,0.158732387,0.2767419038,0.3908453714,-0.179918188,0.3217806084,0.1389293986,-0.103999504,0.3006537802,0.2736252277,0.4579778456,0.0,2.2521774112,0.261234968,1.1705320326,0.1297708737,152.8737522,5.1781928118,0.392538863,0.0,0.0,0.0,0.0,0.0,0.8240612359,5.0,0.084588725,0.0824895598,-0.337791671,2.2615808139,0.2031489536,-0.213725761,-736.1218337,0.0640740856,12.745422472,0.0011515676,0.0206363111,0.0373016159,0.0563488506,0.0204271821,-0.040564616,0.0,-0.001178203,0.6266013821,0.1633866634,3.0,13.745660016,2.7608629847,0.0,0.0892193168,0.03476706,0.0510167184,0.3314820422,3.7408342997,7.4807252e-09,9.5401496e-09,1.3110984822,1.7189792299,-0.019458974,0.0551792002,-0.47195691,0.2084037151
16249,0.2596273581,0.0937126692,2.845575096,0.0,0.0272150751,0.0293631004,-6.897342657,0.8147435897,0.0812820513,0.0323484588,3.3183279743,0.2139256554,1.7441885609,-0.069739896,0.684909128,21.0,0.010567069,0.1818181818,0.4339435923,-1.446772113,0.1958764591,0.2871287129,-0.347434743,0.028525641,0.7107758045,0.9424352526,0.0,11.28363047,-0.553841647,10.730145867,-0.542005969,0.1171619163,2.0,1.8272944994,0.0,0.0,0.0,0.0,0.0,0.0846574977,3.0,9.2383464056,-0.012597355,0.0760061927,0.3445186781,0.2902858951,0.0662032064,-1698.173852,0.0416622077,11.579328743,-0.032081705,-0.024649664,-0.025751247,0.0014262275,0.8195447193,-0.008849085,2.0,-0.021440756,-0.471681852,-0.011493793,3.0,10.404929285,0.2514249029,0.0,0.0462776721,0.0206423136,0.0419192257,0.4532621425,0.4261277144,1.6566138e-07,1.1873406e-07,1.9714640852,3.8866706392,0.1083738851,0.149295976,-0.476472127,0.0472720101
17137,1.0331937656,0.0259846801,-12.80518922,0.0452255005,0.4502495563,1.5709220469,-0.047024213,0.0041502514,0.3622187808,0.0,0.0636342051,0.0129164087,0.7358629582,0.0068635165,0.0129164087,32.0,-2.2632e-05,-0.181818182,-0.020861736,-0.052802172,0.0589590082,0.0963581676,-0.031651204,-0.032178218,-0.019739979,0.3535788402,0.0,2.4280073462,0.1389942092,1.3058769513,0.1653753224,54.241282433,8.5800852221,0.1570838401,0.0,0.0,1.0,0.0,0.0,0.4901481747,4.0,-0.028185376,-0.108446288,-0.226056515,0.1769305528,-0.401025988,-0.021570472,-792.441492,0.158240232,11.610754123,-0.005730476,-0.007895115,-0.011551998,-0.072213378,0.0240999029,0.0160099879,1.0,-0.031008475,-0.049405879,-0.019846261,2.0,11.930543055,1.3401631248,0.0,0.0342857353,0.0198400551,0.0446380659,0.6275886406,4.2972586792,3.5400657e-08,1.765262e-08,0.8479222921,0.7189722134,0.0084373879,0.0295312371,-0.146000706,-0.113240804
