firms,bm,ep,cashpr,dy,lev,sp,roic,agr,gma,chcsho,lgr,acc,pctacc,cfp,absacc,age,chinv,hire,sgr,pchsale_pchrect,pchgm_pchsale,depr,pchdepr,invest,egr,tang,sin,currat,pchcurrat,quick,pchquick,salecash,salerec,cashdebt,divi,divo,securedind,secured,convind,rd,operprof,ps,chpmia,chatoia,chempia,bm_ia,pchcapx_ia,tb,cfp_ia,mve_ia,herf,mve,chtx,roaq,roeq,rsup,cash,cinvest,nincr,sue,aeavol,ear,ms,dolvol,chmom,turn,IPO,indmom,maxret,retvol,baspread,std_dolvol,std_turn,ill,zerotrade,beta,betasq,pricedelay,idiovol
54594,0.4789297946,0.0398389664,1.8267535199,0.0,0.6300522965,1.0166045884,0.06757471,0.3367644046,0.2638556191,0.1248388879,0.332025505,0.0884194433,2.1512669567,-0.045865286,0.0884194433,32,0.0796178251,0.2692307692,0.1998213541,0.1278348216,0.0909867915,0.1369481676,-0.318262712,0.2133031971,0.3430502249,0.5213789311,0,3.3253136516,0.1213618965,1.6021364517,0.1703461789,7.3706155843,6.5845074557,0.1322633393,0.0,0.0,0,,1,0.0,0.5566396818,4.0,0.2833586836,-0.030930919,0.1831118006,-0.112803836,-0.370184588,-1.305523082,-0.010982828,-190.2565751,0.0472144412,13.890118184,0.0032640017,0.0142290527,0.0339497303,0.0450098859,0.1243723303,0.66072583,3.0,0.0008222591,2.912301178,0.0578845963,3.0,14.349171576,0.3849067983,2.2665422616,0,0.1423978567,0.0429357812,0.0202141293,0.0321852733,0.6348981634,14.974846458,1.1294807e-09,7.4191177e-09,1.8887251266,3.5672826037,0.0397811829,0.0471514618
11790,0.376352426,0.015896039,2.0155933861,0.0240424327,0.2701752383,0.1449306344,-0.023858458,0.039673945,0.0916295196,0.0082090573,0.1124629208,-0.024546442,-0.979310345,0.0314631944,0.0245464423,31,-0.014660367,0.0402684564,0.0666192827,0.3553476215,0.0444918284,0.0656605697,0.0661242844,-0.001347369,-0.006969793,0.6856940297,0,7.238172737,-0.417382419,5.9636343229,-0.39341511,0.6100307625,4.0869277197,0.132758761,0.0,0.0,1,0.2293553155,0,0.0,0.1329219411,6.0,-0.454098896,-0.104142721,-0.000385606,0.3203415467,0.3441318607,-0.324609971,-0.032283024,-989.0486947,0.288554221,12.829988626,-0.002108646,0.0100834465,0.0179049767,0.0379050954,0.2783988751,-0.102025312,0.0,-0.000184975,-0.673437331,-0.022971659,5.0,12.014996972,-0.30375027,0.4656271186,0,0.1164332391,0.0226864014,0.0151671965,0.0245644245,0.3665615974,0.9162186468,1.2900581e-08,4.5762507e-08,0.8187498411,0.6703513023,0.1637926891,0.036038422
13056,0.9636079282,0.0711831024,-1.544549133,0.016731682,0.7889867937,1.4893763929,0.0539967238,-0.124886616,0.4318890626,-0.125733409,-0.130488106,-0.079209353,-2.089364771,0.2199105689,0.0792093535,32,-0.00233711,0.0966542751,-0.00894821,0.2820631273,0.0299622031,0.1783272325,0.0622169691,-0.017089258,-0.120246182,0.3630029338,0,1.9898328882,-0.242863369,1.6177385111,-0.254869885,4.4647510495,13.271453405,0.1344147575,0.0,0.0,1,0.9946558586,0,0.0,0.7649728147,7.0,0.0315281135,0.0352205411,-1.50394469,0.7875865397,-0.108938284,-0.622850006,0.2052868228,66.538567475,0.0595035086,14.101021954,-0.005644617,0.0074584423,0.0135652958,-0.027444344,0.1389049075,0.0209940051,0.0,0.0008892841,6.1038465901,-0.15094517,4.0,14.605890846,0.1805117461,2.1070754299,0,0.0656723317,0.0160202812,0.0109841652,0.0289720623,0.4959466602,9.3166773692,6.867928e-10,8.634098e-09,0.5563737324,0.3095517301,0.3132551704,0.0296765895
50091,0.7583551996,0.0834068461,-2.461370912,0.0174640278,0.7200918933,1.8020943022,0.0363503417,0.0626892453,0.3695850806,0.0316688412,0.0633304377,-0.008153494,-0.140263723,0.0951058009,0.0081534939,31,0.0144245895,0.0714285714,0.162945467,0.0527484626,0.038616921,0.1223547668,-0.005136674,0.0259864653,0.0620811199,0.5368775094,0,2.5798222274,0.0732240445,1.8606254203,0.0927159439,15.772514607,3.9022031702,0.1886628056,0.0,0.0,1,0.7963921202,0,1.0,0.6991979711,8.0,-0.094945496,0.008679199,-0.190056819,1.7674883792,-1.087214377,-2.080381592,-0.131010308,-2367.430981,0.1250942529,13.428834585,0.0078988233,0.0294991074,0.0573242246,0.1040938502,0.0901877187,0.0168326694,1.0,0.0214223334,0.6411048586,0.0168602846,4.0,13.140688254,-0.333652022,0.978602211,0,-0.007047694,0.0490451939,0.0217364985,0.0279743715,0.5037437713,1.9497968885,6.6961656e-09,2.7650721e-08,1.6696917411,2.7878705103,0.0318679765,0.0410975553
14526,0.413275243,0.0493472893,26.280908896,0.0147265366,0.4254252067,1.4465619703,0.0677541186,0.0963266525,0.3980350915,0.0193201361,0.0762665126,-0.028028684,-0.455444295,0.0718222307,0.0280286838,32,0.020807252,0.0184762774,0.1080130341,0.0425337973,0.0174032553,0.1466457005,-0.122404043,0.0556199368,0.1177729111,0.4811629476,0,1.5893559921,0.0150146239,1.2540040216,-0.016006931,149.00192472,4.7135473396,0.2042449847,0.0,0.0,0,0.0,0,0.0,0.8070080863,7.0,-0.085909815,-0.077697307,-0.028260191,1.7925922138,0.0715328936,-0.627746364,0.2597650972,-335.3636265,0.0696990513,13.211204816,0.0015688778,0.0120359047,0.0244256555,0.0743171337,0.0169963792,-0.009883445,0.0,-0.000666667,-0.078486726,0.058455836,6.0,12.689708688,0.4114453095,0.8317408831,0,0.3527920299,0.1158209294,0.0324880615,0.0333556306,0.7603473379,4.5451635002,9.8718344e-09,2.0380374e-08,1.2335191613,1.5215695213,0.002728294,0.0391575265
11581,0.2134936669,0.0621306656,57.272962534,0.0018870017,0.6553075673,0.8511267249,0.1261152621,1.3490932154,0.7867193542,0.1382459389,0.91637341,-0.036244316,-0.361286157,0.0845776151,0.0362443161,19,0.0688306907,0.625,0.3428694464,-0.107762513,0.0156466232,0.2673017084,-0.22739064,0.2225866232,3.9491037132,0.2242204279,0,1.5858902694,0.0552848129,0.8655151403,0.0110995335,94.251255311,7.440378092,0.1638123552,1.0,0.0,0,0.0,1,0.0,6.1596281541,6.0,-1.739695302,-0.459088659,0.5203013727,-0.002818577,-0.011659683,0.3514788567,0.0826219562,-1593.629098,0.041573834,14.081852433,-0.000106769,0.0263047291,0.0933289666,0.0279003469,0.0165012845,0.0340017863,1.0,0.0,13.591194969,-0.152656275,5.0,14.159440273,0.060315938,1.5678201197,0,0.1448468024,0.022389438,0.0154347334,0.0246812339,0.5775087863,5.3710918473,1.5552461e-09,1.3485621e-08,1.6002123461,2.5606795526,-0.005447794,0.0330634859
15203,0.7524775354,0.1026201217,0.2475375626,0.010293523,0.4850560104,1.5355205319,0.1552343159,0.1067067443,0.4389442044,0.0128998968,0.0384528896,-0.13545568,-1.554759468,0.2621697276,0.1354556804,32,0.0203317282,0.0642201835,0.1435387985,-0.153611812,0.0519076072,0.1422527763,-0.401715012,0.083693406,0.1556702694,0.5485441351,0,4.6029126214,0.4557160103,1.4349514563,1.1881268263,12.202838063,15.291841004,0.2749034749,1.0,0.0,1,1.0668491009,0,1.0,0.711727698,6.0,-1.822663129,-0.053777768,-0.040478444,0.536165292,-0.752419266,-0.742664356,0.2602140688,-2730.901348,0.041573834,9.4769111468,-0.001249805,0.0115098172,0.0205396698,0.0224623324,0.1554655333,-0.031298029,0.0,0.000215984,1.4893529693,-0.178244121,5.0,8.1487087716,-0.19612831,0.3419278733,0,0.1448468024,0.0470957905,0.0255952618,0.0268829762,0.9301758339,0.7731888767,3.6115489e-06,6.3000001761,1.3434842811,1.8049500136,-0.036060001,0.0858973201
16126,0.6671197252,0.059832771,3.3070691025,0.0,0.410940369,1.430910617,0.0944929776,0.0963268162,0.3332219069,0.0434466461,0.0082714382,-0.036838846,-0.634598186,0.0978025389,0.0368388458,31,0.0338054075,0.0559585492,0.2280158501,-0.005908591,0.0320599943,0.1550550466,-0.003040093,0.0598903875,0.1586585058,0.409942188,0,1.7856921735,-0.081239162,1.0360791377,-0.062274464,148.67672756,5.8480379905,0.2495867305,0.0,0.0,1,1.3826086957,0,0.0,0.5466748098,7.0,-0.083413886,0.0678276287,0.0092220806,2.046436696,-0.4514396,-0.275396535,0.2857454054,-686.1965565,0.0696990513,12.603247499,0.0090724503,0.0298597422,0.0482531025,0.0589126365,0.0172202623,0.0077234987,3.0,0.0029801325,3.6698170362,0.1472224165,5.0,12.771261308,0.5005706015,1.9457817515,0,0.3527920299,0.0564706251,0.0185969936,0.0329083757,0.4089819546,4.9115491383,4.9784113e-09,9.6285127e-09,0.5847409823,0.3419220164,0.0134320132,0.0366778429
16249,0.1117367697,0.0247823173,8.7557059432,0.0,0.0046401569,0.0150767801,-4.446428571,0.3286772847,0.066263521,0.0210320249,0.001610306,0.2668180221,1.8196869356,-0.020313742,0.4421930434,20,0.0288211843,0.2692307692,0.2391171061,-0.695498279,0.1476921631,0.44,0.3295652174,0.0417340942,0.346942446,0.9359979487,0,25.290640394,0.2451986719,23.428571429,0.2322862152,0.1493938498,4.0178926441,1.9091666667,0.0,0.0,0,,0,0.0,0.0699640288,3.0,-3.816243861,-0.059142709,0.1621865067,-0.181879893,0.1829039654,-0.324456461,0.1152985573,-1484.589819,0.0445888172,11.616211026,0.0067201792,0.1050479413,0.1354794831,0.0028036179,0.8985689828,-0.04996889,0.0,0.0003160147,-0.459115112,-0.063997354,2.0,10.625357419,0.5386796208,0.397243346,0,0.1166498011,0.0823970139,0.0369460783,0.0490383206,0.7846652128,1.9748074175,1.5523762e-07,4.7630136e-08,2.2058409971,4.8657345046,3.3207511246,0.1579730748
17137,1.0347085217,0.0355360517,-10.79981432,0.0443225672,0.4155645933,1.5750275389,-0.014777133,0.0379666808,0.3621732142,0.0057941377,0.1613703811,-0.033513635,-1.342721142,0.0832510596,0.0335136348,31,0.0052869368,0.1,0.0619444075,0.1468186268,0.1206014623,0.0995077064,-0.074184506,0.0491145592,-0.00451603,0.3624308745,0,2.1317117564,-0.199671236,1.1205634152,-0.220165383,47.152482768,9.0427850765,0.2083148539,0.0,0.0,1,0.9522409993,0,0.0,0.4721986149,5.0,0.0076253741,-0.027190336,0.1071585086,0.2477433676,-0.664492301,-0.043792739,-0.034853779,-630.0653684,0.1655832747,12.169809835,0.0033103275,0.0088992901,0.0128335221,0.0229602695,0.0169776524,-0.020732107,1.0,-0.002942908,0.1129280041,0.0166922677,4.0,11.371575055,-0.11974085,0.4740765842,0,0.1034574946,0.021288177,0.0158139687,0.0209851582,0.6492541913,2.5976925398,2.9895034e-08,4.5067196e-08,1.2955578468,1.6784701344,-0.007611338,0.0333869749
