firms,roaq,roeq,cash,nincr,aeavol,ear,mom1,mom2,mom3,mom4,mom5,mom6,mom7,mom8,mom9,mom10,mom11,mom12,mom13,mom14,mom15
54594.0,0.016614685,0.0281186409,0.0337995257,3.0,6.2925457103,0.0463994071,0.0903614457831325,0.1104294478527607,0.1602564102564103,0.1528662420382165,0.1312500000000001,0.1986754966887416,0.2657342657342658,0.3115942028985508,0.6160714285714286,0.6017699115044248,0.5083333333333333,0.5338983050847457,0.5210084033613445,0.4836065573770491,0.5338983050847457
47351.0,-0.00388983,-0.014375145,0.1370836875,2.0,0.52,0.0023809522,0.1999999999999999,-0.25,-0.368421052631579,-0.368421052631579,-0.4,-0.4545454545454546,-0.5,-0.4782608695652174,-0.4545454545454546,-0.52,-0.5714285714285714,-0.5862068965517242,-0.5714285714285714,-0.6129032258064516,-0.625
26649.0,0.0182927299,0.0183246477,0.0301380499,1.0,-0.119940892,0.028864536,0.1342105263157895,-0.0630434782608695,-0.1292929292929293,-0.158203125,-0.1695568400770712,-0.1973929236499069,-0.0630434782608695,-0.0292792792792793,-0.0443458980044345,0.0641975308641975,-0.0527472527472527,-0.2220216606498195,-0.2192028985507246,-0.2047970479704797,-0.2248201438848921
13056.0,0.0105306925,0.0183585745,0.0128412133,0.0,-0.483784292,-0.01184227,0.1409090909090908,0.0960698689956331,0.2549999999999999,0.2184466019417474,0.3351063829787233,0.3141361256544503,0.2806122448979591,0.1839622641509433,0.0960698689956331,0.224390243902439,0.1566820276497695,0.1895734597156397,0.1895734597156397,0.2549999999999999,0.3867403314917126
41734.0,-0.016312786,-0.041697166,0.0100641564,0.0,1.4071428571,0.0430422602,0.1232876712328767,0.0249999999999999,-0.108695652173913,-0.2115384615384615,-0.2038834951456311,-0.1458333333333333,-0.2678571428571429,-0.219047619047619,-0.2336448598130841,-0.2545454545454545,-0.3333333333333333,-0.2931034482758621,-0.2678571428571429,-0.3492063492063492,-0.2931034482758621
50091.0,0.0075085044,0.0153871997,0.0029532531,0.0,0.29390681,-0.013196537,0.0540540540540539,0.0493273542600896,0.0173913043478259,-0.0084745762711864,0.0086206896551723,-0.037037037037037,-0.1301115241635687,-0.1672597864768683,-0.0564516129032257,-0.0126582278481012,-0.1642857142857142,-0.1203007518796992,-0.1136363636363636,-0.040983606557377,-0.0084745762711864
27502.0,0.0562971637,0.0813009658,0.1178821825,4.0,8.3683187561,0.1154834349,0.0909090909090908,0.0769230769230768,0.0909090909090908,0.0632911392405062,0.0120481927710842,0.1351351351351351,0.0909090909090908,-0.0454545454545454,0.1052631578947369,0.1586206896551725,0.1200000000000001,0.1200000000000001,0.0566037735849056,0.024390243902439,0.0434782608695651
15465.0,0.0456961493,0.0529980486,0.6420150054,1.0,1.0458738855,-0.037386443,0.0545454545454544,-0.0333333333333333,0.0,0.0943396226415094,-0.0645161290322581,-0.0793650793650794,-0.0645161290322581,-0.0333333333333333,-0.09375,-0.1714285714285713,-0.1470588235294118,-0.2467532467532467,-0.2467532467532467,-0.3555555555555555,-0.3829787234042553
18606.0,0.0052670355,0.0298694296,0.007573575,2.0,-0.387584696,-0.046504004,0.0119521912350597,0.0672268907563025,0.2211538461538462,0.1705069124423963,0.2763819095477386,0.2574257425742574,0.0948275862068965,0.0,-0.0830324909747292,-0.0763636363636364,-0.096085409252669,0.0627615062761506,-0.0193050193050192,-0.099290780141844,-0.072992700729927
44601.0,0.0208879943,0.0414457045,0.0128817473,0.0,-0.169629022,0.0044365409,0.1428571428571428,0.1764705882352941,0.2371134020618557,0.1374407582938388,0.1059907834101383,0.1707317073170731,0.2060301507537687,0.1009174311926606,-0.4470046082949308,-0.3893129770992366,-0.363395225464191,-0.3513513513513513,-0.3650793650793651,-0.3333333333333333,-0.30835734870317
46156.0,0.0096869674,0.0170291605,0.0511078622,0.0,0.4534534535,-0.098250132,-0.0833333333333333,0.0214285714285713,-0.0774193548387096,-0.1437125748502994,-0.192090395480226,-0.6071428571428572,-0.6236842105263158,-0.6246719160104988,-0.5744047619047619,-0.5843023255813953,-0.59375,-0.5890804597701149,-0.540192926045016,-0.5357142857142857,-0.4964788732394366
53284.0,0.0112443088,0.0302060872,0.0344955615,1.0,-0.151202749,0.0055507221,0.2368421052631579,0.197452229299363,0.205128205128205,0.205128205128205,0.2129032258064516,0.1823899371069182,0.2207792207792207,0.3146853146853146,0.3623188405797102,0.504,0.46875,0.5537190082644627,0.540983606557377,0.5537190082644627,0.6785714285714286
17953.0,0.0202791103,0.0459259259,0.0329582794,1.0,0.4340734028,-0.009280387,0.144278606965174,0.0849056603773585,0.0360360360360361,-0.0573770491803278,-0.1015625,-0.1481481481481481,-0.0799999999999999,-0.0980392156862745,-0.1287878787878787,-0.0873015873015873,-0.0456431535269709,0.0222222222222221,0.0900473933649288,0.0952380952380953,0.0599078341013825
42438.0,0.015790384,0.0421629755,0.0515593568,0.0,9.0266910699,-0.089752028,0.1005917159763314,0.0449438202247192,0.1625000000000001,-0.0106382978723403,-0.0412371134020618,0.0219780219780219,-0.0210526315789473,-0.03125,-0.1388888888888888,-0.2051282051282051,-0.1583710407239819,-0.2051282051282051,-0.2762645914396887,-0.25,-0.3901639344262295
55044.0,0.020838157,0.0292563998,0.032345737,2.0,2.1876430206,-0.03155813,0.1783439490445859,0.1419753086419752,0.1935483870967742,0.1212121212121211,0.1144578313253013,0.1490683229813665,0.0335195530726257,0.1635220125786163,-0.0053763440860215,0.0693641618497109,0.0511363636363635,0.0632183908045977,0.0632183908045977,-0.0053763440860215,0.0109289617486338
