firms,bm,ep,cashpr,dy,lev,sp,agr,gma,chcsho,lgr,age,chinv,hire,sgr,pchsale_pchrect,pchgm_pchsale,depr,pchdepr,invest,egr,tang,sin,currat,pchcurrat,quick,pchquick,salecash,salerec,cashdebt,divi,divo,securedind,convind,rd,operprof,ps,chpmia,chatoia,chempia,bm_ia,pchcapx_ia,mve_ia,herf,mve,chtx,roaq,roeq,rsup,cash,cinvest,nincr,sue,ear,ms,dolvol,turn,IPO,maxret,retvol,baspread,std_dolvol,std_turn,ill,zerotrade,beta,betasq,pricedelay,idiovol,chmom,indmom
31552,1.0981391193,0.0992198156,-3.687619355,0.030290375,1.1639038938,3.3950838781,0.148620315,0.3800370365,0.1026957638,0.2223664219,7.0,-0.031340594,-0.031837161,0.1571729416,0.0130079703,-0.038614383,0.1694674556,0.0348799308,0.0191763211,0.0795875433,0.6228084262,0.0,2.2737817219,-0.111660898,1.3338393274,0.0750242415,12.43459543,4.552048816,0.1549658876,0.0,0.0,1.0,1.0,0.0,0.7109247681,4.0,0.01100731,0.0639223208,-0.092883691,0.4353485032,-0.041010495,-143.8576548,0.0851159683,11.285547963,0.0131694588,0.024306953,0.0532901949,-0.106339893,0.2868268521,-0.025360407,2.0,0.0298154319,-0.048231889,1.0,10.415562396,0.5799910873,0.0,0.0607734807,0.0307320078,0.0270050261,0.7112377799,1.6771250757,2.2468548e-07,4.5598634e-08,1.9038340341,3.6245840294,0.0779850738,0.053326679,0.2479787725,0.4116809181
20239,0.4402466314,0.1221601196,-30.99462684,0.0588821118,2.4560599116,3.242810835,0.2409005676,0.1915184088,0.0172764868,0.243950809,7.0,0.0218727646,-0.006024096,0.103173051,-0.606801984,0.1917652633,0.0685775962,-0.058588539,0.172184372,0.2158783691,0.5082056156,0.0,0.8194017275,-0.000882852,0.6375901444,0.0043299004,100.73760437,4.8119864443,0.1092282838,0.0,0.0,1.0,1.0,0.0,0.925770045,4.0,0.0182523703,0.056040951,-0.044203026,-0.892764159,0.0572576528,768.76287548,0.0093706647,13.84312232,-0.001340927,0.0046923732,0.0335423007,0.1560894562,0.0097240478,0.0274096812,0.0,-0.021696795,-0.121347459,3.0,14.722383077,1.2816398208,0.0,0.0168539323,0.0215361248,0.017258424,0.4872262875,2.9371890792,1.9886913e-09,1.9632226e-08,1.5323678282,2.3481511608,-0.07527943,0.0593399288,0.8712037015,0.2581736044
31764,1.0734165023,0.2100413992,-27.12825526,0.1317588656,1.9162123864,0.92756152,0.2881060852,0.1310290134,0.2257749573,0.3406007262,7.0,0.0052180084,0.037793667,0.189375478,0.2115781775,0.0704166438,0.0130409746,-0.090262188,0.2693243916,0.3070288606,0.5310554169,0.0,0.3781274212,-0.175749757,0.2634125991,-0.194290479,18.471338989,10.225394103,0.1488349329,0.0,0.0,0.0,0.0,0.0,0.2206769936,4.0,0.042152685,-0.056380542,-0.000385263,-0.259594288,-0.086849844,-166.7471245,0.0093706647,12.946069716,-0.000751776,0.0163986604,0.0406173949,0.0230394646,0.0059484054,-0.035435103,2.0,0.0083097973,-0.021621622,5.0,12.060448429,0.6290801187,0.0,0.0202020202,0.0117261016,0.0263052266,0.6906385313,2.1061828918,1.4956586e-08,4.1902995e-08,0.3360524545,0.1129312522,0.4963452806,0.0237190263,0.1664676183,0.2581736044
44185,0.9913039375,-0.398387445,-16.71123743,0.0363463082,2.9576808276,8.4999379187,-0.145915375,0.277526497,0.0,-0.066538967,8.0,-0.052091382,-0.206777996,-0.075656716,0.1416611242,-0.073322031,0.1081128411,0.087705941,-0.01967491,-0.318754916,0.582885574,0.0,1.1358533106,-0.101974389,0.7720287121,-0.086656849,94.773781903,8.1399249394,-0.053169989,0.0,0.0,1.0,0.0,0.0,0.7191171914,1.0,-0.07233655,0.0431294493,-0.13218853,-0.050286645,0.0034051241,-907.7781479,0.0840060496,11.006900798,-0.001102635,0.009333559,0.0377222662,-0.348411271,0.0227113047,-0.017004578,1.0,-0.00849699,0.0114942528,1.0,10.061516417,0.319122556,0.0,0.0375939831,0.0152943124,0.0132704928,0.941050786,1.3110555761,2.6747636e-07,7.5375259e-08,0.9011564072,0.8120828702,-0.109697563,0.0490663502,0.64940872,-0.007962067
38543,0.9719832519,0.0526677168,-3.008862983,0.0,0.5686820954,2.5236345033,0.1512676056,0.4913480885,0.0018208303,0.2154696133,7.0,0.0483735199,0.1171693735,0.0727743058,-0.241661186,-0.175376099,0.1386518771,0.0557313862,0.0723138833,0.1167553521,0.6677732881,0.0,2.4638810934,-0.159356346,1.7448290199,-0.180218086,14.967103162,3.4610044313,0.1691604323,0.0,0.0,1.0,0.0,1.0,0.7468753867,2.0,0.0088911276,-0.040151892,-0.002328227,-54.53371962,2.9814212966,-179.1582962,0.0459337256,10.290534075,0.0100995099,0.0226697736,0.0357592943,0.1282532083,0.1547925982,-0.017174401,4.0,0.0288848993,0.0471153846,3.0,10.113637046,1.2859180036,0.0,0.0843373463,0.0361980382,0.0531638147,0.6335187222,2.3070087203,2.8704449e-07,2.7800904e-08,1.829443669,3.346864138,0.0676930358,0.0568508712,0.2633196582,0.3892210248
31632,0.6158613642,0.1277128823,1.1687171399,0.0454720278,0.5309172427,0.9973736552,0.1337592074,0.4197466484,0.4200157604,0.030061402,7.0,0.003319688,-0.136986301,0.0592148259,0.1693104688,-0.043600505,0.1159243936,-0.116567342,0.0483236643,0.2415045855,0.6483633071,0.0,6.0882956879,0.4156770267,3.5631021955,0.5084329023,4.7719242902,3.6128492954,0.3041441744,0.0,0.0,1.0,0.0,0.0,0.785166807,2.0,0.0222234424,0.0061629889,-0.256483902,-54.88984151,2.9748682877,-152.2270462,0.0459337256,10.44386227,-0.006059564,0.004438509,0.0082623478,0.0167644346,0.155944345,-0.044304066,0.0,-0.02349382,-0.014980634,4.0,8.2849458259,0.1556908319,0.0,0.0434782617,0.0264756648,0.019049779,0.6278634444,0.4304468507,1.0559936e-06,1.3789683e-07,1.2534783287,1.5712079205,0.1061092093,0.0487466812,0.5356418699,0.3892210248
23245,0.9042263122,0.151670075,-1.87059268,0.0784237349,0.9149706236,2.5910507352,-0.003759632,0.3393712615,0.0049850449,-0.103579322,7.0,-0.003232428,-0.133418858,-0.203157522,-0.37893297,0.1640503923,0.2027143473,-0.027606216,0.0060171894,0.1227253491,0.6910803208,0.0,1.9095232434,0.097436056,1.5818174613,0.1030275822,6.7010157824,2.8806907378,0.1882713979,0.0,0.0,1.0,1.0,0.0,0.763355702,4.0,0.1142669912,-0.266550005,-0.173329652,0.3956398515,-0.638829049,-149.0880924,0.0385211925,11.024472692,0.0153732351,0.022277184,0.044469522,0.6186797753,0.1051875722,-0.002584315,1.0,0.0324272968,0.0701427888,3.0,10.422281346,0.6565456546,0.0,0.0606060624,0.0202054962,0.0223178288,0.7841463022,2.0734461876,1.1820158e-07,3.6958431e-08,0.8626563526,0.7441759828,0.0488782525,0.0571088966,0.4456392069,0.2193999587
22103,0.5192207108,0.1023448092,5.0254983836,0.0420894821,0.3053412458,1.2843093274,0.1411121293,0.650487505,0.0037037618,0.1652957412,7.0,0.04756026,0.0260223048,0.1181740815,0.0491904392,0.0176986563,0.1652991518,0.0032367836,0.1091459799,0.1273524762,0.5802385942,0.0,2.4364637151,-0.074955164,1.0865918013,-0.040627208,27.242085779,6.5610317006,0.481968016,0.0,0.0,1.0,1.0,0.0,0.9979378224,4.0,0.0101323091,0.031629452,-0.035024226,-0.143569905,-0.494703036,2493.084251,0.0851159683,15.236316756,-0.000376854,0.0336588091,0.0520705778,-0.007860797,0.0273126247,0.0008480357,0.0,0.0007919763,-0.022386804,5.0,14.053443801,0.2957513719,0.0,0.0214592274,0.0106247604,0.0152609881,0.485449132,0.7039094744,2.4059021e-09,7.9409136e-08,0.8287404829,0.686810788,0.0984622866,0.0297876835,0.3811484484,0.4116809181
60177,0.3408655827,0.005043148,10.941785801,0.0,0.4914508288,1.725780992,0.074325527,0.3780100186,0.2074403558,0.1096926293,8.0,0.0369221717,-0.120748299,0.0018297425,-0.033263818,0.1291806045,0.4610912343,0.4283608511,0.050601368,0.0271281016,0.555876355,0.0,2.158274993,-0.09039671,1.153066368,-0.090385927,64.509572901,5.6358723623,0.0542717382,0.0,0.0,0.0,0.0,0.0,0.7141754719,4.0,0.0340813701,-0.025065983,-0.2402459,-55.16483729,2.5639000527,-146.9656011,0.0459337256,11.703038464,-0.003503747,-0.017075578,-0.042998324,-0.040038819,0.0442226985,-0.002185361,0.0,-0.003898169,-0.016170506,1.0,11.204632439,0.712866547,0.0,0.1012658253,0.0443955556,0.0513247101,0.726965713,5.1968560839,4.4771146e-08,1.0256275e-08,0.7126080405,0.5078102194,0.3723665014,0.0771964827,0.1599670309,0.7322573698
31659,0.3896418783,0.0938425549,4.3114531823,0.0781954359,0.9920082728,2.9660100599,1.0909436227,0.9510069816,0.0063119928,2.3916416373,7.0,0.0065918833,0.1176470588,0.0728102014,-0.245676924,0.0693404893,0.0462554482,-0.629956414,0.9239768747,0.0579696317,0.5670577692,0.0,1.7787543297,0.094736676,1.7446343595,0.0836083701,47.124501515,6.856362054,0.2006964229,0.0,0.0,1.0,0.0,0.0,1.6559986915,3.0,-0.01231564,-0.838462456,-0.01402361,-0.595799448,12.002198528,44.695454331,0.0705343959,12.402215435,-0.002045235,0.0161031886,0.0624029804,0.0538510515,0.033925137,-0.223098623,1.0,-0.008220278,0.0674116798,5.0,11.933997318,1.0629936185,0.0,0.0708661452,0.0277186887,0.0391269589,0.9871141306,6.3334886457,2.0855004e-08,1.6676571e-08,1.1798172938,1.3919688467,0.0024616346,0.0487336812,0.8594739987,0.4528724039
58843,1.1856958475,0.1958006047,-13.88404309,0.0793575961,1.57496301,4.5309012017,0.0933469806,0.596825998,-0.012342631,0.1609634869,7.0,0.0108546841,-0.034990902,-0.030950153,-0.045946495,0.1097662101,0.1277280859,-0.003548906,0.0613101331,0.0171301446,0.5558340198,0.0,1.5134910751,-0.243563801,0.7606890826,-0.270152353,36.858628692,6.2958522523,0.1967445152,0.0,0.0,1.0,0.0,0.0,1.2536129032,4.0,-0.05524896,-0.128050093,-0.038417768,-0.046094709,-0.261500894,290.79619232,0.0374117784,13.294553787,-0.005629478,0.0167079776,0.0396255171,0.0475889838,0.0464963982,-0.026442996,0.0,-0.008166157,0.0617062259,5.0,11.87159941,0.2769786111,0.0,0.0403225794,0.016672414,0.0124787141,0.5838708532,0.5287456428,1.5301294e-08,9.042149e-08,1.0212232142,1.0428968533,-0.03706306,0.032685334,0.8395341787,0.2122367346
23042,1.4705617978,0.1668764045,-40.5462069,0.1732260292,3.1418876404,2.0642247191,0.0294063,0.122637277,0.0368126747,0.0403601458,7.0,-0.001009327,0.0427046263,0.0449690006,-0.205435094,0.0289198883,0.0409304539,0.1648881215,0.0597098796,0.0165436893,0.5399812508,0.0,1.4527632682,-0.056895983,0.7532082285,-0.001066277,42.233563218,9.8952924701,0.114381993,0.0,0.0,0.0,0.0,0.0,0.280838835,4.0,-0.002369229,-0.030898344,0.0045256965,0.1375510074,-0.205233083,-392.1796245,0.0093706647,11.080233035,0.0055370888,0.0052776969,0.0134563456,0.0535374598,0.0208297347,0.0239319371,0.0,0.0183823529,0.0,1.0,9.2335684981,0.2663645519,0.0,0.0180180185,0.0108602223,0.0163204326,0.6759118408,0.3628972466,2.6816517e-07,1.8388889e-07,0.2462561804,0.0606421064,0.4418000731,0.0259283061,-0.027235275,0.2581736044
26470,1.7278227853,0.220406827,-25.94801056,0.1240858428,4.241026331,11.592647288,-0.008170369,0.1012473108,0.0,-0.03218957,7.0,0.0052427184,0.0,0.0524364944,0.106857547,-0.17240708,0.0515587951,0.0107913506,0.0464417801,0.0590382334,0.4937262192,0.0,0.8242463958,-0.060380846,0.7174124696,-0.093087222,75.145235223,17.337025493,0.1017998187,0.0,0.0,0.0,0.0,0.0,0.3076466831,5.0,0.0113751023,-0.064496209,-0.03817893,0.394811995,-0.308235001,-409.8111283,0.0093706647,10.382559317,0.0035156157,0.0032746155,0.0106836847,0.2790469222,0.0664538629,0.0188326257,0.0,0.0281700901,0.0379940933,0.0,7.7869670026,0.1416497634,0.0,0.0375939831,0.0163586714,0.0130875558,0.6446695097,0.3857353604,8.8576178e-07,1.0000002064,0.3282019277,0.1077165053,0.2114844988,0.0234725922,0.2568352899,0.2581736044
62578,0.4960141718,0.0173727131,70.955,0.0,0.3670749214,0.2130906203,0.2020758891,0.2371958482,0.0999610288,0.533741705,7.0,0.0,0.0714285714,-0.365976009,-0.691486985,0.0057777344,0.1492090921,-0.468134895,0.3019567807,0.0362429811,0.4954614557,0.0,0.4404541242,-0.567385463,0.4404541242,-0.567385463,58.14,4.9805825243,0.4191312757,0.0,0.0,1.0,0.0,0.0,0.3448698315,3.0,0.5107116331,-0.214079105,-2.090194285,0.0457677654,2.0032212188,-243.3261924,0.0667172561,9.9819289788,-0.000341997,0.0128469341,0.0233428974,0.1091299678,0.0084591468,-0.701489134,3.0,-0.002339181,0.0344827585,3.0,9.2389278288,0.3602687377,0.0,0.1000000015,0.0378407629,0.0366356794,0.6855524254,0.8921774695,1.0253678e-06,6.4015152e-08,1.4659418029,2.1489853694,-0.018057098,0.0674478717,0.4839904256,-0.415787452
59002,0.7946185166,0.0344076253,-10.45423207,0.0218404809,2.3148882771,1.0024324657,0.4751430357,0.2987162844,0.049122807,0.7455865495,8.0,0.0938025077,0.0143369176,0.1062520971,-0.049807616,0.0932845377,0.1005681516,-0.031388789,0.5253858359,0.0163987555,0.5655379952,0.0,2.1141284061,-0.115692567,1.2146323255,-0.271876867,22.922363847,1.6805708946,0.1243389189,0.0,0.0,0.0,1.0,0.0,0.5677339901,2.0,1.3970218304,-0.015313139,0.0523120842,-0.042199594,-0.159209608,-177.2835707,0.066766372,9.8439962726,-0.019594614,-0.004905208,-0.016880237,-0.007854465,0.0140638496,-0.057255974,0.0,-0.033799538,0.0,5.0,8.7858262276,0.4164925477,0.0,0.1052631587,0.041283449,0.0375012517,1.4031304742,6.6563945177,3.391319e-06,3.239387e-08,1.1428063448,1.3060063417,-0.12051223,0.0670099314,0.1879995905,-0.415787452
25056,0.6710343169,0.1464085821,-37.10541257,0.059796197,1.2569674701,2.4994791007,0.2297982707,0.2323063995,0.5805743444,0.2585892749,7.0,0.0204477518,0.1294059406,0.2477018909,0.0678023831,-0.010979496,0.085031703,0.0399951756,0.2063500554,0.2313881049,0.4967737656,0.0,1.0480483971,-0.127213536,0.7929741791,-0.13947262,181.81426409,7.3019457534,0.2217989412,0.0,0.0,0.0,1.0,0.0,0.5827787198,4.0,0.0141666111,0.0238788165,0.0912270108,-0.661976473,0.0063624679,908.58987548,0.0093706647,13.884539762,-0.004351785,0.0137604534,0.0369531363,0.0870885281,0.0070959373,0.0445786653,0.0,-0.011261701,-0.028420166,4.0,13.155595038,0.5034045985,0.0,0.0387096778,0.0194799615,0.0301242767,0.5420581721,1.1629988369,1.0495796e-08,5.0744328e-08,1.3025194706,1.6965569714,0.0150989749,0.0439147449,0.6287480376,0.2581736044
47001,1.1192452798,0.1786122498,-10.65131056,0.0329878568,1.7150806542,1.5505280979,0.1337986055,0.382988759,0.0295429208,0.0788740313,7.0,0.0106466544,0.2721238938,0.3790913121,0.1918210789,-0.07237652,0.1150160547,1.4267667394,0.2018122369,0.1708125067,0.536041674,0.0,1.25742922,0.0575717647,1.1145757485,0.0257841048,19.107333863,3.335262039,0.2508900082,0.0,0.0,1.0,1.0,0.0,0.8404023877,4.0,0.2884620097,0.0346125638,-1.889498962,0.6689988733,2.3719685058,-51.53044238,0.0667172561,12.30046934,0.0038439477,0.0133491175,0.033302786,0.0219036211,0.0162134915,0.0708650733,0.0,0.0143710817,-0.008849557,2.0,11.337809883,0.4754809268,0.0,0.0503597111,0.0289348446,0.039723467,0.5813810071,1.8268557173,5.0264093e-08,3.8826825e-08,1.7031229551,2.9006278003,0.0466223002,0.0547215111,0.361781239,-0.415787452
50710,1.0050052457,0.2083275048,-41.07807874,0.092625459,2.6401206505,5.2212930582,0.1504915251,0.1859475569,0.007862082,0.1553046679,8.0,-0.009360701,0.0062386798,0.2167540878,-0.0561762,-0.119065577,0.0815476179,0.0637646155,0.127963465,0.1380365213,0.4799996786,0.0,0.7389450749,-0.147800011,0.6588143441,-0.083531778,130.98179625,7.5647622124,0.156610338,0.0,0.0,0.0,0.0,0.0,0.4626594528,3.0,0.1374976225,0.0893878394,-0.009784194,-65.01457562,0.5935842415,-299.534267,0.0089717165,13.020005017,-0.002793932,0.0150672541,0.0566716169,0.1485705543,0.0109359016,-0.008951867,0.0,0.0248732296,0.0354374312,3.0,11.381392075,0.3225701391,0.0,0.0700636953,0.0307024861,0.0354374518,0.7975971345,1.2534408649,4.2599945e-08,6.2259571e-08,1.4294943622,2.0434541316,0.0492649185,0.0388568961,1.0410143203,0.2581736044
52476,0.8639466557,0.2042290584,-5.233879389,0.1043426939,0.8912142252,5.1898154601,0.1001173946,0.7774683237,0.0099009901,0.138698178,7.0,0.0,-0.038347826,0.0826632678,0.0426141363,-0.026029391,0.1703440916,0.0008115476,0.0426992673,0.0629658471,0.5246286825,0.0,1.4503794078,-0.071361074,1.4503794078,-0.071361074,41.196042243,6.6831617292,0.3351699231,0.0,0.0,1.0,0.0,0.0,1.4940641737,3.0,0.2577995619,0.0215012694,-0.156926773,0.1616367756,27.225473649,-164.087861,0.2116229381,12.190715323,-0.008579246,0.0268748514,0.0542453184,0.0659367106,0.008246969,0.0111518367,1.0,-0.025813975,-0.019700845,4.0,11.262969399,0.3081698417,0.0,0.0372093022,0.0160475651,0.0256152344,0.570312176,0.6462235991,7.2368818e-08,8.3978032e-08,0.4309688994,0.1857341922,-0.054302968,0.0344222933,0.5649244988,0.4344298885
24328,0.7049998378,0.1398317716,-12.11958238,0.0383145521,1.1188957709,1.4605504403,0.0900464172,0.2058473795,0.5091048495,0.1321074863,7.0,0.0038138818,-0.003731343,0.1337832583,0.1026582476,-0.059836788,0.0342653259,-0.021435767,0.0819372072,0.1651390153,0.4984933408,0.0,0.8998594277,-0.043998958,0.6404297777,-0.086276581,58.013830087,8.481771102,0.175852598,0.0,0.0,0.0,1.0,0.0,0.4666216494,3.0,0.0085916454,-0.010213828,-0.041910273,-0.628010953,0.0288031158,-155.2199853,0.0093706647,12.271593497,-0.008320699,0.0079114247,0.0200058124,-0.052217979,0.0109697074,0.0075611743,0.0,-0.013455395,-0.011142148,2.0,10.817215002,0.186201374,0.0,0.0648648664,0.0197475932,0.0194540363,0.5343811267,0.3171954926,1.0229568e-07,1.5256559e-07,0.9864455001,0.9730747247,0.2389121322,0.0418360634,0.5186021109,0.2581736044
31683,1.7340069188,0.1535558994,-16.12661271,0.0,1.5594734375,5.3551571042,0.5766218116,0.6045390641,-0.00728863,2.0975,8.0,0.1264323018,0.25,0.4320655223,-0.655395778,0.6981538691,0.1186006826,-0.324223194,0.3139184575,0.0936755755,0.6119433121,0.0,2.0286935287,-0.445459628,0.9481074481,-0.315033752,40.91025641,4.7326659251,0.2054098027,0.0,0.0,1.0,0.0,0.0,0.7729558084,3.0,0.0165521001,0.2083341137,0.250193392,0.179702774,1.5287792245,-57.26724527,0.072066437,8.9296504639,0.0311695666,0.038107753,0.0739967525,0.7792476456,0.0028439737,-0.050383026,5.0,0.0763584376,0.1583333351,3.0,8.3879383556,0.7786917352,0.0,0.0422535203,0.0215887021,0.0227912178,0.6272976962,0.9229528202,1.9226865e-06,1.0000000654,0.9548318644,0.9117038893,-1.068470171,0.1005918975,0.3960145142,0.3742654111
31691,0.5677003655,0.1420812628,1.3724137392,0.0165888724,0.0862760184,0.8088984057,0.2761749966,0.545848571,0.0176767677,0.0874890639,8.0,0.0615293068,0.0308880309,0.330213446,0.6878124242,0.7449667806,0.0902489627,-0.149245448,0.1512935121,0.3107371795,0.6588050308,0.0,5.6883348175,0.0766526877,3.8290293856,0.0782147323,3.1720195972,23.168986083,1.4034884682,0.0,0.0,0.0,1.0,0.0,0.6448717949,6.0,-1.068473322,0.2243239065,-0.096327115,-0.10186866,2.1605206691,-205.0763343,0.0419981991,9.7745669425,0.0199106054,0.0428835088,0.050830009,0.0061774462,0.3899384419,0.0487257279,0.0,0.0059692177,-0.104665912,4.0,10.490600379,2.4665012407,0.0,0.0496688746,0.027261087,0.0323533219,0.7080675754,9.7280659338,1.3723705e-07,7.2440322e-09,1.607553101,2.5842269725,0.1835580887,0.1029903336,-0.081676244,0.3892210248
31704,1.1622275379,0.1836897891,-5.57741569,0.0415533841,1.2355559267,2.783339102,0.2617440981,0.8589414388,0.5340707965,0.4143194267,8.0,0.0659007001,0.1925170068,0.3370888606,0.2174219296,0.1026862553,0.1534314124,0.0566425233,0.1848501135,0.1319284543,0.5243931296,0.0,2.7516849279,-0.216560893,1.4383071652,-0.280667657,19.718611818,5.2114172392,0.2757476573,0.0,0.0,1.0,0.0,0.0,1.5171035423,3.0,-0.00505785,0.2003131775,0.1735292927,0.0373508905,-0.181343899,-80.21367661,0.0452468438,11.446977952,-0.008450596,0.015815421,0.0326286839,-0.125427262,0.0313047664,-0.037020723,1.0,-0.016741137,-0.016194597,3.0,9.3609669925,0.1065820676,0.0,0.042857144,0.0146670913,0.0160826853,1.296142326,0.9586667268,5.0434881e-07,1.6148127e-07,0.8904882627,0.792969346,-0.141444153,0.045003325,0.9340909605,0.4540785365
31712,1.5467139899,0.2517598344,-2.652814765,0.0301922508,1.1503342206,6.4393729666,0.2236870357,0.2519002018,0.0,0.3087111015,7.0,0.2807871309,-0.027586207,0.3118408114,-0.092440385,-0.223529123,0.2644927536,-0.545072464,0.3221969339,0.1672857143,0.6876370368,0.0,2.3218693434,-0.072311109,1.0342274148,-0.353816604,10.065986093,11.785206998,0.2549321394,0.0,0.0,0.0,0.0,0.0,0.4177857143,3.0,0.0120322822,0.0541942078,-0.042965577,0.5126882789,6.5524046137,-43.53710875,0.5281310274,9.4712131401,-0.003285528,0.0164666837,0.0236133992,0.2204101461,0.1712190456,-0.002535195,0.0,-0.005922019,-0.029870724,3.0,8.255958289,0.3450655625,0.0,0.0334928222,0.0106241691,0.0082405871,0.8547952258,0.6222671679,1.3057983e-06,7.0000001797,0.326232314,0.1064275227,0.4304450221,0.0357954593,0.0854383616,0.1977289146
31720,0.6613392603,0.1564173746,-14.4620023,0.0411190424,1.3983160686,3.3150812861,0.1862940123,0.4602148399,0.1637675011,0.1848407498,7.0,0.0750850482,0.0368421053,0.1357687074,0.0999157891,0.094016893,0.0929720414,-0.071642323,0.1987489777,0.1893785155,0.5403973897,0.0,1.841528804,-0.147444742,1.0574772772,-0.242375627,111.32216495,5.8858077264,0.1791298006,0.0,0.0,1.0,0.0,0.0,1.2311673971,4.0,-0.023959588,0.0410942443,-0.006343831,-0.0642265,-0.268719631,-511.2323526,0.0326707807,11.045697979,-0.009088233,0.0231756403,0.0712858095,-0.107978777,0.0,0.0301128305,2.0,-0.018933853,-0.035616598,3.0,9.3136976325,0.3931071621,0.0,0.0434782617,0.0179145243,0.0297030069,0.7316367021,0.7230174734,2.4821173e-07,9.0180653e-08,0.8921062033,0.7958534779,-0.059415346,0.0486867263,0.2817203376,0.3171872698
42550,1.5947047092,0.2021905028,-5.292655008,0.0708292967,1.1367612726,3.9089407528,0.0445108622,0.3352944146,-0.005820903,0.0105342675,7.0,0.002312428,-0.076433121,0.0095184256,0.0654968329,0.0215226308,0.1160049948,0.0852219136,0.0852673077,0.0813627944,0.5696715736,0.0,2.2445836404,-0.104018607,1.6072434869,-0.107239717,14.522968081,7.6006730424,0.3290177074,0.0,0.0,0.0,0.0,0.0,0.5793339287,3.0,-0.034785018,-0.009920072,-0.119619058,0.8691389487,-1.375500439,-113.817825,0.0326707807,13.394014767,0.0026262613,0.0217826057,0.0368309249,-0.094249123,0.0619936994,-0.003691185,1.0,0.0089382563,0.029620606,4.0,11.299738433,0.278119271,0.0,0.0500000007,0.0202913384,0.0220118882,0.7809012595,1.3498591929,2.7646075e-08,6.2409142e-08,0.815720914,0.6654006096,-0.094735227,0.0358275467,0.5368054693,0.3171872698
17435,1.3144151793,0.0698859525,-22.54097513,0.114003771,2.7946246122,6.7993023058,0.0625882735,0.1936790011,0.0032459628,0.1202487202,7.0,-0.007095498,-0.065527066,0.0334269079,-0.043460306,-0.172218138,0.0955745601,0.1162620717,0.0119432437,-0.030531853,0.4022610553,0.0,1.990128173,-0.014589311,0.9034329184,0.0891199278,94.698467877,10.440280765,0.069356585,0.0,0.0,1.0,0.0,0.0,0.3202333184,1.0,-0.013257523,-0.121742277,-0.082051523,-0.026040855,-0.690558314,151.81111512,0.1360752789,11.89689877,0.0032567491,0.004742955,0.0143085286,-0.974510268,0.0432782519,-0.018229027,1.0,-0.060381129,-0.034169475,1.0,10.434927974,0.4235487611,0.0,0.1458333284,0.0531578746,0.0521191787,0.8721245883,2.2900978047,1.3357936e-07,3.3791984e-08,1.4176244451,2.0096590674,0.1647007193,0.0609659781,1.1625211986,0.5365625519
62199,0.9292813604,0.0574273478,-11.82187615,0.0174784766,0.5026279576,1.9081842784,0.0724922816,0.4806182779,0.002189593,0.2077495693,7.0,0.0069810577,0.08,-0.033585924,-0.120973171,-0.003584364,0.0755850603,-0.032999949,0.2080230845,0.0163944129,0.5477269965,0.0,2.5181439619,-0.1680434,1.2162899068,-0.305314278,78.888143177,6.7634619995,0.2379963779,0.0,0.0,0.0,0.0,0.0,0.6800870028,1.0,-0.014908908,-0.255245371,0.0189534693,0.2664907442,-0.132773239,-103.1170256,0.0851159683,10.833148503,-0.000938349,0.0113478607,0.0183219574,0.0219232289,0.0232681938,0.0029303178,0.0,0.0023726438,-0.028778468,3.0,9.6435179187,0.2197850269,0.0,0.0232558139,0.0235932637,0.0157057447,1.3216979744,1.1993686766,1.5502164e-06,1.1190836e-07,0.8729416636,0.7620271481,0.3145035947,0.0523129817,0.2226863225,0.4116809181
11850,1.0508691956,0.2051655784,-7.890049584,0.095600769,1.2176046703,3.9838244722,0.1123167568,0.3192220925,1.0097342859,0.1069125736,7.0,0.0173069523,0.0169491525,0.0481375191,0.0668077769,-0.091606569,0.0809812298,0.0437871525,0.1501108108,0.122155948,0.5442929848,0.0,1.3440564873,-0.032618573,0.9166311703,-0.084691306,27.837367173,11.185542055,0.270002375,0.0,0.0,1.0,0.0,0.0,0.6707316977,2.0,-1.17928967,-0.07926705,-0.042569763,0.0434703688,0.1297588152,3225.8300097,0.0934412657,15.313109347,-0.003566681,0.0132747481,0.0291492058,-0.089950509,0.0462398415,0.0027217443,1.0,-0.040456929,-0.004434012,6.0,14.89520834,0.2647864641,0.0,0.0344827585,0.0165166198,0.0226281757,0.2519476872,0.2846909456,4.335884e-10,8.6094091e-08,0.7134445318,0.5090030999,0.106423195,0.0243158117,0.3265361836,-0.007962067
19166,1.5418180931,0.2114390256,-6.878415868,0.0668502045,1.7164458544,4.0319507846,0.0464467909,0.3574708401,0.0128368508,0.0503158803,7.0,-0.00878615,-0.110938606,-0.033150775,-0.069101456,0.1651781006,0.1167379607,0.1228230765,-0.015735324,0.0430517928,0.5662766993,0.0,1.5114098565,-0.022394899,0.9595485304,0.0489300111,15.35468041,5.6653440355,0.2263416419,0.0,0.0,1.0,1.0,0.0,0.6905203256,3.0,-0.023528742,-0.07264195,-0.154124543,0.8162523326,-1.273262624,271.66681972,0.0326707807,13.952551955,-0.004920014,0.0167233507,0.0344115827,0.0865841351,0.0696749264,0.0364540983,1.0,0.0051946776,0.0341463424,4.0,12.469426805,0.4216651653,0.0,0.0359712243,0.0186098739,0.0298700857,0.5743359771,1.0051740106,1.0091982e-08,6.2308389e-08,0.7251672692,0.5258675684,-0.061732726,0.0339214462,0.3997703403,0.3171872698
