firms,bm,ep,cashpr,dy,lev,sp,roic,agr,gma,chcsho,lgr,cfp,age,chinv,hire,sgr,pchsale_pchrect,pchgm_pchsale,depr,invest,egr,tang,sin,currat,quick,salecash,salerec,cashdebt,divi,divo,securedind,convind,rd,operprof,ps,chpmia,chempia,bm_ia,pchcapx_ia,cfp_ia,mve_ia,herf,mve,chtx,roaq,roeq,rsup,cash,cinvest,nincr,sue,aeavol,ear,ms,dolvol,turn,IPO,maxret,retvol,baspread,std_dolvol,std_turn,ill,zerotrade,beta,betasq,pricedelay,idiovol,chmom,indmom,mom1,mom2,mom3,mom4,mom5,mom6,mom7,mom8,mom9,mom10,mom11,mom12,mom13,mom14,mom15,mom16,mom17,mom18,mom19,mom20,mom21,mom22,mom23,mom24,mom25,mom26,mom27,mom28,mom29,mom30,mom31,mom32,mom33,mom34,mom35,mom36,mom37,mom38,mom39,mom40,mom41,mom42,mom43,mom44,mom45,mom46,mom47,mom48
65832,0.5291194261,0.0566044965,-3.014937666,0.0078664077,1.1956551625,1.5298222336,0.1047590909,0.0636342239,0.3893811311,0.2292839016,-0.050752922,0.091220572,5.0,0.000363436,0.0,0.4879726167,0.2565355868,-0.049580115,0.0762144957,0.0606422066,0.4749788109,0.4298002798,0.0,1.4905736531,0.8977423639,39.407098817,3.8413631786,0.0758877992,0.0,0.0,1.0,0.0,0.0,1.5485726651,6.0,-0.963931995,-0.093910299,0.0829439975,0.0169027877,0.1310430781,-774.4774335,0.0319011585,11.493750291,8.78272e-05,0.008685206,0.0282620308,0.0548049978,0.0231754602,-0.047529316,0.0,0.0,1.2562893082,-0.044396521,3.0,10.651330047,0.585252916,0.0,0.0410958901,0.0230886986,0.0252167976,1.089556302,6.0736079125,7.6288782e-08,2.063378e-08,1.3837431551,1.9147451191,0.0464136316,0.0453874558,-0.260162058,0.0595781692,0.0305343511450382,0.115702479338843,0.238532110091743,0.2980769230769231,0.2162162162162162,0.2162162162162162,0.3106796116504855,0.3106796116504855,0.3366336633663367,0.5168539325842696,0.3366336633663367,0.3775510204081633,0.2857142857142858,0.2053571428571428,0.2980769230769231,0.8493150684931507,0.9285714285714286,1.0149253731343282,1.0454545454545454,1.1774193548387095,0.5,0.5340909090909092,0.5517241379310345,0.5340909090909092,0.6666666666666667,0.9852941176470588,0.646341463414634,0.3636363636363635,0.4210526315789473,0.4673913043478261,0.5168539325842696,0.2857142857142858,0.3500000000000001,0.125,0.3775510204081633,-0.2663043478260869,-0.1666666666666666,-0.1717791411042944,-0.150943396226415,0.0150375939849625,-0.0073529411764705,0.0546875,0.0305343511450382,0.0305343511450382,0.2735849056603774,0.0,-0.296875,-0.1818181818181817
21020,0.9983667127,0.1512138655,-2.968871444,0.0029811458,2.0374546089,2.7985665129,0.077107823,0.1542202514,0.1565054469,-0.000272035,0.1487949044,0.5070167927,14.0,0.008341017,0.1843317972,0.2259421887,0.0828405657,0.223993085,0.0815968624,0.146532454,0.1741650858,0.559890994,0.0,0.9353984833,0.801223351,6.8586196176,10.585772553,0.1645377535,0.0,0.0,0.0,0.0,0.0,0.4046542889,7.0,0.0141378149,0.0929246089,-118.392887,5.3886887016,27.150377766,2670.1595261,0.0755637318,15.018386611,0.0024568594,0.0178072784,0.052519706,0.1534576993,0.0915020372,0.0609053458,1.0,-8.18e-05,1.1047828279,0.0020333165,6.0,15.604802987,2.0603017498,0.0,0.0434782617,0.0227761792,0.0322177699,0.3227984705,4.5868597782,4.17026e-10,7.1576648e-09,1.703773095,2.9028427593,0.0175304453,0.0491883428,-0.372445792,0.213100869,-0.0081135902636917,-0.0430528375733855,0.0273109243697478,0.0607375271149674,0.0230125523012552,0.1398601398601398,0.1642857142857143,0.2442748091603053,0.2868421052631578,0.4467455621301774,0.332425068119891,0.2014742014742014,0.4553571428571428,0.4173913043478261,0.4132947976878613,0.528125,0.6632653061224489,0.7340425531914894,1.0375,0.7340425531914894,0.0964125560538116,0.0294736842105263,-0.0392927308447936,0.0316455696202531,0.0516129032258063,0.1587677725118483,0.1698564593301434,0.0360169491525423,0.0818584070796459,0.1398601398601398,0.0471092077087793,0.0516129032258063,0.0770925110132159,0.0890868596881959,0.1868932038834951,0.1088435374149658,0.0471092077087793,0.0538793103448276,0.0676855895196506,0.1533018867924529,0.3109919571045576,0.4773413897280967,0.4424778761061947,0.5825242718446602,0.5474683544303798,0.3892045454545454,0.266839378238342,0.2767624020887729
10429,0.6444989713,0.0822372933,0.3268321387,0.0,0.2753760573,1.1356732454,0.1549362033,0.0525970674,0.6788858351,0.0151620639,-0.130956733,0.0827981407,8.0,-0.009379843,0.1625544267,0.3081087534,0.2368989524,-0.09517441,0.5800468384,0.0052387795,0.1570123119,0.6150250176,0.0,2.438744453,2.3390720476,3.9861559859,3.5042511568,0.4051836831,0.0,0.0,0.0,0.0,0.0,1.0616689466,7.0,-1.94826766,-0.013459703,-5.824737874,-0.792730392,-3.769766994,-227.5238602,0.1475440845,11.596441365,0.0049109198,0.0324744136,0.046986903,0.0507871676,0.3097207311,0.0058126117,3.0,-0.0016,4.6696359328,-0.162807018,6.0,12.357532208,1.88406567,0.0,0.0634920672,0.0250947704,0.0405727329,0.8344794972,2.6378016278,4.9665761e-08,2.1510869e-08,1.8066757071,3.2640771106,0.082325393,0.0621529254,-0.259287933,0.0688321729,-0.1999999999999999,-0.1735537190082644,-0.0825688073394494,-0.1666666666666666,-0.2647058823529411,-0.1452991452991453,-0.1150442477876105,-0.0476190476190476,-0.0654205607476635,-0.0196078431372549,-0.1150442477876105,-0.180327868852459,-0.074074074074074,-0.1304347826086956,0.0204081632653061,0.0416666666666667,0.2987012987012987,0.5873015873015872,0.6949152542372881,0.4492753623188406,-0.074074074074074,-0.1525423728813559,-0.0476190476190476,0.0101010101010101,-0.0384615384615384,-0.0384615384615384,-0.1304347826086956,-0.2481203007518797,-0.0196078431372549,0.1904761904761904,0.0638297872340425,-0.0196078431372549,0.1904761904761904,0.0309278350515462,0.1363636363636364,0.1363636363636364,-0.0384615384615384,-0.074074074074074,0.0,-0.0909090909090909,0.0526315789473683,-0.0476190476190476,0.098901098901099,0.1235955056179776,0.1111111111111111,-0.0384615384615384,-0.0384615384615384,-0.0196078431372549
85041,1.0693301882,-0.073409013,-4.23812358,0.0,1.4970760234,4.4869035333,-0.004920931,-0.039095763,0.4546023265,0.0137750654,-0.028720094,0.1707700624,5.0,-0.125938798,0.0173951829,0.106122538,0.1410561566,-0.104216617,0.1976144872,-0.007945007,-0.053254901,0.5904059758,0.0,3.4354772212,1.8612485398,24.700789958,5.9528745974,0.0251015708,0.0,0.0,1.0,1.0,0.0,1.0090846596,4.0,1.937157668,-0.06811762,0.7877095694,-0.741358254,0.1362171239,-256.5003439,0.0377621784,11.90532813,-0.005214486,0.0102514539,0.0234615748,-0.120860976,0.0707799892,-0.084926186,2.0,0.0068571429,0.7138311907,0.0008164942,3.0,12.407256334,2.9871854433,0.0,0.2921348214,0.0665302189,0.0487857549,0.8139051786,17.938142348,8.6148785e-09,3.5952276e-09,2.214217837,4.9027606296,0.0538271563,0.0767417843,0.4268175378,-0.008381685,0.0769230769230768,0.0606060606060605,0.2962962962962963,0.2068965517241379,0.1290322580645162,0.1111111111111111,0.1111111111111111,0.0769230769230768,-0.0140845070422535,-0.1764705882352941,-0.4615384615384615,-0.453125,-0.3203883495145631,-0.4067796610169492,-0.1139240506329114,-0.0789473684210526,-0.054054054054054,0.1864406779661016,0.2727272727272727,0.0294117647058822,-0.4399999999999999,-0.465648854961832,-0.4488188976377952,-0.3859649122807017,-0.5512820512820513,-0.5035460992907801,-0.4615384615384615,-0.5394736842105263,-0.4444444444444444,-0.3203883495145631,-0.3203883495145631,-0.2631578947368421,-0.306930693069307,-0.3203883495145631,-0.2783505154639175,-0.3636363636363636,-0.453125,-0.5625,-0.5070422535211268,-0.6650717703349283,-0.6354166666666667,-0.7154471544715447,-0.6666666666666667,-0.5104895104895104,-0.4067796610169492,-0.4308943089430894,-0.453125,-0.4696969696969697
62500,1.6575824873,-0.161738579,-23.69652651,0.0,1.6388007614,3.1414974619,-0.009632216,-0.093866506,0.2544111331,-0.059441394,-0.058798878,0.1035850254,13.0,0.0055702523,-0.230769231,0.1421650614,0.2113580257,-0.135879172,0.1755171162,-0.016132635,-0.129332756,0.4725419357,0.0,3.6724257519,2.0179708683,60.341255332,3.4396276226,-0.013985751,0.0,0.0,0.0,0.0,1.0,0.4198273564,3.0,0.4592471876,-0.318912123,1.1466594148,-2.410272277,0.1294585679,-282.9268395,0.0853083451,10.188478507,0.0020444979,0.003419835,0.0068460553,-0.111706853,0.0155570092,0.0862353546,2.0,-0.0285,-0.714864221,-0.063508064,3.0,9.4851271564,0.365820643,0.0,0.0769230798,0.0403659695,0.0432489239,0.7430882193,1.028889887,1.2682302e-06,6.6231845e-08,1.1373297019,1.2935188507,-0.179708577,0.0467590237,-0.015406165,0.0322857719,-0.0857142857142857,-0.1111111111111111,-0.1794871794871795,-0.2195121951219512,-0.2380952380952381,-0.3725490196078431,-0.3191489361702128,-0.3469387755102041,-0.4385964912280702,-0.4666666666666667,-0.5294117647058824,-0.5294117647058824,-0.4754098360655737,-0.5428571428571429,-0.5076923076923077,-0.4920634920634921,-0.4754098360655737,-0.4181818181818182,-0.4285714285714286,-0.4482758620689655,-0.6190476190476191,-0.6483516483516483,-0.6097560975609756,-0.6144578313253012,-0.6190476190476191,-0.6097560975609756,-0.6190476190476191,-0.6952380952380952,-0.6521739130434783,-0.6595744680851063,-0.6363636363636364,-0.6363636363636364,-0.627906976744186,-0.6444444444444444,-0.627906976744186,-0.6701030927835052,-0.7168141592920354,-0.744,-0.7264957264957265,-0.7333333333333334,-0.7037037037037037,-0.7419354838709677,-0.7355371900826446,-0.7355371900826446,-0.6893203883495146,-0.7037037037037037,-0.7117117117117118,-0.7117117117117118
71239,0.292328522,-0.17260221,2.6024586376,0.0,0.0371847876,0.0202727207,-3.198398577,-0.312690688,0.0325272952,0.0140668959,0.6466809422,-0.156379198,6.0,0.0029290016,0.1654676259,-0.146130346,-0.143975174,0.6478765628,0.2941176471,0.0459164376,-0.360112196,0.8591187174,0.0,10.287253142,10.105924596,0.0775025418,3.6220302376,-5.502831715,0.0,0.0,1.0,0.0,0.0,0.0299806832,3.0,-2.661379986,0.0608658421,-0.288498691,1.8729291239,-0.166136079,-329.4848799,0.0653410158,11.763839813,0.0,-0.174439197,-0.248792271,-0.000850407,0.7128024007,0.2189863524,0.0,-0.014502885,-0.622955216,0.0111008333,3.0,11.85874672,1.0864087302,0.0,0.0564516112,0.0392022637,0.0469665671,0.7115767461,4.0933961721,3.8443521e-08,1.3841634e-08,2.5204099812,6.3524664731,-0.012773795,0.0885107123,-0.117971035,-0.012519101,0.1157894736842104,0.1777777777777778,0.4133333333333333,0.5142857142857142,0.4133333333333333,0.5588235294117647,0.3249999999999999,0.2926829268292683,0.3249999999999999,0.8275862068965518,0.6825396825396826,0.4722222222222223,0.4324324324324324,0.2926829268292683,0.4133333333333333,0.2619047619047618,0.6307692307692307,0.9272727272727272,0.7377049180327868,0.4722222222222223,-0.3416149068322981,-0.237410071942446,-0.2428571428571428,-0.171875,-0.3872832369942196,-0.5225225225225225,-0.3416149068322981,-0.3205128205128205,0.2183908045977012,0.1521739130434782,-0.1016949152542372,-0.2933333333333333,-0.3026315789473685,-0.1239669421487603,-0.0093457943925233,-0.094017094017094,-0.0535714285714286,0.0,-0.1092436974789915,-0.1846153846153846,-0.1653543307086614,-0.0363636363636363,0.2183908045977012,0.65625,0.962962962962963,0.7096774193548387,0.4722222222222223,0.5588235294117647
56899,0.9321976944,0.1234940164,-3.076429081,0.0105782887,0.9682696142,1.8322214406,0.1532266353,0.009820353,0.3427005614,0.004667891,-0.075397674,0.2595197878,14.0,0.0097699999,0.1066666667,0.5040715295,0.6460402543,0.0646606255,0.1339452335,0.0899877632,0.1167289278,0.5098073466,0.0,2.8653302157,1.5294079173,16.211012447,7.8204471133,0.2438084229,1.0,0.0,0.0,1.0,0.0,0.7082742926,8.0,0.4077066083,0.0020648829,0.3513704809,1.9038730632,0.2497629067,-189.0138799,0.0653410158,12.912285658,0.0017319382,0.0191837928,0.0389629048,0.0027175197,0.0512635551,-0.049180586,1.0,0.0043536595,-0.618306467,-0.031329105,6.0,13.718040359,2.8698203985,0.0,0.0167364012,0.0073520868,0.0101640483,0.8404039235,9.7915864499,1.7085798e-09,8.750971e-09,1.7265480538,2.980968182,0.1082377399,0.0554025963,0.5320486834,0.0656176632,-0.1329479768786127,0.0,0.0869565217391303,0.0714285714285714,-0.0066225165562914,0.1029411764705883,0.1627906976744186,0.0416666666666667,-0.0131578947368421,0.0344827586206897,-0.032258064516129,0.0,0.1278195488721805,0.0416666666666667,0.1627906976744186,0.1194029850746267,0.3888888888888888,0.2396694214876034,0.5625,0.2931034482758621,-0.0909090909090909,0.0344827586206897,0.1538461538461537,0.0489510489510489,0.0948905109489051,-0.0066225165562914,0.0948905109489051,0.1811023622047243,0.3392857142857142,0.7647058823529411,0.5306122448979591,0.5957446808510638,0.7647058823529411,0.6304347826086956,0.7045454545454546,0.4851485148514851,0.3157894736842106,0.3043478260869565,0.2931034482758621,0.0869565217391303,0.3157894736842106,0.2931034482758621,0.3888888888888888,0.7241379310344827,0.5306122448979591,0.4150943396226414,0.3513513513513513,0.4018691588785046
27991,1.4897082736,0.0274616865,-24.71234459,0.1929720813,9.2523378307,1.0557287011,0.0528004277,1.2463856848,0.112626515,0.0074931168,2.1441284481,0.3741136816,14.0,0.010341807,-0.072699799,0.0978995583,-5.808943089,0.0468426122,0.0380104623,0.0444234905,-0.112003851,0.4595213919,0.0,1.1269465294,1.0864772518,3.6440488224,0.2806377264,0.0278369461,0.0,0.0,0.0,1.0,0.0,0.2075875167,5.0,-0.269876381,-0.183546193,-39.09356947,-1.139945947,-5.495435253,420.16601714,0.0117898724,13.756940987,-0.000144657,0.0030743725,0.0190337513,0.0379704797,0.0266688374,0.0054159131,0.0,0.0008421053,0.3129102845,0.0099961739,3.0,14.916634232,2.0220548951,0.0,0.0434782617,0.0233582795,0.0330332446,0.5760436876,2.093091929,5.5301155e-09,2.3443283e-08,0.3641961072,0.1326388045,0.967261063,0.099262333,0.1297590512,0.1835897385,-0.0776699029126213,-0.1037735849056603,-0.1666666666666666,-0.2083333333333333,-0.2276422764227642,-0.246031746031746,-0.2519685039370078,-0.3214285714285714,-0.4662921348314607,-0.478021978021978,-0.4973544973544973,-0.5202020202020202,-0.4946808510638297,-0.5297029702970297,-0.5642201834862386,-0.5681818181818181,-0.5851528384279476,-0.572072072072072,-0.5642201834862386,-0.572072072072072,-0.6169354838709677,-0.602510460251046,-0.6041666666666667,-0.6259842519685039,-0.6169354838709677,-0.6074380165289256,-0.6153846153846154,-0.6259842519685039,-0.610655737704918,-0.5814977973568283,-0.592274678111588,-0.5814977973568283,-0.592274678111588,-0.6274509803921569,-0.5833333333333333,-0.5957446808510638,-0.5701357466063348,-0.5796460176991151,-0.6041666666666667,-0.5869565217391304,-0.5622119815668203,-0.5642201834862386,-0.5497630331753555,-0.5153061224489797,-0.4836956521739131,-0.5128205128205128,-0.5320197044334976,-0.5739910313901345
20482,0.2277713889,0.069498835,10.889752904,0.0250343929,0.2181430962,0.4562537291,0.2506934058,0.1001829339,0.6509134041,-0.008313817,0.0297432604,0.0892141704,14.0,-0.000198896,0.0243999154,0.1251436914,0.0512433635,0.0033510139,0.138738066,0.0978775061,0.1773127937,0.5223964282,0.0,1.6343368954,1.2097631112,8.4733681399,6.3151935878,0.439710038,0.0,0.0,0.0,0.0,0.0,1.3230461826,7.0,-0.179155527,-0.016675277,-0.291976052,0.4314680004,0.0915335167,6748.8197834,0.0793382698,16.043372886,0.0013252757,0.0450656261,0.0842348756,0.0068274188,0.0873467339,-0.023948537,1.0,0.0,-0.170339656,0.0207131603,8.0,15.604802987,0.3909013923,0.0,0.0208728649,0.0131794042,0.0186955996,0.2863301959,0.3919337873,5.97598e-10,6.6859423e-08,0.8723058931,0.7609175712,0.1514555287,0.0285655697,-0.358277465,0.0322857719,-0.021097046413502,0.0497737556561086,0.0593607305936072,0.1344743276283617,0.183673469387755,0.2051948051948051,0.2608695652173913,0.2083333333333332,0.2020725388601036,0.2439678284182305,0.2853185595567866,0.288888888888889,0.2506738544474394,0.2712328767123289,0.2373333333333334,0.1153846153846154,0.1897435897435897,0.2020725388601036,0.344927536231884,0.1658291457286431,-0.0169491525423728,-0.0756972111553785,-0.0793650793650794,-0.0701402805611222,-0.0353430353430352,-0.0292887029288703,-0.0373443983402489,-0.0373443983402489,0.0666666666666666,0.2712328767123289,0.2307692307692308,0.3488372093023255,0.3850746268656717,0.1687657430730478,0.1542288557213931,0.0790697674418605,-0.3729729729729729,-0.327536231884058,-0.327536231884058,-0.1787610619469026,-0.1563636363636363,-0.1517367458866545,-0.0682730923694778,-0.0042918454935622,0.0220264317180616,0.0021598272138227,0.045045045045045,0.0108932461873638
10656,0.8034161771,0.0909310573,-0.355934355,0.0423280544,0.4250813431,2.0883696681,0.1021894435,0.0628449096,0.2654297494,0.0928180158,0.0417671414,0.0675392377,15.0,0.0520898196,0.1428571429,0.0797139703,0.0650974912,-0.05735873,0.124852071,0.0732001269,0.0730207533,0.7300622025,0.0,3.5482998677,2.2775444451,4.9079406632,7.1704487506,0.2465014707,0.0,0.0,0.0,0.0,0.0,0.3928739679,4.0,-0.092359088,-0.001947384,0.2986912577,0.5873453302,-0.055386962,-160.8795112,0.0692769039,10.888931143,0.0035680304,0.0222732423,0.0348057031,0.1199666174,0.3419721588,0.008998756,0.0,0.002914695,-0.551583288,0.0011494234,3.0,9.2774147376,0.190070922,0.0,0.0526315793,0.0268510732,0.0265821693,1.2457305367,1.2022278719,1.9719221e-06,5.7272728444,0.5264736028,0.2771744544,0.402754339,0.03037894,0.0157194474,0.1946867018,-0.0163934426229508,-0.0163934426229508,-0.032258064516129,-0.0082644628099173,0.0,-0.032258064516129,-0.032258064516129,0.0169491525423728,0.0714285714285714,0.0169491525423728,0.0169491525423728,-0.0163934426229508,-0.0163934426229508,0.0,-0.0625,0.0344827586206897,0.0526315789473683,0.3043478260869565,0.2765957446808511,0.3333333333333332,0.0714285714285714,0.0344827586206897,-0.04,-0.0476190476190476,-0.0909090909090909,-0.1549295774647887,-0.2105263157894736,-0.183673469387755,-0.1428571428571429,-0.1044776119402984,-0.1176470588235294,-0.1489361702127659,-0.1891891891891891,-0.1999999999999999,-0.1891891891891891,-0.2592592592592593,-0.2592592592592593,-0.2207792207792207,-0.2307692307692307,-0.1891891891891891,-0.1549295774647887,-0.1608391608391608,-0.0977443609022556,-0.0163934426229508,0.0,-0.0625,-0.0839694656488549,-0.1176470588235294
