firms,bm,ep,cashpr,dy,lev,sp,roic,agr,gma,chcsho,lgr,age,chinv,hire,sgr,pchsale_pchrect,pchgm_pchsale,depr,pchdepr,invest,egr,tang,sin,currat,pchcurrat,quick,pchquick,salecash,salerec,cashdebt,divi,divo,securedind,convind,rd,operprof,ps,chpmia,chempia,bm_ia,pchcapx_ia,mve_ia,herf,mve,chtx,roaq,roeq,rsup,cash,cinvest,nincr,sue,aeavol,ear,ms,dolvol,turn,IPO,maxret,retvol,baspread,std_dolvol,std_turn,ill,zerotrade,beta,betasq,pricedelay,idiovol,chmom,indmom
50906,0.1743451517,0.0122371752,18.706022589,0.0,0.0592034356,0.2690750054,0.2222097289,0.2859800998,0.7664270057,0.113241955,0.0977828297,21.0,0.0458233046,0.6754233068,0.3966642941,0.2033196854,0.0343055391,0.3271423353,0.2911090881,0.1465038479,0.365470803,0.54208431,0.0,2.4928636119,0.1077840171,1.902284516,0.0615807784,6.5538848226,4.4120036359,0.4683463529,0.0,0.0,0.0,0.0,1.0,1.0818177245,6.0,-0.036152094,0.4346805047,17368.649189,-0.465755284,3352.5490545,0.0398631017,17.183692579,0.0073375379,0.0317483284,0.0425293,0.018957196,0.2007777268,0.0289487167,2.0,0.0007582938,2.8347393285,0.0664113909,7.0,17.983925884,2.642925229,0.0,0.1005199328,0.0470433591,0.0845082388,0.5541517125,11.774087821,7.791622e-11,4.4576497e-09,1.4041891464,1.9717471588,0.0959419521,0.0772380822,-0.597072697,0.9606612876
10568,2.0456183528,-0.059418124,-7.813397772,0.0515953239,9.0410477279,16.56710908,0.0263135722,0.0397662169,0.1689239875,0.0,0.0628997758,17.0,0.0210554393,0.1719298246,0.0601973203,-0.419042252,-0.24430307,0.048283859,0.1355335024,-0.007592182,-0.051475383,0.5602789357,0.0,1.2371141439,-0.18611276,0.9629913894,-0.21051307,25.303262183,6.0257033248,0.024514985,0.0,0.0,1.0,0.0,0.0,0.6126100424,2.0,2.0728255882,-0.056782996,4.8939282767,-4.616007756,-351.1936452,0.0266788234,9.3632545734,0.0003241141,-0.001674821,-0.008841588,0.2087388089,0.040117461,-0.413294797,0.0,0.0064227326,2.5890869068,-0.029376755,1.0,6.7345173409,0.1278383288,0.0,0.1272727251,0.0481586835,0.0628076754,1.8400548213,3.193810783,1.4966e-05,13.695652258,-0.045844852,0.0021017505,0.7723585779,0.0688187335,0.3904673595,0.3134423833
11157,0.2951296546,0.0060687844,24.708700726,0.0,0.2364491776,0.543179547,0.0484181568,0.1154430132,0.4349806534,-0.007600709,0.3212469023,23.0,0.0795536107,0.0418250951,0.183070666,-0.030680185,-0.115514469,0.1187808158,-0.09661383,0.1121124553,-0.008313725,0.5698246685,0.0,2.8012532134,-0.213885382,1.0972043702,-0.282224249,24.140041494,4.3505328099,0.0887790077,0.0,0.0,1.0,0.0,0.0,0.6639215686,2.0,-1.061816763,-0.049788093,0.527396255,-0.674558812,-867.7266955,0.0506733292,10.459597201,0.0027917912,-4.5411e-05,-7.8284e-05,0.0367161457,0.0423289716,-0.019134564,0.0,0.0008169517,-0.292643492,-0.036438435,2.0,8.7053104208,0.2031276133,0.0,0.0373134315,0.0236514552,0.0259411821,1.1165820301,0.894097416,6.8207208e-07,2.7391305267,0.7367240187,0.5427622798,-0.054079315,0.0537498417,0.0083226327,0.5322374396
50032,0.4411816402,0.0330711778,9.5902886343,0.0230591124,0.7737483612,2.9000377032,0.1056885653,1.5186067686,1.5567861458,0.7245428312,1.920796585,26.0,0.1803272979,1.35,1.3416313472,-1.477148985,0.0175250564,0.1023044206,0.0830168152,1.0621763585,1.0286850452,0.4663960796,0.0,1.1300858003,-0.150339121,0.2715910904,0.1322400755,162.30248793,63.846812606,0.1995358381,0.0,0.0,0.0,0.0,0.0,3.8595404871,4.0,-0.43387548,1.2711903145,-0.451111372,0.9816787621,9968.6620876,0.0672348486,16.023629465,0.0065651604,0.0169353593,0.0478760527,0.0411100641,0.0147071056,-0.138829388,2.0,0.0009836066,-0.124332381,0.1218701545,5.0,15.741647499,0.8298356285,0.0,0.0228215773,0.0575266726,0.0322704839,0.7766587638,7.9855220822,3.877125e-10,1.4819539e-08,-0.051080955,0.0026092639,0.771231838,0.0510490884,0.3715482925,-0.132253205
47730,0.5176972323,0.0741484816,0.2272674147,0.0244033687,0.523458334,3.0463853269,0.1247032955,0.1237047808,0.4724580793,0.0373130874,0.0878067351,25.0,0.0006217439,0.0363636364,0.0851556138,-0.057032612,-0.022930561,0.5883289275,-0.18003889,0.0253648554,0.1659425598,0.4375077869,0.0,2.0052861273,-0.024130525,1.8782008619,-0.016319699,761.90556335,5.4762698423,0.2246298343,0.0,0.0,0.0,0.0,0.0,0.9889700001,4.0,0.8023576139,-0.293715857,0.3386368361,0.0196306441,-1607.134553,0.0452414988,13.320346647,0.0007529373,0.0133603368,0.026564226,0.0802526156,0.0038442165,-0.004154331,0.0,-0.000731707,-0.009191748,0.0123187688,4.0,12.020742568,0.2757890432,0.0,0.0518134721,0.0219965961,0.0249219186,0.6678897017,0.9080976533,2.862043e-08,6.4723804e-08,0.4557171247,0.2076780977,-0.168454059,0.0464846695,-0.024888514,0.3222667708
13777,1.1294847336,-0.551606478,-0.960103553,0.0,0.591812551,1.835108037,-0.315061074,-0.247434388,0.3350297218,-0.048594925,-0.005676363,17.0,0.0,-0.027104137,0.0158645973,0.2769018733,-0.23262604,0.1542739693,-0.056964702,0.012715904,-0.331619205,0.6779295907,0.0,2.2141665403,-0.299512105,2.2141665403,-0.299512105,2.2343033726,5.1808949841,-0.857134765,0.0,0.0,0.0,0.0,0.0,0.4414195769,3.0,-0.446044633,-0.356300884,1.0306125008,-1.152590376,-1104.632988,0.0458258411,11.277136674,-0.001623453,-0.003904499,-0.006103437,-0.00849384,0.4112752636,0.0048703476,0.0,-0.004188482,0.3188075962,-0.081269789,3.0,12.178444478,2.0200995132,0.0,0.0872092992,0.0707850915,0.0706026384,0.9665417695,13.515262746,8.5013588e-08,9.7314087e-09,2.3986919704,5.7537231688,-0.061430262,0.1270545098,-3.886165948,0.3222667708
78120,1.0409764039,0.0298790802,-24.92033353,0.0,2.1958321846,6.3099147535,-0.01348601,0.331605313,0.7653406751,0.2220550121,0.1558093299,26.0,0.1213628177,-0.03021978,0.5283730534,0.691777365,0.0178403411,0.130533134,2.1322979316,0.27101584,0.9606491198,0.3907812553,0.0,1.4393124,0.4632514336,0.1895765168,0.6000727019,125.79011499,152.18903644,0.0669989313,0.0,0.0,1.0,0.0,0.0,3.3161465149,4.0,-0.011892561,-0.099221536,0.0481879285,3.1801620397,-7973.553491,0.1568781514,11.910882458,-0.011901768,0.0435458117,0.2152668676,0.6664276974,0.0154974399,-0.053234011,1.0,0.0004790419,1.0784185661,0.3636457659,2.0,13.505870667,6.2208582699,0.0,0.1351351291,0.0473822577,0.0823194428,0.573236815,18.772880085,7.6428606e-09,2.7362137e-09,0.527945311,0.2787262514,0.7410627407,0.0990892025,-0.122443991,-0.138504395
38746,2.161274906,0.1778779493,-5.413715875,0.0,2.9783995233,4.4909875094,0.0664130077,-0.052187424,0.0802635702,0.0,-0.134003074,25.0,-0.045497101,-0.179310345,0.1383219276,0.1944702163,0.0223552704,0.1057270844,0.0085668837,-0.032171582,0.0896834841,0.5968317866,0.0,4.9180255376,0.0503671428,2.4382565917,0.1050917646,8.0792680338,2.9425836581,0.0715777706,0.0,0.0,1.0,0.0,0.0,0.1231675393,7.0,0.4364817167,-0.368750762,1.4847943424,5.6264960157,-115.0273252,0.0495093936,10.412411369,0.001200606,-0.006162739,-0.01234049,-0.616101255,0.0637666802,-0.013155328,0.0,-0.054882669,0.6004077472,-0.048780486,4.0,7.5854397761,0.1401162208,0.0,0.0602409653,0.0289527864,0.0304258752,1.1881470887,0.8543609217,1.8029206e-06,2.7391305803,0.759049134,0.5761555878,0.3201947052,0.0646116664,0.0343992398,-0.100543776
60871,0.1737331052,0.0211592327,9.3117164179,0.0,0.064753365,0.1559245135,0.1547932221,0.1915551664,0.4583188755,0.090930073,-0.178659041,25.0,-0.012813462,0.0277777778,0.1786227694,-0.10959922,0.0177329184,0.215508256,0.2153380208,0.023913242,0.4321577045,0.6462039003,0.0,2.8775640932,0.0218734954,2.3581499093,0.2039621448,1.9022761016,5.4295484919,0.5021457492,0.0,0.0,1.0,0.0,0.0,0.7490280391,7.0,0.0633200899,-0.212965024,17368.648577,-1.116233594,5492.9764295,0.0398631017,17.390706624,0.0140355007,0.0419261308,0.0575527326,0.0115226999,0.3596232404,0.0477209873,6.0,0.0003208556,0.5681235639,0.1942457836,6.0,17.608797873,1.8967948808,0.0,0.2294548452,0.0563035329,0.0540977264,0.4435083709,5.6843299098,1.425151e-10,8.8774031e-09,2.0019906065,4.0079663884,0.0384369356,0.075370667,-1.775178627,0.9606612876
14198,0.6140250466,0.0448071276,1.0240555708,0.0078647267,0.0987993375,0.6267900147,0.1142811116,0.0397944263,0.4020075456,0.0053767692,-0.101265823,25.0,-0.008068353,0.0424242424,-0.0541861,-0.09108423,0.0296065706,0.1835973171,0.2154525445,0.0562786138,0.0642614077,0.7211872875,0.0,6.9504017573,0.0742919242,5.4351985664,0.0928889445,2.1977101818,4.8397163121,0.6858965897,0.0,0.0,1.0,0.0,0.0,0.4826690016,6.0,-1.066329268,-0.049188946,0.8462916469,-0.120750071,-475.080133,0.0506733292,13.08769429,-0.003215094,0.0037236944,0.0044097177,-0.013368394,0.3662201258,-0.021251536,0.0,-0.005555556,1.4775543642,-0.004640754,7.0,12.122190912,0.2306079665,0.0,0.0630914792,0.0254371172,0.0337528056,0.9915352238,0.6351191322,8.1795039e-08,1.1120527e-07,0.9041310568,0.8174529678,0.1554801848,0.0575811869,-0.677697707,0.5322374396
