firms,bm,ep,cashpr,dy,lev,sp,roic,agr,gma,chcsho,lgr,cfp,age,chinv,hire,sgr,pchgm_pchsale,depr,pchdepr,egr,tang,sin,currat,pchcurrat,quick,salecash,salerec,cashdebt,divi,divo,securedind,convind,rd,operprof,ps,chpmia,chempia,bm_ia,pchcapx_ia,cfp_ia,mve_ia,herf,mve,chtx,roaq,roeq,rsup,cash,cinvest,nincr,sue,aeavol,ear,ms,dolvol,turn,IPO,maxret,retvol,baspread,std_dolvol,std_turn,ill,zerotrade,beta,betasq,pricedelay,idiovol,chmom,indmom
83861,0.6472038586,0.029172622,17.286186627,0.0,0.4629966276,1.794107614,0.076678748,0.4583385327,0.7762702635,0.372172254,0.1394444326,0.0600465484,2.0,0.0,0.4473684211,0.575420689,-0.043679632,0.6753286148,0.1030557984,0.823406326,0.2028673942,0.0,2.0405194805,0.1467608425,2.0405194805,152.64217487,7.6458724375,0.1998152251,0.0,0.0,1.0,0.0,0.0,1.562189781,6.0,-0.005819102,0.1745542904,0.6410224861,3.0348194392,-1.557394829,-351.8604411,0.0745648816,10.416705936,0.0032080083,0.0013768533,0.0023618265,0.1845715017,0.0099272287,-0.003239574,0.0,-0.011309353,-0.675646003,-0.072934032,3.0,10.174315895,1.3681787009,0.0,0.0784313753,0.0357878067,0.0585572479,0.6075507025,1.2744135327,7.6798413e-07,7.3770692e-08,1.3231166332,1.7506376251,-0.323121599,0.089424579,0.262500007,-0.126723604
83926,0.3634165464,0.0257824235,20.546074893,0.0,0.3296945158,0.8067200639,0.1266037294,0.1675516829,0.6584247394,0.0099350162,0.2611934508,0.0512281136,3.0,0.0353063213,0.0961538462,0.0606311141,0.0263926135,0.1390176915,-0.078236159,0.0938698254,0.4824190012,0.0,1.5481987053,0.0428740043,1.0618843231,44.855628243,4.3261971586,0.1942347289,0.0,0.0,1.0,0.0,0.0,1.1616925143,5.0,-1.926324648,-0.027655099,-0.119700237,-0.208360402,0.2346365192,-1330.438205,0.0307916777,12.598187577,-0.018520417,-0.027167262,-0.047371116,0.0086779865,0.0259479519,0.0315798658,0.0,-0.003278689,1.108980152,-0.032756053,7.0,12.459028608,0.6761728013,0.0,0.0340136066,0.0242036803,0.0332414794,1.1107987008,4.2347816164,6.7564967e-08,3.8877997e-08,0.8555337165,0.7319379401,0.4808130054,0.0620285906,0.4905567804,-0.06990444
83929,0.178035901,-0.237337795,19.364879329,0.0,0.1852240094,0.5985402395,-0.397129187,-0.201648446,0.0450460764,0.0649109792,1.7640886125,-0.064823195,2.0,-0.01527738,-0.118823529,0.160004038,-0.772128237,0.1766627078,1.0051384951,-0.541146463,0.5539604244,0.0,0.7676449187,-0.574780614,0.4341498909,16.322443182,102.14222222,-1.51326794,0.0,0.0,1.0,0.0,0.0,0.0406094778,2.0,-0.334171701,-1.857022786,-0.388674414,-1.671639158,-0.077768785,-597.6853022,0.0474054556,10.607222237,0.0,-0.046752649,-0.092216838,0.0194295603,0.0675422139,0.0058927909,1.0,0.0096969697,-0.648741045,-0.136303462,5.0,9.2252597722,0.4749262537,0.0,0.1000000015,0.0398187153,0.0595419491,1.0540833203,3.5532984883,4.8606365e-07,3.1223337e-08,1.0514265684,1.1054978288,-0.011573045,0.1178339465,0.7048387006,-0.038040377
83956,0.2906403941,0.0425038042,3.7770179872,0.0,0.0540582364,0.2180469227,0.2312945666,0.142014868,0.5109516078,0.0202212896,-0.107452094,0.0152683568,2.0,0.0,0.0,0.5831096686,0.179071078,0.1561229101,-0.389801302,0.2046393957,0.686555805,0.0,5.041758991,0.067233655,5.041758991,1.2567761756,3.6425391354,0.8452711318,0.0,1.0,0.0,0.0,1.0,0.6392175029,5.0,-10.24920845,-0.833873499,0.064636687,56.977500419,0.0809088351,-795.1374973,0.0519717294,11.541870001,0.013184258,-0.033922115,-0.039148461,0.0653141911,0.540609654,-0.122395581,0.0,0.0,-0.679928622,-0.060770784,5.0,12.000704546,2.3695406402,0.0,0.1083333343,0.0453974702,0.0561535057,1.2505515062,15.925825738,5.7291566e-08,7.5576901e-09,2.8414940919,8.0740886744,0.0344373534,0.1066988492,0.6824933538,0.1833180197
83976,0.0370200046,0.030436081,34.087635058,0.0,0.0783942294,0.3285455335,0.5984520278,0.7325668252,1.6075973177,-0.000803134,0.3167483046,0.0631087939,2.0,-0.007031166,0.3673469388,0.5553385494,0.0489558612,0.2317455365,0.1626101447,4.2300231358,0.6394408583,0.0,1.6272214092,0.580520104,1.1205609151,12.225302927,20.471624804,0.5905765665,0.0,1.0,0.0,0.0,0.0,7.6386556591,7.0,0.0133200954,0.2476032961,-0.813558741,-0.171897992,0.1016542905,835.35197244,0.0555419562,15.284026377,0.0611975732,0.1001853015,0.244400243,0.0398785917,0.3130597984,-0.009110698,2.0,0.0017637795,0.9676514614,0.0627343506,7.0,16.257172864,1.4366335419,0.0,0.0576298684,0.0284858635,0.0487804876,0.4768767839,12.656388812,3.298453e-10,5.8150773e-09,0.8604993443,0.7404591215,-0.071784224,0.0681777325,0.1767883771,0.0227638478
84044,0.4938763232,0.0119935682,1.1043896775,0.0,0.3870786941,0.8980046975,0.0762243816,0.4948932096,0.4625635024,0.0068041237,2.2736011668,0.0341699108,3.0,0.1729095261,1.7211538462,0.2290996095,-0.00846441,0.2195321001,-0.349697711,0.0481284312,0.6644959211,0.0,3.1680885705,-0.301792031,2.1165092804,3.7731629393,3.6027612668,0.0975443278,0.0,0.0,1.0,0.0,0.0,0.5734653136,3.0,-1.971633136,1.5973449013,0.0107595395,0.0650064583,0.2175783165,-1449.35558,0.0307916777,12.499596372,-0.004388648,-0.046665605,-0.053699576,0.1173645114,0.2700988373,0.0554093145,0.0,0.0003827751,0.8366345257,0.115708502,3.0,12.963035821,2.3945717403,0.0,0.1142131984,0.0546341663,0.0673097963,0.6854380478,11.036025253,1.0686014e-08,5.4891392e-09,2.3283036409,5.4209978443,-0.031460957,0.0823832633,1.0933218318,-0.06990444
83940,0.1700828275,0.0128245125,5.2444164168,0.0,0.0338000247,0.1302303101,0.1547546861,1.9301453996,1.0532739438,0.189234104,0.5272996483,0.0207993851,2.0,0.0,0.7245657568,0.6000805207,-0.077818596,0.3869487128,0.2694249675,2.584421937,0.8926039148,0.0,6.7058489226,1.0451629863,6.7058489226,0.856245175,3.5497004205,0.5532527768,0.0,0.0,1.0,0.0,1.0,1.5409737009,5.0,-10.15914474,-0.109307743,-0.05592088,55.683426747,0.0864398633,-179.0309973,0.0519717294,11.192588477,-0.078893515,-0.075454545,-0.090033528,0.0007024832,0.5924141348,0.0494799235,0.0,-0.047567568,-0.506929003,-0.131135533,6.0,10.626633366,2.1197949627,0.0,0.224999994,0.0742826489,0.1046843695,1.1254313076,9.0338739011,1.3526421e-07,1.3258781e-08,1.5755364119,2.4823149852,0.3215074467,0.1209802831,-0.02160507,0.1833180197
83945,1.8159122691,-0.330374623,-3.970928621,0.0,0.8957385736,1.8052550232,-0.25582533,0.1553938786,0.0205218264,-0.000955882,3.6423558132,-0.13112534,2.0,0.0170402961,3.2570780733,0.9057682745,-1.632098151,0.3319214478,0.6321757145,-0.15695815,0.3318193208,0.0,1.0554316231,-0.815097119,0.9911444602,4.2494802495,4.5980803839,-0.420443483,0.0,0.0,1.0,0.0,0.0,-0.006177733,2.0,-10.43075058,2.4466143055,1.5899085619,57.497098372,-0.065484862,-894.4727473,0.0519717294,10.444193529,0.0611975732,-0.363811084,-0.535149952,0.0331870244,0.5290311522,-0.146406095,0.0,-0.366653058,-0.015541316,-0.115246461,4.0,11.444245045,3.0591909155,0.0,0.0810810775,0.0299509873,0.0745353606,0.3296283061,1.5664430595,1.5772852e-07,2.2824357e-08,1.6744575422,2.8038080607,3.9052158664,0.1990582992,-1.03376621,0.1833180197
84084,0.3975458614,0.0596406628,47.932804233,0.0,0.2045876757,1.2591294571,0.165145621,0.284563205,0.8046509013,0.0031279324,0.5312602722,0.0232326293,3.0,0.2366672682,0.2515679443,0.2622949376,-0.030093153,0.1983642737,0.0512612316,0.1862141266,0.5379482437,0.0,2.2505151984,-0.162198074,0.2028593509,151.69312169,63.995535714,0.511440667,0.0,0.0,0.0,0.0,0.0,1.12174027,2.0,0.0974532516,-0.059908326,0.0066893471,-0.09831915,-0.000134324,-637.1524526,0.0463950228,11.775483941,0.0040226209,0.0263464889,0.0419774543,0.0472331064,0.018561866,-0.015054986,1.0,0.00012194,0.6839593432,-0.159584825,4.0,12.676182519,1.7181124435,0.0,0.0301369857,0.0188354458,0.0403424653,1.5873193617,4.1264496465,2.2783919e-07,2.5178022e-08,1.2582469152,1.5831852997,-0.368282183,0.0768930261,0.6300536964,0.0557863527
84275,0.2065036861,0.0258856622,229.07048636,0.0,0.2133682828,1.4419807428,0.1533324796,0.9123485156,1.3985493535,0.4683309097,1.2098016719,0.0089872803,2.0,0.267102209,1.035,0.7285118734,-0.01284608,0.1365620921,-0.369934599,0.6788523087,0.5183003505,0.0,1.8130851552,-0.288430382,0.6831512506,523.26633166,14.891517529,0.2445105449,0.0,0.0,1.0,0.0,0.0,2.4134487029,3.0,0.0307641903,0.8876051195,-0.538856921,2.510677873,0.0536732812,-360.440671,0.0580320806,13.094336776,0.0082973197,0.0225167497,0.0457820014,0.0523184535,0.0059556458,-0.006610164,1.0,0.0,3.0782887031,0.0113000218,4.0,12.903519631,1.1107015131,0.0,0.1237113401,0.0462583538,0.0560383454,0.7968242381,1.887162224,4.8443741e-08,4.3750289e-08,1.4273365555,2.0372896428,0.0157587989,0.0717078431,0.1688644732,-0.038040377
84230,0.5738585109,0.0671007693,26.458467742,0.0,0.3233710317,1.641286236,0.148281311,0.3186970971,0.8499091025,-0.002399128,0.9003194592,-0.071433918,2.0,0.1326075557,0.2978021978,0.1581580747,0.0739889792,0.1394985765,-0.188831998,0.1247181989,0.4193100172,0.0,3.9516009722,0.1736371071,1.1155024834,168.00483871,13.151063695,0.3204137667,0.0,0.0,1.0,0.0,0.0,1.1188042371,3.0,-0.012259439,0.2239945597,4.4000468973,0.0993477358,0.3405195503,-4356.613031,0.1306174191,11.371926257,-0.009978256,0.0002035607,0.0003482407,0.1342552881,0.0156970668,0.0023902265,0.0,-0.001066667,-0.454977189,0.0416666679,4.0,9.1266190314,0.0989571939,0.0,0.125,0.0548192408,0.0378410525,1.5835949751,0.586267933,1.36574e-05,6.3000003604,1.1046327852,1.2202135902,0.1505619508,0.0711051067,0.1626262588,-0.063366756
84229,1.475904656,0.0858391997,-3.39067028,0.0,0.7725923181,8.0041496851,0.0546272358,-0.022574217,0.545904343,-0.050205279,-0.083540387,0.0924786958,2.0,-0.016680857,0.2243346008,0.0784287624,0.0848455091,0.2242677824,0.2686703859,0.0126908371,0.6385491264,0.0,2.3432098765,-0.04147795,1.8716563786,21.737683804,7.7019318528,0.1718199609,0.0,0.0,0.0,0.0,0.0,0.8605634949,6.0,-0.168066837,0.0133454644,0.5220537598,-0.896866264,-0.08729692,-299.9739713,0.1678673657,10.215644226,-0.002667956,0.009983478,0.0152095327,0.4046233536,0.1775954996,-0.008177023,0.0,-0.007516703,1.6460271845,0.0156126507,6.0,10.262935991,0.982421473,0.0,0.1428571492,0.0501919061,0.0670144066,1.0597821699,3.7951905955,5.2160443e-07,2.9191038e-08,1.1491455512,1.3205354979,-0.934600104,0.1134670397,0.5397727351,-0.22287765
84216,1.2679818838,0.0028249021,-5.743236003,0.0,1.0481922162,2.8493129654,0.0393729341,0.1202494988,0.2132174946,0.0,0.3012006861,0.1516235511,2.0,0.0016390342,0.0625610948,0.4863133279,0.4205800178,0.0785055569,0.3550469668,0.0047445255,0.5084543297,0.0,0.536972939,-0.143895121,0.4637350535,24.858023038,183.46492271,0.1680249122,0.0,0.0,1.0,0.0,0.0,0.3019708029,6.0,-0.726975785,-0.154302277,23.254218021,-0.619341976,-1.267742316,-487.1060306,0.082228137,11.071658941,-0.000420097,0.0116104392,0.0206036508,0.1338995298,0.0492775554,-0.057410827,0.0,-0.000930906,10.603568943,0.0749630705,4.0,10.232935174,0.5828955952,0.0,0.0752688199,0.0278564992,0.0451878031,1.3300673638,2.1727308424,5.5227931e-07,4.9186732e-08,1.0277942604,1.0563610416,0.1902102577,0.0820769976,0.4157946545,-0.142772135
84329,0.3779705737,-0.038901105,1.8490282455,0.0,0.0607514478,0.3215286592,-0.17218897,0.0348825349,0.6940128515,0.0366522606,0.4096989967,0.0306711936,2.0,0.0006683152,0.2941176471,0.4273465993,-0.020232792,0.3632452366,0.6770608003,-0.007531317,0.8348015046,0.0,6.0253953043,-0.307812208,5.9669381888,1.0581036854,6.5018944914,-0.421096461,0.0,0.0,1.0,0.0,0.0,0.7724331075,4.0,-0.236146001,-0.0350791,0.2790983409,-1.279253565,0.0243127271,-1094.745425,0.0458258411,11.058716442,0.0022219943,-0.05276126,-0.061241611,-0.018269087,0.7360731203,-0.035649112,1.0,-0.004210526,-0.456973688,-0.016009852,6.0,11.212659547,1.2742998136,0.0,0.0891089141,0.0451516134,0.0776609198,1.0553479827,6.3316254267,1.6707195e-07,1.3042328e-08,1.9776925106,3.9112676665,0.5754135851,0.1195436451,0.8452381244,0.1833180197
84311,0.4599093851,-0.049190939,1.0643581081,0.0,0.9895145631,3.0446601942,-0.027165229,0.2273962992,0.3347364729,0.0,0.4832350202,-0.145708738,2.0,0.0044883657,0.3,0.2376341823,0.1363758969,0.0824060635,-0.291770337,-0.104817577,0.6067667905,0.0,1.9315934066,0.3014514676,1.8947802198,19.864864865,5.8045409674,0.0045008439,0.0,0.0,1.0,0.0,0.0,0.6736545051,4.0,0.0144910922,-1.466601331,-0.10680093,3.1334742532,-0.158654328,-626.4258023,0.0474054556,9.8099458081,-0.000398343,-0.018195148,-0.0659739,-0.026925566,0.0076999503,-0.033899905,0.0,-0.033254225,0.7753074722,-0.071454623,3.0,9.2302900473,1.1965155009,0.0,0.1489361674,0.0508056006,0.0641198979,1.8767902852,8.6488561911,1.90542e-06,1.2619278e-08,-0.054969523,0.0051793563,0.6634784379,0.1165241059,1.4109890775,-0.038040377
84294,0.8111174458,0.0609464082,-0.048100641,0.0,0.6631698974,1.5535347777,0.0702132538,0.1838575287,0.444902257,0.0,0.3716981132,0.0783922463,2.0,0.0176512515,0.0431372549,0.0801950369,0.013435393,0.0731180061,-0.064108294,0.0812433501,0.5783306006,0.0,2.6523566497,-0.468978864,1.5646952867,6.7215096201,38.59631728,0.22066428,0.0,1.0,1.0,0.0,0.0,0.6836905305,4.0,0.1555227323,-0.577962853,2.3692287456,0.2722098241,0.1435951946,-2245.907706,0.0513155969,10.29548741,0.0006686168,0.0085266984,0.0164742421,0.0551998363,0.0569677484,-0.208885748,0.0,-0.004102564,-0.495412844,-0.043036282,4.0,8.2888015178,0.1492968453,0.0,0.055555556,0.0226215235,0.0438822523,1.4996967912,2.2714924364,2.8133025e-06,4.2000001192,1.1260096733,1.2678977843,-0.246104577,0.0806553419,0.7554293237,-0.128360932
84327,0.6258673789,0.091600322,0.1819514596,0.0,0.3017051529,1.9063976248,0.2596775751,0.2580071174,0.8541849609,0.013968254,0.3407284016,0.1416260931,2.0,0.0017193209,0.2520325203,0.023360041,-0.021517023,0.2736318408,-0.099662975,0.2216716001,0.7404442403,0.0,2.845315412,-0.114288527,2.3287400463,4.7892303741,7.4342857143,0.3869444265,0.0,0.0,0.0,0.0,0.0,1.228888815,3.0,-1.923034499,0.1282235754,0.1427505952,-0.432713274,0.3250344988,-1518.234205,0.0307916777,10.767637262,-0.014631727,0.0263597788,0.0390667538,-0.0134086,0.4535073712,-0.019417116,1.0,-0.001684211,3.6418241739,0.1846020371,6.0,10.062828312,0.9228679741,0.0,0.2027972043,0.0756952997,0.0945513136,0.9418125946,5.1314415081,4.0342237e-07,2.008156e-08,1.6216334214,2.6296949532,0.09789103,0.0984091592,-1.034641468,-0.06990444
84394,0.4144472192,0.0543369952,-175.7887379,0.0,0.8925889932,1.7608081454,0.0838013718,0.7594615287,0.5162406156,0.0001517451,1.3216967447,0.1564787364,2.0,0.267102209,0.5175,0.419922424,0.1491527786,0.1416637754,-0.149691184,0.1512045105,0.5251255885,0.0,1.3620147179,-0.267314203,0.2077854201,1382.7487252,11.430933049,0.1191860745,0.0,1.0,1.0,0.0,0.0,0.9893501908,4.0,0.009385289,-0.763185289,-0.295149105,0.8066843632,0.184941362,-444.6530799,0.1941669369,10.878268866,-0.026014837,-0.018359151,-0.067231246,0.3504154507,0.0018961977,0.0526781808,0.0,-0.021176471,-0.694411571,-0.020641762,6.0,9.2641180777,0.5695341127,0.0,0.1111111119,0.0278883644,0.0233857335,1.2202671894,1.5320449417,4.6817588e-07,1.050000089,0.9138511373,0.8351239011,0.1243537031,0.0641995513,0.4637681032,-0.136508511
84588,0.5007412705,0.0443976219,15.069511711,0.0,0.4865337717,0.444072552,0.1000089625,0.0656265735,0.1517450222,0.0314614141,-0.001743348,0.1454120074,2.0,-0.00214471,0.0,0.2412721656,0.1449030086,0.0575335748,-0.043402076,0.1404061469,0.423044528,0.0,1.2160040688,0.2409446385,1.0652369246,21.026496515,15.489447654,0.1730554435,0.0,0.0,1.0,0.0,0.0,0.2763283095,7.0,-1.050696087,-0.563324271,4.1364634506,-4.104819581,2.0156747763,531.01255996,0.0439626531,13.233350037,0.0001777559,-0.022429017,-0.044221657,0.021739879,0.0204574494,1.05796831,0.0,-0.001121495,0.6611580365,-0.00567991,5.0,12.413262104,0.4959208535,0.0,0.0519480519,0.0190333547,0.02693059,0.6588878744,1.1569581461,2.244334e-08,6.95318e-08,1.090433207,1.189044579,0.0510135773,0.0532649364,-0.053857983,-0.084327062
84519,0.2676617238,0.0299779508,4.9386314146,0.0,0.0549329013,0.2863369378,0.3380076223,0.2799377499,0.6380168505,0.0398034002,0.1653555545,0.0200069036,2.0,0.0584493533,0.6432818074,0.3591500881,-0.207637749,0.2695676836,0.78947284,0.3062978569,0.71504834,0.0,6.9110694911,-0.021746927,5.7662102816,2.0875426271,5.9444847435,0.9547314197,0.0,0.0,0.0,0.0,1.0,0.7840829079,3.0,0.2563161467,0.6042093115,2.9807110543,-0.139468497,0.2485287858,211.34924463,0.041769416,14.904678808,-0.060816854,-0.012073034,-0.014842046,-0.021941038,0.4251918159,-0.157558088,0.0,0.0020363636,-0.42736052,-0.165408868,6.0,16.678698152,7.8504100277,0.0,0.139810428,0.0571877178,0.0619623491,0.7273437611,27.684612393,3.854253e-10,2.9367112e-09,2.4269128909,5.88990618,0.0998177092,0.1271517236,1.3642533938,-0.006363412
84535,0.891104852,0.0423570574,-4.956338988,0.0,1.9815003228,1.7151023159,0.0575898536,0.6360322754,0.3631661335,0.0339160473,0.8088825319,0.0246441061,2.0,0.0017843772,0.2761104442,0.5281271073,0.0040810412,0.1464300089,0.0410923559,0.3492902811,0.4302854066,0.0,1.703786645,0.5988455514,1.6523615635,39.129960618,4.0802350191,0.1845337246,0.0,0.0,1.0,0.0,0.0,0.8208009972,5.0,0.7408556862,-0.079227425,0.2573667331,-1.163070961,0.0298036038,-1329.290678,0.3454349458,11.136847421,0.0,0.0091705802,0.0295620819,0.386543743,0.0219046736,0.4069917338,4.0,0.0305147852,2.1474248731,-0.195985802,5.0,10.74140044,0.8751326836,0.0,0.0721649453,0.0319296276,0.0457578681,0.6396718895,1.482921744,2.2252247e-07,4.6588179e-08,1.5345029637,2.3546993456,0.4055797936,0.0926224518,0.1846154094,0.2772310266
84761,0.3196106669,0.0621470202,0.8981208548,0.0,0.6603493343,1.725200558,0.0985919486,3.3234095673,1.6075973177,0.8420540541,3.8090478695,-0.069487646,2.0,0.267102209,1.5,6.2456320658,-3.7444915,0.9289419087,0.3295756229,2.5820684072,0.4861916266,0.0,1.2973751337,0.4425226231,0.9442250199,70.402358143,3.9103616233,0.1963687404,0.0,1.0,0.0,0.0,1.0,4.1664642785,5.0,0.1819855873,1.1708032532,0.2207384341,3.2645295939,-0.075846112,-1053.372988,0.0458258411,11.912439568,-0.021203667,0.0711417212,0.1106323185,0.4944132691,0.0250059889,0.0032532312,2.0,0.0535332969,2.6660284019,0.0397751667,4.0,13.124472901,3.6094158675,0.0,0.1532258093,0.0472705968,0.0594324305,0.6885521129,44.047993517,8.5866012e-09,3.6812308e-09,1.0454947388,1.0930592489,-0.473756298,0.0812143184,0.4012771549,0.1833180197
84730,1.4844989917,0.0379123084,-38.64950469,0.0,0.9513668258,2.5876311094,0.0366899977,2.3665722077,0.6690370529,0.7458252427,1.3499283325,0.0981464556,2.0,0.1577606896,1.7764705882,2.0730497106,-0.152863013,0.1890770252,0.7600846614,3.6580480699,0.3588319384,0.0,1.2360662441,-0.130554265,0.7891637702,69.747653806,3.8463484761,0.1208888382,0.0,0.0,1.0,0.0,0.0,1.4589706239,4.0,-1.939908889,1.6526616433,1.0013822081,8.4008943625,0.2815548613,-1551.07483,0.0307916777,9.8577511584,-0.039565845,-0.013710223,-0.019217994,0.4449280198,0.0152306837,0.0057488027,0.0,-0.100869565,1.6024085182,-0.054048941,5.0,10.22450164,1.8333889445,0.0,0.1818181872,0.0526230596,0.0611990383,1.0747103782,10.904771453,5.0929346e-07,1.4733989e-08,2.1116745604,4.459169449,-0.049494313,0.1621615751,-0.233772277,-0.06990444
85019,0.2796190476,0.0872380952,9.9270833333,0.0076190476,0.267292517,0.6165170068,0.2485607289,1.1413807799,0.9386320051,0.0,3.8246561886,0.0842176871,2.0,0.0385280651,0.027027027,0.1627918912,-0.120681648,0.09903483,-0.241435344,0.3980952381,0.3520312951,0.0,1.7115257958,-0.474084288,1.3271130626,10.261322464,6.1484396201,0.5804873935,0.0,0.0,1.0,0.0,0.0,1.1933333333,2.0,-6.795446418,-0.2418902,0.1760349255,0.3089854919,0.2595355465,-3450.514976,0.0245200929,10.676196556,0.0057567317,0.047813324,0.0935188789,0.0971208791,0.146644534,-0.036440261,3.0,0.0022417582,-0.778319123,-0.069667255,5.0,5.8694734512,0.017,0.0,0.0416666679,0.0246074445,0.0496669106,0.9330461099,0.1614736506,3.1469261e-06,12.600001097,-0.054969523,0.0051484903,0.5985287539,0.0654958708,-0.643294833,-0.138489395
84998,1.942495774,0.0386078242,-51.20645161,0.0,1.457437817,3.252777107,0.0411785301,0.1389725958,0.2854788148,0.0,0.3537262379,-0.007033325,2.0,0.0234584419,0.2032520325,0.0667947055,-0.115647507,0.2388151805,0.0712116867,0.0178255093,0.3901374464,0.0,2.0859704454,-0.006377251,1.018498175,86.901612903,4.3887915937,0.1226711774,0.0,1.0,1.0,0.0,0.0,0.4060325193,2.0,-1.136521095,-1.857022786,1.6937227212,-0.401962196,0.0495570166,-794.6746204,0.050238934,10.432231677,7.05823e-05,-0.004510223,-0.007894205,0.0289768977,0.0073861638,-0.00061199,0.0,-0.042666667,0.2067703759,0.0447448548,2.0,10.434428255,0.7256084983,0.0,0.113636367,0.0491383084,0.0544136023,0.9081812723,0.6147414287,4.1618242e-06,1.7844523e-07,0.7973368168,0.6357459995,0.585303654,0.0785765664,-0.252380943,-0.188274376
85400,0.8200503688,0.1161544432,-0.346634954,0.0,0.2422770495,1.727195451,0.1816310903,0.187768595,1.1759622196,-0.028283979,0.4848563293,-0.096302593,2.0,0.1934550792,0.2745098039,0.2325777671,0.0048004878,0.3788187373,-0.082681085,0.1214764325,0.6182528726,0.0,4.1052998605,-0.206248374,2.1337168759,9.6058256988,6.7701986755,0.6892384623,0.0,1.0,0.0,0.0,0.0,1.4379043438,4.0,2.9512216401,0.1545193463,0.8882585054,1.0566305751,-0.032275393,-798.6653171,0.0535467671,9.8579670372,0.0178040142,0.0209854716,0.0279770445,0.1044122849,0.1692576836,0.0384015172,0.0,-0.002162162,0.4048422066,0.000713869,4.0,8.589513853,0.4838435374,0.0,0.1458333284,0.0540450536,0.049490491,1.0928982778,1.0597238244,7.8931244e-06,1.0406748e-07,2.0332122574,4.1339520838,-0.061287454,0.0734211431,0.0827067734,-0.118909048
85380,0.1736617804,0.0221444076,11.390781558,0.0,0.1089785688,0.2777364519,0.1275634873,0.478100016,0.8764503442,0.1062248174,0.4886788314,0.0448544093,2.0,0.0,0.3838412077,0.441748532,0.0321633403,0.3740546063,0.3315043672,0.4715378936,0.4568556655,0.0,1.5056427414,-0.290091897,1.5056427414,4.4101103965,3.5151220907,0.3172072935,0.0,0.0,0.0,0.0,0.0,1.4179952175,5.0,-0.050664386,0.0546444609,0.0747895476,-0.159855689,0.0384959429,2198.709012,0.0458258411,14.521793199,0.0133196068,0.0440173423,0.071081781,0.026920734,0.2228174814,0.0053477034,3.0,0.0003053435,3.9950177617,-0.251203312,6.0,14.642949174,1.8365721114,0.0,0.2237442881,0.0699249233,0.0845512065,0.6218689867,7.4346952491,1.9941967e-09,8.4356573e-09,0.6502143018,0.4227786382,0.2200982133,0.0821389431,-0.391717281,0.1833180197
85575,1.4327113732,-0.052976765,-266.4617869,0.0135238192,1.5697798566,6.4559459047,-0.020024437,0.4049578912,0.4154731884,0.0155804257,1.4035497431,-0.226956124,2.0,0.2034226927,0.2195121951,0.1990972445,-0.049242096,0.1683039294,0.0448676824,-0.03453474,0.5116644879,0.0,1.4048784277,-0.548370246,0.1918705709,992.046875,57.457918552,0.1059420887,0.0,0.0,1.0,0.0,0.0,0.5809236673,1.0,0.0956546817,-0.091964075,1.041854859,0.2857583017,-0.250323077,-741.1664526,0.0463950228,9.3048775258,-0.004862687,-0.006731264,-0.01099055,0.3668548553,0.0211930926,0.0418012618,0.0,-0.053333333,0.4661884944,-0.190909095,4.0,8.5948715678,1.0500576203,0.0,0.1875,0.0801632479,0.0531564473,1.0454444334,0.9020176883,1.23168e-05,1.0014611e-07,0.7022845952,0.4932036527,-0.103763882,0.0953783588,0.6024955226,0.0557863527
10218,0.9118989119,-0.389376389,-5.285714286,0.0,1.2714402714,3.9514449514,0.0288387025,-0.090417235,0.5545915383,0.3141396475,0.1269314529,-0.076986077,18.0,0.0301707635,-0.084210526,-0.088423439,-0.026748814,0.5115995116,-0.059490517,-0.006880734,0.4547307754,0.0,3.1431503335,0.1464904396,1.4479220113,56.761344538,7.1026288118,-0.242808386,0.0,0.0,1.0,0.0,1.0,1.3906727829,3.0,2.851681616,-0.204200984,0.9801070485,1.3016753141,-0.012958877,-813.7936921,0.0535467671,8.2338599823,-0.001931974,-0.009270671,-0.022196561,-0.165173972,0.0564067583,-0.009903613,2.0,-0.061398642,1.3504003105,-0.173202615,3.0,7.5942554168,0.7354474526,0.0,0.6153846383,0.1924346596,0.1495744325,1.5289417277,8.4300518184,1.4404e-05,2.3802258e-08,-0.05250359,0.002756627,2.1126264985,0.1236534562,-0.233652303,-0.121018465
65832,0.4326352785,0.0315814156,13.032577066,0.0076159687,0.7136895586,0.9076173747,0.0757937665,0.0300925813,0.3792653165,0.1643923731,-0.079491769,0.056172758,14.0,-0.003427361,0.0196078431,0.0290095931,0.0636928545,0.1081930247,-0.002275893,0.2818234592,0.4359401392,0.0,2.0434941684,0.1572184677,1.1366426235,45.493134491,3.9196157854,0.0950316659,0.0,0.0,1.0,0.0,0.0,1.1484288494,7.0,8.4067255092,-0.135523432,0.3092670365,-1.909267569,0.0945824705,-2220.179718,0.0264272264,13.169263185,0.0022113577,0.0088347512,0.0315487332,0.0584425946,0.0180380787,-0.039519994,1.0,0.0011428571,0.659483719,0.0482067866,5.0,13.99746413,1.594038693,0.0,0.1091269851,0.036743566,0.0363635214,0.6965755162,4.852703001,5.9066311e-09,1.3727881e-08,0.7147376227,0.5108498693,0.1342414488,0.0615269796,-0.152752513,-0.183562009
