firms,bm,ep,cashpr,dy,lev,sp,roic,agr,gma,chcsho,lgr,cfp,age,chinv,hire,sgr,pchgm_pchsale,depr,pchdepr,egr,tang,sin,currat,pchcurrat,quick,salecash,salerec,cashdebt,divi,divo,securedind,convind,rd,operprof,ps,chpmia,chempia,bm_ia,pchcapx_ia,cfp_ia,mve_ia,herf,mve,chtx,roaq,roeq,rsup,cash,cinvest,nincr,sue,aeavol,ear,ms,dolvol,turn,IPO,maxret,retvol,baspread,std_dolvol,std_turn,ill,zerotrade,beta,betasq,pricedelay,idiovol,chmom,indmom
78120,0.5359173786,0.1067804141,-4.336744311,0.0,1.3496999834,6.9330922382,0.0357524438,0.1364566975,1.1901813176,0.0992478265,0.0187887739,0.1754183425,24.0,0.0571311479,0.025,0.0317327436,0.0232958416,0.1737006948,-0.14968368,0.6026288059,0.5700897266,0.0,1.4881864392,0.0466912877,0.2578111166,38.787784464,118.54032343,0.1133083776,0.0,0.0,1.0,0.0,0.0,5.7981716673,7.0,-0.000640536,-0.048807638,4.362105765,0.2726647111,0.5873718104,-4160.017781,0.1306174191,13.800921656,0.0023934161,0.0087657528,0.0320553917,0.1608892305,0.0328363382,0.0164216754,0.0,0.0043537415,0.1986519232,-0.0622933,4.0,14.531043393,4.3686816158,0.0,0.0661896244,0.0282617836,0.041048408,0.8376220226,29.921744916,1.0780126e-09,3.737363e-09,1.2294713523,1.5115998061,0.0573028514,0.0798900701,0.7642905059,-0.063366756
38746,1.3222646378,0.1291111806,-5.384479943,0.0,2.2928484191,2.6301800925,0.0487500657,0.1191217227,0.0773899109,0.0,0.1255126393,0.0428272768,24.0,0.0634459489,-0.082278481,0.1419437253,0.9487141695,0.1048290264,0.7345480428,0.1082100377,0.5849406271,0.0,4.6821966693,0.6658991314,2.2063838224,8.1477798898,2.43987448,0.0742283025,0.0,0.0,1.0,0.0,0.0,0.1029221721,7.0,-0.627938113,-0.310580126,1.7570306073,-11.90674441,0.0874166084,-103.7551334,0.0610395049,10.648787541,-0.006608446,0.0014529248,0.0039230575,-0.136555977,0.0522355578,0.1334738987,0.0,-0.039441529,1.4322169059,-0.119372297,2.0,9.1275835678,0.1787669064,0.0,0.0909090936,0.0337141191,0.0251442759,1.1678906286,0.6148327155,1.2004286e-06,2.1000001879,1.0375636374,1.0765383017,-0.023848738,0.0657737648,-0.118515656,-0.266958378
60871,0.3541531365,0.0375021823,5.4613200462,0.0,0.2301644338,0.3862237042,0.1102899236,0.0554904519,0.404353991,-0.009857572,0.0852686678,0.0705190298,24.0,0.0270908155,-0.04,-0.010392491,-0.005489264,0.1773237176,0.1329700243,0.0369983366,0.5263766883,0.0,2.8159690082,-0.137078428,1.9586578528,4.0359028684,5.9344380091,0.3466457166,0.0,0.0,1.0,1.0,0.0,0.645136151,4.0,0.4075316941,-0.079072496,3.067202467,-0.505705593,0.2990409119,1623.0729946,0.041769416,15.640333754,-0.006007303,0.0142986128,0.0225157716,-0.010931336,0.163775628,-0.089602328,1.0,0.0,5.0809615763,0.3058661371,7.0,15.83658059,1.350692415,0.0,0.0863192156,0.0348443647,0.0430028227,0.624515845,4.276358921,6.714932e-10,1.5823527e-08,1.8420536271,3.3931615652,0.0393684427,0.0637443366,1.0528857849,-0.006363412
14198,0.4875280202,0.0463515924,1.80716133,0.0056309578,0.0928933412,0.55998731,0.1723463167,0.0729496846,0.4422030111,0.0036505039,-0.015039605,0.0535406685,24.0,0.0243150708,0.1,0.1491472918,-0.002738198,0.1510526412,0.2128202332,0.1009526063,0.7259404536,0.0,6.4697514716,0.0356180188,4.9732395901,2.3694417077,5.3057930248,0.6660931394,0.0,0.0,1.0,0.0,0.0,0.5442256459,7.0,2.9948090387,-0.019990458,0.5557361568,1.4166155667,0.1175678688,-306.9754421,0.0535467671,12.931179113,-0.000666681,0.0157018983,0.0189329566,0.00542159,0.4044065503,0.0002056116,0.0,-0.001045752,0.2201628776,0.0788659088,7.0,11.766654476,0.3515729717,0.0,0.025590552,0.0134024123,0.0194048254,0.9040444237,1.6929625856,3.088977e-08,5.8677853e-08,0.8014503261,0.6423226253,0.2442357385,0.051037764,0.138415981,-0.118909048
45583,0.8247889566,-0.032677385,-25.01694317,0.041616531,0.9692411911,2.4942632192,0.0526130958,0.0123094113,0.3738666253,0.0051473004,0.1067709601,0.1234000019,24.0,-0.032642901,-0.069306931,0.0762541929,-0.067840229,0.1269305778,-0.027039038,-0.079966815,0.5142693493,0.0,2.6244794765,-0.216344241,0.9460714776,185.85386516,6.9987638075,0.0350995214,0.0,0.0,0.0,0.0,0.0,0.6825317981,4.0,0.9640817596,-0.110208288,0.3433539368,-1.095024575,0.0858868299,-1029.588509,0.1126507285,11.900033525,0.0226560507,0.0080203721,0.0162024677,-0.073439627,0.0008448532,0.0228441489,1.0,-0.002293907,-0.555555556,0.0176799432,2.0,11.158631613,0.4710378735,0.0,0.0472440943,0.0157878963,0.0188067764,0.565969565,1.250872035,4.1438927e-08,4.6790437e-08,0.649286208,0.4215725799,0.2301585714,0.0402497454,0.1296548398,-0.107818088
14702,0.2445573599,0.0226460504,4.7898464806,0.0,0.1417735853,0.3167396176,0.1710416103,-0.027821043,0.423536799,0.0016718856,-0.150110284,0.0639785209,24.0,-0.026112804,-0.133869578,-0.007998478,0.0208717639,0.225521593,0.0956227164,0.060652491,0.6672087398,0.0,3.146627191,0.1701407121,2.6495619345,2.2917826256,5.286899978,0.2912740695,0.0,0.0,1.0,0.0,0.0,0.7131057304,6.0,-1.94467262,-0.257678523,-0.238559424,-0.449243555,0.2473869265,11183.358545,0.0307916777,16.836597176,-0.03219908,-0.025529212,-0.039464107,-0.047585232,0.3577416196,-0.004966246,0.0,0.0005045045,0.3489096388,-0.033099385,7.0,17.753166021,5.311207573,0.0,0.0824499428,0.0412129021,0.0666035193,0.3645380604,8.9470458813,6.051231e-11,4.2514816e-09,1.8231991222,3.3240550393,-0.022409363,0.0712855425,0.2084173597,-0.06990444
15537,0.9364855929,0.0272625493,-0.335167136,0.0190392636,0.1847620419,1.1457079817,-0.004683131,-0.011703331,0.4039611274,0.0,0.0751295337,0.0710764255,18.0,-0.000464387,0.0252808989,-0.009666101,-0.010216285,0.1250316376,0.0943322805,-0.027204222,0.6683355211,0.0,5.7123240049,-0.160275687,3.9148270468,3.3311505368,5.5886561063,0.2980098406,0.0,0.0,1.0,0.0,1.0,0.4753121684,5.0,0.041335126,-0.108561098,-13.98379126,-0.486110659,-0.912636679,-1135.478641,0.0270140569,10.335493158,-0.003278689,0.0054633076,0.0065715844,-0.029355196,0.2975492808,0.0029685212,3.0,-0.009536893,0.0900554463,-0.076199338,4.0,9.1844069899,0.3000074388,0.0,0.0714285746,0.0440717436,0.0625616797,1.1199144293,1.5658288037,2.5296819e-06,4.2000001133,0.4359728881,0.1900723592,0.4625742054,0.0539738286,0.4516112056,-0.06990444
68830,1.3510416317,0.0946656385,-6.97600813,0.0,1.9764325729,5.2493322669,0.078353089,0.0503801898,0.4685930155,-0.058558559,0.0649214804,0.4536210852,14.0,-0.033565097,-0.059687787,-0.038310348,0.0709435732,0.0319755273,-0.026088238,0.02980919,0.5358147085,0.0,1.9993665835,-0.069851716,0.3968481194,22.127974588,148.10990991,0.0692590198,0.0,0.0,1.0,0.0,0.0,1.061633567,5.0,8.3491640474,-0.214819062,1.2276733898,-2.467330768,0.4920307976,-2693.093343,0.0264272264,11.965691534,0.0002048277,0.0027122965,0.0071377727,0.05914033,0.0299036554,0.0209460779,0.0,0.0004363636,7.8980099502,0.0287328837,5.0,11.953644293,0.9699627858,0.0,0.0794702023,0.0383725211,0.046564081,0.7547701656,3.5322436478,5.6121496e-08,1.9196326e-08,0.580101719,0.3365180044,-1.847335645,0.0590460665,0.8257267448,-0.138489395
85631,0.1895915525,0.0257225498,6.0695595914,0.0064290715,0.1312868785,0.3600951975,0.2385436592,0.1447627445,1.2145041068,0.0079143389,0.2521847284,0.0903213361,13.0,2.08388e-05,0.2084148728,0.2408178482,0.0292917584,0.9402130867,0.6389547475,0.3666661194,0.4702131395,0.0,1.5424664264,-0.254064929,1.5056169074,3.2183034078,10.391054292,0.3953505197,0.0,0.0,0.0,0.0,1.0,2.4533072812,5.0,-10.17670319,-0.625458627,-0.036412155,54.907901998,0.1559618144,844.62912775,0.0519717294,14.302792799,-0.000581757,0.0290896126,0.0452618143,0.0261759846,0.5096589666,0.0035663784,0.0,0.0,1.5433990827,0.2033600314,6.0,15.936180831,3.765889447,0.0,0.0759493634,0.0501027416,0.0512092668,0.6209421659,17.434333643,1.1587157e-09,5.9251144e-09,1.355735324,1.8380182686,0.0693257738,0.0658170383,-0.097084852,0.1833180197
49373,0.2786854156,0.0361750633,1.7319268268,0.017372763,0.3245542043,0.2714469548,0.1709711545,0.5234469836,0.1905581511,0.0279913134,1.0086945454,0.0384290461,24.0,0.0,0.0583016477,-0.322791078,1.0013938636,0.7116566004,0.9656391106,0.3428499649,0.6389435805,0.0,1.6785107903,-0.057465805,1.6785107903,1.0479312983,1.6474080256,0.1958539415,0.0,0.0,0.0,0.0,0.0,0.311283334,4.0,1.1021000195,0.0174002902,-0.202749604,-1.71454548,0.0009158741,3573.4624907,0.1126507285,15.359512467,-0.001405861,-0.012327161,-0.027407733,0.0048543353,0.1777635056,0.0242542189,0.0,0.000111576,-0.422947672,0.0041061551,1.0,14.830346232,0.6261854051,0.0,0.0186915882,0.0120847869,0.0221834729,0.3377878055,0.8358557889,1.0000262e-09,4.8285473e-08,0.7538118528,0.5682323094,0.4434195855,0.0385325583,0.0516140617,-0.107818088
18570,0.5383721913,0.0538070698,17.561846464,0.0157011875,0.1445458483,1.0444351733,0.1299882723,0.0281024466,0.3864015501,0.0021883943,-0.131214961,0.1082830771,24.0,-0.001557679,0.0617531915,0.0786749457,0.0876528189,0.065111771,0.0825741661,0.0813465264,0.5173031843,0.0,0.6154063312,0.2909576277,0.401710769,57.598103527,51.980423187,0.5858102247,0.0,0.0,0.0,0.0,0.0,0.5084293916,8.0,0.0005705639,0.0168732937,-0.003359548,-0.102324143,0.1237752435,-2445.209205,0.0364518986,13.545231176,0.0037744149,0.0259089678,0.0330242604,0.0181615716,0.0140600057,0.0092367152,3.0,0.002031746,0.9944139882,0.0794664961,7.0,13.304944171,0.9653171901,0.0,0.0289115645,0.0124453502,0.0237650674,0.646443181,3.7914633932,4.9492935e-09,2.9928804e-08,0.2951085719,0.0870890692,0.8114852948,0.0426743627,-0.341138883,-0.122178072
18973,0.4998568851,0.0607934636,2.3329116432,0.02902413,0.1701137113,0.9869505256,0.2104783037,0.0691279632,0.9035904574,0.0252951096,-0.078294073,0.1023639975,15.0,-0.020418038,0.08,0.068224117,0.0058482967,0.1978411375,0.014002816,0.1316988394,0.5383713826,0.0,3.1372492202,-0.044566755,2.4819574889,6.93731043,7.1829874536,0.5052883851,0.0,0.0,1.0,0.0,0.0,1.2918524046,5.0,0.1239177548,-0.096023011,0.201527428,0.6064092171,0.2682856121,181.84730547,0.0993619479,13.163022719,0.0011222845,0.0279356304,0.0373265116,0.002897778,0.1944027178,0.0025935616,1.0,0.002173913,-0.514557841,0.0266081877,7.0,12.259295826,0.4083982934,0.0,0.0949999988,0.0294173601,0.0330845393,0.7601812294,1.4466600656,2.7655857e-08,7.0512298e-08,0.7542896243,0.5689528373,-0.296218908,0.0442689755,0.0844193895,-0.087105167
19271,0.3747751732,0.0642783429,2.6879938937,0.0183104821,0.1839230429,0.9937785641,0.2627940435,0.1542549951,0.8214546784,0.0999255081,0.1848703581,0.107459826,24.0,-0.021066472,0.0,0.0544115002,0.0874899754,0.1814533556,0.0366214919,0.1398018204,0.6235963611,0.0,3.7991433724,0.0579086305,2.742110009,6.0531609195,11.166735691,0.5068138842,0.0,0.0,0.0,0.0,0.0,1.2092543604,6.0,-0.047005698,-0.122953382,-0.091034193,-0.104961721,0.0761730587,-3748.255049,0.0364592817,11.684138677,0.0040204678,0.0377255644,0.0538581258,0.0060518944,0.2938529943,0.0351232314,1.0,0.0031770603,-0.791211172,0.0261258632,5.0,9.7416577238,0.1368513632,0.0,0.0215384606,0.01119923,0.0103480412,1.6313433394,1.0335885654,1.5450203e-06,4.2000002173,0.0980498781,0.0096137786,0.8282528788,0.0484122749,-0.126574533,-0.122178072
29938,0.206975738,0.0475658528,31.350573718,0.0195405666,0.1740653101,0.4291211264,0.2165242165,0.0462184874,0.7212885154,-0.004493014,-0.03008596,0.056564798,24.0,0.0349075975,0.0133333333,0.0536616162,0.0260029541,0.1814946619,0.0599288256,0.1211699164,0.4634564926,1.0,2.2748691099,0.1317615647,0.9607329843,21.397435897,6.2981132075,0.3432727273,0.0,0.0,0.0,0.0,0.0,1.4150417827,8.0,-0.002914599,-0.031546564,-0.334756001,-0.098370639,0.0720569644,595.02779451,0.0364518986,14.385511094,0.000780437,0.0449385684,0.082063163,0.0035838193,0.073433479,0.004083702,1.0,5.15179e-05,-0.738880918,0.0004654021,6.0,10.796445684,0.0277356147,0.0,0.0494623668,0.0204601847,0.0176433247,0.7566096225,0.0678357278,9.5907191e-08,9.3389175e-07,0.3108249368,0.0966121413,0.5008285094,0.027381069,-0.361573959,-0.122178072
10866,0.7611081711,-0.07984395,-4.712192835,0.0585494277,1.8944520759,5.9964311711,0.0681365647,-0.037912442,0.861304724,0.0043962159,0.0215519906,0.2242325012,23.0,-0.026282611,0.0,0.0272131508,0.0178576644,0.3225128106,0.0637465722,-0.159667056,0.5146415247,0.0,1.9365104479,-0.09563222,0.5694246169,31.301440083,20.287363454,0.0118026451,0.0,0.0,1.0,0.0,0.0,2.5330602395,4.0,-0.032359266,-0.119743643,-0.089470574,-0.351710409,0.2627779978,-490.5926526,0.0555419562,12.753835608,-0.011495308,0.0188523152,0.0635141058,-0.076074655,0.0571533743,0.0013203582,4.0,0.000627451,-0.47934322,0.0204235986,3.0,12.576804606,0.9504961351,0.0,0.0887096748,0.0315952187,0.0369964447,0.8015194031,5.3985830388,1.3431285e-08,1.5854302e-08,0.7058286169,0.4981940364,-0.073242785,0.0489028303,0.0617742769,0.0227638478
20248,0.4291365635,0.0534382041,4.4871483031,0.0276837892,0.5324442597,1.5414019411,0.1255925947,-0.072791018,1.2432595655,-0.153944891,0.1816689211,0.1965229573,16.0,-0.005198946,-0.251490207,-0.214830184,0.073986928,0.2228707965,-0.182500741,-0.268288837,0.5665452066,0.0,1.9899245394,0.588783749,1.6095864424,23.978356111,6.9516777251,0.3464321144,0.0,0.0,0.0,0.0,0.0,2.1661852715,5.0,0.9974952635,-0.292391565,-0.052298456,-1.372795208,0.1590097853,-1002.78155,0.1126507285,12.650984403,0.0112153915,0.028114633,0.0592317782,0.0702914118,0.0447660779,-0.00807333,2.0,0.0091553134,0.3055420908,-0.034453709,5.0,11.695988934,0.4734684276,0.0,0.0458333343,0.0191581385,0.0228305879,0.6979473356,2.2558471571,2.5578729e-08,4.1024937e-08,1.0222536655,1.0450025567,-0.053063949,0.0560875324,0.6442568887,-0.107818088
25320,0.0361276455,0.0284804894,358.11949686,0.0155009921,0.1965525794,0.2767857143,0.2684838767,-0.127883573,0.5601486298,-0.021834061,-0.040556901,0.0584077381,24.0,-0.032748925,-0.344594595,-0.159216474,0.0919310913,0.120719675,0.1278918539,-0.384507042,0.3045185514,0.0,0.5137352836,-0.032567985,0.3125222975,418.5,10.207317073,0.1847389558,0.0,0.0,0.0,0.0,1.0,2.4112676056,5.0,-0.046658604,-0.467547976,-0.42968172,-0.503943924,0.0271209707,20308.084951,0.0364592817,16.775681701,0.001026393,0.0468666785,0.3020594966,-0.000379362,0.0031693078,0.1686742118,2.0,0.0,-0.306308801,0.0190895423,6.0,15.777313495,0.4473731488,0.0,0.0684292391,0.0238030056,0.0328162503,0.3487799248,0.7998419938,4.2025e-10,4.9831523e-08,0.136801365,0.0187146135,1.0299714709,0.0362194373,-0.273758358,-0.122178072
21726,0.5941573744,0.1130796751,-1.445588544,0.0295866735,1.1740669247,1.9878428715,0.0794846157,0.7524023399,0.5527010973,0.0166280963,1.2806151212,0.0843851701,24.0,0.0811459064,0.7958236659,0.6928622102,-0.230624958,0.200500262,0.5874822787,0.1194244459,0.4104286425,0.0,2.3594331712,0.5759776322,1.3820727822,28.525759679,5.9396027043,0.2629862174,0.0,0.0,1.0,0.0,0.0,1.0208896585,3.0,0.0464885001,0.6619816691,-14.32611948,-0.367985289,-0.899327934,-987.5993916,0.0270140569,11.95574416,-0.001209561,0.0166488434,0.0508894032,0.0520014319,0.0479668104,0.0491044684,1.0,0.002962963,1.0060813379,0.0373624666,4.0,11.654647442,0.5061338941,0.0,0.0516431928,0.0249055252,0.029504728,0.9431165368,0.8322673706,1.5329256e-07,9.7117292e-08,0.9830912257,0.9664683581,0.1423023279,0.0463631676,0.1506586166,-0.06990444
21742,0.3057777262,0.0388552521,86.064485981,0.0035062259,0.2514730212,1.1296444432,0.1220840076,0.1239424417,0.612296128,1.0044967798,0.1098927001,0.0912280498,15.0,0.0059028532,0.0864689236,0.0596617981,0.0878812,0.0722872629,-0.011891224,0.135766373,0.5276476122,0.0,0.5836778237,-0.212265001,0.2058843875,181.86747664,183.46492271,0.3099957742,0.0,0.0,1.0,0.0,0.0,1.0954543298,6.0,0.1571476594,-0.534631184,1.863889026,0.5335178857,0.1564309981,-1402.122706,0.0513155969,13.470913277,0.0023598731,0.0252489502,0.04588016,0.006758442,0.0222775694,0.0261022287,2.0,0.0,-0.449477908,0.0467108525,6.0,12.783656045,0.7129752557,0.0,0.0613207556,0.0309176857,0.0490614932,0.6484423956,2.6178254212,1.0743025e-08,2.9490179e-08,0.5927790522,0.3513870048,-0.150128094,0.0401191926,-0.009342229,-0.128360932
