firms,bm,ep,cashpr,dy,lev,sp,roic,agr,gma,chcsho,lgr,acc,pctacc,cfp,absacc,age,chinv,hire,sgr,pchsale_pchrect,pchgm_pchsale,depr,pchdepr,invest,egr,tang,sin,currat,pchcurrat,quick,pchquick,salecash,salerec,cashdebt,divi,divo,securedind,convind,rd,operprof,ps,chpmia,chatoia,chempia,bm_ia,pchcapx_ia,tb,cfp_ia,mve_ia,herf,mve,chtx,roaq,roeq,rsup,cash,cinvest,nincr,sue,aeavol,ear,ms,dolvol,turn,IPO,maxret,retvol,baspread,std_dolvol,std_turn,ill,zerotrade,beta,betasq,pricedelay,idiovol,chmom,indmom
54594,0.9602373152,0.0573746508,-4.876101802,0.0,0.9702471527,1.7383524111,0.0671537897,0.0896769608,0.2078016074,0.0154305113,0.0472873208,-0.075404552,-2.431836515,0.1969004215,0.0754045522,36.0,0.013534578,0.0943396226,-0.050439755,-0.09956426,-0.035899493,0.1164070209,-0.295012832,0.0926235798,0.1370249431,0.466742255,0.0,2.6522162494,-0.207374554,1.1258639226,-0.233888096,17.036046365,5.6702045575,0.1132753296,0.0,0.0,1.0,1.0,0.0,0.3949139512,4.0,0.0984347776,0.185614485,0.0313716259,0.6083217291,-0.619665343,0.0939495105,0.0270096089,-330.2577134,0.0604501142,13.421704528,0.0029250758,0.0115063507,0.0229292288,0.1449344608,0.0330412424,-0.00194957,4.0,0.0010883107,0.8120087646,-0.019240231,6.0,14.690379301,2.4107412076,0.0,0.0442583598,0.038977326,0.0494321699,0.4034716684,6.6586451987,3.8036726e-09,8.2283408e-09,1.2643823864,1.598662819,0.0100012158,0.0508527675,-0.880885919,0.0535030368
13056,0.8730543167,0.099470566,-2.037405137,0.0255529319,0.8956111748,1.8204697915,0.1319014189,0.011504585,0.6218725709,0.0234802432,-0.123206806,-0.060308102,-1.066227677,0.2055288365,0.0603081023,37.0,0.0102531769,-0.046153846,-0.026463177,0.2142586185,0.0092020619,0.1698662109,-0.079651009,0.0161017121,0.2007565276,0.3435270955,0.0,2.089567794,0.1475959972,1.5648776073,0.1338618174,7.3785339004,12.926478466,0.1527251565,0.0,0.0,0.0,0.0,0.0,1.4556066685,7.0,0.0022488611,-0.097959153,-0.036335334,3.1550221334,0.068459607,-0.465115119,-0.11725782,-199.6727387,0.0830353523,13.459606031,0.0052090313,0.010244291,0.0218153948,-0.003563053,0.1394979089,0.0180676486,0.0,-0.002771363,1.2517279984,0.0216760039,5.0,14.369040507,1.9127264237,0.0,0.0443199649,0.02896734,0.0445327127,0.3614824881,3.8252805326,3.7636144e-09,1.0793928e-08,1.2462494041,1.5531375771,0.0997277244,0.0869227578,-0.483505775,-0.01011499
50091,0.7757244179,0.0721837084,-0.436415938,0.0593330291,0.4178219297,0.7685347568,0.0402674586,0.0249426594,0.2025614092,0.0042345277,0.0097542433,-0.006341484,-0.103579589,0.0796604672,0.0063414843,36.0,0.0086534837,-0.041666667,-0.079871065,0.0613563666,0.0017080193,0.1086782038,0.1724543613,0.0444955013,0.0333143473,0.6374109797,0.0,3.1962675385,0.0414532298,2.7237093039,0.0404724709,2.1258147227,3.8755458011,0.2710697241,0.0,0.0,1.0,0.0,0.0,0.3104863809,7.0,-0.009406182,-0.100310965,-0.098530108,0.0617228343,-0.646039736,0.3807634584,0.0163163502,-1830.86685,0.1887855774,13.554562437,-0.002646902,-0.005538858,-0.008522207,0.0012405313,0.258861652,0.0031662391,0.0,-0.01372771,2.5023958051,-0.095603618,6.0,15.976953225,10.104531922,0.0,0.0158303101,0.0020276951,0.0027314487,0.6956204081,32.546766348,4.199178e-11,1.7139792e-09,1.5873954262,2.519824239,0.0102369206,0.0623112793,0.1511238899,0.1900655454
14526,0.8528916344,-0.036848442,-1.812185596,0.0238446405,0.488527516,1.5168767659,-0.047997432,-0.021803004,0.2069263971,0.0052219321,0.0241509516,-0.010949693,-0.403051494,-0.021996622,0.010949693,37.0,0.003985719,0.0434399765,-0.163521615,-0.228720487,-0.259332351,0.1445304435,-0.097200561,0.0341783492,-0.046313921,0.4942534563,0.0,1.8774068418,-0.018706108,1.5912361996,-0.05075254,9.6245644168,5.1786748894,0.0633124323,0.0,0.0,0.0,0.0,0.0,0.3152041678,1.0,-0.069396887,-0.232470389,-0.026955128,-206.7146643,-1.517137814,0.0495253687,-47.99940618,-606.7097816,0.060670577,12.402028228,-0.004705288,-0.006628713,-0.010107442,-0.001824593,0.1174910307,-0.033671938,0.0,-0.001463058,1.3729148587,0.0089806544,3.0,13.050524131,1.2994150808,0.0,0.0678941533,0.040195482,0.0532459344,0.3147890061,1.6586840416,2.9844176e-08,1.8643041e-08,1.383734162,1.9147202311,-0.007522995,0.0483023771,-0.801456261,0.0726393896
11581,0.5484005455,0.0521592178,2.35062702,0.0020224337,0.6538673499,0.8603557562,0.0886997694,0.0339651537,0.2921435498,0.0049912874,0.0741978976,-0.031804307,-0.721047245,0.0897684782,0.0318043067,24.0,-0.009091781,-0.06779661,-0.063953967,-0.257967598,0.0861875419,0.478631138,0.1889625472,-0.034538338,-0.010234556,0.1917262921,0.0,1.3305401099,-0.13985515,0.9079306147,0.051442026,28.852568246,6.2496055317,0.1435442323,0.0,0.0,0.0,1.0,0.0,0.5704644286,6.0,-0.420609976,-0.143761379,-0.155656231,1.3640589389,-0.617697205,0.2532648736,0.4102395562,-2659.765598,0.0478739101,14.119594814,0.0026422359,0.0134263594,0.028251644,0.0325950464,0.0217612383,0.0107335317,0.0,0.0003533569,2.3110216421,-0.026483829,3.0,15.492425955,3.1913177215,0.0,0.0434542894,0.0336895745,0.0426776793,0.3454482023,7.2586626932,1.2416338e-09,5.4332577e-09,1.2597682704,1.5870160951,0.1194508166,0.0468866356,-0.580652469,0.0999939376
15203,0.3550490642,0.0275104242,56.632176656,0.0062701821,0.3445465091,0.7563668475,0.0683647632,0.1194816054,0.314632107,0.0045112782,0.1720583007,-0.100240641,-2.413105413,0.0938959777,0.1002406407,37.0,0.0781884887,0.1409395973,0.1009659264,0.0387853472,0.1475410411,0.0891212348,-0.098055065,0.1685618729,0.0727818124,0.5259856599,0.0,2.9078819332,-0.158025099,0.6289328576,-0.345807167,91.32807571,11.608259824,0.1447626841,0.0,0.0,1.0,0.0,0.0,0.5607041364,6.0,-0.45460333,0.0085632276,0.0530799766,1.1707074575,3.8306078585,0.5428307729,0.4143670557,-3970.359118,0.0478739101,10.029915754,-0.010311331,-0.018111883,-0.035688006,-0.020920263,0.0064131583,0.025560396,0.0,-0.011853293,2.0101457117,-0.182312571,6.0,9.3656621191,0.3565275017,0.0,0.0503816679,0.0348124094,0.049498114,0.9183783448,1.3785358258,1.6813823e-06,7.191488e-08,1.3272370135,1.76155809,-0.870196754,0.0773878354,-1.059129138,0.0999939376
16126,0.4801471788,0.0655711154,1.3850953104,0.0233811485,0.5823363197,0.7138855215,0.1429622501,0.4831985464,0.3398462147,0.0115733247,1.0150296895,-0.015017633,-0.203701055,0.0789280208,0.0150176334,36.0,0.0517140492,0.2784313725,0.0661541047,-0.504778133,-0.044623004,0.176815941,-0.113535826,0.2061571731,0.1235462948,0.51367753,0.0,4.8812085381,0.0265330755,3.5848142165,-0.000943655,2.7505527856,6.1449511664,0.2459271504,0.0,0.0,0.0,0.0,0.0,0.5357403035,4.0,-0.014118591,-0.19611809,0.2080362678,-206.8142247,-1.088320446,0.1694598121,-47.99940618,-457.6977916,0.060670577,13.096635507,0.0009346504,0.0212540463,0.0370641199,0.0296770108,0.2442791479,-0.119687761,0.0,-0.000117206,2.1601601602,-0.036782111,6.0,14.028595877,1.8803405203,0.0,0.0405528061,0.0281093081,0.0417841188,0.417824462,3.4866508005,7.4636089e-09,1.4366922e-08,1.5530738012,2.4120382321,0.0335291619,0.0452712929,-0.21852329,0.0726393896
16249,0.2105976608,-0.12959455,5.2851249411,0.0,0.0101492849,0.0274934395,-1.77619725,-0.01205569,0.017811309,0.1880535998,-0.362445415,-0.139050824,-0.238299584,-0.098712223,0.1390508236,25.0,0.0347431433,-0.367346939,-0.55260181,0.1948208705,-0.316466229,0.1093865484,0.0954860256,0.0429338104,0.0148228792,0.8461152574,0.0,22.109589041,0.6310828355,17.729941292,0.551576924,0.1864686469,3.5873015873,-9.745333333,0.0,0.0,0.0,0.0,1.0,0.0191776233,3.0,-11.5168439,-0.132017377,-0.433137441,-0.052574402,1.6312673748,-0.902597378,-0.085398568,-2003.812037,0.0405557856,11.275948199,0.0005299417,-0.065619458,-0.067392341,-0.001209799,0.8293531088,-0.068999775,0.0,0.0028383755,-0.116144425,-0.056899369,3.0,11.376359667,0.8152181242,0.0,0.1496350616,0.0549729819,0.0713514093,0.7836906729,2.2070033007,1.9957397e-07,3.5034134e-08,0.7876158777,0.6203387707,-0.091299844,0.1647244826,-0.801888591,0.125505405
17137,2.232215976,-0.04203844,-13.13331406,0.0,1.9110901689,4.9399156879,-0.04864534,-0.087462829,0.5499308603,0.0090790048,-0.140544879,-0.047346607,-4.89010989,0.1635341519,0.0473466071,36.0,0.0407306563,0.0546677881,0.010879934,0.0971102475,0.0730854261,0.0843647899,-0.023176254,-0.011108593,-0.036516396,0.48659411,0.0,1.4793711892,-0.3875936,0.8031731656,-0.511466405,21.249570951,7.4398026628,0.0428730314,0.0,0.0,1.0,0.0,0.0,1.051724763,6.0,0.0683714299,0.035645325,0.0477192804,1.3044801421,-0.446971514,-0.706665698,0.0360700517,-963.9939423,0.139206547,11.297636637,-4.725786e-06,-0.041836233,-0.07765392,0.1454622195,0.0348999125,-0.012727052,0.0,-0.083941664,-0.240810531,0.0286787215,2.0,10.817876477,0.3972195506,0.0,0.0245454852,0.011322382,0.0216151079,0.6016959198,0.379066946,1.8371067e-07,1.5738148e-07,1.4292283014,2.0426935375,-0.277366037,0.1224746235,-0.674717418,0.0671047914
85914,0.521604409,0.1008919767,-2.777990329,0.018803673,0.8340772109,3.971841389,0.1473047729,-0.024751393,0.7459840455,-0.062617146,-0.068883401,0.0048131449,0.068128426,0.0940183652,0.0048131449,26.0,0.0227379602,0.0,0.0116311828,-0.150745055,0.0302644216,0.2594820821,0.1187416041,0.0471533166,0.0446202532,0.479734663,0.0,1.2089345492,0.0272396728,0.5282234792,-0.066458583,31.166769994,21.410562181,0.2072619319,0.0,0.0,1.0,1.0,0.0,2.1465189873,6.0,-0.018428352,-0.183752607,0.0372971825,11.958339383,-0.740623905,0.9668437629,-0.558526551,10500.759834,0.3999914001,15.948667404,-0.008195826,0.0291249105,0.1084819197,-0.023465088,0.0903692084,-0.008045013,1.0,0.0040322581,2.3545415536,-0.070520071,3.0,17.607443309,4.3983917342,0.0,0.0695543513,0.0323678333,0.0389064599,0.4781987515,16.434780495,1.476647e-10,4.3076361e-09,1.142722544,1.3058148127,-0.028976828,0.0429489023,0.1157497412,-0.0234218
