firms,bm,ep,cashpr,dy,lev,sp,roic,agr,gma,chcsho,lgr,age,chinv,hire,sgr,pchsale_pchrect,pchgm_pchsale,depr,pchdepr,invest,egr,tang,sin,currat,pchcurrat,quick,pchquick,salecash,salerec,cashdebt,divi,divo,securedind,convind,rd,operprof,ps,chpmia,chatoia,chempia,bm_ia,pchcapx_ia,mve_ia,herf,mve,chtx,roaq,roeq,rsup,cash,cinvest,nincr,sue,aeavol,ear,ms,dolvol,turn,IPO,maxret,retvol,baspread,std_dolvol,std_turn,ill,zerotrade,beta,betasq,pricedelay,idiovol,chmom,indmom
54594,2.0581108565,-0.086583711,-12.98736023,0.0055606138,2.7323963315,4.2303712774,0.0026419577,-0.033199146,0.1543088627,-0.000596172,-0.020829375,29.0,-0.038135193,-0.045454545,-0.050701323,0.0938400036,0.027056407,0.1629397761,-0.256927695,0.0656168201,-0.049146615,0.4485534276,0.0,1.9472528552,-0.329010815,0.6703082402,-0.327922948,20.7977293,9.1423207985,0.0372967558,0.0,0.0,0.0,0.0,0.0,0.2902670556,5.0,0.0032501932,-0.063842227,-0.048586229,-0.875035696,-0.191789532,-274.5070196,0.1713699094,13.073409752,-0.003782039,-0.01039945,-0.024326012,-0.015719025,0.0424601054,0.5060381907,0.0,-0.044422222,-0.338995569,-0.014060203,2.0,12.676411785,1.013865485,0.0,0.1027103812,0.0445908032,0.0535434293,0.8980160004,5.590433623,1.9531614e-08,1.2438302e-08,2.1377204927,4.5698489051,0.0473749679,0.0813058496,0.7466899792,0.7431394218
11624,0.6708702914,0.0392667269,3.2394162659,0.0,0.0652244658,0.7618440002,0.0885372566,-0.022684656,0.6211753945,0.0,-0.46233171,20.0,0.0233612435,0.4285714286,-0.002956023,-0.347989368,0.0340826557,0.3336967384,0.5026089094,0.1297964784,0.0622283356,0.5871230287,0.0,7.5303146585,1.8137443618,5.2425172678,1.7001808334,9.5863576738,5.7212943633,1.6556278894,0.0,0.0,0.0,0.0,0.0,0.7441540578,6.0,-7.117303934,-0.086774992,0.3788515597,2.3738164474,-1.373833927,-2868.00798,0.0256727473,10.572047414,0.0024697004,0.0153679184,0.01838579,0.0083398358,0.1070241939,-0.033672853,1.0,-0.004413163,0.5616339027,-0.039981274,6.0,8.7272174625,0.2757062147,0.0,0.0365517065,0.0210518915,0.0363105388,1.0482601525,1.0803212943,6.3817015e-07,1.9090909934,0.4119940887,0.1697391291,4.111726931,0.0765771103,0.638628296,0.9586180059
11790,0.5608994366,0.0373295523,1.9836422981,0.0349713749,0.3898523068,0.2436700771,-0.061065275,0.0713209106,0.0930030033,0.0049680625,0.1831960065,28.0,-0.008489559,0.0133333333,-0.099324287,-0.063550643,0.1022741397,0.0663341409,-0.01182567,0.0135540992,0.0052563351,0.5650245115,0.0,6.9440427539,-0.129405285,4.6730587865,-0.056630397,1.5586082327,4.0371829599,0.1999586777,0.0,0.0,1.0,0.0,0.0,0.1235682702,4.0,-0.148397992,-0.075856417,-1.540154666,-2.033936965,0.2713174543,-333.6177274,0.2147677231,12.424305157,-0.003691098,0.010832105,0.0183875908,0.0157854423,0.1889959174,-0.072546882,3.0,0.009762836,-0.145009513,0.0290248381,5.0,10.645891499,0.1558411324,0.0,0.0295434706,0.0189855741,0.0302140459,0.5841655311,0.3712764501,1.3453076e-07,1.433109e-07,0.5216386238,0.2721068538,0.237726749,0.0553416922,0.5058125923,0.4449337415
13056,1.2462067784,0.1400725389,-4.763407031,0.0,1.7426149921,2.3084337488,0.0952229215,-0.011806906,0.4508226593,0.0335314691,-0.120239919,29.0,-0.004615016,-0.132978723,-0.180966224,-0.253568357,-0.112486839,0.1655732344,-0.182061388,0.0013311689,0.1939730879,0.3064914996,0.0,1.7650747716,0.1854112519,1.3664356581,0.2618652949,9.5741690372,6.4389435004,0.115503325,0.0,1.0,1.0,1.0,0.0,1.2187287723,5.0,0.0760537961,-0.145442473,-0.062989707,0.5817494178,0.2269057786,-119.5019344,0.045841489,14.117841908,-0.006241686,0.0072539201,0.017397333,-0.037171553,0.0456350693,-0.009392471,0.0,-0.011280316,1.0517776468,0.0536267234,1.0,14.218441939,1.5515623248,0.0,0.0288878363,0.0177260806,0.0221459258,0.5792934511,7.08717954,1.4879597e-09,1.2352307e-08,0.8125091448,0.6601711104,-0.566000729,0.0545303446,-0.129494073,0.2382958108
50091,0.9416101762,0.1247280312,-13.04609459,0.0222971526,1.1162623144,2.3980685403,0.0495667084,-0.045637833,0.3307804898,0.0188484379,-0.105817336,28.0,-0.009522986,-0.034482759,-0.021623298,0.0127978313,0.0454752094,0.1278693491,0.0005623875,0.0292797064,0.0371070322,0.4969926146,0.0,2.4394107489,0.0027080975,1.5902640439,0.0029534361,52.072683398,4.1092372965,0.1753213184,0.0,0.0,0.0,0.0,0.0,0.7512032,8.0,0.0213806345,-0.043078952,-0.159078559,4.8752544986,-0.492510996,-731.4634363,0.114522733,12.543846067,0.0005064771,0.0164306877,0.0358476304,0.0352704119,0.0331759413,0.0130709522,1.0,0.0009518849,2.6340103544,0.1016675644,6.0,11.817685869,0.5967994721,0.0,0.0567313433,0.0169090816,0.018023365,0.5831775926,1.2421229894,2.2221579e-08,4.6317461e-08,1.1847134431,1.4035459421,0.0647292714,0.0496314537,-0.265978235,0.5837509731
14526,0.8018501451,0.1185159802,-11.1483858,0.0281036755,0.9207305822,3.4728646775,0.1160152948,-0.064223839,0.5149321953,-0.039916708,-0.14086287,29.0,0.0019546516,0.003758692,-0.037985081,-0.037594317,0.0189174616,0.2034454757,-0.032855097,-0.004873923,0.0425661366,0.4541620856,0.0,1.423780184,0.0347054376,1.1182366227,0.0231645571,75.923568759,6.7049967858,0.2242029931,0.0,0.0,0.0,0.0,0.0,1.2063018475,8.0,-0.172725357,0.0622180417,-0.461479622,-94.78656528,0.048186725,-555.4648865,0.0613087174,12.652104069,-0.004424078,0.0010683286,0.0022950452,-0.053194553,0.0122729972,-0.018284,0.0,-0.006666667,5.8560883884,-0.175344097,5.0,12.167778333,0.7824602194,0.0,0.0464701056,0.0248144632,0.0413675407,0.6798128385,3.3578660061,1.8606193e-08,1.9774973e-08,0.6007584031,0.3609106589,0.3327898779,0.0768374755,0.2855860024,0.6911828117
11581,-0.098349807,0.0569368699,108.99794611,0.0,0.7626230599,1.0438350991,0.2431542556,-0.140364033,0.4929416777,0.4470235867,-0.298961593,16.0,-0.005774116,-0.035486806,-0.039401252,-0.100033222,-0.030256435,0.3356413598,-0.299403005,0.0022555119,-0.687887288,0.3206348235,0.0,1.1576434539,0.0413824324,0.6686441131,-0.029289803,152.13604995,7.9402785401,0.0916607774,0.0,0.0,1.0,0.0,1.0,-0.974684088,5.0,-1.749323515,0.1998585175,-0.040006975,47.771072408,0.1995381765,-939.1478398,0.0358486298,13.656789136,0.0185382332,0.0270083702,-0.329959983,0.0536041324,0.0117691346,-0.021684457,2.0,0.0003467406,2.0209082434,0.0373079972,5.0,14.758452739,2.6438751272,0.0,0.0520249866,0.0185672671,0.0239301352,0.7626603721,7.2826718059,2.1365367e-09,8.6967788e-09,0.7962698092,0.6340456091,0.3389053328,0.0572804211,0.5112787011,1.0159438476
15203,0.4310973512,0.0782937736,24.9,0.0,0.383625731,1.4998280014,0.1472801916,-0.123464101,0.4473723168,0.4930662558,-0.44139451,29.0,-0.162945133,-0.094736842,0.0008263704,0.3576593422,0.1723102756,0.2584615385,-0.38288038,-0.143597335,0.7760770975,0.5028270562,0.0,2.0865384615,0.736267854,0.3668269231,0.7645833333,145.33333333,18.381112985,0.2110811158,0.0,0.0,1.0,0.0,0.0,1.6167800454,7.0,-1.482419387,0.4882295569,-0.09925701,48.300519566,1.109224381,-1375.38909,0.0358486298,9.1411478496,0.0,0.0378503323,0.0807147258,0.0345340987,0.1245868294,-0.020724175,1.0,0.0310403767,-0.076575162,0.1731670946,4.0,7.4726826772,0.1885104919,0.0,0.0522875302,0.0317457839,0.0427302167,1.3439855697,1.6293681035,1.0563e-05,7.6363637588,0.3069841594,0.0942392741,0.5247979653,0.0670246253,-0.191657738,1.0159438476
15748,1.9108301337,-0.834546979,-19.56127273,0.0141224238,1.508451388,4.5764376186,-0.214111271,-0.098972668,0.2574597379,0.018404908,0.1446751507,20.0,0.0391617213,-0.164179104,0.0108939364,-0.046864192,0.0369046662,0.0774674396,-0.101724247,0.0881815952,-0.300327233,0.5718238621,0.0,1.7653626214,-0.323148841,0.8696559862,-0.468853573,37.708181818,5.5924228125,-0.510227983,1.0,0.0,1.0,0.0,1.0,0.3641174807,3.0,0.0419569027,0.1766730846,-0.158633729,1.7659140101,-0.628024886,-1271.772004,0.0348870825,9.4228314219,-0.009346813,-0.107487446,-0.163878016,-0.124233197,0.0332678058,-0.059586268,0.0,-0.338461538,-0.141822738,-0.021252126,3.0,8.5724197581,0.6090578936,0.0,0.1041666642,0.0559770654,0.0722358876,0.9072826541,3.2096169642,1.9105534e-06,2.4494241e-08,1.1234611232,1.2621648954,0.1293778216,0.0772444348,0.1230787416,1.2832267318
16126,1.0492895878,0.1425606743,-18.00987399,0.0,1.1687493102,3.0343994026,0.1380960675,-0.088456516,0.3059832431,0.0057066768,-0.23474153,28.0,-0.045552705,-0.209561753,0.1991472498,0.3096914675,-0.043346798,0.1674041298,0.2960212003,-0.037750605,0.158134098,0.4031341719,0.0,1.7563963504,0.031378261,1.0843807822,0.104870915,92.424395161,6.2609259765,0.1809956973,0.0,1.0,1.0,0.0,0.0,0.7497214663,7.0,-0.178321141,0.0248290953,-0.674800067,-94.78656528,-0.867999232,-717.2829865,0.0613087174,11.181030266,-0.007245609,0.0065877332,0.013925468,-0.22274226,0.0075886746,-0.012057737,0.0,-0.001548673,2.556628445,-0.017724453,4.0,9.955093773,0.3601312044,0.0,0.0301109441,0.0127026801,0.0126317739,1.4144823419,1.2164082747,4.8405941e-07,1.9090909985,0.8457588223,0.7153079854,0.1159847624,0.0462766244,0.3260606374,0.6911828117
