firms,nincr,mom1,mom2,mom3,mom4,mom5,mom6,mom7,mom8,mom9,mom10,mom11,mom12,mom13,mom14,mom15,mom16,mom17,mom18,mom19,mom20,mom21,mom22,mom23,mom24,mom25,mom26,mom27,mom28,mom29,mom30,mom31,mom32,mom33,mom34,mom35,mom36
10006.0,1.0,-0.0196078431372549,0.0256410256410255,0.0,0.5748031496062993,0.4705882352941177,0.4492753623188406,0.4981273408239701,0.4705882352941177,0.5686274509803921,0.5810276679841897,0.486988847583643,0.5267175572519085,0.5748031496062993,0.6129032258064515,0.556420233463035,0.6194331983805668,0.7543859649122806,0.6194331983805668,0.5037593984962405,0.36986301369863,0.4705882352941177,0.3513513513513513,0.3513513513513513,0.2232415902140672,0.2987012987012987,0.3605442176870748,0.3937282229965158,0.2232415902140672,0.1695906432748537,0.1235955056179776,0.0389610389610388,0.092896174863388,0.0204081632653061,0.0025062656641603,-0.0196078431372549,0.0869565217391303
15763.0,3.0,0.0158730158730158,-0.1048951048951049,-0.044776119402985,0.024,-0.037593984962406,-0.0229007633587786,-0.037593984962406,0.0,-0.0153846153846153,-0.0921985815602837,-0.0518518518518518,-0.0229007633587786,-0.0857142857142857,-0.0588235294117647,0.0940170940170941,0.0756302521008402,0.0847457627118644,0.0406504065040651,0.0,-0.1111111111111111,-0.1111111111111111,-0.1847133757961783,-0.3263157894736842,-0.4234234234234234,-0.3786407766990292,-0.420814479638009,-0.3367875647668393,-0.2768361581920904,-0.2685714285714285,-0.3155080213903743,-0.36318407960199,-0.36,-0.3875598086124402,-0.2928176795580111,-0.2685714285714285,-0.2727272727272727
21020.0,3.0,-0.0236486486486486,0.1030534351145038,0.3136363636363637,0.1653225806451612,0.0988593155893535,-0.0398671096345515,0.3696682464454977,0.3256880733944953,0.3827751196172249,0.6900584795321638,0.6609195402298851,0.4595959595959595,0.6900584795321638,1.079136690647482,1.5803571428571428,1.0069444444444446,1.4700854700854702,1.035211267605634,1.2936507936507935,1.5350877192982455,1.6513761467889907,1.89,2.4,2.284090909090909,1.6272727272727274,1.7264150943396226,1.675925925925926,1.4491525423728815,1.4285714285714284,1.0942028985507246,0.7730061349693251,1.079136690647482,1.4491525423728815,2.074468085106383,2.6582278481012658,3.0138888888888893
28636.0,0.0,-0.0959999999999999,0.1188118811881189,-0.0504201680672269,0.036697247706422,0.2840909090909091,0.4303797468354431,0.4675324675324674,1.173076923076923,1.3541666666666663,1.6279069767441858,2.896551724137931,3.185185185185185,2.7666666666666666,3.913043478260869,3.185185185185185,3.0357142857142856,3.185185185185185,2.896551724137931,2.4242424242424243,2.4242424242424243,2.53125,2.323529411764706,2.138888888888889,2.323529411764706,2.138888888888889,1.825,2.4242424242424243,1.5681818181818183,1.3541666666666663,1.215686274509804,1.215686274509804,1.054545454545455,0.9482758620689656,0.8833333333333333,0.9824561403508772,0.9152542372881356
28652.0,1.0,-0.0625,-0.1666666666666666,-0.25,-0.4230769230769231,-0.4642857142857143,-0.5,-0.53125,-0.4230769230769231,-0.4642857142857143,-0.3478260869565217,-0.2105263157894736,-0.2857142857142857,-0.375,-0.3181818181818182,-0.0625,-0.2105263157894736,0.0714285714285714,0.6666666666666667,0.25,0.3636363636363635,0.6666666666666667,0.6666666666666667,0.5,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.5,0.3636363636363635,0.25,0.1538461538461537,0.1538461538461537,-0.0625,0.1538461538461537,0.25,0.0,0.0714285714285714
56899.0,3.0,-0.03125,0.3072289156626506,-0.0180995475113122,0.0382775119617224,0.0637254901960784,-0.3673469387755101,-0.1033057851239669,-0.0920502092050209,0.0432692307692308,0.0432692307692308,0.1185567010309278,0.2616279069767442,0.1923076923076923,0.5390070921985815,0.778688524590164,0.528169014084507,0.6953125,0.6074074074074074,0.55,0.3821656050955413,0.4662162162162162,0.4965517241379311,0.9375,0.954954954954955,0.8389830508474576,0.7222222222222223,0.9908256880733946,0.4965517241379311,0.1421052631578947,-0.2051282051282051,-0.2166064981949458,-0.1962962962962963,-0.2359154929577465,-0.1388888888888888,-0.0646551724137931,-0.1106557377049179
27991.0,0.0,-0.1193181818181817,-0.1927083333333333,-0.1927083333333333,-0.2051282051282051,-0.2211055276381909,-0.1968911917098446,-0.2326732673267326,-0.2249999999999999,-0.2051282051282051,-0.2249999999999999,-0.2131979695431471,-0.2051282051282051,-0.1576086956521739,-0.1436464088397789,-0.1483516483516483,-0.1530054644808742,-0.0064102564102563,-0.0606060606060605,-0.049079754601227,-0.0432098765432098,-0.0662650602409639,-0.0127388535031847,0.0472972972972973,0.0,0.0130718954248365,0.1231884057971015,0.1397058823529411,0.1231884057971015,0.1481481481481481,0.1397058823529411,0.1654135338345865,0.2301587301587302,0.1654135338345865,0.1832061068702291,0.1567164179104476,0.0992907801418438
20482.0,1.0,0.0083565459610028,-0.1061728395061728,-0.0645994832041343,-0.0372340425531915,-0.0694087403598971,-0.0597402597402597,0.0432276657060519,-0.0268817204301075,0.0523255813953489,0.1277258566978192,0.1207430340557276,0.1677419354838709,0.1830065359477124,0.2147651006711408,0.2974910394265233,0.2928571428571429,0.5020746887966805,0.5807860262008733,0.5670995670995671,0.4836065573770491,0.5603448275862069,0.5739130434782609,0.5603448275862069,0.6759259259259258,0.5274261603375527,0.6088888888888888,0.7403846153846154,0.7320574162679425,0.6306306306306306,0.4365079365079365,-0.1883408071748878,-0.2164502164502164,-0.2458333333333333,-0.244258872651357,-0.1772727272727272,-0.1991150442477876
10057.0,1.0,-0.0426540284360189,0.1222222222222222,0.1098901098901099,0.063157894736842,0.1348314606741574,-0.0098039215686274,0.1160220994475138,0.2469135802469135,0.2948717948717949,0.3741496598639455,0.3466666666666667,0.3931034482758619,0.4225352112676057,0.3557046979865772,0.3377483443708609,0.2317073170731707,0.4225352112676057,0.4326241134751774,0.270440251572327,0.1412429378531072,0.1744186046511628,0.1477272727272727,0.0978260869565217,0.1952662721893492,0.270440251572327,0.3466666666666667,0.3032258064516129,0.1477272727272727,0.0412371134020619,-0.0648148148148147,-0.1404255319148936,-0.0776255707762557,0.0,0.0202020202020201,0.0,-0.0098039215686274
28695.0,0.0,-0.1698113207547169,-0.0434782608695651,-0.1538461538461538,-0.2786885245901639,0.1,-0.2280701754385965,-0.2666666666666667,-0.2786885245901639,-0.4054054054054054,-0.0833333333333333,0.2941176470588236,1.4444444444444446,0.9130434782608696,1.5882352941176472,1.75,1.75,1.3157894736842106,1.2000000000000002,1.5882352941176472,1.5882352941176472,2.6666666666666665,1.75,1.4444444444444446,3.0,2.6666666666666665,2.3846153846153846,2.142857142857143,1.5882352941176472,1.2000000000000002,1.4444444444444446,1.75,1.75,1.933333333333333,1.5882352941176472,1.4444444444444446,2.142857142857143
