firms,bm,ep,cashpr,dy,lev,sp,roic,agr,gma,chcsho,lgr,acc,pctacc,cfp,absacc,age,chinv,hire,sgr,pchgm_pchsale,depr,pchdepr,invest,egr,tang,sin,currat,pchcurrat,quick,pchquick,salecash,salerec,cashdebt,divi,divo,securedind,convind,rd,operprof,ps,chpmia,chempia,bm_ia,pchcapx_ia,cfp_ia,mve_ia,herf,mve,chtx,roaq,roeq,rsup,cash,cinvest,nincr,sue,aeavol,ear,ms,dolvol,turn,IPO,maxret,retvol,baspread,std_dolvol,std_turn,ill,zerotrade,beta,betasq,pricedelay,idiovol,chmom,indmom
91855,0.6736300135,0.0486335907,-11.2807165,0.0209303777,5.6540705558,0.3249421038,0.0326462671,0.0593766969,0.0495610413,0.112535437,0.0426628717,0.0053327697,0.6744003587,0.0158350797,0.0053327697,22.0,-0.006559608,-0.003723008,0.2978190705,0.0002603807,0.0648937389,0.2668842303,-0.006153864,0.2240709008,0.5133385523,0.0,0.8102832167,-0.011599722,0.7883287513,-0.000676966,0.7098559431,0.0880656196,0.0107331137,0.0,0.0,0.0,0.0,0.0,0.5379241863,6.0,0.0108915829,-0.047473042,-0.246592887,0.5965808006,-0.063702562,-4764.669022,0.0286434127,14.109387071,0.0013375434,0.0025704083,0.0198226956,0.0342386585,0.0415870911,-0.471701122,1.0,-0.000214225,-0.592905753,-0.028521816,2.0,14.729579828,1.1587437639,0.0,0.0351971984,0.0266953211,0.0376883173,0.2909638675,2.0005206641,2.8580768e-09,2.2834039e-08,0.9906637707,0.9814147065,0.1038488842,0.0276113052,-0.242767077,0.1919113429
14434,-0.074852146,0.0408626492,28.813557887,0.0,0.5585453956,0.6372048108,0.2023904672,1.2302567187,0.7512647257,0.614154013,2.5324425799,0.0153981506,0.1438510334,0.0349845149,0.0153981506,2.0,0.0547806183,0.2384428224,0.1973760704,0.0185646862,0.3271778402,-0.47073179,0.1639839153,-2.393741242,0.1814523021,0.0,1.2004233877,0.5031008207,0.5923849846,0.1881163084,27.258972219,24.111052521,0.1520709369,0.0,0.0,1.0,0.0,0.0,3.2567336136,5.0,-4.358501848,0.1734546031,-0.42556785,-12.09931878,-0.055061263,-9156.572851,0.0604618429,12.367001053,0.0347111032,0.0403111941,0.1661718451,0.0203909107,0.0443456284,-0.016051771,4.0,0.0009955202,1.0417033504,-0.037337681,5.0,12.683316614,1.2105448611,0.0,0.0381254591,0.0233772713,0.0465921997,0.3436522043,2.9292343216,1.2333483e-08,1.6068435e-08,1.4099435237,1.9879407399,0.083073964,0.0446587975,-0.20811653,-0.115601629
85726,0.0018126041,0.0374715527,238.95581327,0.0,0.3300874514,0.5407983796,0.2001366882,-0.020011698,0.4620744683,-0.050710507,0.0032330361,-0.144069258,-1.289106188,0.0857763631,0.1440692582,26.0,0.0002424718,0.0060606061,0.02097308,0.0302129279,0.1745629777,-0.008158497,0.0113294813,-0.812240541,0.2633414431,0.0,0.697261739,-0.040303275,0.6605526263,-0.039414244,153.64183474,26.152887757,0.1802852919,0.0,0.0,1.0,0.0,0.0,7.0064671747,7.0,0.0096013988,-0.073730167,-0.252658279,0.1674245354,0.0215225128,-3263.419702,0.0885157098,13.487279969,0.0027058981,0.0346326815,0.6164668407,0.0089929196,0.017975266,0.0406454621,1.0,-0.000861326,2.4469750983,0.0931581333,5.0,13.854829787,1.5139269436,0.0,0.0354766846,0.0173509253,0.037411463,0.2941160214,2.1671412225,3.0154102e-09,1.8458191e-08,0.64649864,0.4179604915,0.0502416061,0.0311972014,-0.284113679,-0.128068184
75906,0.6630528835,0.0797729945,-15.29025393,0.0211614962,6.4721319112,0.3432315146,0.0258701014,0.1098473422,0.0470011937,0.0059236507,0.1107190573,-0.00636457,-0.549151141,0.1235804255,0.0063645697,22.0,-8.9462e-05,0.0765262253,0.0172614198,0.1170584397,0.0960341554,-0.378130806,0.0056094375,0.1209803101,0.6304861482,0.0,1.1093579061,0.1420578851,1.0891572267,0.1467992169,0.8565770397,0.0616312497,0.0165450257,0.0,0.0,0.0,0.0,0.0,0.5184613716,7.0,0.0368819571,0.0327761913,-0.257170017,-0.473895232,0.0440427842,-4952.821972,0.0286434127,13.219375625,0.0001346826,0.0029513684,0.0279879589,0.0085595278,0.0654869538,0.0302963515,1.0,0.0030849549,0.05871913,0.0040226404,5.0,12.781583736,0.5125620906,0.0,0.0263846125,0.0248645375,0.0476781709,0.2968755507,0.894706604,1.4173588e-08,4.2353249e-08,1.094426031,1.1977683374,0.097716,0.0277504202,-0.195380023,0.1919113429
77236,0.242113226,0.0507854984,238.95581327,0.0054074236,0.2588981775,0.1696513126,0.1435861391,0.6683193766,0.445176477,0.0017006803,1.4424046145,-0.140042943,-1.104835807,0.1068951354,0.1400429427,23.0,0.0,0.0476190476,0.3436675462,0.0294599314,0.0972836808,-0.432956626,0.6449183884,0.2460300037,0.5391635413,0.0,2.0496296296,0.1858036964,2.0496296296,0.1858036964,163.75882353,4.9556162108,0.5221476884,0.0,0.0,1.0,0.0,0.0,0.6814071402,6.0,0.8441620926,-0.139861712,1.3788052555,1.3183233807,-0.255720961,-2007.84717,0.0279332649,12.384477438,-0.009194872,-0.002896489,-0.005635654,-0.019223762,0.0037714155,-0.170339304,0.0,-0.017091359,-0.087627291,0.0274015344,6.0,12.251544539,0.6904129971,0.0,0.0684169158,0.0470346428,0.0758196301,0.3558427176,1.7252248729,5.0169721e-08,2.9622785e-08,1.6676213549,2.7809609833,-0.108388062,0.0594972158,-0.041050929,-0.378872527
77528,0.6849540084,0.0651979024,-36.62899471,0.0227455227,4.9045316269,0.2328942028,0.0312804705,0.0951859507,0.0425009761,0.0019503665,0.0995518799,-0.004252109,-0.348696253,0.0879321666,0.0042521086,22.0,0.0001242383,-0.003164557,0.0231020327,0.0513419656,0.1232248598,-0.153969953,0.0004722943,0.064909173,0.5767960405,0.0,1.0063213095,0.0178128721,1.0055190258,0.0177150629,1.8877623654,0.0541402599,0.0150544933,0.0,0.0,0.0,0.0,0.0,0.3372360871,7.0,0.0176532416,-0.046914591,-0.235268892,0.0228669609,0.0083945254,-4610.264062,0.0286434127,13.753867157,0.0003389703,0.0030459065,0.0238606876,0.0139304609,0.0238977014,-0.087449195,1.0,0.001351808,0.6076851462,0.0511475937,5.0,13.447343335,0.5106387054,0.0,0.055078119,0.0257947264,0.0343760878,0.3867635074,1.1622271414,7.2147586e-09,4.5300085e-08,0.9944465457,0.9889239322,0.039765897,0.0268659504,-0.255717725,0.1919113429
79747,0.8993126264,0.0483584268,-44.87804262,0.0234422189,5.8675853569,0.3091717318,0.0271943565,0.7620126654,0.0738656185,0.8082559257,0.7069500515,-0.012585753,-1.380331235,0.1151090737,0.012585753,22.0,-0.002889108,0.4351219512,0.5873402543,0.0778780288,0.1870059964,-0.222701185,0.0085639631,1.2317160271,0.5494488665,0.0,0.9784951328,-0.000732865,0.9659681101,0.0144148148,2.5231277202,0.0632774843,0.0153926912,0.0,0.0,0.0,0.0,0.0,0.7039651879,5.0,-0.018776887,0.3913719172,-0.020910274,-0.27297905,0.0355714325,-4410.957782,0.0286434127,13.843839856,0.0001144096,0.0020772657,0.0155514755,0.0010997437,0.0182499821,0.0237834901,0.0,-0.000430293,-0.046396315,0.0232658287,6.0,13.432281399,0.6554721006,0.0,0.0277404431,0.0224065386,0.0370840404,0.306277588,1.194673058,5.1702617e-09,3.493387e-08,0.8818458349,0.7776520765,-0.019497083,0.0274037897,-0.308186917,0.1919113429
14547,0.0591846009,-0.007686626,13.502111177,0.0,0.3372212907,0.0829602181,-0.027807411,0.3642840778,0.1658446164,0.022980389,0.4026182048,-0.040165004,-1.794803894,0.0061093604,0.0401650037,2.0,0.0,0.3636363636,0.4079361374,0.08505834,0.5360189278,0.1103611786,0.0118924323,0.1804595431,0.1258040547,0.0,1.1136956161,-0.035765535,1.1136956161,-0.035765535,1.8557803539,135.24394619,-0.010215384,0.0,0.0,0.0,0.0,1.0,0.9611231812,4.0,-1.598182338,0.050604602,0.1732287705,-0.42524987,0.0935161864,-2941.828221,0.0278203388,14.276568521,-0.000781973,-0.005135906,-0.040683042,0.0061451198,0.1127725009,-0.016268456,0.0,0.0008368201,1.7794764445,-0.022729306,4.0,14.26429433,1.1770220059,0.0,0.0316181183,0.0299309751,0.0527393546,0.3568361343,3.621604761,1.7736401e-09,1.4491019e-08,2.4393114459,5.9502403303,-0.155988878,0.0628345079,-0.658248174,0.0078028109
89828,0.8666620697,0.0677086404,-49.44866381,0.0395390927,5.9414233001,0.3778386401,0.0322493713,0.0199684334,0.0531375153,-0.004052063,0.0207812133,-0.004353405,-0.433448788,0.0970568686,0.0043534047,16.0,0.0001536071,0.0424836601,-0.017206823,0.0769971469,0.0876273339,0.0217401019,0.0014692737,0.0144310639,0.5408426526,0.0,0.8858049116,0.0275391792,0.8835178508,0.0274171182,3.2168287307,0.0772477324,0.0131927433,0.0,0.0,0.0,0.0,0.0,0.415156895,6.0,-0.000996937,-0.001266374,-0.053560831,-0.312900942,0.0175192273,-5170.149542,0.0286434127,12.863448819,0.0003390599,0.0023448819,0.0179414752,0.0206281815,0.0126466512,-0.055063198,2.0,0.0044204322,-0.372606295,0.000449175,7.0,12.698612325,0.686004388,0.0,0.0260688215,0.014593737,0.0248992622,0.4091218966,1.6638327146,8.9517706e-09,2.92637e-08,0.7016392878,0.4922976902,-0.027717299,0.0217117481,-0.090389953,0.1919113429
11397,0.5146418924,0.0606728696,-35.17150682,0.0305890898,4.8161914048,0.258402161,0.0267524059,0.1248114142,0.0471656548,0.0079451065,0.1333838832,0.0112551528,0.9340339016,0.0040023525,0.0112551528,22.0,0.0101246491,0.0350877193,-0.025562132,0.0185638151,0.137370431,-0.119484308,0.011412831,0.0504571571,0.5969206231,0.0,1.0724875473,0.0622337471,1.0554740821,0.0506029285,2.2761631713,0.0614099129,0.0146237198,0.0,0.0,0.0,0.0,0.0,0.4562621721,6.0,0.0198453838,-0.008662315,-0.405581008,1.7350979892,-0.075535289,-4825.628542,0.0286434127,13.41743188,0.0002411802,0.003193048,0.0325054609,0.0065693026,0.0218947739,-0.003525524,1.0,0.0007598784,0.6599193207,0.0236782236,4.0,12.601330111,0.4353521706,0.0,0.0430689752,0.0218464899,0.0318542662,0.3414380976,0.9900885777,1.0840406e-08,4.3460718e-08,1.0028766052,1.0057614853,0.022836028,0.0231198712,-0.095532758,0.1919113429
14528,0.3384164648,-0.096216756,2.637332944,0.0,0.0183665672,0.0093138516,-0.867276487,0.164933404,-0.3120648,0.1700042608,0.8318863457,-0.05767957,-0.198741673,-0.077094477,0.0576795699,2.0,0.0,0.9444444444,1.0850310009,-0.108595066,0.7866108787,-0.053240799,0.0023253711,0.1423610647,0.693415785,0.0,13.815596726,-0.53591492,13.815596726,-0.53591492,0.0381888678,2.6659116648,-6.672798216,0.0,0.0,0.0,0.0,1.0,-0.322626314,3.0,-12.33604753,0.638336344,0.2710823958,11.791054288,0.2561332264,-4982.555829,0.0238858186,12.481664894,0.0,-0.082424807,-0.085793109,0.0023304412,0.6835784151,-0.153357372,0.0,-0.005867014,0.8184326564,-0.189097677,5.0,13.848821517,2.0587278708,0.0,0.0665742084,0.0450136625,0.0820831577,0.4601886108,4.0514330149,1.7067484e-08,1.3394817e-08,1.6042561735,2.5736378703,-1.791271827,0.1093637436,0.0524498025,-0.081075922
84516,1.0052138785,0.0341538142,-5.88176686,0.0057832808,8.6846178524,0.4822732484,0.0296684422,0.0058447806,0.0479619649,0.0049536317,0.0081892423,-0.006066342,-1.716090713,0.0927648575,0.0060663415,20.0,-0.004874146,0.0044893378,-0.056369436,0.0149859037,0.0640045535,0.0016819205,-0.005457324,-0.013965268,0.5617557477,0.0,0.8595417166,-0.060565007,0.8379429978,-0.055598232,0.3395791781,0.0924839179,0.0067298746,1.0,0.0,0.0,0.0,0.0,0.4532272069,6.0,0.0148583621,-0.039260696,0.0849909776,0.1330057032,0.0132272163,-5227.356442,0.0286434127,12.39987613,0.0001487833,0.0014273967,0.0140283924,0.0073756904,0.0930831183,-0.00511507,1.0,0.0078585462,-0.495652803,0.0004885122,3.0,11.147382772,0.2544226377,0.0,0.0526316203,0.0261977875,0.0486965722,0.4065832214,0.792629206,6.5056255e-08,7.6082268e-08,0.3920835782,0.1537295323,0.1572972111,0.0270742992,-0.11257317,0.1919113429
14603,0.0194753472,0.0396237995,44.999278478,0.0102510477,0.3047969408,0.4920706651,0.1783357969,0.0444505137,0.5360420729,0.007114869,0.014252779,-0.017447478,-0.139747843,0.04516114,0.0174474779,2.0,0.0136738187,0.0909090909,0.0819133592,0.0231623465,0.2046947727,0.047257063,0.0087609538,0.9557726583,0.4995686697,0.0,2.8179246046,0.0586483522,1.4725373429,0.0606268458,25.62263828,6.7380534478,0.1773399764,0.0,0.0,1.0,0.0,0.0,7.0064671747,8.0,-16.01084773,-0.215199009,-0.047858722,11.377685909,0.3783888435,-3713.989749,0.0238858186,13.32681848,0.0082718817,0.0220265996,0.4507994281,0.00083678,0.0592234624,0.0470087268,0.0,0.001540832,0.5011597546,-0.045529421,6.0,13.919860816,2.3575085632,0.0,0.0490931757,0.0232990735,0.0484676387,0.3712762826,3.9769127241,3.3477978e-09,1.0836873e-08,0.5779362567,0.3340103168,0.7004054348,0.0466883539,-0.585826838,-0.081075922
77300,0.165852928,0.0496330687,22.089585666,0.0697918227,0.4466377115,0.8510708402,0.1717207875,0.0625129052,0.5603964485,-0.020967742,0.2155376213,-0.037642348,-0.453832227,0.0721581549,0.0376423476,23.0,0.0301339006,0.0806451613,0.0088052547,0.0325376709,0.1473684211,-0.058491918,0.0509498245,-0.220689655,0.3810332313,0.0,1.7165412153,-0.006705208,1.0095465394,-0.074506697,31.817469205,8.1087328767,0.169328133,0.0,0.0,1.0,0.0,0.0,1.4608022519,4.0,47.620881063,-0.127978079,-8.654549748,0.8064149964,-8.685193829,-2208.865957,0.0248274717,15.256656916,-0.001755506,0.0380423948,0.2058982197,0.0015153298,0.0264736092,0.0187159991,0.0,0.0015200135,0.4500511756,0.0778887989,6.0,15.143602317,1.0267862958,0.0,0.0572660305,0.0167801625,0.0225926376,0.295719992,2.0829846589,4.413606e-10,1.757512e-08,0.8167219443,0.6670347342,0.0397161628,0.0212154194,0.1879313518,-0.081075922
76215,0.5663679256,0.0918595769,0.4553221309,0.0,1.1127411818,0.2706217215,0.0901574531,0.0026861814,0.15331023,-0.062099046,0.0254559642,-0.004775779,-0.091895487,0.1003010575,0.0047757788,26.0,0.0,-0.006622517,0.013570613,0.0,0.9196957979,-0.197694791,0.0005268873,-0.068102266,0.0957909701,0.0,2.7597598907,-0.259679708,2.7597598907,-0.259679708,2.3376657302,3.7779970017,0.0875970372,0.0,0.0,1.0,1.0,0.0,0.3594487641,6.0,6.1166273575,-0.15910712,-53.63949917,-1.650985782,-1.162316658,-721.4590776,0.0207317787,12.68243102,-0.000943224,0.0047067658,0.0162423059,0.0018904817,0.0615698207,-0.006312171,0.0,-0.10412495,7.0766406854,-0.307532541,7.0,15.288173425,11.676552168,0.0,0.1252144128,0.0584828487,0.0894277401,0.3990449985,20.467822721,3.5720755e-09,2.5332507e-09,1.1030351369,1.2166865133,-0.149927371,0.0660640553,-0.348162036,-0.146485877
13267,-0.461422916,-1.138876069,-4.797345593,0.0,12.429177381,3.7432144348,0.0482890479,-0.046737603,0.1723041529,0.0599415205,0.0633369308,-0.074485888,-0.693168661,-0.349442869,0.0744858877,22.0,-0.00010783,0.0,-0.005105319,-0.009122794,0.0472651605,-0.142536017,0.0263762258,0.6005765535,0.4450754621,1.0,0.4252628943,-0.760179653,0.2633087789,-0.773590305,2.9548924358,16.44015444,-0.07125973,0.0,0.0,1.0,0.0,0.0,-0.492953235,4.0,3.7319261463,-0.070726104,-3.519781392,-0.223555719,-0.429229112,78.153160556,0.0889184991,13.82034881,0.0048763549,-0.004865598,-0.034059185,-0.542039677,0.1316484044,1.5694312538,0.0,0.0081699346,0.0269838683,0.1227355106,2.0,14.062982697,1.0920212571,0.0,0.069444418,0.0532329057,0.0907679183,0.2957771566,1.9874706874,7.6545634e-09,1.9145191e-08,2.1679579323,4.700041596,0.2761904951,0.094720313,0.8262107046,0.0642195075
76082,0.1752085978,0.0085422177,238.95581327,0.0027211004,0.2694266393,0.177684392,0.0121448939,0.0916740948,0.1666469922,-0.008102844,0.1867491837,-0.217293246,-10.83553816,0.1011017437,0.2172932458,25.0,-0.000660729,0.0102339181,0.2443671626,-0.607289204,0.1284606425,-0.102972971,0.3518465875,-0.028063569,0.5213168621,0.0,0.8285212157,-0.108052683,0.8004140131,-0.096666091,103.70387516,9.091753867,0.2428502794,0.0,0.0,0.0,0.0,0.0,0.3430537575,4.0,0.657270239,-0.177246842,1.3119006273,-1.868737595,-0.261514353,9729.4776596,0.0279332649,15.965865522,-0.017570046,-0.004990274,-0.012644269,-0.017384203,0.0027667977,0.0575974764,0.0,0.0,1.5093471142,-0.053226328,6.0,17.370846551,3.6916350114,0.0,0.0874635577,0.0469998851,0.0645921719,0.2106658776,5.0368186269,2.002659e-10,4.6598863e-09,1.1008597555,1.2118922014,0.0553044266,0.0355848785,-0.192276047,-0.378872527
76095,0.3050394907,0.0025580141,3.4191730852,0.0,0.9391756342,0.37419459,0.048885066,-0.065118823,0.1843720291,0.0226439112,-0.100237842,-0.056397962,-28.38728324,0.0751730863,0.0563979617,25.0,0.0047356602,-0.047016919,0.0074510855,0.030223473,1.1324962113,0.1306215337,0.0076525224,0.0625733642,0.1726377292,0.0,2.5271142673,0.6935247273,1.9935442221,0.6255753702,3.4124865156,6.3906565657,0.0805904999,0.0,0.0,1.0,1.0,1.0,0.7411230314,7.0,-9.5610942,-0.129579071,0.2776813476,-1.159810521,0.1483663288,3648.9538567,0.0318276958,16.080682686,0.0007069662,0.0036604497,0.0135571336,0.0057177425,0.1093167702,0.0067406366,0.0,0.0010509721,1.6307254951,0.0813888288,4.0,16.606102254,1.7114300949,0.0,0.0383367501,0.0262605151,0.03380869,0.3852519743,5.5837977713,2.179292e-10,1.1216849e-08,0.6235090235,0.3887635023,0.0264669651,0.0299976165,-0.557284011,-0.052858409
84184,0.0770345498,-0.036109617,11.800797864,0.0,0.004447601,0.0001424166,-10.11143132,0.6072069998,0.0028091181,0.0717887155,0.9916361735,-0.214570215,-0.392719749,-0.021928657,0.2145702149,19.0,0.0,0.5531914894,1.5416666667,0.0,0.3501577287,0.0099590687,0.0530969376,0.5894934605,0.9754950502,0.0,24.109953288,-0.349523838,24.109953288,-0.349523838,0.001829689,1.5641025641,-10.4997379,0.0,0.0,1.0,0.0,0.0,0.0027699497,2.0,79.71297669,0.3445682493,-8.743368126,1.0195443674,-8.779280641,-4690.724357,0.0248274717,13.538621671,0.0,-0.193441432,-0.208289416,5.1995803e-06,0.9046619304,-17.76666667,0.0,-0.003553047,0.7329679071,-0.03511404,4.0,14.295706953,1.2181307912,0.0,0.0444287807,0.0313735757,0.0719506732,0.5296350586,7.2305596683,2.9171532e-09,1.2980088e-08,0.8049227688,0.6479006637,-0.07106346,0.0942523779,-0.765538946,-0.081075922
13896,0.2873663421,-0.24239359,1.6051641552,0.0,0.1438768969,0.0017010076,-4.159970512,-0.338771843,-0.018097777,0.0257330789,-0.213096961,-0.058509525,-0.130760234,-0.210698147,0.0585095248,15.0,-0.000453562,-0.137931034,-0.1,-0.7212906,0.5525657071,0.0891242964,0.0027095952,-0.387730037,0.8472877022,0.0,11.264815345,-0.345708349,11.101345548,-0.348919665,0.0048006401,45.0,-1.432736529,0.0,0.0,0.0,0.0,1.0,-0.025147989,3.0,62.889796843,-0.346554275,-8.533036334,0.0210665032,-8.968050132,-5441.546327,0.0248274717,11.633552693,0.0,-0.164064207,-0.303286048,0.0003663997,0.7869976844,0.0255597182,1.0,-0.041745731,0.7705877,-0.018546,3.0,11.692109229,0.7468659119,0.0,0.057613112,0.0462055227,0.0943633603,0.611110224,3.7720831219,8.2057819e-08,2.4166326e-08,1.5295948741,2.339660479,-0.397646466,0.1034678721,-1.180707522,-0.081075922
76963,0.2702276117,-0.124438788,2.9681948504,0.0,0.2806428661,0.6443603747,-0.271383106,0.4406417804,1.1022837549,0.1755816037,0.8135891287,0.0718356528,0.2693836978,-0.157960569,0.0718356528,24.0,0.0,0.0445682451,0.0967198619,-0.15948459,0.8073529412,-0.082695167,0.0830691596,0.1871535703,0.4746654392,0.0,2.0967150712,-0.044588535,2.0967150712,-0.044588535,3.6250521921,11.893150685,-0.259673845,0.0,0.0,1.0,0.0,0.0,1.827518748,0.0,-10.27510991,-2.396897904,4.0482503809,-0.844896585,0.8366117085,-4194.000078,0.0288563477,9.5863170209,0.000753012,-0.130221252,-0.304913463,-0.031822032,0.3127211555,0.0141711708,0.0,-0.059759905,-0.705190169,0.0936092809,2.0,8.3782069258,0.2156970956,0.0,0.2481818199,0.1254478516,0.1718228492,1.198796227,1.4765642385,1.40752e-05,8.0907723e-08,1.804174679,3.2550462725,0.8181322829,0.1732353866,0.0808377356,0.0078028109
76127,0.6948682672,-0.318906443,-12.09724192,0.0,2.4475249125,2.0252658525,-0.014520916,0.713866094,0.1756736036,0.0100689865,1.1381940283,-0.170000999,-1.640301041,0.2041961275,0.1700009987,25.0,0.0539658175,0.0976314269,0.1849234329,-0.205355364,0.1060017446,-0.250499537,0.6102617997,-0.334499164,0.4471258688,0.0,1.3219488491,-0.388318625,0.8224189476,-0.479035608,18.869923825,4.7458831198,-0.052808865,0.0,0.0,1.0,0.0,0.0,0.3209862098,2.0,0.6117727089,-0.089849333,1.8315602967,-1.809005873,-0.158419969,-1968.07137,0.0279332649,13.115587885,0.0030009786,0.0073558006,0.0418415438,0.1443049221,0.0252729401,-0.633233319,2.0,0.0235109718,3.6885399537,0.2753869302,2.0,14.212203648,2.5109102996,0.0,0.0968992263,0.0524577807,0.0774016657,0.2598174014,4.0393024527,7.4220492e-09,8.3993491e-09,2.305167299,5.3137962765,0.0241568456,0.0674760491,0.3368573339,-0.378872527
76128,0.2730925446,-0.029681277,5.6319076041,0.0,0.0534121927,0.4824644929,-0.131791789,-0.060963535,0.6467218063,0.0032952776,0.0723941123,-0.10011769,-1.157773457,0.0046829177,0.1001176903,25.0,-0.020972533,0.0119760479,0.1334153444,0.0319404425,0.2675528927,0.0270711006,0.0158778073,-0.081939415,0.7084171864,0.0,4.9003756963,-0.146018865,3.7634408602,-0.124894504,4.0703788521,7.9396081742,-0.160851469,0.0,0.0,0.0,0.0,1.0,0.7696944876,5.0,3.1593906071,-0.155264482,1.0882470029,-0.580450111,0.0963317246,-4651.301507,0.0446872923,12.333082272,0.0003854076,0.0049915361,0.0061001485,0.0058352726,0.4026775946,0.0044582636,0.0,0.0119328998,-0.365751087,-0.006660077,5.0,11.258761712,0.2929905678,0.0,0.0838709176,0.0387851581,0.0593245443,0.4177899222,0.7228967225,8.7376668e-08,6.8539787e-08,1.6928639326,2.8657882944,-0.057854187,0.0544937674,-0.159657363,-0.044958966
92897,2.7490185751,0.2673666021,-3.801428233,0.0284030447,0.7440100054,3.4597982622,0.1228546558,0.0927806466,0.275431813,0.1094459723,-0.072654331,-0.087736252,-1.147718238,0.6273066775,0.0877362516,12.0,0.0627597415,-0.066079295,0.1283322337,0.004452885,0.0967647981,0.0605951489,0.0680191295,0.1232080472,0.5150859461,0.0,5.3711440326,0.4373228785,3.5823812971,0.4324740111,2.832322385,3.8429715887,0.6076990391,1.0,0.0,0.0,0.0,1.0,0.3209312131,7.0,-16.08580795,-0.372187396,4.8322568326,10.645405653,1.2204615727,-5159.179069,0.0238858186,10.740085516,0.0023784691,0.0191643199,0.0227228717,0.0833830365,0.2164471127,0.0013638552,0.0,0.052050353,0.1625769029,0.0081739025,4.0,9.6509891907,0.2879451808,0.0,0.2181818187,0.0648722465,0.0629400656,0.7972375311,1.8922832115,4.02916e-07,5.6007412e-08,1.4082181058,1.9830782334,-0.11257464,0.0624199672,-0.471339756,-0.081075922
76135,0.5331973574,0.0170124313,0.5150861386,0.0136617623,0.5392402406,1.5271788256,0.0201753693,0.0020647371,0.1969619486,0.0068862737,-0.033007507,-0.011298322,-0.721612878,0.0292888208,0.0112983217,25.0,0.0053631509,-0.166666667,0.0036918242,0.2310990098,0.1665116574,0.0007169645,0.0011167761,0.0159155434,0.4856009001,0.0,2.0962046212,0.0976691648,1.8435394727,0.0894891417,8.0836693727,7.3175336245,0.1145001313,0.0,0.0,1.0,0.0,0.0,0.3901309563,8.0,-0.344307868,-0.220019712,-0.047088014,-0.107675956,-0.266731563,539.68419026,0.1700891678,14.235118734,-0.003210986,0.0060706221,0.0123198417,-0.011893286,0.127003776,0.0031996819,1.0,-0.005632216,0.9410407725,0.0011469317,2.0,14.660075995,1.5258114714,0.0,0.062920779,0.0332724202,0.0464364843,0.3612070174,4.1880664202,1.9070359e-09,1.1874765e-08,1.8107169335,3.2786958132,0.0120718109,0.030744921,0.1383386201,0.0422297141
78981,0.1502812566,0.0427238525,11.351156998,0.0173836024,0.171115479,0.9806676791,0.2660765765,0.0757353487,0.6726894929,-0.015256436,0.0769756787,0.0366666865,0.2661210728,0.031354135,0.0366666865,22.0,0.0,-0.004930156,0.1949986029,-0.001958674,0.136372853,-0.125931194,0.028402301,0.0743265395,0.6437275333,0.0,1.7842032301,-0.017897124,1.7842032301,-0.017897124,15.855462277,6.2747816942,0.3103698494,0.0,0.0,1.0,0.0,0.0,1.4297627404,4.0,-4.093876836,-0.158724222,0.5834629745,0.1936321546,-0.0137264,-2406.678,0.2359138598,14.70559373,0.003033678,0.0427068758,0.083561658,0.0185135035,0.1386460023,-0.016880423,1.0,0.0004486317,1.0716568823,0.0263235653,3.0,15.63753237,2.2899104196,0.0,0.0402995422,0.0212019568,0.0414871224,0.4074853691,6.0308229329,5.219417e-10,7.8873146e-09,0.8766026729,0.7684322462,0.0698245103,0.0217098859,-0.327373537,-0.256460953
76138,0.0016428488,0.0093853839,17.492161436,0.0,0.5188474432,0.42274892,0.1527481599,-0.438239528,0.2033812015,0.0085568521,0.0333009394,-0.043434764,-3.348353553,0.0408109673,0.0434347635,25.0,-0.092675275,-0.064948955,-0.253954129,0.0706619191,0.3578073925,0.699984453,-0.179698747,-0.996129082,0.3990899403,0.0,2.1198924043,-0.410197989,0.9348021007,-0.324134775,8.8854700855,6.9940796555,0.0637267397,0.0,0.0,1.0,0.0,1.0,0.3939521692,5.0,-0.090044247,-0.125850639,-0.539522593,0.2724884498,0.0032405894,4375.5750771,0.1748673505,15.244490794,0.0009783307,0.0246362331,0.6164668407,0.0064943188,0.0979144786,0.1488212634,2.0,0.0,5.3370540747,-0.133657258,5.0,16.271715727,2.8440211537,0.0,0.0332731716,0.0217782811,0.0369020961,0.4655738157,8.9791650421,3.26504e-10,6.9989948e-09,1.371523303,1.8810761707,0.0786962348,0.027243938,-0.003257019,0.0693969671
76868,0.143850368,0.0364942034,24.408659737,0.0079801628,0.0488082491,0.2944808993,0.3677878764,0.0820305973,0.556135237,0.4720928332,0.1503759398,-0.036209122,-0.183907786,0.0432057716,0.0362091221,24.0,0.0244247717,0.3744644387,0.1095534658,0.0639167215,0.125682644,-0.109002744,0.086240508,0.0606498239,0.614118151,0.0,3.0689251516,-0.018763967,2.1882096786,-0.024391966,8.9031532657,7.6314921505,1.009293815,0.0,0.0,0.0,0.0,0.0,0.7301134632,6.0,7.1412801551,0.2362587422,-0.221763038,0.21253369,0.0355147287,-3241.010639,0.0410566741,13.947720925,0.0034719348,0.0470098286,0.0611132159,-0.001665268,0.1997544118,0.0144755928,1.0,-0.000741563,0.2460733631,0.0403004717,6.0,13.809564305,0.7077858835,0.0,0.0533268154,0.0257274074,0.0336572945,0.2895728384,0.859316021,5.7515344e-09,4.0373316e-08,1.4907386627,2.2223017605,0.0565769586,0.032386686,-0.04781679,-0.139442516
