firms,bm,ep,cashpr,dy,lev,sp,roic,agr,gma,chcsho,lgr,cfp,age,chinv,hire,sgr,pchsale_pchrect,pchgm_pchsale,depr,pchdepr,invest,egr,tang,sin,currat,pchcurrat,quick,pchquick,salecash,salerec,cashdebt,divi,divo,securedind,convind,rd,operprof,ps,chpmia,chempia,bm_ia,pchcapx_ia,cfp_ia,mve_ia,herf,mve,chtx,roaq,roeq,rsup,cash,cinvest,nincr,sue,aeavol,ear,ms,dolvol,turn,IPO,maxret,retvol,baspread,std_dolvol,std_turn,ill,zerotrade,beta,betasq,pricedelay,idiovol,chmom,indmom
13232,0.6000377061,0.0257283238,-3.255499318,0.0,1.8473499116,2.2477245723,0.0925295113,0.0706773479,0.434637159,0.0080786793,0.0773165894,0.4075612004,12.0,-0.059252295,0.2054263566,0.0301226002,-0.108883297,0.0972825715,0.1344761442,0.0281239924,0.1178030388,0.0507411886,0.5358102722,0.0,0.8432849043,-0.330904386,0.3227321049,-0.154622019,37.542930372,21.668639053,0.1573929151,0.0,0.0,0.0,0.0,0.0,1.4137668503,6.0,0.0482813454,-0.059113477,0.7155792119,-0.245293717,0.1706790742,-512.9816744,0.2944654452,10.752422465,-0.006244181,-0.032775633,-0.120889921,0.0053164227,0.0236877452,-1.047876136,0.0,-0.028357306,-0.821769574,-0.036890243,3.0,10.837217828,0.9304710586,0.0,0.0862068981,0.0296923917,0.0341731474,1.368087086,4.9712430504,6.1092633e-07,2.6272286e-08,1.1436198957,1.307866466,-0.524365612,0.0447569121,0.8445121967,0.0132165585
13777,0.5244770942,-0.079575554,1.2132178634,0.0,0.2165248444,0.63305377,-0.140774896,-0.157803919,0.2816350007,0.0005390109,-0.21413124,0.1343046628,14.0,0.0,0.0066006601,-0.023973723,0.3255125642,-0.079849155,0.147851751,0.116012403,0.0189902776,-0.132123128,0.5185917362,0.0,1.8764617202,-0.225912608,1.8764617202,-0.225912608,2.9653972624,4.822596692,-0.237019342,0.0,1.0,0.0,0.0,0.0,0.4100382241,3.0,1.24452548,-0.941459645,0.3565013965,-1.101809146,-0.147443551,-499.1679174,0.089235159,12.17156466,0.0075370096,0.0129067135,0.0179922756,0.0270281723,0.2434467951,0.0176728163,3.0,0.0014415455,-0.462182704,0.0281084655,4.0,12.179394939,2.3874598976,0.0,0.0985915512,0.0442789245,0.073598916,0.4962870176,7.8416246934,1.0593842e-08,5.7473295e-09,2.2621628044,5.1173805538,0.1471068501,0.0791639787,0.1800675596,0.0368359315
44652,0.4137155846,0.046866979,22.958043078,0.0152324494,0.8723242331,3.0477836901,0.1004183103,0.0704119971,0.7258052599,-0.003639517,0.0673878719,0.0812222706,22.0,0.0201123444,0.0495867769,0.0201669746,0.022700695,-0.016226604,0.1010205235,-0.199475738,0.1135165132,0.0768448959,0.4014604882,0.0,1.2024859007,0.1469398662,0.244745879,-0.049328999,498.52213948,58.574530071,0.1267708577,0.0,0.0,1.0,0.0,0.0,2.1923812994,4.0,-0.208393119,0.0154727647,0.1404178628,0.5880165027,-0.001575141,4418.2426176,0.0500031521,15.68746953,-0.004918943,0.0081751564,0.0257249503,-0.029519959,0.0047538478,0.0055436588,0.0,0.0001190476,0.5880328955,-0.00545891,4.0,15.102218534,0.5609332059,0.0,0.0311688315,0.0165922007,0.0276898412,0.5181447518,2.3679430874,7.303969e-10,2.6828052e-08,0.6955212289,0.4837497798,-0.045178987,0.031159328,-0.021995332,0.1478381381
78120,0.8371464143,0.1443529325,-8.008437432,0.0,3.316573431,13.946054755,-0.002268308,0.0612206569,1.1971666146,9.76944e-05,0.0143992161,0.6038138854,23.0,-0.021294452,-0.090909091,0.0190571189,-0.298182831,0.031558443,0.2042777385,-0.06436843,0.0129016697,0.2987047285,0.5732029143,0.0,1.4218007321,-0.030459155,0.2348011631,0.7134209344,47.139617078,113.99674899,0.0743576187,0.0,0.0,1.0,0.0,0.0,7.0407428304,6.0,0.017397189,-0.167897903,0.9846830788,-0.308677162,0.7278520767,-2782.643521,0.1272709788,12.830477481,0.0068165733,0.0292441658,0.2430471584,0.3315668082,0.0859157999,-0.004088141,1.0,-0.044359954,-0.054859778,-0.005055446,2.0,14.275180431,3.2918041183,0.0,0.112499997,0.033549742,0.0494245839,0.7722802678,12.082293066,5.3463739e-09,6.4168875e-09,1.6094645327,2.590376082,0.6037566719,0.0888164527,-1.228735783,0.4118541459
38746,1.9082573915,0.0775250443,-14.27989023,0.0,3.1523325365,4.5040241344,0.0352720321,-0.023347767,0.0547753865,-0.00338112,-0.058034786,0.2804263182,22.0,-0.002978763,-0.076470588,0.0608228159,0.0694168001,-0.148020667,0.0490255053,0.2473664883,-0.003819665,0.0399114091,0.5511689311,0.0,2.5743734923,-0.195968639,1.1406128511,-0.208451111,21.270145918,3.2618082855,0.037821515,0.0,0.0,1.0,0.0,0.0,0.0583880706,5.0,0.8627871232,-0.445848995,3.2884695003,6.3664369231,0.2572605806,-31.28004551,0.0739093839,10.489157395,-0.000821147,0.0013439507,0.0038574339,-0.035674975,0.0346366934,0.0424573232,1.0,-0.006845494,-0.016979446,-0.044776119,5.0,8.7748541048,0.2164020446,0.0,0.0399999991,0.0155442932,0.014910477,0.969127163,1.0987097971,5.9479385e-07,1.0000000932,0.8590898856,0.7380354315,0.5136675957,0.0500629991,0.3375350262,0.2041692567
60871,0.2787284715,0.055530551,6.447048298,0.0,0.2108953422,0.3856382125,0.1745804703,0.5131912608,0.683435698,0.5593420122,0.8885854629,0.0464260487,22.0,0.0595193405,0.15,0.2678998158,-0.065861841,-0.002706395,0.1436753628,-0.031759227,0.2854455857,0.3153654305,0.5968539598,0.0,3.0353098773,0.46790872,2.2253622759,0.4817342449,3.9803613642,4.9361207706,0.5121718683,0.0,0.0,1.0,1.0,0.0,1.0263839894,3.0,-0.067877694,-0.003978167,0.0859660204,-1.240141808,0.0552932701,2074.8306123,0.0460850088,15.485651913,-0.000792743,0.0258496983,0.0454084501,0.0024361072,0.1734065573,-0.053337007,0.0,-0.000517241,3.1295365193,-0.072387477,6.0,15.746307577,1.3236549217,0.0,0.064638786,0.0266277222,0.0302715226,0.5023152279,3.7042944208,5.448403e-10,1.346103e-08,2.1417285152,4.5870010329,0.2057910581,0.0547465975,0.1397602916,0.2828695523
14198,0.5947642215,0.0366883596,0.9985231081,0.0062958517,0.1378628644,0.6298912547,0.0251333063,0.0190777792,0.3527313815,0.0057957015,0.0486585783,0.0428353798,22.0,0.0150182732,0.0608203678,0.1008814551,0.0654262662,-0.122969188,0.1362970098,0.0150272077,0.0231900322,0.0542925836,0.7054106131,0.0,6.0307490223,-0.060118286,4.5311520435,-0.07609435,2.2308426737,4.791391648,0.4081743301,0.0,0.0,1.0,0.0,0.0,0.4518723898,6.0,-2.881383931,-0.261066817,0.1454959741,1.3011373022,-0.025392206,-243.7971949,0.061725725,13.072516931,0.005065016,0.0170152204,0.021285695,0.0212451911,0.3970849573,0.0165024169,1.0,0.0064505943,0.5474424812,0.0394666791,6.0,12.237607649,0.271459937,0.0,0.0376712345,0.0182182278,0.0279866561,0.8521823181,0.4917327724,8.0538172e-08,1.5756607e-07,1.0502645929,1.1030557151,0.1553364799,0.0416041365,-0.335010562,0.1449958314
45583,1.0836660003,0.0459370256,-48.09454524,0.0502776221,1.0585959058,2.8014542144,0.074218645,0.0591036359,0.3926596778,-0.001203238,0.129299865,0.0998967104,23.0,0.0402787727,0.0412371134,0.0045275906,0.0124485006,-0.022740812,0.1304580375,-0.141494016,0.1062602802,-0.001524825,0.5125604912,0.0,3.349020851,-0.326917475,1.0578555269,-0.414165015,230.54618285,7.3421028935,0.1230032132,0.0,0.0,0.0,0.0,0.0,0.6812114177,5.0,-0.084361972,-0.171844405,0.7149275887,1.3253623582,0.0608819153,-853.1624124,0.1251357674,12.008730467,0.0145855215,0.0012709717,0.0024314708,0.017224953,0.0056722195,-0.02204718,0.0,-0.003660131,0.4312743461,-0.026537635,2.0,11.837957511,0.6833114802,0.0,0.0139860138,0.0127997443,0.017419641,0.4203759399,1.0040723656,2.609539e-08,4.0408455e-08,0.8601365022,0.7398348024,0.2287313531,0.0308859854,-0.011684917,0.0306414975
14702,0.4974792548,0.1258344385,1.3515100315,0.0,0.266022253,0.8698695265,0.339924741,0.2268202479,0.7077017811,0.0053380783,0.0724999915,0.1452355891,22.0,0.0154887674,0.0821865806,0.3536832424,0.3479918773,0.0518713197,0.1619791565,0.2275198547,0.1541529767,0.3290838311,0.6539577613,0.0,2.8795885919,0.0734628836,2.367892501,0.082945745,3.9944961219,5.0400019942,0.6111197752,0.0,0.0,1.0,0.0,0.0,1.1621864387,8.0,-0.207459799,-0.541434809,0.0168313553,0.133297949,0.0828513628,3840.6246947,0.0262473934,16.660602883,-0.013708203,0.0081300455,0.0124775093,-0.022905726,0.2822398395,-0.071922258,0.0,0.0002025316,1.6926835978,0.0769614074,7.0,17.032267607,6.0710133399,0.0,0.1011080369,0.0351952763,0.0389985598,0.3139616907,11.653425277,4.725055e-11,3.0338396e-09,2.3996327891,5.7582375225,-0.064273025,0.0591798471,-0.22343136,0.3340017551
15537,0.904330498,0.0562884785,-0.176811859,0.0146625582,0.1614357498,1.0867760208,0.0342874482,0.0240644872,0.4220740846,-0.018525896,0.03796267,0.1172020592,17.0,-0.050733439,-0.055702918,0.0053253226,0.0060466498,-0.009397166,0.1142538147,0.093948887,-0.051745739,0.021622523,0.6828831744,0.0,6.8026183283,-0.000584004,4.7158106747,0.1637977203,3.2338945827,5.3146053898,0.4981372245,0.0,0.0,1.0,0.0,0.0,0.4954837275,4.0,-0.182254944,-0.679324308,0.4236825985,-0.489454574,0.0548178328,-883.5996123,0.0262473934,10.596328436,-0.000874642,0.0130773954,0.0156739812,0.0005412354,0.3153205143,0.0270149589,0.0,0.009717635,6.0292525429,0.047169649,5.0,8.5841974202,0.2559658896,0.0,0.0454545468,0.0236287418,0.0312724298,1.5857560438,3.3887370659,1.8296686e-06,2.0000000592,0.6573072388,0.4320528062,0.3413170486,0.0444225763,-0.150936419,0.3340017551
68830,1.5391358094,0.1103107265,-23.23220021,0.0,2.1773557341,6.4037459497,0.0718887926,0.0572679338,0.479771866,-0.08601313,0.0987576841,0.1628888764,13.0,-0.047792008,-0.042216359,-0.033555924,0.0456211335,-0.003934028,0.0328320578,-0.020651892,0.045626793,0.0036542708,0.517991227,0.0,2.1495138112,0.0471411026,0.2128904569,0.7110251623,76.26302641,183.74952777,0.0742523427,0.0,0.0,1.0,0.0,0.0,1.0429034843,4.0,-2.736444322,-0.236595589,1.2573941315,-2.380182085,0.1917610905,-2063.727051,0.0277608887,11.26424453,-0.012945494,0.0139154024,0.0373124994,-0.293967148,0.0225936767,-0.035103142,1.0,0.0043323077,-0.237993597,0.0289855078,6.0,9.7479442368,0.2470429768,0.0,0.0506329127,0.0225889243,0.0238256551,0.8353201643,0.5536099855,3.3581357e-07,1.2000061e-07,0.7688834238,0.5911817193,0.2081130149,0.0520704103,0.5808902015,0.0746503379
85631,0.1707725788,0.0291411285,5.1115107914,0.0076261417,0.1290667878,0.3572488829,0.2288649019,-0.049612978,0.9087790025,-0.026817113,0.0485076964,0.0800418916,12.0,-0.00464282,0.0791974657,-0.068120479,0.2017077773,0.0217810713,0.5736662883,1.0834868571,-0.016154724,-0.28836087,0.5269847511,0.0,2.0678293412,-0.14218439,2.0189517284,-0.138472568,2.7881390705,7.4315003573,0.3716279328,0.0,0.0,0.0,0.0,1.0,1.3696893038,4.0,-1.17380276,-0.583939692,0.2292666705,-0.939804825,0.178927549,742.93117997,0.0614221491,14.564775159,-0.011727476,0.0125596494,0.0194350759,-0.007916354,0.3713383702,-0.034875745,1.0,7.90514e-05,0.4126536645,-0.006132325,6.0,15.677128008,4.2427839707,0.0,0.0454545468,0.0255602523,0.0416108365,0.4176033294,10.79729907,3.44939e-10,3.7100842e-09,1.2546157105,1.5740605811,-0.557679169,0.063367547,-0.183963328,0.0368359315
16185,0.1021008415,0.0510056446,10.589920037,0.0323787615,0.1270075812,0.2718920447,0.4261672873,0.1569486448,0.9981628558,1.0067221511,0.1112634672,0.067774317,14.0,0.0,0.1404958678,0.1832131723,0.1613957607,-0.073937801,0.1032760111,-0.250603444,0.0599756932,0.2193035225,0.7065592173,0.0,1.3180384026,-0.026253828,1.3180384026,-0.026253828,3.7350453637,3.3566887783,0.4726294303,0.0,0.0,0.0,0.0,1.0,2.3605373972,4.0,-1.10167189,-0.52264129,0.1605949331,-1.30231042,0.1666599744,-504.94282,0.0614221491,12.082915822,0.0059071253,0.0782639842,0.1464804469,0.0128563553,0.3177309816,0.164907393,3.0,0.0020093302,-0.288487273,0.0002732258,6.0,10.63519417,0.322343183,0.0,0.0480349362,0.0320981193,0.0460511085,2.0041929625,9.9483210803,1.2670266e-06,7.000000038,0.2326421934,0.0541223901,0.9046291698,0.0436104684,-0.395856559,0.0368359315
49373,0.2851744541,0.0485997713,2.5933669086,0.036007359,0.1544854863,0.4506498067,0.2723766968,0.6287839575,0.3412273037,-0.01378942,0.4360218577,0.0578079643,22.0,0.0,0.0,0.2386953902,-0.043920156,-0.160511083,0.2638409907,-0.113378263,0.2414246993,0.5157429858,0.6725952237,0.0,2.3466075062,0.3245371028,2.3466075062,0.3245371028,2.2547267956,4.9225460996,0.5916038445,0.0,0.0,0.0,0.0,0.0,0.5282805116,5.0,0.0544480399,-0.123160289,-0.188594312,0.6150694427,0.0088786687,2773.2569811,0.1246799848,15.222991454,-0.004943584,-0.009563206,-0.015996433,-0.050842174,0.1570392806,-0.567260555,2.0,0.0006751055,-0.031018519,-0.016339853,4.0,15.330172916,0.9688100929,0.0,0.0387722142,0.0179114739,0.0256406304,0.5240305907,1.7513405545,9.509873e-10,2.6010918e-08,1.3179404422,1.7369670092,0.1053616772,0.043757799,0.1577810131,0.0306414975
18570,0.6144124356,0.0438789859,9.1826327511,0.0203384867,0.1902253762,1.2114586091,0.1265228699,0.0977502607,0.4072497291,-0.001252126,0.3441509514,0.1027362414,22.0,0.0070709063,0.0141342756,0.0517088066,0.119852673,-0.108416711,0.0617225982,-0.00352666,0.1148922047,0.0386496121,0.5140545526,0.0,0.5058704297,-0.173511548,0.3265711022,-0.204285737,56.136613543,55.594941071,0.5144802546,0.0,0.0,0.0,0.0,0.0,0.4986010684,4.0,-0.047679457,-0.031683139,0.0530596192,-0.911978576,0.1506525962,-1776.783488,0.0417963358,13.511760077,-0.000652501,0.0140657772,0.0186597758,0.0076123632,0.0146464547,0.048410141,0.0,-0.000714286,0.3343187246,0.0642383918,6.0,13.110584022,0.8710598044,0.0,0.0522388071,0.0186198443,0.0223571806,0.613282067,2.0990320026,7.1836656e-09,3.2797952e-08,0.7285979139,0.5308549202,0.4654484832,0.0380311355,0.3731747707,0.1910405898
18973,0.3920085422,0.0589396561,4.372765366,0.0185523119,0.1526160032,0.7561023952,0.1828573336,0.1383882959,0.8829981957,2.0043974165,0.226251225,0.0727876468,13.0,0.0715598569,0.2,0.1437196608,-0.131194837,-0.014020089,0.1519901293,-0.016187662,0.1351535836,0.1097828158,0.5539555789,0.0,3.3627943045,-0.29391788,2.4861383366,-0.392696616,7.2957529271,6.6980010805,0.576908481,0.0,0.0,1.0,0.0,0.0,1.2073252048,5.0,0.7535236872,-0.098556375,0.5682195397,-89.66693377,-0.007442108,191.57286398,0.0840672851,13.325670685,0.0035600416,0.0251708839,0.0353620971,0.0438176402,0.2043108605,-0.036873181,1.0,0.0006521739,3.0745443817,0.0612506536,7.0,12.562087497,0.5607277414,0.0,0.0446428582,0.019666553,0.0272488514,0.9729683391,6.0032893344,1.9097558e-08,3.0252247e-08,0.4740144007,0.2246896521,-0.002035751,0.0396322478,-0.03164079,0.0703853545
19271,0.5527639518,0.0775951185,2.2936695802,0.0309638988,0.2474640287,1.6246229065,0.1755271012,0.1074625164,0.8065104612,0.0,0.1432377569,0.0983429904,22.0,0.0316318158,-0.029850746,0.051716475,0.0698679663,-0.007477615,0.139624755,0.0212370698,0.1295441157,0.0921620228,0.5419852775,0.0,2.2429808012,-0.075792008,1.3771501498,-0.110562317,18.653003311,11.823323673,0.4820931747,0.0,0.0,0.0,0.0,0.0,1.1514419816,3.0,0.8448299323,-0.104415118,-0.155236825,-0.889763852,0.210185961,-2521.729251,0.0383318972,11.534612345,0.001646234,0.0185147054,0.0268034579,0.0254833122,0.1934482759,-0.016973195,0.0,0.0019864497,0.674194914,-0.007033248,7.0,10.959748901,0.2765776312,0.0,0.0609756112,0.0343501539,0.0264000847,1.08290835,0.3056494071,2.1102713e-06,2.0000002584,-0.25943166,0.067304786,0.7970894408,0.0643885435,0.3921457449,0.1910405898
29938,0.228228237,0.0587082282,28.80262963,0.0260517763,0.2740940403,0.5665344019,0.2060836502,0.0742408555,0.7203092196,0.0,0.0098524831,0.0627444189,22.0,0.0383092967,0.0136986301,0.087161635,-0.010355073,-0.019598492,0.1637010676,-0.050671568,0.0890429766,0.1646457005,0.4525278783,1.0,2.5346534653,0.0372645569,1.1056105611,-0.000682873,28.592592593,6.0077821012,0.2771215945,0.0,0.0,0.0,0.0,0.0,1.6964131908,7.0,-0.015156932,-0.032118785,-0.333124579,-0.610773424,0.1106607737,282.72726171,0.0417963358,14.124784832,0.0017611348,0.0282206092,0.060412431,0.0028628142,0.0440606016,-0.00331513,0.0,9.09091e-05,0.9011142061,-0.016949513,6.0,10.419393997,0.0213766616,0.0,0.0247933883,0.0138133643,0.0130089967,0.7595473777,0.0804869758,7.6943021e-08,7.4742162e-07,0.318566263,0.1014844639,0.7439389788,0.0251459803,-0.136867549,0.1910405898
