firms,roeq,nincr,aeavol,ear,mom1,mom2,mom3,mom4,mom5,mom6,mom7,mom8,mom9,mom10,mom11,mom12,mom13,mom14,mom15,mom16,mom17,mom18,mom19,mom20,mom21,mom22,mom23,mom24,mom25,mom26,mom27,mom28,mom29,mom30,mom31,mom32,mom33,mom34,mom35,mom36,mom37,mom38,mom39,mom40,mom41,mom42
27502.0,0.0310326843,1.0,3.0935672515,0.0946222562,-0.0165289256198346,-0.0245901639344262,-0.125,-0.0325203252032519,0.1666666666666667,0.1899999999999999,0.1782178217821781,0.2395833333333332,0.1666666666666667,0.1782178217821781,0.0917431192660549,0.2142857142857142,0.202020202020202,0.2395833333333332,0.2268041237113403,0.1899999999999999,0.4512195121951219,0.3522727272727273,0.2526315789473683,0.3370786516853932,0.202020202020202,0.1899999999999999,0.2142857142857142,0.1666666666666667,0.1333333333333333,0.1121495327102803,0.0917431192660549,0.0625,0.1018518518518518,0.1442307692307691,-0.0629921259842519,-0.0245901639344262,0.0625,-0.0403225806451612,0.0,-0.0775193798449612,-0.0846153846153846,-0.1793103448275862,-0.1793103448275862,-0.274390243902439,-0.1959459459459459,-0.1959459459459459
18606.0,0.0285043953,3.0,6.1550591327,0.1517734639,0.0229885057471264,0.0595238095238095,0.2361111111111111,0.5614035087719298,1.4054054054054053,1.4054054054054053,0.977777777777778,1.022727272727273,1.119047619047619,0.934782608695652,0.6481481481481481,1.119047619047619,1.225,1.4722222222222223,1.9666666666666668,1.6969696969696968,3.684210526315789,2.708333333333333,2.423076923076923,3.9444444444444446,1.870967741935484,1.5428571428571427,1.5428571428571427,1.225,0.8163265306122449,0.7115384615384615,0.5344827586206897,0.3692307692307692,0.78,0.4833333333333334,0.0853658536585366,-0.011111111111111,0.1410256410256409,0.0113636363636364,0.1558441558441559,0.1710526315789473,0.0229885057471264,-0.1099999999999999,-0.1359223300970874,-0.1834862385321101,-0.282258064516129,-0.3046875
44601.0,0.0294552825,4.0,0.5370866845,0.0709278341,0.0,0.0331753554502369,-0.031111111111111,0.1237113402061855,0.0,-0.009090909090909,0.0234741784037557,0.2823529411764707,0.1595744680851063,0.0582524271844659,-0.1028806584362139,-0.1314741035856573,-0.2430555555555555,-0.009090909090909,-0.1450980392156863,-0.0353982300884956,0.211111111111111,0.0430622009569376,-0.1484375,0.013953488372093,-0.1804511278195488,-0.2559726962457338,-0.3699421965317919,-0.3144654088050315,-0.31875,-0.2944983818770227,-0.2585034013605441,-0.3057324840764331,-0.226950354609929,-0.3229813664596274,-0.4059945504087193,-0.4603960396039603,-0.4043715846994535,-0.3806818181818182,-0.3453453453453453,-0.303514376996805,-0.2828947368421053,-0.3771428571428571,-0.3353658536585365,-0.3453453453453453,-0.3662790697674418,-0.3312883435582822
46156.0,0.0218383008,2.0,1.6666666667,0.018100041,-0.0178571428571429,-0.1538461538461538,-0.1831683168316832,-0.1176470588235294,-0.0236686390532544,-0.0236686390532544,0.0784313725490195,0.1073825503355705,-0.0060240963855421,-0.1129032258064516,-0.1176470588235294,-0.1032608695652174,-0.0178571428571429,-0.0060240963855421,0.03125,0.0576923076923077,0.2406015037593984,0.2043795620437956,-0.0119760479041916,-0.140625,-0.2142857142857143,-0.2948717948717948,-0.3604651162790697,-0.3292682926829268,-0.3237704918032786,-0.3346774193548387,-0.3399999999999999,-0.3604651162790697,-0.2826086956521739,-0.3726235741444866,-0.3888888888888888,-0.3796992481203007,-0.3956043956043956,-0.4107142857142857,-0.4169611307420494,-0.4128113879003559,-0.4499999999999999,-0.4711538461538461,-0.4711538461538461,-0.4827586206896551,-0.485981308411215,-0.485981308411215
44572.0,-0.026047166,1.0,-1.0,-0.03846154,0.0,-0.2631578947368421,-0.2631578947368421,0.0,0.0769230769230768,0.1666666666666667,0.1666666666666667,-0.0666666666666666,-0.0666666666666666,-0.2222222222222222,-0.3333333333333333,-0.125,0.0769230769230768,-0.0666666666666666,-0.0666666666666666,-0.125,-0.0666666666666666,0.0,-0.2222222222222222,-0.2222222222222222,-0.125,-0.125,-0.3,-0.3636363636363636,-0.4615384615384615,-0.4814814814814815,-0.4814814814814815,-0.5625,-0.5483870967741935,-0.4814814814814815,-0.65,-0.5625,-0.5172413793103448,-0.5625,-0.4615384615384615,-0.4615384615384615,-0.65,-0.6818181818181819,-0.7142857142857143,-0.7254901960784313,-0.7254901960784313,-0.7407407407407407
55423.0,0.0081905051,1.0,-0.01754386,-0.019730389,-0.1052631578947368,-0.0555555555555555,-0.2272727272727273,0.0625,0.0,0.0625,0.0625,0.0,0.0,0.0,-0.0555555555555555,0.0625,0.1333333333333333,-0.0555555555555555,0.1333333333333333,0.3076923076923077,0.4166666666666667,0.3076923076923077,0.2142857142857142,0.2142857142857142,0.3076923076923077,0.2142857142857142,0.2142857142857142,0.0625,0.0,-0.15,0.0,-0.1052631578947368,0.2142857142857142,-0.0555555555555555,-0.3461538461538461,-0.4516129032258065,-0.3199999999999999,-0.3199999999999999,-0.2916666666666666,-0.3461538461538461,-0.46875,-0.653061224489796,-0.5853658536585367,-0.6458333333333333,-0.7166666666666667,-0.7301587301587302
53284.0,-0.131588039,0.0,0.298013245,-0.05882353,-0.1428571428571429,-0.1818181818181817,-0.4375,-0.25,-0.0999999999999999,0.2857142857142858,-0.0999999999999999,0.0,-0.28,-0.3571428571428571,-0.4,-0.1428571428571429,-0.28,-0.5,-0.4705882352941176,-0.55,-0.3571428571428571,-0.4,-0.55,-0.55,-0.64,-0.8125,-0.847457627118644,-0.8524590163934427,-0.859375,-0.9,-0.8994413407821229,-0.9021739130434784,-0.9134615384615384,-0.9158878504672896,-0.922077922077922,-0.9224137931034484,-0.9117647058823528,-0.9086294416243654,-0.912621359223301,-0.9047619047619048,-0.9090909090909092,-0.9117647058823528,-0.9174311926605504,-0.92,-0.9246861924686192,-0.922077922077922
17953.0,0.046979352,1.0,-0.462669274,-0.014218009,0.0410256410256411,0.0797872340425531,0.1092896174863387,0.0149999999999999,0.0797872340425531,0.0304568527918782,0.0797872340425531,0.2767295597484276,0.3012820512820513,0.2767295597484276,0.0855614973262031,0.1032608695652173,0.26875,0.2303030303030302,0.2530864197530864,0.3012820512820513,0.7807017543859649,0.6916666666666667,0.7058823529411764,0.8623853211009174,0.6916666666666667,0.6111111111111112,0.3904109589041096,0.3904109589041096,0.2767295597484276,0.2453987730061348,0.1734104046242774,0.0913978494623655,0.1871345029239766,0.2608695652173913,0.1215469613259667,0.0304568527918782,0.1092896174863387,0.2011834319526626,0.1092896174863387,0.0684210526315789,0.0201005025125629,-0.0601851851851852,-0.0193236714975845,-0.1212121212121212,-0.0855855855855856,-0.5354691075514875
42438.0,0.0185109534,1.0,-0.474588259,-0.024512989,-0.375,-0.4214876033057851,-0.0410958904109589,0.2962962962962963,0.4583333333333332,0.2962962962962963,0.3725490196078431,0.4285714285714286,0.2280701754385965,0.1475409836065573,0.1111111111111111,0.4583333333333332,0.3999999999999999,0.75,0.7948717948717949,1.6923076923076923,3.117647058823529,2.888888888888889,1.9166666666666663,4.384615384615385,3.375,3.666666666666667,3.375,3.117647058823529,2.0434782608695654,2.0434782608695654,2.0434782608695654,1.7999999999999998,2.5,1.2580645161290325,1.5,1.5,1.2580645161290325,1.0588235294117645,1.3333333333333337,1.3333333333333337,1.0588235294117645,0.4893617021276595,0.4583333333333332,0.4285714285714286,0.1864406779661016,0.0294117647058822
55044.0,0.0454884637,1.0,0.7260273973,0.0160634918,0.0263157894736842,0.1037735849056604,0.073394495412844,0.0934579439252336,0.3295454545454546,0.2315789473684211,0.2446808510638298,0.2061855670103092,0.1818181818181818,0.2061855670103092,0.073394495412844,0.0173913043478259,0.1359223300970873,0.2315789473684211,0.2580645161290322,0.2061855670103092,0.5394736842105263,0.4096385542168674,0.4096385542168674,0.3448275862068966,0.3295454545454546,0.125,0.1699999999999999,0.1470588235294117,-0.0084745762711864,0.0353982300884956,0.0446428571428572,0.0,0.0540540540540539,0.0086206896551723,-0.126865671641791,-0.145985401459854,-0.040983606557377,-0.1333333333333333,-0.025,-0.0564516129032257,-0.1397058823529411,-0.1521739130434782,-0.1397058823529411,-0.2199999999999999,-0.2909090909090909,-0.2547770700636943
55108.0,0.0246863318,0.0,-0.126984127,2.0121849757,-0.0645161290322581,-0.09375,0.1153846153846154,0.3181818181818181,0.3809523809523809,0.3809523809523809,0.3181818181818181,0.3181818181818181,0.0357142857142858,0.2083333333333332,0.1153846153846154,0.3181818181818181,0.4499999999999999,0.3809523809523809,1.0714285714285716,0.8125,1.6363636363636362,1.6363636363636362,0.9333333333333332,0.8125,0.8125,0.6111111111111112,0.6111111111111112,0.5263157894736843,0.3809523809523809,0.4499999999999999,0.3809523809523809,0.3809523809523809,0.6111111111111112,0.5263157894736843,0.2083333333333332,0.2608695652173913,0.3809523809523809,0.2608695652173913,0.3809523809523809,0.3181818181818181,0.2083333333333332,0.1599999999999999,0.1153846153846154,0.1153846153846154,-0.09375,-0.0645161290322581
46383.0,-0.007528652,0.0,0.7392988573,0.0904248636,0.0402010050251255,0.3441558441558441,0.5109489051094891,0.5220588235294117,0.6693548387096775,0.6171875,0.8818181818181818,0.8818181818181818,0.9166666666666669,0.7844827586206897,0.6967213114754098,0.9345794392523366,0.6559999999999999,0.8648648648648649,0.8,1.0097087378640777,1.6202531645569622,1.1122448979591837,0.7250000000000001,1.134020618556701,0.9345794392523366,0.4892086330935252,0.4375,0.2937499999999999,0.0454545454545454,-0.1153846153846154,-0.0547945205479452,-0.1446280991735536,-0.0675675675675675,-0.1850393700787401,-0.3839285714285714,-0.2886597938144329,-0.2527075812274368,-0.2736842105263157,-0.0921052631578946,-0.0675675675675675,-0.1752988047808764,-0.2553956834532374,-0.2659574468085106,-0.5012048192771084,-0.4759493670886076,-0.4185393258426966
43326.0,0.0040893363,0.0,1.8070175439,0.1141649075,-0.2272727272727273,-0.1904761904761904,-0.2916666666666666,0.0,0.0625,-0.15,-0.1052631578947368,-0.1052631578947368,-0.0555555555555555,-0.15,0.0,0.0625,0.1333333333333333,0.0625,-0.1052631578947368,-0.0555555555555555,0.3076923076923077,0.0,-0.15,-0.0555555555555555,-0.1904761904761904,-0.15,-0.2272727272727273,-0.1904761904761904,-0.2916666666666666,-0.2916666666666666,-0.3199999999999999,-0.2916666666666666,-0.15,-0.2272727272727273,-0.2916666666666666,-0.3703703703703703,-0.3928571428571429,-0.4137931034482759,-0.2916666666666666,-0.3199999999999999,-0.4333333333333333,-0.5142857142857142,-0.46875,-0.5277777777777778,-0.5641025641025641,-0.5277777777777778
21629.0,0.0253766272,1.0,3.2459016393,-0.035175879,0.1162790697674418,0.0,-0.044776119402985,0.0267379679144386,0.0909090909090908,0.1851851851851851,0.1228070175438595,0.1428571428571428,0.0434782608695651,0.0212765957446807,0.1925465838509317,0.0971428571428572,0.4545454545454546,0.5867768595041323,0.5,0.6551724137931034,1.0210526315789474,0.6991150442477876,0.536,0.7454545454545454,0.7297297297297298,0.5238095238095237,0.5,0.3913043478260869,0.3714285714285714,0.3061224489795917,0.2307692307692308,0.2972972972972973,0.4328358208955223,0.2151898734177215,0.0158730158730158,0.0212765957446807,0.1566265060240963,-0.0253807106598984,0.1779141104294479,0.1851851851851851,0.1428571428571428,0.0,-0.0103092783505154,-0.0900473933649289,-0.102803738317757,-0.1390134529147981
53989.0,0.0350877193,1.0,-0.380952381,-0.034785239,-0.1153846153846154,-0.2068965517241379,-0.0799999999999999,0.1499999999999999,0.2777777777777777,0.2777777777777777,0.4375,0.5333333333333334,0.4375,0.1499999999999999,0.2105263157894736,0.4375,0.3529411764705883,0.4375,0.4375,0.5333333333333334,0.7692307692307692,0.4375,0.3529411764705883,0.2777777777777777,0.2105263157894736,0.1499999999999999,0.2105263157894736,-0.0416666666666666,-0.0416666666666666,-0.1153846153846154,0.0454545454545454,0.1499999999999999,0.3529411764705883,0.1499999999999999,0.0952380952380953,0.0454545454545454,-0.0799999999999999,-0.1153846153846154,-0.0799999999999999,-0.2333333333333332,-0.2333333333333332,-0.3235294117647058,-0.3611111111111111,-0.425,-0.425,-0.425
52003.0,-0.225007258,0.0,1.8304347826,-0.030241936,0.0625,-0.1282051282051282,0.1333333333333333,0.4166666666666667,1.0,0.5454545454545454,0.6190476190476191,0.4782608695652173,0.5454545454545454,0.4782608695652173,1.2666666666666666,1.0,1.2666666666666666,1.2666666666666666,1.6153846153846154,2.090909090909091,2.090909090909091,1.0,0.7,1.125,0.7894736842105263,0.7,0.6190476190476191,0.7,0.7894736842105263,0.4782608695652173,0.4782608695652173,0.3600000000000001,1.0,0.4782608695652173,0.096774193548387,0.1333333333333333,0.0625,-0.0285714285714285,-0.081081081081081,-0.1052631578947368,-0.276595744680851,-0.3461538461538461,-0.2444444444444444,-0.3703703703703703,-0.4769230769230769,-0.4603174603174603
27158.0,0.0386036666,1.0,1.5,0.0331267221,0.0263157894736842,-0.0168067226890756,-0.040983606557377,-0.1521739130434782,-0.126865671641791,-0.0859375,-0.0787401574803149,0.1359223300970873,0.0,0.0086206896551723,-0.0859375,0.1938775510204082,0.1584158415841583,0.1470588235294117,0.125,0.1584158415841583,0.4624999999999999,0.3,0.2580645161290322,0.4444444444444444,0.2446808510638298,0.0833333333333332,0.0446428571428572,-0.1333333333333333,-0.1818181818181817,-0.2994011976047904,-0.3076923076923077,-0.579136690647482,-0.6125827814569537,-0.5584905660377358,-0.6285714285714286,-0.625,-0.5357142857142857,-0.524390243902439,-0.4375,-0.4207920792079208,-0.4428571428571428,-0.4935064935064935,-0.4681818181818181,-0.4507042253521126,-0.4532710280373832,-0.4236453201970444
41419.0,0.0348643323,1.0,-0.146970932,-0.025,-0.1951219512195121,-0.2826086956521739,-0.2978723404255319,-0.1951219512195121,0.064516129032258,0.1785714285714286,0.1,0.32,0.1,0.0,0.03125,0.0,0.1,0.0,0.2692307692307691,0.064516129032258,0.9411764705882352,0.6499999999999999,0.32,1.0625,0.5,0.2692307692307691,0.1379310344827586,0.064516129032258,-0.0833333333333333,-0.175,-0.0833333333333333,-0.0294117647058823,0.2692307692307691,0.1,-0.2325581395348837,-0.131578947368421,-0.2666666666666667,-0.326530612244898,-0.1538461538461538,-0.25,-0.3399999999999999,-0.5,-0.5416666666666667,-0.611764705882353,-0.7053571428571428,-0.7421875
21282.0,0.0214499955,1.0,0.4979919679,0.0805555545,-0.16,-0.4084507042253521,-0.0232558139534884,-0.0454545454545454,-0.0232558139534884,0.0,-0.0869565217391304,-0.0454545454545454,0.1052631578947369,0.1351351351351351,0.0,-0.1063829787234043,0.0,0.5555555555555556,0.6799999999999999,0.9090909090909092,1.1,2.0,2.0,2.0,1.4705882352941178,1.4705882352941178,1.1,1.1,0.6153846153846154,0.5,0.6153846153846154,0.3999999999999999,1.3333333333333337,1.1,0.0769230769230768,0.3125,0.2727272727272727,0.3125,0.3548387096774192,0.3548387096774192,0.1052631578947369,-0.0666666666666666,0.05,-0.0232558139534884,-0.16,-0.2363636363636363
15712.0,0.0500701223,1.0,5.1593426224,0.0223390153,-0.1415094339622641,-0.1946902654867256,-0.1875,-0.1165048543689319,-0.0520833333333333,-0.0421052631578947,0.0459770114942528,0.2816901408450705,0.3,0.2638888888888888,0.1374999999999999,0.5166666666666666,0.6545454545454545,1.1666666666666663,1.1666666666666663,1.275,1.5277777777777777,1.676470588235294,1.275,1.3947368421052633,1.1666666666666663,1.116279069767442,1.022222222222222,0.625,0.5689655172413792,0.3999999999999999,0.5689655172413792,0.421875,0.5166666666666666,0.4918032786885247,0.1234567901234569,0.0963855421686747,0.0459770114942528,-0.1415094339622641,-0.0618556701030927,-0.0421052631578947,-0.0520833333333333,-0.1875,-0.1495327102803738,-0.272,-0.3591549295774647,-0.3892617449664429
30680.0,0.0271776888,1.0,1.0416666667,7.36807e-05,0.0,-0.0959999999999999,-0.0583333333333333,0.0560747663551401,0.1649484536082475,0.1770833333333332,0.0761904761904761,0.0660377358490567,0.0560747663551401,0.018018018018018,-0.0087719298245614,-0.0087719298245614,-0.0423728813559322,-0.0341880341880341,-0.0887096774193548,0.1188118811881189,0.2417582417582418,0.1770833333333332,0.0865384615384614,0.0865384615384614,-0.017391304347826,-0.1031746031746031,-0.0737704918032786,-0.0258620689655172,-0.0423728813559322,-0.1307692307692307,-0.0887096774193548,-0.0423728813559322,-0.0087719298245614,0.0761904761904761,0.0089285714285713,-0.017391304347826,0.0970873786407766,0.0272727272727273,0.1299999999999999,0.1770833333333332,0.0865384615384614,-0.0504201680672269,-0.017391304347826,-0.0423728813559322,0.0,0.0970873786407766
53401.0,0.0406539041,0.0,1.5614035088,0.0144927539,0.0724637681159421,0.0277777777777776,-0.0749999999999999,0.1044776119402985,0.3962264150943395,0.3962264150943395,0.3703703703703704,0.4230769230769231,0.2333333333333334,0.1044776119402985,0.1044776119402985,0.0724637681159421,0.2758620689655173,0.3703703703703704,0.4230769230769231,0.6444444444444444,1.0,1.176470588235294,0.7619047619047619,1.176470588235294,1.2424242424242422,0.7619047619047619,0.6086956521739131,0.48,0.48,0.4509803921568627,0.2333333333333334,0.2131147540983606,0.3454545454545454,0.0724637681159421,-0.0749999999999999,-0.1685393258426966,0.0724637681159421,0.0571428571428571,0.48,0.3454545454545454,0.1044776119402985,0.0422535211267605,0.0422535211267605,-0.2291666666666666,-0.4126984126984127,-0.3565217391304348
48637.0,0.036199095,0.0,0.9891678976,-0.100294579,-0.1485148514851485,-0.2892561983471075,-0.1313131313131312,0.5925925925925926,1.2051282051282053,1.263157894736842,2.44,2.071428571428572,2.185185185185185,1.8666666666666667,2.909090909090909,2.583333333333333,2.739130434782609,3.526315789473684,2.909090909090909,5.615384615384615,8.555555555555555,6.818181818181818,7.6,7.6,6.818181818181818,6.166666666666667,5.142857142857143,5.142857142857143,4.0588235294117645,2.909090909090909,4.0588235294117645,2.583333333333333,5.615384615384615,4.375,2.909090909090909,2.739130434782609,2.739130434782609,2.3076923076923075,3.095238095238095,2.583333333333333,1.774193548387097,1.8666666666666667,1.6875,1.5294117647058822,1.5294117647058822,1.606060606060606
30787.0,0.0452652295,2.0,-0.220779221,-0.066084131,-0.025,-0.025,0.0,0.4444444444444444,0.95,0.625,2.25,2.9,2.25,2.5454545454545454,2.25,2.0,2.0,2.5454545454545454,2.9,2.25,3.333333333333333,3.333333333333333,2.25,2.9,2.0,1.6,1.4375,1.1666666666666663,1.0526315789473686,0.8571428571428572,0.7727272727272727,0.3928571428571428,1.4375,0.95,0.1142857142857143,0.1142857142857143,0.0833333333333332,-0.1136363636363636,0.1142857142857143,-0.025,-0.1875,-0.3157894736842105,-0.35,-0.5,-0.5185185185185186,-0.5465116279069768
30816.0,0.0127731806,0.0,-0.250493097,0.0220823791,0.125,-0.0425531914893616,0.3846153846153846,0.5254237288135593,0.8367346938775511,0.6981132075471699,0.7647058823529411,0.6071428571428572,0.5789473684210527,0.4754098360655738,0.3636363636363635,0.3235294117647058,0.4285714285714286,0.5254237288135593,0.4754098360655738,0.3043478260869565,0.7307692307692308,0.7647058823529411,0.6981132075471699,1.0930232558139537,0.7307692307692308,0.6666666666666667,0.8,0.6666666666666667,0.6071428571428572,0.6666666666666667,0.7307692307692308,0.6071428571428572,0.6071428571428572,1.0454545454545454,1.0454545454545454,1.0,1.903225806451613,2.2142857142857144,3.2857142857142856,2.9130434782608696,2.6,1.8125,1.5714285714285716,1.25,2.103448275862069,1.6470588235294117
