firms,bm,ep,cashpr,dy,lev,sp,roic,agr,gma,chcsho,lgr,cfp,age,chinv,hire,sgr,pchgm_pchsale,depr,pchdepr,invest,egr,tang,sin,currat,quick,salecash,salerec,cashdebt,divi,divo,securedind,convind,rd,operprof,ps,chpmia,chempia,bm_ia,pchcapx_ia,tb,cfp_ia,mve_ia,herf,mve,chtx,roaq,roeq,rsup,cash,cinvest,nincr,sue,aeavol,ear,ms,dolvol,turn,IPO,maxret,retvol,baspread,std_dolvol,std_turn,ill,zerotrade,beta,betasq,pricedelay,idiovol,chmom,indmom,mom1,mom2,mom3,mom4,mom5,mom6,mom7,mom8,mom9,mom10,mom11,mom12,mom13,mom14,mom15,mom16,mom17,mom18,mom19,mom20,mom21,mom22,mom23,mom24,mom25,mom26,mom27,mom28,mom29,mom30,mom31,mom32,mom33,mom34,mom35,mom36,mom37,mom38,mom39,mom40,mom41,mom42,mom43,mom44,mom45,mom46,mom47,mom48
54594,0.3774376689,0.0532511214,20.329006463,0.014057012,0.3371952399,0.8718607761,0.1026238312,0.212075324,0.364084546,0.5062642369,0.3340907512,-0.029280217,14.0,0.1294749048,0.0994475138,0.165826045,-0.003793408,0.1219907112,0.0065709181,0.1628092951,0.1205196932,0.5157203665,0.0,2.0297555274,0.8357748125,51.372838776,5.176218341,0.229212012,0.0,0.0,1.0,0.0,0.0,0.5963815055,2.0,-0.917418066,-0.042825699,-0.380422319,-1.13185674,-0.719679834,0.1932427334,253.46687984,0.5574536525,12.984144731,0.001473889,0.0180397639,0.0366984059,0.0395080267,0.0141003859,-0.020000551,0.0,0.0001299493,0.1735744788,0.0194418388,5.0,12.628782783,0.5996521448,0.0,0.0526315793,0.0203011031,0.0216780768,1.0061741328,3.9859665707,2.3252161e-08,3.1647863e-08,1.412667792,1.9956302907,0.1387752012,0.0382729445,-0.035200181,0.0564225648,-0.0247524752475247,-0.1126126126126125,-0.0199004975124378,-0.015,0.0314136125654449,0.1726190476190476,0.4071428571428572,0.3133333333333332,0.4812030075187969,0.3401360544217686,-0.3206896551724137,-0.3411371237458194,-0.2480916030534351,-0.2334630350194552,-0.1893004115226337,-0.1722689075630252,-0.2649253731343284,-0.1859504132231405,-0.116591928251121,0.053475935828877,0.0478723404255319,0.0260416666666667,0.1387283236994219,0.0478723404255319,0.1867469879518073,0.0260416666666667,0.0423280423280423,0.0944444444444445,0.053475935828877,0.2085889570552146,-0.0663507109004739,-0.0483091787439613,0.0260416666666667,0.0944444444444445,0.1726190476190476,0.0883977900552486,0.1257142857142856,0.2960526315789473,0.3133333333333332,0.4701492537313432,0.3133333333333332,0.1726190476190476,0.1453488372093023,0.3310810810810811,0.2709677419354839,0.1193181818181818,0.0765027322404372,0.0883977900552486
10154,1.4160028629,0.0563559491,-9.613722517,0.0,1.5953292953,3.1713342788,0.0313907631,0.2559952237,0.333145378,-0.092757597,0.7308389175,0.0706437461,14.0,0.0096349878,0.0867052023,0.103845657,-0.04750911,0.157971786,0.3264922255,0.1114243701,-0.040556074,0.4998943055,0.0,1.3131234783,1.1744985241,18.140561031,2.7959756012,0.1447858963,0.0,0.0,1.0,0.0,0.0,0.5084416984,3.0,-0.7321779,-0.032440146,-7.322997594,0.0338951852,1.21256699,2.7148837144,-218.8133063,0.0849810308,10.099547635,-0.027348126,-0.023340581,-0.054458308,0.2583060522,0.056744921,0.0196553308,0.0,-0.128498279,-0.927194358,-0.03125,3.0,8.6030038478,0.4027617952,0.0,0.0769230798,0.0496610439,0.0355190292,1.4329564662,3.0315211282,6.9471398e-06,0.9545455011,1.2660609652,1.6029103676,0.0230448361,0.0444459923,0.3350824591,0.0808689687,-0.1780821917808219,-0.2105263157894736,-0.2105263157894736,-0.3023255813953488,-0.3478260869565217,-0.2105263157894736,-0.2207792207792207,-0.1428571428571429,-0.1666666666666666,-0.2682926829268293,-0.4642857142857143,-0.4545454545454546,-0.4827586206896551,-0.4642857142857143,-0.4117647058823529,-0.4117647058823529,-0.4545454545454546,-0.4230769230769231,-0.375,-0.3023255813953488,-0.3181818181818182,-0.3103448275862068,-0.3023255813953488,-0.3617021276595744,-0.3181818181818182,-0.4230769230769231,-0.4339622641509434,-0.4339622641509434,-0.4545454545454546,-0.5,-0.4495412844036697,-0.4915254237288136,-0.4230769230769231,-0.4444444444444444,-0.5,-0.5,-0.7,-0.6875,-0.6938775510204082,-0.6875,-0.7222222222222222,-0.7222222222222222,-0.7247706422018348,-0.6629213483146068,-0.6739130434782609,-0.6428571428571428,-0.6666666666666667,-0.6825396825396826
10867,0.5130591971,-0.495333543,-7.703138524,0.0,1.0863624457,4.826649145,0.1118550757,-0.283682653,0.3271922627,0.0141133622,-0.129785161,0.3018574547,8.0,-0.013472013,-0.045454545,0.1874786227,0.1696421363,0.6158917418,0.8913374683,-0.100768255,-0.4930166,0.5991361286,0.0,1.6222978723,1.1556595745,114.45467033,6.6872391653,-0.160079395,0.0,0.0,1.0,0.0,0.0,0.6944476245,5.0,0.3077332654,-0.150056329,-0.067768016,5.2518965912,0.28412691,0.2921005735,-394.9437648,0.0653410158,10.038155018,0.0103677184,-0.167310167,-0.474350433,0.1714638391,0.0252681268,-0.113925146,0.0,-0.368516339,1.0558154668,0.0277017914,2.0,9.3673441208,1.131019037,0.0,0.0625,0.0316076275,0.0541660095,0.8531762456,6.7402279461,1.8693078e-07,1.1061426e-08,1.9736471253,3.8952829753,0.1544615953,0.0832364846,-0.441064906,-0.007860555,-0.03125,-0.088235294117647,0.0,0.0,0.1071428571428572,0.3478260869565217,0.3191489361702126,0.2916666666666667,0.4090909090909091,0.2916666666666667,-0.2790697674418605,-0.2790697674418605,-0.4038461538461538,-0.3404255319148936,-0.2790697674418605,-0.3111111111111111,-0.2790697674418605,-0.3111111111111111,0.0689655172413792,0.3478260869565217,0.0,0.1923076923076923,0.0689655172413792,-0.3404255319148936,-0.38,-0.5079365079365079,-0.5303030303030303,-0.5810810810810811,-0.5974025974025974,-0.6477272727272727,-0.5303030303030303,-0.5694444444444444,-0.5694444444444444,-0.5507246376811594,-0.5633802816901409,-0.6125,-0.6555555555555556,-0.5810810810810811,-0.5303030303030303,-0.523076923076923,-0.5571428571428572,-0.5079365079365079,-0.5079365079365079,-0.4561403508771929,-0.3673469387755101,-0.4833333333333333,-0.4833333333333333,-0.515625
12117,1.6113299716,0.0882445635,-1.486854373,0.0,0.6452095808,3.6575795777,0.0682706263,0.0608193199,0.9113267649,-0.003767661,-0.050550725,0.100378191,7.0,0.0003954132,-0.088235294,-0.013137755,0.3435871143,1.1599264706,0.3039773868,0.0298540633,0.1131007457,0.7106885126,0.0,2.9929173281,2.3820979363,4.3279880664,5.7947821745,0.4334483169,0.0,0.0,0.0,0.0,0.0,1.3389212431,4.0,-0.046654716,-0.365763492,1.1090263533,-0.686061435,0.9188331077,-0.376329307,-383.7639839,0.1529638306,9.9789196477,0.0091522532,0.0199960338,0.0284130935,0.08461393,0.3693928908,0.0265888812,0.0,0.0261203908,3.6439453147,0.0592307691,5.0,9.5771512731,0.7304987558,0.0,0.0535714291,0.0348774435,0.0406015261,1.223174827,2.4880954318,1.3805151e-06,2.9146296e-08,1.2912115851,1.6672273576,-0.11527596,0.0704100555,-0.502219773,-0.007391316,-0.074074074074074,-0.0384615384615384,0.1111111111111111,0.0869565217391303,0.4705882352941177,0.5625,0.5151515151515151,0.4705882352941177,0.9230769230769232,0.8518518518518519,0.2820512820512821,0.25,0.25,0.4285714285714286,0.6666666666666667,0.3513513513513513,0.4285714285714286,0.3157894736842106,0.3513513513513513,0.3513513513513513,0.2820512820512821,0.1627906976744186,-0.0566037735849056,0.3888888888888888,0.25,0.0,-0.074074074074074,0.0,0.0638297872340425,0.0416666666666667,0.0204081632653061,0.0,0.1363636363636364,0.1627906976744186,0.3157894736842106,0.1363636363636364,0.0204081632653061,0.0,0.0,-0.1071428571428571,-0.0909090909090909,-0.1666666666666666,-0.1379310344827586,-0.1071428571428571,-0.180327868852459,-0.180327868852459,-0.1379310344827586,-0.3902439024390244
12320,0.9493817247,0.0999625288,-128.7929515,0.0337990472,1.0938279535,3.3430972646,0.1027196521,0.0240332248,0.3735425263,-0.007870754,-0.012000774,0.2027300466,14.0,0.0295005739,0.0303030303,0.1814233287,0.0580453891,0.1456601938,0.1511440778,0.0597047761,0.0689513845,0.5152326274,0.0,1.8727064673,0.965296137,687.80176211,6.739661573,0.1957009228,0.0,0.0,0.0,0.0,0.0,0.7729546633,7.0,0.0883833006,-0.057487348,0.3130202354,-0.553268378,-4.910125054,0.097999466,-1364.982766,0.103229783,11.33346531,0.0139080417,0.0116546105,0.0282432014,0.1395642632,0.0023628112,0.0157669674,0.0,0.0503934479,0.7816091954,-0.02694659,3.0,10.505724858,0.4293133027,0.0,0.0315789469,0.0151625531,0.024649835,0.5675537049,1.5112673002,5.1797856e-08,3.6491856e-08,1.3632005643,1.8583157786,0.3878262663,0.0451222281,-0.346565685,0.0710304426,-0.063063063063063,-0.087719298245614,0.0612244897959184,0.1304347826086955,0.2380952380952381,0.2380952380952381,0.4857142857142857,0.4857142857142857,0.625,0.4444444444444444,0.0,-0.0188679245283018,0.0612244897959184,0.1555555555555554,0.1304347826086955,0.1304347826086955,0.04,0.0833333333333332,0.0196078431372548,0.0612244897959184,0.0612244897959184,0.0833333333333332,0.2380952380952381,0.1555555555555554,0.1304347826086955,0.0196078431372548,0.0,0.04,0.04,-0.1475409836065574,-0.1333333333333333,-0.0545454545454545,-0.037037037037037,0.04,-0.087719298245614,-0.1746031746031746,-0.1937984496124031,-0.2238805970149253,-0.087719298245614,-0.1034482758620689,-0.1612903225806451,-0.2571428571428571,-0.3157894736842105,-0.2876712328767123,-0.2972972972972972,-0.4222222222222223,-0.4951456310679611,-0.5
13056,0.9657724719,0.0598642785,-8.731883314,0.0379415928,1.0964820929,2.1062433623,0.0312647307,0.1248382829,0.6270438942,-0.001482931,0.2276665275,-0.038266094,14.0,0.0311463942,0.0,0.0655627229,-0.049401817,0.0913038254,-0.016599454,0.1204260824,0.0271602443,0.5295170902,0.0,2.7021011141,1.4451119694,32.156812832,4.2174799594,0.1217946061,0.0,0.0,1.0,0.0,0.0,1.1601642123,1.0,-0.00216688,-0.118624778,0.4167592073,-6.431436072,1.5018758522,-0.034708189,106.736521,0.0398564906,13.444971739,0.0010064776,0.0020364857,0.0043058705,0.0239713462,0.0437816963,-0.059721558,0.0,-0.000503145,-0.101493231,-0.018633541,4.0,13.14503688,0.8874931241,0.0,0.0352941193,0.010719243,0.0144503116,0.9467225373,4.3693890813,3.8103479e-09,2.0652834e-08,0.926467452,0.8583419396,0.0124263973,0.0377887754,-0.054998434,0.0949916932,0.0,-0.0479041916167665,0.1357142857142856,0.1605839416058394,0.2519685039370078,0.127659574468085,0.3032786885245901,0.4196428571428572,0.394736842105263,0.1777777777777778,-0.1311475409836066,-0.3026315789473685,-0.2869955156950673,-0.2355769230769231,-0.2205882352941176,-0.2837837837837837,-0.3205128205128205,-0.308695652173913,-0.2638888888888888,-0.2428571428571428,-0.2706422018348624,-0.4089219330855018,-0.3429752066115702,-0.4301075268817204,-0.4682274247491639,-0.5122699386503067,-0.4752475247524752,-0.4321428571428571,-0.4517241379310345,-0.4381625441696113,-0.3861003861003861,-0.3908045977011494,-0.3175965665236051,-0.3665338645418327,-0.3715415019762845,-0.3536585365853658,-0.4218181818181818,-0.444055944055944,-0.4401408450704225,-0.4361702127659574,-0.3931297709923664,-0.3931297709923664,-0.4401408450704225,-0.3588709677419355,-0.3614457831325302,-0.3908045977011494,-0.3536585365853658,-0.3665338645418327
50091,1.1506453505,0.1200352009,-24.57058148,0.0342549135,1.178813435,2.2601276034,-0.073779596,0.0177765246,0.2961419046,0.0053674649,-0.046827562,0.0853696099,13.0,0.0040492773,0.0714285714,-0.02069875,-0.029765103,0.1244264839,0.0546010567,0.0099199928,0.0937214636,0.4292069071,0.0,2.3001791103,1.5254223614,58.950076511,3.8714057809,0.167063874,0.0,0.0,1.0,0.0,0.0,0.5862314143,4.0,-0.076946019,0.0690818364,-0.675015796,-0.170217074,-1.013825403,-0.407479463,-121.1159208,0.0675085695,11.875316044,0.0060454758,0.0086591182,0.020755568,0.0768744742,0.0129111699,0.0117037056,0.0,-0.013517661,-0.469214437,-0.010452532,3.0,9.3944727882,0.0994738161,0.0,0.0327272713,0.0093716628,0.0067828449,1.289712017,0.4358451625,1.7720499e-07,2.8636366213,1.0106666608,1.0214470993,0.1432675886,0.0333271743,-0.123552365,0.0698569478,-0.0405405405405405,-0.0955414012738853,0.1451612903225807,0.1405622489959839,0.1225296442687746,0.1050583657587549,0.1181102362204724,0.109375,0.2678571428571428,0.4199999999999999,-0.0273972602739726,-0.0340136054421769,-0.0069930069930069,0.0839694656488549,0.0364963503649635,0.0557620817843866,0.0965250965250965,0.0965250965250965,0.1639344262295081,0.1784232365145228,0.1735537190082645,0.2241379310344826,0.2850678733031675,0.3209302325581395,0.4489795918367347,0.3588516746411483,0.2241379310344826,0.3027522935779816,-0.3486238532110092,-0.3646532438478747,-0.2486772486772487,-0.2604166666666666,-0.2736572890025576,-0.1885714285714286,-0.1647058823529411,-0.0897435897435897,-0.0688524590163934,0.0215827338129497,0.0215827338129497,0.1007751937984495,0.109375,0.1007751937984495,0.1451612903225807,0.2456140350877194,0.3148148148148149,0.3027522935779816,0.2850678733031675,0.2136752136752135
14526,0.4694179991,0.0756610982,9.2468543046,0.0117709517,0.4652685269,2.0327267634,0.1382317555,0.2397570374,0.5524201213,-0.000972908,0.3431558757,0.0969165578,14.0,0.04284309,0.2152682256,0.1180736446,0.096539095,0.1382800034,0.2564709409,0.1565605074,0.151867777,0.5800710657,0.0,1.7508802638,1.2793845277,103.3281457,5.3047343816,0.2921461935,0.0,0.0,0.0,0.0,0.0,1.0009111108,5.0,0.432786575,0.1841688132,-0.253596021,-0.890516849,0.5111994355,0.0556601825,-22.741188,0.0377577138,12.220403221,-0.000876068,0.0243184113,0.0507407858,0.1710779995,0.0110062329,0.0142802352,1.0,-0.000869565,-0.561815075,0.0225913562,6.0,11.613777081,0.6540678893,0.0,0.0625,0.0193439982,0.0267891579,1.3323840292,4.4016193853,4.2259564e-08,2.0682503e-08,1.5048507991,2.2645759276,0.1834031665,0.0497277577,0.3207230192,0.1431429155,-0.1238095238095238,-0.1481481481481481,-0.0980392156862745,-0.089108910891089,0.0222222222222221,0.0,0.108433734939759,0.1499999999999999,0.3333333333333332,0.2777777777777777,-0.0212765957446808,0.0109890109890109,0.0823529411764705,0.1358024691358024,0.1948051948051947,0.2602739726027396,0.2105263157894736,0.108433734939759,0.1794871794871795,0.3529411764705883,0.4153846153846154,0.393939393939394,0.2266666666666665,-0.3947368421052631,-0.3185185185185185,-0.425,-0.390728476821192,-0.3698630136986301,-0.3611111111111111,-0.1711711711711712,-0.1929824561403509,-0.0980392156862745,-0.0612244897959183,0.1499999999999999,0.1794871794871795,0.108433734939759,0.1219512195121952,0.1794871794871795,0.1948051948051947,0.3529411764705883,0.2777777777777777,0.1219512195121952,0.108433734939759,0.295774647887324,0.4375,0.295774647887324,0.3142857142857143,0.1948051948051947
15991,0.1119569057,-0.083433416,8.622624269,0.0021900389,0.0225008831,0.0765630519,-2.313872022,1.2768157768,0.7181337181,0.1138105027,0.0366151343,-0.095990816,5.0,0.0406605505,0.2533333333,0.2478411054,0.6336963868,0.4720394737,0.1240874537,-0.006253006,1.1642198703,0.7529468681,0.0,6.5274193548,5.7943548387,0.7922149123,6.0970464135,-3.316020775,1.0,0.0,0.0,0.0,1.0,0.9921474906,4.0,-2.011633356,0.1100246676,-42.50114352,-0.083747757,-2.157521328,-10.90447355,-878.8576428,0.0324929803,11.569714505,0.0,-0.114979862,-0.14214584,0.0053080956,0.3323987539,-0.008294756,1.0,0.0008944044,0.32981248,0.0002131285,1.0,10.570643622,0.4749846274,0.0,0.095238097,0.0281435496,0.0425193942,1.1887832694,2.7037496988,1.6385071e-07,2.825139e-08,2.3150612031,5.359508374,0.083715137,0.0984424775,-0.636501043,0.0007025535,0.0147058823529411,0.4680851063829787,0.6829268292682926,0.7250000000000001,0.7468354430379747,0.2545454545454546,0.2321428571428572,0.1499999999999999,0.8157894736842106,0.0298507462686568,-0.5035971223021583,-0.5106382978723405,-0.3783783783783784,-0.3235294117647058,-0.3611111111111111,-0.2417582417582418,-0.1374999999999999,-0.28125,-0.1686746987951807,-0.1585365853658537,-0.1374999999999999,-0.3783783783783784,-0.3755656108597285,-0.4344262295081967,-0.2580645161290322,-0.2159090909090909,-0.303030303030303,-0.3235294117647058,-0.0612244897959183,0.3529411764705883,0.1896551724137931,0.3269230769230768,0.8904109589041096,0.6829268292682926,1.0909090909090908,1.3793103448275863,2.0,1.5555555555555554,3.3125,2.0,1.4642857142857144,1.0909090909090908,0.7922077922077921,0.7250000000000001,0.7692307692307692,0.3529411764705883,0.7250000000000001,0.7250000000000001
44601,0.56942792,0.0424463188,-3.605319416,0.0215647489,0.7148411792,1.791097529,0.1172848266,0.2104462895,0.5995500705,1.2047576031,0.1288894979,-0.015935549,13.0,0.0175114958,0.0720688419,0.2955541176,0.0022245357,0.0905173918,0.1727511145,0.1226869984,0.3311762521,0.4843555754,0.0,1.5121973829,0.9093454045,184.29778672,5.8338614397,0.1288338608,0.0,0.0,1.0,0.0,0.0,1.4188223194,4.0,-0.041374323,0.0004980409,-0.201458214,-0.208858622,1.2228435693,0.0060243423,-153.6703845,0.0446395898,13.840089262,0.0018862448,0.0154933406,0.0348979592,0.0149653685,0.0040191388,-0.03643944,0.0,-0.000227273,-0.3328321,0.0520400056,4.0,12.826332551,0.4322799695,0.0,0.0231213868,0.0129615573,0.015642797,0.8450189189,1.8170226334,4.6915431e-09,3.6179365e-08,1.048143856,1.0986055429,0.0490639753,0.0406835184,0.0200712038,0.1994185661,-0.1020408163265306,-0.1020408163265306,0.0114942528735633,-0.0112359550561798,-0.0329670329670329,-0.0434782608695651,0.0173410404624276,0.0352941176470589,0.1812080536912752,0.1428571428571428,-0.12,-0.224669603524229,-0.1963470319634703,-0.12,-0.0833333333333333,-0.0382513661202186,-0.0785340314136125,-0.5769230769230769,-0.5343915343915344,-0.4666666666666667,-0.4113712374581939,-0.4358974358974359,-0.4013605442176871,-0.43042071197411,-0.415282392026578,-0.4927953890489913,-0.5070028011204482,-0.4792899408284023,-0.5204359673024523,-0.4777448071216617,-0.3910034602076124,-0.4033898305084745,-0.3888888888888888,-0.3623188405797102,-0.2727272727272727,-0.3432835820895522,-0.3780918727915194,-0.296,-0.3070866141732283,-0.36,-0.3505535055350554,-0.3993174061433446,-0.4113712374581939,-0.3125,-0.2727272727272727,-0.2573839662447257,-0.2757201646090534,-0.2666666666666667
