firms,bm,ep,cashpr,dy,lev,sp,roic,agr,gma,chcsho,lgr,acc,pctacc,cfp,absacc,age,chinv,hire,sgr,pchsale_pchrect,pchgm_pchsale,depr,pchdepr,invest,egr,tang,sin,currat,pchcurrat,quick,pchquick,salecash,salerec,cashdebt,divi,divo,securedind,secured,convind,rd,operprof,ps,chpmia,chatoia,chempia,bm_ia,pchcapx_ia,tb,cfp_ia,mve_ia,herf,mve,chtx,roaq,roeq,rsup,cash,cinvest,nincr,sue,aeavol,ear,ms,dolvol,chmom,turn,IPO,indmom,maxret,retvol,baspread,std_dolvol,std_turn,ill,zerotrade,beta,betasq,pricedelay,idiovol
47730,0.6293773003,0.0491132575,-9.095388556,0.0224777607,0.7952319914,3.269539716,0.0606158983,0.0347596964,0.2594331165,0.0038393597,0.0186156779,-0.020917708,-0.596560847,0.078412304,0.0209177076,40,0.0,0.0727272727,0.0464765939,-0.066047104,-0.004575019,0.6870503597,-0.121237675,0.0081477476,0.0559047506,0.2810351589,0,1.7613981763,0.0359473697,1.7613981763,0.0359473697,137.13351499,6.7265437049,0.10957079,0.0,0.0,0,0.0,0,0.0,0.5875704491,7.0,-10.12646548,0.0241180786,-2.368738876,4.4074000695,-0.667213483,0.5291614269,1.072984582,-2695.122318,0.0288563477,14.406556387,-0.003855975,0.0065210452,0.0147605285,-0.01979325,0.0173920839,-0.004418264,0.0,0.002078282,0.518396109,-0.055283641,5.0,14.380729607,-0.142616686,0.928772748,0,0.0279571078,0.0203029756,0.0116448624,0.0205171875,0.452724575,1.8988945799,1.193866e-09,2.3028828e-08,1.0444811747,1.0909409244,0.2067206322,0.0187585192
13777,0.3402792555,0.0379799588,1.9942475106,0.0307376281,0.1421261454,0.3698404643,0.2181092361,0.1605200318,0.5214026709,0.032568522,0.296184537,-0.065332187,-0.772432485,0.0673169128,0.0653321872,32,0.0,0.0159151194,0.0013337713,-0.168583486,0.0067197134,0.7076881282,-0.236248931,0.0022552401,0.1119119696,0.6608882792,0,2.7035942885,-0.026207648,2.7035942885,-0.026207648,1.4249635264,5.082141955,0.3777706393,0.0,0.0,0,,0,0.0,0.708219211,4.0,-2.727660448,-0.01300723,-0.341093978,-8.022163758,3.2884621157,0.2728632353,-2.228925041,-3552.075648,0.0320033574,12.382465647,-0.014438182,0.0224299508,0.0314583103,0.0060305089,0.4463036535,0.0235711656,1.0,-0.003618818,0.3754606506,0.0564350449,6.0,11.351372686,-0.09885924,0.453274975,0,0.0279571078,0.0798569769,0.0252596231,0.0456756338,0.8108190837,2.521185668,4.5638756e-08,4.5413318e-08,1.0848234887,1.1768420016,0.1232453062,0.0285348791
38746,2.0190290451,-0.074827888,-9.690246732,0.0,2.6898067052,2.2236281978,-0.011894035,-0.055693979,0.0578537293,0.2041360907,-0.143275352,0.0190806819,1.2361347397,-0.16732524,0.0190806819,40,-0.015446266,0.065,0.0522403345,0.1359720392,-0.19252865,0.0891305261,0.1004660555,-0.021903848,0.0931886795,0.5178546564,0,2.0571930164,0.1832402957,0.9090001288,0.156988922,6.7551241395,2.0073318164,-0.00712782,0.0,0.0,1,1.0,0,0.0,0.1314704788,2.0,-0.166048606,0.0409941472,0.004352926,1.6002529553,0.9510524887,-0.591711633,-0.140847146,-817.1655402,0.0693913564,10.599974653,4.69665e-05,-0.001940632,-0.003371185,-0.3496365,0.098980811,-0.466846864,0.0,-0.00967178,-0.787790265,0.0094553318,1.0,7.9042979459,0.0188509409,0.093890888,0,-0.011686244,0.0337324664,0.0162555366,0.0192103301,1.2320658161,0.7034215326,2.764532e-06,1.5156437e-07,1.2876465446,1.6580336239,-1.006605644,0.0695022978
60871,0.3081141973,0.0407538092,3.2985161879,0.0294149224,0.1361089286,0.1855183568,0.2013411726,0.0748916833,0.3049536569,0.000514395,0.2798844702,-0.036594509,-0.384990148,0.0564436243,0.0365945094,40,0.012776556,0.0549450549,0.0877415671,-0.132041052,-0.008249192,0.2280928373,0.0497587781,0.042315039,0.0038655357,0.537093136,0,5.3760013313,-0.439540373,4.8571043754,-0.465987794,0.99940868,7.2232397474,0.4120175205,0.0,0.0,0,0.0,0,0.0,0.4032753141,5.0,3.0661675286,-0.025412678,-0.112295475,1.1232686556,-0.288457376,-1.260162974,0.1480924311,10322.819893,0.0446872923,16.678961268,-0.000201892,0.0260590493,0.0375705905,0.0088529361,0.4212308002,-0.0554279,1.0,0.0003838403,1.556848546,0.0235384833,6.0,17.212955953,-0.202625681,1.8567508833,0,-0.065347776,0.0792333633,0.0325758877,0.0336247955,0.5117550187,6.7519550887,1.123377e-10,8.5165939e-09,1.1370971644,1.2929899614,-0.051286797,0.0227966305
14198,0.57609931,0.0387527883,2.4044039637,0.0056521976,0.1143724257,0.5816829484,0.0661001757,0.0451832646,0.4116478162,0.0112791173,0.0036887995,-0.022378686,-0.390110209,0.0538706466,0.0223786858,40,0.0141366213,0.0,-0.059624284,-0.073773823,0.0806085577,0.1932028205,0.241228864,0.0305129095,0.0538326795,0.5316821721,0,4.4226805344,0.1153735423,2.9462567889,0.0969310358,4.5184913567,4.4711411367,0.556603495,0.0,0.0,0,,0,0.0,0.4974547488,6.0,-10.024752,-0.099543179,-0.082562152,0.5487411668,-1.379171645,-0.847390467,0.1270638891,-2224.362473,0.0318276958,13.817440437,0.0151451646,0.0162932858,0.0193305304,-0.007413679,0.1924974977,-0.025476748,1.0,0.0009812339,0.4112102187,0.0259634107,7.0,14.338676603,-0.271531066,1.7961547744,0,0.0497024775,0.0446700081,0.0194793978,0.0277956027,0.2771410424,2.1771758866,1.6495704e-09,1.2811161e-08,0.5222504191,0.2727455002,-0.045122512,0.0342889181
14702,0.2917111111,0.0397450828,4.9794086022,0.0180558352,0.1967233294,0.3363501779,0.1543148222,0.0939134767,0.3482520967,0.0141196013,0.0708375378,-0.057738827,-0.679104478,0.0667361464,0.057738827,40,0.0122139826,0.0912408759,0.2081502197,0.1898575368,0.0345164469,0.4355400697,-0.097051075,0.0153616209,0.1100451467,0.4306842265,0,2.4679419058,0.0686249691,1.912858661,0.1050162471,2.8690702087,5.4323353293,0.2820387876,0.0,0.0,0,0.0,0,0.0,0.5783013544,8.0,7.2183441383,0.1104676993,-0.046964821,-0.073902295,-0.347878914,0.0526194411,0.0590451035,22520.878981,0.0410566741,16.776234919,0.0022132962,0.0264156672,0.0442297916,0.0060205854,0.2361355465,-0.000887025,1.0,0.0,0.1043221564,0.0269818503,5.0,17.948424922,-0.443717558,3.0165711743,0,-0.142975751,0.0459317453,0.0219414385,0.0311954202,0.358485588,7.4176761447,6.154717e-11,6.2063742e-09,1.4562774039,2.1207438772,0.0400866996,0.0268744594
15537,0.5858815922,0.0430064081,1.4729573751,0.0196305526,0.0998040173,0.8149908051,0.1427790148,-0.046611256,0.5007439331,-0.040999868,-0.046784141,0.0416431376,0.6801801802,0.0137543017,0.0416431376,35,0.0053055275,0.1184210526,0.2880073478,0.0620458093,0.0825866699,0.246210765,0.4614793807,0.029077523,-0.0465818,0.626000861,0,6.4706865921,-0.015775875,4.842303271,-0.039231708,3.8192547121,6.0782249742,0.6067030538,0.0,0.0,0,,0,1.0,0.5860629898,5.0,7.169005797,0.3042320308,-0.019784644,0.2202681856,0.4207921085,0.423374372,0.0060632588,-4342.608569,0.0410566741,11.536298459,0.0039248884,0.0066541901,0.0077608959,0.039999096,0.3112067806,-0.004592222,0.0,0.0013376081,-0.57169873,-0.003073358,5.0,9.5718912039,-0.11353723,0.1318846522,0,-0.142975751,0.0501184091,0.021686063,0.0391285241,1.9291362005,0.758695969,2.8052855e-06,1.3170659e-07,0.2635579379,0.0694627867,0.6641958859,0.0320572626
68830,0.7981577176,0.197904781,-0.134160584,0.0,0.1459221628,1.305050392,0.3263555313,0.0679625492,0.3700346836,-0.024814815,-0.453673739,-0.114012534,-0.58126671,0.3129402418,0.1140125337,31,-0.00295655,0.0095238095,-0.140913179,0.1540014687,1.0939637793,0.0842748924,0.0077015184,0.0122467677,0.2531142469,0.5691083517,0,8.9862964667,0.9408612892,8.062739684,1.0019812534,4.1557187157,48.440700923,1.1393057902,0.0,0.0,0,1.0,0,0.0,0.5594795206,7.0,47.720519689,-0.334845367,-0.199099431,-8.022244958,2.170618016,0.3455628664,-8.444411742,-5108.892467,0.0248274717,12.821923179,-0.000303832,0.0423510453,0.0586862828,-0.042016223,0.3013412934,-0.015206227,0.0,0.001860926,1.6090698904,0.0687699569,5.0,14.595016929,0.4775411782,5.4471638909,0,0.1925061175,0.2414548844,0.0633093379,0.0525032122,0.3484786022,8.3634194055,3.5785063e-09,4.1074435e-09,1.9628963294,3.8529619998,0.0257979247,0.0690636003
85631,0.1810241913,0.0066725752,3.9935526056,0.0,0.2198034364,0.2049247357,0.055932673,0.0693797606,0.4951686616,0.0013233348,0.1547460896,-0.131730607,-7.656479218,0.0577610084,0.1317306074,30,,0.1609210526,0.1047979243,0.021720275,-0.035326714,0.9108040201,-0.072105052,,-0.0187044,,0,1.9079351475,-0.278888003,,,1.2397354915,5.4743952931,0.0902130029,0.0,0.0,0,0.0,0,0.0,1.0061021446,5.0,-10.19438773,0.1190516361,-2.280545096,3.9590469606,-0.638686679,0.0095876642,1.0523332864,8024.7134416,0.0288563477,16.173984678,-0.004570185,0.0024277994,0.0050694291,0.0063626023,0.4123895966,-0.018237068,1.0,0.0,1.4418324579,0.0358490302,6.0,17.112531026,-0.469873943,2.5474869473,0,0.0279571078,0.0537761413,0.0243910913,0.0276468428,0.6600903842,12.095594767,1.229336e-10,6.8129284e-09,1.3473183301,1.8152666825,-0.090593858,0.0307704782
85914,0.4037448903,0.1007139406,-0.320315914,0.0202882818,0.8289905094,3.2605936193,0.1277395116,0.0887033469,0.6924284593,0.0136034215,0.0231444533,-0.047080529,-0.552969502,0.1564056782,0.0470805289,30,-0.013803,-0.107142857,-0.048832822,-0.027426095,0.0055474744,0.28583878,0.0371636178,-0.00834939,0.2531359759,0.5928947955,0,1.5081651022,0.0695961564,0.8428700013,0.2267726227,9.9064341847,31.51484375,0.1875739645,0.0,0.0,1,0.0506329114,0,0.0,2.4116909182,7.0,-0.097013556,0.0380981074,-0.395732346,-0.099764841,-0.107135274,-0.488797991,0.1117167208,9970.4686959,0.3094931693,16.377440526,0.0097052737,0.0332445121,0.1146859269,0.0148726846,0.2669113791,-0.013280456,1.0,0.0036931818,0.5549124068,0.0437176321,3.0,17.080121049,-0.217224283,2.6706406789,0,-0.125281217,0.1257260144,0.0359854652,0.0280519186,0.6267162572,12.664677507,1.019343e-10,6.4024553e-09,1.1009792007,1.2121552003,-0.355824887,0.0587526476
