firms,bm,ep,cashpr,dy,lev,sp,roic,agr,gma,chcsho,lgr,acc,pctacc,cfp,absacc,age,chinv,hire,sgr,pchsale_pchrect,pchgm_pchsale,depr,pchdepr,invest,egr,tang,sin,currat,pchcurrat,quick,pchquick,salecash,salerec,cashdebt,divi,divo,securedind,convind,rd,operprof,ps,chpmia,chempia,bm_ia,pchcapx_ia,tb,cfp_ia,mve_ia,herf,mve,chtx,roaq,roeq,rsup,cash,cinvest,nincr,sue,aeavol,ear,ms,dolvol,turn,IPO,maxret,retvol,baspread,std_dolvol,std_turn,ill,zerotrade,beta,betasq,pricedelay,idiovol,chmom,indmom
50906,0.2035744457,0.0219910101,8.0019665312,0.0,0.0359504758,0.2336029775,0.2152777778,0.7959717226,0.9182871007,1.2496055651,0.2901781884,0.0233541042,0.1980031167,0.0176367216,0.0233541042,17.0,0.047781125,0.1285930408,0.3063879573,-0.117073847,-0.056088946,0.3347609486,0.0221816904,0.1544860226,0.9295583136,0.6731567986,0.0,5.0330706714,0.7003351036,4.0600712672,1.0231419381,2.4580466349,5.4656845835,1.0181775039,0.0,0.0,0.0,0.0,0.0,1.1597798745,4.0,-0.062640224,-0.177303696,0.8906083309,0.023965716,0.6964335867,0.0450229201,1574.4712597,0.0483580267,14.896591398,0.0089905702,0.0334959326,0.0382712403,0.0180730669,0.3967688323,0.0049298301,2.0,0.0003125,0.4052367274,0.0082143173,6.0,15.485864814,2.0334404844,0.0,0.0652173907,0.0291941464,0.0449617833,0.416285941,4.0610266769,7.729055e-10,9.5536769e-09,2.6049125957,6.785569631,0.170629997,0.0634993668,-0.456752936,0.3587418989
80071,0.8902846428,0.0810036106,-9.921183504,0.0,3.9854549045,8.9467636247,0.0433122798,-0.084315258,0.4732629579,0.0014287755,-0.126053138,0.0269584004,1.6973769781,-0.056490053,0.0269584004,21.0,-0.088153625,-0.148720999,0.0380206137,0.001295316,-0.08916975,0.1394893148,0.1548173173,-0.070748044,0.1646872344,0.4970793009,0.0,1.1353912761,0.0086128097,0.7235647793,0.1539778697,25.592776773,5.8925010987,0.0376810284,0.0,0.0,0.0,0.0,1.0,3.1782407939,4.0,-0.070089752,-0.41642385,0.1289718328,-2.69038411,3.3242822987,-0.024268235,-234.4148726,0.3514490307,9.4837016395,-0.001963852,-0.012461104,-0.068244576,-0.721707482,0.0507284968,0.0044649226,0.0,-0.071508124,12.811538462,-0.146110259,1.0,8.0086566125,0.1246314788,0.0,0.25,0.0692749018,0.1226257702,1.1540562018,0.392088421,2.25117e-05,7.6363639739,0.1392700354,0.0193961428,0.7064894637,0.0641500753,-0.176923069,0.202882418
10568,1.5073028941,-0.023903663,-2.798905815,0.0259257253,4.8894184766,8.8211738793,0.0420890095,-0.04481684,0.1817368143,0.0,-0.048686244,-0.038243892,-10.47432024,0.2264709599,0.0382438917,13.0,0.0041145,-0.099071207,-0.008128299,0.2315870037,-0.166270369,0.0509579588,0.1495937763,0.0110424552,-0.032045634,0.5382828499,0.0,1.7804842998,0.137546763,1.4768987569,0.1065483827,14.768347237,11.435030893,0.0356435644,0.0,0.0,1.0,0.0,0.0,0.5586421184,4.0,-0.218313051,-0.448174404,0.9576048978,-1.742456916,-1.103326773,0.2027423179,-116.3073664,0.0594298188,9.3671998796,-0.000777445,-0.001932044,-0.008611565,0.1386738472,0.0612020325,0.0090246333,0.0,-0.009349639,-1.0,-0.013157895,2.0,7.514152412,0.1650398295,0.0,0.1071428582,0.0353621663,0.0990751842,1.6275381555,0.6297033331,3.83406e-05,15.272727615,0.0017723331,3.1411647e-06,0.4589296913,0.0516248847,-0.242226633,0.4488662951
10998,0.5616244737,0.0747652269,1.3980599559,0.0,0.1603951531,1.2394609902,0.2276937326,0.1713670192,1.1643817731,0.0116837054,0.2009641458,-0.08586633,-0.768568353,0.1322274143,0.0858663299,12.0,0.0241123237,0.2465116279,0.1707335614,0.1028613791,0.0926181882,0.4488004681,-0.201710413,-0.003982243,0.163180265,0.5942995597,0.0,3.3939316675,0.0968193804,2.6109127996,0.1509518791,6.1764587929,7.1449779633,0.7186858316,0.0,0.0,1.0,0.0,1.0,1.4843736978,7.0,-0.504039163,0.1185173505,0.0163072319,-0.84158438,0.6240999665,0.1391558183,-448.9527539,0.0647790231,10.527401877,0.012969936,0.032309298,0.0487938596,0.0429348338,0.0863847687,-0.028539768,0.0,0.0025396825,-0.355078184,-0.016384182,6.0,9.5983201657,0.6411985019,0.0,0.055555556,0.0297272511,0.0436202215,1.226702318,7.2803868092,3.5256254e-07,2.3286029e-08,1.3930318905,1.9405378478,-0.985200836,0.0900306412,-0.344246037,0.6450906917
11157,1.3337491424,-0.025449545,-11.44866593,0.0,0.8330806047,2.94225688,-0.014374425,-0.017930356,0.3546711857,-0.002630887,-0.013990007,-0.053670914,-4.611374408,0.0919078356,0.053670914,18.0,-0.092669204,-0.159159159,0.016162626,-0.089811556,-0.177811418,0.1317715959,-0.082148487,-0.020062319,-0.02037562,0.5450557751,0.0,3.2481971154,-0.056850342,1.4375,0.073943662,42.572425829,6.621606949,0.0861127085,0.0,0.0,1.0,0.0,0.0,0.5489014883,3.0,-0.594917729,-0.287153437,0.7884319005,0.6891630595,-0.022832219,0.0988362396,-465.5129645,0.0647790231,9.1569395952,-0.006053665,-0.003323547,-0.005492996,-0.300051003,0.0019617734,-0.0532328,0.0,-0.028085897,4.3546099291,-0.195899915,3.0,6.7006926709,0.2983381693,0.0,0.2666666806,0.0746943297,0.0568499804,1.9892605211,6.706895368,3.32001e-05,2.8636363931,0.4785855517,0.2290441303,0.8624690397,0.0485997809,0.9809523899,0.6450906917
11181,0.7203093123,0.0809981003,-111.4428799,0.0,0.4400536437,0.7923843526,0.1203520277,-0.083342616,0.2782066771,0.001596076,-0.295903138,-0.06138628,-0.919385797,0.1554666032,0.0613862803,12.0,0.0,-0.375,-0.277123972,-1.152610061,0.0248077532,0.3022009727,0.2227935477,-0.368041334,0.1239499709,0.5934879464,0.0,4.7238928523,3.1898127322,4.7238928523,3.4531876162,550.66080402,1.2518521057,0.4010021149,0.0,0.0,0.0,0.0,0.0,0.5373892145,6.0,0.2535957026,-0.740098405,0.6288738429,-2.266683518,1.4173603076,0.1133240353,-3130.117405,0.0597197003,12.760233583,0.0041816228,0.0154677839,0.0248160134,-0.018124212,0.0010252885,1.6305598428,2.0,0.0054506044,0.6570736141,-0.079822732,4.0,11.26086147,0.2336095312,0.0,0.0582524277,0.0239207955,0.0315586489,0.7988567158,0.8224398794,7.7156467e-08,7.0389999e-08,2.1573130579,4.6539996298,-0.03080533,0.0514291293,-0.789716784,0.4468418417
50032,0.2224490931,0.0550057382,89.168345811,0.0147122238,0.2548621651,1.5676039027,0.2026336236,0.0991940563,0.982678659,0.0022769695,0.0148621161,-0.055160147,-0.457053796,0.0801463196,0.0551601475,21.0,0.0222195106,0.0133333333,0.0541439591,0.099290824,0.0294818543,0.0980648743,0.037387135,0.1408017554,0.2148542622,0.5198513174,0.0,1.0859472778,-0.041948464,0.2200286826,-0.130412765,236.83141526,108.80155318,0.3353888885,0.0,0.0,1.0,0.0,0.0,2.282824197,6.0,0.0765449834,-0.003423098,-0.497271478,-0.100698391,0.224682297,-0.073510461,6299.995328,0.0597681503,16.122652142,0.0020931786,0.0278687852,0.0589069092,0.0208061753,0.0133464593,0.0220040458,0.0,0.0,3.0537582488,-0.071353109,6.0,14.710287724,0.3006215322,0.0,0.043046359,0.0151886166,0.0221740268,0.314074202,0.402230809,9.800938e-10,7.1269588e-08,0.5492012012,0.3016219594,0.2191630457,0.0272694165,0.1992661152,0.2283599379
69171,0.0963972567,0.0947998958,8.4646317829,0.0075701016,0.5985241774,2.2329021616,0.2088514226,-0.129914253,1.7002406739,0.0101727616,-0.25629962,-0.130547625,-1.105494505,0.1996006598,0.1305476252,12.0,0.0669608098,-0.085271318,0.0951359084,0.5774713491,-0.029166726,0.8623481781,1.1661094079,0.0142371785,3.5655996803,0.395701376,0.0,0.6669200557,0.37842194,0.2454073229,-0.058531263,62.308139535,23.096982759,0.2826883104,0.0,0.0,1.0,0.0,0.0,7.2713915298,6.0,-0.681120712,-0.685252514,-0.216730655,-2.267272806,-0.626120512,0.2322556935,-1745.179471,0.0295281844,10.300863784,0.0033758123,0.0404425437,0.2034611787,0.026012359,0.0573453608,0.0308673253,1.0,0.0243076656,-0.103018041,0.1666666716,4.0,9.1047715013,0.5750739114,0.0,0.3333333433,0.0959011924,0.0979574223,0.9851654035,5.3173613742,6.4612104e-07,1.8695081e-08,1.254396965,1.5735117458,0.6636159787,0.1412145897,1.1040724269,0.7740749106
68814,0.3269454435,-0.014028307,-3.868640338,0.0095549949,2.2559808184,2.3635192442,0.0332001584,0.9747598895,0.2842637879,-0.047787807,1.686936137,-0.001272145,-0.19047619,-0.011356249,0.0012721454,16.0,0.0696840366,0.0,1.6913934092,0.4490301089,-0.736018627,0.1180895865,0.0046418602,0.2788745006,-0.34463547,0.4010817913,0.0,1.0771199826,-0.47497178,0.6932411089,-0.34791903,11.626958512,4.802690583,0.0384809541,0.0,0.0,1.0,1.0,0.0,0.608665503,4.0,0.2524286861,-0.052421764,-0.313267621,-0.684744805,-0.153859262,-0.088183086,-775.4758228,0.0347874525,11.515520844,0.0016209984,0.0027548055,0.0196948404,0.6510361412,0.0307274205,-0.280281514,0.0,-0.010212766,2.7959520859,0.0206085388,2.0,10.844129375,0.51223217,0.0,0.0972222239,0.0369360174,0.0463457828,0.9166543028,2.818434342,1.2449195e-07,3.0865397e-08,1.6496059829,2.7211998987,-0.077108291,0.0652290735,-0.028387495,0.1596745077
47730,0.5712593524,0.0734048082,-34.89076087,0.0244199211,0.7525695108,3.889544277,0.1074608319,0.1185527766,0.4880589041,0.0350314952,0.1069580832,0.013807387,0.2404083649,0.0557576783,0.013807387,21.0,0.0062070194,0.0714285714,0.0912785302,-0.031508923,0.0004623962,0.5089857376,0.0846869176,0.0224229472,0.1403913746,0.4107362474,0.0,1.8370710784,-0.037283678,1.6673494398,-0.037742554,524.66358696,6.1071073857,0.1673351597,0.0,0.0,0.0,0.0,0.0,1.1458123879,5.0,1.287773094,-0.876631734,0.4032836547,-0.585673613,1.1557336484,-0.225990535,-373.4814174,0.089235159,12.794640255,0.0042408255,0.0181741741,0.0413184805,0.0812815523,0.00549298,0.0002024332,3.0,0.0040330541,1.1071428571,0.0180793507,2.0,10.879261078,0.1699407872,0.0,0.0854092538,0.0194904978,0.0110308198,1.1936337213,0.8560537638,4.8421139e-08,1.03712e-07,0.2486291645,0.0618164615,1.1234521655,0.0299276243,0.120301761,0.5763807416
