firms,nincr,mom1,mom2,mom3,mom4,mom5,mom6,mom7,mom8,mom9,mom10,mom11,mom12,mom13,mom14,mom15,mom16,mom17,mom18,mom19,mom20,mom21,mom22,mom23,mom24,mom25,mom26,mom27,mom28,mom29,mom30,mom31,mom32,mom33,mom34,mom35,mom36,mom37,mom38,mom39,mom40,mom41,mom42
65832.0,2.0,0.0491803278688525,0.0491803278688525,0.1428571428571428,0.1636363636363635,0.0078740157480314,-0.0921985815602837,-0.1232876712328767,0.0940170940170941,-0.4101382488479262,-0.4181818181818182,-0.2380952380952381,-0.3298429319371727,-0.242603550295858,-0.375609756097561,-0.3816425120772947,-0.2727272727272727,-0.4128440366972477,-0.3263157894736842,-0.2558139534883721,-0.1847133757961783,-0.1409395973154362,-0.3191489361702128,-0.3043478260869565,-0.3043478260869565,-0.2685714285714285,-0.308108108108108,-0.3469387755102041,-0.1794871794871795,-0.2335329341317364,-0.0921985815602837,-0.0303030303030302,-0.0791366906474819,0.0666666666666666,-0.044776119402985,-0.072463768115942,-0.3816425120772947,-0.3155080213903743,-0.350253807106599,-0.3694581280788177,-0.2727272727272727,-0.1048951048951049,-0.1232876712328767
65453.0,0.0,-0.0310559006211179,-0.0823529411764706,0.0263157894736842,0.0758620689655171,0.1729323308270676,0.3,0.5145631067961165,0.5294117647058822,0.4857142857142857,0.5145631067961165,0.4054054054054055,0.471698113207547,0.5294117647058822,1.0,1.2941176470588234,1.4,1.2285714285714286,1.2608695652173911,1.0,1.108108108108108,1.1971830985915497,1.1666666666666663,1.0259740259740258,1.0526315789473686,0.9024390243902438,0.9746835443037976,1.1369863013698631,0.8352941176470587,0.8571428571428572,0.8352941176470587,0.9024390243902438,0.9259259259259258,0.8795180722891567,0.9259259259259258,0.9024390243902438,0.6595744680851063,1.4,1.328358208955224,1.3636363636363638,1.2608695652173911,1.3636363636363638,1.3636363636363638
66413.0,1.0,-0.034090909090909,-0.15,-0.2129629629629629,-0.15,-0.2201834862385321,-0.1826923076923077,-0.1237113402061855,0.0625,0.1184210526315789,0.2878787878787878,0.3709677419354837,0.328125,0.4166666666666667,0.7708333333333333,0.7,0.7346938775510203,0.9767441860465116,1.2972972972972974,0.8888888888888888,0.5740740740740742,0.7,0.931818181818182,0.9767441860465116,1.2972972972972974,1.3611111111111112,1.2972972972972974,1.5,1.1794871794871793,1.4285714285714284,1.0731707317073171,0.931818181818182,0.8888888888888888,0.7708333333333333,0.6346153846153846,0.7708333333333333,0.8888888888888888,1.0731707317073171,2.0357142857142856,2.269230769230769,2.0357142857142856,1.5,1.8333333333333333
21020.0,1.0,-0.0988142292490118,-0.205574912891986,-0.1492537313432835,-0.1347248576850095,-0.1871657754010695,-0.1247600767754318,-0.1492537313432835,-0.1297709923664122,-0.0988142292490118,-0.1943462897526502,-0.1508379888268156,-0.123076923076923,-0.0440251572327043,-0.0952380952380952,-0.1555555555555555,-0.1162790697674418,-0.0916334661354582,-0.0021881838074397,0.0270270270270269,-0.1379962192816635,-0.1179883945841392,-0.0988142292490118,-0.1412429378531073,-0.2271186440677965,-0.2536824877250409,-0.1943462897526502,-0.1914893617021277,-0.0318471337579617,-0.1023622047244094,-0.0065359477124182,-0.0359408033826638,-0.0952380952380952,-0.0617283950617284,-0.1363636363636363,-0.0636550308008213,-0.0193548387096774,-0.0519750519750519,0.0410958904109588,0.1782945736434109,0.2063492063492062,0.2291105121293801,0.3491124260355029
10429.0,0.0,-0.1304347826086956,-0.1549295774647887,-0.4285714285714286,-0.4690265486725663,-0.4642857142857143,-0.375,-0.3548387096774194,-0.3103448275862068,-0.3023255813953488,-0.3548387096774194,-0.3181818181818182,-0.6103896103896104,-0.6842105263157895,-0.6774193548387097,-0.679144385026738,-0.5804195804195804,-0.5348837209302326,-0.4690265486725663,-0.4545454545454546,-0.5041322314049587,-0.3333333333333333,-0.4117647058823529,-0.4957983193277311,-0.4915254237288136,-0.574468085106383,-0.5862068965517242,-0.4642857142857143,-0.3617021276595744,-0.4117647058823529,-0.368421052631579,-0.240506329113924,-0.25,-0.0625,-0.0476190476190476,-0.0476190476190476,-0.032258064516129,0.3333333333333332,0.1320754716981131,-0.1044776119402984,-0.2105263157894736,-0.1428571428571429,-0.2105263157894736
85041.0,0.0,-0.3253968253968253,-0.2975206611570248,-0.0659340659340659,-0.1326530612244898,0.0303030303030302,0.2142857142857142,0.3934426229508196,0.3934426229508196,0.4285714285714286,0.2686567164179105,0.5454545454545454,0.5454545454545454,0.2408759124087591,0.1643835616438356,0.0119047619047618,0.0493827160493827,0.1643835616438356,0.4406779661016948,0.7346938775510203,0.5315315315315314,0.5454545454545454,0.1643835616438356,0.2686567164179105,0.1971830985915492,0.0119047619047618,0.0365853658536585,0.2686567164179105,0.328125,-0.0173410404624277,-0.2916666666666666,-0.2796610169491526,-0.178743961352657,0.0493827160493827,-0.0957446808510638,-0.0555555555555555,-0.2201834862385321,-0.1326530612244898,-0.5478723404255319,-0.4295302013422819,-0.216589861751152,0.0240963855421687,0.2686567164179105
62500.0,2.0,-0.0277777777777777,-0.0277777777777777,0.25,0.3461538461538462,0.25,0.2068965517241379,0.4583333333333332,0.75,0.9444444444444444,1.0588235294117645,1.0588235294117645,1.5,1.3333333333333337,1.3333333333333337,1.1875,1.3333333333333337,1.0588235294117645,1.9166666666666663,1.6923076923076923,1.6923076923076923,1.6923076923076923,1.5,1.3333333333333337,1.1875,1.3333333333333337,0.8421052631578947,1.9166666666666663,3.375,1.9166666666666663,2.1818181818181817,2.5,1.9166666666666663,1.9166666666666663,1.6923076923076923,0.8421052631578947,0.9444444444444444,1.9166666666666663,1.3333333333333337,1.9166666666666663,1.9166666666666663,1.6923076923076923,0.4583333333333332
10496.0,1.0,-0.2222222222222222,-0.3488372093023255,-0.4399999999999999,-0.4814814814814815,-0.5757575757575757,-0.5483870967741935,-0.5483870967741935,-0.5590551181102362,-0.5,-0.5333333333333333,-0.6111111111111112,-0.654320987654321,-0.6744186046511628,-0.65,-0.6956521739130435,-0.5172413793103448,-0.4615384615384615,-0.5,-0.4166666666666666,-0.5882352941176471,-0.6744186046511628,-0.7142857142857143,1.3333333333333337,0.75,0.6470588235294117,0.5555555555555556,0.8666666666666667,0.3999999999999999,0.3999999999999999,-0.3636363636363636,-0.3777777777777777,-0.4509803921568627,-0.4166666666666666,-0.5254237288135593,-0.4909090909090909,-0.3913043478260869,-0.4399999999999999,-0.4399999999999999,-0.3333333333333333,-0.4166666666666666,-0.5172413793103448,-0.5625
27991.0,1.0,-0.064327485380117,-0.1061452513966481,-0.1061452513966481,-0.0532544378698225,-0.1304347826086956,-0.1794871794871795,-0.1919191919191919,-0.183673469387755,-0.1351351351351351,-0.096045197740113,-0.096045197740113,-0.0751445086705202,-0.0697674418604651,-0.0123456790123457,-0.0184049079754601,0.019108280254777,0.0,0.032258064516129,0.0256410256410255,0.0256410256410255,0.1034482758620689,0.1188811188811189,0.1267605633802817,0.1347517730496454,0.1111111111111111,0.1034482758620689,0.1510791366906474,0.25,0.509433962264151,0.5238095238095237,0.7021276595744681,0.8823529411764706,1.0253164556962029,0.9047619047619048,0.8604651162790697,0.8604651162790697,0.7021276595744681,0.9047619047619048,1.0,0.797752808988764,0.7777777777777777,1.051282051282051
20482.0,0.0,-0.0361990950226244,-0.097457627118644,-0.1012658227848101,-0.0897435897435897,-0.0616740088105727,-0.0273972602739726,0.0240384615384614,0.0649999999999999,0.0390243902439024,-0.0184331797235023,-0.0448430493273542,0.0339805825242718,0.0191387559808613,-0.0318181818181818,-0.1234567901234567,-0.1341463414634146,-0.0818965517241379,-0.0575221238938052,-0.1270491803278688,-0.1234567901234567,-0.1050420168067226,-0.600375234521576,-0.5965909090909092,-0.5635245901639344,-0.581532416502947,-0.5831702544031312,-0.6134301270417423,-0.5379609544468547,-0.5477707006369427,-0.505800464037123,-0.5092165898617511,-0.505800464037123,-0.4855072463768116,-0.4817518248175182,-0.4740740740740741,-0.4453125,-0.4258760107816711,-0.3879310344827587,-0.4083333333333333,-0.3896848137535816,-0.3506097560975609,-0.3194888178913738
