firms,bm,ep,cashpr,dy,lev,sp,roic,agr,gma,chcsho,lgr,age,chinv,hire,sgr,pchsale_pchrect,pchgm_pchsale,depr,pchdepr,invest,egr,tang,sin,currat,pchcurrat,quick,pchquick,salecash,salerec,cashdebt,divi,divo,securedind,convind,rd,operprof,ps,chpmia,chatoia,chempia,bm_ia,pchcapx_ia,mve_ia,herf,mve,chtx,roaq,roeq,rsup,cash,cinvest,nincr,sue,aeavol,ear,ms,dolvol,turn,IPO,maxret,retvol,baspread,std_dolvol,std_turn,ill,zerotrade,beta,betasq,pricedelay,idiovol,chmom,indmom
54594,0.9766172419,0.0113432161,-3.699558644,0.0,1.3195164501,2.1105309655,0.028525383,0.0330182153,0.1873755682,0.0123700983,0.0407907403,30.0,-0.018208871,0.0952380952,0.0752403366,-0.502833304,0.0987353911,0.1605903562,-0.014418947,-0.008294241,0.0226992284,0.4793074291,0.0,3.2927068969,0.6909498364,1.4090933331,1.1021572593,15.897537186,6.2292353408,0.0755316607,0.0,1.0,0.0,1.0,0.0,0.3723439598,7.0,0.0372755323,-0.037384527,0.0634469227,0.7148691034,-0.63321505,-295.5305132,0.0502551758,12.991467166,0.0027515543,0.0035429696,0.0083299081,0.0337941931,0.0383266791,0.0208667953,0.0,0.0009252336,1.2720478326,-0.001766065,2.0,12.462096239,1.295630639,0.0,0.0744186118,0.0292388251,0.038539994,0.5829539873,5.1763573187,7.3915423e-09,1.1012169e-08,2.2310465435,4.9775686791,0.0458305154,0.0755972668,0.078525877,0.2346039743
11790,0.4512868036,0.055364205,1.6497787627,0.0133150089,0.2891880698,0.1617972502,-0.104601163,0.1198319138,0.0923486942,0.0271219786,0.0748330753,30.0,0.019636799,0.041958042,0.0781194988,-0.456960466,0.0290656238,0.0615881006,-0.039608552,0.0357512174,0.1507029529,0.6902206832,0.0,12.423539858,0.4767105046,9.8314917127,0.542053777,0.6517797894,2.7253546935,0.2708312455,0.0,0.0,1.0,0.0,0.0,0.1390610388,6.0,0.1006461749,-0.075293891,-0.461398987,-0.037591523,-0.803955911,-570.7240676,0.2822743061,12.86243448,-0.021179988,0.0118024239,0.0188360978,0.0054080568,0.3352431561,-0.021821127,1.0,-0.021340068,-0.746941061,-0.015167282,4.0,12.270825191,0.6633861855,0.0,0.017035421,0.0146387419,0.0216288284,0.7740895441,3.2929512105,8.9138171e-09,2.744499e-08,0.3648730778,0.1331323629,0.4171214175,0.0374189715,-0.098375758,0.3515131736
13056,0.8287162979,0.0684331342,-1.011093957,0.0,0.7953287479,1.3134447873,0.0618181057,-0.0387393,0.4393731715,0.0238243372,-0.1926007,30.0,-0.012878904,-0.055214724,0.006555069,0.1982303118,-0.043458994,0.1735661672,0.0482743049,-0.024320465,0.1764105344,0.3207462288,0.0,2.7826736618,0.5765188572,2.2006582136,0.6105099428,7.0378104747,8.0180041029,0.1239302288,0.0,0.0,0.0,1.0,0.0,0.991173719,6.0,-0.060455708,-0.005074691,-0.080552936,0.5273783131,-0.759816418,368.34483866,0.0500336714,14.31718615,0.0044289342,0.0026063375,0.0046411706,0.0006372957,0.0659971175,-0.031312738,1.0,0.0041545492,1.0716925542,0.0400294472,3.0,14.280445573,1.4781249196,0.0,0.0253724996,0.0137389533,0.0213102914,0.5553958793,4.2008640543,1.1029065e-09,1.2910003e-08,0.8202388534,0.6727917767,-0.06961366,0.0375275862,-0.084047041,0.1037522855
50091,0.9447315517,0.1102934396,-8.648994605,0.0224792047,1.0231837548,2.2150722072,0.0534572073,0.1523949004,0.3993135209,1.0818550431,0.1045891142,29.0,0.0067259849,-0.035714286,0.1131140947,-0.072332612,0.0389783923,0.1219967328,-0.045926693,0.0690626472,0.2090678198,0.4914941217,0.0,2.4936964153,0.0222535981,1.7226591507,0.0832535373,29.450465915,3.8585032353,0.182673095,0.0,0.0,0.0,0.0,1.0,0.8406239083,6.0,0.4549893417,0.0886153765,-0.046554742,4.956544609,-0.218182465,-1147.781505,0.1178180043,12.622596381,-0.001766671,-0.016245848,-0.033373775,0.0007799485,0.0500256809,-0.003341129,0.0,-0.053800128,3.7378547379,-0.117094025,6.0,11.252708064,0.3808343172,0.0,0.0441343747,0.0194134808,0.0231285167,0.4317149121,1.0759891158,2.7603843e-08,3.7460876e-08,0.9364145988,0.8768723009,-0.114652465,0.0399533378,0.1192594385,0.3793315976
14526,0.4896732217,0.0135448498,5.9347992841,0.0188610279,0.4905241611,1.5654039038,0.0313915591,-0.124432859,0.2958591164,0.005697901,-0.180246395,30.0,-0.00351789,-0.227111028,-0.306424008,-0.197245281,-0.155917032,0.1907932126,-0.062189946,-0.073704227,-0.060344537,0.457321984,0.0,1.7415874137,0.2232136907,1.3495553741,0.2068602894,68.438890309,5.2203791469,0.1258506142,0.0,0.0,0.0,0.0,0.0,0.6147466472,4.0,-0.010749732,-0.466401934,-0.205501794,-48.68263017,159.28256,-734.7558243,0.067059608,12.876026203,0.0053038624,0.0128654414,0.0254986427,0.0492143933,0.0153646281,0.0310342472,2.0,0.0035492458,0.7936533757,0.0065876411,3.0,12.064117053,0.5993069794,0.0,0.0398860686,0.0220768798,0.0382277807,0.402603124,1.3726810267,1.6413692e-08,2.9864523e-08,0.9979260155,0.9958563324,0.0997291304,0.0568111107,0.0524359539,0.31977758
11581,0.0353409952,0.0265694173,110.07559755,0.0,0.4361299234,0.8083720201,0.2190972787,0.172770584,0.6791537745,1.0212657366,0.0622653469,18.0,0.0494636601,0.0909090909,0.2416462103,0.1364460881,-0.030452364,0.3459726507,0.3583964319,0.0482313157,-2.96395392,0.3394833096,0.0,1.5028078203,0.2365835734,0.8560137865,0.157591673,120.47919775,8.0374531421,0.1063614034,0.0,0.0,0.0,1.0,0.0,-4.084570957,6.0,3.4894347301,-0.034411972,-0.012202728,33.124278916,-1.222378954,-1571.837763,0.0384133875,14.005879275,-0.000124429,0.016856116,0.398030832,0.043949086,0.0142242111,0.0032245539,0.0,0.0011892178,1.9575278679,0.0943277907,5.0,14.613088818,2.5018438232,0.0,0.0582793988,0.0287296113,0.0342991067,0.7675431179,14.488191571,9.831697e-10,5.5794111e-09,1.1070139757,1.2254799425,0.0857082913,0.0389975878,0.0395551236,0.0761861595
15203,0.5051494282,0.1752279859,4.38275,0.0,0.3332912112,1.2016385502,0.1484222284,0.3447052863,0.617294376,0.0,0.1352223816,30.0,-0.018727941,0.3837209302,0.0468807339,-0.447217074,0.1625831972,0.273797841,0.0593368849,0.0325958453,0.531120332,0.4853257975,0.0,5.4675834971,1.6204086806,2.0815324165,4.6744265089,14.26375,12.879232506,0.6527801109,0.0,0.0,1.0,0.0,1.0,1.1168209384,5.0,0.7908408072,-0.114282187,0.3434873133,0.5888835121,0.1797157688,-2176.453427,0.0395943272,9.3151273265,-0.026500596,0.0434665711,0.0943763378,-0.044151111,0.0078125,-0.040206652,2.0,0.0174877262,6.9537136706,0.059835752,3.0,8.7416159242,0.6174750602,0.0,0.0367411412,0.0237604781,0.0330492913,1.4126487496,2.9706801601,3.7841637e-06,3.8181818625,0.4752538229,0.2258661962,0.1080060501,0.0598741469,0.4635664691,0.0761861595
15748,0.8513718805,-0.38521065,-12.76096408,0.0103417042,1.1286008744,3.2172685063,-0.081264277,-0.097686375,0.3656131861,0.0122633391,0.1574019895,21.0,-0.05481717,0.3591269841,0.0875141638,-0.04488438,0.1920158955,0.1115899934,0.4404760767,-0.150068048,-0.310756972,0.5774462209,0.0,1.4265855125,-0.191902278,0.8146227833,-0.063281578,42.63610586,5.3707584236,-0.285462436,0.0,0.0,1.0,0.0,1.0,0.6629713032,4.0,1.3641693111,0.2155692357,0.2182074392,3.5642925913,-0.933526489,-2191.379562,0.0377775352,9.3907851688,2.95308e-05,-0.006871125,-0.014631361,-0.033027712,0.0454588956,-0.379884647,2.0,0.0494727607,2.8071278826,0.0571556001,3.0,7.7911921636,0.5915257775,0.0,0.09649124,0.0319106801,0.0474460766,1.862452765,7.4907137548,3.0231328e-06,1.7548828e-08,0.8133315215,0.6615081638,0.6226523401,0.0731920339,-0.081065267,-0.040236103
16126,0.7995315673,0.0491854347,-5.521799308,0.0,0.585298597,1.5714532952,0.0709388519,-0.104530838,0.2356886531,0.0245886136,-0.281743784,29.0,-0.024796999,-0.033266129,-0.257234008,-0.004912238,-0.04063455,0.163884097,-0.021027157,-0.005021002,0.0928574808,0.3765776582,0.0,1.859811096,0.0588789344,1.0976004084,0.0121909447,94.256747405,6.2197917618,0.1626276193,0.0,0.0,1.0,0.0,0.0,0.4602501222,5.0,-0.00095825,-0.240849048,-0.011656895,-48.37277183,159.31031476,-990.0588243,0.067059608,11.502408333,-0.000662646,0.0074590696,0.0128257645,0.0322389368,0.010315539,-0.00140308,0.0,-0.000701754,0.2642324303,-0.028782783,5.0,9.666422593,0.3274639276,0.0,0.0739644989,0.0203781929,0.018050515,1.3237481792,3.5952914336,1.8606057e-07,4.4709466e-08,0.9877522242,0.9756544564,-0.057777598,0.0377072246,0.4979475595,0.31977758
17137,1.1585772992,0.0231959794,-5.959844543,0.048766848,0.3178560069,1.6685149729,-0.022021199,-0.03609736,0.3167801155,-0.005231112,-0.014288747,29.0,-0.024489724,-0.111111111,-0.020495414,0.1678223248,0.1825045442,0.12138355,0.0172444821,-0.088730748,-0.041912882,0.391431336,0.0,2.6875467065,-0.10879713,1.7146098004,-0.016354369,20.871945195,7.5779542248,0.2393769686,0.0,0.0,0.0,0.0,0.0,0.3937938452,5.0,0.0013118079,0.0341215223,-0.083551286,0.5252109221,-0.397245725,-704.5253282,0.1538287843,12.352482481,-4.6483e-05,0.0039308834,0.0051071042,-0.003859205,0.0211016059,0.0897786177,0.0,0.0,0.6550572794,-0.033632723,4.0,11.748386009,0.5395785473,0.0,0.0419948138,0.0174001565,0.0307042187,0.4639297763,1.3023698107,2.7310247e-08,3.6957972e-08,1.3604554057,1.850838911,0.1372883727,0.0426404609,0.092266602,-0.01504874
