firms,bm,ep,cashpr,dy,lev,sp,roic,agr,gma,chcsho,lgr,age,chinv,hire,sgr,pchsale_pchrect,pchgm_pchsale,depr,pchdepr,invest,egr,tang,sin,currat,pchcurrat,quick,pchquick,salecash,salerec,cashdebt,divi,divo,securedind,convind,rd,operprof,ps,chpmia,chatoia,chempia,bm_ia,pchcapx_ia,mve_ia,herf,mve,chtx,roaq,roeq,rsup,cash,cinvest,nincr,sue,aeavol,ear,ms,dolvol,turn,IPO,maxret,retvol,baspread,std_dolvol,std_turn,ill,zerotrade,beta,betasq,pricedelay,idiovol,chmom,indmom
50906,0.3682579828,0.0174828983,1.5195793461,0.0,0.4294201989,0.4380778642,0.0239611441,0.1011643149,0.264939471,0.0043392016,0.1488344292,26.0,0.0207706422,0.3157894737,0.0143559234,-0.36312283,-0.034321696,0.1789699571,-0.418649954,0.0128768602,0.0503425203,0.5733625797,0.0,2.7668874172,-0.269772754,2.4430463576,-0.307390488,1.5635964912,4.0323907455,0.1015299026,0.0,0.0,0.0,1.0,0.0,0.5333758165,4.0,2.0414359456,-0.125345614,0.2073024029,0.0547023362,-2.015997181,-443.1832247,0.0337071308,14.559885568,0.0050890585,0.0115163148,0.0261964736,0.0608829366,0.3512359078,-0.080692995,2.0,0.0316742081,0.8373657772,0.0771844275,1.0,15.064988809,9.548503612,0.0,0.0757670626,0.0234369588,0.0331450076,0.3816006305,2.9365426174,1.2323587e-09,1.377275e-08,1.8774673978,3.5248838298,-0.094948578,0.0787998691,0.178754523,-0.138991694
10568,1.5451300357,-0.363682722,-3.271378629,0.0364687157,3.2356713489,3.009209896,-0.087436931,-0.161537732,0.0902340204,0.0912834592,-0.202915929,22.0,0.0052773949,-0.107843137,-0.473795852,0.0928867102,0.1382340881,0.0382007607,-0.11678951,-0.257476591,-0.059271804,0.4383585235,0.0,2.0086773968,0.2222971837,1.8881735479,0.1793758279,5.9198966408,7.1436170213,-0.075240688,0.0,0.0,1.0,0.0,0.0,0.1950324584,3.0,-0.155381121,-0.384928027,-0.154329944,0.5737748939,0.9373710085,-591.103863,0.0683586052,9.7354333279,0.0103281381,0.0093406884,0.0288702473,0.3348200013,0.0790193566,0.8226773773,1.0,0.0980721274,14.981453929,0.245137563,1.0,7.5239404603,0.3014339152,0.0,0.1135857999,0.0518838019,0.0963663666,1.504646561,0.9340878315,2.48007e-05,9.0000002121,0.3413611451,0.1165274314,-3.533643868,0.0583941953,0.4172598456,-0.012106596
11157,0.3091308112,0.0176089227,10.980289969,0.0,0.3076688158,1.0108236395,0.1108475916,0.0993688112,0.5386530778,0.0,0.1415139826,27.0,0.0553318255,0.0,0.2119429729,-0.2984545,-0.235560061,0.1727364694,0.1420100751,0.06821472,0.0604034325,0.5987551751,0.0,2.060840708,0.1136347594,1.0817201327,0.3015571002,24.38322884,5.4222725688,0.1379038613,0.0,0.0,1.0,0.0,0.0,1.0178312716,6.0,-0.620441856,0.363009808,-0.072980519,2.457610699,4.4672495964,-1333.404435,0.0505077949,9.9169747056,0.0071318325,0.0114731031,0.0210840378,0.0106477939,0.0295095814,0.0021210042,0.0,0.0327084927,-0.512450303,-0.107333126,6.0,8.490397371,0.2963529712,0.0,0.2338902205,0.0586451247,0.0395222523,1.089701154,3.7923056066,1.4421736e-06,1.0000000488,0.3851851432,0.1483675946,0.4435882789,0.065836361,0.0421781964,-0.026122402
50032,0.6259538788,0.0646776355,-6.89799308,0.0324551444,1.1647790724,4.1221523228,0.0833498841,0.0120307672,0.7296693183,-0.010752688,-9.986e-05,30.0,0.0040516256,0.0495049505,-0.005333184,-0.060974606,-0.016867504,0.1059595407,-0.00961833,0.0568667412,0.0354050414,0.4761637651,0.0,1.1991858887,-0.03121065,0.3755766621,-9.010755e-06,122.61591696,51.882869693,0.1522944026,0.0,0.0,0.0,0.0,0.0,2.0538772369,5.0,0.1139874337,0.0414193096,-0.025453881,-0.262017605,-0.314476856,5039.7103859,0.082151496,15.860718231,-0.00039352,0.0059067071,0.0202383204,0.1499866573,0.0111158615,-0.033918568,0.0,-0.001753617,2.1786948276,-0.064629514,6.0,16.255221985,1.9122605541,0.0,0.0287524443,0.0151442627,0.0186246132,0.4735913957,4.2829925047,2.059606e-10,1.2715098e-08,0.7829824474,0.613061513,0.1289084603,0.0381355693,-0.252723324,0.064138175
47730,0.437492842,0.0301512783,2.6534464801,0.0192703802,0.3961361285,2.3907134894,0.0828820966,0.0584698417,0.3252732784,0.0070295863,0.1375661676,30.0,0.0010265443,0.09375,0.067955196,-0.048551581,0.0038157727,0.5634687759,0.14460651,0.0097351325,-0.004222631,0.3823696951,0.0,1.9105129939,-0.02044652,1.8230226233,-0.023528417,38.129416592,7.5166604967,0.1279791575,0.0,0.0,0.0,0.0,0.0,0.580799755,5.0,3.1462347728,-0.116680954,-0.214192113,2.2442604222,-4.927716718,-624.8980375,0.0388121315,13.762459947,-0.012172371,0.0041418212,0.0072922875,0.0409549999,0.0752132877,0.0004129072,0.0,0.0,0.1631454723,-0.009183893,4.0,13.119966191,0.5968477061,0.0,0.0256130416,0.0138687005,0.0192943904,0.2425313444,0.4076700388,8.1153685e-09,6.2610796e-08,0.7778626268,0.6050702662,0.0342464706,0.0321742701,-0.287229034,-0.076041544
13777,0.5607500627,0.0419317503,0.5940510733,0.0406628693,0.1197442288,0.4008930575,0.071794301,0.0306974772,0.3228959084,0.0604980601,-0.048601399,22.0,0.0,-0.107142857,-0.078311018,0.0192407709,0.007852381,0.2048877147,0.0173656121,-0.026923892,0.0476170901,0.7891059896,0.0,4.6727306137,0.1230889312,4.6727306137,0.1230889312,0.8303279809,5.7030467446,0.4340918593,1.0,0.0,0.0,0.0,0.0,0.4174134671,5.0,-2.63710835,-0.093926162,-0.271410467,2.4703731246,-1.164985506,-1195.676107,0.0407029598,11.566283437,0.0,0.01530781,0.0193919237,0.0095150937,0.5404107573,0.0181500971,2.0,-0.005887242,0.6132360713,-0.021174975,5.0,10.798246158,0.5660241985,0.0,0.0295275785,0.0200622076,0.0365029306,0.4601540356,1.4007330394,4.5531809e-08,2.9558991e-08,1.0718497921,1.1488619768,-0.152131693,0.0585646063,-0.063774655,-0.076041544
38746,0.922939268,0.1021318951,-1.716823354,0.0144140929,0.5741409599,1.1467163113,0.1334303131,0.0741719278,0.148262272,0.0025804493,0.0019078726,30.0,-0.02942716,-0.04950495,0.7767342901,0.6166406598,0.1102465406,0.1989295272,0.5881860476,0.0313217778,0.1246323059,0.6141928957,0.0,3.1978965443,-0.005174105,1.809401159,0.1674221653,4.8911397127,2.6721084276,0.2426635966,1.0,0.0,1.0,0.0,0.0,0.240386665,7.0,-22.17121682,0.3117758339,-0.058792364,563.72954393,0.537163907,-41.98445942,0.0445454091,11.875472522,0.0021187036,0.025022761,0.0408648002,0.0142510176,0.1592485852,0.0054821674,2.0,0.0173344678,2.0109170306,0.1341509558,5.0,8.8975865837,0.0899934532,0.0,0.0295454375,0.0164595166,0.0144493154,1.2217216931,0.3231358074,4.7576942e-07,3.000000382,0.2825289284,0.0798225954,-0.112055137,0.0311704313,0.1633494122,0.3134548695
60871,0.2511064733,0.0377189869,3.8775984089,0.0049570697,0.0608348179,0.1740628232,0.3271002642,0.1532433054,0.4162648914,0.0151417752,0.1437718299,30.0,0.0132534358,0.0595238095,0.2864949777,0.1687194087,0.0344575664,0.2285636416,-0.088450988,0.0224854057,0.1555615841,0.7345278655,0.0,6.223277872,-0.000474697,5.6132218229,0.0013028991,0.9809420589,7.993347476,0.8385348986,1.0,0.0,0.0,0.0,1.0,0.5180835346,6.0,1.9733300621,0.0789322916,-0.048963261,-0.062449173,-0.005122809,12897.814175,0.0337071308,16.434344183,0.0035913613,0.0280685626,0.034987451,0.0049306345,0.5688395734,0.0038221745,0.0,-0.002235469,0.3109484121,-0.024993293,7.0,16.804774645,1.649146088,0.0,0.0343923122,0.0134272433,0.0211264816,0.341570168,2.9483702354,1.121998e-10,1.4594801e-08,1.8018712371,3.2467399551,0.1622406355,0.0441433192,0.2564273237,-0.138991694
14198,0.6471435805,0.0147148143,0.65564508,0.0076480397,0.1491385352,0.6262814474,0.0086518004,-0.009430841,0.3513426459,0.0130457342,-0.152129939,30.0,-0.007916816,-0.055555556,-0.245937623,-0.276062913,0.0012155816,0.2092405327,0.0568560996,0.0376291427,0.0305402608,0.666090081,0.0,3.9895070885,0.0563109011,3.1876200666,0.0648629379,2.0129248119,6.4066633032,0.2970866842,0.0,0.0,1.0,0.0,0.0,0.448931736,6.0,-0.443264548,-0.291069651,-0.193556,0.3620956024,-0.659648358,-984.447872,0.0486309858,13.27624306,0.0010354334,0.0032693979,0.0040228524,0.0056308809,0.4141392554,0.0084764552,0.0,0.0004700905,2.1853437341,-0.002048551,5.0,13.28623003,1.1154826958,0.0,0.0196697749,0.0120252584,0.026083113,0.4433563904,1.8678925378,5.7731597e-09,2.705684e-08,0.7696589509,0.5923749007,0.0283828759,0.0365162696,-0.034517617,-0.026122402
45583,0.7503786173,0.0470866931,-7.581120944,0.018516434,0.4559831771,1.9149645942,0.0585406039,0.0328406721,0.4899598745,0.0176403207,0.0056079617,30.0,0.0044821307,0.0555555556,0.0298746075,-0.036610838,-0.068121181,0.1454382494,-0.084566442,0.10010338,0.0501217242,0.4422441164,0.0,1.8680460556,-0.14624742,0.9759081927,-0.248219789,138.00737463,9.9372344945,0.2532729472,0.0,0.0,0.0,0.0,0.0,0.7955892883,5.0,-0.026056528,0.1442094297,-0.007493606,0.0163116699,0.5749680873,-1192.040245,0.1496010161,12.400467623,-0.000600954,0.0121848378,0.0192607202,0.0281350482,0.0180590953,-0.010858089,0.0,0.0004166667,1.4183296378,0.0401265165,4.0,12.229814448,1.174272955,0.0,0.0228920411,0.0136403188,0.0185545372,0.5331862952,2.2338372569,1.8941686e-08,3.1528282e-08,0.3378515964,0.1141437012,-2.691107061,0.0387602148,-0.094252718,0.0202063248
