firms,bm,ep,cashpr,dy,lev,sp,roic,agr,gma,chcsho,lgr,age,chinv,hire,sgr,pchsale_pchrect,pchgm_pchsale,depr,pchdepr,invest,egr,tang,sin,currat,pchcurrat,quick,pchquick,salecash,salerec,cashdebt,divi,divo,securedind,convind,rd,operprof,ps,chpmia,chempia,bm_ia,pchcapx_ia,tb,mve_ia,herf,mve,chtx,roaq,roeq,rsup,cash,cinvest,nincr,sue,aeavol,ear,ms,dolvol,turn,IPO,maxret,retvol,baspread,std_dolvol,std_turn,ill,zerotrade,beta,betasq,pricedelay,idiovol,chmom,indmom
32030,0.4736643476,0.0267458651,14.072566372,0.0,0.2879200578,0.9333486479,0.0246204074,0.122982749,0.1055866057,-0.005742626,0.2757743202,11.0,0.0697019773,0.0,0.250511135,0.1943191458,3.2755236191,0.1680500748,0.0550698562,0.161355883,0.0467781122,0.5831881544,0.0,3.9318329647,-0.196588189,1.9154416547,-0.261738386,33.558702065,4.5033647376,0.2619724609,0.0,0.0,1.0,1.0,1.0,0.1268085724,4.0,-0.874027921,-0.167956392,-0.024458731,1.3423102298,-0.262511206,-165.0922599,0.0812427753,10.625003507,0.0052205388,0.0125520277,0.019402432,0.0410879548,0.0732491389,-0.027646678,1.0,0.0018509361,0.0761501146,-0.094267931,4.0,11.256263909,1.7363288053,0.0,0.0740740746,0.0364115696,0.0349044089,0.8557396649,6.1096225915,7.4203015e-08,1.115231e-08,1.8539245522,3.4370362454,0.2222573569,0.0766280878,-0.067776748,0.2267463956
32062,0.5896521529,0.1093666474,0.8756342446,0.0,0.1025869858,0.7855486927,0.4570680628,0.2950600801,0.8551401869,0.0099099099,0.4267990074,5.0,-0.007562536,-0.023809524,0.0666182171,-0.711399024,0.0098523712,0.2307692308,0.0145137881,-0.001668892,0.2745854223,0.7836234536,0.0,7.8512035011,0.0437345866,6.4573304158,0.1367427627,2.2350253807,5.336969697,1.3701431493,0.0,0.0,0.0,0.0,0.0,0.9849595064,5.0,-0.941284131,-0.191765916,0.0915290745,1.0327587444,1.171363276,-220.4312604,0.0812427753,8.9723369578,0.0133511348,0.0518518519,0.0598290598,0.0249777009,0.5077319588,0.012700233,2.0,0.0103479047,0.8209876543,0.1106719375,4.0,8.228176896,0.4378330373,0.0,0.0517241396,0.037028035,0.0322257149,0.8945277052,0.7698155791,9.593882e-06,2.8636364632,1.0504386958,1.1034214536,0.2286606309,0.0482264578,0.3321955223,0.2267463956
32110,0.255166725,0.0447545644,6.7701191525,0.0,0.0890815041,0.3477735245,0.2392569765,0.2100304286,0.5294203908,0.3521248916,0.1447527141,7.0,0.0207023539,0.2620192308,0.3200839305,-0.118619536,-0.007146391,0.1162509709,0.0335511422,0.1728562525,0.2346083973,0.6978051566,0.0,4.3223300971,0.050451025,4.0146709817,0.0267044594,3.4582036922,3.718938211,0.7046619173,0.0,0.0,1.0,0.0,1.0,0.7188130803,5.0,-0.090744639,0.2811406468,-0.288960872,1.0069031686,1.0888536694,-169.6062135,0.0510165814,11.658380951,0.0039593797,0.0414438074,0.0561169175,0.0173761604,0.2920984064,-0.006659255,3.0,0.0004878049,1.0764905639,0.0265342174,5.0,11.347284018,0.3990277974,0.0,0.0634920672,0.0300414729,0.0320031604,0.9604570955,1.1833699577,1.861619e-07,6.7102072e-08,1.639552419,2.6881321346,0.062264603,0.0402683549,0.1756180763,0.1012394129
38543,0.7799594891,0.0289363813,-1.698887057,0.0,0.5936091935,2.7867388698,0.0240343953,-0.119414851,0.4823236339,0.0003514938,-0.634233316,11.0,0.0210817057,-0.315716273,-0.127213879,-0.010576666,2.9684971207,0.4183381089,0.054610779,-0.211480363,-1.921184844,0.6456554713,0.0,2.2717178315,0.068202574,1.6218158067,0.0020045947,13.894064303,4.8166619034,0.091458411,0.0,0.0,1.0,0.0,0.0,-1.129726585,4.0,0.1975238607,-0.296594857,0.2358318925,0.3887238872,0.3111993349,-253.3892024,0.0510165814,9.3399641398,0.0108125298,0.0037142233,-0.576721102,-0.136249018,0.1460214277,-0.100449464,0.0,-0.028235294,4.4898320071,0.0970070641,3.0,8.3945452161,0.3506676037,0.0,0.055555556,0.0475358091,0.0558548838,1.1993453963,2.4621123159,5.8993704e-06,0.9545454961,2.7396041024,7.5054306377,0.0494928832,0.0848939434,-0.031660225,0.1012394129
31632,0.5148727785,0.0888540138,1.1586348513,0.0492707713,0.5505422594,0.9821410407,0.1255207071,0.0069032447,0.4004248151,0.0066115702,-0.073856784,11.0,-0.010985301,0.0218068536,0.0596387809,-0.127996014,0.0393109151,0.0967193196,0.077539876,0.0351021753,0.1104425223,0.6112938588,0.0,4.5319176486,0.0307378954,2.613751133,0.0531933437,5.2704304429,5.1141041162,0.2090835251,0.0,0.0,1.0,0.0,1.0,0.8278383686,5.0,-0.134762997,0.0409282696,-0.029254818,0.8581428617,0.1268360299,-213.8719524,0.0510165814,10.948441911,0.0070863546,0.0279501923,0.0576568085,0.0366188587,0.1749077088,-0.004619125,2.0,0.0047468891,0.3503503504,-0.003911259,4.0,8.7689241996,0.2629082284,0.0,0.0480349362,0.0165331799,0.0131662664,1.4299505807,1.8436189349,4.4557152e-07,0.9545455171,1.1246324059,1.2647980483,0.1425531452,0.0403651028,-0.203408909,0.1012394129
32222,0.0134072354,-0.072616283,57.861431871,0.0,0.1297281103,0.1430978953,-0.493951018,-0.197396052,0.1096178076,0.431358885,0.0532076619,6.0,-0.049394222,-0.138461538,-0.024757529,0.4941246459,-0.530987151,0.2901325479,0.177668823,-0.07097858,-0.756958588,0.5836865515,0.0,2.3511627907,-0.38176864,0.9635658915,-0.406887439,8.8244803695,5.9984301413,-0.515918851,0.0,0.0,1.0,0.0,0.0,0.1283095723,1.0,-0.057700012,-0.270970809,-0.510671272,-2.487077056,0.3111993349,-208.3428698,0.0422630468,9.3322924827,0.0023375409,0.0045341192,0.0278551532,-0.005749525,0.2549943883,0.100391496,0.0,0.0109426439,-0.179987553,-0.030303031,1.0,8.8622003305,0.3167802661,0.0,0.0769230798,0.0478676035,0.0650024098,0.7442509293,0.696633638,3.6597077e-06,0.9545455559,0.1542111859,0.0237810899,6.1890242569,0.1068165537,0.3229166395,0.1012394129
66499,0.1420362176,0.0393648093,8.0671475342,0.0028736197,0.1338728689,0.4077477352,0.2659585481,0.1289529055,0.2988891639,0.2565625371,-0.061545802,6.0,-0.007514153,0.3789198606,0.3564142234,0.2915247251,-0.049928797,0.1320765867,-0.209024486,0.1495606164,0.3960532184,0.7269849803,0.0,2.2009172136,0.1247228302,2.1689728789,0.135776302,4.3705519981,4.0840371142,0.3458309405,0.0,0.0,1.0,0.0,1.0,0.6930652594,5.0,-0.504366279,-0.298191012,-0.345430622,106.65169822,0.3236046452,70.42790751,0.0651922914,12.389493598,0.0090498372,0.0433698179,0.0827729636,0.0319425779,0.2755419337,0.0483269488,2.0,0.0027250623,0.1917973462,-0.0318621,5.0,11.352844737,0.2838377784,0.0,0.0588235296,0.0339871164,0.0348385525,0.925759371,1.6617813886,7.2747608e-08,5.1733226e-08,1.8765105308,3.5212917722,0.0166456117,0.0426599143,-0.154354369,0.2267463956
23245,1.5826939445,0.0454023024,-1.704955985,0.0603872988,0.5611048639,3.4028118613,-0.014943524,-0.149835914,0.2608429995,0.0,-0.392760132,11.0,-0.014818524,-0.221091582,0.0088931132,0.3987774725,-0.063573637,0.2288483041,0.1238790137,-0.014358782,-0.009333001,0.6816591396,0.0,3.3618260379,0.3932618166,2.5388878452,0.3475302186,5.2181700393,5.2431459642,0.1227870553,0.0,0.0,1.0,1.0,0.0,0.4095943255,3.0,-0.124594645,-0.314606748,1.1679355757,-0.384022684,3.6968769423,-185.9374155,0.0294676945,10.743204968,-0.012506036,0.0036243118,0.0053004362,-0.296245674,0.3041835232,-0.012528918,0.0,-0.02147104,2.2202477114,-0.034188036,2.0,9.5820935656,0.3615409944,0.0,0.0917431191,0.0383765154,0.0311376644,0.800789013,2.4250216511,5.8402685e-07,6.113124e-08,0.704844671,0.4968060103,-0.974536045,0.0420140357,-0.094886215,0.1791089696
60927,0.8070236638,-0.760010743,-19.86790224,0.0,5.2070113339,2.7624338824,0.2794924573,-0.333229832,0.1264762011,0.0,-0.301317806,7.0,-0.006593434,0.1213793103,-0.571982311,0.2175480832,0.0400822529,0.0891458112,0.8956764553,-0.439157197,-0.484999398,0.1927042178,1.0,0.2424046542,-0.855129321,0.1548251249,-0.882497305,11.02839196,37.451365188,-0.097950803,0.0,0.0,1.0,0.0,0.0,0.5502028194,2.0,-0.012454967,-0.11175593,0.603070821,-0.990335795,-1.159520254,-70.52612531,0.0954678215,10.286502532,-0.013805206,-0.071044683,-0.366292191,0.0376984461,0.0416498794,1.7757695018,0.0,-0.312066352,-0.792856075,-0.032183912,2.0,9.3642624542,0.3004704439,0.0,0.0434782617,0.0429908599,0.0446139089,0.7307381844,0.4706519383,1.6544861e-06,1.3309299e-07,2.0447752635,4.181105878,-0.12379077,0.0834451934,0.510204071,0.2256504445
22103,0.4358970612,0.0786780268,22.099351611,0.0372499559,0.2029426242,0.9119666011,0.2361203169,0.0930472956,0.6085797903,0.0777803711,-0.068197395,11.0,0.030758327,0.0709342561,0.1125655659,0.0196660879,0.0412260135,0.1612138454,-0.01553202,0.1007987757,0.188826677,0.5238054225,0.0,2.6811519671,0.2345924657,1.1556955516,0.2308909314,52.533322034,6.4286490597,0.5008109856,0.0,0.0,1.0,1.0,0.0,0.9503872701,6.0,-0.955464388,-0.097022136,-0.062226017,1.0077943463,0.8975807499,4871.9563577,0.0812427753,15.59383949,0.0016733707,0.0316568508,0.046395464,0.015962356,0.0281890745,-0.021033444,1.0,-6.1538e-05,0.2246357814,-0.003005254,5.0,14.798740053,0.4309232491,0.0,0.0094191525,0.0093618448,0.0140118386,0.4161481547,0.8319313121,4.39568e-10,4.3458372e-08,1.1755108,1.3818256409,0.1141021217,0.0206773077,-0.096773646,0.2267463956
60177,0.2132341801,0.0606625131,26.176074442,0.0,0.4949482545,1.6360799696,0.1931549883,1.2935386805,0.7672650193,0.106545961,2.1678237689,11.0,0.3001792845,0.0,0.9530402286,0.168044435,-0.321096222,0.5123849965,-0.084212142,0.858485392,0.4120874125,0.5361304604,0.0,1.9769365618,-0.262524579,0.8996384354,-0.460357956,101.43671964,7.3250614754,0.2066672758,0.0,0.0,1.0,1.0,0.0,1.3792016488,1.0,-0.055393012,-0.132509271,-0.310844327,-0.774703592,-0.013696841,-16.55738351,0.0422630468,12.690105143,-0.011155188,0.0075664979,0.0288995924,0.3739922497,0.0126479327,-0.005260932,0.0,-0.004637681,1.1328774329,0.1488300115,3.0,12.596375891,0.9630863013,0.0,0.0606060624,0.0358213178,0.0392884554,0.6899460602,2.4789233328,2.6086498e-08,1.9912296e-08,1.5544024777,2.4161670626,-0.180715631,0.0547995928,0.9938035458,0.1012394129
31659,0.5434854714,0.0541860529,-0.327667922,0.0292733099,0.8392158891,2.6650701251,0.0610924615,0.1973149588,0.1424442044,0.0150703634,0.3009958346,11.0,0.0010456852,0.0882352941,0.07095351,-0.026448638,-0.446290056,0.1177709025,-0.035370227,0.1255223841,0.066120685,0.6018616308,0.0,1.9487161603,0.175714225,1.9268669079,0.1763785626,15.204840194,6.1430886097,0.1746225696,0.0,0.0,1.0,0.0,0.0,0.2716457646,2.0,-0.012882535,-0.077972987,-0.025671013,-1.523262959,1.1619179645,-31.01082237,0.0582426332,12.480957716,-0.014671589,0.0064946198,0.0158956627,0.0368898478,0.1267649959,0.166329035,0.0,-0.015534329,-0.299002892,0.0002693525,5.0,12.765536993,1.0113336438,0.0,0.057692308,0.0255132768,0.0324904681,0.996691773,8.3947315116,2.9238708e-08,1.911572e-08,1.9483808862,3.7961880777,0.14975336,0.0460058675,-0.211276208,-0.00910505
58843,0.6752433009,0.0894325201,-6.706094808,0.04321646,1.0153090699,1.9724036795,0.0989576283,0.437617969,0.5908833522,0.0052264808,0.7354728447,11.0,0.0631847923,0.0510641238,-0.010643633,-0.304349927,0.0011514644,0.1245006658,-0.179148715,0.2578331446,0.1444172472,0.499764787,0.0,1.8238145416,-0.162246658,0.9584826133,-0.15421691,40.076749436,5.0509246088,0.1896563693,0.0,0.0,0.0,0.0,0.0,1.1029937865,2.0,0.3638212367,0.0046609328,-0.158280818,69.08355754,0.4147695975,753.28530361,0.0279510998,13.761682211,-0.003869388,0.0148328646,0.0343649074,0.0406601342,0.0290816183,0.0064439066,1.0,-0.006110296,-0.740562249,-0.019593254,6.0,12.676009866,0.4685244756,0.0,0.0319148935,0.0159495,0.019121576,0.6738341144,0.8364246134,1.3127828e-08,7.5690745e-08,1.177557002,1.3866404928,0.0822498802,0.0324586466,0.0585273233,0.1857671853
32417,0.21837706,0.0454458484,277.29461391,0.0,0.1900779581,0.6274593982,0.160266257,0.4835443038,1.5751898734,0.0545785324,0.5200668896,5.0,0.0505606524,0.4333333333,0.4304783092,-0.31644792,0.0432308334,0.2786324786,0.1438596491,0.153164557,0.4531539889,0.6355194539,0.0,2.160180254,0.0438332229,1.4321999181,0.2169436804,850.34016775,2.6398826979,0.3605397036,0.0,0.0,1.0,0.0,0.0,2.8163265306,4.0,-0.909738682,0.2653769412,-0.279746018,0.9185780239,0.4791620009,-211.6895148,0.0812427753,9.4839869055,-0.003797468,0.0351844808,0.0627757041,0.0382665196,0.0001706485,0.049267424,0.0,0.0041124311,2.2108894276,0.0563492067,5.0,8.4494495393,0.3415097927,0.0,0.0666666701,0.0335380236,0.0340140188,1.1394279882,0.9110311879,3.6957735e-06,0.9545455584,0.7781381133,0.6054989234,0.4927459635,0.067284288,0.0989988795,0.2267463956
23042,0.7497076194,0.1230069267,-1.99541461,0.0845789282,1.1883047758,0.9876174505,0.1337749764,0.0559902592,0.1677444281,0.0379771743,0.0418754986,11.0,-0.006958615,0.0082644628,0.0208288114,0.0263776655,-0.049088256,0.0433310467,0.011020591,0.0631436811,0.09928156,0.5804138395,0.0,2.6646486765,-0.044586791,2.1738906421,0.0501999071,5.014254689,15.40344493,0.1714539522,0.0,0.0,0.0,0.0,0.0,0.4000228076,2.0,-0.037999884,-0.084991896,-52.8296439,-0.454420653,0.1174631414,-655.8251442,0.0103024126,12.065684945,-0.000507335,0.014049921,0.0330040413,0.0061285697,0.0935924727,0.0573178993,0.0,0.0014358974,-0.533786334,2.84449e-05,3.0,10.467547024,0.3791219145,0.0,0.0393700786,0.0114987276,0.0114897598,0.5526883206,1.3358329974,3.3919999e-08,5.1710679e-08,0.2369859102,0.0561623216,-0.587686106,0.0182624517,0.2422707751,0.3496831785
61540,1.2284994008,0.2575437602,-1.160038347,0.0569078177,3.5054159042,2.774595747,0.1912971662,0.4938626162,0.371497862,-0.049329124,0.7561538171,6.0,0.0155592899,-0.048387097,-0.093191909,-0.04633318,0.1383798431,0.2052866461,0.1183249774,0.0327823516,0.2463246554,0.837295463,0.0,1.5231739551,-0.49255465,1.3641621523,-0.46036464,0.8480472445,4.4624908958,0.174834001,0.0,0.0,1.0,1.0,0.0,1.0539050536,4.0,0.0217507657,-0.945031547,0.5314271618,-0.787795769,-0.204787481,-77.66786484,0.074790396,9.9118028841,0.0079349884,0.015911674,0.0520423065,-0.04800182,0.6173136624,0.0923780872,0.0,0.0033208806,1.6130653266,-0.040540539,2.0,8.712759975,0.288482835,0.0,0.0410958901,0.019156648,0.0214929732,0.8318168304,1.3318386263,8.8651868e-07,1.9090909832,1.3970858311,1.9518488194,0.0557075001,0.0593990215,0.149523781,0.5625503107
32540,0.5328541937,0.0799143665,3.5323970037,0.0,0.1865178276,1.0517827561,0.216305651,0.1572965526,0.8419654279,0.0122281557,0.0543421887,5.0,-0.03346536,0.0602706027,0.2869313575,0.2096087649,-0.144792489,0.1302100888,0.4464849421,0.0663069505,0.198253135,0.6173414724,0.0,3.1769787674,0.1266450214,1.8985824664,0.33584874,12.880399501,5.0753640299,0.5698336559,0.0,0.0,1.0,0.0,0.0,1.1656541574,3.0,-0.189990229,-0.033244564,0.1180958249,-0.625427938,0.3030446365,-128.0851655,0.0294676945,11.193855919,-0.005439817,0.0227289012,0.0294960015,-0.012154572,0.1967948015,-0.034102417,2.0,-0.000652174,0.3454778355,0.0022474546,6.0,12.593310135,2.3158279733,0.0,0.0851063803,0.0417799757,0.0572885606,1.0672156358,7.2382671848,1.3763306e-07,1.24105e-08,2.724115943,7.4208076711,0.1806112471,0.0802256967,-1.115437152,0.2036055818
32599,0.7632846242,0.0942721916,-1.19137931,0.0,0.9704847456,2.0497578342,0.1366820544,-0.294492858,0.3003099452,0.0,-0.256249736,3.0,-0.072324062,0.0928433269,-0.281293544,0.2181429537,0.1661456384,0.4426438688,1.2089891848,-0.156612164,-0.337786716,0.3014261747,0.0,2.9400873726,0.433296948,2.6692323695,0.7116863332,85.372413793,6.4317630759,0.2511643703,0.0,0.0,1.0,0.0,0.0,0.5402480487,3.0,0.0471831248,-0.062214463,0.3414017997,1.1801600895,-0.001170651,-416.6123601,0.191441564,10.071107823,0.0169796065,0.0114745422,0.0278993154,-0.257703081,0.0138482109,-1.140300939,1.0,0.026382967,0.0159956008,0.1452380978,4.0,10.855492858,1.4647054056,0.0,0.0652173907,0.0355569753,0.0364884071,1.5976128962,6.7702317583,2.4392093e-06,1.8537032e-08,1.4026671274,1.9674750703,-0.01538511,0.0742398698,-0.120512825,0.24585661
68910,0.5899725596,0.1339556496,-2.778389452,0.0,2.3957718658,5.6510651902,0.083008824,0.9959131048,0.2990001703,0.0032035485,1.3026127103,3.0,-0.00443351,0.3285714286,0.1218537784,0.1099343603,0.4440781875,0.0415643603,-0.358734272,0.9056365096,0.2953020134,0.5971434317,0.0,1.0351624488,0.0425459932,1.0351624488,0.0571453806,26.880214644,8.5874578333,0.1278051364,0.0,0.0,1.0,1.0,0.0,0.8658517098,3.0,-0.027520287,0.2353150699,-52.98937896,2.6033977265,-1.165909778,-756.9240251,0.0103024126,10.669838725,0.0047923711,0.0202045221,0.0758551976,0.000363911,0.0704117203,0.6444779065,3.0,0.0101167266,-0.527095303,-0.035401003,5.0,10.104078699,0.5458490171,0.0,0.0639344305,0.0215218986,0.0209869064,0.8574689619,1.822814966,3.5828678e-07,4.949641e-08,0.3266071003,0.106672198,1.328086326,0.0434026393,-0.09124667,0.3496831785
32636,0.1795547587,-0.177953085,5.0013299092,0.0,0.1795308531,0.3352039444,-0.97800303,-0.195231717,-0.259956371,0.0432546177,0.315927808,11.0,0.0,0.1704834606,0.0346430548,-0.733655539,1.626272174,0.1785817865,-0.308708209,0.1931154567,-0.42035808,0.695361161,0.0,1.2103392319,-0.636875912,1.2103392319,-0.636875912,2.5721361093,7.6875,-0.940077173,0.0,0.0,1.0,1.0,1.0,-0.559191233,2.0,-0.289392549,0.1896048766,-0.364572838,1.6998219877,-0.152369112,-181.8222024,0.0510165814,11.128383679,0.0,-0.210341805,-0.576721102,-0.022676144,0.5356790313,0.2898756549,0.0,-0.048272182,0.3274621531,-0.070606062,2.0,10.770293879,0.7723692183,0.0,0.046875,0.0340278758,0.0605522292,0.7762166395,3.9225586116,8.973675e-08,1.7072578e-08,1.4146915341,2.0013521368,0.3256137288,0.0643201662,-0.468157207,0.1012394129
32652,0.4785647488,0.044248749,0.5781012403,0.0,0.8484375965,0.2397680626,0.1181246506,1.6259413663,0.2579679935,1.2678499395,1.6295885491,3.0,0.0,0.9130434783,0.1290374353,0.0396504518,0.1838208075,0.0443447174,-0.329274177,0.3381522324,1.5975395431,0.6924003598,0.0,13.310857486,2.4997271717,13.310857486,2.5581502906,0.334287683,6.9754586019,0.1010200963,0.0,0.0,1.0,1.0,0.0,0.5864859865,3.0,0.0109243204,0.8197871196,-53.10078677,1.0190700149,-1.165909778,-667.0440192,0.0103024126,11.394395275,-6.724e-05,0.026883479,0.0678165887,0.0008180011,0.5388574501,1.3728205197,1.0,0.0053170074,0.2381150779,-0.026140351,3.0,11.743233291,0.8341748994,0.0,0.0409356728,0.0203038355,0.0219961608,0.798972157,1.7977482344,1.0802276e-07,3.144261e-08,0.3185527775,0.1014758721,1.0674678828,0.0482678586,-0.466441437,0.3496831785
63570,0.7005983489,-1.168219344,-2.778731045,0.0004544422,4.797697493,4.6390971749,-0.154301441,-0.294198761,0.0188583969,1.7058823529,-0.228152264,5.0,-0.24328817,-0.421428571,-0.460552042,-0.939369591,-0.32900149,0.1780518659,0.3458192515,-0.337295345,0.0918319169,0.6005407116,0.0,2.6382643885,2.1082624094,1.2129046763,3.2583007011,12.220670391,3.8992869875,-0.150193932,0.0,0.0,1.0,0.0,0.0,-0.473796034,1.0,0.2328160276,-0.467831762,-0.13292577,68.370496646,-0.975994648,-140.2331964,0.0279510998,7.9266025992,0.0,-0.044795131,-0.315789474,-0.584412633,0.0689579263,0.3070501242,1.0,0.1252745588,-0.907284768,-0.142857149,0.0,3.8789831513,0.0117893568,0.0,0.3333333433,0.1166287054,0.1917309963,1.6104076427,0.1516786795,0.0001489219,11.454546545,1.1735336202,1.3771811578,-6.158768451,0.1147228624,-0.79425835,0.1857671853
62834,0.7850768487,0.0653774781,-1.934944258,0.0297815408,0.6492569003,3.469170209,0.0709971781,0.0842865004,0.3117282127,0.0010789092,0.1062911936,5.0,0.0130153676,0.0923076923,-0.098478519,0.1535065188,0.0515098253,0.1080304386,-0.120534567,0.1652561763,0.0667392712,0.6037034561,0.0,1.9069577012,0.0318794288,1.3449775989,-0.021927863,26.063544149,8.0742797627,0.2021572031,0.0,0.0,0.0,0.0,1.0,0.5269299727,3.0,-1.137670589,0.0187710349,-30.14844208,-1.492974836,0.2892115567,-87.10311341,0.0328427875,13.585142535,-0.003831209,0.0113487961,0.0221807777,0.0505794254,0.0927989042,-0.046264615,1.0,-0.000453609,-0.192418624,2.43867e-05,3.0,12.600058788,0.3451561999,0.0,0.0669642836,0.025783953,0.031438799,0.5263321625,0.7282062512,1.773469e-08,5.5064453e-08,1.0764056507,1.1586491248,-0.013088378,0.0328695304,0.2814288521,0.5406080392
32986,0.7395565242,0.1422868556,-13.71750797,0.062381723,1.0836250374,5.7958273411,0.1393712728,0.0475588396,0.1850850839,1.0042485396,0.0013992276,2.0,-0.000192615,0.0279805353,-0.086806053,0.0795508771,0.4009223431,0.0592908211,-0.00328965,0.1257525316,0.1234359666,0.6030308164,0.0,1.1404136834,-0.313584224,1.0767700875,-0.317369515,110.08013804,9.6969870972,0.1926228362,0.0,0.0,0.0,0.0,0.0,0.4567284102,4.0,-0.022036293,-0.065275823,-52.83979499,0.4504203585,-0.5339081,-734.86953,0.0103024126,10.97109925,-0.003177507,0.0225780376,0.0556601971,-0.25453166,0.0277811785,-0.013688327,1.0,-0.004928553,1.7097240383,-0.022670313,5.0,10.916973051,0.7030867222,0.0,0.055555556,0.0280665005,0.0336506559,0.7425871055,1.9510214113,1.0585996e-07,2.7766195e-08,0.1238266689,0.0153330439,0.6050561215,0.0375032909,-0.500762343,0.3496831785
33014,0.4758883141,0.0634730928,12.121950546,0.015848288,0.4827832187,2.0345564439,0.1150578491,0.0529775293,0.5062127399,0.2652859961,-0.022379603,10.0,-0.003191082,0.0793296089,0.0704499332,0.0625842258,0.001008352,0.1141592533,0.1077987035,0.0978752211,0.1429942879,0.5501698708,0.0,2.5114659237,0.0439535375,1.3977711102,0.0379540058,90.652715939,9.6890644332,0.2366013874,0.0,0.0,1.0,0.0,0.0,1.0522248356,6.0,-0.656795138,0.0385610142,-0.328704668,-1.063902116,-0.167757877,-674.5830011,0.0432569654,10.982101195,0.0059834473,0.0127250349,0.0259596561,0.0129304443,0.0232895746,-0.047406242,0.0,0.0013190252,1.8943318562,0.0310169002,4.0,8.993722358,0.1950622322,0.0,0.0416666679,0.0278040407,0.0321255048,1.1323738232,0.9687126633,1.0747759e-06,1.9090910361,0.2212265788,0.0489411992,1.0034237269,0.0378348756,-0.130601567,0.6006172028
25056,0.6841769022,-0.030886544,-90.00010292,0.0907458674,1.8294767262,2.7198839549,0.0693983565,-0.001454174,0.12018617,0.0094579257,0.0732026808,11.0,-0.006789299,0.0471204188,-0.043355788,-0.042848283,-0.046137271,0.0765427598,-0.030926289,-0.015818383,-0.145993689,0.4686180107,0.0,0.996234097,-0.032530948,0.781481382,0.0231025785,232.66092624,7.5519410816,0.0560949416,0.0,0.0,0.0,1.0,0.0,0.2938025118,1.0,-0.075983534,-0.04613594,-52.89517461,-0.396063865,-0.799526282,462.35323078,0.0103024126,13.586911056,0.0007776411,-0.010258287,-0.029347226,0.0293216839,0.0043405828,0.166420697,0.0,-0.053145101,0.0437777778,-0.029799672,1.0,13.097539294,0.8415321889,0.0,0.027777778,0.0179052549,0.0309654551,0.806002375,3.1888225256,1.0123997e-08,2.7075121e-08,0.5404540566,0.2920905873,6.1890242569,0.0409670878,-0.207924641,0.3496831785
63140,0.6671169429,-0.519064903,-210.5891059,0.0,1.8065197447,0.7736865193,-0.359163089,-0.298521969,-0.123430144,-0.004048703,-0.221429348,4.0,0.0,-0.216783217,0.0217485011,0.151125729,-1.759266727,0.1378959048,0.4727393753,-0.24253937,-0.446843323,0.548902134,0.0,0.879618012,-0.249289504,0.879618012,-0.249289504,319.92638037,4.1865767502,-0.098757532,0.0,0.0,1.0,0.0,0.0,-0.45856707,1.0,-2.146911883,-0.170849314,-635.7300545,-0.067759018,-0.547453124,-103.7753716,0.0796054875,10.095326178,-0.05353902,-0.157460532,-0.453758033,-0.007225307,0.0009776402,-3.156699624,0.0,-0.568559001,-0.399938495,-0.173961354,3.0,8.8211237887,0.5420905645,0.0,0.0666666701,0.0256273559,0.0182249465,0.8789721042,0.8115744078,1.4399844e-06,7.9784186e-08,0.2107309737,0.0444075433,1.2617669339,0.0602937271,-0.409243617,-0.242140346
62842,1.1432475284,-0.061033389,-10.74573886,0.0,1.0031337437,1.3230554001,-0.035505497,-0.142618175,0.250558834,0.0,-0.223573744,5.0,-0.002687789,-0.142857143,-0.11139369,0.1017880731,0.0266008747,0.2663319036,0.0434336877,-0.047761683,-0.056278823,0.5302779021,0.0,2.11006553,-0.083010549,1.4704493928,-0.144345618,22.18264269,3.6664340544,0.2571815201,0.0,1.0,0.0,0.0,0.0,0.4819037794,4.0,0.1143377199,-0.297914933,0.721364704,0.9421684989,0.1587926928,-327.5101101,0.191441564,10.846931282,-0.002976734,-0.007226769,-0.013747912,-0.051678791,0.0277880375,0.0561855425,0.0,0.09,0.2366125649,-0.043271222,1.0,10.203064228,0.3502331655,0.0,0.0172413792,0.0290149471,0.0305309736,0.9162775887,0.9829007677,4.2737289e-07,7.4407311e-08,1.1891011082,1.4139614456,-0.150068425,0.0606261087,-0.100952384,0.24585661
33081,0.3165424936,0.0572280214,1.9099992186,0.0,0.1263123112,0.5454876975,0.1934742144,0.233653048,1.0591625934,0.0,0.3660458453,2.0,0.0210574124,0.201754386,0.2491752304,0.1962944095,-0.073207588,0.1611374408,-0.089095198,0.0590242553,0.2206117106,0.8213152917,0.0,5.1639762107,0.3486374266,4.6055649958,0.3439273271,1.8705354608,12.347076462,0.5694822888,0.0,0.0,0.0,0.0,0.0,1.4622310197,3.0,-0.052460065,0.1151762068,-0.21874411,0.2719855206,1.1294303334,-336.6477674,0.0400364028,11.127696714,0.0533037694,0.0796309112,0.1991946004,0.0814992755,0.5723938548,-0.020379765,1.0,0.0167770831,3.7201257862,0.0340593606,4.0,9.6477078124,0.5938416422,0.0,0.0250000004,0.0173877808,0.019884649,1.6974247298,5.6169596452,7.2162706e-07,0.9545454887,1.0789063077,1.1640388208,0.3088828305,0.0472326499,-0.064772146,0.3748577103
