firms,bm,ep,cashpr,dy,lev,sp,roic,agr,gma,chcsho,lgr,cfp,age,chinv,hire,sgr,pchsale_pchrect,pchgm_pchsale,depr,pchdepr,invest,egr,tang,sin,currat,pchcurrat,quick,pchquick,salecash,salerec,cashdebt,divi,divo,securedind,convind,rd,operprof,ps,chpmia,chatoia,chempia,bm_ia,pchcapx_ia,tb,cfp_ia,mve_ia,herf,mve,roaq,roeq,rsup,cash,cinvest,nincr,sue,aeavol,ear,ms,dolvol,turn,IPO,maxret,retvol,baspread,std_dolvol,std_turn,ill,zerotrade,beta,betasq,pricedelay,idiovol,chmom,indmom
36396,1.278898161,0.0645572554,-21.54560623,0.0500309071,2.1488178025,11.744977592,0.09594478,-0.137900209,0.6911140261,0.0004638219,-0.197031818,0.2629809921,8.0,-0.138469406,0.0,0.0351746987,0.1329288543,0.0422144586,0.1886641444,0.0953372914,-0.094077637,-0.01616786,0.5323016918,0.0,2.0050766866,0.1431379728,0.8061921276,0.3668647345,169.08064516,17.557435749,0.1098103901,0.0,0.0,0.0,0.0,0.0,1.981900318,5.0,-0.019840235,0.1438364631,-0.223211958,-0.24357276,0.5080515906,0.4554582465,0.8706265215,-99.70039952,0.1539018468,10.39282265,0.0422551086,0.1132525753,-0.113358763,0.1582184692,0.0067441293,1.0,-0.057505611,-0.837962963,0.0207237536,1.0,9.6822952214,0.7394529439,0.0,0.1121495292,0.0362512809,0.018464273,0.7797804736,0.8560752513,8.9261062e-07,7.0256663e-08,0.9019067739,0.8134358289,0.1086359392,0.0694796839,-0.062666351,0.7049263352
50948,0.9812630895,-0.014052842,-2.011961524,9.36856e-05,0.179407945,1.0956532205,-0.003156997,-0.052828746,0.3110091743,0.0301100174,-0.205394191,-0.045624893,9.0,0.0248930072,-0.3,-0.153149891,0.1876691311,0.016111283,0.1789563244,0.0282968258,0.021941896,-0.01836926,0.5867128098,0.0,8.0719489982,0.2225631989,2.0063752277,0.015408061,17.481315396,7.8122912492,0.2224277457,0.0,0.0,1.0,0.0,0.0,0.3740393627,3.0,-1.161086161,0.0257010453,-0.427215146,0.3116940643,-0.811366683,0.3201803159,-0.312097489,-208.8095846,0.0419981991,9.5275205652,-0.002299762,-0.002731211,-0.063425159,0.0539995157,-0.028921836,0.0,-0.004496909,-0.397771755,-0.042109929,1.0,8.5818332699,0.5357728017,0.0,0.0597014911,0.0273676447,0.0273270615,0.9362252773,0.9746019952,2.1979725e-06,8.6638817e-08,1.5943381147,2.5419140241,-0.059909911,0.0902642035,-0.855555891,1.1892865687
51625,0.8939246613,0.1008861963,-2.849754921,0.0162533105,1.0527577651,1.1991932708,0.0709668082,0.5462571412,0.273502562,1.0683229814,0.4114863454,0.0066733483,8.0,0.0193047425,0.5505257009,0.2001350559,-0.485124982,-0.001827828,0.028734204,-0.124251082,0.3776017433,0.7421569052,0.4727067483,0.0,2.1505751422,-0.009920125,1.6721481666,0.0181932283,11.716945592,6.4650223857,0.1503159926,0.0,0.0,1.0,0.0,0.0,0.5451799829,2.0,0.0167731852,-0.058391714,0.5352618685,-0.414398721,8.8597147077,0.0121788404,0.0295833224,56.619646372,0.1594209882,12.982378635,0.0202086691,0.0420398206,0.0225072261,0.0491040807,0.0370714929,1.0,0.0044814469,-0.362971517,-0.025119414,1.0,12.37198531,0.411066692,0.0,0.030812325,0.0210426315,0.0221483137,0.8932051484,1.7839609059,4.4659414e-08,5.2631654e-08,1.4180711446,2.0109257711,-0.057617182,0.0469997908,-0.830998104,0.7049263352
36409,1.1435835211,0.1009995955,-3.422706245,0.0,1.2059860172,3.4094874906,0.0555868756,0.1748526523,0.7192881082,0.0078616352,0.2546285165,0.2535390305,8.0,0.1187098145,-0.003496503,0.0531876919,0.3359546822,0.1636256024,0.186299081,0.1026208054,0.1379868254,0.101023587,0.5955827267,0.0,2.4090126292,0.0362963832,1.1354764638,-0.075498055,11.373939861,6.2402707276,0.1407699691,0.0,0.0,0.0,0.0,1.0,1.3293279929,3.0,0.0293817218,-0.032580782,0.0404485668,0.0454148661,17.957627612,-1.34363145,0.0289512934,-586.6931033,0.0858898163,8.9068506815,-0.00373795,-0.007679871,0.0815777678,0.0987374236,0.014260849,0.0,-0.027918294,0.5962441315,-0.128190173,2.0,8.2614941648,0.6139272913,0.0,0.0617283955,0.0272672153,0.0197490928,0.825818119,0.8854056277,2.2925383e-06,0.9130435432,1.6117530666,2.5977479478,0.0327928144,0.0877829806,-1.183656127,0.9664335436
38949,1.3497016198,0.0555839727,-1.093693037,0.0782608696,0.1618073316,3.3331628303,-0.131819667,-0.102096627,0.3035551504,0.0,-0.479714912,0.0497868713,8.0,-0.085814922,-0.074074074,-0.063341479,0.0220088399,0.3038216111,0.2256186317,0.1876314087,-0.073837739,-0.016523792,0.7124358714,0.0,8.1380400421,0.7042233108,6.9083245522,0.8698299426,7.1268683923,5.4454038997,0.3469166967,0.0,0.0,0.0,0.0,0.0,0.3723443906,4.0,-0.009052178,0.0059062181,-0.055501007,0.1417852504,-0.453928569,0.5568778091,-0.074226855,-32.66014585,0.1832951041,9.5115554587,-0.04106035,-0.04598282,-0.113226381,0.3079542958,-0.000856714,0.0,-0.09540107,2.1967213115,-0.070519296,0.0,9.6473768189,1.4918300654,0.0,0.1276595742,0.0412597947,0.0416437064,0.8201525755,2.6092290526,5.7257876e-07,2.2022899e-08,0.3336392201,0.1113151292,0.7552609939,0.0494613772,0.7733532845,0.877692211
70376,0.2861720132,0.0689902025,159.59870825,0.0068233047,0.2604643664,0.9645652788,0.1620520282,0.430002874,0.5039653257,0.0052326798,0.5496767127,0.0276435888,8.0,0.0146144527,0.2,0.2088902947,-0.47693346,0.006929359,0.0856891615,-0.077225458,0.3450182925,0.3360920496,0.486696969,0.0,1.0237409243,0.0216922318,0.3443202336,0.1470197184,254.5869906,46.143892045,0.4853700278,0.0,0.0,1.0,1.0,0.0,0.8317598946,4.0,0.0512216179,-0.182047416,0.0650990194,-0.60131028,-0.312239049,0.5360950966,-1.590483211,208.80570428,0.1033112414,13.059297372,0.0279359044,0.053362247,0.0575161544,0.0170194544,0.0201048558,0.0,0.0004987018,0.3323097594,-0.004737565,6.0,12.043599303,0.4264606343,0.0,0.0568181835,0.0196315903,0.0259135663,1.1115326408,1.8592977905,2.2831796e-08,4.1997161e-08,0.728653844,0.5309364244,-0.06083501,0.0344502883,-0.693989739,1.4606479423
70552,0.6831703113,0.0867112832,0.0846860826,0.0,0.4108154084,0.7985764487,0.1116438356,0.175751744,0.485350012,-0.00192123,0.2896290051,-0.016384269,4.0,0.0354686774,0.0285714286,0.0818071559,-0.127466027,0.0151915392,0.1263028817,0.1206285089,0.1254751022,0.1163862473,0.710277846,0.0,3.0560411311,-0.231094137,2.200856898,-0.237448465,2.1292671282,4.6215025907,0.338918554,0.0,0.0,1.0,0.0,0.0,0.6911485004,3.0,-0.002940159,-0.30912631,0.0579327145,-0.458722802,-0.367975338,-1.039576145,-0.011468907,-53.6510519,0.1143814836,10.411099267,0.0063916328,0.0096983437,-0.020195231,0.3033614837,-0.076563347,0.0,-0.011713874,-0.433658901,-0.008403362,6.0,9.3909103957,0.4460901417,0.0,0.0240000002,0.0065274338,0.0281904168,1.2719174516,2.0066484643,2.8779582e-07,1.8260870316,1.378904626,1.9013779677,-0.237733397,0.0636405713,-0.026532553,1.0042725648
42585,0.7393348733,0.1356833212,-0.035700328,0.0290352182,0.3583583837,2.4138214726,0.2636658052,0.182664903,0.7594741651,0.0114254625,0.2269989166,0.2182071322,8.0,-0.100139325,-0.050371594,0.1255178763,0.1428437302,0.055219064,0.121893153,0.0376906661,-0.101962335,0.162308978,0.6604064986,0.0,3.1593225496,-0.141259367,2.1808224735,0.2249668252,7.453103017,13.780619987,0.5168521834,0.0,0.0,0.0,0.0,0.0,1.0908349252,4.0,0.0088083017,0.0409073214,-0.05711202,-35.79992734,0.0030804132,0.593349175,-5.422554113,-291.2901106,0.0277057153,11.885498856,0.032543809,0.0484518349,0.0240060015,0.1132669734,-0.00061316,1.0,0.0030077287,-0.240677966,0.0125000002,4.0,11.045159331,0.7216513431,0.0,0.0636704117,0.0243410662,0.027783007,0.7009477729,1.8529109491,6.0745698e-08,2.9260562e-08,0.7586797764,0.5755950031,-0.271560545,0.0428352174,-0.49165224,0.8007775277
62412,0.8313128069,0.046106548,-0.159771956,0.0,0.2066718671,0.4342311751,0.0138441445,0.0779200976,0.3475907289,0.0144677919,0.0908738617,-0.038654614,8.0,-0.005980773,0.1230769231,0.1343498274,0.0470244781,0.0734922709,0.1602404173,0.3397328456,0.2200747179,0.074747283,0.6369110199,0.0,3.2149080348,-0.314542231,3.125201678,-0.309185132,2.2293629853,2.7143184947,0.7565563896,0.0,0.0,0.0,0.0,0.0,0.4327274453,4.0,1.3050871994,0.0186530315,0.1610520897,-0.005505304,-0.274684557,-0.349869473,-5.067290833,-169.7763184,0.066766372,10.488624878,-0.002546329,-0.003179369,-0.002933786,0.1319647211,1.1930005105,1.0,-0.023651387,0.1716461629,0.0,3.0,8.2465321033,0.1263505061,0.0,0.0638297871,0.0286596592,0.0217066428,1.1744919539,0.5829857918,2.8872685e-06,3.6521740705,1.5968559014,2.54994877,-0.081912876,0.0676259769,0.3285768788,0.2798684105
36927,2.0734656022,0.0830774267,-11.69113415,0.0414366526,3.6160521594,9.4427803539,0.0257211773,-0.028091772,0.407429976,0.0584187614,-0.0470268,0.0715649774,8.0,-0.001388836,-0.037037037,-0.071109594,0.0399906289,0.0916199521,0.1102929778,0.0728866178,0.024867004,0.0168778906,0.512334235,0.0,2.2486918466,-0.026261492,1.0879554752,-0.093971669,36.802386635,6.3747932973,0.0537783091,0.0,0.0,0.0,0.0,0.0,1.0610447074,3.0,0.0386541187,-0.006546628,-0.010549177,1.2216053533,-0.469019604,2.0406106168,-0.301710964,-345.6636055,0.3732792571,10.536805108,0.0008778116,0.0022290809,-0.240525696,0.0304208693,-0.004742448,0.0,-0.006198421,1.9285714286,0.059714796,1.0,10.079680996,0.5962983735,0.0,0.027777778,0.0217254066,0.0398468279,0.758544404,0.88623139,3.5569635e-07,6.6030825e-08,1.1615072433,1.3490990762,-0.184311376,0.061868684,-0.001797845,1.5159203244
45735,1.8753273965,0.1592456784,-18.00371747,0.0,2.9837611315,8.3258250393,0.1001443322,-0.078665077,0.3993841875,0.0,-0.172213341,-0.006286014,8.0,-0.101943755,-0.21686747,0.1222991103,0.1545686138,0.1172200019,0.0941336971,-0.010518313,-0.079757648,0.1233134609,0.5705741699,0.0,2.4426338543,0.2432851947,1.0515463918,0.4396457302,59.085501859,5.8241113961,0.0702870319,0.0,0.0,1.0,0.0,0.0,1.1079385002,5.0,0.1091038807,0.3142563377,-0.1998184,2.2518407234,0.5421225939,-0.939416179,0.1821445791,-202.5029981,0.0371133477,8.1259268027,0.0090556274,0.0234636872,-0.256678889,0.1436411609,-0.012419958,0.0,0.015715034,0.4053127678,0.0458333362,1.0,7.2406496943,0.7939958592,0.0,0.0465116277,0.0226966408,0.014647523,0.7603452104,0.8169508618,9.5849174e-06,5.4782610013,0.3514676821,0.1235295316,1.0379081174,0.0950244639,-2.101176561,0.9807219797
23421,1.5397396852,0.0704200984,-36.98013771,0.0548407102,1.8370753096,5.7334518378,0.066776484,-0.064780893,0.2408746795,0.0006225358,-0.115137152,0.0956252099,8.0,-0.00760686,-0.103174603,-0.106836145,0.0665335569,0.1319594332,0.1224536827,-0.111870893,0.0605737841,0.0033441992,0.573854911,0.0,2.6019984364,0.0394165557,1.453243591,-0.047231207,147.84183507,5.6799582999,0.1166627904,0.0,0.0,1.0,1.0,0.0,0.4844949827,5.0,0.0206692485,-0.019730602,-0.036402521,-32.7759913,-0.424088177,-2.035500989,-5.170292302,239.60763623,0.0624425817,12.581519171,-0.000715909,-0.001570065,-0.074518221,0.0504154029,-0.05106044,0.0,-0.007334889,-0.285876419,-0.005158185,3.0,12.215270218,0.643186322,0.0,0.0580645166,0.0244531108,0.0263684915,1.6730621325,3.9526982052,1.6308153e-07,2.7616266e-08,0.652622954,0.4259167202,0.0585219774,0.0472565337,-0.543790881,1.137676608
72961,1.6332561366,-0.019166102,-26.56200861,0.0340462695,2.8713900089,6.8957518318,0.0260026685,-0.00779743,0.1918135155,0.0,0.0063138456,-0.133791634,7.0,-0.097988857,-0.280597015,-0.197192804,-0.129720779,-0.230486748,0.1122012707,-0.008490109,0.0196611305,-0.031669728,0.5669058108,0.0,2.030726844,-0.075927296,0.6895911649,0.0392003064,71.514720031,6.9576172826,0.0360007649,0.0,0.0,0.0,0.0,0.0,0.4210456841,1.0,-0.009301713,-0.299165914,-0.236651945,0.5350874816,21.491485152,6.4195361905,-0.358379372,-537.1226121,0.0858898163,11.096472081,-0.037681064,-0.082849681,-0.79345434,0.021405506,0.3040253485,0.0,-0.237767272,1.2100526917,0.0554177035,3.0,10.714017689,0.681636509,0.0,0.0267857146,0.0126108821,0.0160987758,1.0021683903,2.0059274123,2.1503303e-07,4.0494701e-08,1.1463186142,1.3140463652,0.04521006,0.0491462725,0.0190207848,0.9664335436
36986,0.6436172545,0.1235164843,-1.394614851,0.0212464102,1.5472281425,8.3065802228,0.1266343922,0.3181690135,1.2526452373,0.2663043478,0.3756705531,-0.04113078,9.0,0.1051606316,0.1153846154,0.0801274453,-0.255019214,0.0925043145,0.1319434799,-0.064782136,0.2138619397,0.197809742,0.5913850178,0.0,1.6844321718,0.0146325827,0.5214580582,0.390551763,26.788154012,128.94361854,0.1756805731,0.0,0.0,1.0,1.0,0.0,3.7800962446,4.0,0.0037939294,-0.22601304,0.0996853953,-0.631884265,-0.042284258,0.2358318751,-0.14268833,57.40900075,0.0528787148,13.152238634,0.0359964402,0.1399581525,0.3238782901,0.1415362697,0.0037464235,3.0,0.032259783,3.3648208469,0.0261842972,4.0,13.268728687,0.6386496128,0.0,0.0273631848,0.0208120038,0.0192353715,0.7707708853,3.0256452946,1.1614342e-08,2.3796323e-08,0.9801742554,0.9607415709,0.1398621274,0.0465435384,-0.762586161,1.1365697458
73083,2.013717983,0.2005409533,-117.8592482,0.0428937978,2.9061223796,6.7140957501,0.100440764,0.1182701902,0.4152734413,0.0581222057,0.1416698803,-0.067790695,9.0,0.0124482778,0.1204166667,0.1088494993,0.0083224928,0.0110939015,0.0631120469,0.0632601401,0.1174461647,0.0879045709,0.5790577843,0.0,2.0729802624,-0.201115051,1.3621674635,-0.198456284,333.99363057,4.4662710806,0.1305187451,0.0,0.0,1.0,0.0,0.0,0.8996979409,4.0,-0.001598172,0.0300441141,0.1078285689,0.9361371525,-0.149497064,-0.122439451,-0.104306333,-550.3799732,0.1086337356,11.935823565,0.0356440927,0.0946658538,0.314013899,0.0040672053,-0.033515119,2.0,0.0547020407,4.2272072569,0.177151829,5.0,10.992541808,0.5226247636,0.0,0.0480769239,0.0129551425,0.0114156768,1.1485841743,2.0895038211,2.7944757e-08,4.6424634e-08,0.3472449291,0.1205790408,0.4444956909,0.0314799048,0.5361616639,1.1058613967
73235,0.298325147,0.1149231713,1.7035688591,0.0109226065,0.3195706647,2.8466781317,0.4400666587,0.5826709418,0.9934978749,0.0004958678,0.6293619106,0.1156189344,8.0,-0.007789538,0.2059369202,0.0674351585,-2.343779795,0.3483336227,0.2688216605,0.790446582,0.0339497427,0.5355350106,0.6696889594,0.0,1.8800624045,-0.032215272,1.0710540839,0.7898248801,11.347196435,107.16230137,0.4896357848,0.0,0.0,1.0,0.0,0.0,1.9252438677,2.0,-0.358073075,-0.907477852,0.2227853386,0.30827698,-0.784799241,0.3544652912,-1.711361802,275.4056552,0.5375397949,12.967674011,0.0580566268,0.1204562975,0.0237662981,0.5055406085,0.0055841018,1.0,0.0042266978,0.4908901737,5.30863e-05,6.0,11.945172059,0.5536685903,0.0,0.0184501838,0.0072410939,0.0088799202,0.9626711131,1.385338053,1.6749335e-08,3.8123056e-08,0.9347236388,0.8737082809,0.0552633479,0.056144244,-0.709979199,0.9531962826
54981,1.589861408,0.1438891137,-5.315653563,0.0,2.0368240486,15.339769156,0.0766013072,-0.114277809,0.3473990039,0.0,-0.230991338,0.3551908437,9.0,-0.080924431,0.0126582278,-0.098675232,0.1652032841,0.1999910216,0.2349340866,-0.001924317,-0.030091312,0.099510284,0.587952671,0.0,1.927059995,-0.061076004,1.1023151606,0.0131475552,40.750188111,18.314846128,0.1820819732,0.0,0.0,1.0,0.0,0.0,0.9102840353,5.0,0.2838381904,-0.146259074,0.0229764015,0.3461926177,-0.02122136,1.0716444345,-0.283150669,-151.6802525,0.0804297187,8.5961660963,0.014683096,0.0367565571,-0.609546009,0.1037956888,-0.005064475,2.0,0.0036822017,2.1492842536,0.000713869,4.0,7.1957498026,0.3090843286,0.0,0.0666666701,0.0260405734,0.0251703939,1.16799846,1.3225256519,3.8460853e-06,6.3913044325,0.527592309,0.2783536445,0.4667216432,0.0593434845,-0.31413791,1.1714126573
48645,0.9020714582,-0.054553682,-3.36092408,0.0259235626,0.9227760481,1.7810629517,-0.051429217,-0.148637921,0.3832895557,0.0007928957,-0.201906267,-0.041637581,8.0,-0.051461362,-0.186631174,-0.120887235,0.1052606631,0.0133323415,0.1732609627,0.2737490111,-0.0849801,-0.086250376,0.5232481085,0.0,3.5239170124,0.4017388267,1.5556182573,0.3314067553,16.53684657,4.1664618508,0.0008239585,0.0,0.0,0.0,0.0,1.0,0.7764037665,3.0,0.0217601536,0.0259473007,-0.210633261,0.3063188112,-0.455908641,0.1665123237,-0.164467073,-129.4000281,0.081761087,11.275778066,-0.004230473,-0.008558045,0.0118023625,0.0524487273,0.0603409515,1.0,0.01005515,5.1272923409,0.0336576924,0.0,10.441646202,0.3800242962,0.0,0.0363636352,0.0242758993,0.0230236201,1.1493803443,2.2591793413,3.3583951e-07,5.2013083e-08,1.1244138415,1.2643064868,-0.031627103,0.0676950142,-0.473315313,1.025805992
37065,0.6117356309,0.1118290863,-3.387065814,0.016575733,1.440605354,9.6343251478,0.106403501,0.0863473398,1.1878868112,0.0691579714,0.0342566126,0.0501929929,9.0,0.0040104235,0.0333333333,0.0826705288,0.319927398,0.031245264,0.1061145667,-0.013388048,0.1025319696,0.2325289466,0.5567927304,0.0,1.1530398402,0.0191186592,0.3584938492,0.08459594,66.311408793,137.78581127,0.1638544377,0.0,0.0,0.0,0.0,0.0,4.3897699219,5.0,0.001758418,-0.010559887,0.0176341132,-0.663765888,-1.096310462,0.2162009577,-0.051364557,112.53802028,0.0528787148,12.909781356,0.022617497,0.0800406011,0.1884506867,0.0707917908,0.0086408319,1.0,0.0025188468,-0.070080863,-0.032056961,4.0,11.193572111,0.1860570394,0.0,0.0271604937,0.0188017612,0.0194335786,1.0174555315,1.2772790876,5.213303e-08,6.4944392e-08,0.7761070984,0.6023422282,-0.081174131,0.0382343657,-0.335404829,1.1365697458
73729,1.2590789848,0.2104996997,-25.3110687,0.0,1.2710894782,4.9428869433,0.1532619776,0.0741197939,0.7050772864,0.0,-0.027471464,0.0509497772,8.0,0.0268598784,0.0577249576,0.165752281,0.073648548,0.0718360374,0.2089783282,0.0932866221,0.0425611851,0.2007475283,0.6057425673,0.0,2.3351028534,0.2208011173,1.3698739217,0.2233633418,99.48346056,4.1632414013,0.2030207925,0.0,0.0,1.0,0.0,0.0,1.5387026766,5.0,0.0128083174,0.2248733083,0.1150816558,0.357621172,1.614235902,1.9862049446,-0.040770589,-84.75191733,0.1201926458,9.5597993433,0.0127477177,0.0236252966,-0.060613228,0.0293471438,0.0176925832,1.0,-0.008811094,0.1484070115,-0.112623189,5.0,9.3567864474,0.8842040941,0.0,0.0485436879,0.0189920341,0.0429890542,0.6971917732,1.5724168537,4.3728709e-07,0.9130435125,1.1577073063,1.3402862071,-0.039541151,0.0571019834,-0.838076399,1.2588844885
73796,0.250129199,0.029735639,65.379146919,0.0,0.226118068,0.806996621,0.0764720877,0.1595044522,0.74970964,0.0066328521,0.1577447588,0.0390777181,8.0,0.0433847257,0.1220472441,0.1338248436,0.1618622268,-0.040837684,0.2469917669,-0.274908414,0.2217382888,0.1610998339,0.5765901503,0.0,1.6420678769,0.0067835276,0.9356748224,-0.057525215,96.208530806,4.7607879925,0.2882746911,0.0,0.0,0.0,0.0,0.0,1.3782985791,2.0,0.0356972381,-0.086756044,0.0980451571,-0.345623448,1.6843261856,0.043723698,-0.083751774,-191.8101531,0.081761087,10.505012744,0.0137155298,0.0289300475,0.0390082202,0.0159357029,0.1724983225,0.0,0.0037501465,-0.294013474,0.0275229365,6.0,9.0247183747,0.2217107787,0.0,0.0720720738,0.0228033027,0.0401818564,0.9879478299,0.9314207911,6.6713707e-07,9.5705247e-08,0.9793298187,0.9590868938,-0.13307998,0.0669033281,-0.356511354,1.025805992
66720,0.8035788846,0.1614076946,-10.7596341,0.0,3.476528482,6.2189084402,0.0372271758,1.0235740685,0.8606532814,-0.027411168,1.1537210849,-0.499254399,5.0,0.2772473488,1.6,1.3550937429,1.1333021839,0.5221812612,0.1254053178,-0.13582874,1.0662770952,0.1930570315,0.5398608945,0.0,1.1715784216,-0.088099349,0.7523976024,-0.414369665,20.29194239,4.5937610152,0.1359173248,0.0,0.0,1.0,0.0,0.0,2.6726886291,3.0,-0.104684146,0.3405481732,1.5394515211,-0.184651221,-0.214740438,1.796712294,-0.63907736,-64.03671382,0.1627443275,10.446908625,0.0626603082,0.1484373665,0.1170295258,0.0918886698,-1.723840737,2.0,0.1890447833,0.2346680584,-0.063790482,5.0,11.073202707,1.26819769,0.0,0.0599999987,0.0288096702,0.0366498299,0.6476709948,1.1736798778,2.3826542e-07,3.3466093e-08,1.2110739715,1.4667001643,0.223870876,0.0883897949,0.3221343886,1.1334603635
43983,0.9324044754,0.0588347055,-2.865454905,0.0668988811,0.4093730209,1.3242664133,0.1082762806,0.0268902297,0.3407113418,-0.003942596,0.132875712,-0.127274646,8.0,0.1209822225,-0.125,-0.017086852,-0.168969057,-0.058790245,0.1151422623,-0.100572852,0.2072724936,-0.014821837,0.5947464167,0.0,3.5899837134,-0.157153659,1.4811074919,-0.422081454,12.393658007,4.9044603417,0.2662868568,0.0,0.0,0.0,1.0,1.0,0.4663358055,2.0,-0.067719594,0.0647089525,-0.08105493,-0.16576418,18.952129686,-0.828086171,-0.351862383,-496.2798533,0.0858898163,12.291470221,0.0142473886,0.0202891343,9.69233e-05,0.0747604507,-0.034465125,2.0,0.0014589511,0.6488351628,0.0130482251,4.0,11.980944313,0.635391322,0.0,0.0557768941,0.0227821379,0.0202665747,0.8706666923,1.8766688264,5.1737815e-08,4.2604549e-08,2.1749607173,4.7304541218,-0.001801849,0.0609646891,-1.005288796,0.9664335436
75118,0.4991911999,0.0549686418,0.8762430813,0.0159953795,0.2156652566,0.9131562444,0.041511772,1.033527423,0.9003099174,0.2403767404,0.7508710801,-0.009227469,8.0,0.0,0.0801687764,0.2450821517,-0.596223535,-0.043916884,0.2788811189,0.1430616238,0.1507794891,1.1859910366,0.7146373482,0.0,2.6032535401,0.0468282947,2.6032535401,0.0468282947,2.6711250604,6.1678002007,0.5187314269,0.0,0.0,0.0,0.0,0.0,1.3663437907,3.0,0.2451935756,-0.528182698,-0.038410171,-0.20311868,27.734383523,0.1851757074,-15.7907448,-180.9258411,0.2116229381,11.535936176,0.0269694985,0.035975039,0.0021529917,0.5217131153,-0.003729895,1.0,0.0023127544,-0.372004028,-0.004784467,5.0,11.045454626,0.9832608696,0.0,0.0526315793,0.0299277037,0.0322166247,1.2904658589,7.1240873978,1.9189598e-07,2.6466319e-08,1.9306445329,3.7273883125,0.0129725196,0.0616980786,-0.833102611,1.1112943013
75732,1.3914990066,0.0471220304,-102.1940789,0.0061560847,1.1455914039,1.1757002546,0.0557744234,0.2434142828,0.2796357275,-0.003985507,0.417786397,-0.199681003,3.0,0.0055500768,-0.105633803,0.2769268174,0.1938334402,-0.040575589,0.1086255833,0.1689602158,0.3516670097,0.0175984284,0.5510648819,0.0,1.258984375,0.0295262777,1.0890625,-0.009447622,138.21052632,3.9893657425,0.3069783431,1.0,0.0,1.0,0.0,0.0,0.3606450029,3.0,1.3873439811,0.1127160956,-0.067658636,0.5546808957,-0.949904421,-0.42429484,-5.228317222,-188.0833184,0.066766372,9.3583454203,0.0054313673,0.0097345133,0.0531763617,0.0007259993,-0.257525711,1.0,-0.008862727,-0.498360265,0.0,5.0,8.2595714136,0.2483447695,0.0,0.0285714287,0.0181823437,0.0642088804,0.7054632029,0.9079420711,6.4653983e-07,7.6114923e-08,1.0653663538,1.1350054678,-0.24052409,0.0806050904,0.2764550177,0.1534305906
53751,1.043506578,-0.434809889,-18.56969672,0.0,5.6849465537,11.538206613,-0.039645045,-0.09661649,0.1885686492,0.0,-0.047706479,-0.669538492,8.0,-0.006028083,-0.12716763,-0.19634585,-0.138421796,-0.161425037,0.2472051566,0.0528532156,-0.039721637,-0.294125039,0.5189016649,0.0,2.0752955503,0.0291830191,1.3927139885,0.0073995119,112.61650045,4.8004328335,0.0036343349,0.0,0.0,1.0,1.0,1.0,0.6702481935,1.0,-0.042608934,0.0208734097,-0.060395548,-33.27222441,1.8959295625,-0.505840402,-5.935456004,-66.07048925,0.0624425817,10.372490681,0.0030371638,0.0195834075,0.5820699062,0.0076328394,0.0065304466,3.0,0.1890447833,11.65258216,0.2718461789,1.0,10.217138861,0.9343492429,0.0,0.0540540554,0.0299176794,0.0351594575,0.7260427961,2.1906896399,4.3088095e-07,3.311795e-08,1.6143936059,2.6062667149,0.012814259,0.0911876049,-0.448621538,1.137676608
62447,0.4850974273,0.0602281017,2.2015415784,0.0,0.0944704496,0.607925525,0.1084318726,0.7139622642,0.6612208657,1.2465642684,-0.017793039,-0.041943499,8.0,0.1036772885,0.107587769,0.464381283,0.0108895829,-0.101335616,0.2062585034,-0.221666025,0.2488346282,1.0048393101,0.7197195327,0.0,5.6896782842,0.8129782564,3.904155496,1.0258090714,3.1813968104,3.9870040366,0.7511811024,0.0,1.0,0.0,0.0,0.0,0.9188484924,4.0,0.0546040322,-0.282965243,-0.011909832,-55.02060544,3.6951178209,-0.360310266,3.7515316683,-131.1141235,0.0459337256,11.703777203,0.0329596672,0.0407603259,0.0278728356,0.1641651032,0.2182868629,2.0,0.0029068857,-0.156079855,0.0011050738,4.0,11.760483541,0.7505261454,0.0,0.0652173907,0.0244081821,0.0316645811,0.6317030469,0.8388344075,1.0761275e-07,5.5428063e-08,2.1222639824,4.504004411,0.0858245847,0.0562606277,-0.904400441,1.1892865687
48573,1.3884495163,0.2323027076,-27.45846493,0.0352670777,1.347176813,6.2164613442,0.175688509,0.1699546423,1.0682550959,-0.096930533,0.2576643206,-0.169435308,8.0,0.1347839226,0.2592592593,0.3337171368,-0.612682863,-0.018327863,0.1352855051,0.1214456346,0.2238373682,0.09580476,0.5538564622,0.0,2.7801989578,0.5895695642,0.4876046108,0.5853420982,139.3982808,19.995889848,0.2409383916,0.0,0.0,0.0,0.0,0.0,1.8931020573,3.0,-0.010299233,0.2748000465,0.2164766461,0.5615001966,-0.041949718,0.1216705472,-0.499362795,-161.2090882,0.2701202636,10.277393192,0.0261984392,0.0549707602,0.1504617938,0.0536595502,-0.027836003,1.0,0.001547165,5.1904761905,0.0856927708,4.0,9.3399861002,0.2698880377,0.0,0.0434782617,0.0217243369,0.016144087,1.0367413165,1.2813549769,7.51567e-07,1.8260870212,1.3843677704,1.9164741236,-0.066884434,0.0684140027,1.3394379054,1.9759922076
