firms,bm,ep,cashpr,dy,lev,roic,agr,gma,chcsho,lgr,acc,pctacc,cfp,absacc,age,chinv,hire,sgr,pchsale_pchrect,pchgm_pchsale,depr,pchdepr,invest,egr,tang,sin,currat,pchcurrat,quick,pchquick,salecash,salerec,cashdebt,divi,divo,securedind,secured,convind,rd,operprof,ps,chpmia,chatoia,chempia,bm_ia,pchcapx_ia,tb,cfp_ia,mve_ia,herf,chtx,roaq,roeq,rsup,cash,cinvest,nincr,sue,aeavol,ear,mom1,mom2,mom3,mom4,mom5,mom6,mom7,mom8,mom9,mom10,mom11,mom12,mom13,mom14,mom15,mom16,mom17,mom18,mom19,mom20,mom21,mom22,mom23,mom24,mom25,mom26,mom27,mom28,mom29,mom30,mom31,mom32,mom33,mom34,mom35,mom36,mom37,mom38,mom39,mom40,mom41,mom42,mom43,mom44,mom45,mom46,mom47,mom48
25881.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,-0.127988748,-0.070874862,0.1428571428571428,0.41176470588235303,0.41176470588235303,0.33333333333333326,0.33333333333333326,0.41176470588235303,0.1428571428571428,0.33333333333333326,0.1428571428571428,0.19999999999999996,0.04347826086956519,0.1428571428571428,0.19999999999999996,0.33333333333333326,0.7142857142857142,0.7142857142857142,0.19999999999999996,0.0,0.04347826086956519,-0.22580645161290325,0.0,-0.040000000000000036,-0.11111111111111116,-0.3142857142857143,-0.2941176470588235,-0.41463414634146345,-0.41463414634146345,-0.4545454545454546,-0.4666666666666667,-0.4285714285714286,-0.4893617021276596,-0.5,-0.5,-0.5471698113207547,-0.5789473684210527,-0.4666666666666667,-0.4285714285714286,-0.4782608695652174,-0.4782608695652174,-0.2727272727272727,-0.3846153846153846,-0.3513513513513513,-0.4285714285714286,-0.5102040816326531,-0.6363636363636364,-0.6521739130434783,-0.7209302325581395,-0.6923076923076923
10006.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.525790474,0.0179164162,,1.0,,1.0072661217,-0.012154908,-0.032352941176470584,0.012307692307692353,0.2462121212121211,0.06818181818181812,0.1344827586206896,0.3055555555555556,0.348360655737705,0.11904761904761907,-0.06534090909090906,-0.02083333333333337,-0.10597826086956519,-0.20913461538461542,-0.24193548387096775,-0.28165938864628826,-0.28941684665226786,0.04113924050632911,-0.125,-0.1203208556149733,-0.043604651162790664,-0.1454545454545455,-0.09615384615384615,-0.06534090909090906,-0.08864265927977844,-0.09116022099447518,0.009202453987730008,-0.08100558659217882,-0.13648293963254599,-0.1520618556701031,-0.21479713603818618,-0.19756097560975605,-0.1628498727735369,-0.08100558659217882,-0.05187319884726227,-0.0758426966292135,-0.06534090909090906,-0.12962962962962965,-0.18965517241379315,-0.20531400966183577,-0.20145631067961167,-0.15856777493606133,-0.19362745098039214,-0.2832244008714597,-0.28787878787878785,-0.17955112219451375,-0.25565610859728505,-0.26067415730337073,-0.30590717299578063,-0.19362745098039214
68806.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.402387696,,,0.0,,,-0.200501256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10014.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.463428906,0.0971031286,,2.0,,-0.67282151,0.0081871338,0.07692307692307687,0.16666666666666674,0.5555555555555556,0.5555555555555556,0.16666666666666674,0.2727272727272727,0.2727272727272727,0.07692307692307687,0.16666666666666674,0.16666666666666674,0.0,-0.17647058823529416,-0.06666666666666665,-0.17647058823529416,-0.06666666666666665,-0.06666666666666665,-0.2222222222222222,-0.125,-0.125,-0.2222222222222222,-0.2222222222222222,-0.17647058823529416,-0.26315789473684215,-0.3913043478260869,-0.36363636363636365,-0.4814814814814815,-0.5,-0.5,-0.5,-0.5333333333333333,-0.5757575757575757,-0.5625,-0.631578947368421,-0.6585365853658536,-0.641025641025641,-0.631578947368421,-0.6956521739130435,-0.65,-0.5882352941176471,-0.46153846153846156,-0.4814814814814815,-0.43999999999999995,-0.5,-0.5483870967741935,-0.5172413793103448,-0.5483870967741935,-0.6,-0.6111111111111112
50526.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-88.25669464,,,1.0,,6.2692307692,0.0776315797,-0.09756097560975607,0.0,0.2333333333333334,0.08823529411764697,-0.13953488372093026,0.02777777777777768,-0.07499999999999996,-0.21276595744680848,-0.22916666666666663,-0.30188679245283023,-0.3508771929824561,-0.3392857142857143,-0.31481481481481477,-0.3620689655172413,-0.22916666666666663,-0.3392857142857143,-0.46376811594202894,-0.5432098765432098,-0.5194805194805194,-0.5066666666666666,-0.4558823529411765,-0.4477611940298507,-0.5375,-0.5432098765432098,-0.5375,-0.5978260869565217,-0.5795454545454546,-0.6224489795918368,-0.5795454545454546,-0.6063829787234043,-0.6145833333333333,-0.6509433962264151,-0.6666666666666667,-0.6754385964912281,-0.6967213114754098,-0.6942148760330579,-0.6636363636363636,-0.63,-0.6021505376344086,-0.48611111111111116,-0.47887323943661975,-0.5194805194805194,-0.5256410256410257,-0.5194805194805194,-0.5256410256410257,-0.5375,-0.5647058823529412,-0.5795454545454546
15763.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.73332423,0.0485159692,,1.0,,0.2008631204,0.0214778185,0.24271844660194164,0.1428571428571428,0.641025641025641,0.5609756097560976,0.4883720930232558,0.5058823529411764,0.23076923076923084,0.18518518518518512,0.015873015873015817,-0.030303030303030276,-0.12328767123287676,-0.242603550295858,-0.26436781609195403,-0.23809523809523814,-0.22891566265060237,-0.22891566265060237,-0.45064377682403434,-0.5133079847908746,-0.4311111111111111,-0.39622641509433965,-0.29670329670329665,-0.4155251141552512,-0.4666666666666667,-0.4920634920634921,-0.4775510204081632,-0.564625850340136,-0.7110609480812642,-0.7057471264367816,-0.6709511568123394,-0.6908212560386473,-0.6893203883495146,-0.7192982456140351,-0.7419354838709677,-0.7547892720306514,-0.7377049180327868,-0.7305263157894737,-0.7155555555555555,-0.7016317016317016,-0.6683937823834196,-0.6012461059190031,-0.5897435897435898,-0.6024844720496895,-0.5987460815047022,-0.5789473684210527,-0.580327868852459,-0.5704697986577181,-0.5555555555555556,-0.5444839857651246
21020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3552990449,0.0628270911,,0.0,,0.3875276256,0.0731095169,0.013698630136986356,0.21311475409836067,0.8048780487804879,0.4509803921568627,0.1384615384615384,0.4509803921568627,0.27586206896551735,0.2542372881355932,0.1212121212121211,-0.013333333333333308,-0.10843373493975905,-0.13953488372093026,-0.21276595744680848,-0.038961038961038974,0.07246376811594213,-0.09756097560975607,-0.2952380952380952,-0.22916666666666663,-0.11904761904761907,-0.1777777777777778,-0.14942528735632188,-0.35652173913043483,-0.4896551724137931,-0.5432098765432098,-0.4965986394557823,-0.5256410256410257,-0.6318407960199005,-0.6605504587155964,-0.6740088105726872,-0.6372549019607843,-0.6837606837606838,-0.6942148760330579,-0.7412587412587412,-0.806282722513089,-0.7950138504155124,-0.7967032967032968,-0.7989130434782609,-0.7823529411764706,-0.7730061349693251,-0.7620578778135048,-0.7516778523489933,-0.7448275862068965,-0.7299270072992701,-0.6621004566210046,-0.6542056074766356,-0.724907063197026,-0.7175572519083969,-0.6754385964912281
28636.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.829004614,,,0.0,,1.701863354,0.0654202746,-0.0901639344262295,0.1212121212121211,0.5416666666666667,0.8500000000000001,0.9137931034482758,1.1346153846153846,1.5813953488372094,1.2200000000000002,1.2200000000000002,0.8813559322033899,0.6818181818181819,0.6567164179104477,0.5857142857142856,0.8500000000000001,0.9821428571428572,1.2653061224489797,0.5633802816901408,0.27586206896551735,0.4415584415584415,0.2333333333333334,0.7619047619047619,0.38749999999999996,0.2065217391304348,-0.05128205128205132,-0.1777777777777778,-0.23972602739726023,-0.33532934131736525,-0.28846153846153844,-0.28387096774193543,-0.35465116279069764,-0.3190184049079755,-0.28846153846153844,-0.4064171122994652,-0.44221105527638194,-0.5,-0.5336134453781513,-0.46634615384615385,-0.418848167539267,-0.3392857142857143,-0.27922077922077926,-0.3313253012048193,-0.3833333333333333,-0.31481481481481477,-0.29299363057324845,-0.44499999999999995,-0.3967391304347826,-0.4307692307692308,-0.4365482233502538
21549.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7927922841,,,4.0,,2.7982195846,-0.039877648,0.030927835051546282,0.08695652173913038,0.3513513513513513,0.23456790123456783,0.0,1.6315789473684212,1.7027027027027026,1.5641025641025643,1.7027027027027026,2.4482758620689653,3.0,3.0,2.8461538461538463,4.0,4.0,3.761904761904762,2.225806451612903,2.4482758620689653,2.125,2.125,2.125,1.272727272727273,1.9411764705882355,1.5641025641025643,1.380952380952381,1.0,0.8181818181818181,0.9607843137254901,0.5873015873015872,0.7857142857142858,0.5625,0.408450704225352,0.5384615384615385,0.5384615384615385,0.7241379310344827,0.3157894736842106,0.2195121951219512,0.7857142857142858,1.127659574468085,1.127659574468085,1.272727272727273,0.8867924528301887,0.6666666666666667,0.9230769230769231,0.9230769230769231,0.7857142857142858,0.4925373134328359,0.4925373134328359
56899.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,-0.805068226,-0.03729501,0.3513513513513513,0.4285714285714286,0.8518518518518519,0.3157894736842106,0.13636363636363646,-0.36708860759493667,-0.5145631067961165,-0.5454545454545454,-0.5495495495495495,-0.5833333333333333,-0.6153846153846154,-0.5412844036697247,-0.5495495495495495,-0.5145631067961165,-0.5412844036697247,-0.5283018867924528,-0.5689655172413793,-0.635036496350365,-0.6527777777777778,-0.691358024691358,-0.6575342465753424,,,,,,,,,,,,,,,,,,,,,,,,,,,
