firms,roeq,rsup,cash,nincr,sue,aeavol,ear,mom1,mom2,mom3,mom4,mom5,mom6,mom7,mom8,mom9,mom10,mom11,mom12,mom13,mom14,mom15,mom16,mom17,mom18,mom19,mom20,mom21,mom22,mom23,mom24,mom25,mom26,mom27,mom28,mom29,mom30,mom31,mom32,mom33,mom34,mom35,mom36,mom37,mom38,mom39,mom40,mom41,mom42,mom43,mom44,mom45,mom46,mom47,mom48
18980.0,0.004772222,-0.097126196,0.0436209064,1.0,0.000515072,0.7955706985,-0.221916982,0.3492063492063493,0.2318840579710144,0.328125,0.4406779661016948,0.5178571428571428,0.5454545454545454,0.2686567164179105,0.1971830985915492,0.3934426229508196,0.6346153846153846,0.8478260869565217,1.0731707317073171,2.1481481481481484,1.7419354838709675,1.5757575757575757,1.4285714285714284,1.125,0.931818181818182,1.236842105263158,0.7,0.3709677419354837,0.1038961038961039,0.0759493670886075,0.0493827160493827,0.0759493670886075,-0.0449438202247191,-0.2608695652173913,-0.3410852713178295,-0.1981132075471697,-0.2672413793103448,-0.1414141414141414,-0.2129629629629629,-0.3928571428571429,-0.4753086419753086,-0.543010752688172,-0.6136363636363636,-0.678030303030303,-0.7213114754098361,-0.6964285714285714,-0.7384615384615385,-0.7585227272727273,-0.782051282051282,-0.7462686567164178,-0.752906976744186,-0.7231270358306189,-0.7203947368421053,-0.7376543209876543,-0.7138047138047139
17232.0,-0.010624065,-0.015131286,0.0,0.0,-0.008738925,-0.818594104,0.0163934417,0.8333333333333333,0.7837837837837838,0.5714285714285714,0.736842105263158,0.5,0.375,0.4666666666666665,0.4347826086956521,0.4347826086956521,0.32,0.2692307692307691,0.2692307692307691,0.6499999999999999,0.4347826086956521,0.375,0.4666666666666665,0.4347826086956521,0.4347826086956521,0.1379310344827586,0.03125,0.1379310344827586,0.064516129032258,-0.0571428571428571,0.0,0.03125,-0.0704225352112676,-0.1851851851851852,-0.1851851851851852,-0.0833333333333333,-0.175,-0.0833333333333333,-0.1645569620253164,-0.2826086956521739,-0.2666666666666667,-0.2826086956521739,-0.4054054054054054,-0.2978723404255319,-0.3592233009708737,-0.3529411764705882,-0.3653846153846154,-0.383177570093458,-0.3529411764705882,-0.4107142857142857,-0.4453781512605042,-0.383177570093458,-0.2903225806451612,-0.3052631578947368,-0.2048192771084337
39116.0,0.0019864995,0.0346879185,0.0426125744,0.0,-0.01484116,-0.493356694,-0.047065338,0.4399999999999999,0.2857142857142858,0.4399999999999999,0.4399999999999999,0.2413793103448276,0.125,0.0588235294117647,0.4399999999999999,0.5652173913043479,0.7142857142857142,0.8,0.6363636363636365,1.7692307692307692,1.7692307692307692,1.4,1.4,1.25,0.7142857142857142,0.6363636363636365,0.6363636363636365,0.3846153846153846,0.0909090909090908,-0.0270270270270269,0.0588235294117647,0.6363636363636365,0.2857142857142858,0.125,-0.0270270270270269,0.0,-0.1428571428571429,-0.0526315789473684,0.0588235294117647,-0.0999999999999999,-0.1627906976744185,-0.1627906976744185,-0.3793103448275862,-0.4857142857142857,-0.5384615384615384,-0.4857142857142857,-0.4626865671641791,-0.5324675324675325,-0.5384615384615384,-0.5662650602409638,-0.6896551724137931,-0.71875,-0.7230769230769231,-0.7251908396946565,-0.7251908396946565
50032.0,0.0486159899,0.3364378972,0.1575375492,0.0,0.0050440374,-0.795918367,-0.005176768,0.011111111111111,-0.0520833333333333,0.1097560975609757,0.1374999999999999,0.1973684210526316,0.2551724137931035,0.2214765100671141,0.2380952380952381,0.3999999999999999,0.6106194690265487,0.625,0.625,0.8200000000000001,1.0,0.8571428571428572,1.1666666666666663,1.1411764705882352,0.75,0.5826086956521739,0.5689655172413792,0.625,0.421875,0.5041322314049588,0.5964912280701755,0.6106194690265487,0.5423728813559323,0.4918032786885247,0.4918032786885247,0.75,0.7333333333333334,0.9157894736842104,0.5964912280701755,0.5689655172413792,0.3999999999999999,0.318840579710145,0.421875,0.368421052631579,0.467741935483871,0.6106194690265487,0.6697247706422018,0.6545454545454545,0.8200000000000001,0.766990291262136,0.801980198019802,0.7333333333333334,0.6851851851851851,0.6396396396396395,0.6396396396396395
53321.0,0.0352781547,0.0138954116,0.0335269271,0.0,0.0018844221,-0.382352941,-0.021419431,0.2441860465116279,0.1567567567567567,0.1693989071038251,0.2662721893491124,0.2369942196531791,0.0439024390243902,-0.0228310502283105,0.0239234449760765,0.0490196078431373,0.1088082901554403,0.1758241758241758,0.5970149253731343,0.7540983606557377,0.4861111111111111,0.5851851851851853,0.9454545454545455,0.5285714285714285,0.4172185430463575,0.1955307262569832,0.1505376344086022,0.0338164251207728,-0.0403587443946188,-0.0403587443946188,-0.0272727272727272,-0.0932203389830508,-0.1737451737451737,-0.2569444444444444,-0.213235294117647,-0.1893939393939394,-0.259515570934256,-0.1769230769230769,-0.2044609665427509,-0.2620689655172413,-0.3096774193548387,-0.2302158273381295,-0.3029315960912052,-0.277027027027027,-0.1893939393939394,-0.198501872659176,-0.2411347517730496,-0.6073394495412844,-0.5946969696969697,-0.580392156862745,-0.5623721881390593,-0.5158371040723981,-0.5485232067510548,-0.586073500967118,-0.5046296296296297
49330.0,0.052349832,0.4466915806,0.1354002348,3.0,0.0364840848,0.188001188,-0.028345849,0.1132075471698113,-0.0634920634920634,0.2040816326530612,0.3409090909090908,0.3409090909090908,0.1799999999999999,0.2291666666666667,0.4047619047619046,0.5128205128205128,0.5945945945945945,0.6857142857142857,1.1851851851851851,1.95,1.4583333333333337,1.4583333333333337,1.95,1.5652173913043477,1.36,0.903225806451613,0.6388888888888888,0.1568627450980393,0.0925925925925925,0.3720930232558139,0.3111111111111111,1.1071428571428572,0.903225806451613,0.3720930232558139,0.3720930232558139,0.2826086956521738,0.1346153846153845,0.84375,0.903225806451613,0.4750000000000001,0.4390243902439024,0.1346153846153845,-0.0483870967741935,-0.1805555555555555,-0.2624999999999999,-0.2236842105263158,-0.2624999999999999,-0.313953488372093,-0.4040404040404041,-0.4215686274509803,-0.4433962264150943,-0.5203252032520325,-0.572463768115942,-0.595890410958904,-0.5902777777777778
17304.0,0.0981585614,0.1640034002,0.0183005799,3.0,0.0280736362,0.028893587,0.0140235713,0.0382513661202186,0.029810298102981,0.0764872521246458,0.1875,0.3058419243986254,0.25,0.2218649517684887,0.4785992217898833,0.7757009345794392,0.6666666666666667,0.9791666666666669,1.1348314606741572,2.015873015873016,1.900763358778626,1.6950354609929077,1.7737226277372264,1.5850340136054424,1.2222222222222223,1.0,0.9387755102040816,1.0994475138121549,1.1348314606741572,1.0765027322404372,1.1348314606741572,1.261904761904762,1.2352941176470589,0.8719211822660098,0.7924528301886793,0.9895287958115184,0.7272727272727273,1.0,0.8811881188118811,0.8999999999999999,0.7674418604651163,0.6309012875536482,0.4074074074074074,0.237785016286645,0.2881355932203389,0.5384615384615385,0.6033755274261603,0.4960629921259842,0.4785992217898833,0.4285714285714286,0.3768115942028984,0.3240418118466899,0.3818181818181818,0.3571428571428572,0.52
42032.0,0.0002137285,-0.434016578,0.1851244469,0.0,-0.028855825,-0.286384977,0.0032934537,-0.0869565217391304,-0.2631578947368421,-0.1999999999999999,-0.2149532710280374,-0.2363636363636363,-0.0454545454545454,-0.125,-0.0117647058823529,0.1666666666666667,0.3333333333333332,0.2923076923076924,0.3125,0.6153846153846154,0.5555555555555556,0.4482758620689655,0.6153846153846154,0.5,0.2727272727272727,0.2923076923076924,0.3548387096774192,0.1666666666666667,0.0632911392405062,0.05,0.1666666666666667,0.2727272727272727,0.3333333333333332,0.1999999999999999,0.2173913043478261,0.2352941176470588,0.2537313432835821,0.423728813559322,0.2727272727272727,0.2727272727272727,0.1666666666666667,0.05,0.0370370370370369,0.0370370370370369,-0.0232558139534884,0.0769230769230768,0.05,0.024390243902439,-0.0666666666666666,-0.0869565217391304,-0.2149532710280374,-0.282051282051282,-0.3538461538461538,-0.4206896551724137,-0.4
47730.0,0.0297040555,0.0640869645,0.1536920502,0.0,0.0026962153,-0.051959891,0.0442555845,0.1265822784810126,0.0853658536585366,0.0595238095238095,0.1125,0.0,-0.011111111111111,0.0,0.1125,0.2027027027027026,0.435483870967742,0.435483870967742,0.5614035087719298,1.225,1.0697674418604652,1.170731707317073,1.3421052631578947,1.282051282051282,1.4054054054054053,0.8936170212765957,0.78,0.5614035087719298,0.3283582089552239,0.2361111111111111,0.1558441558441559,0.5892857142857142,0.5892857142857142,0.0470588235294118,-0.1188118811881188,-0.1099999999999999,-0.2644628099173554,0.0470588235294118,-0.011111111111111,-0.2644628099173554,-0.4066666666666666,-0.4144736842105263,-0.7588075880758808,-0.7632978723404256,-0.7581521739130435,-0.7568306010928962,-0.7601078167115903,-0.7513966480446927,-0.7581521739130435,-0.7694300518134716,-0.7613941018766757,-0.7780548628428927,-0.7752525252525253,-0.7639257294429709,-0.7435158501440922
48581.0,-0.071884984,0.1554924476,0.065541417,0.0,-0.014487385,-0.791876469,-0.022590009,0.3999999999999999,0.1999999999999999,0.3999999999999999,0.6153846153846154,0.2352941176470588,0.0,-0.1428571428571429,-0.125,-0.16,-0.125,-0.0454545454545454,0.9090909090909092,2.0,1.3333333333333337,0.826086956521739,0.826086956521739,0.6799999999999999,0.3548387096774192,0.2352941176470588,-0.125,-0.2758620689655172,-0.4324324324324324,-0.4399999999999999,-0.4399999999999999,-0.3636363636363636,-0.3636363636363636,-0.3636363636363636,-0.475,-0.475,-0.4324324324324324,-0.0232558139534884,-0.2758620689655172,-0.5172413793103448,-0.6037735849056604,-0.6793893129770993,-0.75,-0.7613636363636364,-0.7454545454545455,-0.7290322580645161,-0.7558139534883721,-0.76,-0.7741935483870968,-0.7878787878787878,-0.8073394495412844,-0.8165938864628821,-0.8108108108108107,-0.8212765957446808,-0.8099547511312217
44548.0,0.0742153721,0.3276931914,0.1132146204,3.0,0.0677563817,3.0533980583,0.1424709456,0.4090909090909091,0.24,0.5121951219512195,0.55,0.5121951219512195,0.5121951219512195,0.3191489361702126,0.6756756756756757,0.8787878787878789,0.8787878787878789,0.7222222222222223,0.8787878787878789,1.9523809523809528,1.2962962962962965,1.3846153846153846,2.1,1.6956521739130437,1.6956521739130437,1.3846153846153846,1.6956521739130437,1.2962962962962965,1.0,1.1379310344827585,1.0666666666666669,0.9375,0.8787878787878789,0.4761904761904763,0.3191489361702126,0.3478260869565217,0.2916666666666667,0.5121951219512195,0.3191489361702126,0.1698113207547169,-0.03125,-0.1014492753623188,-0.1842105263157895,-0.2954545454545454,-0.4150943396226415,-0.4700854700854701,-0.4259259259259259,-0.487603305785124,-0.5267175572519084,-0.5974025974025974,-0.6630434782608696,-0.7933333333333333,-0.7940199335548173,-0.7712177121771218,-0.7394957983193278
38746.0,-0.013821323,-0.552980082,0.0667003627,0.0,-0.106288885,-0.471598415,-0.143073596,0.2142857142857142,0.4166666666666667,0.4166666666666667,-0.0555555555555555,-0.1052631578947368,-0.2272727272727273,-0.3703703703703703,-0.1052631578947368,0.0625,-0.2608695652173913,-0.2272727272727273,-0.2272727272727273,0.2142857142857142,0.0625,-0.0555555555555555,-0.15,-0.2608695652173913,-0.2272727272727273,-0.2608695652173913,-0.2608695652173913,-0.4137931034482759,-0.4848484848484848,-0.4333333333333333,-0.46875,-0.3703703703703703,-0.4848484848484848,-0.6382978723404256,-0.6458333333333333,-0.6304347826086957,-0.653061224489796,-0.5526315789473684,-0.6458333333333333,-0.7068965517241379,-0.782051282051282,-0.7926829268292683,-0.7901234567901234,-0.8380952380952381,-0.8571428571428572,-0.8731343283582089,-0.8583333333333334,-0.8740740740740741,-0.8851351351351351,-0.904494382022472,-0.907608695652174,-0.9209302325581395,-0.9223744292237444,-0.9209302325581395,-0.9095744680851064
