firms,roeq,rsup,cash,nincr,sue,aeavol,ear,mom1,mom2,mom3,mom4,mom5,mom6,mom7,mom8,mom9,mom10,mom11,mom12,mom13,mom14,mom15,mom16,mom17,mom18,mom19,mom20,mom21,mom22,mom23,mom24,mom25,mom26,mom27,mom28,mom29,mom30,mom31,mom32,mom33,mom34,mom35,mom36,mom37,mom38,mom39,mom40,mom41,mom42,mom43,mom44,mom45,mom46,mom47,mom48
45583.0,0.016752955,0.0296719112,0.0707545696,0.0,-0.013942223,-0.530836171,-0.088424476,-0.0192307692307692,0.0625,0.1333333333333333,0.1590909090909091,0.0625,-0.1206896551724138,-0.1639344262295081,-0.1206896551724138,0.2142857142857142,-0.1206896551724138,-0.0727272727272727,-0.0192307692307692,0.4166666666666667,0.3076923076923077,0.1333333333333333,0.1333333333333333,0.3076923076923077,0.0625,0.02,-0.0892857142857143,-0.0555555555555555,-0.1052631578947368,-0.1904761904761904,-0.1904761904761904,-0.0892857142857143,-0.2714285714285714,-0.4069767441860464,-0.46875,-0.3928571428571429,-0.3544303797468354,-0.2153846153846154,-0.3703703703703703,-0.495049504950495,-0.495049504950495,-0.5363636363636364,-0.6194029850746269,-0.6599999999999999,-0.6751592356687899,-0.8344155844155844,-0.8445121951219512,-0.85,-0.840625,-0.8473053892215568,-0.8473053892215568,-0.840625,-0.8131868131868132,-0.7857142857142857,-0.7848101265822784
52951.0,0.059939759,-0.114992094,0.0482788798,2.0,0.1034928849,0.0126582278,0.0,0.5,0.5,0.125,0.1999999999999999,0.125,0.0,0.6363636363636365,0.6363636363636365,0.6363636363636365,0.8,1.25,0.5,2.0,1.5714285714285716,1.25,1.25,0.6363636363636365,0.2857142857142858,0.5,0.125,0.125,-0.1818181818181817,0.5,0.2857142857142858,0.5,0.2857142857142858,0.125,0.0,-0.1818181818181817,-0.25,-0.0999999999999999,-0.3076923076923077,-0.4375,-0.4705882352941176,-0.5714285714285714,-0.6086956521739131,-0.6086956521739131,-0.6086956521739131,-0.64,-0.71875,-0.6666666666666667,-0.6666666666666667,-0.7,-0.7272727272727273,-0.7567567567567568,-0.75,-0.7857142857142857,-0.775
10559.0,0.0694829228,0.1097193482,0.0431762731,3.0,0.012991094,0.3119709794,-0.00637501,0.0981818181818181,0.0522648083623693,0.0747330960854093,0.3981481481481481,0.5647668393782384,0.2742616033755274,0.217741935483871,0.3853211009174311,0.3017241379310345,0.495049504950495,0.6871508379888269,0.735632183908046,1.111888111888112,1.141843971631206,1.2706766917293235,1.3230769230769233,1.1884057971014492,0.7660818713450293,0.4803921568627451,0.4245283018867924,0.5729166666666667,0.3665158371040724,0.26890756302521,0.3981481481481481,0.4312796208530804,0.3482142857142858,0.0,-0.0473186119873817,0.1185185185185184,0.0486111111111111,0.1750972762645914,0.0522648083623693,-0.1117647058823529,-0.0820668693009119,-0.1587743732590529,-0.1657458563535911,-0.2809523809523809,-0.277511961722488,-0.1657458563535911,-0.1726027397260273,-0.1492957746478873,-0.174863387978142,-0.2705314009661835,-0.2843601895734597,-0.3273942093541202,-0.3105022831050228,-0.3243847874720358,-0.3333333333333333
46455.0,-0.001213592,0.2211803554,0.0311178248,0.0,0.0340181617,-0.429824561,-0.06666667,0.8235294117647058,0.9375,0.9375,0.631578947368421,0.4761904761904763,0.24,0.1923076923076923,0.0689655172413792,0.1071428571428572,0.0689655172413792,0.2916666666666667,0.1923076923076923,0.8235294117647058,0.631578947368421,0.4761904761904763,0.4090909090909091,0.3478260869565217,0.2916666666666667,0.1071428571428572,0.0333333333333334,-0.1142857142857143,-0.2051282051282051,-0.2619047619047618,-0.3404255319148936,0.24,-0.0606060606060605,-0.1388888888888888,-0.1842105263157895,-0.3404255319148936,-0.4259259259259259,-0.2249999999999999,-0.2249999999999999,-0.2954545454545454,-0.3541666666666666,-0.4561403508771929,-0.515625,-0.523076923076923,-0.5507246376811594,-0.617283950617284,-0.5753424657534247,-0.6265060240963856,-0.6436781609195402,-0.6836734693877551,-0.712962962962963,-0.7327586206896552,-0.7416666666666667,-0.753968253968254,-0.7256637168141593
43529.0,0.0218388294,0.1344279476,0.0793201133,0.0,-0.005310044,-0.286442406,0.0383597873,0.25,0.25,0.25,0.1904761904761904,0.1363636363636364,0.0869565217391303,0.25,0.3157894736842106,0.1363636363636364,0.0869565217391303,0.0416666666666667,0.0869565217391303,0.1363636363636364,0.0416666666666667,0.0869565217391303,0.0869565217391303,0.0416666666666667,0.0869565217391303,0.0869565217391303,-0.0384615384615384,-0.1071428571428571,-0.1071428571428571,-0.074074074074074,-0.0384615384615384,0.0,0.0,-0.21875,-0.1935483870967742,-0.1935483870967742,-0.3243243243243243,-0.1666666666666666,-0.2857142857142857,-0.375,-0.4186046511627906,-0.4565217391304348,-0.4680851063829787,-0.5967741935483871,-0.6212121212121212,-0.5901639344262295,-0.5454545454545454,-0.6323529411764706,-0.647887323943662,-0.6951219512195121,-0.6951219512195121,-0.7619047619047619,-0.7950819672131147,-0.8226950354609929,-0.7933884297520661
51115.0,-0.14658523,0.0156767518,0.0033097441,0.0,0.1242712899,1.890625,0.0963636413,1.4444444444444446,1.2000000000000002,0.8333333333333333,1.4444444444444446,0.8333333333333333,1.2000000000000002,1.2000000000000002,0.6923076923076923,0.8333333333333333,0.4666666666666665,1.0,1.2000000000000002,0.375,0.1578947368421053,0.5714285714285714,0.1,0.0476190476190476,0.2941176470588236,0.1,-0.0434782608695651,-0.0434782608695651,-0.1538461538461538,0.2941176470588236,-0.0833333333333333,-0.3714285714285714,-0.3888888888888888,-0.3714285714285714,-0.4634146341463414,-0.2903225806451612,-0.4761904761904761,-0.5,-0.5319148936170213,-0.5769230769230769,-0.6071428571428572,-0.6071428571428572,-0.6507936507936508,-0.6986301369863014,-0.7142857142857143,-0.7608695652173914,-0.75,-0.7582417582417582,-0.7380952380952381,-0.7066666666666667,-0.7380952380952381,-0.7283950617283951,-0.7582417582417582,-0.5849056603773585,-0.6071428571428572
49541.0,0.0483996877,0.5305687971,0.0710897351,3.0,0.0647938168,-1.0,0.0,0.3076923076923077,0.1333333333333333,0.0625,0.2142857142857142,0.2142857142857142,0.2142857142857142,0.3076923076923077,0.1333333333333333,0.4166666666666667,0.3076923076923077,0.8888888888888888,1.125,1.4285714285714284,1.125,0.5454545454545454,0.5454545454545454,0.7,0.5454545454545454,0.4166666666666667,0.2142857142857142,0.2142857142857142,0.2142857142857142,0.1333333333333333,0.1333333333333333,0.8888888888888888,0.1333333333333333,-0.1904761904761904,-0.2272727272727273,-0.1904761904761904,-0.2916666666666666,-0.1052631578947368,-0.15,-0.3199999999999999,-0.3461538461538461,-0.4333333333333333,-0.4848484848484848,-0.5641025641025641,-0.6046511627906976,-0.6599999999999999,-0.6382978723404256,-0.6964285714285714,-0.6909090909090909,-0.711864406779661,-0.7213114754098361,-0.6599999999999999,-0.7068965517241379,-0.7875,-0.7384615384615385
38527.0,0.0236168996,-0.03862338,0.0631787226,0.0,0.0305059238,-0.457142857,0.1008823551,0.3611111111111111,0.3243243243243243,0.2894736842105263,0.2250000000000001,0.1666666666666667,0.3243243243243243,0.53125,0.4848484848484848,0.75,0.5806451612903225,0.6333333333333333,0.53125,0.2894736842105263,0.3243243243243243,0.3611111111111111,0.2564102564102564,0.3999999999999999,0.3243243243243243,0.3611111111111111,0.3243243243243243,0.2564102564102564,0.2564102564102564,0.3243243243243243,0.1951219512195121,0.6333333333333333,0.4411764705882353,-0.0392156862745097,-0.0392156862745097,-0.1551724137931034,-0.2461538461538461,-0.2461538461538461,-0.2461538461538461,-0.2794117647058823,-0.3,-0.3,-0.3717948717948718,-0.3874999999999999,-0.467391304347826,-0.4787234042553191,-0.4842105263157894,-0.505050505050505,-0.5242718446601942,-0.5288461538461539,-0.5242718446601942,-0.6230769230769231,-0.65,-0.608,-0.65
49373.0,0.021037464,-0.000299395,0.2098482857,1.0,0.0014408388,-0.219112355,-0.037934878,0.1832061068702291,0.1923076923076923,0.2704918032786885,0.4090909090909091,0.4090909090909091,0.3839285714285714,0.4220183486238531,0.6847826086956521,0.5196078431372548,0.4220183486238531,0.2704918032786885,0.3963963963963963,0.7816091954022988,0.6847826086956521,0.8023255813953489,1.5,1.5,1.3484848484848486,1.1527777777777777,1.0945945945945947,0.7222222222222223,0.5816326530612246,0.6666666666666667,0.7816091954022988,0.8023255813953489,1.0945945945945947,0.7613636363636365,0.3963963963963963,0.5816326530612246,0.5656565656565657,1.421875,2.297872340425532,0.7816091954022988,0.3716814159292034,0.4622641509433962,0.5196078431372548,0.1654135338345865,0.1397058823529411,0.6666666666666667,0.4351851851851851,0.4622641509433962,0.631578947368421,0.4622641509433962,0.1481481481481481,-0.1340782122905027,-0.2654028436018957,-0.495114006514658,-0.4884488448844885
29735.0,0.0597305632,0.9478408742,0.0343542475,3.0,0.0286359455,3.0319516408,0.2438330203,0.1785714285714286,0.2692307692307691,0.5,0.5714285714285714,0.736842105263158,0.375,0.4347826086956521,1.2000000000000002,1.2000000000000002,0.8333333333333333,1.2000000000000002,1.0625,1.2000000000000002,1.2000000000000002,1.3571428571428572,1.2000000000000002,0.9411764705882352,0.6499999999999999,0.4347826086956521,0.2222222222222223,0.4347826086956521,0.1379310344827586,0.03125,0.03125,0.32,0.5,0.32,0.2692307692307691,0.375,0.2692307692307691,0.375,0.375,0.2222222222222223,0.03125,0.1379310344827586,0.32,0.2692307692307691,0.1785714285714286,0.1785714285714286,0.1,0.064516129032258,-0.0571428571428571,-0.131578947368421,-0.2142857142857143,-0.131578947368421,-0.25,-0.326530612244898,-0.2978723404255319
27289.0,0.0373951737,2.648042328,0.0602278529,3.0,0.0747578348,0.1216442953,0.0666666701,0.1666666666666667,0.2352941176470588,0.1052631578947369,0.1052631578947369,0.0,-0.0869565217391304,-0.125,-0.0869565217391304,0.05,0.05,0.05,-0.0454545454545454,0.75,0.6153846153846154,0.2352941176470588,0.3125,0.1666666666666667,0.1052631578947369,0.3125,0.05,-0.125,-0.2222222222222222,-0.2222222222222222,-0.125,0.1052631578947369,0.0,-0.25,-0.3,-0.3225806451612903,-0.3,-0.1923076923076923,-0.2758620689655172,-0.34375,-0.4473684210526315,-0.4166666666666666,-0.5116279069767442,-0.4878048780487805,-0.5714285714285714,-0.5531914893617021,-0.5882352941176471,-0.625,-0.5227272727272727,-0.6181818181818182,-0.625,-0.6379310344827587,-0.6865671641791045,-0.7272727272727273,-0.676923076923077
47642.0,0.0223428488,0.034524574,0.2163796756,0.0,0.0028873598,-0.484978541,-0.008327215,0.3552631578947369,0.3205128205128205,0.3205128205128205,0.3376623376623375,0.3205128205128205,0.0618556701030927,0.0,-0.0636363636363636,0.4305555555555556,0.3037974683544304,0.3205128205128205,0.7166666666666666,2.0294117647058822,2.0294117647058822,2.0294117647058822,2.21875,2.21875,1.5750000000000002,1.5750000000000002,1.4523809523809526,1.06,1.1458333333333337,0.9433962264150944,0.9074074074074074,1.1020408163265305,0.9074074074074074,0.3552631578947369,0.3376623376623375,0.7457627118644068,0.3376623376623375,0.5606060606060606,0.1195652173913044,-0.1120689655172413,-0.2481751824817518,-0.3869047619047618,-0.4717948717948718,-0.4521276595744681,-0.3976608187134502,-0.430939226519337,-0.446236559139785,-0.4491978609625668,-0.4180790960451978,-0.4180790960451978,-0.455026455026455,-0.4607329842931937,-0.4180790960451978,-0.430939226519337,-0.4340659340659341
45946.0,-0.008144796,-0.12974359,0.0393752034,1.0,0.0361538462,1.0729366603,0.3023809455,0.7142857142857142,1.1818181818181817,0.7142857142857142,0.6000000000000001,0.0434782608695651,-0.0769230769230768,0.0,0.0,-0.04,-0.1999999999999999,0.5,0.6000000000000001,2.0,1.1818181818181817,1.0,0.7142857142857142,1.0,1.0,0.7142857142857142,0.411764705882353,0.263157894736842,0.1428571428571428,0.0,-0.1111111111111111,0.3333333333333332,0.0434782608695651,-0.2727272727272727,-0.2258064516129032,-0.2727272727272727,-0.368421052631579,-0.1999999999999999,-0.1999999999999999,-0.2941176470588235,-0.4285714285714286,-0.5102040816326531,-0.5714285714285714,-0.5714285714285714,-0.6065573770491803,-0.5714285714285714,-0.5862068965517242,-0.6190476190476191,-0.7108433734939759,-0.7241379310344828,-0.7391304347826086,-0.7333333333333334,-0.7362637362637363,-0.7876106194690266,-0.7692307692307692
10866.0,0.031753334,0.1547121139,0.0766084769,0.0,0.0247121712,0.0137875101,-0.004501501,0.1643835616438356,0.0059171597633136,0.1038961038961039,0.5044247787610618,0.4166666666666667,0.4285714285714286,0.4285714285714286,0.3385826771653544,0.2781954887218045,0.2318840579710144,0.3076923076923077,0.2686567164179105,0.5178571428571428,0.3385826771653544,0.2686567164179105,0.3385826771653544,0.2781954887218045,0.1184210526315789,0.0625,0.0119047619047618,-0.0909090909090909,-0.1145833333333333,-0.1747572815533981,-0.1457286432160803,0.0,-0.0449438202247191,-0.1666666666666666,-0.1904761904761904,-0.1052631578947368,-0.1326530612244898,-0.1052631578947368,-0.154228855721393,-0.2201834862385321,-0.2342342342342342,-0.2576419213973799,-0.3511450381679389,-0.3359375,-0.3884892086330935,-0.3840579710144928,-0.3486590038314177,-0.3461538461538461,-0.3536121673003802,-0.3656716417910447,-0.3680297397769516,-0.3307086614173228,-0.4551282051282052,-0.46875,-0.4407894736842105
29970.0,0.0349660667,0.2309120425,0.1949467887,0.0,0.0519774049,0.3114754098,-0.065121246,0.4285714285714286,0.3559322033898304,0.3793103448275863,0.25,0.4814814814814814,0.5686274509803921,0.4545454545454546,0.6326530612244898,0.6326530612244898,0.8181818181818181,0.9047619047619048,0.6666666666666667,1.5,1.0,0.7777777777777777,0.951219512195122,0.6000000000000001,0.509433962264151,0.5384615384615385,0.3793103448275863,0.3333333333333332,0.1267605633802817,0.1428571428571428,0.1111111111111111,0.2698412698412697,0.25,-0.036144578313253,-0.101123595505618,-0.024390243902439,-0.0804597701149425,0.0,0.0,-0.1397849462365591,-0.2079207920792078,-0.1666666666666666,-0.3442622950819672,-0.3220338983050848,-0.3043478260869565,-0.2079207920792078,-0.2592592592592593,-0.3220338983050848,-0.2857142857142857,-0.2156862745098039,-0.2857142857142857,-0.1666666666666666,-0.1489361702127659,-0.2079207920792078,-0.036144578313253
44257.0,0.0248817277,0.019403619,0.1041499782,0.0,0.0143544484,0.6495468278,0.0278535411,0.1546391752577318,0.1666666666666667,0.1200000000000001,0.1666666666666667,0.2307692307692308,0.2444444444444444,0.2727272727272727,0.5555555555555556,0.4736842105263157,0.5555555555555556,0.8064516129032258,0.5774647887323943,1.0,0.8064516129032258,0.75,0.6470588235294117,0.3333333333333332,0.2873563218390804,0.2043010752688172,0.1313131313131312,0.0666666666666666,0.0370370370370369,0.0666666666666666,0.0090090090090089,0.2173913043478261,0.0275229357798165,-0.1999999999999999,-0.2328767123287671,-0.2483221476510066,-0.2328767123287671,-0.1824817518248175,-0.2432432432432432,-0.2866242038216561,-0.3526011560693641,-0.3777777777777777,-0.4105263157894737,-0.4885844748858448,-0.4977578475336323,-0.4196891191709845,-0.4536585365853658,-0.4105263157894737,-0.367231638418079,-0.4042553191489362,-0.4105263157894737,-0.4954954954954955,-0.540983606557377,-0.5172413793103448,-0.4932126696832579
30074.0,-0.014782562,0.5759299781,0.0213298305,0.0,-0.022757112,-0.7329171,-0.052631579,0.5,0.5,0.25,0.1538461538461537,0.0714285714285714,-0.1176470588235294,0.0,0.25,0.5,0.1538461538461537,0.1538461538461537,0.3636363636363635,1.1428571428571428,0.6666666666666667,0.875,0.875,0.6666666666666667,0.3636363636363635,0.1538461538461537,0.3636363636363635,0.0,-0.0625,0.0714285714285714,0.0,0.3636363636363635,-0.0625,-0.25,-0.25,-0.2105263157894736,-0.2105263157894736,-0.25,-0.375,-0.3181818181818182,-0.4,-0.4642857142857143,-0.5454545454545454,-0.5588235294117647,-0.6511627906976745,-0.6739130434782609,-0.6666666666666667,-0.7115384615384616,-0.7222222222222222,-0.6428571428571428,-0.6428571428571428,-0.6666666666666667,-0.6938775510204082,-0.7169811320754718,-0.7058823529411764
