firms,bm,ep,cashpr,dy,lev,sp,roic,agr,gma,chcsho,lgr,acc,pctacc,cfp,absacc,age,chinv,hire,sgr,pchsale_pchrect,pchgm_pchsale,depr,pchdepr,invest,egr,tang,sin,currat,pchcurrat,quick,pchquick,salecash,salerec,cashdebt,divi,divo,securedind,convind,rd,operprof,ps,chpmia,chatoia,chempia,bm_ia,pchcapx_ia,tb,cfp_ia,mve_ia,herf,mve,roaq,roeq,rsup,cash,cinvest,nincr,sue,aeavol,ear,ms,dolvol,turn,IPO,maxret,retvol,baspread,std_dolvol,std_turn,ill,zerotrade,beta,betasq,pricedelay,idiovol,chmom,indmom,mom1,mom2,mom3,mom4,mom5,mom6,mom7,mom8,mom9,mom10,mom11,mom12,mom13,mom14,mom15,mom16,mom17,mom18,mom19,mom20,mom21,mom22,mom23,mom24,mom25,mom26,mom27,mom28,mom29,mom30,mom31,mom32,mom33,mom34,mom35,mom36,mom37,mom38,mom39,mom40,mom41,mom42,mom43,mom44,mom45,mom46,mom47,mom48
39116,2.3009927837,-0.313434757,-42.26098243,0.0,0.8318445869,3.6280450657,-0.122189638,-0.095130462,0.2006106749,0.0,-0.018785425,0.0706746883,0.7435392028,-0.546485786,0.0706746883,8.0,-0.034036264,-0.15,-0.012056751,-0.144048015,0.0921165288,0.0986972147,-0.296695157,0.1007018796,-0.119886572,0.5863653753,0.0,3.1138211382,-0.224817907,1.7245101959,-0.237302078,84.428115016,4.4335206778,-0.193640674,0.0,0.0,1.0,0.0,0.0,0.2650317702,3.0,-0.040721059,0.2431688436,-0.083227918,-32.0147382,-0.795294249,-0.505840402,-5.812403298,-62.26848877,0.0624425817,10.007594157,0.0323630982,0.0409615985,-0.089035496,0.0482483742,-0.132356572,1.0,0.1072485833,3.898775986,0.1945483293,0.0,8.902727664,0.4680333793,0.0,0.0645161271,0.0289077398,0.04129845,0.7696818248,1.0826399784,8.8537452e-07,6.4130765e-08,1.6594208986,2.7536777186,-0.072543249,0.0723933106,-0.259393944,0.4552249019,0.0769230769230768,0.0,0.0769230769230768,0.2727272727272727,0.1200000000000001,0.2173913043478261,0.3333333333333332,0.3333333333333332,0.3333333333333332,0.3333333333333332,0.2173913043478261,0.1666666666666667,0.1666666666666667,0.3999999999999999,0.2727272727272727,0.3333333333333332,0.3999999999999999,0.4736842105263157,0.5555555555555556,0.1666666666666667,0.0769230769230768,0.0,-0.0344827586206896,-0.0967741935483871,-0.0666666666666666,-0.0344827586206896,-0.0967741935483871,-0.1515151515151515,-0.3,-0.3,-0.1999999999999999,-0.2631578947368421,0.0,0.1666666666666667,0.5555555555555556,0.6470588235294117,0.6470588235294117,0.2727272727272727,0.2173913043478261,0.3333333333333332,0.4736842105263157,0.5555555555555556,0.1666666666666667,0.2173913043478261,0.5555555555555556,0.3333333333333332,0.2727272727272727,0.2727272727272727
50032,0.494267638,0.0847746229,0.3476332063,0.0226738533,0.7126601369,5.7220031354,0.1590914922,0.170786099,1.2842654826,0.0956638655,0.0417700693,0.0411298142,0.5428522484,0.0387545283,0.0411298142,9.0,0.0240816236,0.0666666667,0.1320321097,0.4233494054,0.0086928183,0.1175722174,-0.004353702,0.118298732,0.4252906295,0.6099072338,0.0,1.7427541528,0.1531875182,0.862453932,0.3486305087,23.383761232,117.42614889,0.2078612082,0.0,0.0,1.0,0.0,0.0,3.7263266776,5.0,0.0011258604,-0.032430027,0.0509674465,-0.781233881,-0.933271755,0.7321869689,-0.062803022,464.06952028,0.0528787148,13.696998382,0.0176974752,0.0432145921,0.117819783,0.1889227153,-0.003564094,0.0,0.0018077373,-0.450998793,0.0220461355,5.0,11.090736286,0.1765494546,0.0,0.0341880359,0.0178764899,0.020001208,1.0940682738,1.2469798064,4.3828638e-08,1.0126504e-07,0.51851805,0.2688609681,0.0802842983,0.036051639,0.2151265993,0.3579727031,0.0104166666666667,0.0486486486486485,0.1479289940828403,0.0264550264550265,0.0,0.127906976744186,0.2049689440993789,0.3857142857142857,0.3857142857142857,0.4477611940298507,0.7321428571428572,0.6581196581196582,0.755656108597285,0.7880184331797235,0.8301886792452831,0.8301886792452831,0.6581196581196582,0.8743961352657006,1.052910052910053,1.0208333333333337,1.0208333333333337,0.8301886792452831,1.0208333333333337,1.0103626943005182,0.9897435897435898,1.1920903954802258,1.255813953488372,1.3950617283950617,1.4556962025316458,1.3950617283950617,1.2958579881656809,1.086021505376344,1.2045454545454546,1.3950617283950617,1.3803680981595092,1.639455782312925,1.6575342465753424,0.3287671232876712,0.2124999999999999,0.2721311475409835,0.3807829181494662,0.2763157894736843,0.0868347338935573,0.0929577464788733,0.1975308641975308,0.2516129032258065,0.2890365448504983,0.375886524822695
17304,1.1824450287,0.1235236792,-57.75600076,0.0504932111,1.9252575397,4.5550887828,0.1095262475,0.0476858004,0.5506532289,0.0292140386,0.0247784761,0.0471888565,1.1614070307,-0.01993759,0.0471888565,9.0,0.0096473362,-0.030769231,0.1805925417,0.0885403592,-0.007103976,0.0743948063,0.320729785,0.043694203,0.0875524293,0.5828025986,0.0,2.2555511638,0.3699646827,1.4393551975,0.382263369,253.94325864,4.2092445259,0.1141903562,0.0,0.0,0.0,1.0,0.0,1.3866993994,3.0,-0.007138126,0.0755878381,-0.043357328,0.1048641982,-0.390452621,-0.265373827,-0.056453228,113.27039455,0.1086337356,13.924407114,0.005732613,0.0150408858,0.0917231592,0.0091094258,-0.001416042,0.0,0.0109445828,4.9810277352,0.0337705044,2.0,13.344512434,0.5372325113,0.0,0.0316301696,0.0114700341,0.0130541503,0.8611237622,2.175423856,5.2190603e-09,4.5962563e-08,0.8102185893,0.6564541624,0.1293690292,0.0339571878,-0.23661948,0.5219638688,0.065155807365439,0.2129032258064516,0.3333333333333332,0.2327868852459016,0.3192982456140352,0.3925925925925926,0.6277056277056277,0.663716814159292,0.7407407407407407,0.6347826086956523,0.6711111111111112,0.5100401606425702,0.6563876651982379,0.6785714285714286,0.7819905213270142,0.799043062200957,0.8076923076923077,0.6785714285714286,0.8076923076923077,0.7407407407407407,0.6419213973799127,0.6347826086956523,0.6563876651982379,0.7819905213270142,1.0434782608695654,1.211764705882353,1.1860465116279069,1.251497005988024,1.41025641025641,1.238095238095238,1.0546448087431697,1.0,0.8799999999999999,1.1363636363636362,1.088888888888889,1.100558659217877,1.3209876543209875,1.3209876543209875,1.065934065934066,0.968586387434555,0.9183673469387754,0.9282051282051282,0.825242718446602,0.825242718446602,0.9183673469387754,0.8894472361809045,1.021505376344086,1.065934065934066
47730,0.7279873025,0.0969574147,-2.065873046,0.0311874306,0.4589588864,4.2604022371,0.1758080191,0.1482004234,0.7540714402,0.0140018067,0.2170839689,0.0143283129,0.1640862393,0.0810480371,0.0143283129,8.0,-0.006772465,0.0,0.1129982224,-0.008666753,0.0032402009,0.2927856767,0.0203799329,0.0348379567,0.1086422391,0.5287545152,0.0,2.0749274176,-0.179039728,1.8007518797,-0.149764888,69.874827428,7.4237520168,0.362559361,0.0,0.0,0.0,0.0,0.0,1.1662429228,3.0,0.042973664,0.0282161576,-0.065950137,0.2355888513,-0.112360441,-0.189773667,1.2430514701,-289.8738777,0.2120884706,11.305393787,0.0222067927,0.0354565953,0.0442830865,0.0125474281,-0.001141609,1.0,0.0020331107,0.3392857143,-0.033811315,4.0,10.1521039,0.226323319,0.0,0.0263157897,0.0157433166,0.0180409702,0.9055066085,1.0597170637,2.2767753e-07,9.6185601e-08,0.7508488542,0.5637740019,-0.363472515,0.0359159726,-0.603408023,0.3053216702,0.1764705882352941,0.1374407582938388,-0.1637630662020905,-0.036144578313253,-0.0977443609022556,-0.0551181102362204,0.0714285714285714,0.2765957446808511,0.2244897959183673,0.25,0.4035087719298245,0.3186813186813186,0.5,0.411764705882353,0.4814814814814814,0.4634146341463414,0.6000000000000001,0.6438356164383561,0.8461538461538463,0.6901408450704225,0.5584415584415585,0.4634146341463414,0.4814814814814814,0.3793103448275863,0.4201183431952662,0.5894039735099337,0.9047619047619048,0.92,0.7391304347826086,0.8045112781954886,0.8461538461538463,1.0168067226890756,0.9834710743801652,1.2641509433962264,1.1818181818181817,1.2222222222222223,1.1818181818181817,0.9672131147540984,0.9047619047619048,1.0689655172413794,1.1428571428571428,1.1818181818181817,0.935483870967742,0.9047619047619048,1.1818181818181817,1.2429906542056073,1.2018348623853212,1.1428571428571428
48581,0.7703825636,0.1381618656,-1.325741694,0.0130224051,1.3370156988,1.9678463649,0.1849998727,0.0443327267,0.3766266103,0.0028889806,-0.031026042,0.0305420548,0.4647427412,0.0739521414,0.0305420548,8.0,0.0003711909,0.0,0.144084558,0.328482666,0.033294144,0.0888086886,0.0906584635,0.0305728632,0.1990624763,0.433110884,0.0,1.6225187796,0.0455676507,1.2990893449,0.0259539701,10.252715838,13.18206322,0.172609564,0.0,0.0,1.0,1.0,0.0,1.0268541714,6.0,0.0752391468,0.0750125841,0.0565596069,-1.31133854,-0.382533202,0.4758632576,0.2512891657,-60.37745659,0.1851852985,12.169906463,0.0189598559,0.0512541519,0.0233635309,0.0874859255,-0.05515573,1.0,0.0032011382,-0.221837374,0.0292994455,4.0,11.853385276,0.7004616477,0.0,0.0634920672,0.01860728,0.0151746424,1.4570184338,3.7038395643,1.0325254e-07,3.9020064e-08,1.7211942852,2.9625097675,0.0428916557,0.0492101941,-0.28788317,0.218442668,0.1260504201680672,0.1120331950207469,0.1806167400881058,0.2582159624413145,0.2181818181818182,0.4565217391304348,0.654320987654321,0.7986577181208054,0.9851851851851852,0.7748344370860927,0.7748344370860927,0.8611111111111112,0.9007092198581561,1.0150375939849623,1.2521008403361344,1.3103448275862069,1.2333333333333334,1.2521008403361344,1.6800000000000002,1.4587155963302751,1.045801526717557,0.8108108108108107,0.5764705882352941,0.8873239436619718,1.178861788617886,1.2148760330578514,1.2148760330578514,0.9142857142857144,0.102880658436214,0.098360655737705,0.2946859903381642,0.4105263157894736,0.5764705882352941,1.1102362204724407,0.9851851851851852,0.8741258741258742,1.3928571428571428,0.9142857142857144,1.3103448275862069,1.7916666666666663,1.851063829787234,2.2289156626506026,1.6534653465346536,1.4144144144144146,1.3508771929824563,1.19672131147541,1.5283018867924527,1.2521008403361344
44652,0.5671836669,0.143394148,-5.552690988,0.0333625317,1.5372247439,11.912778531,0.1341699952,0.0649098153,1.3191868044,-0.003757871,0.0212697325,0.0768709195,1.1911564551,-0.027410717,0.0768709195,8.0,0.0366801812,-0.024234375,0.0579405365,-0.074419961,0.0479000074,0.1282692682,0.0234363273,0.0829179962,0.2343357747,0.5512912757,0.0,1.4019229575,0.0661708295,0.2829173563,0.2126655683,90.213717527,170.3368273,0.1809101468,0.0,0.0,1.0,0.0,0.0,4.9340425532,5.0,0.0031792868,0.0639605162,-0.039933595,-0.708317852,-1.529718689,0.6788105544,-0.128968267,405.70697091,0.0528787148,14.035765541,0.015139504,0.0459810962,0.0658444653,0.0538924961,-0.00336768,0.0,0.0071000502,2.4139224677,0.0672759842,3.0,13.225460208,0.3065657248,0.0,0.0250000004,0.0152437293,0.0184302319,0.3991137346,0.3628953267,1.3073866e-08,1.1098608e-07,0.5521393078,0.3048578153,0.4413908947,0.0411583241,0.4140102229,0.3579727031,-0.0438871473354232,0.0356536502546689,0.1867704280155642,0.1730769230769231,0.1050724637681159,0.189083820662768,0.3616071428571428,0.5288220551378446,0.6666666666666667,0.6944444444444444,0.9242902208201892,0.9614147909967844,1.103448275862069,1.4015748031496065,1.8504672897196264,1.5847457627118646,1.772727272727273,2.01980198019802,2.388888888888889,2.315217391304348,2.080808080808081,1.91866028708134,2.0653266331658293,1.8372093023255816,1.9901960784313728,2.3701657458563536,2.262032085561497,2.567251461988304,2.0049261083743843,1.7354260089686098,1.7111111111111112,1.824074074074074,1.6406926406926408,1.6754385964912282,1.9901960784313728,2.24468085106383,2.6526946107784437,1.8773584905660377,1.6754385964912282,1.863849765258216,1.8110599078341012,1.652173913043478,1.4015748031496065,1.3735408560311284,1.8504672897196264,2.177083333333333,1.91866028708134,1.9901960784313728
44548,0.495595544,0.0773716406,1.6921014725,0.0107445004,0.5061028038,2.508144731,0.0297301805,0.2219505879,0.9078169743,0.2377662637,0.0244922719,0.0655010608,0.7709997579,0.0177181244,0.0655010608,9.0,0.0131413431,0.0322580645,0.1391700835,0.1259176486,-0.006854441,0.0969700738,-0.079994534,0.1369112898,0.5213983173,0.5849347323,0.0,3.6815175424,0.2055530997,1.1675339936,0.8642831489,17.823513753,63.306334699,0.2131442269,0.0,0.0,1.0,0.0,0.0,2.2208635989,4.0,-0.000366059,0.0291244788,0.0196699668,-0.581985286,0.8319417254,-0.491222424,-0.018797513,-460.4948883,0.1086337356,12.737399182,0.0133003422,0.0268826686,0.0833798874,0.0683163459,0.0215879266,0.0,0.0034521981,0.3194362889,0.10377125,5.0,12.082815435,0.6491472868,0.0,0.0257879663,0.0121978284,0.0165105903,0.7923839899,3.2055889838,1.7634871e-08,2.6011421e-08,0.9239311,0.8536486776,-0.06958257,0.050368564,-0.031003818,0.5219638688,0.0112359550561798,0.0876132930513595,0.2080536912751678,0.3432835820895523,0.25,0.6143497757847534,0.7647058823529411,0.935483870967742,0.978021978021978,0.8274111675126903,0.8556701030927836,0.8556701030927836,1.0454545454545454,0.9565217391304348,1.1176470588235294,1.1556886227544911,1.0454545454545454,1.1556886227544911,1.535211267605634,0.5517241379310345,0.3688212927756653,0.3846153846153846,0.38996138996139,0.6666666666666667,0.6363636363636365,0.8,1.1428571428571428,1.4657534246575343,1.4,1.6666666666666663,1.5,1.727272727272727,1.975206611570248,2.2142857142857144,1.903225806451613,2.103448275862069,2.4615384615384617,1.8125,1.6470588235294117,1.950819672131148,2.1578947368421053,2.8297872340425534,2.2432432432432434,2.4615384615384617,2.75,2.870967741935484,2.870967741935484,2.6
60871,0.3148568352,0.0370830549,282.36733357,0.0,0.2968296201,0.6531618138,0.1440007882,0.1245402033,0.6918309743,0.2642904436,0.0709322642,0.079994023,1.2465073902,-0.009141247,0.079994023,8.0,0.0141498402,0.118464351,0.1136101795,0.0776925538,0.1130579556,0.1636684711,0.2100259889,0.1325663729,0.18020376,0.5091202109,0.0,3.800130662,-0.115280014,1.7668989547,-0.079579428,316.33818182,5.0864175876,0.258929097,0.0,0.0,1.0,0.0,0.0,1.3022768209,4.0,-1.123464522,0.0962363702,-0.008750795,-0.35471219,-0.212071079,-0.110379763,-0.275613844,46.891451096,0.0419981991,13.57190757,0.0244400005,0.0480011738,0.0162090889,0.0013499202,-0.003091213,1.0,0.0036391662,0.0548825257,0.0370636014,7.0,12.102402367,0.267976633,0.0,0.0439189188,0.014005998,0.0180439248,0.8216098927,0.6829753885,4.3752534e-08,1.1855294e-07,1.5130296233,2.289258641,0.0256506716,0.0461680249,-0.355600625,0.3923825854,-0.1917293233082706,-0.2181818181818181,-0.1856060606060605,-0.0271493212669683,-0.0528634361233479,0.1559139784946237,0.3109756097560976,0.2285714285714286,0.4429530201342282,0.4625850340136055,0.5248226950354611,0.3522012578616351,0.2215909090909091,0.2721893491124261,0.3354037267080745,0.5357142857142858,0.4238410596026489,0.4827586206896552,0.5248226950354611,0.6796875,0.3782051282051282,0.303030303030303,0.12565445026178,0.0591133004926107,-0.0772532188841201,-0.0889830508474576,-0.2181818181818181,-0.2375886524822694,-0.3019480519480519,-0.0889830508474576,-0.0772532188841201,-0.0966386554621848,-0.0358744394618834,0.2215909090909091,0.3782051282051282,0.6287878787878789,0.34375,0.1684782608695652,0.1559139784946237,0.2215909090909091,0.1684782608695652,0.34375,0.2146892655367231,0.4827586206896552,0.6666666666666667,0.5808823529411764,0.6929133858267718,0.5357142857142858
45583,0.3916089285,0.0652186001,3.8503436856,0.0175281772,0.2740559296,0.9826162111,0.1795423277,0.1640201618,0.562857237,0.0,0.2073561211,0.0338647617,0.3219480426,0.0442215995,0.0338647617,9.0,-0.012521361,0.0178571429,0.0337732495,0.0147944877,-0.013621289,0.1504583289,-0.006353926,0.0404058706,0.1361265147,0.6387097069,0.0,5.0770516153,-0.058684578,2.7117991088,0.1474496217,7.9455045031,7.1023025755,0.3410351811,0.0,0.0,1.0,0.0,0.0,0.8965290614,1.0,-0.014830067,-0.120226622,-0.205354815,-1.130861993,-0.168268334,0.2703610737,0.6518671289,86.30300642,0.1539018468,12.350822129,0.0254363807,0.0431759224,0.0083987872,0.2036454088,-0.025313898,1.0,0.0013676347,-0.472172352,0.004455518,4.0,11.543297044,0.3880430479,0.0,0.0710659921,0.0282699989,0.0303036881,1.1779956756,3.0503560791,1.0571814e-07,5.0071484e-08,1.1225888936,1.2602058241,0.0149038906,0.0557615265,-0.40299327,0.2344555407,-0.3397435897435897,-0.3582554517133957,-0.2509090909090908,-0.2536231884057971,-0.2481751824817518,-0.1043478260869564,0.0564102564102564,0.0729166666666667,0.2560975609756097,0.2409638554216868,0.34640522875817,0.3733333333333333,0.3552631578947369,0.1381215469613259,0.0404040404040404,0.1444444444444443,0.0785340314136124,0.2484848484848485,0.6220472440944882,0.5968992248062015,0.4714285714285715,0.5147058823529411,0.5147058823529411,0.8899082568807339,1.06,1.3409090909090908,1.1458333333333337,1.1458333333333337,0.9807692307692308,0.8392857142857142,1.4235294117647057,1.2637362637362637,1.5121951219512195,2.3225806451612905,2.377049180327869,2.814814814814815,3.0392156862745097,2.6140350877192984,2.377049180327869,2.9615384615384617,3.0392156862745097,3.291666666666667,2.8867924528301887,2.5517241379310347,3.204081632653061,3.204081632653061,3.204081632653061,3.291666666666667
57920,0.5444780041,0.0932006505,-0.224002271,0.013734954,0.7896388669,3.0982057852,0.1329309673,0.1680277222,0.6179023773,1.0,0.1841461834,0.121590999,1.6153180441,-0.057348042,0.121590999,8.0,0.071490724,-0.019230769,0.2180786123,0.0970871442,-0.097444476,0.1854566979,0.1019384982,0.100099368,0.1454162021,0.6218653898,0.0,2.5141481481,0.0728656216,1.176345679,0.0903290983,29.080737616,7.0567679286,0.1602031613,0.0,0.0,1.0,1.0,0.0,1.4188199932,3.0,-0.381613994,0.2500361737,-0.002382351,0.5544298371,-1.167793137,0.9872347145,-1.884328778,105.4696552,0.5375397949,13.012224519,0.0076700646,0.019163677,-0.018635229,0.0848031795,-0.001665684,0.0,-0.005232857,-0.025672372,0.0230451655,5.0,11.69036324,0.2966954418,0.0,0.053475935,0.0169677599,0.0235077954,1.2304839506,2.4897645568,3.2609492e-08,5.1790026e-08,1.3971135036,1.951926142,-0.073219516,0.0515549131,-0.165588583,0.4219470267,-0.1422018348623853,-0.0105820105820105,0.1130952380952381,0.0163043478260869,0.2064516129032259,0.3357142857142856,0.6696428571428572,0.654867256637168,0.8888888888888888,0.9278350515463918,0.7,0.5454545454545454,0.6260869565217391,0.5583333333333333,0.8155339805825244,0.496,0.5203252032520325,0.5327868852459017,0.5583333333333333,0.406015037593985,-0.3368794326241134,-0.4082278481012658,-0.3551724137931035,-0.3022388059701493,-0.3848684210526315,-0.2637795275590551,-0.1725663716814159,-0.3074074074074074,-0.3908794788273615,-0.2142857142857143,-0.0157894736842105,-0.4532163742690058,-0.3368794326241134,-0.1688888888888888,-0.2459677419354838,-0.1798245614035087,-0.1009615384615384,-0.2142857142857143,-0.1302325581395349,-0.0260416666666666,0.1614906832298137,0.5714285714285714,0.3076923076923077,0.3076923076923077,0.3851851851851851,0.5203252032520325,0.5714285714285714,0.7641509433962264
