firms,chtx,roaq,roeq,rsup,cash,cinvest,nincr,sue,aeavol,ear,mom1,mom2,mom3,mom4,mom5,mom6,mom7,mom8,mom9,mom10,mom11,mom12,mom13,mom14,mom15,mom16,mom17,mom18,mom19,mom20,mom21,mom22,mom23,mom24,mom25,mom26,mom27,mom28,mom29,mom30,mom31,mom32,mom33,mom34,mom35,mom36
50906.0,-0.00587928,0.0364787852,0.0485615307,0.0076398427,0.2595417038,0.0145162304,0.0,-0.000681657,-0.118520643,-0.098924734,-0.0058823529411764,0.0974025974025973,0.2246376811594204,0.2158273381294964,0.5648148148148149,0.3203125,-0.271551724137931,-0.2175925925925925,-0.1197916666666666,-0.0714285714285714,-0.0611111111111111,0.0974025974025973,0.1736111111111111,0.0974025974025973,-0.101063829787234,0.0304878048780488,0.0833333333333332,0.0432098765432098,0.1192052980132449,0.1192052980132449,0.1575342465753424,0.0696202531645568,-0.0058823529411764,0.1266666666666667,-0.2247706422018348,-0.1464646464646465,-0.0611111111111111,0.0059523809523809,0.0833333333333332,0.0974025974025973,0.1736111111111111,0.0833333333333332,0.1736111111111111,0.2246376811594204,0.3629032258064515,0.4824561403508771
18980.0,0.0063437708,0.0043174488,0.0177628763,-0.064868375,0.0382922154,-0.216152319,0.0,0.0611963967,3.2473474801,0.0333333351,-0.0303030303030302,-0.0303030303030302,-0.2888888888888888,-0.1578947368421053,-0.3043478260869565,-0.0588235294117647,-0.4181818181818182,-0.4754098360655737,-0.5076923076923077,-0.4576271186440678,-0.3846153846153846,-0.4181818181818182,-0.5294117647058824,-0.5428571428571429,-0.4576271186440678,-0.3725490196078431,-0.3725490196078431,-0.3725490196078431,-0.2558139534883721,-0.3725490196078431,-0.3846153846153846,-0.4385964912280702,-0.5223880597014925,-0.4838709677419355,-0.4385964912280702,-0.4838709677419355,-0.3191489361702128,-0.3333333333333333,-0.1794871794871795,-0.1111111111111111,0.1851851851851851,0.032258064516129,0.0,-0.0303030303030302,0.0,0.0
10568.0,-0.005116,0.0097422409,0.0288527451,0.4846974001,0.1325152895,-0.052638532,1.0,-0.009297925,-0.463333333,0.0003628451,-0.037037037037037,0.1304347826086955,0.1555555555555554,0.2380952380952381,0.1818181818181818,0.1304347826086955,-0.1475409836065574,-0.1475409836065574,-0.1333333333333333,-0.1333333333333333,-0.0714285714285714,-0.1186440677966101,-0.1333333333333333,-0.1875,-0.1875,-0.1333333333333333,-0.1612903225806451,-0.1034482758620689,-0.0714285714285714,0.04,0.0,0.0,0.04,0.0833333333333332,0.2380952380952381,0.2093023255813952,0.2380952380952381,0.1304347826086955,0.04,0.04,0.0612244897959184,0.04,0.1304347826086955,0.0833333333333332,0.04,0.0
10998.0,0.0569647596,-0.014022271,-0.02975,0.1130235227,0.0252281267,-0.054736521,0.0,-0.03,0.4491053095,-0.039574828,-0.04,-0.25,0.0,0.0434782608695651,0.411764705882353,0.1999999999999999,-0.25,-0.25,-0.3513513513513513,-0.1999999999999999,-0.2258064516129032,-0.2727272727272727,-0.368421052631579,-0.3142857142857143,-0.3513513513513513,-0.5102040816326531,-0.5789473684210527,-0.52,-0.4782608695652174,-0.5,-0.5862068965517242,-0.5932203389830508,-0.5102040816326531,-0.4893617021276596,-0.4,-0.3513513513513513,-0.3846153846153846,-0.4146341463414634,-0.2941176470588235,-0.0943396226415094,-0.0769230769230768,-0.2727272727272727,-0.3142857142857143,-0.3513513513513513,-0.2941176470588235,-0.2727272727272727
11181.0,2.28388e-05,0.0196354647,0.0518205542,0.0114445031,0.010582888,-0.372667109,0.0,0.0028192071,0.1598210438,0.034126984,-0.1578947368421053,-0.1466666666666666,-0.1794871794871795,-0.1466666666666666,0.024,-0.0303030303030302,-0.3118279569892472,-0.3263157894736842,-0.2380952380952381,-0.2888888888888888,-0.2289156626506023,-0.2888888888888888,-0.3263157894736842,-0.3786407766990292,-0.3263157894736842,-0.2967032967032966,-0.1688311688311687,-0.1111111111111111,-0.072463768115942,-0.1466666666666666,-0.1172413793103448,-0.6384180790960452,-0.5733333333333333,-0.5830618892508144,-0.536231884057971,-0.4529914529914529,-0.4074074074074074,-0.3333333333333333,-0.2558139534883721,-0.1688311688311687,-0.2195121951219512,-0.2727272727272727,-0.539568345323741,-0.5460992907801419,-0.5,-0.4838709677419355
39116.0,0.0,0.0178296678,0.0269555302,0.0748844995,0.0335988712,0.0114527227,2.0,0.0271041178,0.6729241877,0.0412087925,0.3181818181818181,0.8125,0.8125,0.8125,0.5263157894736843,0.5263157894736843,0.2083333333333332,0.0740740740740741,-0.0645161290322581,-0.1212121212121212,-0.2162162162162162,-0.2368421052631578,-0.3095238095238095,-0.0645161290322581,-0.0645161290322581,-0.1714285714285713,0.1599999999999999,0.1599999999999999,0.1153846153846154,-0.0645161290322581,-0.2368421052631578,-0.2926829268292683,-0.3555555555555555,-0.0333333333333333,-0.1470588235294118,-0.2368421052631578,-0.1470588235294118,0.0740740740740741,0.3181818181818181,0.3181818181818181,0.3181818181818181,0.1599999999999999,0.3181818181818181,0.2608695652173913,0.2083333333333332,0.3181818181818181
50032.0,0.0004525553,0.0252718293,0.0532660461,0.0731827647,0.1242198255,0.0156605217,0.0,0.0003125,0.0274150729,0.0472603263,0.1082251082251082,0.158371040723982,0.1743119266055046,0.2610837438423645,0.292929292929293,0.1962616822429905,-0.5038759689922481,-0.5019455252918288,-0.4410480349344978,-0.4260089686098655,-0.3535353535353535,-0.3816425120772947,-0.3904761904761904,-0.3099730458221024,-0.2403560830860533,-0.2558139534883721,-0.3024523160762943,-0.3333333333333333,-0.2470588235294117,-0.3298429319371727,-0.264367816091954,-0.3155080213903743,-0.2123076923076923,-0.0954063604240282,-0.1466666666666666,-0.0303030303030302,-0.0038910505836575,-0.0153846153846153,0.024,0.0893617021276595,0.158371040723982,0.1428571428571428,0.0847457627118644,0.0,0.024,0.0622406639004149
49330.0,-0.010245139,-0.016842736,-0.033421679,-0.022163251,0.017160015,0.0067252675,0.0,-0.012544067,4.2307692308,0.0037452992,0.0097323600973235,0.0048426150121065,0.143250688705234,0.2928348909657321,0.321656050955414,0.4359861591695502,0.1723163841807908,0.0978835978835979,0.0921052631578946,0.0779220779220779,0.0807291666666667,0.0807291666666667,0.2425149700598803,0.1857142857142857,0.296875,0.3132911392405062,0.2351190476190476,0.1066666666666666,0.14010989010989,0.3517915309446253,0.4310344827586208,0.3517915309446253,0.2888198757763975,0.4067796610169492,0.3696369636963696,0.4310344827586208,0.3741721854304636,0.3344051446945337,0.7887931034482758,0.8444444444444446,1.1282051282051282,1.0750000000000002,1.0750000000000002,1.2554347826086958,1.2311827956989243,1.3579545454545454
69171.0,-0.000917882,0.0079346558,0.0119016365,0.0131578947,0.1926132573,0.0209872985,0.0,0.0007177033,-0.12874465,-0.100074157,0.1111111111111111,0.1538461538461537,0.25,0.1538461538461537,0.1111111111111111,-0.1666666666666666,-0.4230769230769231,-0.032258064516129,-0.1176470588235294,-0.0625,-0.1891891891891891,-0.3333333333333333,-0.5652173913043479,-0.625,-0.5714285714285714,-0.5588235294117647,-0.7087378640776699,-0.7637795275590551,-0.8369565217391304,-0.8235294117647058,-0.8064516129032258,-0.8429319371727748,-0.8598130841121495,-0.8728813559322034,-0.85,-0.8888888888888888,-0.9367088607594936,-0.9253731343283582,-0.9025974025974026,-0.7857142857142857,-0.8235294117647058,-0.8369565217391304,-0.8026315789473684,-0.7916666666666666,-0.8295454545454546,-0.810126582278481
66229.0,0.0152236652,0.0260853729,0.1030180641,0.0351584302,0.0433364619,0.1248919715,1.0,0.0420831704,-0.223946785,0.0311942976,-0.081081081081081,0.0,-0.1282051282051282,-0.2093023255813954,-0.2272727272727273,-0.0285714285714285,-0.0285714285714285,-0.081081081081081,-0.0555555555555555,-0.081081081081081,-0.0555555555555555,-0.1052631578947368,-0.1052631578947368,-0.1904761904761904,-0.2444444444444444,-0.1052631578947368,-0.2093023255813954,-0.1707317073170732,-0.2093023255813954,-0.2916666666666666,-0.15,-0.1282051282051282,-0.15,0.096774193548387,0.096774193548387,0.4782608695652173,0.2592592592592593,0.4166666666666667,0.5454545454545454,0.4782608695652173,0.4782608695652173,0.5454545454545454,0.4166666666666667,0.3076923076923077,0.2592592592592593,0.3600000000000001
