firms,roeq,rsup,nincr,sue,aeavol,ear,mom1,mom2,mom3,mom4,mom5,mom6,mom7,mom8,mom9,mom10,mom11,mom12,mom13,mom14,mom15,mom16,mom17,mom18,mom19,mom20,mom21,mom22,mom23,mom24,mom25,mom26,mom27,mom28,mom29,mom30,mom31,mom32,mom33,mom34,mom35,mom36,mom37,mom38,mom39,mom40,mom41,mom42,mom43,mom44,mom45,mom46,mom47
26649.0,0.0243890157,0.0,1.0,-0.006992032,-0.519324895,-0.052786486,0.0120967741935484,0.0635593220338983,0.0680851063829788,-0.1035714285714285,-0.0271317829457364,-0.1462585034013606,-0.2682215743440233,-0.3104395604395604,-0.5898692810457516,-0.5485611510791366,-0.6009538950715421,-0.586490939044481,-0.5219047619047619,-0.5264150943396226,-0.5885245901639344,-0.6409155937052933,-0.5588752196836555,-0.6566347469220246,-0.674025974025974,-0.610248447204969,-0.5774410774410774,-0.6059654631083202,-0.6589673913043479,-0.6185410334346504,-0.6114551083591331,-0.5386029411764706,-0.475991649269311,-0.3394736842105262,-0.2347560975609756,-0.2949438202247191,-0.348051948051948,-0.3394736842105262,-0.6196969696969696,-0.5657439446366782,-0.4704641350210971,-0.4094117647058823,-0.3817733990147783,-0.3123287671232877,-0.2828571428571428,-0.2949438202247191,-0.3288770053475935,-0.351421188630491,-0.4397321428571429,-0.4269406392694064,-0.3966346153846154,-0.3288770053475935,-0.314207650273224
40096.0,0.0191649959,-0.25140123,0.0,0.0023239918,1.1348314607,-0.00396136,0.1176470588235294,0.3103448275862068,0.1176470588235294,0.3571428571428572,0.3103448275862068,0.0857142857142856,0.1176470588235294,0.2258064516129032,0.3571428571428572,0.2666666666666666,0.5833333333333333,1.375,1.0,1.5333333333333332,1.375,1.1111111111111112,0.8095238095238095,0.8095238095238095,0.4615384615384614,0.4074074074074074,0.4074074074074074,0.3103448275862068,0.1176470588235294,0.0,-0.05,0.0270270270270269,0.1515151515151516,-0.2083333333333333,-0.1914893617021277,0.0,-0.1914893617021277,0.0,0.1176470588235294,-0.073170731707317,-0.1162790697674418,-0.2083333333333333,-0.2830188679245283,-0.3333333333333333,-0.3870967741935484,-0.4571428571428572,-0.40625,-0.3870967741935484,-0.4153846153846153,-0.4492753623188406,-0.4571428571428572,-0.4722222222222222,-0.3666666666666667
51190.0,-0.033432392,0.0908288381,2.0,0.0196718973,-0.730769231,0.0416666679,0.4782608695652173,0.5454545454545454,0.4166666666666667,0.0,-0.1052631578947368,0.2592592592592593,0.0303030303030302,-0.1904761904761904,-0.734375,-0.5405405405405406,-0.3199999999999999,1.8333333333333333,1.4285714285714284,1.6153846153846154,1.0,0.8888888888888888,0.8888888888888888,0.4166666666666667,0.4782608695652173,1.0,1.6153846153846154,1.2666666666666666,0.5454545454545454,0.4782608695652173,1.2666666666666666,1.2666666666666666,0.3076923076923077,0.7894736842105263,0.7,0.5454545454545454,0.4166666666666667,0.1724137931034481,0.096774193548387,-0.1707317073170732,-0.2272727272727273,-0.1052631578947368,-0.1904761904761904,-0.1904761904761904,-0.5072463768115942,-0.4603174603174603,-0.5584415584415585,-0.575,-0.6091954022988506,-0.6494845360824743,-0.46875,-0.4769230769230769,-0.4925373134328358
54332.0,0.0490700851,-0.659990813,2.0,0.0187413872,-0.903381643,-0.071428575,0.3999999999999999,0.5555555555555556,0.5555555555555556,1.0,0.75,0.3999999999999999,0.0,0.1666666666666667,0.0,0.0,-0.125,0.2727272727272727,-0.0666666666666666,0.75,0.2727272727272727,0.0,-0.125,-0.2222222222222222,-0.3913043478260869,-0.3913043478260869,-0.4399999999999999,-0.4615384615384615,-0.6585365853658536,-0.6818181818181819,-0.6818181818181819,-0.6585365853658536,-0.7358490566037736,-0.78125,-0.8,-0.7666666666666666,-0.7666666666666666,-0.7543859649122807,-0.7586206896551724,-0.75,-0.8313253012048193,-0.8444444444444444,-0.8461538461538461,-0.851063829787234,-0.8738738738738738,-0.8613861386138614,-0.8738738738738738,-0.8970588235294118,-0.903448275862069,-0.9234972677595628,-0.9270833333333334,-0.9195402298850576,-0.927461139896373
41734.0,0.0445781166,0.138303591,1.0,0.0275950548,-0.079435783,0.0709286341,0.1779661016949152,0.3495145631067962,0.275229357798165,0.2410714285714286,0.404040404040404,0.3113207547169812,0.2522522522522523,0.0610687022900764,0.139344262295082,0.2990654205607477,0.5977011494252873,0.5977011494252873,0.5795454545454546,1.106060606060606,1.0441176470588234,0.759493670886076,0.8783783783783783,0.9305555555555556,0.6951219512195121,0.7160493827160495,0.5795454545454546,0.3762376237623761,0.2522522522522523,0.1583333333333334,0.0373134328358208,0.139344262295082,0.3762376237623761,0.1982758620689655,0.1680672268907563,0.4631578947368422,0.287037037037037,0.4946236559139785,0.5444444444444445,0.4631578947368422,0.3238095238095237,0.3365384615384614,0.139344262295082,0.1120000000000001,0.0296296296296296,0.1982758620689655,0.3238095238095237,0.2086956521739129,0.2636363636363636,0.3627450980392157,0.4329896907216495,0.4329896907216495,0.287037037037037
53313.0,0.0660523526,0.1009345794,1.0,0.0119072343,-0.584859585,-0.053303305,0.2162162162162162,0.2162162162162162,0.125,0.0465116279069768,0.0465116279069768,-0.0999999999999999,-0.1818181818181817,0.0465116279069768,0.0714285714285714,-0.4078947368421053,-0.3835616438356164,-0.4642857142857143,-0.2857142857142857,0.5517241379310345,0.4516129032258065,0.6071428571428572,0.8,0.6071428571428572,0.5,0.5517241379310345,0.6666666666666667,0.8,0.6071428571428572,0.6071428571428572,0.5,0.6071428571428572,0.6071428571428572,0.40625,0.3235294117647058,0.2857142857142858,0.2162162162162162,0.125,0.25,0.1538461538461537,0.25,0.1538461538461537,0.0714285714285714,0.125,0.0,-0.0217391304347825,-0.1666666666666666,-0.2241379310344827,-0.0425531914893616,0.0975609756097561,-0.0625,-0.1964285714285714,-0.1346153846153845
10401.0,0.0248142461,0.0302175747,1.0,0.0043590063,-0.120511732,0.0179567132,0.0136363636363636,0.0958230958230959,0.1012345679012345,0.1291139240506329,0.215258855585831,0.2054054054054053,0.1377551020408163,0.0958230958230959,0.131979695431472,0.1406649616368287,0.1291139240506329,0.1066997518610421,0.1494845360824741,0.2492997198879551,0.2890173410404624,0.2054054054054053,0.3597560975609757,0.3117647058823529,0.3234421364985163,0.1957104557640749,0.2119565217391303,0.17989417989418,0.1177944862155389,0.0644391408114557,0.1066997518610421,0.112219451371571,0.1893333333333333,0.1494845360824741,0.0721153846153845,0.1736842105263158,0.1094527363184079,0.0904645476772616,0.0904645476772616,0.077294685990338,0.1012345679012345,0.1206030150753769,0.0568720379146918,0.0568720379146918,0.0931372549019606,0.152454780361757,0.1893333333333333,0.2742857142857142,0.3353293413173652,0.3393393393393393,0.3079178885630498,0.3002915451895043,0.2890173410404624
52046.0,-0.232966807,0.6123468975,0.0,0.2776596822,0.6562406911,0.0019762851,0.1851851851851851,0.7777777777777777,0.7777777777777777,0.6842105263157894,0.7777777777777777,0.3913043478260869,0.3333333333333332,0.5238095238095237,0.6842105263157894,0.6000000000000001,0.5238095238095237,1.2857142857142856,1.0,1.4615384615384617,1.9090909090909087,1.6666666666666663,1.2857142857142856,1.2857142857142856,1.1333333333333333,0.7777777777777777,0.6000000000000001,0.6842105263157894,0.2307692307692308,0.0666666666666666,-0.0588235294117647,0.3333333333333332,0.2307692307692308,-0.0857142857142857,-0.1351351351351351,-0.0303030303030302,-0.3043478260869565,-0.1794871794871795,-0.1578947368421053,-0.4482758620689655,-0.5076923076923077,-0.5151515151515151,-0.5789473684210527,-0.6923076923076923,-0.6831683168316831,-0.7009345794392523,-0.6893203883495146,-0.73109243697479,-0.7241379310344828,-0.7730496453900709,-0.8072289156626506,-0.7987421383647799,-0.806060606060606
27502.0,0.0192627616,0.0358506147,0.0,0.0051011322,0.1009174312,-0.015094555,0.1056910569105691,0.3333333333333332,0.3600000000000001,0.3465346534653466,0.4166666666666667,0.3333333333333332,0.3465346534653466,0.2477064220183487,0.3877551020408163,0.3737373737373737,0.4166666666666667,0.402061855670103,0.3600000000000001,0.6585365853658536,0.5454545454545454,0.431578947368421,0.5280898876404494,0.3737373737373737,0.3600000000000001,0.3877551020408163,0.3333333333333332,0.2952380952380953,0.2710280373831775,0.2477064220183487,0.2142857142857142,0.2592592592592593,0.3076923076923077,0.0708661417322835,0.1147540983606556,0.2142857142857142,0.096774193548387,0.1428571428571428,0.0542635658914729,0.0461538461538462,-0.0620689655172413,-0.0620689655172413,-0.1707317073170732,-0.081081081081081,-0.081081081081081,-0.15,-0.1904761904761904,-0.2444444444444444,-0.2272727272727273,-0.2228571428571428,-0.1656441717791411,-0.1656441717791411,-0.1807228915662651
18606.0,0.0217692287,0.0517473313,2.0,0.0714126721,0.3445503276,0.1658689473,0.263157894736842,0.945945945945946,0.945945945945946,0.6000000000000001,0.6363636363636365,0.7142857142857142,0.5652173913043479,0.3333333333333332,0.7142857142857142,0.8,1.0,1.4,1.1818181818181817,2.789473684210526,2.0,1.7692307692307692,3.0,1.3225806451612905,1.057142857142857,1.057142857142857,0.8,0.4693877551020409,0.3846153846153846,0.2413793103448276,0.1076923076923077,0.4399999999999999,0.1999999999999999,-0.1219512195121951,-0.1999999999999999,-0.0769230769230768,-0.1818181818181817,-0.0649350649350649,-0.0526315789473684,-0.1724137931034483,-0.28,-0.3009708737864077,-0.3394495412844036,-0.4193548387096774,-0.4375,-0.4098360655737705,-0.4193548387096774,-0.4285714285714286,-0.4,-0.3846153846153846,-0.4146341463414634,-0.4666666666666667,-0.4893617021276596
44601.0,0.0174555829,0.0625755404,3.0,0.003016722,-0.383245907,-0.038005391,0.1597938144329898,0.0321100917431191,0.0227272727272727,0.056338028169014,0.3235294117647058,0.1968085106382979,0.0922330097087378,-0.074074074074074,-0.1035856573705179,-0.21875,0.0227272727272727,-0.1176470588235294,-0.0044247787610619,0.25,0.0765550239234449,-0.12109375,0.0465116279069768,-0.1541353383458646,-0.2320819112627986,-0.3497109826589595,-0.2924528301886793,-0.296875,-0.2718446601941747,-0.2346938775510204,-0.2834394904458599,-0.2021276595744681,-0.3012422360248447,-0.3869209809264305,-0.443069306930693,-0.3852459016393442,-0.3607954545454546,-0.3243243243243243,-0.2811501597444089,-0.2598684210526315,-0.3571428571428571,-0.3140243902439024,-0.3243243243243243,-0.3459302325581395,-0.3098159509202454,-0.2077464788732393,-0.1964285714285714,-0.1666666666666666,-0.2294520547945205,-0.2160278745644599,-0.2021276595744681,-0.1477272727272727,-0.0044247787610619
