firms,rsup,nincr,aeavol,ear,mom1,mom2,mom3,mom4,mom5,mom6,mom7,mom8,mom9,mom10,mom11,mom12,mom13,mom14,mom15,mom16,mom17,mom18,mom19,mom20,mom21,mom22,mom23,mom24,mom25,mom26,mom27,mom28,mom29,mom30,mom31,mom32,mom33,mom34,mom35,mom36,mom37,mom38,mom39,mom40,mom41,mom42,mom43,mom44,mom45,mom46,mom47,mom48
26649.0,-0.149674629,1.0,-0.165437561,-0.003196324,0.1561904761904762,0.1452830188679246,-0.0049180327868852,-0.1316165951359084,0.0667838312829525,-0.1696306429548564,-0.2116883116883117,-0.0574534161490682,0.0218855218855218,-0.0470957613814756,-0.1752717391304348,-0.0775075987841945,-0.0603715170278638,0.1158088235294116,0.2672233820459291,0.5973684210526315,0.850609756097561,0.7050561797752808,0.5766233766233766,0.5973684210526315,-0.0803030303030303,0.0501730103806228,0.2805907172995781,0.428235294117647,0.4950738916256156,0.6630136986301369,0.7342857142857142,0.7050561797752808,0.6229946524064172,0.5684754521963824,0.3549107142857142,0.3858447488584475,0.4591346153846154,0.6229946524064172,0.6584699453551912,0.6361185983827493,0.6361185983827493,1.2316176470588234,0.9901639344262294,1.2649253731343282,0.6630136986301369,0.7342857142857142,0.5890052356020943,0.7293447293447293,0.6494565217391304,0.4877450980392157,0.4950738916256156,0.572538860103627
40096.0,3.629707113,2.0,1.5490196078,0.095238097,-0.1578947368421053,0.0666666666666666,0.0,-0.1111111111111111,-0.2380952380952381,-0.2380952380952381,-0.3846153846153846,-0.4074074074074074,-0.4074074074074074,-0.4482758620689655,-0.5294117647058824,-0.5789473684210527,-0.6,-0.5675675675675675,-0.5151515151515151,-0.6666666666666667,-0.6595744680851063,-0.5789473684210527,-0.6595744680851063,-0.5789473684210527,-0.5294117647058824,-0.6097560975609756,-0.627906976744186,-0.6666666666666667,-0.6981132075471699,-0.7192982456140351,-0.7419354838709677,-0.7714285714285715,-0.75,-0.7419354838709677,-0.7538461538461538,-0.7681159420289855,-0.7714285714285715,-0.7777777777777778,-0.7333333333333334,-0.7241379310344828,-0.7090909090909091,-0.6363636363636364,-0.5555555555555556,-0.5151515151515151,-0.5294117647058824,-0.5555555555555556,-0.5675675675675675,-0.5428571428571429,-0.5789473684210527,-0.627906976744186,-0.6,-0.6363636363636364
41734.0,-0.144704788,0.0,0.0776196636,0.0231221598,-0.0113636363636363,0.3181818181818181,0.2794117647058822,0.1012658227848102,0.1756756756756756,0.2083333333333332,0.0609756097560976,0.0740740740740741,-0.0113636363636363,-0.1386138613861386,-0.2162162162162162,-0.275,-0.3507462686567164,-0.2868852459016393,-0.1386138613861386,-0.25,-0.2689075630252101,-0.0842105263157895,-0.1944444444444444,-0.0645161290322581,-0.0333333333333333,-0.0842105263157895,-0.1714285714285713,-0.1634615384615384,-0.2868852459016393,-0.304,-0.3555555555555555,-0.25,-0.1714285714285713,-0.2434782608695652,-0.2090909090909091,-0.1470588235294118,-0.1030927835051546,-0.1030927835051546,-0.1944444444444444,-0.13,-0.1470588235294118,-0.0224719101123596,0.0357142857142858,-0.0543478260869565,-0.1030927835051546,-0.2018348623853211,0.0874999999999999,-0.0333333333333333,-0.1470588235294118,-0.2232142857142857,-0.1634615384615384,-0.0543478260869565
10401.0,0.2361816049,3.0,0.3174813427,-0.046533956,0.038659793814433,0.1288515406162464,0.1647398843930636,0.0891891891891891,0.2286585365853659,0.1852941176470588,0.1958456973293769,0.0804289544235925,0.0951086956521738,0.066137566137566,0.0100250626566416,-0.0381861575178997,0.0,0.0049875311720697,0.0746666666666666,0.038659793814433,-0.03125,0.0605263157894737,0.0024875621890547,-0.0146699266503667,-0.0146699266503667,-0.0265700483091787,-0.0049382716049383,0.0125628140703517,-0.0450236966824644,-0.0450236966824644,-0.0122549019607842,0.0413436692506459,0.0746666666666666,0.1514285714285714,0.2065868263473054,0.2102102102102101,0.1818181818181818,0.1749271137026238,0.1647398843930636,0.1580459770114941,0.1256983240223463,0.1256983240223463,0.2065868263473054,0.1887905604719764,0.1681159420289855,0.1715116279069768,0.1481481481481481,0.1041095890410959,0.1132596685082873,0.030690537084399,0.0333333333333334,0.0280612244897959
50091.0,1.8412903345,1.0,2.9495798319,0.0865384638,0.101123595505618,0.4202898550724638,0.3424657534246575,0.1666666666666667,0.2894736842105263,0.1395348837209302,0.1807228915662651,0.053763440860215,0.0315789473684211,0.0425531914893617,-0.01010101010101,-0.02,-0.01010101010101,0.1136363636363635,0.0,-0.1403508771929824,-0.0841121495327102,-0.0754716981132075,-0.1764705882352941,-0.0392156862745097,-0.1171171171171171,-0.1551724137931034,-0.234375,-0.1967213114754098,-0.2461538461538461,-0.2686567164179104,-0.3049645390070922,-0.2686567164179104,-0.2794117647058823,-0.2575757575757575,-0.1833333333333333,-0.2222222222222222,-0.2159999999999999,-0.274074074074074,-0.2686567164179104,-0.2686567164179104,-0.3194444444444444,-0.2283464566929134,-0.1171171171171171,-0.1833333333333333,-0.1833333333333333,-0.2222222222222222,-0.234375,-0.3422818791946308,-0.3287671232876712,-0.3378378378378378,-0.3636363636363636,-0.4166666666666666
27502.0,-5.215334473,0.0,0.9047619048,-0.038910067,-0.03,0.1829268292682926,0.1022727272727272,0.0210526315789474,0.0898876404494382,-0.0202020202020202,-0.03,-0.010204081632653,-0.0490196078431373,-0.0761904761904761,-0.0934579439252336,-0.110091743119266,-0.1339285714285714,-0.1018518518518518,-0.0673076923076922,-0.2362204724409449,-0.2049180327868852,-0.1339285714285714,-0.217741935483871,-0.1848739495798319,-0.2480620155038759,-0.2538461538461538,-0.3310344827586207,-0.3310344827586207,-0.4085365853658537,-0.3445945945945946,-0.3445945945945946,-0.39375,-0.4226190476190476,-0.4611111111111111,-0.4488636363636363,-0.4457142857142857,-0.4049079754601227,-0.4049079754601227,-0.4156626506024096,-0.4488636363636363,-0.3975155279503105,-0.3489932885906041,-0.302158273381295,-0.389937106918239,-0.4012345679012346,-0.4640883977900553,-0.4121212121212121,-0.4085365853658537,-0.39375,-0.4812834224598931,-0.4226190476190476,-0.3782051282051282
18606.0,-1.754620678,3.0,4.0310825295,0.0294117648,-0.0909090909090909,0.5789473684210527,0.25,0.1538461538461537,0.6666666666666667,-0.032258064516129,-0.1428571428571429,-0.1428571428571429,-0.25,-0.3877551020408163,-0.4230769230769231,-0.4827586206896551,-0.5384615384615384,-0.4,-0.5,-0.6341463414634146,-0.6666666666666667,-0.6153846153846154,-0.6590909090909092,-0.6103896103896104,-0.6052631578947368,-0.6551724137931034,-0.7,-0.7087378640776699,-0.7247706422018348,-0.7580645161290323,-0.765625,-0.7540983606557377,-0.7580645161290323,-0.7619047619047619,-0.75,-0.7435897435897436,-0.7560975609756098,-0.7777777777777778,-0.7872340425531915,-0.7972972972972973,-0.8,-0.765625,-0.7391304347826086,-0.7435897435897436,-0.7872340425531915,-0.765625,-0.7058823529411764,-0.7222222222222222,-0.736842105263158,-0.7709923664122138,-0.7560975609756098,-0.7580645161290323
44601.0,0.2191896742,2.0,-0.786435786,0.0109893158,0.1283185840707965,0.4166666666666667,0.2200956937799043,-0.00390625,0.186046511627907,-0.0413533834586465,-0.1296928327645051,-0.2630057803468207,-0.1981132075471697,-0.203125,-0.1747572815533981,-0.1326530612244898,-0.1878980891719744,-0.0957446808510638,-0.2080745341614907,-0.3051771117166212,-0.3688118811881188,-0.3032786885245901,-0.2755681818181817,-0.2342342342342342,-0.1853035143769967,-0.1611842105263158,-0.2714285714285714,-0.222560975609756,-0.2342342342342342,-0.2587209302325581,-0.2177914110429447,-0.102112676056338,-0.0892857142857143,-0.0555555555555555,-0.1267123287671232,-0.1114982578397212,-0.0957446808510638,-0.034090909090909,0.1283185840707965,0.186046511627907,0.2439024390243902,0.1538461538461537,0.2378640776699028,0.0669456066945606,0.0408163265306122,-0.0925266903914591,-0.102112676056338,0.0240963855421687,0.0,-0.0555555555555555,-0.00390625,-0.0116279069767442
46156.0,-33.64883019,0.0,-0.2,-0.012156781,0.0256410256410255,0.2030075187969924,0.167883211678832,-0.0419161676646706,-0.1666666666666666,-0.2380952380952381,-0.3162393162393162,-0.3798449612403101,-0.3495934959349593,-0.3442622950819672,-0.3548387096774194,-0.36,-0.3798449612403101,-0.3043478260869565,-0.3916349809885932,-0.4074074074074074,-0.3984962406015038,-0.4139194139194139,-0.4285714285714286,-0.4346289752650176,-0.4306049822064056,-0.4666666666666667,-0.4871794871794872,-0.4871794871794872,-0.4984326018808778,-0.5015576323987538,-0.5015576323987538,-0.4701986754966887,-0.4117647058823529,-0.4612794612794613,-0.482200647249191,-0.5375722543352601,-0.50920245398773,-0.5266272189349113,-0.5151515151515151,-0.50920245398773,-0.4984326018808778,-0.4771241830065359,-0.3675889328063241,-0.3846153846153846,-0.3700787401574803,-0.4265232974910394,-0.4385964912280702,-0.4855305466237942,-0.4701986754966887,-0.4754098360655737,-0.5031055900621118,-0.5031055900621118
44572.0,-113.8203857,1.0,-0.880418535,-0.032183912,-0.0625,0.0,0.0714285714285714,-0.1666666666666666,-0.1666666666666666,-0.0625,-0.0625,-0.25,-0.3181818181818182,-0.4230769230769231,-0.4444444444444444,-0.4444444444444444,-0.53125,-0.5161290322580645,-0.4444444444444444,-0.625,-0.53125,-0.4827586206896551,-0.53125,-0.4230769230769231,-0.4230769230769231,-0.625,-0.6590909090909092,-0.6938775510204082,-0.7058823529411764,-0.7058823529411764,-0.7222222222222222,-0.7058823529411764,-0.7413793103448276,-0.6739130434782609,-0.6428571428571428,-0.6590909090909092,-0.6875,-0.6875,-0.7321428571428572,-0.7321428571428572,-0.7222222222222222,-0.7222222222222222,-0.6590909090909092,-0.736842105263158,-0.765625,-0.7916666666666666,-0.7727272727272727,-0.8026315789473684,-0.7972972972972973,-0.8314606741573034,-0.8369565217391304,-0.8529411764705882
