firms,roaq,roeq,rsup,cash,nincr,sue,aeavol,ear,mom1,mom2,mom3,mom4,mom5,mom6,mom7,mom8,mom9,mom10,mom11,mom12,mom13,mom14,mom15,mom16,mom17,mom18,mom19,mom20,mom21,mom22,mom23,mom24,mom25,mom26,mom27,mom28,mom29,mom30,mom31,mom32,mom33,mom34,mom35,mom36,mom37,mom38,mom39,mom40,mom41,mom42,mom43,mom44,mom45,mom46,mom47,mom48
25881.0,0.0303702154,0.0589812332,0.3485298275,0.0832436753,1.0,0.0378852135,1.0960893855,0.0187235326,0.08,0.5,0.5428571428571429,0.588235294117647,0.588235294117647,0.6875,1.076923076923077,0.9285714285714286,1.347826086956522,1.7000000000000002,1.4545454545454546,1.25,1.5714285714285716,2.176470588235294,2.176470588235294,2.0,2.0,2.176470588235294,1.5714285714285716,2.0,1.5714285714285716,1.7000000000000002,1.347826086956522,1.5714285714285716,1.7000000000000002,2.0,2.857142857142857,2.857142857142857,1.7000000000000002,1.25,1.347826086956522,0.7419354838709677,1.25,1.16,1.0,0.5428571428571429,0.588235294117647,0.3170731707317074,0.3170731707317074,0.2272727272727273,0.1999999999999999,0.2857142857142858,0.148936170212766,0.125,0.125,0.0188679245283018,-0.0526315789473684,0.1999999999999999
50526.0,0.0115499786,0.0405879405,0.8237752555,0.0098659142,1.0,0.013701315,1.0138888889,0.0136709996,-0.0188679245283018,0.0833333333333332,0.3,0.3,0.368421052631579,0.2093023255813952,0.2682926829268293,0.1818181818181818,0.1555555555555554,0.3,0.3,0.4054054054054055,0.2682926829268293,0.4054054054054055,0.7333333333333334,0.5294117647058822,0.2093023255813952,0.4444444444444444,0.3,0.1063829787234043,0.0833333333333332,-0.0188679245283018,-0.087719298245614,-0.0714285714285714,-0.037037037037037,-0.1034482758620689,0.0833333333333332,-0.0714285714285714,-0.2463768115942028,-0.3580246913580247,-0.3246753246753247,-0.3066666666666666,-0.2352941176470588,-0.2238805970149253,-0.35,-0.3580246913580247,-0.35,-0.4347826086956522,-0.409090909090909,-0.4693877551020408,-0.409090909090909,-0.4468085106382978,-0.4583333333333333,-0.5094339622641509,-0.5315315315315315,-0.543859649122807,-0.5737704918032787,-0.5702479338842975
21020.0,-0.005463525,-0.015982647,0.2038440682,0.0967916651,1.0,0.040631896,-0.07628866,0.0611261651,-0.1222222222222222,0.0,0.1126760563380282,0.1791044776119403,0.3620689655172413,0.3389830508474576,0.1791044776119403,0.234375,0.1791044776119403,0.2153846153846152,0.0259740259740259,0.0675675675675675,0.0821917808219179,0.2950819672131148,0.9268292682926828,0.5490196078431373,0.2153846153846152,0.5490196078431373,0.3620689655172413,0.3389830508474576,0.196969696969697,0.0533333333333332,-0.0481927710843373,-0.0813953488372093,-0.1595744680851063,0.0259740259740259,0.144927536231884,-0.0365853658536585,-0.2476190476190476,-0.1770833333333333,-0.0595238095238095,-0.1222222222222222,-0.0919540229885057,-0.3130434782608695,-0.4551724137931034,-0.5123456790123457,-0.4625850340136054,-0.4935897435897436,-0.6069651741293532,-0.6376146788990826,-0.6519823788546255,-0.6127450980392157,-0.6623931623931624,-0.6735537190082644,-0.7237762237762237,-0.7931937172774869,-0.7811634349030471,-0.782967032967033
28636.0,0.0238069117,0.0445550907,0.058495689,0.0332215572,0.0,0.0045517818,-0.195959596,0.0437097922,0.0,0.0327868852459016,0.1454545454545455,0.2475247524752475,0.2857142857142858,0.3999999999999999,0.5,0.5,-0.3823529411764705,-0.2363636363636363,-0.1655629139072847,0.1351351351351351,0.0327868852459016,0.2727272727272727,0.75,1.1,1.1724137931034484,1.423076923076923,1.9302325581395348,1.52,1.52,1.1355932203389831,0.9090909090909092,0.8805970149253732,0.8,1.1,1.25,1.5714285714285716,0.7746478873239437,0.4482758620689655,0.6363636363636365,0.3999999999999999,1.0,0.575,0.3695652173913044,0.0769230769230768,-0.0666666666666666,-0.136986301369863,-0.2455089820359282,-0.1923076923076923,-0.1870967741935484,-0.2674418604651163,-0.2269938650306748,-0.1923076923076923,-0.3262032085561497,-0.3668341708542714,-0.4324324324324324,-0.4705882352941176
49648.0,0.0005186338,0.0026568826,-0.34233277,0.1852443906,0.0,0.0174423017,-0.234800839,0.0237843543,-0.127659574468085,-0.0465116279069767,0.0512820512820513,0.2058823529411764,0.1081081081081081,0.0249999999999999,-0.0681818181818182,-0.2545454545454545,-0.2115384615384615,-0.2264150943396226,-0.127659574468085,-0.1458333333333333,-0.108695652173913,-0.2407407407407407,0.0249999999999999,-0.127659574468085,-0.2545454545454545,-0.2931034482758621,-0.4305555555555556,-0.5444444444444445,-0.4305555555555556,-0.6339285714285714,-0.6985294117647058,-0.6693548387096775,-0.6554621848739496,-0.6495726495726496,-0.5729166666666667,-0.6583333333333333,-0.6693548387096775,-0.722972972972973,-0.7210884353741497,-0.7132867132867133,-0.6203703703703703,-0.6583333333333333,-0.6719999999999999,-0.6821705426356589,-0.7152777777777778,-0.6985294117647058,-0.7007299270072993,-0.740506329113924,-0.7484662576687117,-0.7588235294117647,-0.7759562841530054,-0.7897435897435897,-0.7918781725888324,-0.7544910179640718,-0.7132867132867133,-0.722972972972973
20482.0,0.021404253,0.0479623855,0.0340908965,0.0220389858,0.0,0.0034123141,-0.255736869,-0.024238154,0.1308411214953271,0.0552325581395349,0.1,0.1067073170731707,0.1709677419354838,0.32,0.2263513513513513,-0.395,-0.4049180327868852,-0.3857868020304569,-0.3708838821490468,-0.348294434470377,-0.2725450901803607,-0.1860986547085201,-0.1059113300492611,-0.0396825396825396,0.0254237288135592,0.4069767441860465,0.1560509554140128,-0.1146341463414634,-0.1787330316742081,-0.1969026548672566,-0.1824324324324324,-0.1577726218097448,-0.1616628175519631,-0.1231884057971014,-0.0902255639097744,-0.2091503267973856,-0.3314917127071823,-0.2978723404255319,-0.3125,-0.3664921465968587,-0.3125,-0.3176691729323309,-0.3586572438162544,-0.4078303425774877,-0.3794871794871794,-0.3816013628620102,-0.3517857142857142,-0.3752151462994836,-0.3960066555740432,-0.3939899833055091,-0.4283464566929134,-0.4389489953632148,-0.4163987138263665,-0.3939899833055091,-0.3609154929577465,-0.3494623655913978
10057.0,0.0021424463,0.0044931925,-0.203358305,0.0167242467,0.0,-0.062114297,0.5053763441,-0.026841909,0.0394736842105263,0.0675675675675675,0.2539682539682539,0.161764705882353,0.2950819672131148,0.2539682539682539,0.196969696969697,0.0821917808219179,0.0259740259740259,0.0675675675675675,0.161764705882353,0.2153846153846152,0.2539682539682539,0.0972222222222223,0.3389830508474576,0.161764705882353,0.1285714285714285,0.0972222222222223,0.0821917808219179,-0.0919540229885057,-0.1022727272727272,-0.1022727272727272,-0.202020202020202,-0.2616822429906542,-0.2685185185185185,-0.2946428571428571,-0.2099999999999999,-0.2403846153846154,-0.3305084745762712,-0.2946428571428571,-0.2403846153846154,-0.3130434782608695,-0.202020202020202,-0.2403846153846154,-0.2946428571428571,-0.2818181818181818,-0.3305084745762712,-0.4015151515151515,-0.4191176470588235,-0.4316546762589928,-0.3247863247863247,-0.373015873015873,-0.4148148148148148,-0.4436619718309859,-0.368,-0.3875968992248062,-0.3247863247863247,-0.3189655172413793
28695.0,0.021119745,0.0288278488,0.2255225523,0.2057883523,0.0,0.0418041804,-0.056179775,0.0026315786,0.0,0.0666666666666666,0.3333333333333332,0.3333333333333332,0.1428571428571428,0.2307692307692308,0.1428571428571428,0.0,0.1428571428571428,0.6000000000000001,0.4545454545454546,0.6000000000000001,0.7777777777777777,0.7777777777777777,1.2857142857142856,0.7777777777777777,0.7777777777777777,0.7777777777777777,1.0,0.7777777777777777,0.6000000000000001,0.7777777777777777,0.6000000000000001,0.6000000000000001,0.3333333333333332,0.3333333333333332,1.0,0.7777777777777777,0.3333333333333332,0.3333333333333332,0.2307692307692308,0.0666666666666666,0.6000000000000001,0.3333333333333332,0.2307692307692308,0.1428571428571428,0.1428571428571428,-0.1111111111111111,0.2307692307692308,0.2307692307692308,0.0,0.0666666666666666,0.2307692307692308,0.0666666666666666,0.0666666666666666,-0.0588235294117647,-0.1111111111111111,-0.1999999999999999
51510.0,0.0160167359,0.0334311251,0.3935243823,0.0120905385,1.0,0.0266856498,1.0818965517,0.0200626962,-0.0666666666666666,-0.0344827586206896,0.5555555555555556,0.4736842105263157,0.4358974358974359,1.0,1.4347826086956523,1.5454545454545454,1.5454545454545454,1.9473684210526316,1.4347826086956523,1.1538461538461535,2.7333333333333334,2.7333333333333334,2.5,2.294117647058824,2.294117647058824,2.7333333333333334,1.9473684210526316,1.5454545454545454,1.3333333333333337,1.1538461538461535,1.5454545454545454,1.0,1.0,0.8666666666666667,1.2400000000000002,0.696969696969697,0.2444444444444444,0.4358974358974359,0.4736842105263157,0.1914893617021276,0.6470588235294117,0.696969696969697,0.5555555555555556,-0.1999999999999999,-0.3170731707317072,-0.4954954954954955,-0.5971223021582734,-0.5254237288135593,-0.6111111111111112,-0.654320987654321,-0.6387096774193548,-0.6871508379888268,-0.7320574162679425,-0.8409090909090909,-0.834319526627219,-0.839541547277937
17224.0,-0.000875978,-0.001647622,0.1292397661,0.0317926348,0.0,0.0415204678,-0.06097561,-0.048199767,-0.0666666666666666,0.1351351351351351,0.3548387096774192,0.4482758620689655,0.5,0.3548387096774192,0.2352941176470588,0.0769230769230768,0.6799999999999999,0.6799999999999999,0.826086956521739,0.6153846153846154,1.1,1.0,1.625,1.625,0.75,0.6153846153846154,0.3999999999999999,0.3125,0.2727272727272727,0.2727272727272727,0.1999999999999999,0.1052631578947369,0.1666666666666667,0.0,0.2727272727272727,0.05,-0.1923076923076923,-0.2222222222222222,-0.125,-0.2363636363636363,-0.0666666666666666,-0.125,-0.2363636363636363,-0.2222222222222222,-0.3,-0.3333333333333333,-0.3,-0.34375,-0.3333333333333333,-0.3538461538461538,-0.3913043478260869,-0.3731343283582089,-0.3823529411764705,-0.4166666666666666,-0.4166666666666666,-0.4939759036144578
