firms,bm,ep,cashpr,dy,lev,sp,roic,agr,gma,chcsho,lgr,acc,pctacc,cfp,absacc,age,chinv,hire,sgr,pchgm_pchsale,depr,invest,egr,tang,sin,currat,pchcurrat,quick,pchquick,salecash,salerec,cashdebt,divi,divo,securedind,convind,rd,operprof,ps,chpmia,chempia,bm_ia,pchcapx_ia,cfp_ia,mve_ia,herf,mve,chtx,roaq,roeq,rsup,cash,cinvest,nincr,sue,aeavol,ear,ms,dolvol,turn,IPO,maxret,retvol,baspread,std_dolvol,std_turn,ill,zerotrade,beta,betasq,pricedelay,idiovol,chmom,indmom,mom1,mom2,mom3,mom4,mom5,mom6,mom7,mom8,mom9,mom10,mom11,mom12,mom13,mom14,mom15,mom16,mom17,mom18,mom19,mom20,mom21,mom22,mom23,mom24,mom25,mom26,mom27,mom28,mom29,mom30,mom31,mom32,mom33,mom34,mom35,mom36,mom37,mom38,mom39,mom40,mom41,mom42,mom43,mom44,mom45,mom46,mom47,mom48
21020,0.0540293659,0.0770473195,1.2171083633,0.0039566285,1.1161435074,1.140204086,0.1418445677,0.0353138748,0.3107762903,1.251001596,-0.072407741,-0.004602029,-0.06870229,0.0823406468,0.0046020291,40.0,-0.000185941,0.0262681159,0.5966606768,0.1258091711,0.0654999134,0.1169165996,-1.74002197,0.5081536405,0.0,0.9015258653,-0.131015423,0.8267956829,-0.142458027,5.2804259007,24.0824393,0.101292085,1.0,0.0,1.0,0.0,0.0,-4.428422697,6.0,0.1543937284,0.0053481494,-0.484386827,-0.055382732,-0.050999797,31114.222922,0.0725156293,16.814078103,0.0002037444,0.0353680956,0.4656215622,-0.017420766,0.1967155907,-0.00729374,0.0,0.0038629925,0.4968330897,0.0484736245,3.0,18.0243129,3.1981157856,0.0,0.0307961833,0.0196194991,0.0259760091,0.3725520945,7.3137794136,3.660177e-11,5.8563063e-09,1.2897052139,1.6633395387,-0.024610972,0.0496802004,-0.205493893,0.0348146487,-0.0038481272447408,-0.0316708229426434,-0.0276699636909979,-0.0835496813783337,-0.1958165061613337,-0.264304660856385,-0.1893528183716075,-0.2088427057864711,-0.2759649449934739,-0.1998763651349681,-0.0609431680773882,0.0944193912063133,-0.0013116946580592,-0.0005148005148005,-0.0961359404096834,-0.033117529880478,0.1072141431422868,0.0609289617486337,0.0514486867045762,0.1573770491803279,0.5378217821782179,160.79166666666666,109.94285714285716,120.34375,13.76425855513308,12.118243243243242,9.726519337016574,8.158018867924527,6.19074074074074,5.192982456140351,5.614991482112436,5.010835913312693,4.761127596439168,4.507801418439716,3.984595635430038,3.536214953271028,3.921419518377693,5.192982456140351,5.344771241830065,4.484463276836158,4.727138643067846,4.062581486310299,4.261517615176151,3.262349066959385,3.2252448313384114,4.611271676300578,4.023285899094437,5.428807947019867
11499,0.4439706119,0.032036616,5.0286736907,0.0145447265,0.5711591865,0.6448407084,0.0674501206,0.1888728854,0.2497303005,0.0265759956,0.3088250154,-0.008352329,-0.243633861,0.0398418204,0.0083523288,35.0,0.0296263866,0.0893997446,0.3339803463,0.0533102611,0.594272454,0.0330324558,0.0634836802,0.235052029,0.0,1.8973470823,-0.097751944,1.2631551008,-0.151090982,13.594515029,4.5076035209,0.1183890914,0.0,0.0,1.0,0.0,0.0,0.4923652923,6.0,7.1507214264,-0.048805952,0.0783572053,-0.735354077,0.0321507775,-4042.821839,0.0410566741,12.31877076,0.0037711951,-0.011577934,-0.026723011,0.1257728477,0.0558316069,0.3124826933,0.0,0.0048840049,1.0799392009,0.133933194,2.0,12.649532722,1.1407285739,0.0,0.0258333683,0.0165890977,0.0339592348,0.4134350183,2.0276650781,1.1955172e-08,2.0671976e-08,1.8217104959,3.3186291308,-0.00399403,0.0486511413,-0.012912779,-0.131569503,-0.1539256198347107,-0.09,-0.2771403353927626,-0.2784140969162996,-0.3053435114503816,-0.2280867106503299,-0.4244553759662685,-0.403061224489796,-0.472972972972973,-0.4216101694915254,-0.428072625698324,-0.3888059701492538,-0.4174964438122334,-0.3969072164948454,-0.4746632456703015,-0.428072625698324,-0.4845814977973569,-0.5063291139240507,-0.4928792569659442,-0.472972972972973,-0.4929420505200594,-0.4858757062146893,-0.5359773371104816,-0.4183238636363636,-0.3851351351351352,-0.3869760479041916,-0.3341463414634147,-0.3214581607290804,-0.2945736434108527,-0.3665893271461717,-0.2416666666666668,-0.259493670886076,-0.1768844221105527,-0.1212446351931331,-0.0745762711864407,-0.1617195496417605,-0.1360759493670886,0.0237499999999999,0.0367088607594936,0.1567796610169491,-0.0012195121951219,0.0567741935483869,0.1454545454545452,0.2877358490566035,0.4756756756756757,0.3492586490939042,0.365,0.4391143911439115
81912,0.888291527,0.0941101208,-0.069879408,0.0280204176,0.1362676184,0.5638282496,0.1274650899,0.0310387306,0.1554653524,-0.000184281,-0.030391073,0.0116771191,0.1252130641,0.0823263042,0.0116771191,35.0,-0.00603055,-0.04587156,-0.061954632,0.1888073534,0.2112368771,-0.076924915,0.0411576976,0.5802973849,0.0,6.5508563361,-0.40024166,4.538487246,-0.396706307,1.6042897146,5.2758249641,0.8070534579,0.0,0.0,0.0,0.0,1.0,0.180596625,4.0,3.1810640507,-0.21311209,1.7034459853,-0.741719967,0.173975111,-2719.100907,0.0446872923,14.61088134,-0.001945613,0.0118950714,0.0129329669,-0.027785003,0.3674548847,0.0283392614,0.0,-0.000763942,0.3956512336,-0.036467476,4.0,13.25728597,0.267779337,0.0,0.0695230141,0.0193714503,0.0170131288,0.4509541301,0.5928993201,5.1127142e-09,8.4711577e-08,1.1696182433,1.368006835,0.0427170438,0.0217861932,-0.00027588,-0.101630079,0.0022970903522203,-0.028210838901262,-0.0274888558692423,-0.0775193798449612,-0.0493827160493827,-0.0826909600560616,-0.0814035087719298,0.0123743232791957,-0.065,-0.0839748075577326,-0.0934903047091412,-0.0143072289156626,-0.0500725689404933,-0.0374999999999999,-0.0143072289156626,-0.0289317507418398,-0.0194756554307116,-0.0068285280728376,0.0202650038971161,0.013157894736842,-0.0603015075376884,-0.0459183673469388,-0.0120754716981131,-0.0030464584920031,0.0170940170940172,0.0234558248631744,0.1140425531914892,0.0926544240400666,0.1573828470380194,0.0999999999999998,0.1112054329371816,0.1492537313432835,0.2142857142857144,0.2833333333333334,0.3302845528455285,0.364963503649635,0.2783203125,0.3439425051334701,0.2245088868101028,0.203125,0.0307086614173228,-0.0128205128205127,-0.0113293051359516,-0.0053191489361702,0.0258620689655173,0.0115919629057186,-0.0238627889634601,0.1027801179443976
27991,0.5782380881,0.0526399407,-183.1412575,0.0339996597,1.296742199,0.4622776984,0.055496771,0.0595798881,0.0909488902,0.0035305222,0.0683015449,-0.050465567,-1.765696249,0.1455860866,0.0504655668,40.0,-0.0002677,-0.010415047,0.0107114283,-0.037201269,0.0372829817,0.0296490717,0.0412502652,0.4484670784,0.0,0.6243397815,-0.031645146,0.460155996,-0.049840934,459.18358759,8.8355707161,0.0859534656,0.0,0.0,0.0,0.0,0.0,0.2450011563,3.0,-0.760081582,-0.269490257,9.298456801,-11.63237052,0.0545755975,-189.1245894,0.0257826007,15.904199358,0.0003434822,0.01748912,0.0585307533,0.0037243345,0.0008744191,-0.09745252,3.0,-0.000311818,0.5406451881,0.0051508378,5.0,16.493023626,1.7980774999,0.0,0.0149483047,0.0104934809,0.0147245359,0.2814724655,2.1616562594,1.380207e-10,1.5072165e-08,0.3359851507,0.1128860215,0.2245493924,0.0227547571,0.1065682614,0.080304809,0.0774399462455903,0.0393777345649002,0.1274389172086483,0.0528562048588312,0.0480392156862745,0.0061176470588235,0.0009363295880149,-0.0860644058136221,-0.0610452349582784,0.0143919025778902,0.0434358223523669,0.173865300146413,0.1262510974539068,0.1991026360067302,0.1089211618257259,0.157343919162757,0.1463806970509382,0.1734357848518113,0.1525606469002696,0.2186965608968267,0.2120181405895691,0.202023988005997,0.144743887203284,0.1717208622579467,0.1818684355997788,0.0889643463497453,0.1563007030827474,0.1356232294617565,0.0532019704433497,0.1079633788219036,0.1465856274579908,0.2015736230798051,0.2581404472342095,0.2464049747376602,0.2108740796677364,0.2147727272727273,0.2485886704302122,0.1979828165857302,0.2396598376497873,0.2989064398541918,0.3265770423991727,0.3390396659707724,0.3638103338294705,0.3571730850613628,0.3312577833125778,0.3528791394220629,0.407196138657306,0.4937121564974382
10517,0.5521408401,0.0353043669,10.160867257,0.0028064609,0.5565642088,1.2298242129,0.0714429042,0.34461267,1.2669235112,-0.006428444,0.7946735583,0.059381142,1.6258484271,-0.022095183,0.059381142,33.0,-0.000373481,-0.015873016,0.2195476569,0.0463254099,0.7873456697,0.1811418276,0.0732988702,0.3620398304,0.0,0.996734721,-0.341200282,0.9479219439,-0.348756732,109.62345133,11.773209549,1.1418343629,0.0,0.0,1.0,0.0,0.0,2.0627213339,2.0,-73.63416167,-0.059105077,-0.213907741,-3.579763521,-0.500552985,-1320.768744,0.1473165608,14.460911422,0.0036967947,0.0102747391,0.0183692977,0.0264285013,0.0382099557,0.0242433448,0.0,-0.002492384,5.8212871837,-0.277196679,3.0,14.85705475,2.1554364261,0.0,0.0512820594,0.0218502803,0.028382176,0.4457380565,4.3415512456,9.319672e-10,1.0243753e-08,0.9079295997,0.8243361581,-0.142909469,0.0442962749,0.3380660323,-0.258063742,-0.0409030544488712,-0.0235262303948079,-0.0027616680475007,0.0308307165286896,0.0620588235294117,0.2755210173083715,0.2113384770211339,0.1405559065066328,0.1812234216552175,0.2723749119097955,0.4584006462035539,0.4847861842105263,0.4094457455113192,0.3688400303260046,0.0131874298540966,0.0995736906211934,0.2253138785205293,0.1941137566137567,0.1750732183534005,0.3428783934548158,0.2282312925170069,0.2608240223463687,0.2728234050052871,0.3036101083032492,0.3339490210565201,0.259944173063503,0.2891824348446983,0.2855108579565681,0.2577499129223266,0.2590655509065551,0.3231953096372297,0.2178752107925801,0.2768741159830268,0.2581881533101045,0.171261758027895,0.2984537935994247,0.208905256109809,0.2311626321172861,0.2755210173083715,0.3600753295668548,0.3290393816709605,0.3942084942084942,0.2924123120973514,0.3570086433671553,0.3534482758620689,0.3740487062404869,0.3494020926756351,0.43009900990099
20482,0.3170636275,0.0253491825,6.7320035202,0.0200760812,0.2892251877,0.2982248103,0.076671571,-0.039065956,0.2814238819,-0.025878853,0.1102567002,-0.046397872,-1.135386403,0.0541302997,0.0463978724,40.0,-0.001187254,0.115942029,-0.073279019,0.0190579092,0.2608256108,-0.006705003,-0.144809503,0.2821304906,0.0,1.4490125332,-0.284264449,1.198063046,-0.311949657,4.5396860987,5.6461238148,0.1751781791,0.0,0.0,0.0,0.0,1.0,0.4737594851,4.0,-10.05889904,0.0333798774,0.2897054844,-1.124130328,0.1273235422,64777.630797,0.0318276958,17.861439984,-0.003739944,0.0135070822,0.0259040334,0.0011833929,0.147130018,0.0210852245,0.0,0.0002486325,0.1108958203,0.0320990877,5.0,17.929230661,1.0785981755,0.0,0.024024697,0.0209282143,0.0172461861,0.6771063951,8.1505918274,3.161913e-11,1.7015027e-08,0.8100979271,0.6562586515,0.0791514663,0.0214321163,-0.094753745,-0.095378135,-0.1119452417752263,-0.2065496153087394,-0.180521597392013,-0.1724279835390947,-0.1335631193451099,-0.1318799913662853,-0.1509394131306733,-0.1014298480786416,-0.1066192803198579,-0.096382835317906,-0.0773113099334711,-0.0329406107237317,-0.0478219696969697,-0.0451092117758784,-0.0166259168704155,0.0052486878280431,0.038203407330924,0.0444040508958711,0.0110608345902463,0.0971085651936716,0.0493086355335246,0.0531552762503273,0.1004103967168263,0.2118107863814402,0.2067206720672068,0.0980070980070979,0.1530963302752293,0.0968093809653667,0.0893824485373779,0.1387315968289919,0.1902929860905593,0.1871310507674142,-0.3859541984732825,-0.3812307692307692,-0.3859541984732825,-0.4133605600933488,-0.3863289594140983,-0.3934549841652843,-0.3761439429191872,-0.3490856125586664,-0.3519174991943281,-0.3437754935552293,-0.2895248189365836,-0.2572483841181902,-0.2847234572292371,-0.2626947754353803,-0.2533877854093187,-0.2135314822057098
10656,0.3541082673,0.0466408106,8.7636662571,0.0098106869,0.3281321649,0.7618862712,0.1157121445,0.0465614209,0.3147180245,0.0130335048,0.0049616041,0.0524976038,0.7508287788,0.0116215477,0.0524976038,41.0,-0.010622725,0.0,0.0720766633,0.1273451373,1.1332249426,-0.012355123,0.0883065621,0.4459104648,0.0,2.48248,0.0646886857,1.717712,0.158918543,14.610294903,3.1775091209,0.1929173148,0.0,0.0,1.0,0.0,0.0,0.6136079526,7.0,-94.83255299,-0.028469549,0.763145576,-5.900494515,-0.154076999,-1694.349196,0.1242964792,13.405422117,0.0062244446,0.0189842662,0.0365759153,0.0033319101,0.0677107324,0.0011566078,0.0,0.0018214936,0.0595763899,-0.08575567,4.0,13.724229898,1.2899667624,0.0,0.0303571578,0.0196288443,0.0286572163,0.3123526953,1.7841474456,4.0896397e-09,1.8466722e-08,1.4463793473,2.0920132164,-0.030448131,0.0533139941,-0.816192245,0.0239123439,0.2248995983935742,0.1715749039692702,0.1144945188794153,0.164616037335596,0.4164086687306503,0.2477272727272728,0.2821111630079402,0.4149484536082475,0.2649769585253456,0.3071428571428571,0.2071240105540897,0.420807453416149,0.4281997918834548,0.6378281622911692,0.5132304299889745,0.5748709122203097,0.2545703839122486,0.3663514186162269,0.5008201202843083,0.2875234521575984,0.0975609756097559,0.2749651648862052,0.7210031347962382,0.7573623559539053,0.8673469387755102,0.7686855670103092,0.9705671213208902,1.1563236449332286,1.6394230769230766,1.479674796747967,1.636887608069164,1.6293103448275863,1.7313432835820892,1.7532597793380136,1.7395209580838324,1.904761904761905,2.0704697986577183,2.1264236902050118,2.039867109634552,2.2180539273153577,2.05,1.892518440463646,2.311218335343788,2.729619565217391,2.9782608695652173,3.007299270072993,3.329652996845426,4.189035916824197
60038,0.5993273148,0.0727954375,4.6483333333,0.016781408,0.6061979638,1.6298334521,0.1012048506,0.1649407306,0.5888012456,0.0281162137,0.205780976,0.0018997605,0.0292336605,0.0706673604,0.0018997605,40.0,0.0739821015,0.6833333333,0.196981368,0.016649078,0.2452748521,0.0840934796,0.1263533781,0.4834086977,0.0,3.7434745818,-0.351234427,1.5517802513,-0.467258256,46.90376203,5.505057247,0.1778929188,0.0,0.0,0.0,0.0,0.0,1.1311241251,6.0,-0.01300636,0.3055744359,-1.378282649,-0.685318258,0.2064755088,-1921.691363,0.0506976226,10.9311715,0.0002707698,0.0134979479,0.028376631,-0.00180838,0.0533695213,-0.002647585,0.0,-0.002901158,0.3623625781,-0.028153718,3.0,9.2456650532,0.2450803213,0.0,0.0789088532,0.0267144918,0.0248755808,0.7306719647,0.7984109907,5.2719109e-07,3.0000001483,0.4090924353,0.1673566206,0.4092163861,0.0287633219,0.1450665717,-0.060001469,-0.00378612716763,-0.0563987166431239,-0.047817679558011,-0.0425277777777777,-0.065880758807588,-0.0566776135741652,-0.1037701508060322,-0.088097568718749,-0.1378439219609804,-0.0425277777777777,-0.0008985507246376,0.0357271634615383,0.0228189910979228,0.0126028202115158,0.0289253731343284,0.0566830165542613,0.0240344622697565,0.0496680674827942,0.0818895166352793,0.1764163822525597,0.1566778523489933,0.1692333785617368,0.1637069547602971,0.1421139827700464,0.2102879213483146,0.241678674351585,0.3401528759496428,0.3538491751767478,0.3464453125,0.413822805578343,0.3743730013795965,0.4126639344262297,0.5610960144927537,0.5639292196007262,0.5210043244197335,0.4580795262267343,0.5943108233117484,0.5898985239852399,0.6913150147203142,0.6367046533713201,0.6335709275653543,0.6228342749529192,0.7227608956417435,0.7234500000000001,0.8141578947368422,0.7945127030404,0.8373667377398719,0.7785861713106297
10779,0.5066623979,0.0247438712,2.5174689783,0.0,0.0572173436,0.4721764849,0.0988564961,0.0870881463,0.4224201276,0.0055927588,0.4417979255,-0.066132462,-1.446703635,0.0605409196,0.0661324621,37.0,0.0151248433,0.1609195402,0.1460977686,-0.059121517,0.9243369735,0.0359462716,0.0577021006,0.5680344995,0.0,9.1513696696,-0.200719633,5.7308669867,-0.149289252,2.7256006336,9.4828536436,0.8835745752,0.0,0.0,0.0,0.0,0.0,0.4574156588,5.0,3.1123557661,-0.00632099,1.3218168562,0.3280953439,0.1521897264,-5053.580207,0.0446872923,11.132841224,-0.007811047,0.00559352,0.006245949,-0.017611234,0.1960813678,0.0394769377,1.0,-0.007339395,-0.766856379,0.035144843,6.0,9.7517945127,0.1327409997,0.0,0.0796460509,0.0306613302,0.0358469058,1.3980140555,0.5003035423,5.7928087e-06,1.0000002859,1.5055999318,2.2668311548,-0.2618177,0.070729619,0.5144268855,-0.101630079,-0.043478260869565,0.2865497076023393,-0.1075050709939147,-0.1821561338289962,-0.341317365269461,-0.2786885245901638,-0.2914653784219001,-0.1835825880431958,-0.0833333333333332,-0.1146881287726356,-0.2072072072072071,-0.1472868217054262,-0.0833333333333332,0.0731707317073173,0.1398963730569948,0.1458631735201438,0.4012738853503186,0.3968253968253969,0.3968253968253969,0.2865497076023393,0.3056379821958457,0.3056379821958457,0.6730038022813691,0.6666666666666667,0.6923076923076923,0.1,0.4666666666666668,0.3496932515337425,0.8487394957983196,0.9396076702666962,1.0276497695852536,1.6506024096385548,1.6190476190476195,1.6035502958579886,1.6190476190476195,1.4858757062146897,1.3980815347721824,1.75,1.6829268292682928,1.696739396911008,1.9931972789115648,1.699386503067485,2.4375,2.3587786259541987,3.0,2.859649122807018,3.4000000000000004,3.4897959183673475
61487,0.747532739,0.0295174264,-1.622828744,0.0176136307,0.8700829801,8.2257963184,0.0158231976,-0.239393682,0.0896733187,0.0,-0.375191294,-0.103724699,-6.578871201,0.2237087728,0.1037246988,41.0,-0.035834888,0.059683313,0.0473538946,-0.435873321,0.290028396,-0.019230855,0.0181788797,0.6951825688,0.0,1.4883780241,0.1517082946,1.4084209652,0.1826965996,51.541778909,28.423055762,0.129360581,0.0,0.0,0.0,0.0,0.0,0.2597472282,5.0,-1.478145719,-0.099112277,4.7043531323,-2.43079391,0.4772362794,-2686.153114,0.1062765098,12.042226365,-0.004384733,-0.000907024,-0.001888667,-0.954296447,0.3297599385,-0.00498905,0.0,-0.024072211,-0.264568202,0.000555688,3.0,10.94960441,0.2648964754,0.0,0.0569852442,0.0272830318,0.0422154431,0.6889127117,0.6585436732,1.7535199e-07,9.0200365e-08,1.4260950579,2.0337471142,0.0954483655,0.0585077778,-0.048972339,0.0239123439,-0.1010743258057443,-0.1417207452375969,-0.0807174887892376,-0.0442890442890442,-0.1201716738197424,-0.3899717303972623,-0.3869617224880383,-0.2935906271536871,-0.1791791791791792,-0.0742831338902686,-0.0249702734839476,-0.0742831338902686,-0.3749047110840067,-0.3725130088766453,-0.4752335850505567,-0.3515736201170329,-0.4310296974743269,-0.2921270718232044,-0.4429347826086955,-0.3836440168370414,-0.4014598540145985,-0.2834673191191891,-0.2080355418195867,-0.2613943433615564,-0.3257687880282848,-0.3868700463586063,-0.4048483088982436,-0.3454661558109834,-0.1748842825518212,-0.196078431372549,0.0298919869379552,0.1487811711964135,0.1690903906472769,0.1751218114072801,0.3477975016436554,0.3442622950819671,0.168091168091168,-0.0134744947064485,-0.0219465648854961,0.156558533145275,-0.3248806191338712,-0.2829660720531655,-0.0113334940921147,0.075268817204301,0.4084023221462676,0.5477538693846735,0.729957805907173,1.0398009950248754
