firms,roaq,roeq,rsup,cash,cinvest,nincr,sue,aeavol,ear,mom1,mom2,mom3,mom4,mom5,mom6,mom7,mom8,mom9,mom10,mom11,mom12,mom13,mom14,mom15,mom16,mom17,mom18,mom19,mom20,mom21,mom22,mom23,mom24,mom25,mom26,mom27,mom28,mom29,mom30,mom31,mom32,mom33,mom34,mom35,mom36,mom37,mom38,mom39,mom40,mom41,mom42,mom43,mom44,mom45,mom46,mom47,mom48
25881.0,0.0492760751,0.1227224009,0.331340571,0.062377336,-0.263289012,2.0,0.0464233902,0.4356287425,-0.014678031,0.2083333333333332,0.0545454545454544,0.0740740740740741,0.1599999999999999,0.6111111111111112,0.6571428571428573,0.7058823529411764,0.7058823529411764,0.8125,1.2307692307692308,1.0714285714285716,1.5217391304347827,1.9,1.6363636363636362,1.4166666666666663,1.761904761904762,2.411764705882353,2.411764705882353,2.2222222222222223,2.2222222222222223,2.411764705882353,1.761904761904762,2.2222222222222223,1.761904761904762,1.9,1.5217391304347827,1.761904761904762,1.9,2.2222222222222223,3.1428571428571432,3.1428571428571432,1.9,1.4166666666666663,1.5217391304347827,0.8709677419354838,1.4166666666666663,1.3199999999999998,1.1481481481481484,0.6571428571428573,0.7058823529411764,0.4146341463414633,0.4146341463414633,0.3181818181818181,0.288888888888889,0.3809523809523809,0.2340425531914893,0.2083333333333332,0.2083333333333332
50526.0,0.0125641078,0.0494167207,0.5891192092,0.0289595834,0.0005229692,2.0,-0.005937236,-0.435294118,0.0192307699,0.0980392156862746,0.1428571428571428,0.0769230769230768,0.0566037735849056,0.1666666666666667,0.3999999999999999,0.3999999999999999,0.4736842105263157,0.3023255813953489,0.3658536585365854,0.2727272727272727,0.2444444444444444,0.3999999999999999,0.3999999999999999,0.5135135135135136,0.3658536585365854,0.5135135135135136,0.8666666666666667,0.6470588235294117,0.3023255813953489,0.5555555555555556,0.3999999999999999,0.1914893617021276,0.1666666666666667,0.0566037735849056,-0.0175438596491228,0.0,0.0370370370370369,-0.0344827586206896,0.1666666666666667,0.0,-0.1884057971014492,-0.308641975308642,-0.2727272727272727,-0.2533333333333333,-0.1764705882352941,-0.1641791044776119,-0.3,-0.308641975308642,-0.3,-0.3913043478260869,-0.3636363636363636,-0.4285714285714286,-0.3636363636363636,-0.4042553191489362,-0.4166666666666666,-0.4716981132075472,-0.4954954954954955
21020.0,0.0154729138,0.0455506509,0.2199466675,0.1645735569,-0.143836696,2.0,0.0656625542,3.68605066,0.07347624,0.0769230769230768,0.3023255813953489,0.4177215189873418,0.2444444444444444,0.4177215189873418,0.5774647887323943,0.6716417910447761,0.9310344827586208,0.8983050847457628,0.6716417910447761,0.75,0.6716417910447761,0.7230769230769232,0.4545454545454546,0.5135135135135136,0.5342465753424657,0.8360655737704918,1.731707317073171,1.1960784313725492,0.7230769230769232,1.1960784313725492,0.9310344827586208,0.8983050847457628,0.696969696969697,0.4933333333333334,0.3493975903614457,0.3023255813953489,0.1914893617021276,0.4545454545454546,0.6231884057971016,0.3658536585365854,0.0666666666666666,0.1666666666666667,0.3333333333333332,0.2444444444444444,0.2873563218390804,-0.026086956521739,-0.2275862068965517,-0.308641975308642,-0.2380952380952381,-0.282051282051282,-0.4427860696517413,-0.4862385321100917,-0.5066079295154184,-0.4509803921568627,-0.5213675213675213,-0.5371900826446281,-0.6083916083916083
28636.0,0.0263027576,0.0387833017,-0.062129379,0.0570658104,-0.029453353,1.0,0.0069595476,-0.15625,7.62781e-05,0.1,0.0614035087719297,-0.0396825396825396,-0.0396825396825396,-0.0081967213114754,0.1,0.1980198019801979,0.2346938775510203,0.3444444444444445,0.4404761904761904,0.4404761904761904,-0.4068627450980392,-0.2666666666666667,-0.1986754966887417,0.09009009009009,-0.0081967213114754,0.2222222222222223,0.6805555555555556,1.0166666666666666,1.0862068965517242,1.326923076923077,1.8139534883720927,1.42,1.42,1.0508474576271185,0.8333333333333333,0.8059701492537314,0.7285714285714286,1.0166666666666666,1.1607142857142856,1.469387755102041,0.704225352112676,0.3908045977011494,0.5714285714285714,0.3444444444444445,0.9206349206349208,0.5125,0.3152173913043479,0.0341880341880342,-0.1037037037037037,-0.1712328767123287,-0.2754491017964071,-0.2243589743589743,-0.2193548387096774,-0.2965116279069767,-0.2576687116564417,-0.2243589743589743,-0.3529411764705882
49648.0,0.0076188757,0.0378058532,-0.270508203,0.2228321332,0.0880759075,1.0,0.0399626517,-0.251207729,-0.012341772,0.05,-0.0232558139534884,0.024390243902439,-0.1063829787234043,-0.0232558139534884,0.0769230769230768,0.2352941176470588,0.1351351351351351,0.05,-0.0454545454545454,-0.2363636363636363,-0.1923076923076923,-0.2075471698113207,-0.1063829787234043,-0.125,-0.0869565217391304,-0.2222222222222222,0.05,-0.1063829787234043,-0.2363636363636363,-0.2758620689655172,-0.4166666666666666,-0.5333333333333333,-0.4166666666666666,-0.625,-0.6911764705882353,-0.6612903225806452,-0.6470588235294117,-0.641025641025641,-0.5625,-0.65,-0.6612903225806452,-0.7162162162162162,-0.7142857142857143,-0.7062937062937062,-0.6111111111111112,-0.65,-0.6639999999999999,-0.6744186046511628,-0.7083333333333333,-0.6911764705882353,-0.6934306569343065,-0.7341772151898734,-0.7423312883435582,-0.7529411764705882,-0.7704918032786885,-0.7846153846153846,-0.7868020304568528
20482.0,0.0221321983,0.0493819083,0.0316503127,0.0303437528,-0.013348018,1.0,0.0044835947,2.066416402,-0.020597218,-0.0056179775280899,-0.0139275766016713,-0.024793388429752,0.1028037383177569,0.0290697674418605,0.0727272727272727,0.0792682926829269,0.1419354838709676,0.2872727272727273,0.195945945945946,-0.41,-0.419672131147541,-0.4010152284263959,-0.3864818024263431,-0.3644524236983841,-0.2905811623246492,-0.2062780269058296,-0.1280788177339901,-0.0634920634920634,0.0,0.3720930232558139,0.1273885350318471,-0.1365853658536585,-0.1990950226244343,-0.2168141592920354,-0.2027027027027027,-0.1786542923433874,-0.1824480369515011,-0.144927536231884,-0.1127819548872181,-0.2287581699346405,-0.3480662983425414,-0.3152804642166344,-0.3295454545454546,-0.3821989528795811,-0.3295454545454546,-0.3345864661654135,-0.3745583038869258,-0.4225122349102773,-0.3948717948717949,-0.3969335604770017,-0.3678571428571429,-0.3907056798623064,-0.410981697171381,-0.4090150250417362,-0.4425196850393701,-0.4528593508500772,-0.4308681672025723
10057.0,0.0078529616,0.0155125816,-0.315545477,0.044017094,-0.032334517,1.0,-0.00760897,0.3861386139,0.0291986363,-0.0270270270270269,-0.0270270270270269,-0.0886075949367088,-0.0526315789473684,-0.0270270270270269,0.1428571428571428,0.0588235294117647,0.180327868852459,0.1428571428571428,0.0909090909090908,-0.0136986301369863,-0.0649350649350649,-0.0270270270270269,0.0588235294117647,0.1076923076923077,0.1428571428571428,0.0,0.2203389830508475,0.0588235294117647,0.0285714285714284,0.0,-0.0136986301369863,-0.1724137931034483,-0.1818181818181817,-0.1818181818181817,-0.2727272727272727,-0.3271028037383178,-0.3333333333333333,-0.3571428571428571,-0.28,-0.3076923076923077,-0.3898305084745762,-0.3571428571428571,-0.3076923076923077,-0.3739130434782608,-0.2727272727272727,-0.3076923076923077,-0.3571428571428571,-0.3454545454545454,-0.3898305084745762,-0.4545454545454546,-0.4705882352941176,-0.4820143884892086,-0.3846153846153846,-0.4285714285714286,-0.4666666666666667,-0.4929577464788732,-0.424
28695.0,0.0216619318,0.0293692826,0.1025043681,0.2083333333,0.0049257935,1.0,0.015013266,-0.898989899,0.0008403361,0.0,0.0625,0.0625,0.0625,0.1333333333333333,0.4166666666666667,0.4166666666666667,0.2142857142857142,0.3076923076923077,0.2142857142857142,0.0625,0.2142857142857142,0.7,0.5454545454545454,0.7,0.8888888888888888,0.8888888888888888,1.4285714285714284,0.8888888888888888,0.8888888888888888,0.8888888888888888,1.125,0.8888888888888888,0.7,0.8888888888888888,0.7,0.7,0.4166666666666667,0.4166666666666667,1.125,0.8888888888888888,0.4166666666666667,0.4166666666666667,0.3076923076923077,0.1333333333333333,0.7,0.4166666666666667,0.3076923076923077,0.2142857142857142,0.2142857142857142,-0.0555555555555555,0.3076923076923077,0.3076923076923077,0.0625,0.1333333333333333,0.3076923076923077,0.1333333333333333,0.1333333333333333
51510.0,0.0156052299,0.0294664189,0.0341151596,0.0591295084,0.007931131,0.0,0.0079195906,-0.466887417,-0.049207184,0.0208333333333332,-0.1403508771929824,-0.125,-0.1833333333333333,-0.1551724137931034,0.3611111111111111,0.2894736842105263,0.2564102564102564,0.75,1.1304347826086958,1.227272727272727,1.227272727272727,1.5789473684210529,1.1304347826086958,0.8846153846153846,2.2666666666666666,2.2666666666666666,2.0625,1.8823529411764703,1.8823529411764703,2.2666666666666666,1.5789473684210529,1.227272727272727,1.0416666666666663,0.8846153846153846,1.227272727272727,0.75,0.75,0.6333333333333333,0.96,0.4848484848484848,0.0888888888888888,0.2564102564102564,0.2894736842105263,0.0425531914893617,0.4411764705882353,0.4848484848484848,0.3611111111111111,-0.3,-0.4024390243902439,-0.5585585585585586,-0.6474820143884892,-0.5847457627118644,-0.6597222222222222,-0.6975308641975309,-0.6838709677419355,-0.7262569832402235,-0.7655502392344498
17224.0,0.0118278668,0.0225179665,0.1059184568,0.0113290452,-0.004391234,1.0,0.0032441911,0.5646258503,-0.091412468,0.0810810810810811,0.0526315789473683,-0.0476190476190476,-0.1111111111111111,0.0810810810810811,0.2903225806451612,0.3793103448275863,0.4285714285714286,0.2903225806451612,0.1764705882352941,0.0256410256410255,0.6000000000000001,0.6000000000000001,0.7391304347826086,0.5384615384615385,1.0,0.9047619047619048,1.5,1.5,0.6666666666666667,0.5384615384615385,0.3333333333333332,0.25,0.2121212121212121,0.2121212121212121,0.1428571428571428,0.0526315789473683,0.1111111111111111,-0.0476190476190476,0.2121212121212121,0.0,-0.2307692307692307,-0.2592592592592593,-0.1666666666666666,-0.2727272727272727,-0.1111111111111111,-0.1666666666666666,-0.2727272727272727,-0.2592592592592593,-0.3333333333333333,-0.3650793650793651,-0.3333333333333333,-0.375,-0.3650793650793651,-0.3846153846153846,-0.4202898550724637,-0.4029850746268657,-0.4117647058823529
