firms,bm,ep,cashpr,dy,lev,sp,roic,agr,gma,chcsho,lgr,age,chinv,hire,sgr,pchsale_pchrect,pchgm_pchsale,depr,pchdepr,invest,egr,tang,sin,currat,pchcurrat,quick,pchquick,salecash,salerec,cashdebt,divi,divo,securedind,convind,rd,operprof,ps,chpmia,chempia,bm_ia,pchcapx_ia,mve_ia,herf,mve,chtx,roaq,roeq,rsup,cash,cinvest,nincr,sue,aeavol,ear,ms,dolvol,turn,IPO,maxret,retvol,baspread,std_dolvol,std_turn,ill,zerotrade,beta,betasq,pricedelay,idiovol,chmom,indmom
54594,0.9021367317,0.0491384659,-10.48222174,0.0242815246,0.9589624468,2.3182531727,0.0640554034,-0.052826054,0.2165242011,0.002680067,-0.099234588,27.0,-0.021385423,-0.137931034,-0.146512902,-0.043971374,-0.014458933,0.1705767306,0.0212786206,-0.02110667,0.0020529284,0.4698921428,0.0,3.8746969504,0.2414987778,1.3179947684,0.2320106305,63.310522123,7.5898755936,0.0972527437,0.0,0.0,1.0,0.0,0.0,0.4081027348,4.0,0.0177812473,-0.217905121,1.6852139176,-12.48702816,86.394327317,0.1431514131,12.520781172,-0.049005034,-0.071830962,-0.160177805,-0.303351817,0.0743886935,-0.012745024,0.0,-0.023300613,0.367767965,0.0022189543,4.0,12.812043599,1.1713948871,0.0,0.0851064101,0.038913235,0.0525104085,0.5377242837,1.978415865,3.5023342e-08,3.0404269e-08,1.4672632129,2.1528613359,-0.063364302,0.0774333258,0.6064936919,0.1531575221
11624,0.2029184114,0.0195152899,32.663571819,0.0,0.0355538637,0.2278644842,0.1216176384,0.3078458362,0.7556090847,0.0424603175,1.4818423384,18.0,0.0381713536,0.4838709677,0.4435691318,0.3864492606,0.7539889146,0.1992805755,6.5383059995,0.4030970406,0.2122498484,0.5409272746,0.0,2.9125624554,-0.556237542,2.022840828,-0.565447247,9.807755325,6.8333333333,1.6861447623,0.0,0.0,0.0,0.0,0.0,0.8322468163,6.0,-0.544535759,0.3596079039,0.1763888061,-1.592303824,-3846.98686,0.0244816592,10.801970666,-0.006632591,0.0215080104,0.0264123699,0.0163366994,0.0717166566,-0.069266806,3.0,-0.002639005,0.0550556483,-0.020270695,6.0,9.6349542989,0.2541117389,0.0,0.0228080768,0.0212283901,0.0360833803,0.6762606254,0.9113097052,3.813814e-07,8.0246114e-08,0.7339627834,0.5387013674,-0.965720851,0.0996291421,-0.029433425,-0.182610773
11790,0.5609353405,0.0800169337,2.7393996473,0.0350030506,0.3312440078,0.2719808748,-0.025852564,0.0127660056,0.09391325,0.0024188958,-0.09304387,27.0,0.0074829359,0.0416666667,0.2108425721,0.3372944526,0.1372340389,0.0671279742,0.3750284939,0.0161808272,0.0877009996,0.5697451293,0.0,7.976205955,0.7405040602,4.953582109,0.7643286708,2.1885620391,4.322041947,0.3291213467,0.0,0.0,0.0,0.0,0.0,0.1294799363,6.0,0.0584156707,0.1529680495,-0.367341472,-0.165580335,-477.3751914,0.2248013571,12.244977182,-0.000557261,0.0167695691,0.0266723492,-0.006487205,0.1491833051,0.1444914507,0.0,0.0103073445,-0.595844579,-0.012700942,5.0,10.437340606,0.1671613663,0.0,0.0158171821,0.010362587,0.0164876578,1.0679907654,1.4477872488,1.1624803e-07,1.1651231e-07,0.3360857572,0.1129536362,0.3576091047,0.0546398277,-0.077329902,0.2021760008
12320,1.6128917401,-0.518459409,-14.47006542,0.0328828178,4.7917875337,7.3916245857,-0.010004305,-0.045163681,0.1660435566,0.0203426124,0.0577809834,27.0,-0.0411447,-0.116997792,-0.133106255,0.1095178912,-0.152748723,0.1399220775,-0.038082889,0.0626183944,-0.259320056,0.4850563801,0.0,1.1407864999,-0.204066275,0.7023881272,-0.14611745,35.336292637,8.2190566389,-0.009673312,0.0,0.0,1.0,0.0,0.0,0.3990471549,2.0,3.904208253,-0.116204095,46.225378537,-0.020821271,-3677.86942,0.0686654204,10.580285798,-0.003841943,-0.007911661,-0.031416649,-0.962061327,0.018624183,-0.073734631,2.0,-0.02,-0.499841722,-0.041406324,2.0,9.3101449622,0.4816490699,0.0,0.2024169415,0.0916047137,0.0846889574,0.8843820097,2.6884821848,1.2481704e-06,3.6040268e-08,0.41189285,0.1696557199,-0.579978773,0.0701537653,0.2220613355,0.2641206282
13056,1.2629432111,-0.111766476,-29.07244317,0.0475260489,2.0079010926,3.0377668249,0.0614279974,0.0770819342,0.642418952,-0.015979541,0.3155189906,27.0,0.0442779113,0.1315789474,0.1579497581,0.2584337133,-0.032986009,0.2054892411,0.4289106466,0.072582301,-0.163860745,0.2890220831,0.0,1.084996504,-0.425813909,0.7563478544,-0.482451652,48.728289257,6.4995948743,0.0036745135,0.0,0.0,0.0,0.0,0.0,1.2473644834,4.0,-1.630835181,0.1124343907,1.3486614479,4.8020478323,-112.7126727,0.0421158232,13.899344381,-0.004828384,0.0023307883,0.0071701462,-0.217504551,0.0157459074,-0.012036447,3.0,0.0038314176,3.6818092011,-0.039143229,1.0,15.39843403,3.1588964811,0.0,0.0430215411,0.026784148,0.0476695733,0.669269123,10.071841025,1.6564578e-09,7.3340638e-09,0.6269454497,0.3930605969,0.1140316636,0.0663556762,-0.06287674,0.078544665
50091,0.7948172098,0.1079527446,-8.034418913,0.0192821401,1.0928478826,2.1457305625,0.0494971135,0.0138593664,0.3275521529,0.0010338589,-0.051300761,27.0,0.0208898746,-0.064516129,0.0013347595,0.0298998598,-0.008285981,0.1277974774,0.0296128358,0.0427819893,0.119591076,0.4888846747,0.0,2.4328224285,0.182854725,1.5855811313,0.1212111555,48.731418471,4.0554856836,0.1607830085,0.0,0.0,0.0,0.0,1.0,0.8016554295,5.0,-1.210643207,-0.102595182,0.3694029835,-1.642817964,-766.7481516,0.1011532727,12.552702935,0.0017180515,0.0214876762,0.0537098755,-0.057492298,0.0233260493,-0.020971697,3.0,0.0001507159,0.0827478532,0.0055708219,3.0,11.727707715,0.5144316731,0.0,0.0353642628,0.0129539055,0.0140495805,0.8511653966,1.7631191959,1.9268173e-08,4.246399e-08,0.7764508664,0.6028759479,0.0968517201,0.0491951741,0.0070109338,0.2978563647
14286,0.5918698691,-0.098970204,-4.313880427,0.018537857,1.1969113735,2.4121776646,0.0207344492,-0.108895953,0.2779513982,0.0293971101,-0.101939971,27.0,-0.040031912,-0.105263158,0.369417711,0.1937681512,-0.233809566,0.1539860888,0.1323556734,-0.067972412,-0.135630956,0.4185832023,0.0,2.4408268734,0.0300399767,1.301464255,0.1063680953,30.127189642,7.2250228311,-0.00887089,0.0,0.0,1.0,1.0,1.0,0.7432540743,4.0,-3.165732669,-0.501953646,3.1304459313,-2.42839875,-7536.966544,0.0294348519,9.7594295202,-0.001230188,-0.022025396,-0.042711658,-0.513477661,0.0334793891,-7.962314636,0.0,-0.004934734,-0.897731465,0.0387031846,4.0,8.2313414223,0.3168175322,0.0,0.0769230872,0.0413870278,0.0345491135,1.2746431594,0.5743567811,1.37612e-05,7.3500002482,0.8892442667,0.7907553658,-2.485877358,0.1737311004,-0.864390292,-0.276259219
14526,0.6246976623,0.0562847994,-19.42652351,0.0245764179,1.1980140135,3.644757758,0.0666394075,-0.10074737,0.4431554139,0.0029557005,-0.171805744,27.0,-0.060733197,-0.076826983,0.0294019665,0.0582112161,0.0353757658,0.2319147927,0.3066778558,-0.121229378,0.0763580408,0.4451643551,0.0,1.2747004082,-0.195089071,0.9805001564,-0.092186848,184.51695457,7.1232741374,0.1516162792,0.0,0.0,1.0,0.0,0.0,1.4530964202,7.0,-0.037204649,-0.109672275,9.0160832411,-0.843649172,-482.0101737,0.0496109426,12.920771683,0.0011619739,0.0136968643,0.0361555356,0.0068717006,0.0104855397,0.0134521406,0.0,0.0019417476,-0.350170189,-0.133465901,2.0,12.978608114,1.2645632774,0.0,0.105623126,0.0449782768,0.0748491772,0.7365774723,6.601611001,2.4821408e-08,1.5900277e-08,0.0578215572,0.0033433325,0.6136117025,0.0854295349,-0.363467506,0.063318421
11581,-0.822296489,0.1433020234,5.7615323492,0.0,2.8387980799,2.8356737369,0.2247993117,-0.17810164,0.4354826719,-0.658858502,-0.168063373,15.0,-0.028592979,0.0295081967,-0.282446601,0.2454845608,-0.011496304,0.479079074,0.0445835881,-0.065717623,-0.14237673,0.3443574884,0.0,1.1116410436,-0.311108219,0.6888195009,-0.361138447,18.149393688,8.7671499518,0.0814566183,0.0,1.0,1.0,0.0,1.0,-0.816108742,4.0,1.6409664422,-0.023110344,0.2320159807,-0.448023889,-1527.413411,0.0310388259,13.077290172,-0.000766618,0.0133200668,-0.032664539,-0.029639248,0.0740408136,0.0242618708,0.0,-0.000179211,1.5127431976,0.0871548532,4.0,13.427756665,1.4487013547,0.0,0.0360360965,0.0185366203,0.019535934,0.7997796842,7.8876954757,5.4526812e-09,1.3665388e-08,0.9016661592,0.8130018626,0.3322232951,0.0733509399,-0.814874387,0.0098379322
15203,0.7267453837,-0.98135346,-296.2216428,0.0,2.0562280102,4.486952366,-0.04369723,-0.369104324,0.240590268,0.0334394904,-0.249812115,27.0,-0.200302801,-0.306569343,-0.234591328,0.072696426,0.1293464509,0.4188191882,0.647733518,-0.234799664,-0.564874198,0.563819393,0.0,1.2017376563,-0.119563167,0.2078830261,-0.08041646,1428.2715405,11.812364425,-0.331157678,0.0,0.0,1.0,0.0,0.0,0.5340404539,4.0,1.5656985089,-0.359187884,1.781057853,-2.424256206,-1694.941881,0.0310388259,8.651216979,-0.045390866,-0.191547912,-0.52491247,-0.216293269,0.000592154,-0.176546506,0.0,0.0580901922,-0.487087195,0.0530302599,2.0,5.5622189455,0.0918472652,0.0,0.1091549993,0.0556865425,0.0391312786,1.4709507178,2.0564449798,6.04985e-05,8.4000001283,0.1352848386,0.0183019876,1.2070376769,0.0640813708,0.979738528,0.0098379322
