firms,bm,ep,cashpr,dy,lev,sp,roic,agr,gma,chcsho,lgr,acc,pctacc,cfp,absacc,age,chinv,hire,sgr,pchsale_pchrect,pchgm_pchsale,depr,pchdepr,invest,egr,tang,sin,currat,pchcurrat,quick,pchquick,salecash,salerec,cashdebt,divi,divo,securedind,convind,rd,operprof,ps,chpmia,chatoia,chempia,bm_ia,pchcapx_ia,tb,cfp_ia,mve_ia,herf,mve,roaq,roeq,rsup,cash,cinvest,nincr,sue,aeavol,ear,ms,dolvol,turn,IPO,maxret,retvol,baspread,std_dolvol,std_turn,ill,zerotrade,beta,betasq,pricedelay,idiovol,chmom,indmom,mom1,mom2,mom3,mom4,mom5,mom6,mom7,mom8,mom9,mom10,mom11,mom12,mom13,mom14,mom15,mom16,mom17,mom18,mom19,mom20,mom21,mom22,mom23,mom24,mom25,mom26,mom27,mom28,mom29,mom30,mom31,mom32,mom33,mom34,mom35,mom36,mom37,mom38,mom39,mom40,mom41,mom42,mom43,mom44,mom45,mom46,mom47,mom48
39116,2.3009927837,-0.313434757,-42.26098243,0.0,0.8318445869,3.6280450657,-0.122189638,-0.095130462,0.2006106749,0.0,-0.018785425,0.0706746883,0.7435392028,-0.546485786,0.0706746883,8.0,-0.034036264,-0.15,-0.012056751,-0.144048015,0.0921165288,0.0986972147,-0.296695157,0.1007018796,-0.119886572,0.5863653753,0.0,3.1138211382,-0.224817907,1.7245101959,-0.237302078,84.428115016,4.4335206778,-0.193640674,0.0,0.0,1.0,0.0,0.0,0.2650317702,3.0,-0.040721059,0.2431688436,-0.083227918,-32.0147382,-0.795294249,-0.505840402,-5.812403298,-62.26848877,0.0624425817,9.9475702253,0.0113746036,0.014988645,-0.005148403,0.0137166396,0.4138599632,1.0,0.0910924052,0.5912518854,0.1832426898,0.0,9.1563592581,0.7699493454,0.0,0.1724137962,0.0507434678,0.0503694806,1.0304939217,6.7464936633,5.0239184e-07,1.5664416e-08,1.7387786895,3.0233513309,-0.072772883,0.0684683389,0.2330434941,1.0045358097,0.0952380952380953,0.0952380952380953,0.0952380952380953,0.0952380952380953,0.0,-0.0416666666666666,-0.0416666666666666,0.1499999999999999,0.0454545454545454,0.0952380952380953,0.1499999999999999,0.2105263157894736,0.2777777777777777,-0.0416666666666666,-0.1153846153846154,-0.1785714285714286,-0.2068965517241379,-0.2580645161290322,-0.2333333333333332,-0.2068965517241379,-0.2580645161290322,-0.303030303030303,-0.425,-0.425,-0.3428571428571428,-0.3947368421052631,-0.1785714285714286,-0.0416666666666666,0.2777777777777777,0.3529411764705883,0.3529411764705883,0.0454545454545454,0.0,0.0952380952380953,0.2105263157894736,0.2777777777777777,-0.0416666666666666,0.0,0.2777777777777777,0.0952380952380953,0.0454545454545454,0.0454545454545454,0.0,0.2105263157894736,0.0952380952380953,0.1499999999999999,0.0952380952380953,0.0952380952380953
50032,0.605782781,0.1229820834,-1.239463168,0.0331897891,1.1950023783,8.8297320438,0.146947615,0.1317370807,1.2741466697,0.0022909507,0.126324951,0.0596664637,0.8228268493,0.0217891232,0.0596664637,8.0,0.0386607692,0.0714285714,0.1452528488,-0.323599915,7.23748e-05,0.1180863301,0.0165421472,0.1164680917,0.1425673219,0.5739666801,0.0,1.5112495802,-0.040257147,0.6395035011,0.0203391477,39.402827935,73.511943735,0.1935277832,0.0,0.0,1.0,0.0,0.0,3.7254062279,5.0,0.001971319,0.090280411,0.0478015198,-0.74583656,-0.173682408,0.722216159,-0.750355115,246.8469702,0.0638720064,13.538249992,0.0168894804,0.0485488941,0.1357262711,0.1794930751,0.0047266464,0.0,0.0022805978,-0.782653832,0.010688019,4.0,12.703885975,0.2040127623,0.0,0.0247933883,0.0110607866,0.0133179185,0.5130453194,0.4105035931,1.4877855e-08,1.0627282e-07,0.4240961403,0.1798575362,0.2779246996,0.0345826501,-0.783999632,1.2638013528,0.0683229813664596,0.2285714285714286,0.2285714285714286,0.2835820895522387,0.5357142857142858,0.4700854700854702,0.5565610859728507,0.5852534562211982,0.6226415094339623,0.6226415094339623,0.4700854700854702,0.6618357487922706,0.82010582010582,0.7916666666666667,0.7916666666666667,0.6226415094339623,0.7916666666666667,0.7823834196891191,0.764102564102564,0.9435028248587572,1.0,1.123456790123457,1.1772151898734178,1.123456790123457,1.0355029585798818,0.8494623655913978,0.9545454545454546,1.123456790123457,1.1104294478527603,1.3401360544217686,1.356164383561644,0.1780821917808219,0.0749999999999999,0.1278688524590163,0.2241992882562278,0.131578947368421,-0.0364145658263305,-0.0309859154929577,0.0617283950617284,0.1096774193548386,0.1428571428571428,0.2198581560283687,0.0817610062893081,0.0886075949367088,0.0749999999999999,0.1661016949152542,0.2329749103942653,0.2329749103942653
17304,1.495557487,0.1655502011,-57.40149389,0.0663179127,2.5842301682,5.3072453514,0.0963156361,0.3450400242,0.6311528326,0.0043689802,0.5955366658,0.1422561018,3.0595707105,-0.340962345,0.1422561018,8.0,0.0826371632,0.1403508772,0.2318253831,-0.082251052,0.0602619186,0.0563285595,-0.141974081,0.2684139063,0.0591704274,0.5792401873,0.0,1.6464301541,-0.345932841,1.041303148,-0.410287807,155.8141851,3.8935657382,0.1238846127,0.0,0.0,0.0,0.0,0.0,1.2675285373,3.0,0.0056998793,0.0453354244,0.1197478758,0.0509924792,0.1981690616,-0.825776339,-0.637865689,193.47668624,0.1009787408,13.812310819,0.0062534905,0.0159520216,0.1530240361,0.0091020496,-0.054909295,2.0,0.0037074396,-0.257446573,0.0346310567,4.0,13.155070616,0.6960920865,0.0,0.0468319543,0.0167411664,0.0165263738,1.2721533361,10.196468356,6.6453721e-09,1.7588632e-08,0.7934697958,0.6295943168,0.19114543,0.0346639743,0.0670464594,1.0309791853,0.1688311688311687,0.1946902654867257,0.25,0.1739130434782609,0.1999999999999999,0.0843373493975903,0.1894273127753303,0.2053571428571428,0.2796208530805686,0.291866028708134,0.2980769230769231,0.2053571428571428,0.2980769230769231,0.25,0.1790393013100437,0.1739130434782609,0.1894273127753303,0.2796208530805686,0.4673913043478261,0.588235294117647,0.569767441860465,0.6167664670658684,0.7307692307692308,0.6071428571428572,0.4754098360655738,0.4361702127659574,0.3500000000000001,0.5340909090909092,0.5,0.5083798882681565,0.6666666666666667,0.6666666666666667,0.4835164835164836,0.4136125654450262,0.3775510204081633,0.3846153846153846,0.3106796116504855,0.3106796116504855,0.3775510204081633,0.35678391959799,0.4516129032258065,0.4835164835164836,0.569767441860465,0.5976331360946745,0.4917127071823204,0.5517241379310345,0.4673913043478261,0.4835164835164836
47730,0.7279873025,0.0969574147,-2.065873046,0.0311874306,0.4589588864,4.2604022371,0.1758080191,0.1482004234,0.7540714402,0.0140018067,0.2170839689,0.0143283129,0.1640862393,0.0810480371,0.0143283129,8.0,-0.006772465,0.0,0.1129982224,-0.008666753,0.0032402009,0.2927856767,0.0203799329,0.0348379567,0.1086422391,0.5287545152,0.0,2.0749274176,-0.179039728,1.8007518797,-0.149764888,69.874827428,7.4237520168,0.362559361,0.0,0.0,0.0,0.0,0.0,1.1662429228,3.0,0.042973664,0.0282161576,-0.065950137,0.2355888513,-0.112360441,-0.189773667,1.2430514701,-289.8738777,0.2120884706,11.53157056,0.0242636643,0.0396377346,0.0598635926,0.0513687296,-0.011031804,3.0,0.0035073584,-0.095550693,-0.017165058,4.0,10.469369382,0.3798495645,0.0,0.043103449,0.0154191879,0.0188195198,0.8598394705,0.8828497522,1.765123e-07,1.0551378e-07,0.856380732,0.7333879582,-0.070319336,0.0358045902,-0.200103972,0.9756634749,0.1339285714285714,0.3510638297872339,0.2959183673469387,0.3229166666666667,0.4853801169590643,0.3956043956043955,0.5874999999999999,0.4941176470588235,0.5679012345679013,0.5487804878048781,0.6933333333333334,0.7397260273972603,0.9538461538461538,0.7887323943661972,0.6493506493506493,0.5487804878048781,0.5679012345679013,0.4597701149425288,0.5029585798816567,0.6821192052980132,1.0158730158730158,1.032,0.8405797101449275,0.9097744360902256,0.9538461538461538,1.134453781512605,1.0991735537190084,1.3962264150943398,1.309090909090909,1.3518518518518516,1.309090909090909,1.081967213114754,1.0158730158730158,1.1896551724137931,1.2678571428571428,1.309090909090909,1.0483870967741935,1.0158730158730158,1.309090909090909,1.3738317757009346,1.330275229357798,1.2678571428571428,1.134453781512605,1.2280701754385963,1.152542372881356,1.2678571428571428,1.134453781512605,1.2678571428571428
48581,0.7703825636,0.1381618656,-1.325741694,0.0130224051,1.3370156988,1.9678463649,0.1849998727,0.0443327267,0.3766266103,0.0028889806,-0.031026042,0.0305420548,0.4647427412,0.0739521414,0.0305420548,8.0,0.0003711909,0.0,0.144084558,0.328482666,0.033294144,0.0888086886,0.0906584635,0.0305728632,0.1990624763,0.433110884,0.0,1.6225187796,0.0455676507,1.2990893449,0.0259539701,10.252715838,13.18206322,0.172609564,0.0,0.0,1.0,1.0,0.0,1.0268541714,6.0,0.0752391468,0.0750125841,0.0565596069,-1.31133854,-0.382533202,0.4758632576,0.2512891657,-60.37745659,0.1851852985,12.040563957,0.0224345328,0.0625504503,0.0229713259,0.0870303273,0.0435504619,3.0,0.0053558242,1.3070450656,0.0478028636,4.0,12.674689376,1.1221536351,0.0,0.0442804433,0.0205376683,0.0200008076,0.9233384991,2.8299336383,3.2944276e-08,2.8078203e-08,1.7362334829,3.0145067071,0.0438025908,0.0543052411,-0.191789926,0.5279395185,0.1358024691358024,0.2348993288590604,0.3629629629629629,0.2185430463576159,0.2185430463576159,0.2777777777777777,0.3049645390070923,0.3834586466165413,0.546218487394958,0.5862068965517242,0.5333333333333334,0.546218487394958,0.8400000000000001,0.6880733944954129,0.4045801526717556,0.2432432432432432,0.0823529411764705,0.295774647887324,0.4959349593495934,0.5206611570247934,0.5206611570247934,0.3142857142857143,-0.242798353909465,-0.2459016393442623,-0.1111111111111111,-0.031578947368421,0.0823529411764705,0.4488188976377953,0.3629629629629629,0.2867132867132866,0.6428571428571428,0.3142857142857143,0.5862068965517242,0.9166666666666669,0.9574468085106382,1.216867469879518,0.8217821782178218,0.6576576576576576,0.6140350877192982,0.5081967213114753,0.7358490566037736,0.546218487394958,0.6576576576576576,0.7864077669902914,0.8585858585858586,1.164705882352941,0.936842105263158,1.2999999999999998
44652,1.0995236269,0.245090348,-13.43967659,0.0725148804,3.6017293254,26.944242357,0.102277665,0.0489840618,1.251361184,0.0024434942,0.0189159347,0.0729070101,1.4961116619,-0.12159218,0.0729070101,7.0,0.0203357843,0.0191082803,0.1054073727,0.0475462503,0.0267570836,0.1253319476,0.0521396568,0.0850786393,0.1874989749,0.5402112328,0.0,1.314914007,0.038321413,0.2333020444,0.1674985038,133.86501424,181.27272727,0.1546584211,0.0,0.0,1.0,0.0,0.0,5.1042382589,6.0,0.0028041835,0.1601171853,-0.004518771,-0.252095715,-0.398692771,0.605354042,-0.893736418,116.03989508,0.0638720064,13.576202373,0.0114133952,0.0363332787,0.0886844021,0.0346506668,0.0063742912,0.0,0.0097898782,8.8085606773,0.0821342338,0.0,12.332016733,0.3309545655,0.0,0.0448717959,0.012761945,0.0122546962,0.779036006,1.2980468687,1.0881379e-08,7.8176804e-08,0.4519432917,0.2042527389,0.3433523369,0.0412685479,-0.587639264,1.2638013528,0.1450892857142858,0.2857142857142858,0.401639344262295,0.425,0.6182965299684542,0.6495176848874598,0.7689655172413794,1.0196850393700787,1.397196261682243,1.1737288135593222,1.331818181818182,1.5396039603960396,1.85,1.7880434782608696,1.5909090909090908,1.4545454545454546,1.5778894472361809,1.386046511627907,1.5147058823529411,1.834254143646409,1.7433155080213902,2.0,1.5270935960591134,1.3004484304932735,1.2799999999999998,1.375,1.220779220779221,1.25,1.5147058823529411,1.728723404255319,2.07185628742515,1.4198113207547172,1.25,1.408450704225352,1.3640552995391704,1.2304347826086954,1.0196850393700787,0.9961089494163424,1.397196261682243,1.671875,1.4545454545454546,1.5147058823529411,1.5147058823529411,1.5909090909090908,1.375,1.321266968325792,1.4198113207547172,1.5147058823529411
44548,0.706790062,0.1344847679,-2.463847566,0.0188289512,1.071854979,4.777162291,0.0510242237,0.0828838636,0.8681857918,0.5,0.0197041161,0.1394056019,1.773166801,-0.103979158,0.1394056019,8.0,0.1192834913,0.347826087,0.1470659984,-0.093623384,-0.003176572,0.1054016279,-0.001144847,0.1938080393,0.1951850834,0.5498223512,0.0,3.0537995741,0.0291469578,0.6262643066,-0.354940647,42.571463061,56.308797701,0.1757728505,0.0,0.0,1.0,0.0,0.0,2.3236897563,5.0,0.0110030997,0.2649421564,0.3272230856,-0.737774946,0.3096826054,-0.728193028,-0.400882501,-266.267077,0.1009787408,12.35303685,0.0184704702,0.0460405928,0.1529836689,0.1035207113,0.002164095,2.0,0.0070914609,1.4163265306,0.0745546203,5.0,10.79691899,0.3859689922,0.0,0.0654205605,0.0266711115,0.0191718434,0.8449636118,1.7564933084,6.7076936e-08,4.6464385e-08,0.8792444791,0.773070854,0.0210642395,0.0499551284,0.0076121684,1.0309791853,0.0931372549019606,0.1989247311827957,0.2252747252747253,0.131979695431472,0.1494845360824741,0.1494845360824741,0.2670454545454546,0.2119565217391303,0.3117647058823529,0.3353293413173652,0.2670454545454546,0.3353293413173652,0.5704225352112675,-0.0387931034482759,-0.1520912547528516,-0.1423076923076923,-0.138996138996139,0.0324074074074074,0.0136363636363636,0.1149999999999999,0.3273809523809523,0.5273972602739727,0.4866666666666666,0.6518518518518519,0.5486111111111112,0.6893939393939394,0.8429752066115703,0.9910714285714286,0.7983870967741935,0.9224137931034482,1.1442307692307692,0.7421875,0.6397058823529411,0.8278688524590163,0.9561403508771932,1.372340425531915,1.009009009009009,1.1442307692307692,1.3229166666666663,1.3978494623655917,1.3978494623655917,1.23,1.1442307692307692,1.372340425531915,1.2525252525252526,1.2755102040816326,1.5340909090909092,1.7530864197530862
45583,0.4787332609,0.0787368238,4.9546443217,0.0207067621,0.3152619281,1.3201593237,0.1877467293,0.0942699039,0.6037509688,0.0001622586,0.0344560588,0.0486022653,0.4701132201,0.041721602,0.0486022653,8.0,0.0331359521,-0.01754386,0.1133210246,0.1086414367,0.0399265782,0.1514204432,0.017727231,0.0900881415,0.1380245259,0.6106271228,0.0,5.3935710582,0.0381534497,2.3633273806,0.0425946974,17.595841342,7.0006604331,0.3338830743,0.0,0.0,1.0,0.0,0.0,1.0066223102,6.0,0.0117785299,0.0230569255,-0.032807692,-0.829590122,9.4729000469,0.5682272419,0.0646315762,74.313672451,0.1594209882,12.494922473,0.0288450373,0.047797419,0.0053663657,0.1784891275,0.0141497276,3.0,0.0026803614,-0.482421567,0.0287905945,3.0,11.588174393,0.6624846781,0.0,0.0796019882,0.0262316505,0.0266943704,0.8748917993,2.1910905134,6.74678e-08,4.934042e-08,1.1379996867,1.295043287,0.0392497879,0.0572781806,-0.538937077,0.9273274921,0.1794871794871795,0.1979166666666667,0.4024390243902438,0.3855421686746987,0.5032679738562091,0.5333333333333334,0.513157894736842,0.270718232044199,0.1616161616161615,0.2777777777777777,0.2041884816753927,0.393939393939394,0.811023622047244,0.7829457364341086,0.6428571428571428,0.6911764705882353,0.6911764705882353,1.1100917431192658,1.2999999999999998,1.6136363636363638,1.3958333333333337,1.3958333333333337,1.2115384615384617,1.0535714285714284,1.7058823529411766,1.5274725274725274,1.804878048780488,2.7096774193548385,2.7704918032786887,3.2592592592592595,3.5098039215686274,3.0350877192982457,2.7704918032786887,3.423076923076924,3.5098039215686274,3.791666666666667,3.3396226415094343,2.9655172413793105,3.693877551020409,3.693877551020409,3.693877551020409,3.791666666666667,3.893617021276596,4.0,3.6,3.423076923076924,3.893617021276596,4.227272727272728
57920,0.5444780041,0.0932006505,-0.224002271,0.013734954,0.7896388669,3.0982057852,0.1329309673,0.1680277222,0.6179023773,1.0,0.1841461834,0.121590999,1.6153180441,-0.057348042,0.121590999,8.0,0.071490724,-0.019230769,0.2180786123,0.0970871442,-0.097444476,0.1854566979,0.1019384982,0.100099368,0.1454162021,0.6218653898,0.0,2.5141481481,0.0728656216,1.176345679,0.0903290983,29.080737616,7.0567679286,0.1602031613,0.0,0.0,1.0,1.0,0.0,1.4188199932,3.0,-0.381613994,0.2500361737,-0.002382351,0.5544298371,-1.167793137,0.9872347145,-1.884328778,105.4696552,0.5375397949,12.70566845,0.0133137564,0.0326222674,0.00281518,0.0680524153,-0.006295056,0.0,-0.005658878,1.0996017572,0.00327079,5.0,12.581945868,0.9528732354,0.0,0.046875,0.0216557668,0.0345517746,0.6002110812,2.1681142844,2.8305118e-08,4.225106e-08,1.6113665657,2.5965022091,0.0490368418,0.0549404268,-0.199154541,0.6450754101,0.25,0.238938053097345,0.4141414141414141,0.4432989690721649,0.2727272727272727,0.1570247933884296,0.2173913043478261,0.1666666666666667,0.3592233009708738,0.1200000000000001,0.1382113821138211,0.1475409836065573,0.1666666666666667,0.0526315789473683,-0.5035460992907801,-0.5569620253164558,-0.5172413793103448,-0.4776119402985075,-0.5394736842105263,-0.4488188976377952,-0.3805309734513274,-0.4814814814814815,-0.5439739413680782,-0.4117647058823529,-0.2631578947368421,-0.5906432748538012,-0.5035460992907801,-0.3777777777777777,-0.4354838709677419,-0.3859649122807017,-0.3269230769230768,-0.4117647058823529,-0.3488372093023255,-0.2708333333333333,-0.1304347826086956,0.1764705882352941,-0.0209790209790209,-0.0209790209790209,0.0370370370370369,0.1382113821138211,0.1764705882352941,0.320754716981132,0.320754716981132,0.728395061728395,0.7073170731707317,0.917808219178082,0.8918918918918919,1.028985507246377
10559,1.4678121083,0.1774205442,-71.44321608,0.0862107107,2.1347372918,6.9957738851,0.1264395451,0.5256364418,0.7295231229,0.002217131,0.7684320949,0.069629829,1.2865107347,-0.05083289,0.069629829,8.0,0.1393380027,0.2121212121,0.4092651613,0.5153387528,-0.003982916,0.0710514508,-0.20751645,0.5303402683,0.0569503902,0.5191743909,0.0,1.6413702018,-0.101560533,0.5407658322,-0.371609851,251.3678392,14.572839807,0.1910055507,0.0,0.0,1.0,0.0,0.0,1.2386723599,1.0,0.0096228702,0.2160527592,0.1915182108,0.0232471004,-0.012615742,-0.211270699,-0.347736234,53.179436243,0.1009787408,13.512343036,0.0051538915,0.0116150655,0.0550616032,0.0106983051,-0.036128326,2.0,-0.003239863,0.5325559701,-0.029907959,4.0,13.978605122,1.8485341618,0.0,0.0278969966,0.0222800222,0.0230703818,0.7839967769,7.9411796451,2.868975e-09,1.0500162e-08,0.8709311234,0.7585210216,0.2776282341,0.0409266468,-0.160699622,1.0309791853,0.1189024390243902,0.2192691029900333,0.3643122676579926,0.349264705882353,0.4679999999999999,0.4115384615384616,0.4563492063492063,0.5485232067510548,0.5818965517241379,0.8724489795918366,0.7729468599033817,0.6834862385321101,0.7815533980582525,0.7644230769230769,0.660633484162896,0.5818965517241379,0.6096491228070176,0.6238938053097345,0.4979591836734693,0.7311320754716981,0.8168316831683169,0.8724489795918366,1.0164835164835164,0.9731182795698924,0.8078817733990147,0.882051282051282,0.7990196078431373,1.0502793296089383,1.1091954022988504,1.5310344827586206,1.5310344827586206,1.414473684210526,1.1715976331360949,1.184523809523809,1.4304635761589406,1.584507042253521,1.2515337423312882,1.1588235294117646,1.4797297297297298,1.5486111111111112,1.5664335664335662,1.3525641025641026,1.6214285714285714,1.8230769230769237,1.7803030303030305,1.801526717557252,1.5310344827586206,1.5486111111111112
