firms,nincr,ear,mom1,mom2,mom3,mom4,mom5,mom6,mom7,mom8,mom9,mom10,mom11,mom12,mom13,mom14,mom15,mom16,mom17,mom18,mom19,mom20,mom21,mom22,mom23,mom24,mom25,mom26,mom27,mom28,mom29,mom30,mom31,mom32,mom33,mom34,mom35,mom36,mom37,mom38,mom39,mom40,mom41,mom42
65832.0,0.0,0.012676971,-0.0265486725663717,-0.0598290598290598,-0.140625,-0.0983606557377049,-0.0983606557377049,-0.0178571428571429,0.0,-0.1338582677165354,-0.2198581560283687,-0.2465753424657534,-0.0598290598290598,-0.4930875576036866,-0.5,-0.3452380952380952,-0.4240837696335078,-0.3491124260355029,-0.4634146341463414,-0.4685990338164251,-0.375,-0.4954128440366973,-0.4210526315789473,-0.3604651162790697,-0.2993630573248408,-0.261744966442953,-0.4148936170212766,-0.4021739130434782,-0.4021739130434782,-0.3714285714285714,-0.4054054054054054,-0.4387755102040817,-0.2948717948717948,-0.3413173652694611,-0.2198581560283687,-0.1666666666666666,-0.2086330935251799,-0.0833333333333333,-0.1791044776119402,-0.2028985507246377,-0.4685990338164251,-0.4117647058823529,-0.4416243654822335,-0.458128078817734
65453.0,1.0,0.0271931682,-0.0849673202614379,-0.1139240506329114,-0.1025641025641025,-0.1304347826086956,-0.1764705882352941,-0.0789473684210526,-0.0344827586206896,0.0526315789473683,0.1666666666666667,0.3592233009708738,0.3725490196078431,0.3333333333333332,0.3592233009708738,0.2612612612612612,0.320754716981132,0.3725490196078431,0.7948717948717949,1.0588235294117645,1.1538461538461535,1.0,1.028985507246377,0.7948717948717949,0.8918918918918919,0.971830985915493,0.9444444444444444,0.8181818181818181,0.8421052631578947,0.7073170731707317,0.7721518987341771,0.917808219178082,0.6470588235294117,0.6666666666666667,0.6470588235294117,0.7073170731707317,0.728395061728395,0.6867469879518073,0.728395061728395,0.7073170731707317,0.4893617021276595,1.1538461538461535,1.08955223880597,1.121212121212121
66413.0,0.0,0.0006446317,0.0104166666666667,0.2278481012658229,0.1411764705882352,0.1022727272727272,-0.03,-0.1018518518518518,-0.03,-0.110091743119266,-0.0673076923076922,0.0,0.2124999999999999,0.2763157894736843,0.4696969696969697,0.564516129032258,0.515625,0.6166666666666667,1.0208333333333337,0.94,0.979591836734694,1.255813953488372,1.6216216216216215,1.1555555555555554,0.7962962962962963,0.94,1.2045454545454546,1.255813953488372,1.6216216216216215,1.6944444444444446,1.6216216216216215,1.8529411764705883,1.4871794871794872,1.7714285714285714,1.3658536585365852,1.2045454545454546,1.1555555555555554,1.0208333333333337,0.8653846153846154,1.0208333333333337,1.1555555555555554,1.3658536585365852,2.4642857142857144,2.730769230769231
21020.0,2.0,-0.054618468,0.0746606334841628,-0.022633744855967,0.0416666666666667,-0.0612648221343873,-0.1724738675958188,-0.1138059701492537,-0.0986717267552181,-0.1532976827094474,-0.0882917466410748,-0.1138059701492537,-0.0935114503816794,-0.0612648221343873,-0.1607773851590106,-0.1154562383612662,-0.0865384615384615,-0.0041928721174003,-0.0575396825396825,-0.1203703703703703,-0.0794573643410853,-0.0537848605577688,0.0393873085339169,0.0698198198198198,-0.1020793950850661,-0.0812379110251451,-0.0612648221343873,-0.1054613935969868,-0.1949152542372881,-0.2225859247135843,-0.1607773851590106,-0.1578014184397163,0.0084925690021231,-0.0649606299212598,0.0348583877995642,0.0042283298097252,-0.0575396825396825,-0.022633744855967,-0.1003787878787878,-0.0246406570841889,0.021505376344086,-0.0124740124740124,0.0844748858447488,0.227390180878553
85041.0,0.0,0.0154339951,-0.188612099644128,-0.2083333333333333,-0.3294117647058824,-0.5476190476190477,-0.5289256198347108,-0.3736263736263736,-0.4183673469387755,-0.3090909090909091,-0.1857142857142857,-0.0655737704918032,-0.0655737704918032,-0.042016806722689,-0.1492537313432835,0.0363636363636363,0.0363636363636363,-0.1678832116788321,-0.2191780821917808,-0.3214285714285714,-0.2962962962962963,-0.2191780821917808,-0.0338983050847457,0.1632653061224489,0.0270270270270269,0.0363636363636363,-0.2191780821917808,-0.1492537313432835,-0.1971830985915492,-0.3214285714285714,-0.3048780487804878,-0.1492537313432835,-0.109375,-0.3410404624277456,-0.525,-0.5169491525423728,-0.4492753623188406,-0.2962962962962963,-0.3936170212765957,-0.3666666666666667,-0.4770642201834862,-0.4183673469387755,-0.6968085106382979,-0.6174496644295302
62500.0,3.0,0.0321969688,-0.0588235294117647,-0.1111111111111111,-0.0857142857142857,-0.1111111111111111,-0.1111111111111111,0.1428571428571428,0.2307692307692308,0.1428571428571428,0.1034482758620689,0.3333333333333332,0.6000000000000001,0.7777777777777777,0.8823529411764706,0.8823529411764706,1.2857142857142856,1.1333333333333333,1.1333333333333333,1.0,1.1333333333333333,0.8823529411764706,1.6666666666666663,1.4615384615384617,1.4615384615384617,1.4615384615384617,1.2857142857142856,1.1333333333333333,1.0,1.1333333333333333,0.6842105263157894,1.6666666666666663,3.0,1.6666666666666663,1.9090909090909087,2.2,1.6666666666666663,1.6666666666666663,1.4615384615384617,0.6842105263157894,0.7777777777777777,1.6666666666666663,1.1333333333333333,1.6666666666666663
10496.0,0.0,-0.053571425,-0.0384615384615384,-0.1379310344827586,-0.1071428571428571,-0.3055555555555556,-0.4186046511627906,-0.5,-0.537037037037037,-0.6212121212121212,-0.5967741935483871,-0.5967741935483871,-0.6062992125984252,-0.5535714285714286,-0.5833333333333333,-0.6527777777777778,-0.691358024691358,-0.7093023255813953,-0.6875,-0.7282608695652174,-0.5689655172413793,-0.5192307692307692,-0.5535714285714286,-0.4791666666666666,-0.6323529411764706,-0.7093023255813953,-0.7448979591836735,1.0833333333333337,0.5625,0.4705882352941177,0.3888888888888888,0.6666666666666667,0.25,0.25,-0.4318181818181817,-0.4444444444444444,-0.5098039215686274,-0.4791666666666666,-0.576271186440678,-0.5454545454545454,-0.4565217391304348,-0.5,-0.5,-0.4047619047619047
27991.0,2.0,0.0186742041,-0.0575539568345323,-0.206060606060606,-0.18125,-0.2339181286549707,-0.2681564245810056,-0.2681564245810056,-0.2248520710059172,-0.2880434782608695,-0.3282051282051282,-0.3383838383838383,-0.3316326530612244,-0.2918918918918919,-0.2598870056497175,-0.2598870056497175,-0.2427745664739884,-0.2383720930232558,-0.191358024691358,-0.1963190184049079,-0.1656050955414012,-0.18125,-0.1548387096774193,-0.1602564102564102,-0.1602564102564102,-0.096551724137931,-0.0839160839160839,-0.0774647887323943,-0.0709219858156028,-0.0902777777777777,-0.096551724137931,-0.0575539568345323,0.0234375,0.2358490566037736,0.2476190476190476,0.3936170212765957,0.5411764705882354,0.6582278481012658,0.5595238095238095,0.5232558139534884,0.5232558139534884,0.3936170212765957,0.5595238095238095,0.6375
20482.0,1.0,-0.081671214,-0.0292887029288703,0.0220264317180616,0.0892018779342722,0.0497737556561086,-0.0169491525423728,-0.021097046413502,-0.0085470085470085,0.0220264317180616,0.0593607305936072,0.1153846153846154,0.1599999999999999,0.1317073170731706,0.0691244239631336,0.0403587443946187,0.1262135922330096,0.1100478468899521,0.0545454545454544,-0.0452674897119341,-0.056910569105691,0.0,0.0265486725663717,-0.0491803278688525,-0.0452674897119341,-0.0252100840336134,-0.5647279549718573,-0.5606060606060606,-0.5245901639344263,-0.5442043222003929,-0.5459882583170255,-0.5789473684210527,-0.4967462039045552,-0.5074309978768577,-0.4617169373549884,-0.4654377880184331,-0.4617169373549884,-0.4396135265700482,-0.4355231143552311,-0.4271604938271605,-0.3958333333333333,-0.3746630727762803,-0.3333333333333333,-0.3555555555555555
10560.0,1.0,9.5184e-05,-0.0206185567010309,0.0,-0.0104166666666666,-0.0404040404040404,-0.0776699029126213,0.021505376344086,0.1309523809523809,0.1875,0.4179104477611941,0.25,0.1728395061728396,0.1309523809523809,0.0,-0.0104166666666666,-0.0306122448979592,0.1585365853658535,0.0326086956521738,0.043956043956044,0.0919540229885058,0.0674157303370786,0.0326086956521738,-0.0104166666666666,-0.1203703703703703,-0.0776699029126213,-0.1037735849056603,-0.0594059405940594,-0.0865384615384615,-0.1037735849056603,-0.0686274509803921,-0.05,-0.1121495327102803,-0.1517857142857143,-0.1121495327102803,-0.1810344827586206,-0.1517857142857143,-0.128440366972477,-0.1666666666666666,-0.1037735849056603,-0.0865384615384615,-0.0206185567010309,0.0555555555555555,0.1585365853658535
