firms,chtx,roaq,roeq,rsup,cash,cinvest,nincr,sue,aeavol,ear,mom1,mom2,mom3,mom4,mom5,mom6,mom7,mom8,mom9,mom10,mom11,mom12,mom13,mom14,mom15
57920.0,-0.000681497,0.0121077413,0.021413528,0.0254459489,0.143323291,-0.004420004,1.0,-0.001687334,0.4771775083,-0.024932287,-0.1129032258064516,-0.2465753424657534,-0.261744966442953,-0.2086330935251799,-0.1269841269841269,-0.1729323308270677,-0.2465753424657534,-0.2810457516339869,-0.1911764705882352,-0.1729323308270677,-0.2028985507246377,-0.2413793103448276,-0.3209876543209876,-0.3529411764705882,-0.3413173652694611
14702.0,-0.000402138,0.0278655477,0.0500815849,0.0679923878,0.2511410894,-0.003735239,1.0,0.0002,1.3413848792,-0.015950801,-0.1636363636363637,-0.2203389830508474,-0.3428571428571428,-0.1481481481481481,-0.0416666666666666,-0.0416666666666666,-0.2136752136752137,-0.3475177304964538,-0.1320754716981131,-0.2580645161290322,-0.1785714285714286,-0.2396694214876032,-0.2580645161290322,-0.2333333333333332,-0.2520325203252033
10559.0,0.0019869888,0.0045000247,0.0095183106,0.1233573647,0.002604356,0.0053265451,0.0,0.0045466178,0.8643122677,0.0461969376,0.0559139784946236,0.051391862955032,0.046908315565032,0.197560975609756,0.0984340044742728,0.0627705627705628,0.0336842105263157,0.046908315565032,0.1184510250569477,0.1418604651162791,0.3058510638297873,0.2921052631578946,0.2589743589743589,0.1471962616822431,0.1552941176470588
16003.0,-0.055668447,-0.016932314,-0.019198746,-0.032078155,0.2620562983,0.0823154761,0.0,-0.02272924,-0.853347643,0.0326368399,-0.0816326530612244,-0.1588785046728972,-0.3333333333333333,-0.0425531914893616,-0.3023255813953488,-0.430379746835443,-0.4444444444444444,-0.518716577540107,-0.3835616438356164,-0.4230769230769231,-0.4078947368421053,-0.3478260869565217,-0.3382352941176471,-0.3571428571428571,-0.4642857142857143
63095.0,0.0071234644,0.0062482679,0.025879161,-0.301521235,0.0661955306,0.0153538819,0.0,0.0162068584,1.1921708185,0.1462987959,0.0303030303030302,0.0,0.0625,0.2142857142857142,0.1724137931034481,0.0303030303030302,0.1147540983606556,-0.0144927536231883,0.2830188679245282,0.3600000000000001,0.2142857142857142,0.0625,-0.0684931506849315,0.0303030303030302,-0.1282051282051282
61938.0,0.0,0.0221844038,0.0350794538,0.001174077,0.0694633161,0.0,1.0,-0.000803213,0.5273799495,-0.023624001,0.0121951219512195,-0.004,-0.0235294117647059,0.0686695278969957,0.1318181818181818,0.0921052631578946,0.1216216216216217,0.1635514018691588,0.2512562814070351,0.2512562814070351,0.2326732673267326,0.2028985507246377,0.2769230769230768,0.3174603174603174,0.263959390862944
17057.0,0.0001548107,0.0148785907,0.0366210938,0.0420609884,0.0749664301,0.0020942759,1.0,0.0021030494,0.7198857834,0.000190259,-0.0270270270270269,-0.0270270270270269,-0.0270270270270269,0.0,0.1612903225806452,0.0588235294117647,-0.0270270270270269,-0.0999999999999999,0.0285714285714284,0.0588235294117647,-0.0526315789473684,-0.0999999999999999,-0.0999999999999999,-0.2340425531914893,-0.3571428571428571
58018.0,-0.002027123,-0.004885338,-0.013735071,0.0655513501,0.0026767664,-0.016813221,0.0,-0.009097612,1.2711542674,-0.066424396,0.101010101010101,0.09,0.09,0.1595744680851063,0.101010101010101,0.09,-0.009090909090909,0.0092592592592593,0.1122448979591836,-0.0762711864406779,-0.0521739130434782,-0.1349206349206348,-0.018018018018018,-0.018018018018018,-0.043859649122807
17903.0,0.0022977941,0.0220338983,0.0417632642,0.0784773725,0.0264075735,-0.059216111,0.0,0.0034375,1.3687098216,-0.05620476,0.0406504065040651,0.0491803278688525,0.2307692307692308,0.4712643678160919,0.4222222222222223,0.4065934065934067,0.3913043478260869,0.5058823529411764,0.7777777777777777,0.5802469135802468,0.7777777777777777,0.4883720930232558,0.4883720930232558,0.4065934065934067,0.4222222222222223
49373.0,0.0193864165,0.264834118,0.3594795439,0.0448209551,0.446952619,-0.05800378,1.0,-6.015038e-06,-0.296665302,0.0177535671,-0.0123762376237623,0.0283505154639174,0.0075757575757575,0.1207865168539326,0.1910447761194029,0.1271186440677967,0.1335227272727273,0.123943661971831,0.1981981981981981,0.2707006369426752,0.2626582278481013,0.2870967741935484,0.2507836990595611,0.1875,0.0931506849315069
18570.0,-0.004985407,0.0353406819,0.0403764309,0.0162423755,0.1640448215,0.0244489548,0.0,-0.000340741,0.2920404657,0.0301948208,0.0253164556962024,0.0657894736842106,0.0657894736842106,0.125,0.1571428571428572,0.0945945945945945,0.08,0.0519480519480519,0.1911764705882352,0.2461538461538461,0.2089552238805969,0.0657894736842106,0.08,0.0124999999999999,-0.0795454545454545
27289.0,0.0033308714,0.0045231142,0.0278545423,-0.264347313,0.0267103385,0.0014038091,0.0,0.1190842324,6.3308733087,0.0552049149,0.0740740740740741,0.2083333333333332,0.183673469387755,0.3181818181818181,0.4499999999999999,0.4146341463414633,0.288888888888889,0.2340425531914893,-0.0333333333333333,0.3488372093023255,0.2340425531914893,0.2083333333333332,0.0,-0.0169491525423728,-0.0793650793650794
18834.0,-0.031865144,-0.009468039,-0.012669352,-0.109818827,0.2746383486,-0.01169378,0.0,-0.009333333,2.303030303,0.0188552197,0.1111111111111111,-0.032258064516129,-0.1176470588235294,-0.1428571428571429,-0.2307692307692307,-0.3617021276595744,-0.4230769230769231,-0.4339622641509434,-0.3023255813953488,-0.2857142857142857,-0.2682926829268293,-0.3023255813953488,-0.3181818181818182,-0.375,-0.4736842105263158
47642.0,0.0063315808,0.0386629968,0.0491141905,0.0468186758,0.1724397857,-0.081095806,1.0,0.002625641,1.4063116371,-0.067108898,-0.1068702290076335,-0.126865671641791,-0.040983606557377,-0.025,0.1584158415841583,-0.040983606557377,-0.1136363636363636,-0.1931034482758621,-0.0084745762711864,-0.0330578512396694,-0.0714285714285714,0.0636363636363637,0.0540540540540539,-0.0787401574803149,-0.0930232558139535
29946.0,-0.001776508,0.017548295,0.0341533303,-0.009975015,0.0249758922,-0.007848667,0.0,-6.4234e-05,0.2167026638,0.0143363737,0.0036630036630036,0.0223880597014924,0.0538461538461538,0.1048387096774192,0.1512605042016805,0.170940170940171,0.2017543859649122,0.2232142857142858,0.1913043478260869,0.3047619047619048,0.3431372549019607,0.3431372549019607,0.2985781990521328,0.2232142857142858,0.1416666666666666
10866.0,-0.007583596,0.0128529902,0.021660733,-0.02118852,0.0157488131,-0.073223352,0.0,-0.009285551,0.0233050847,-0.008525917,-0.0714285714285714,-0.0755555555555556,-0.1111111111111111,-0.0502283105022831,-0.014218009478673,-0.0047846889952153,0.0348258706467661,0.0196078431372548,0.0297029702970297,-0.0188679245283018,-0.0095238095238094,-0.1072961373390557,-0.1223628691983121,-0.1713147410358565,-0.1333333333333333
29970.0,0.0009117049,0.0354743349,0.0472694718,0.0247570205,0.3084025054,-0.004716156,1.0,-0.000263373,-0.339622642,0.0066865082,0.0728155339805824,0.0523809523809524,-0.0349344978165938,-0.1333333333333333,-0.0264317180616739,-0.0905349794238683,-0.1532567049808428,-0.1088709677419355,0.0886699507389161,0.1450777202072539,0.3,0.3475609756097562,0.2209944751381216,0.3558282208588956,0.3475609756097562
44257.0,-0.001297067,0.0166698889,0.0332125432,0.0621975472,0.1217679221,-0.006142545,1.0,-0.014285714,-0.737704918,5.28931e-05,0.0606060606060605,0.0,-0.054054054054054,0.0294117647058822,0.0071942446043165,0.0218978102189781,0.0144927536231884,-0.0070921985815602,0.1570247933884296,0.1290322580645162,0.09375,-0.054054054054054,-0.1616766467065868,-0.1954022988505747,-0.1616766467065868
67176.0,-0.00382315,0.0114778704,0.0169294451,0.0333895631,0.0912046532,-0.033670314,0.0,-0.002881892,9.0717131474,-0.105455946,0.0642857142857142,0.0136054421768707,0.3070175438596492,0.2844827586206897,0.0492957746478872,0.0797101449275361,-0.0914634146341463,-0.0448717948717948,0.0955882352941177,0.0347222222222223,0.1287878787878789,0.0067567567567567,0.2213114754098359,0.0492957746478872,-0.0569620253164556
45655.0,0.000364042,0.0249227448,0.1081565169,0.3316327569,0.019892429,0.0140342123,1.0,-0.000134396,2.4730538922,0.082041801,0.0608108108108107,0.0536912751677851,0.0753424657534247,0.3193277310924369,0.3771929824561404,-0.4053030303030303,-0.3891050583657587,-0.376984126984127,-0.2149999999999999,-0.2451923076923077,-0.2991071428571429,-0.2831050228310502,-0.2764976958525346,-0.1948717948717948,-0.2731481481481481
20248.0,-0.010963361,0.0105316758,0.019031802,0.033415667,0.0173101895,-0.049208213,0.0,-0.006567164,0.761788607,5.28931e-05,0.0,-0.1354838709677419,-0.0563380281690141,0.1260504201680672,-0.0821917808219178,-0.1518987341772152,-0.1728395061728395,-0.1298701298701299,-0.0563380281690141,-0.0945945945945946,-0.1298701298701299,-0.2872340425531915,-0.2717391304347826,-0.2023809523809523,-0.3020833333333333
62818.0,-0.012913653,0.0080607816,0.0241365938,0.0148429603,0.0411158143,-0.178179599,1.0,-0.011184587,0.6067251462,-0.05584307,-0.0288461538461538,-0.038095238095238,-0.0194174757281553,0.2784810126582278,0.3466666666666667,-0.0194174757281553,-0.0471698113207547,-0.1293103448275862,-0.1440677966101694,-0.2887323943661971,-0.2462686567164179,-0.2109375,-0.2937062937062937,-0.0648148148148147,-0.1061946902654867
49402.0,-0.000509254,0.0100811036,0.0289252004,0.0378830509,0.0773014124,-0.019436688,1.0,0.0016161616,0.0827054287,-0.027441077,-0.0660377358490565,0.0879120879120878,0.1,0.2531645569620253,0.3378378378378379,0.2857142857142858,0.2531645569620253,0.125,0.2692307692307691,0.076086956521739,0.1927710843373493,0.0206185567010308,-0.0294117647058823,0.1,0.0879120879120878
25320.0,-0.004905566,0.0211513431,0.0390841011,0.0412241194,0.0861836906,-0.03600331,0.0,0.0,1.4865394028,0.0545743331,-0.098786828422877,-0.0334572490706319,0.0483870967741935,-0.0647482014388489,-0.0441176470588234,-0.068100358422939,-0.0441176470588234,0.0441767068273093,0.0766045548654243,0.04,0.1555555555555554,0.0743801652892561,0.0699588477366255,0.0993657505285412,0.0317460317460318
65170.0,-0.003687996,0.0177036666,0.0750645624,0.0122211522,0.0793676465,-0.114787735,3.0,0.0069654235,2.752276867,0.0932612438,0.1234567901234569,0.0459770114942528,0.0833333333333332,0.3787878787878789,0.318840579710145,0.0705882352941176,0.0705882352941176,0.467741935483871,0.4444444444444444,0.467741935483871,0.4444444444444444,0.2465753424657535,0.625,0.5166666666666666,0.318840579710145
60062.0,-0.002676661,0.0009838324,0.002928002,0.3193551024,0.0118504153,-0.067770526,0.0,-0.007175607,0.2855939343,-0.002757768,0.0272727272727273,0.018018018018018,0.0660377358490567,0.1225165562913908,0.1299999999999999,0.1569965870307166,0.1491525423728814,0.1530612244897959,0.1299999999999999,0.1225165562913908,0.3669354838709677,0.3139534883720929,0.2602230483271375,0.2938931297709923,0.2282608695652173
40352.0,0.0019642211,0.0059392853,0.0178426789,0.1988016174,0.0130007643,0.0002277443,0.0,0.0078714064,-0.685286104,0.017390335,0.0273972602739727,0.1029411764705883,0.0416666666666667,0.1904761904761904,0.1597938144329898,0.2430939226519337,0.2295081967213115,0.2295081967213115,0.3888888888888888,0.4240506329113924,0.3803680981595092,-0.0663900414937759,0.1780104712041885,0.3719512195121952,0.3554216867469879
22753.0,0.0030663499,0.0310545996,0.0448927866,0.0478464619,0.0273201088,0.0480524884,0.0,0.0001333334,0.290399232,0.0063674357,-0.0294117647058823,-0.0503597122302158,-0.1483870967741936,-0.0434782608695651,0.0076335877862594,-0.0149253731343284,-0.3089005235602095,-0.3366834170854271,-0.2048192771084337,-0.1801242236024844,-0.0638297872340425,-0.1428571428571429,-0.1801242236024844,-0.1081081081081081,-0.1081081081081081
22964.0,-0.01951542,-0.093779288,-0.264677316,0.0466107972,0.0183683989,-0.245337595,1.0,-0.014418838,0.0003110754,0.0099436445,-0.05,-0.0338983050847457,0.0270270270270269,0.0458715596330274,0.1752577319587629,0.1752577319587629,0.1515151515151516,-0.05,0.0654205607476634,0.0458715596330274,0.1287128712871286,0.0088495575221239,0.0857142857142856,0.1752577319587629,0.0555555555555555
26841.0,0.0018588707,0.0025918585,0.0054357756,0.0360491206,0.0101198021,-0.031892112,0.0,-0.00938751,0.5349544073,-0.014896214,-0.1688311688311687,-0.0303030303030302,-0.0985915492957746,-0.0588235294117647,-0.072463768115942,-0.1794871794871795,-0.1999999999999999,-0.2195121951219512,-0.1351351351351351,-0.2727272727272727,-0.3118279569892472,-0.4128440366972477,-0.3402061855670103,-0.3786407766990292,-0.3333333333333333
48047.0,-0.000463413,0.0133771156,0.0484100079,0.1912709359,0.0384127116,-0.078452112,1.0,0.0041543886,-0.798965906,0.0293197492,0.0114068441064638,0.0075757575757575,-0.0600706713780918,0.051383399209486,0.0725806451612902,0.0946502057613167,0.1367521367521367,0.2314814814814814,0.3854166666666667,0.33,0.4456521739130434,0.4378378378378378,0.4074074074074074,0.4301075268817205,0.3782383419689119
65533.0,0.0011541854,0.0224912528,0.0657619496,0.0148545334,0.337772129,0.2491729759,1.0,0.0004166668,-0.188621341,-0.03581456,0.0549450549450549,0.0607734806629833,0.1925465838509317,0.3617021276595744,0.5609756097560976,0.352112676056338,0.4014598540145986,0.3426573426573427,0.5,0.381294964028777,0.5238095238095237,0.5,0.5867768595041323,0.7297297297297298,0.5118110236220472
60417.0,0.003403127,0.0018262878,0.0065349009,0.0541169625,0.0941732895,-0.261672539,0.0,0.0161639673,-0.541407489,-0.015151516,-0.125,-0.0508474576271186,0.0,0.0566037735849056,-0.0967741935483871,-0.125,-0.1515151515151515,-0.2112676056338028,-0.2222222222222222,-0.2432432432432432,-0.2533333333333333,-0.282051282051282,-0.3,-0.3333333333333333,-0.3488372093023255
30568.0,-0.003968032,0.004995793,0.0116635973,0.1388402169,0.0868297176,-0.02640811,0.0,-0.007342511,2.477124183,-0.045382038,-0.0555555555555555,-0.0449438202247191,0.1333333333333333,0.2686567164179105,0.4655172413793103,0.4912280701754385,0.3709677419354837,0.3709677419354837,0.4406779661016948,0.2878787878787878,0.2142857142857142,0.1643835616438356,0.328125,0.3492063492063493,0.2878787878787878
24468.0,0.0,-0.120631035,-0.2713368,0.0087184537,0.2849954632,-0.133719194,1.0,-0.014693029,-0.250961947,-0.024853801,0.0,-0.2692307692307693,-0.2083333333333333,-0.2962962962962963,-0.3870967741935484,-0.40625,-0.4722222222222222,-0.5365853658536586,-0.3448275862068966,-0.4242424242424242,-0.2962962962962963,-0.3666666666666667,-0.3666666666666667,-0.3870967741935484,-0.3870967741935484
56354.0,0.0036735612,0.0167790533,0.0390860485,0.0691700438,0.1651518703,0.0100593799,1.0,0.0027124089,0.7629126383,3.24673e-05,-0.0232558139534884,0.0434782608695651,0.0980392156862746,0.3999999999999999,0.4736842105263157,-0.1557788944723618,-0.0918918918918918,-0.0967741935483871,0.1506849315068492,0.1275167785234898,0.1999999999999999,0.3884297520661157,0.3125,0.2923076923076924,0.1351351351351351
24572.0,-0.023425389,-0.003478774,-0.010248393,0.6381462304,0.0266081751,0.2937456933,1.0,-0.023913344,1.7133564667,-0.055555556,0.0263157894736842,-0.025,0.0263157894736842,-0.048780487804878,-0.025,-0.1521739130434782,-0.1702127659574468,-0.2777777777777778,-0.1333333333333333,-0.25,-0.2199999999999999,-0.3035714285714286,-0.3157894736842105,-0.3709677419354839,-0.25
25217.0,-0.003691025,0.005216863,0.0073405748,-0.02634566,0.2057261556,0.0058400661,1.0,-0.01398049,3.4682369146,0.0251543215,-0.1546391752577319,-0.1546391752577319,-0.1632653061224489,-0.108695652173913,-0.127659574468085,-0.127659574468085,-0.18,-0.2264150943396226,-0.2264150943396226,-0.2545454545454545,-0.2115384615384615,-0.2407407407407407,-0.2678571428571429,-0.3109243697478991,-0.3543307086614173
26201.0,0.0040052728,0.0049275362,-0.021459227,0.6553692141,0.2857914965,0.3401058454,1.0,1.2704803613,-0.366285741,-0.118644958,-0.1891891891891891,-0.1891891891891891,-0.3478260869565217,0.5,0.6666666666666667,0.0714285714285714,0.25,0.25,0.0714285714285714,0.25,-0.25,-0.2857142857142857,-0.5714285714285714,-0.5833333333333333,-0.6511627906976745
45460.0,-0.000450828,0.0132437742,0.0190276766,-0.066089412,0.3999477022,-0.008881804,0.0,-0.00048311,-0.164179104,5.69606e-05,-0.0205479452054794,-0.0402684563758389,0.0671641791044777,0.1626016260162601,0.0833333333333332,-0.0205479452054794,0.0070422535211267,-0.0272108843537415,0.0214285714285713,0.0,0.0070422535211267,0.1916666666666666,0.1171875,0.3883495145631068,0.0437956204379561
52388.0,0.0034953729,-0.018229214,-0.03043322,0.0073485419,0.0998143221,0.1501394936,0.0,-0.021820383,18.437628866,-0.01730678,0.0084745762711864,-0.0325203252032519,0.017094017094017,0.1226415094339623,0.0818181818181817,-0.0846153846153846,-0.1904761904761904,-0.3081395348837209,-0.3351955307262569,-0.3802083333333333,-0.3461538461538461,-0.232258064516129,0.1553398058252426,0.3076923076923077,0.1782178217821781
65541.0,0.0019243812,0.0212316712,0.0448702476,0.0283411959,0.3909440879,0.0709042836,1.0,0.0026304373,-0.550255384,0.0002636937,0.03954802259887,0.0279329608938547,0.2026143790849672,0.393939393939394,0.4153846153846154,0.3430656934306568,0.1870967741935483,0.1428571428571428,0.295774647887324,0.0,-0.0416666666666666,-0.0564102564102564,0.7692307692307692,0.6140350877192982,0.4488188976377953
31026.0,0.000347662,0.0052082314,0.0139179573,0.1966075836,0.0835151464,-0.00485303,0.0,0.0028785883,0.8208333333,0.0380325294,-0.0179856115107913,0.0622568093385214,0.1374999999999999,0.1422594142259414,0.1142857142857143,0.1869565217391304,0.365,0.4598930481283423,0.4836956521739131,0.4836956521739131,0.5689655172413792,0.6851851851851851,0.5511363636363635,0.7278481012658229,0.6851851851851851
64207.0,0.014331678,0.0385588788,0.0595614553,0.0226884064,0.2932277734,0.0530902817,8.0,0.0026355154,-0.245745055,0.0922292024,-0.0758928571428571,-0.151639344262295,-0.028169014084507,-0.425,-0.3650306748466257,-0.4051724137931034,-0.3669724770642202,-0.4233983286908078,-0.3006756756756756,-0.3300970873786407,-0.1481481481481481,-0.1265822784810126,-0.2389705882352941,-0.1619433198380566,-0.2389705882352941
19828.0,-0.001989714,-0.002870724,-0.02413545,3.2904025266,0.0657689035,-0.250644995,0.0,-0.072200039,-0.131340176,-0.0625,-0.1111111111111111,-0.3043478260869565,-0.2380952380952381,-0.1111111111111111,0.0666666666666666,-0.1578947368421053,-0.1999999999999999,-0.2380952380952381,-0.2380952380952381,-0.2727272727272727,-0.3043478260869565,-0.3846153846153846,-0.3846153846153846,-0.4285714285714286,-0.3846153846153846
59707.0,-0.025510053,-0.051669664,-0.091350544,-0.107619004,0.1056592773,-0.077594594,0.0,-0.138036715,-0.007311653,0.0301030101,-0.2162162162162162,-0.2611464968152867,-0.2839506172839506,-0.2839506172839506,-0.1470588235294118,-0.0169491525423728,-0.0085470085470085,-0.1343283582089552,-0.2266666666666666,-0.2368421052631578,-0.3136094674556213,-0.3255813953488372,-0.3989637305699481,-0.3763440860215054,-0.3255813953488372
63546.0,0.0255614757,0.0581415175,0.0892787014,-0.009278874,0.2540914459,0.0249831209,1.0,0.0155320281,3.8362235067,0.0353535358,-0.1489361702127659,-0.1999999999999999,-0.1304347826086956,0.0256410256410255,0.1764705882352941,0.1764705882352941,0.0810810810810811,-0.0697674418604651,-0.2857142857142857,-0.3650793650793651,-0.3939393939393939,-0.4594594594594594,-0.4871794871794872,-0.452054794520548,-0.4805194805194805
22699.0,-0.002829527,0.0061284612,0.0164165921,0.0079316933,0.0244935586,0.0048152127,1.0,-0.011513748,-0.407221874,-0.036078532,-0.1538461538461538,-0.0571428571428571,-0.0294117647058823,0.0909090909090908,0.0,0.0232558139534884,0.1092436974789916,0.1092436974789916,0.346938775510204,0.168141592920354,0.03125,-0.0075187969924812,-0.0769230769230768,-0.1081081081081081,-0.0704225352112676
49154.0,0.0010308601,0.0088032422,0.0192634388,0.0545725533,0.0417805924,0.0076029285,0.0,-4.4884e-05,0.2177871718,-0.005751748,-0.0257234726688102,0.0236486486486486,0.0520833333333332,0.2023809523809523,0.1433962264150943,0.1390977443609022,0.1222222222222222,0.0978260869565217,0.1477272727272727,0.2071713147410359,0.4360189573459716,0.2948717948717949,0.3289473684210526,0.2731092436974789,0.2572614107883817
