firms,chtx,roaq,roeq,rsup,cash,cinvest,nincr,sue,aeavol,ear,mom1,mom2,mom3,mom4,mom5,mom6,mom7,mom8,mom9,mom10,mom11,mom12,mom13,mom14,mom15,mom16,mom17,mom18,mom19,mom20,mom21,mom22,mom23,mom24,mom25,mom26,mom27,mom28,mom29
68806.0,0.0108188355,0.0278270774,0.0772803347,0.044793505,0.1539378411,-0.00421798,1.0,0.0083190064,0.927636153,0.0675376435,0.1538461538461537,0.2378640776699028,-0.0625,0.02,0.1751152073732718,0.2686567164179105,0.3421052631578947,0.5269461077844311,0.7832167832167831,0.6776315789473684,0.5740740740740742,0.5269461077844311,0.5178571428571428,0.5178571428571428,0.4825581395348837,0.4488636363636364,0.4325842696629214,0.722972972972973,0.9029850746268656,0.7,0.795774647887324,0.7586206896551724,1.236842105263158,1.0238095238095235,1.1074380165289257,0.8478260869565217,0.8613138686131387,0.795774647887324,0.6346153846153846
66755.0,0.0052945005,0.0164162793,0.0418382959,0.1705898268,0.0691818038,-0.003155355,1.0,0.0035984848,2.2828096118,0.0293022059,-0.0117647058823529,-0.0561797752808989,-0.0718232044198895,-0.134020618556701,-0.0666666666666666,-0.0918918918918918,0.1428571428571428,0.3023255813953489,0.3548387096774192,0.3333333333333332,0.2727272727272727,0.4358974358974359,0.5,0.5555555555555556,0.696969696969697,0.3999999999999999,0.3440000000000001,0.6310679611650485,0.9534883720930232,0.6470588235294117,0.9534883720930232,0.75,0.6470588235294117,0.2537313432835821,0.2537313432835821,0.1999999999999999,0.0370370370370369,-0.0561797752808989,-0.2222222222222222
65453.0,0.005368974,0.0067681945,0.0158318744,0.0796861572,0.0670999254,0.0513538514,1.0,0.1702021127,-1.0,0.0108986269,-0.0673076923076922,-0.03,-0.1339285714285714,0.043010752688172,-0.010204081632653,0.1022727272727272,0.0659340659340659,0.1975308641975308,0.1975308641975308,0.0659340659340659,-0.010204081632653,0.1149425287356322,0.127906976744186,0.1149425287356322,0.1149425287356322,0.043010752688172,-0.1709401709401709,-0.1779661016949152,-0.1709401709401709,-0.1916666666666666,-0.2538461538461538,-0.1983471074380165,-0.1181818181818181,-0.1916666666666666,-0.2761194029850746,-0.2971014492753623,-0.2761194029850746,-0.3356164383561644,-0.39375
21020.0,-0.011515035,0.0210542458,0.0597675209,-0.052711406,0.1738801261,-0.072566792,1.0,0.0056235828,0.1131665554,0.0079202408,-0.0556745182012847,-0.0495689655172413,-0.037117903930131,0.0400943396226414,0.1823056300268095,0.3323262839879153,0.3008849557522124,0.4271844660194175,0.3955696202531646,0.2528409090909091,0.1424870466321244,0.1514360313315927,0.1574803149606298,0.3911671924290221,0.3125,0.3203592814371256,0.47,0.5259515570934257,0.6961538461538461,0.7027027027027026,1.0136986301369864,0.995475113122172,1.0416666666666663,0.8073770491803278,0.75,0.651685393258427,0.5978260869565217,0.8073770491803278,0.5978260869565217
10429.0,-0.007678166,0.0230532489,0.0282827995,0.041041175,0.6581927624,-0.001689843,1.0,-0.001818182,4.5600200919,0.1238968428,-0.1538461538461538,-0.1851851851851852,-0.12,-0.1999999999999999,-0.0736842105263158,-0.1619047619047618,-0.0329670329670329,-0.0112359550561798,-0.0222222222222222,-0.1538461538461538,-0.1538461538461538,-0.1372549019607842,-0.2542372881355932,-0.2280701754385965,-0.4942528735632183,-0.5,-0.5319148936170213,-0.3529411764705882,-0.3333333333333333,-0.2903225806451612,-0.323076923076923,-0.4210526315789473,-0.3333333333333333,-0.3333333333333333,-0.2542372881355932,-0.3125,-0.1851851851851852,-0.2786885245901639,-0.3529411764705882
62500.0,0.0044032189,0.0240976195,0.0523289064,0.0076704151,0.25800663,-0.076278037,1.0,0.0001727571,3.9789768746,0.1276511531,-0.1415929203539823,-0.2239999999999999,-0.1709401709401709,-0.1916666666666666,-0.1018518518518518,-0.217741935483871,-0.1983471074380165,-0.1983471074380165,-0.0582524271844659,-0.1018518518518518,-0.1261261261261261,-0.1261261261261261,-0.0673076923076922,0.0,0.0210526315789474,-0.1261261261261261,-0.0761904761904761,0.2124999999999999,0.0898876404494382,0.0104166666666667,0.1149425287356322,-0.010204081632653,0.1547619047619046,-0.010204081632653,0.1975308641975308,-0.03,-0.1261261261261261,-0.1848739495798319,-0.1916666666666666
28636.0,0.0052759569,0.0033880023,0.011772924,-0.049961604,0.0839241298,0.0378917152,2.0,-0.040610765,0.8594823032,0.125879921,-0.0113636363636363,-0.09375,-0.0543478260869565,-0.0645161290322581,0.0357142857142858,0.0116279069767442,0.0235294117647058,0.1012658227848102,0.144736842105263,0.1298701298701299,0.0874999999999999,0.3809523809523809,0.2428571428571428,0.3384615384615383,0.1756756756756756,0.0235294117647058,0.0357142857142858,0.0357142857142858,0.0,-0.1869158878504673,-0.0333333333333333,0.0609756097560976,0.2253521126760562,0.0116279069767442,-0.0842105263157895,0.0235294117647058,-0.0333333333333333,-0.0224719101123596,-0.1634615384615384
55335.0,-0.007734272,-0.002378121,-0.006546645,0.0200509771,0.3086623259,-0.062053573,0.0,-0.0134806,0.5070561208,-0.045454547,0.0476190476190476,0.0232558139534884,0.0,0.1578947368421053,0.2222222222222223,0.1282051282051282,0.2222222222222223,0.375,0.4666666666666665,0.4193548387096775,0.4193548387096775,0.4193548387096775,0.375,0.4666666666666665,0.375,0.375,0.2941176470588236,0.375,0.2941176470588236,0.0,0.1578947368421053,0.0731707317073171,0.0731707317073171,-0.2786885245901639,-0.2786885245901639,-0.2142857142857143,-0.3125,-0.6363636363636364,-0.5463917525773196
56899.0,0.0046285769,-0.00041394,-0.000898248,0.0355334941,0.132456157,-0.027209699,3.0,0.0035551788,0.1232068369,-0.056313133,-0.1140350877192982,-0.1217391304347825,-0.1293103448275862,-0.2681159420289855,-0.1140350877192982,-0.1293103448275862,-0.0648148148148147,0.160919540229885,0.0306122448979591,-0.0471698113207547,-0.09009009009009,-0.0560747663551401,-0.1721311475409835,-0.1512605042016807,-0.2887323943661971,-0.4739583333333333,-0.482051282051282,-0.2785714285714286,-0.2986111111111111,-0.3483870967741935,-0.3355263157894737,-0.5049019607843137,-0.3525641025641025,-0.3765432098765432,-0.3915662650602409,-0.4058823529411764,-0.3952095808383233,-0.4627659574468085,-0.4739583333333333
27991.0,-0.001946076,0.0097689433,0.0229225234,0.0081994694,0.0061046558,-0.103067192,0.0,-0.004425532,1.7630988897,-0.024324678,0.0633484162895927,0.0398230088495574,-0.0208333333333333,0.0217391304347827,0.0829493087557604,0.0779816513761468,0.1137440758293839,0.1989795918367347,0.2771739130434782,0.205128205128205,0.1576354679802956,0.053811659192825,0.1691542288557213,0.2113402061855669,0.2841530054644809,0.3905325443786982,0.3823529411764705,0.3352272727272727,0.407185628742515,0.4242424242424243,0.4417177914110428,0.5878378378378379,0.8076923076923077,0.7028985507246377,0.7153284671532847,0.821705426356589,0.6319444444444444,0.5562913907284768,0.525974025974026
20482.0,0.0035862713,0.0372958376,0.0729274081,0.0088744763,0.1520092429,0.008157832,1.0,2.4186e-05,0.0815240528,-0.039161222,-0.4189189189189189,-0.3768115942028985,-0.3768115942028985,-0.2389380530973451,-0.2181818181818181,-0.2138939670932358,-0.1365461847389558,-0.0772532188841201,-0.0528634361233479,-0.0712742980561554,-0.0315315315315315,-0.0631808278867102,-0.0069284064665127,0.053921568627451,0.0141509433962263,0.1227154046997389,0.1375661375661376,0.2874251497005988,0.303030303030303,0.3069908814589666,0.2912912912912913,0.1375661375661376,0.2356321839080459,0.2320916905444126,0.360759493670886,0.2146892655367231,0.3069908814589666,0.2721893491124261,0.2320916905444126
64688.0,0.000860177,0.0280157061,0.0575152387,0.0233085221,0.1556797284,-0.030131485,0.0,0.000864914,-0.61245585,-0.023234281,-0.0785123966942148,-0.051063829787234,-0.1044176706827308,-0.0785123966942148,-0.0132743362831858,0.0619047619047619,0.1435897435897435,0.2185792349726776,0.3515151515151515,0.2252747252747253,0.2119565217391303,0.2388888888888889,0.252808988764045,0.1989247311827957,0.2252747252747253,0.1675392670157067,0.0931372549019606,0.2252747252747253,0.3040935672514619,0.3040935672514619,-0.1423076923076923,-0.2007168458781362,-0.0429184549356223,-0.0088888888888888,0.0721153846153845,0.0669856459330142,0.0619047619047619,0.077294685990338,0.0045045045045044
