firms,chtx,roaq,roeq,rsup,cash,cinvest,nincr,sue,aeavol,ear,mom1,mom2,mom3,mom4,mom5,mom6,mom7,mom8,mom9,mom10,mom11,mom12
17057.0,-0.032013252,-0.002389533,-0.005630942,0.0804349294,0.0882457177,0.0277912604,0.0,-0.021172418,2.044968358,0.0844827592,-0.081081081081081,-0.15,-0.0285714285714285,0.0,-0.1052631578947368,-0.15,-0.15,-0.276595744680851,-0.3928571428571429,-0.3199999999999999,-0.3703703703703703,-0.3584905660377359
58018.0,-0.003614382,-0.004021584,-0.012820328,0.0168311534,0.0014058217,0.0248643234,0.0,-0.024131986,-0.620278274,-0.051239572,-0.0909090909090909,-0.074074074074074,0.0204081632653061,-0.1525423728813559,-0.1304347826086956,-0.2063492063492064,-0.099099099099099,-0.099099099099099,-0.1228070175438597,-0.2907801418439716,-0.6323529411764706,-0.6527777777777778
49373.0,-0.000257966,-0.004012328,-0.005252668,0.0384420756,0.2381618549,0.0012481472,1.0,-6.3277e-05,0.417721519,-0.002958528,0.0056818181818181,-0.0028169014084507,0.063063063063063,0.1273885350318471,0.120253164556962,0.1419354838709676,0.109717868338558,0.0535714285714286,-0.0301369863013698,-0.0876288659793814,-0.0301369863013698,0.0172413793103447
18570.0,0.0020101754,0.0396091759,0.0456535151,0.0216994421,0.2087927529,0.0710527362,2.0,0.0006000007,0.5715728384,0.0144927539,-0.0133333333333333,-0.0389610389610389,0.0882352941176469,0.1384615384615384,0.1044776119402985,-0.0263157894736841,-0.0133333333333333,-0.0749999999999999,-0.159090909090909,-0.1868131868131868,-0.2210526315789474,-0.2127659574468084
27289.0,-0.000341416,-0.004073993,-0.025919957,1.0330395134,0.0338742268,-0.002527689,0.0,0.5697031926,0.3628318584,-0.025,-0.0888888888888889,-0.127659574468085,-0.3166666666666666,-0.0465116279069767,-0.127659574468085,-0.1458333333333333,-0.2931034482758621,-0.3050847457627118,-0.3492063492063492,-0.2264150943396226,-0.3970588235294118,-0.2931034482758621
18834.0,-0.01789155,0.0015950659,0.0022019965,-0.01921444,0.275713051,-0.237233294,0.0,-0.012765957,1.3888349515,-0.042090656,-0.0961538461538461,-0.1132075471698113,0.0930232558139534,0.119047619047619,0.146341463414634,0.0930232558139534,0.0681818181818181,-0.0208333333333333,-0.175438596491228,-0.1896551724137931,-0.1607142857142857,0.0
47642.0,-0.019166084,0.0215630979,0.0275882872,0.0239373902,0.1387792557,-0.061132057,1.0,0.0006688525,1.2172949002,0.0610342491,-0.0757575757575758,-0.1586206896551724,0.0338983050847456,0.0082644628099173,-0.0317460317460317,0.1090909090909091,0.0990990990990992,-0.0393700787401575,-0.0542635658914728,-0.0962962962962963,-0.1029411764705882,-0.0895522388059701
29946.0,0.0064981877,0.0304036472,0.0576755268,0.0079681463,0.0242058187,0.0083210307,2.0,0.0126759915,1.5955828221,-0.020679013,0.0263157894736842,0.0446428571428572,0.0173913043478259,0.1142857142857143,0.1470588235294117,0.1470588235294117,0.1090047393364928,0.0446428571428572,-0.025,-0.0999999999999999,-0.1642857142857142,-0.1301115241635687
10866.0,-0.017886166,0.0172787184,0.0297611278,-0.049035541,0.0061353677,0.0370130698,1.0,-0.023024495,-0.368408143,0.0254511614,0.0398009950248756,0.0245098039215685,0.0346534653465346,-0.0141509433962264,-0.0047619047619047,-0.1030042918454935,-0.1181434599156118,-0.1673306772908366,-0.1291666666666666,-0.1803921568627451,-0.18359375,-0.2022900763358778
29970.0,0.0053968573,0.0445897047,0.061626819,0.0587211143,0.3054997545,0.0244987421,1.0,0.0177798882,5.0144927536,0.0874139573,-0.0689655172413793,-0.0201612903225806,0.1970443349753694,0.2590673575129534,0.4294117647058824,0.4817073170731707,0.3425414364640884,0.49079754601227,0.4817073170731707,0.577922077922078,0.8270676691729324,1.1130434782608694
44257.0,0.0095697234,0.0151222721,0.0304547837,0.0791742171,0.1355922608,0.0071510188,0.0,0.0140396633,1.2663185379,0.0541167781,-0.0072463768115942,-0.0283687943262411,0.1322314049586777,0.1048387096774192,0.0703125,-0.0743243243243243,-0.1796407185628742,-0.2126436781609195,-0.1796407185628742,-0.1845238095238095,-0.1273885350318471,-0.1217948717948718
67176.0,0.0001820568,0.0275862069,0.038679531,0.1021429897,0.01957441,0.0373011136,1.0,0.0008918621,1.1551207017,-0.049180329,-0.1585365853658537,-0.1153846153846154,0.0147058823529411,-0.0416666666666666,0.0454545454545454,-0.0675675675675675,0.1311475409836064,-0.028169014084507,-0.1265822784810126,-0.2417582417582418,-0.3839285714285714,-0.4152542372881356
45655.0,-0.00493346,0.0204955715,0.0473794662,0.4086457361,0.0034781489,0.0042598311,0.0,-0.006142817,10.925925926,-0.076335877,0.027237354085603,0.0476190476190476,0.32,0.2692307692307691,0.1785714285714286,0.2054794520547944,0.2165898617511521,0.3538461538461539,0.2222222222222223,0.2165898617511521,0.0775510204081633,0.4042553191489362
62818.0,-0.017637872,0.0138468308,0.0462083261,-0.013104228,0.168636179,-0.075187074,0.0,-0.007524302,1.2527624309,-0.048161715,-0.0283018867924528,-0.1120689655172413,-0.1271186440677966,-0.2746478873239436,-0.2313432835820895,-0.1953125,-0.2797202797202797,-0.0462962962962962,-0.0884955752212389,-0.1271186440677966,-0.2196969696969697,-0.2313432835820895
49402.0,0.0076722861,0.0143790238,0.0460471897,0.0143699199,0.1799896474,-0.05593627,3.0,0.0197402597,-0.131204029,0.0674116798,-0.0253164556962025,-0.125,-0.0128205128205127,-0.1630434782608695,-0.072289156626506,-0.2061855670103093,-0.2450980392156863,-0.1444444444444445,-0.1538461538461538,-0.1630434782608695,-0.2061855670103093,-0.1149425287356321
20651.0,0.0,-0.003565062,-0.01772235,-0.17892562,0.0022453689,-8880.533333,1.0,0.0033884298,3.7464940669,0.0666666664,-0.1999999999999999,0.0,-0.0588235294117647,0.0,-0.1999999999999999,-0.3333333333333333,-0.4482758620689655,-0.3846153846153846,-0.4482758620689655,-0.5,-0.5151515151515151,-0.5
25320.0,0.0002804287,0.0210857806,0.036988415,0.0503169212,0.0698350069,-0.013437133,1.0,-0.000143369,-0.364470665,0.0020551913,0.0257352941176469,0.1204819277108433,0.15527950310559,0.1160000000000001,0.24,0.1528925619834711,0.1481481481481481,0.1797040169133192,0.1071428571428572,0.1434426229508196,0.1822033898305084,0.210412147505423
65170.0,3.18801e-05,0.0112588007,0.0465203762,0.0791996026,0.1065291593,0.0299826608,1.0,-0.001453204,-0.716312057,0.0144927539,0.0,0.3709677419354837,0.3492063492063493,0.3709677419354837,0.3492063492063493,0.1643835616438356,0.5178571428571428,0.4166666666666667,0.2318840579710144,0.0625,-0.0229885057471264,-0.0229885057471264
60062.0,0.0010661587,0.0057025664,0.0191361556,0.5351268262,0.0049931765,-0.058939318,1.0,0.0036568523,0.4608695652,-0.003263696,-0.0067796610169491,-0.0034013605442176,-0.0233333333333333,-0.0298013245033113,0.1814516129032257,0.1356589147286822,0.0892193308550186,0.1183206106870229,0.0615942028985507,0.1098484848484848,0.0693430656934306,0.0464285714285714
40352.0,0.0014984539,0.0040737138,0.0143564451,0.270843159,0.0090341041,0.0053792611,1.0,0.0091779268,12.272979728,0.0297267698,-0.0109289617486338,-0.0109289617486338,0.117283950617284,0.1455696202531646,0.1104294478527607,-0.2489626556016597,-0.0523560209424084,0.1036585365853659,0.0903614457831325,-0.0372340425531915,-0.0372340425531915,0.0342857142857142
22753.0,0.0099942967,0.0413501049,0.0666143506,0.0442273675,0.0306133398,0.0075739513,2.0,0.0003343284,0.3483663698,0.0233163759,-0.2984293193717278,-0.3266331658291457,-0.1927710843373493,-0.1677018633540372,-0.0496453900709219,-0.1298701298701299,-0.1677018633540372,-0.0945945945945946,-0.0945945945945946,-0.1878787878787878,-0.291005291005291,-0.1518987341772152
22913.0,0.0,0.0946712018,0.1797631862,0.0963035852,0.0236638107,-0.206446231,4.0,0.0721742107,0.7412280702,0.0676747337,-0.0793650793650794,-0.0333333333333333,0.1599999999999999,0.1599999999999999,0.1599999999999999,0.2083333333333332,0.4499999999999999,0.1599999999999999,0.0175438596491228,0.1599999999999999,0.1599999999999999,-0.09375
22964.0,0.0237474334,0.1920604799,0.5563313164,0.0868395122,0.1357431302,-0.294727679,3.0,0.0223943378,0.389475319,0.0618861243,-0.0202020202020202,-0.1916666666666666,-0.0934579439252336,-0.110091743119266,-0.0396039603960396,-0.1415929203539823,-0.0761904761904761,0.0,-0.1018518518518518,-0.4085365853658537,-0.4425287356321838,-0.4488636363636363
23238.0,-0.005277117,0.0292350926,0.04448897,0.0234207063,0.4459490208,0.1135938852,0.0,-0.000394609,0.4088629823,0.0852818638,-0.0683760683760683,-0.1417322834645669,-0.0916666666666666,-0.2430555555555555,-0.113821138211382,-0.1985294117647058,-0.2323943661971831,-0.2323943661971831,-0.310126582278481,-0.4232804232804232,-0.4076086956521739,-0.3876404494382022
26841.0,-0.012114863,0.0030294556,0.0061707884,-0.057126565,0.0718164173,0.017743917,1.0,-0.005702571,-0.066490533,-0.014918416,-0.025,-0.048780487804878,0.0540540540540539,-0.1136363636363636,-0.1612903225806451,-0.2844036697247706,-0.1958762886597937,-0.2427184466019417,-0.1875,-0.2040816326530612,-0.2277227722772277,-0.4967741935483871
48047.0,0.0122529879,0.0212131969,0.0564454468,0.5441274054,0.0136511173,-0.037842395,0.0,0.0105679668,-0.299342105,0.0001168256,0.0384615384615385,0.125,0.265625,0.215,0.3206521739130434,0.3135135135135134,0.2857142857142858,0.3064516129032257,0.2590673575129534,0.1911764705882352,0.1626794258373205,0.265625
65533.0,0.0056574481,0.0226116095,0.0700516177,0.0382689932,0.3937406606,-0.045852559,3.0,0.0102325929,4.4748603352,0.0491803288,0.0364963503649635,-0.0069930069930069,0.109375,0.0215827338129497,0.1269841269841269,0.109375,0.1735537190082645,0.2792792792792793,0.1181102362204724,0.1639344262295081,0.1181102362204724,0.1359999999999999
60417.0,-0.023307436,-0.005711044,-0.053899838,0.0302856664,0.1401423867,-1.543897848,1.0,-0.126187947,1.2232645403,-0.008624341,-0.0303030303030302,-0.0985915492957746,-0.1111111111111111,-0.1351351351351351,-0.1466666666666666,-0.1794871794871795,-0.1999999999999999,-0.2380952380952381,-0.2558139534883721,-0.2888888888888888,-0.2808988764044944,-0.2195121951219512
30568.0,0.0033486577,0.0129982171,0.0289150461,0.3300142248,0.0965560623,0.0015618922,1.0,0.0109805096,-0.226190476,0.0002732258,-0.0806451612903226,-0.0806451612903226,-0.0338983050847457,-0.1363636363636363,-0.1857142857142857,-0.2191780821917808,-0.109375,-0.0952380952380952,-0.1363636363636363,-0.0952380952380952,0.0363636363636363,0.0178571428571427
24468.0,0.0,-0.089761092,-0.138348238,0.0207030345,0.0647490259,-0.367785424,0.0,-0.001274033,0.2611944208,0.0370370373,-0.1111111111111111,-0.2195121951219512,0.1034482758620689,-0.0303030303030302,0.1851851851851851,0.0666666666666666,0.0666666666666666,0.032258064516129,0.032258064516129,0.0,-0.1111111111111111,0.032258064516129
24572.0,-0.014809274,0.0108836588,0.0324850475,0.4274740466,0.0359918335,0.0435859604,0.0,-0.014617233,2.3549396075,-0.042494718,-0.0212765957446808,-0.1481481481481481,0.0222222222222221,-0.1153846153846154,-0.0799999999999999,-0.1785714285714286,-0.1929824561403509,-0.2580645161290322,-0.1153846153846154,-0.2068965517241379,-0.0799999999999999,0.1499999999999999
25794.0,-0.013279305,-0.050462916,-0.203362034,0.5233296006,0.028643111,0.0170345767,0.0,-0.106552649,3.273066091,0.0727513246,0.4347826086956521,-0.0833333333333333,0.1379310344827586,-0.326530612244898,-0.3653846153846154,-0.5,-0.5875,-0.5540540540540541,-0.5416666666666667,-0.65625,-0.7053571428571428,-0.611764705882353
26201.0,0.0085276984,0.0336931917,-0.064301736,-0.313970402,0.021884273,0.9951142677,2.0,0.250409635,2.704751838,0.3434343487,0.1666666666666667,0.1666666666666667,0.0,0.1666666666666667,-0.3,-0.3333333333333333,-0.6,-0.6111111111111112,-0.6744186046511628,-0.6956521739130435,-0.7358490566037736,-0.7407407407407407
45460.0,-0.001434034,0.0067935653,0.0099849284,0.0609459485,0.3373020899,0.0325488585,1.0,-0.007287016,0.4102564103,-0.025211272,0.028169014084507,-0.0068027210884353,0.0428571428571429,0.020979020979021,0.028169014084507,0.2166666666666665,0.140625,0.4174757281553398,0.0656934306569343,0.0503597122302157,0.2166666666666665,0.3644859813084111
52388.0,-0.003307838,0.0032118443,0.005824517,0.0597341731,0.2359747995,-0.126006818,1.0,0.0003964248,-0.789659945,0.0090909088,-0.1156462585034013,-0.2441860465116279,-0.2737430167597765,-0.3229166666666666,-0.2857142857142857,-0.1612903225806451,0.2621359223300972,0.4285714285714286,0.2871287128712871,0.4772727272727273,-0.4921875,-0.48
65541.0,0.0030470369,0.0352676779,0.0615545806,0.0319349962,0.1913507067,0.0099034699,3.0,0.0050937522,0.5516224189,0.0480081942,-0.1161290322580644,-0.1490683229813664,-0.0352112676056337,-0.2554347826086957,-0.2864583333333333,-0.2974358974358975,0.3173076923076923,0.2017543859649122,0.078740157480315,0.1229508196721311,-0.0927152317880795,-0.0352112676056337
31026.0,0.0029689678,0.0144065386,0.0323724282,0.1938669172,0.0771197684,0.0069703096,1.0,0.0146920646,-0.074074074,0.0209648022,0.1499999999999999,0.2299465240641711,0.25,0.25,0.3218390804597701,0.4197530864197532,0.3068181818181819,0.4556962025316455,0.4197530864197532,0.329479768786127,0.2777777777777777,0.2568306010928962
64207.0,0.0148247302,0.0397018871,0.0584730674,0.0246662623,0.2834335589,0.0045969472,8.0,0.0033431653,-0.440314577,0.0492697507,0.0642201834862385,-0.0306406685236768,0.1756756756756756,0.1262135922330096,0.4320987654320987,0.4683544303797469,0.2794117647058822,0.4089068825910931,0.2794117647058822,0.0674846625766871,0.0116279069767442,0.2167832167832168
19828.0,0.0025752359,0.0051029886,0.0472843815,5.2763933177,0.1282505211,-0.187264356,2.0,0.0177684312,3.8908954101,0.069444444,-0.05,-0.0952380952380952,-0.0952380952380952,-0.1363636363636363,-0.1739130434782608,-0.2692307692307693,-0.2692307692307693,-0.3214285714285714,-0.2692307692307693,-0.2692307692307693,-0.3666666666666667,-0.3666666666666667
59707.0,-0.005319946,0.0023395588,0.0041174359,0.0013114453,0.1803676059,0.0207033086,0.0,-0.013550466,0.9254814534,-0.025642275,0.0085470085470085,-0.1194029850746268,-0.2133333333333333,-0.2236842105263158,-0.301775147928994,-0.313953488372093,-0.3886010362694301,-0.3655913978494624,-0.313953488372093,-0.4636363636363636,-0.4511627906976744,-0.3821989528795811
63546.0,0.0094755105,0.0271280277,0.0574611551,-0.107740604,0.0232742242,0.0380954823,1.0,0.0133649933,-0.918773311,-0.028571429,-0.081081081081081,-0.2093023255813954,-0.3928571428571429,-0.4603174603174603,-0.4848484848484848,-0.5405405405405406,-0.5641025641025641,-0.5342465753424658,-0.5584415584415585,-0.5584415584415585,-0.5903614457831325,-0.6091954022988506
22699.0,-0.001580255,0.0122361924,0.0334813575,0.2130229952,0.0528273416,0.0224316793,1.0,-0.006472618,0.4014909478,-0.031686563,0.084033613445378,0.084033613445378,0.3163265306122449,0.1415929203539823,0.0078125,-0.0300751879699248,-0.0979020979020979,-0.1283783783783784,-0.0915492957746478,-0.0444444444444444,0.0661157024793388,0.1727272727272726
49154.0,-0.000279943,0.0116562502,0.0273651677,0.0649135163,0.0241961459,-0.039144521,2.0,-9.9248e-05,0.6610649488,-0.023281557,-0.0148148148148148,-0.036231884057971,0.0075757575757575,0.0597609561752987,0.2606635071090046,0.1367521367521367,0.1666666666666667,0.1176470588235294,0.1037344398340249,0.0682730923694778,-0.0148148148148148,-0.0763888888888888
29111.0,0.003942721,0.0411406182,0.0668658359,0.0653653433,0.2245846764,-0.005269393,0.0,0.0007093334,0.6515024948,-0.076478404,0.056338028169014,-0.0131578947368421,0.1904761904761904,0.0869565217391303,0.3888888888888888,0.1194029850746267,0.1363636363636364,0.1194029850746267,0.0416666666666667,-0.1071428571428571,-0.1477272727272727,-0.0131578947368421
19350.0,-0.005161894,0.0057007486,0.0149967984,0.0657646849,0.0072531484,0.0231955953,1.0,0.0075794879,-0.686442918,0.0173726468,-0.037037037037037,0.0446428571428572,0.1818181818181818,0.0684931506849315,-0.0126582278481012,-0.0823529411764706,-0.1169811320754716,-0.126865671641791,-0.2040816326530612,-0.2402597402597402,-0.2547770700636943,-0.1903114186851211
57883.0,0.003449789,-0.012130543,-0.343626518,0.3288577838,0.0214385632,0.3394618017,1.0,0.8035071812,-0.257488846,0.0588235296,-0.1666666666666666,-0.1666666666666666,-0.1999999999999999,-0.4594594594594594,-0.6153846153846154,-0.7101449275362319,-0.7222222222222222,-0.6551724137931034,-0.6666666666666667,-0.6774193548387097,-0.7297297297297297,-0.7402597402597403
49429.0,0.0049490889,0.0158483886,0.0432834776,0.1727166035,0.0165355374,0.1579488885,2.0,4.2236e-05,-0.934269304,0.0254681809,0.0353697749196142,-0.4290780141843971,-0.2631578947368421,-0.2203389830508474,-0.1436170212765957,-0.1701030927835051,-0.0955056179775281,-0.0799999999999999,-0.1785714285714286,-0.28125,-0.3235294117647058,-0.2860310421286031
44943.0,0.02143951,0.0405249495,0.0720512821,0.0592014108,0.1051427033,0.0222850446,0.0,0.0094470336,0.4142066421,-0.130316094,-0.2444444444444444,-0.276595744680851,-0.2608695652173913,-0.2608695652173913,-0.0285714285714285,-0.2272727272727273,-0.3061224489795918,-0.3199999999999999,-0.4035087719298246,-0.3584905660377359,-0.3461538461538461,-0.2272727272727273
43211.0,9.26973e-05,0.0108683184,0.0210438645,0.093054848,0.0317913992,-0.021087059,2.0,-0.016842105,-0.313783963,0.0548048057,-0.0952380952380952,-0.073170731707317,0.1515151515151516,0.0270270270270269,0.0857142857142856,-0.05,-0.1363636363636363,0.0857142857142856,0.0857142857142856,0.1176470588235294,0.0,0.0
61313.0,0.0115227986,0.0179250746,0.0319066407,0.1526926752,0.1315203592,-0.000275527,1.0,8.10811e-05,2.8038585209,-0.031099148,-0.1137724550898203,-0.0749999999999999,0.1212121212121211,-0.0198675496688741,-0.0451612903225806,-0.0389610389610389,-0.1242603550295857,-0.108433734939759,-0.1912568306010929,-0.2127659574468084,-0.1956521739130434,-0.097560975609756
19254.0,0.0092438528,0.0115982121,0.0201733625,0.13709886,0.1067753455,-0.00180327,3.0,-0.000258065,2.436413803,-0.031733116,-0.0718562874251497,-0.0432098765432098,0.25,-0.03125,-0.0828402366863905,-0.1388888888888888,-0.1040462427745664,0.0689655172413792,-0.0548780487804878,-0.0662650602409639,0.0472972972972973,0.0264900662251654
56960.0,-0.002703218,0.0249857607,0.0409769633,0.0817675954,0.1300087532,0.0090325778,1.0,-0.000377358,-0.736346516,0.000170351,-0.0046948356807511,-0.0093457943925233,0.1397849462365592,0.1099476439790576,0.1521739130434782,0.1157894736842104,0.1157894736842104,0.1041666666666667,0.0143540669856458,0.0,0.06,0.0816326530612245
31421.0,0.0013216732,0.0279385352,0.0326391048,0.0043626555,0.1841410622,0.0045564301,0.0,0.0008242151,0.2259459459,-0.024793388,-0.0606060606060605,0.117117117117117,0.1376146788990826,0.0420168067226891,0.087719298245614,-0.1142857142857143,-0.1448275862068965,-0.1142857142857143,-0.2392638036809815,-0.1842105263157895,-0.1948051948051947,-0.1506849315068493
31131.0,-0.111602714,-0.142509735,-0.213875875,-0.006308637,0.0250944956,-0.345797439,0.0,-0.28962025,0.0332874008,-0.028364389,1.0,0.5,0.0909090909090908,0.0285714285714284,0.1612903225806452,-0.0526315789473684,-0.1724137931034483,-0.3207547169811321,-0.4626865671641791,-0.625,-0.6666666666666667,-0.5813953488372092
31595.0,-0.013652354,0.0067595003,0.0152948171,0.3844766998,0.0190933478,-0.085167387,2.0,-0.024018335,1.253298153,-0.156705324,0.0461538461538462,0.0793650793650793,0.1333333333333333,0.1929824561403508,0.1929824561403508,0.0149253731343284,-0.1168831168831169,-0.1707317073170732,-0.2272727272727273,-0.1904761904761904,-0.1904761904761904,-0.2183908045977011
