firms,bm,ep,cashpr,dy,lev,sp,agr,gma,chcsho,lgr,age,chinv,hire,sgr,pchsale_pchrect,pchgm_pchsale,depr,pchdepr,invest,egr,tang,sin,currat,pchcurrat,quick,pchquick,salecash,salerec,cashdebt,divi,divo,securedind,convind,rd,operprof,ps,chpmia,chatoia,chempia,bm_ia,pchcapx_ia,mve_ia,herf,mve,chtx,roaq,roeq,rsup,cash,cinvest,nincr,sue,aeavol,ear,ms,dolvol,turn,IPO,maxret,retvol,baspread,std_dolvol,std_turn,ill,zerotrade,beta,betasq,pricedelay,idiovol,chmom,indmom,mom1,mom2,mom3,mom4,mom5,mom6,mom7,mom8,mom9,mom10,mom11,mom12,mom13,mom14,mom15,mom16,mom17,mom18,mom19,mom20,mom21,mom22,mom23,mom24,mom25,mom26,mom27,mom28,mom29,mom30,mom31,mom32,mom33,mom34,mom35,mom36,mom37,mom38,mom39,mom40,mom41,mom42,mom43,mom44,mom45,mom46,mom47,mom48
21821,1.2231289512,0.1680961848,-39.9963671,0.0849253684,2.1817128972,3.3776010603,0.147765091,0.162469792,1.0343781598,0.1903209367,8.0,0.0167708365,0.0046616942,0.1726781788,0.115831776,-0.024839183,0.0667162287,0.0682010186,0.1103417357,0.088561877,0.5076784118,0.0,1.1203160942,0.0484211685,0.8592278953,0.0752211196,80.449577832,7.6758669159,0.1614787802,0.0,0.0,0.0,0.0,0.0,0.3731289629,4.0,0.1355844036,0.0776410087,-0.01136118,-65.63574784,0.4117643785,422.375733,0.0089717165,14.059517644,-2.806375e-06,0.0125621246,0.0326268307,0.0768647375,0.0121987933,-0.020161685,1.0,-0.000663742,-0.485807672,0.0045407116,2.0,12.24749406,0.1427686514,0.0,0.0333333351,0.0162990761,0.0187992371,0.5363489816,0.2810212899,2.2751312e-08,2.0124302e-07,0.8121519053,0.6595907173,0.1124131648,0.0327540777,-0.094309031,0.4846259532,-0.050251256281407,0.0216216216216216,-0.055,0.0161290322580645,0.08,-0.015625,-0.475,-0.4973404255319149,-0.4645892351274787,-0.4148606811145511,-0.4973404255319149,-0.5344827586206897,-0.5333333333333333,-0.5,-0.4821917808219178,-0.5065274151436031,-0.4705882352941176,-0.4793388429752065,-0.5013192612137203,-0.4645892351274787,-0.5141388174807198,-0.5215189873417722,-0.5521327014218009,-0.5762331838565022,-0.5790645879732739,-0.496,-0.4521739130434783,-0.4779005524861878,-0.4521739130434783,-0.4489795918367347,-0.3922829581993569,-0.4018987341772152,-0.3961661341853035,-0.496,-0.4779005524861878,-0.4184615384615384,-0.4166666666666666,-0.3636363636363636,-0.4676056338028169,-0.4489795918367347,-0.4720670391061452,-0.4375,-0.3741721854304636,-0.3741721854304636,-0.4056603773584906,-0.3614864864864865,-0.3883495145631068,-0.3782894736842105
23229,1.3690147161,0.2022679615,-109.7420979,0.1433833067,3.4604022375,1.9690320915,0.1050072291,0.0914678652,0.1731624726,0.0881895027,8.0,0.0086433033,0.0218658892,-0.001058167,0.0636130704,0.0313734161,0.0262665456,-0.061476054,0.1256568509,0.1344982351,0.5331253414,0.0,0.8286652116,0.2108129948,0.4368322524,0.1273971576,90.772758999,7.6262866015,0.0982350622,0.0,0.0,0.0,0.0,0.0,0.1597914122,4.0,0.1533485626,-0.02914494,0.0058430155,-65.48986207,0.4059089826,858.722233,0.0089717165,14.212120827,0.0004534221,0.0090545657,0.0246606933,-0.02941133,0.0039620412,0.0291428511,0.0,0.0085730775,0.0846941646,0.0062500001,2.0,13.239514213,0.4650509395,0.0,0.0206896551,0.0137205109,0.0176904038,0.6257453231,2.6853596048,2.2694821e-09,3.3975197e-08,0.3845722402,0.1478958079,0.3141101741,0.0214433333,-0.336200746,0.4846259532,0.0328947368421053,0.0466666666666666,0.0680272108843538,0.0902777777777776,0.1984732824427482,0.1629629629629629,0.1134751773049644,0.1294964028776979,0.1214285714285714,0.1214285714285714,0.171641791044776,0.145985401459854,0.1214285714285714,0.1893939393939394,0.171641791044776,0.145985401459854,0.1214285714285714,0.0608108108108107,0.0902777777777776,0.1376811594202898,0.145985401459854,0.171641791044776,0.1629629629629629,0.1804511278195488,0.1984732824427482,0.1629629629629629,0.0827586206896551,0.0827586206896551,0.0261437908496731,-0.0598802395209581,0.0,0.0466666666666666,0.1804511278195488,0.145985401459854,0.0902777777777776,0.0397350993377483,-0.0308641975308642,0.0129032258064516,-0.0977011494252874,-0.1079545454545454,-0.1028571428571428,-0.1277777777777777,-0.0710059171597633,-0.01875,-0.1420765027322404,-0.1277777777777777,-0.160427807486631,-0.1229050279329608
11447,1.4641434908,0.162442222,-31.82923132,0.0978078862,2.0749695156,4.4883453029,0.008607601,0.194605443,-0.005001372,-0.006388673,8.0,-0.006923804,-0.108058608,-0.041467365,-0.050504621,-0.041050436,0.1068317214,-0.101683776,0.0575230788,0.0361722488,0.4270965646,0.0,1.3404689093,-0.128549097,0.8667176351,-0.180953797,75.783866058,9.1007128496,0.1762948207,0.0,0.0,1.0,0.0,0.0,0.4315164274,1.0,-0.022499333,0.0641141224,-0.018542731,0.1496282212,-1.168481513,1013.1410796,0.0365567883,14.071736792,0.0065939336,0.0098294283,0.0231687466,-0.012079499,0.0156190641,-0.017323629,0.0,0.0002704366,1.5080792469,-0.034882428,5.0,12.537523816,0.1897788648,0.0,0.0175438598,0.0161966458,0.0168099537,0.5369962547,0.5263967811,1.0323419e-08,1.1881954e-07,0.8805480356,0.775364843,0.0033255194,0.0288258591,-0.344018152,1.0258670689,-0.0320284697508896,-0.0036630036630036,0.1623931623931624,0.1056910569105691,0.3333333333333332,0.2830188679245282,0.2477064220183487,0.2197309417040358,0.198237885462555,0.2252252252252251,0.0666666666666666,0.0381679389312976,-0.0109090909090908,-0.0285714285714285,0.1012145748987853,-0.0285714285714285,-0.0422535211267606,-0.0684931506849315,-0.0716723549488054,-0.0903010033444816,-0.0841750841750841,-0.0144927536231883,0.0303030303030302,0.0421455938697317,-0.0072992700729926,0.0187265917602996,0.1147540983606556,0.088,0.0708661417322835,0.1056910569105691,0.1056910569105691,0.1929824561403508,0.3014354066985645,0.198237885462555,0.110204081632653,0.1774891774891775,0.2307692307692308,0.1574468085106382,0.075098814229249,0.1239669421487603,0.1826086956521739,0.1774891774891775,0.2088888888888889,0.1826086956521739,0.1877729257641922,0.2952380952380953,0.198237885462555,0.2592592592592593
30840,0.9504558417,0.0515980318,-4.423089071,0.0,0.7883919204,2.3398200275,-0.021062789,0.3705453698,0.0,-0.100357456,8.0,-0.071460999,0.1527446301,0.0060227186,-0.159759361,-0.048004825,0.1558464849,0.1165238417,-0.021195887,0.0574039979,0.5471666213,0.0,2.8269658754,0.4376442715,1.7390578635,0.7967570464,25.008212255,5.3010176754,0.1854008379,0.0,0.0,1.0,0.0,0.0,0.646567596,3.0,0.0458045453,0.0987673939,0.1697937003,1.3269691686,-0.681349749,-187.4927481,0.0371133477,10.522880545,0.0062556151,0.0227529022,0.0445599221,0.0579221892,0.0538069341,0.0088860071,3.0,0.0078608685,-0.292771711,0.0072449036,1.0,11.01096047,1.184375785,0.0,0.0420168079,0.0258493988,0.0264884328,0.7471804644,1.9287846857,1.4700092e-07,3.5015832e-08,1.2967303361,1.6815095645,-0.119103294,0.0801538657,-0.086747002,1.1486552485,0.0408163265306122,0.0303030303030302,0.1724137931034481,0.2749999999999999,0.2289156626506023,0.3972602739726028,0.4782608695652173,0.8214285714285714,0.7,0.5692307692307692,0.8545454545454545,0.8545454545454545,0.8214285714285714,0.6451612903225807,0.59375,0.3972602739726028,0.3421052631578947,0.3076923076923077,0.0851063829787233,0.0515463917525773,-0.0642201834862384,0.0851063829787233,0.0408163265306122,0.1590909090909091,-0.1428571428571429,-0.0467289719626168,0.1999999999999999,1.2173913043478262,1.3181818181818183,1.4285714285714284,1.5499999999999998,1.2173913043478262,2.090909090909091,0.7,0.6721311475409837,1.3720930232558142,2.1875,2.4,1.5499999999999998,1.5499999999999998,2.0,1.914285714285714,2.0,1.2666666666666666,1.125,1.4285714285714284,1.2173913043478262,1.914285714285714
39335,0.9700093646,0.137771463,-28.46757677,0.0939761667,2.4480958074,1.664321978,0.0905439676,0.1817406319,0.0390592946,0.1034368625,8.0,0.0056538646,0.0200742795,0.1434502646,-0.021992194,-0.09324619,0.078884492,-0.003331492,0.0953109396,0.0802117608,0.5109922427,0.0,0.9111467055,0.1131433056,0.7069943019,0.0958872581,42.255108445,5.4397203659,0.1533741477,0.0,0.0,1.0,1.0,0.0,0.5000708657,3.0,-0.2909932,0.0467141918,-0.151386849,0.3555620831,-0.44297029,94.161352085,0.2586224186,14.312865762,-0.002818068,0.0090357465,0.0291469148,0.0375924909,0.0123679255,0.0504797074,0.0,-0.004517437,-0.188402004,-0.052299936,4.0,13.767025422,0.75019245,0.0,0.0209424086,0.0119056881,0.018508219,0.6502897951,2.0586801844,2.7657158e-09,3.5714427e-08,0.7871310497,0.6195752893,0.3141739985,0.0287055032,0.0592886826,1.3227988579,-0.0675675675675675,-0.0547945205479452,0.0222222222222221,0.0298507462686568,0.1129032258064515,0.0615384615384615,0.0866141732283465,0.0147058823529411,0.0615384615384615,0.1219512195121952,0.037593984962406,0.0222222222222221,-0.028169014084507,-0.0738255033557047,0.037593984962406,0.104,-0.0142857142857142,-0.0675675675675675,-0.0416666666666666,0.0534351145038167,0.0222222222222221,0.0952380952380953,0.1219512195121952,0.0952380952380953,0.1896551724137931,0.2321428571428572,0.2105263157894736,0.1794871794871795,0.1596638655462186,0.1499999999999999,0.1596638655462186,0.104,0.2545454545454546,0.2660550458715596,0.1311475409836064,0.069767441860465,0.1596638655462186,0.1499999999999999,0.0222222222222221,-0.0142857142857142,0.0222222222222221,0.0534351145038167,0.0534351145038167,0.037593984962406,0.069767441860465,0.0952380952380953,0.1129032258064515,0.1999999999999999
38914,1.2417908458,0.1124025446,-21.1821078,0.015331968,3.7273292547,3.1104559731,1.4459041559,0.7602888424,0.0028600723,3.2806491885,8.0,-0.008502961,0.0637833115,0.3839353226,0.0143470044,0.1893642185,0.3016344725,0.1079071331,0.0470292484,0.0955181894,0.4107872144,0.0,1.7333066239,-0.028554526,0.7864583333,-0.113528014,41.308950914,5.9027426722,0.1192806594,0.0,0.0,1.0,1.0,0.0,1.0949434179,2.0,0.6732901661,-0.131114369,0.0962315951,0.5712195594,19.392350037,1303.6468009,0.1594020644,14.522093079,-0.005520363,0.0063149718,0.0261445711,0.0247126162,0.012321269,-0.045202478,2.0,0.0012320073,1.1897975342,0.139246827,5.0,14.669836733,1.2319072229,0.0,0.0536480695,0.0255606825,0.0257159543,0.5486350462,2.1204991865,3.0317181e-09,3.2402484e-08,1.5757961355,2.4831334607,0.0463138585,0.0393857657,-0.656096192,1.489419833,-0.0511182108626198,0.0,0.32,0.2857142857142858,0.5309278350515463,0.523076923076923,0.4924623115577888,0.2172131147540983,0.2375,0.0569395017793594,0.03125,0.053191489361702,-0.0357142857142857,-0.5178571428571428,-0.4299424184261037,-0.4469273743016759,-0.486159169550173,-0.4923076923076923,-0.5458715596330275,-0.5232744783306581,-0.4609800362976406,-0.4310344827586206,-0.4221789883268483,-0.473404255319149,-0.4761904761904761,-0.463898916967509,-0.4590163934426229,-0.477112676056338,-0.4153543307086614,-0.3109048723897911,-0.3093023255813953,-0.2860576923076923,-0.1972972972972972,-0.321917808219178,-0.3720930232558139,-0.315668202764977,-0.2877697841726618,-0.1680672268907562,-0.2225130890052356,-0.1972972972972972,-0.1416184971098265,-0.054140127388535,0.0276816608996539,0.0171232876712328,0.1040892193308549,0.2272727272727273,0.0959409594095941,0.076086956521739
11498,0.4466798395,0.093292433,4.1274803596,0.0346179179,0.1051848577,0.8452649081,0.1306050427,0.839454216,-0.002150923,0.0645627447,8.0,0.0016298114,-0.048324742,0.0841604046,0.0812749013,0.0324847146,0.1274650781,0.1102970996,-0.020476334,0.1473664285,0.6134428587,1.0,5.3539057162,0.0651532837,2.0047825097,0.368321194,7.4316838098,21.120727356,1.0267560794,0.0,0.0,1.0,0.0,0.0,1.0477734135,4.0,0.0019406242,-0.136793075,-0.009228359,-0.413320111,-0.507530275,-933.9977818,0.3536419591,12.551523206,0.0067279384,0.0452925683,0.0561783358,0.0071759867,0.2060976322,0.0430444894,0.0,0.00346824,0.2634854772,0.0032255948,4.0,10.260287489,0.0645721125,0.0,0.0628019348,0.0257576946,0.0306133102,0.9409909744,0.4092968631,2.5700393e-07,2.337392e-07,0.6855849257,0.4700266904,-0.104962621,0.0366591515,-0.367147217,0.791964555,-0.0219435736677116,0.0833333333333332,0.3333333333333332,0.3054393305439331,0.5072463768115942,0.5757575757575757,0.4511627906976745,0.4511627906976745,0.616580310880829,0.7627118644067796,0.6956521739130435,0.6507936507936507,0.5757575757575757,0.5918367346938775,0.6000000000000001,0.5294117647058822,0.5757575757575757,0.3991031390134529,0.3109243697478991,-0.2744186046511627,-0.1832460732984293,-0.1896103896103895,-0.0769230769230768,-0.1521739130434782,-0.1896103896103895,-0.2121212121212121,-0.1284916201117318,-0.0602409638554216,-0.037037037037037,0.2093023255813952,0.2380952380952381,0.3448275862068966,0.5,0.2380952380952381,0.2839506172839505,0.3565217391304347,0.368421052631579,0.368421052631579,0.3624454148471616,0.3390557939914163,0.3744493392070485,0.3991031390134529,0.411764705882353,0.3866666666666667,0.4311926605504588,0.4311926605504588,0.3390557939914163,0.3991031390134529
38666,1.6995188664,-0.052368895,-6.703903109,0.0,4.9978160913,4.1141471247,0.3441350652,0.5628768963,-0.032371795,0.5569531698,8.0,0.0008921155,0.0952380952,0.1468886941,0.3288982859,-0.006736418,0.1165350057,-0.589474491,0.2438637449,-0.041248606,0.2808112422,0.0,0.7291792738,-0.423376617,0.6877647504,-0.432612003,7.0833591092,6.5495495495,0.029537943,0.0,1.0,1.0,0.0,0.0,1.5067649742,0.0,0.0145663404,0.0894223288,0.029287958,1.2071204152,-0.317224048,-338.8874685,0.2120884706,10.092122471,-0.02411235,-0.004009584,-0.014934775,0.1691434474,0.0867238477,-0.550827271,1.0,-0.023804043,3.4791666667,-0.015384615,3.0,6.802116947,0.059953627,0.0,0.1000000015,0.0296261815,0.0164232346,1.1627033302,0.4147028463,6.6807446e-06,4.2000003086,0.2352557595,0.0553452724,2.5196534802,0.0361052212,0.2042234706,1.3408334913,0.0350877192982457,-0.0166666666666667,-0.106060606060606,-0.078125,-0.078125,-0.078125,-0.078125,-0.1571428571428571,-0.078125,-0.0327868852459016,-0.0634920634920634,-0.0634920634920634,-0.1194029850746268,-0.0923076923076923,-0.0634920634920634,-0.1323529411764705,-0.1690140845070422,-0.2236842105263158,-0.1571428571428571,-0.1805555555555555,-0.1571428571428571,-0.2716049382716049,-0.2027027027027027,-0.1194029850746268,-0.0634920634920634,-0.0923076923076923,-0.106060606060606,-0.0923076923076923,-0.1194029850746268,-0.1323529411764705,-0.0634920634920634,0.0,0.0535714285714286,0.0535714285714286,0.0350877192982457,-0.1194029850746268,0.0925925925925925,0.2040816326530612,0.0727272727272727,-0.0166666666666667,0.1132075471698113,0.0350877192982457,0.3111111111111111,0.2553191489361701,0.1799999999999999,0.2826086956521738,0.1799999999999999,0.2553191489361701
21979,1.0296478834,0.1104866449,-83.31812577,0.0663451311,0.6302901915,1.957853435,-0.069828252,0.3436284072,-0.027295285,-0.147734961,8.0,-0.049572477,-0.217392413,-0.162983164,0.1013030822,-0.081775015,0.094532839,0.0426204824,-0.00860681,-0.015015459,0.4809972085,0.0,2.675660797,0.3531244941,1.1082818911,0.3185130892,369.0858508,6.5471384982,0.2374920394,0.0,0.0,0.0,0.0,0.0,0.5538684869,2.0,-1.178767768,-0.251918357,-0.344607559,0.3600788581,-0.394673545,1003.6054176,0.0419981991,14.167389746,-0.024029531,0.0060970362,0.0101707589,-0.201861026,0.0031857846,0.0051347012,1.0,-0.043886422,-0.353976513,0.003903212,2.0,13.288189632,0.4152809935,0.0,0.0310077518,0.0220293597,0.0260237237,0.4726272458,0.5950290754,1.4255123e-08,9.1129494e-08,1.4289728233,2.0419633297,0.0466461737,0.0411016628,-0.539787872,1.3484866791,0.2116402116402116,0.080188679245283,0.2582417582417582,0.080188679245283,0.3313953488372092,0.040909090909091,-0.0614754098360655,-0.2315436241610738,-0.2707006369426752,-0.362116991643454,-0.4036458333333333,-0.4441747572815534,-0.4723502304147465,-0.4275,-0.3567415730337079,-0.3844086021505376,-0.3973684210526316,-0.3585434173669467,-0.4128205128205128,-0.4097938144329897,-0.4187817258883248,-0.3743169398907103,-0.400523560209424,-0.4674418604651162,-0.5053995680345572,-0.4842342342342343,-0.400523560209424,-0.3877005347593583,-0.3674033149171271,-0.284375,-0.1518518518518519,-0.0912698412698412,-0.5297741273100616,-0.5918003565062389,-0.5671077504725898,-0.5297741273100616,-0.5562015503875969,-0.5053995680345572,-0.5148305084745763,-0.5032537960954446,-0.5148305084745763,-0.4771689497716894,-0.4303482587064676,-0.4128205128205128,-0.395778364116095,-0.395778364116095,-0.3810810810810811,-0.420253164556962
27430,0.6630796781,0.1037769843,0.0216641328,0.013763772,0.5429619681,2.349581245,0.1906933372,0.3870301795,0.167760075,-0.041140797,8.0,-0.015692971,0.0775394159,0.0924215309,-0.1693769,0.0476524596,0.1374000689,0.1174570486,0.0338772012,0.4846221549,0.6667474434,0.0,2.9325987381,0.2669411258,1.9853019628,0.5117975465,12.581978716,5.8809204952,0.2695122732,0.0,0.0,1.0,0.0,0.0,0.8242916168,4.0,0.0228495886,0.1297662556,0.1684458094,-0.648701786,-0.482246658,84.6009718,0.1150017859,12.05916577,0.0103167801,0.0262806415,0.0558263559,0.095505618,0.1548385929,-0.005608102,0.0,0.0037071008,0.7181818182,-0.010600258,3.0,11.814173847,0.2544616002,0.0,0.0294117648,0.0181416625,0.0215078208,0.9696588393,2.1205533163,6.2490971e-08,4.990422e-08,1.0529766785,1.1087598854,-0.074190631,0.0534216698,-0.916440692,1.1273893972,0.1395348837209302,0.3008849557522124,0.651685393258427,0.8148148148148149,0.9215686274509804,1.115107913669065,0.9864864864864864,0.96,1.210526315789474,1.556521739130435,1.4297520661157024,1.5344827586206895,1.3149606299212595,1.8823529411764703,1.6017699115044248,1.2790697674418603,-0.0454545454545454,0.0,0.1094339622641509,0.053763440860215,-0.0666666666666666,-0.0953846153846154,0.3008849557522124,0.3363636363636364,0.4134615384615385,0.6333333333333333,1.5789473684210529,2.3793103448275863,2.4186046511627906,2.8181818181818183,2.5,2.5,2.721518987341772,2.6296296296296298,2.0625,2.094736842105263,2.4186046511627906,2.5,1.94,1.625,1.3149606299212595,2.161290322580645,2.2666666666666666,1.9696969696969695,2.0625,2.161290322580645,2.094736842105263,2.6296296296296298
21258,1.2265061752,-0.031811709,-34.31352047,0.0714617086,1.5357460795,2.6666380075,-0.071666855,0.1426156,0.5031501575,-0.044467526,8.0,-0.093568082,-0.430786268,-0.39647895,-0.07827304,-0.176712644,0.0654322201,0.0715949662,-0.011958085,-0.103978016,0.5208243479,0.0,2.0054169174,0.3562063729,1.0226862355,0.5189072219,83.244464326,7.233232922,0.0495820292,0.0,0.0,1.0,0.0,0.0,0.2701701125,1.0,-0.020710308,-0.325912983,-0.272289838,-0.485727128,0.0499909359,-87.64133011,0.0434447096,11.871354869,-0.036570751,-0.013707976,-0.028869806,-0.642300543,0.0115669895,-0.061992497,0.0,-0.103074063,2.2495412844,0.0245848391,2.0,8.8469464778,0.0857729244,0.0,0.0793650821,0.0231478853,0.0222337916,1.2898811393,0.8348970078,3.1524594e-07,1.6373913e-07,1.1508187279,1.3243837445,0.1363566082,0.0491363225,-0.103083621,0.8324747163,-0.0972222222222222,0.0077519379844961,-0.0298507462686566,-0.0076335877862595,0.25,0.2037037037037037,-0.0076335877862595,-0.3298969072164949,-0.3564356435643564,-0.453781512605042,-0.5255474452554745,-0.5578231292517006,-0.6096096096096096,-0.6242774566473989,-0.563758389261745,-0.6012269938650308,-0.6368715083798883,-0.4921875,-0.48,-0.4583333333333333,-0.3564356435643564,-0.35,-0.3953488372093023,-0.35,-0.2896174863387978,-0.1975308641975308,-0.1558441558441559,-0.1719745222929936,-0.1156462585034013,-0.0972222222222222,-0.1095890410958904,-0.0076335877862595,-0.0714285714285714,-0.1034482758620689,-0.2073170731707316,-0.1612903225806451,-0.1447368421052631,-0.0909090909090909,-0.2073170731707316,-0.2215568862275448,-0.1558441558441559,-0.1875,-0.1666666666666666,-0.1275167785234899,-0.1216216216216216,-0.0151515151515151,-0.1095890410958904,-0.1095890410958904
45997,0.1820168067,0.0762249515,2.3169191243,0.0359017453,0.2586037492,0.4626244344,0.2866472876,0.2493865378,0.0298777727,0.1987894043,8.0,0.0123821631,0.0545808967,0.1779965105,-0.194123305,0.2612191758,0.1717263253,0.2065529921,0.0332968402,0.4361930021,0.7398534124,0.0,1.4598381386,0.0888967503,1.2799190693,0.1164367007,1.9153240914,7.5113350126,0.342064379,0.0,0.0,0.0,0.0,0.0,0.6405182087,4.0,0.0079492106,0.021201649,0.0644097269,-0.627582662,-0.693075627,-130.3357118,0.0393608,11.796804691,0.0033976368,0.0606981398,0.1289459183,0.0343115708,0.5481779238,-0.013741414,2.0,0.0020426632,-0.11071132,0.0454290817,3.0,10.867115012,0.6926214312,0.0,0.0877192989,0.0244685451,0.0231221387,0.925042559,2.175797508,5.7306601e-08,3.1995043e-08,1.1039217646,1.2186432625,-0.241164226,0.058976922,-0.538575081,0.8562523955,-0.0422535211267606,0.2252252252252251,0.3877551020408163,0.5632183908045978,0.5632183908045978,0.7215189873417722,0.8630136986301369,1.0606060606060606,1.305084745762712,1.4285714285714284,1.125,1.193548387096774,0.9710144927536232,0.9154929577464788,1.4727272727272729,1.1587301587301586,0.7894736842105263,0.8378378378378379,0.5454545454545454,0.4945054945054945,0.3877551020408163,0.3333333333333332,0.5632183908045978,0.9710144927536232,0.5813953488372092,0.5111111111111111,0.8630136986301369,0.9154929577464788,1.3448275862068964,2.022222222222222,2.1627906976744184,2.4,2.5789473684210527,1.7755102040816326,1.8333333333333333,2.4,2.4,2.317073170731707,2.1627906976744184,2.1627906976744184,2.238095238095238,2.090909090909091,2.317073170731707,2.238095238095238,2.4,2.4871794871794872,2.4871794871794872,2.675675675675676
52791,0.8576968471,0.0495138538,-3.59380531,0.0132917439,0.6268616872,1.6391979992,-0.036296591,0.3095061639,0.0098757024,-0.119898211,8.0,-0.002549799,-0.166666667,0.0120142262,0.0994126002,-0.061213216,0.1474153987,0.4115651249,0.0288402444,0.029930825,0.5800882601,0.0,2.5427768409,-0.1038959,2.3031478359,-0.098717091,34.414454277,3.2479120267,0.2500104923,0.0,0.0,1.0,0.0,0.0,0.4928800405,3.0,1.3962428159,-0.021336343,-0.1286915,0.0208787361,-1.023567885,-125.8455684,0.066766372,11.578657024,-0.012969524,0.0030156148,0.0058293675,-0.04940145,0.0317927749,-0.387818464,1.0,-0.026077671,-0.654348519,-0.05065461,5.0,10.784158879,0.3542895668,0.0,0.1142857149,0.0295052462,0.0218053879,0.7027848688,1.2125193238,8.5218822e-08,7.0040138e-08,1.882450854,3.5436212176,-0.016514629,0.075227091,-0.140766668,0.2965176864,0.0549450549450549,0.0,0.263157894736842,0.0,0.263157894736842,-0.0303030303030302,-0.25,-0.1272727272727273,-0.0943396226415094,-0.2380952380952381,-0.3885350318471338,-0.4696132596685083,-0.4606741573033708,-0.4482758620689655,-0.4319526627218935,-0.5270935960591133,-0.5223880597014925,-0.5471698113207547,-0.598326359832636,-0.5492957746478873,-0.5714285714285714,-0.6129032258064516,-0.6097560975609756,-0.6,-0.6619718309859155,-0.5770925110132159,-0.5807860262008734,-0.5555555555555556,-0.7398373983739837,-0.7,-0.6778523489932886,-0.6220472440944882,-0.6390977443609023,-0.6821192052980132,-0.6723549488054608,-0.598326359832636,-0.5514018691588785,-0.5076923076923077,-0.5317073170731708,-0.5384615384615384,-0.4947368421052631,-0.4893617021276596,-0.5,-0.5247524752475248,-0.4838709677419355,-0.4216867469879518,-0.368421052631579,-0.323943661971831
22293,0.7278621573,0.053350778,-0.606462085,0.0353046088,0.5558506558,1.1305352103,0.1142308169,0.344551878,0.1598183509,0.2122442605,8.0,-0.028847,-0.030100334,-0.012386612,-0.357155778,0.0468116218,0.1581965907,0.0607630327,0.0273955622,0.0528278434,0.436368749,0.0,2.0831050228,0.1047063484,1.4368340944,0.2840034309,14.963981043,4.9722834646,0.2453935757,0.0,0.0,1.0,0.0,0.0,0.5165734411,3.0,-1.164608371,0.0180714988,-0.15731548,0.0582931321,-0.096481694,1176.9346676,0.0419981991,14.301078372,-0.00661836,0.024028229,0.0435312024,-0.019406793,0.0586860989,-0.185399468,1.0,0.0293608308,0.2928378293,0.0169388817,5.0,14.005744893,0.6456838805,0.0,0.0201238394,0.0115155818,0.0123081885,0.9046073256,1.9457406526,4.6643455e-09,6.0650122e-08,1.0227790266,1.0460769373,-0.029042642,0.0317525267,-0.529831689,1.3484866791,0.0843621399176954,0.0799180327868851,0.2729468599033817,0.2488151658767772,0.4638888888888888,0.5187319884726225,0.3723958333333332,0.3723958333333332,0.6366459627329193,0.467966573816156,0.3868421052631579,0.269879518072289,0.1763392857142858,0.1923076923076923,0.2760290556900726,0.2142857142857142,0.0979166666666666,-0.03125,-0.0721830985915492,-0.0258780036968576,-0.0521582733812949,-0.0383211678832117,0.1002087682672234,0.1048218029350105,-0.0898100172711571,-0.0418181818181818,-0.036563071297989,0.0456349206349206,0.1582417582417583,0.2637889688249399,0.3044554455445545,0.3547557840616966,0.3174999999999999,0.2313084112149532,0.2916666666666667,0.1763392857142858,0.1789709172259508,0.1333333333333333,0.0313111545988258,0.0252918287937742,0.126068376068376,0.1406926406926407,0.1896162528216705,0.1869369369369369,0.1582417582417583,0.2547619047619047,0.1896162528216705,0.2370892018779342
30912,0.456192373,0.0780773909,-2.617020449,0.0665012036,1.0153189522,0.8035527081,0.0919905882,0.1106617736,0.0244675456,0.1318545742,8.0,0.0,0.0740740741,0.1030358196,0.039980683,-0.00060892,0.2628530051,0.0953370583,0.012225676,0.012614667,0.5030343934,0.0,0.9037056115,0.0192162168,0.9037056115,0.0192162168,4.4599434984,1.1303222586,0.1082473597,0.0,0.0,0.0,0.0,0.0,0.3107022545,4.0,0.0190647397,0.0481008001,0.1102287198,-0.722388819,-0.203109043,-128.3989851,0.1688684277,12.111404759,-1.3649e-05,0.0125095075,0.0446400115,0.0103013591,0.1224394594,-0.001630811,2.0,8.40546e-05,1.5102240592,-0.012987013,3.0,10.745270232,0.3591804765,0.0,0.0461538471,0.0194705015,0.0240932134,1.1043261597,6.1762130481,8.466313e-08,3.439931e-08,0.7718491214,0.5957510662,0.0666005678,0.030938607,-0.585413028,0.6616118785,-0.0701754385964912,0.0392156862745098,0.2045454545454545,0.2397660818713449,0.2926829268292683,0.3417721518987342,0.308641975308642,0.3006134969325154,0.308641975308642,0.3417721518987342,0.2771084337349396,0.2470588235294117,0.3006134969325154,0.3677419354838709,0.4421768707482993,0.2771084337349396,0.1041666666666667,0.127659574468085,0.145945945945946,0.0984455958549221,0.0192307692307691,0.1910112359550562,0.2325581395348837,0.2114285714285715,0.087179487179487,0.0816326530612245,-0.0093457943925233,0.0241545893719807,0.1521739130434782,0.127659574468085,0.2254335260115607,0.127659574468085,0.308641975308642,0.0761421319796953,-0.0185185185185184,-0.0185185185185184,-0.0535714285714286,-0.0046948356807511,-0.1054852320675105,-0.0901287553648069,0.0495049504950495,0.0761421319796953,0.0192307692307691,0.0291262135922329,-0.0363636363636363,0.1397849462365592,0.1041666666666667,0.2325581395348837
