firms,bm,ep,cashpr,dy,lev,sp,agr,gma,chcsho,lgr,age,chinv,hire,sgr,pchsale_pchrect,pchgm_pchsale,depr,pchdepr,invest,egr,tang,sin,currat,pchcurrat,quick,pchquick,salecash,salerec,cashdebt,divi,divo,securedind,convind,rd,operprof,ps,chpmia,chatoia,chempia,bm_ia,pchcapx_ia,mve_ia,herf,mve,chtx,roaq,roeq,rsup,cash,cinvest,nincr,sue,aeavol,ear,ms,dolvol,turn,IPO,maxret,retvol,baspread,std_dolvol,std_turn,ill,zerotrade,beta,betasq,pricedelay,idiovol,chmom,indmom,mom1,mom2,mom3,mom4,mom5,mom6,mom7,mom8,mom9,mom10,mom11,mom12,mom13,mom14,mom15,mom16,mom17,mom18,mom19,mom20,mom21,mom22,mom23,mom24,mom25,mom26,mom27,mom28,mom29,mom30,mom31,mom32,mom33,mom34,mom35,mom36,mom37,mom38,mom39,mom40,mom41,mom42,mom43,mom44,mom45,mom46,mom47,mom48
10006,1.3947290434,0.1229103321,-37.51153875,0.0909899139,3.0650178786,2.9178866751,-0.032574831,0.2155044621,-0.102555701,-0.013937057,8.0,-0.048086067,-0.358589157,-0.163851368,0.1718306035,0.1412075129,0.0719850316,0.1056055412,0.0293222652,-0.071155997,0.532674686,0.0,2.4475919603,0.2563525079,0.8234712579,0.1515204442,59.904104364,9.03281951,0.1122596148,0.0,0.0,1.0,0.0,0.0,0.5304441651,3.0,0.0179039943,-0.003176224,-0.314644087,0.2965603884,17.945713697,-321.9131033,0.0858898163,12.547354725,-0.009178927,0.0006872048,0.0022582593,-0.44481976,0.0109219863,0.072223508,0.0,-0.058839104,1.1732026144,-0.040375712,3.0,12.164312711,0.7450151057,0.0,0.0185185187,0.0149077326,0.0188488184,0.7254871084,1.6250973164,1.5593956e-08,4.487249e-08,0.984555445,0.9693494243,-0.002420737,0.0298380145,-0.188355655,1.2630589457,0.0314960629921259,0.0564516129032257,0.0194552529182878,0.0607287449392712,0.1491228070175438,0.0607287449392712,-0.0150375939849624,-0.1027397260273972,-0.0367647058823529,-0.1148648648648649,-0.1148648648648649,-0.1987767584097859,-0.1493506493506493,-0.108843537414966,-0.0871080139372821,-0.1987767584097859,-0.2339181286549707,-0.2640449438202247,-0.3194805194805195,-0.2841530054644808,-0.3316326530612244,-0.343358395989975,-0.3578431372549019,-0.2880434782608695,-0.3141361256544502,-0.2316715542521994,-0.2316715542521994,-0.1208053691275168,-0.0839160839160839,0.0,-0.0075757575757575,0.0564516129032257,0.0274509803921567,-0.1493506493506493,-0.2108433734939758,-0.0437956204379561,-0.0437956204379561,0.0234375,-0.1148648648648649,-0.1437908496732026,-0.0774647887323943,-0.0709219858156028,-0.0038022813688213,-0.0507246376811594,0.0234375,0.1101694915254236,0.0781893004115226,0.0650406504065039
15763,1.1044584389,0.0836217586,-11.17859424,0.0826102471,1.2137564258,2.748334053,-0.064156066,0.4089320956,0.0156080642,-0.061826462,8.0,-0.049779595,-0.189821764,-0.170922869,0.0431264798,0.0348489093,0.1263699486,-0.08892134,-0.005594651,-0.066821002,0.5446287962,0.0,1.7018111027,-0.045295495,1.2288486422,-0.01233432,36.398784656,4.2393575525,0.1707293744,0.0,0.0,1.0,1.0,1.0,0.7874794323,2.0,-0.261844073,-0.136215504,-0.162140327,-0.21381659,-0.372738996,327.68216787,0.0981979719,12.874172815,-0.009489237,0.0036961006,0.0082956379,-0.163452956,0.0325401739,0.0143764703,0.0,-0.029159165,-0.130993151,0.0075354595,5.0,12.445253903,0.6762362482,0.0,0.0305343512,0.0182088098,0.0270590381,0.4210185706,1.0419066811,2.1261771e-08,4.9058289e-08,1.5244018695,2.3238010598,0.128909924,0.0447977337,-0.18121311,0.9682020646,-0.0642857142857142,-0.0367647058823529,0.1196581196581196,0.1008403361344538,0.1101694915254236,0.0650406504065039,0.0234375,-0.0902777777777777,-0.0902777777777777,-0.1656050955414012,-0.3105263157894736,-0.4099099099099099,-0.3640776699029125,-0.4072398190045249,-0.3212435233160622,-0.2598870056497175,-0.2514285714285714,-0.2994652406417112,-0.3482587064676616,-0.345,-0.3732057416267942,-0.2762430939226519,-0.2514285714285714,-0.2556818181818182,-0.2722222222222222,-0.18125,-0.1656050955414012,-0.2202380952380952,0.0,0.0314960629921259,0.1293103448275863,0.2596153846153846,0.3232323232323233,0.1909090909090909,0.1293103448275863,0.1196581196581196,0.1196581196581196,0.0916666666666665,0.0234375,-0.0709219858156028,-0.0774647887323943,0.0234375,0.0564516129032257,-0.0075757575757575,0.0155038759689922,0.0314960629921259,-0.0642857142857142,0.0564516129032257
21020,0.9071732876,-0.021278818,-3.130732384,0.0130550151,3.2006192805,4.5317415176,0.0424244581,0.0727979967,0.294618647,0.0181331119,8.0,0.0019827024,-0.002403846,0.0166179286,0.0502514967,-0.173206908,0.1057320897,-0.012730633,0.1015279728,0.1435395836,0.5825644207,0.0,0.9768675745,-0.01528131,0.8211118172,-0.022103335,8.9661165753,8.1242886096,0.0832430537,0.0,0.0,1.0,1.0,0.0,0.1690976054,1.0,0.0381683485,0.0201301468,-0.015273231,-94.51264825,-0.716893794,709.72822736,0.0678537183,14.017878074,0.0049202548,0.0009958172,0.0042807944,0.0577998779,0.1195494883,0.0974206041,0.0,0.026080737,-0.50294511,6.54073e-05,2.0,15.011917438,1.6357213391,0.0,0.0307692308,0.0242571661,0.0324196119,0.8796571107,8.1660489591,1.6867836e-09,1.083898e-08,1.0693486014,1.1435064313,0.2772750168,0.0707208206,0.0243147865,0.8795173404,0.1578947368421053,0.4244604316546763,0.7678571428571428,0.375,0.6923076923076923,0.3943661971830985,0.5714285714285714,0.736842105263158,0.8165137614678899,0.98,1.3294117647058823,1.25,0.8,0.8679245283018868,0.8333333333333333,0.6779661016949152,0.6638655462184875,0.4347826086956521,0.2147239263803682,0.4244604316546763,0.6779661016949152,1.106382978723404,1.5063291139240509,1.75,1.675675675675676,1.75,2.0,1.712328767123288,1.64,2.142857142857143,1.955223880597015,2.2459016393442623,1.8285714285714287,1.5063291139240509,1.2758620689655171,1.4444444444444446,1.6052631578947367,1.5714285714285716,1.0842105263157893,0.8504672897196262,1.0842105263157893,1.2758620689655171,1.1758241758241756,1.129032258064516,1.0625,1.2247191011235956,1.0842105263157893,0.8679245283018868
28636,2.6788732089,-0.64266577,-13.1916806,0.0148387587,6.6847306136,13.361738131,-0.074058822,0.2518102886,0.0,-0.011953929,8.0,-0.017444761,0.01735107,0.1422350803,0.2795089454,-0.084653645,0.1040139551,0.0141458053,0.0329026391,-0.199631848,0.5235670379,0.0,2.9274046042,-0.018527463,1.331251971,-0.074342562,51.497993311,10.153577316,-0.02323871,0.0,0.0,1.0,1.0,0.0,0.5785175391,1.0,0.021495108,0.4076012035,0.1082574635,1.3670917453,-0.377000856,-87.0371532,0.1150017859,10.462217234,-0.00124136,0.005004048,0.0189201511,-0.83072944,0.1330839255,-0.024760809,2.0,0.0424079317,8.1649694501,0.2417164501,1.0,9.9729494807,1.1004508755,0.0,0.146341458,0.038106704,0.0404975058,0.8313831015,5.4337370325,1.1671988e-07,1.0500000217,1.4191199727,2.0139014968,0.2149122777,0.0974388874,1.9480521188,1.1273893972,-0.0999999999999999,0.1739130434782609,0.0,-0.0357142857142857,0.0,-0.0689655172413793,-0.1818181818181817,-0.1818181818181817,-0.15625,-0.2058823529411765,-0.25,-0.2058823529411765,-0.25,-0.3249999999999999,-0.1818181818181817,-0.3863636363636363,-0.4375,-0.4705882352941176,-0.4705882352941176,-0.509090909090909,-0.5344827586206897,-0.55,-0.5263157894736843,-0.5423728813559322,-0.619718309859155,-0.6029411764705883,-0.619718309859155,-0.6447368421052632,-0.6707317073170731,-0.6707317073170731,-0.6301369863013699,-0.619718309859155,-0.578125,-0.6746987951807228,-0.6931818181818181,-0.6666666666666667,-0.6707317073170731,-0.6707317073170731,-0.6931818181818181,-0.7065217391304348,-0.6625,-0.6896551724137931,-0.686046511627907,-0.686046511627907,-0.6707317073170731,-0.6625,-0.6625,-0.6666666666666667
56899,0.6542401036,0.0300473375,0.9668990317,0.0111525995,0.817491424,1.1790492918,0.0031529305,0.2346461637,0.0035948403,-0.027298063,8.0,0.0001600662,-0.179265659,-0.019222774,0.3889672663,0.6596748357,0.0902472296,-0.01703787,0.0893308039,0.0439909297,0.5968313157,0.0,7.4150179442,0.8074202642,3.7932272016,0.6239286687,6.6704923486,5.6746851564,0.1058561354,0.0,0.0,0.0,0.0,1.0,0.4347642505,4.0,-1.101684291,0.1316193722,-0.306480804,-0.015328922,-0.339495676,-117.4445914,0.0419981991,12.3004028,-0.004716036,0.0043717295,0.0099370653,-0.036711457,0.1201006832,-0.071327838,0.0,0.004302277,0.6988764045,0.0917479564,2.0,13.262641274,0.8213636539,0.0,0.0851063803,0.0443342514,0.0377559185,1.1673270224,1.9175321525,1.2491132e-07,4.7599249e-08,2.1364297225,4.5643319591,0.112686314,0.0679932424,0.0638527125,1.3484866791,-0.0549450549450549,0.2198581560283687,0.4098360655737705,0.2112676056338027,0.34375,0.2740740740740741,0.2285714285714286,0.0955414012738853,0.162162162162162,0.186206896551724,0.5357142857142858,0.5495495495495495,0.4576271186440677,0.3650793650793651,0.5779816513761469,0.186206896551724,-0.0947368421052631,-0.36996336996337,-0.3790613718411552,-0.3629629629629629,-0.3943661971830986,-0.3174603174603174,-0.2586206896551724,-0.2950819672131147,-0.5113636363636364,-0.4266666666666666,-0.3174603174603174,-0.3484848484848485,-0.3254901960784313,-0.1809523809523809,-0.1650485436893204,-0.1224489795918367,-0.0802139037433155,-0.2355555555555555,-0.2803347280334728,-0.2181818181818181,-0.1179487179487179,0.1025641025641026,0.0238095238095237,-0.5085714285714286,-0.3986013986013986,-0.312,-0.328125,-0.3228346456692913,-0.2742616033755274,-0.1224489795918367,-0.1809523809523809,-0.0549450549450549
27991,0.9410307779,0.1507089258,-83.52915643,0.1154261179,1.3281547382,0.6943407426,0.1447681914,0.1310166749,0.0909816302,0.1290892495,8.0,0.001828882,0.1954198473,0.2066521265,0.0217706125,0.0667821768,0.0240107614,-0.01919138,0.1521607612,0.1309289657,0.5226876619,0.0,0.4193460746,-0.317102902,0.2649542428,-0.293936051,90.154399932,9.7430985245,0.164778111,0.0,0.0,0.0,0.0,0.0,0.2053294743,5.0,0.1345015723,0.0224093627,0.1793969736,-65.91784601,0.1889638892,1004.746983,0.0089717165,14.270246112,0.0048445738,0.0160384128,0.0335922287,0.0206230589,0.0030363612,-0.024299463,0.0,0.0023156585,-0.029838256,0.0097324178,4.0,12.856568034,0.3172740536,0.0,0.024630541,0.0093619863,0.014145687,0.7630807093,1.2853009494,3.8305972e-09,6.0865095e-08,0.2432473485,0.0591692725,0.6852770416,0.0278136777,-0.268522219,0.4846259532,0.0597826086956521,0.0773480662983425,0.0714285714285714,0.0655737704918033,0.25,0.1818181818181818,0.1963190184049079,0.2037037037037037,0.1746987951807228,0.2420382165605095,0.3175675675675675,0.2580645161290322,0.2745098039215685,0.4130434782608696,0.4338235294117647,0.4130434782608696,0.4444444444444444,0.4338235294117647,0.4661654135338346,0.5476190476190477,0.4661654135338346,0.4885496183206106,0.455223880597015,0.3829787234042554,0.5354330708661417,0.4661654135338346,0.4233576642335765,0.3636363636363635,0.3265306122448979,0.2828947368421053,0.3356164383561644,0.4338235294117647,0.598360655737705,0.56,0.455223880597015,0.4130434782608696,0.3087248322147651,0.3829787234042554,0.2828947368421053,0.2580645161290322,0.2662337662337661,0.2420382165605095,0.2913907284768211,0.2745098039215685,0.1963190184049079,0.21875,0.1890243902439023,0.1963190184049079
20482,0.2770532999,0.0611056043,20.389145676,0.0216636056,0.2654581076,0.5500218745,0.0896989446,0.537446516,-0.003232653,0.0435872489,8.0,0.0053188183,0.0204114025,0.1109590907,-0.025050281,0.0328149184,0.093270252,0.0669935438,0.1050257406,0.1378724882,0.4437960165,0.0,1.2583927324,0.0287954446,0.7758419596,0.0497713012,22.526140396,6.0854127061,0.3034372451,0.0,0.0,0.0,0.0,0.0,1.0264797535,6.0,0.0537583015,0.0642742627,-0.003590685,-0.318699347,-0.263905937,3744.1583173,0.081761087,15.459012546,0.0060502298,0.0340164534,0.0707798084,0.0151219584,0.0450074389,0.0456029658,1.0,0.002862499,0.1123294347,0.0217305934,6.0,14.525894884,0.2744397523,0.0,0.0362116992,0.0172573026,0.0191758911,0.4508226426,0.4867452507,2.6480858e-09,1.0850314e-07,1.0575090484,1.1183253875,0.1839616093,0.0321278914,-0.13778047,1.3184834741,0.0130718954248365,0.0402684563758388,0.1111111111111111,0.1071428571428572,0.2863070539419088,0.3537117903930131,0.341991341991342,0.2704918032786885,0.3362068965517242,0.3478260869565217,0.3362068965517242,0.4351851851851851,0.3080168776371308,0.3777777777777777,0.4903846153846154,0.4832535885167464,0.3963963963963963,0.2301587301587302,-0.3049327354260089,-0.3290043290043289,-0.3541666666666666,-0.3528183716075156,-0.2954545454545454,-0.3141592920353983,-0.2757009345794392,-0.2211055276381909,-0.2475728155339805,-0.1906005221932114,-0.1948051948051947,-0.0801186943620178,-0.0909090909090909,-0.0342679127725856,0.0580204778156996,0.0402684563758388,0.0,-0.0577507598784194,-0.0282131661442006,0.019736842105263,0.009771986970684,0.0437710437710436,0.1032028469750889,0.1355311355311355,0.2350597609561753,0.2015503875968991,0.1787072243346008,0.2970711297071129,0.1567164179104476,0.1481481481481481
10057,1.4703233132,0.1410533708,-3.217597662,0.0776401528,1.2464254066,3.97585677,-0.098929834,0.4019808188,0.002531063,-0.213618823,8.0,-0.124725006,-0.366340098,-0.184097579,0.3549302566,0.1306791544,0.1114933772,0.1159041238,-0.095557046,0.0246942874,0.5759443292,0.0,2.2892852809,-0.040622039,1.430876974,0.1349804842,9.6764723291,8.8654862938,0.1775712574,0.0,0.0,1.0,0.0,1.0,0.8104200741,4.0,-1.142666261,-0.069745277,-0.493555244,0.800754288,-0.403335208,-137.2452074,0.0419981991,11.483944546,-0.024626195,-0.015826603,-0.028848469,-0.773134753,0.1149266028,0.0004684669,0.0,-0.094028364,-0.07345576,-0.056696927,0.0,11.097705432,0.3702855398,0.0,0.0099999998,0.0153716671,0.0098321578,1.0729291209,0.682309051,1.4407825e-07,1.3841486e-07,0.9035233677,0.8163544759,0.1515197241,0.048286707,0.1200520538,1.3484866791,0.0211267605633802,-0.0268456375838925,-0.0397350993377483,-0.1158536585365853,0.0211267605633802,0.0283687943262411,-0.0880503144654087,-0.1807909604519774,-0.1569767441860464,-0.1761363636363636,-0.2119565217391305,-0.1420118343195265,-0.0880503144654087,-0.0333333333333333,-0.0645161290322581,-0.1761363636363636,-0.2525773195876288,-0.3287037037037037,-0.3829787234042553,-0.3378995433789954,-0.2821782178217822,-0.2676767676767676,-0.2821782178217822,-0.2892156862745098,-0.2961165048543689,-0.275,-0.385593220338983,-0.375,-0.3287037037037037,-0.2525773195876288,-0.2447916666666666,-0.1049382716049383,-0.2447916666666666,-0.3287037037037037,-0.458955223880597,-0.3062200956937799,-0.1853932584269663,-0.1420118343195265,-0.1944444444444444,-0.2119565217391305,-0.0880503144654087,-0.1265060240963855,-0.0202702702702702,-0.0993788819875776,-0.0202702702702702,0.0357142857142858,-0.1049382716049383,-0.0333333333333333
28695,1.8862275449,0.0874251497,-329.6253144,0.0,11.28742515,7.3784431138,1.6358048406,0.8852609795,0.0,5.155,8.0,0.2822139051,1.5892857143,2.8494220556,-3.11487692,0.259436002,0.0670854271,-0.615671203,1.0662770952,0.0304219823,0.5794109545,0.0,0.7363368605,-0.636413353,0.3838224065,-0.767208304,228.18518519,1.7983070636,0.0675206037,0.0,0.0,0.0,0.0,0.0,1.0536473667,3.0,0.0909346038,0.4987284872,1.4627848544,2.2627408717,-0.209631792,-202.7419981,0.0371133477,8.3368696373,0.026546575,0.0076363636,0.0533333333,0.6218955481,0.0042650268,-1.034662855,0.0,0.0968729208,0.5688509022,0.0916356519,0.0,8.3144954429,1.4982035928,0.0,0.0526315793,0.034605978,0.0313360553,0.7312648068,1.7057821514,3.4261093e-06,3.7817029e-08,0.8287622965,0.6868469441,-1.764710298,0.1166008568,-0.823529421,1.1486552485,-0.217391304347826,0.0588235294117647,0.125,0.125,-0.0526315789473684,-0.0999999999999999,0.0588235294117647,0.0588235294117647,0.5,0.125,0.0,0.6363636363636365,0.5,0.3846153846153846,0.2857142857142858,0.0588235294117647,-0.0999999999999999,0.0,0.125,0.125,0.1999999999999999,0.0588235294117647,0.0,0.2857142857142858,0.6363636363636365,0.2857142857142858,0.2857142857142858,0.5,0.5,0.5,0.6363636363636365,0.6363636363636365,0.6363636363636365,0.125,0.125,1.0,0.8,0.5,0.5,0.3846153846153846,0.5,0.3846153846153846,0.5,0.1999999999999999,0.3846153846153846,0.2857142857142858,0.125,0.5
60038,0.3853679808,0.0555194827,28.404050241,0.0203030311,0.2037662419,0.8619047964,0.0051650987,0.5075078399,0.0,-0.108691536,8.0,0.0016927323,-0.108138239,-0.014380832,-0.030214354,-0.012569723,0.1510833496,0.0626563188,0.0347537355,0.0788995273,0.5667508901,0.0,5.3952795031,0.1822600767,1.4663354037,0.1512113989,47.461263409,8.8666221332,0.3343011614,0.0,0.0,1.0,0.0,0.0,0.7762695431,3.0,-0.029305712,0.0433717456,-0.018622362,-0.929147289,-0.955092946,-49.97642437,0.0365567883,11.002099841,-0.006308799,0.0255577369,0.0410550459,0.0024242425,0.0307946412,-0.020921863,1.0,-0.004978355,-0.425968109,-0.019189413,6.0,9.3171635674,0.128968254,0.0,0.0687830672,0.0173232108,0.0124542056,1.1525278284,1.5183472982,3.6034707e-07,1.372549e-07,1.1466072337,1.3147081484,-0.015175471,0.0567934668,-0.36697928,1.0258670689,0.1755725190839694,0.1240875912408758,0.3508771929824561,0.3873873873873874,0.4807692307692308,0.3999999999999999,0.3999999999999999,0.203125,0.3050847457627119,0.2833333333333334,0.1079136690647482,0.0266666666666666,0.1323529411764705,0.1666666666666667,0.2520325203252032,0.1240875912408758,0.013157894736842,-0.193717277486911,-0.0941176470588235,-0.0833333333333333,-0.0434782608695651,0.013157894736842,-0.0666666666666666,-0.1299435028248587,-0.0314465408805031,0.0476190476190476,0.2727272727272727,0.1323529411764705,0.1407407407407408,0.2833333333333334,0.4128440366972477,0.4951456310679611,0.7303370786516854,0.4528301886792452,0.439252336448598,0.4807692307692308,0.4807692307692308,0.4528301886792452,0.2222222222222223,0.1666666666666667,0.3050847457627119,0.6382978723404256,0.75,0.5555555555555556,0.439252336448598,0.711111111111111,0.711111111111111,0.54
