firms,bm,ep,cashpr,dy,lev,sp,roic,agr,gma,chcsho,lgr,age,chinv,hire,sgr,pchsale_pchrect,pchgm_pchsale,depr,pchdepr,invest,egr,tang,sin,currat,pchcurrat,quick,pchquick,salecash,salerec,cashdebt,divi,divo,securedind,convind,rd,operprof,ps,chpmia,chatoia,chempia,bm_ia,pchcapx_ia,mve_ia,herf,mve,chtx,roaq,roeq,rsup,cash,cinvest,nincr,sue,aeavol,ear,ms,dolvol,turn,IPO,maxret,retvol,baspread,std_dolvol,std_turn,ill,zerotrade,beta,betasq,pricedelay,idiovol,chmom,indmom
54594,0.9021367317,0.0491384659,-10.48222174,0.0242815246,0.9589624468,2.3182531727,0.0640554034,-0.052826054,0.2165242011,0.002680067,-0.099234588,27.0,-0.021385423,-0.137931034,-0.146512902,-0.043971374,-0.014458933,0.1705767306,0.0212786206,-0.02110667,0.0020529284,0.4698921428,0.0,3.8746969504,0.2414987778,1.3179947684,0.2320106305,63.310522123,7.5898755936,0.0972527437,0.0,0.0,1.0,0.0,0.0,0.4081027348,4.0,0.0177812473,-0.081737063,-0.217905121,1.6852139176,-7.556251,86.394327317,0.1431514131,11.927470889,-0.004780594,-0.003206349,-0.008053625,-0.240137498,0.0498840999,-0.006267185,1.0,-0.004040541,0.2806758589,0.0205757981,4.0,12.174643865,0.926581881,0.0,0.1011236608,0.0487117603,0.0706802257,0.488444582,2.2877391764,5.1788107e-08,2.4734437e-08,1.395746105,1.9481071896,-0.061472274,0.0805080665,-0.909645683,0.060678273
11624,0.2029184114,0.0195152899,32.663571819,0.0,0.0355538637,0.2278644842,0.1216176384,0.3078458362,0.7556090847,0.0424603175,1.4818423384,18.0,0.0381713536,0.4838709677,0.4435691318,0.3864492606,0.7539889146,0.1992805755,6.5172630017,0.4030970406,0.2122498484,0.5409272746,0.0,2.9125624554,-0.556237542,2.022840828,-0.565447247,9.807755325,6.8333333333,1.7013012069,0.0,0.0,0.0,0.0,0.0,0.8322468163,6.0,-0.544535759,0.2600189213,0.3596079039,0.1763888061,-1.592303824,-3846.98686,0.0244816592,10.655225845,0.0080139563,0.0250336099,0.0313188725,0.022324773,0.0699465142,-0.138536633,4.0,0.00481123,1.3998529319,0.0660436722,6.0,9.1763170931,0.2665662651,0.0,0.0174562819,0.0184028926,0.0177212832,0.819221329,0.3271292481,6.4987241e-07,2.1000002609,0.7269951802,0.528521992,-0.97764124,0.0996576214,-0.290511771,-0.159632793
11790,0.5609353405,0.0800169337,2.7393996473,0.0350030506,0.3312440078,0.2719808748,-0.025852564,0.0127660056,0.09391325,0.0024188958,-0.09304387,27.0,0.0074829359,0.0416666667,0.2108425721,0.3372944526,0.1372340389,0.0671279742,0.3750284939,0.0161808272,0.0877009996,0.5697451293,0.0,7.976205955,0.7405040602,4.953582109,0.7643286708,2.1885620391,4.322041947,0.3291213467,0.0,0.0,0.0,0.0,0.0,0.1294799363,6.0,0.0584156707,0.0949195965,0.1529680495,-0.367341472,-0.165580335,-477.3751914,0.2248013571,12.213177374,-0.002029503,0.0258752654,0.0432569274,-0.004964603,0.1526081303,0.0742975367,1.0,0.0167689994,-0.290272099,-0.005542922,5.0,10.88287853,0.2226138446,0.0,0.0209008977,0.0084551595,0.0124132138,1.0459819709,0.9472565591,5.8691914e-08,1.3165277e-07,0.3479082311,0.1210401373,0.2558481265,0.0538099971,-0.215139586,0.1297631159
12320,1.6128917401,-0.518459409,-14.47006542,0.0328828178,4.7917875337,7.3916245857,-0.010004305,-0.045163681,0.1660435566,0.0203426124,0.0577809834,27.0,-0.0411447,-0.116997792,-0.133106255,0.1095178912,-0.152748723,0.1399220775,-0.038082889,0.0626183944,-0.259320056,0.4850563801,0.0,1.1407864999,-0.204066275,0.7023881272,-0.14611745,35.336292637,8.2190566389,-0.009673312,0.0,0.0,1.0,0.0,0.0,0.3990471549,2.0,3.904208253,0.0389277672,-0.116204095,46.225378537,-0.020821271,-3677.86942,0.0686654204,10.342658167,0.003435964,-0.004106883,-0.016241382,-0.511571303,0.0162994797,-0.088615472,3.0,-0.028813559,5.6042853268,-0.080551506,3.0,8.284403278,0.1559732374,0.0,0.1960132569,0.0570905347,0.0408552113,0.9830929513,0.6099899536,2.9620406e-06,1.6640832e-07,0.5125679321,0.262725885,-1.882333635,0.08721809,-0.16026936,0.2824193059
13056,1.0278249851,-0.139306989,-8.753236118,0.0157564622,1.9505666455,2.7754870315,0.089991074,-0.035795115,0.6152251008,0.0042842067,0.0286458396,28.0,-0.027939191,-0.028423773,-0.032541903,0.2217532044,0.0640305278,0.2024274584,-0.014899966,-0.046569526,-0.138247118,0.2636690521,0.0,1.4889978214,0.3723526443,1.0828696721,0.4317085264,24.132215609,8.43240503,-0.022503301,0.0,0.0,0.0,0.0,0.0,1.5182889447,5.0,-0.600667756,-0.047926951,-0.077270506,2.0637398315,-0.749027937,-56.07420734,0.0461940736,13.800296837,-0.045303889,-0.004556116,-0.014336921,-0.097398718,0.0386153702,-0.010263665,0.0,0.0007262164,7.1885898649,0.2425320614,1.0,14.387169016,2.4820331085,0.0,0.0432098024,0.0217939428,0.0385186296,0.4607395637,7.2199997541,1.6560506e-09,8.7283126e-09,0.6248044726,0.390380629,0.1312280804,0.067157863,-0.4942981,0.01134866
50091,0.7948172098,0.1079527446,-8.034418913,0.0192821401,1.0928478826,2.1457305625,0.0494971135,0.0138593664,0.3275521529,0.0010338589,-0.051300761,27.0,0.0208898746,-0.064516129,0.0013347595,0.0298998598,-0.008285981,0.1277974774,0.0296128358,0.0427819893,0.119591076,0.4888846747,0.0,2.4328224285,0.182854725,1.5855811313,0.1212111555,48.731418471,4.0554856836,0.1607830085,0.0,0.0,0.0,0.0,1.0,0.8016554295,5.0,-1.210643207,0.0295353173,-0.102595182,0.3694029835,-1.642817964,-766.7481516,0.1011532727,12.168260931,0.0004611487,0.0036509442,0.008670874,-0.003524605,0.028974264,-0.011400803,0.0,-0.00143613,0.2853628536,0.0136510078,3.0,11.359124307,0.5829952671,0.0,0.0722123981,0.0304052601,0.0286654669,0.8191585612,2.9065245279,5.0110165e-08,3.0695565e-08,0.8251244934,0.6808304296,0.0035424296,0.0512009994,-0.43172216,0.353173702
14286,0.6085082124,0.0341225104,-3.895428625,0.01697224,0.6835183919,1.6666027537,0.1400942227,-0.236032168,0.3243439352,0.013552759,-0.413185246,28.0,-0.083880367,-0.700097371,-0.290037162,0.0122459435,0.3298743235,0.2096165933,0.3612696767,-0.202714959,0.0564599217,0.3966278444,0.0,1.7655826558,-0.276645683,1.0597899729,-0.185694137,17.476042315,7.3518324607,0.1225839594,0.0,0.0,0.0,1.0,1.0,0.9919637338,6.0,2.4295338393,-0.278192202,-0.950527171,7.8633034137,-0.535078014,-6652.773377,0.0255505566,8.870522576,-0.015751602,-0.009954482,-0.018262702,-0.610288517,0.0635957102,8.579408839,1.0,0.0435581264,-0.970602934,9.81847e-05,5.0,7.1691190312,0.1880952381,0.0,0.110869512,0.0580110457,0.1031195509,1.7408186134,2.4833469665,1.50195e-05,9.4500001055,0.9930878654,0.9862235084,-3.236873561,0.1752585025,-0.423320011,-0.180857216
14526,0.5362509117,0.0820121879,-1.384057028,0.0190677866,0.7472200654,2.517007443,0.1093776587,-0.054458386,0.4963541101,0.0182929021,-0.162472265,28.0,-0.010482362,-0.099966171,-0.072682617,-0.02079765,0.0798862411,0.2103567677,-0.092956662,-0.060557596,0.1526852426,0.4550280214,0.0,1.3760246465,0.0794886686,1.0929196237,0.1146552262,52.230649046,6.9670195122,0.2035176216,0.0,0.0,1.0,0.0,0.0,1.3990100612,7.0,-2.295370578,0.1093882473,-1.369509865,1.8176484003,-1.394679967,-417.4627366,0.0589170452,12.620096055,-0.001712586,0.0104783215,0.026282914,-0.019165039,0.0375468082,-0.004881305,0.0,0.0008888889,0.3005212433,-0.010475437,5.0,12.204238445,0.9240726011,0.0,0.0859999657,0.0408195289,0.0604711592,0.4750772639,3.0974344396,1.8795853e-08,1.9801825e-08,-0.004218802,1.77983e-05,0.6801623223,0.088361759,-0.048576869,0.1195464187
11581,-0.822296489,0.1433020234,5.7615323492,0.0,2.8387980799,2.8356737369,0.2247993117,-0.17810164,0.4354826719,-0.69942587,-0.168063373,15.0,-0.028592979,0.0295081967,-0.282446601,0.2454845608,-0.011496304,0.479079074,0.0445835881,-0.065717623,-0.14237673,0.3443574884,0.0,1.1116410436,-0.311108219,0.6888195009,-0.361138447,18.149393688,8.7671499518,0.0814566183,0.0,1.0,1.0,0.0,1.0,-0.816108742,4.0,1.6409664422,0.6785358319,-0.023110344,0.2320159807,-0.448023889,-1527.413411,0.0310388259,12.966023244,0.0004153933,0.0121975188,-0.028166851,-0.015484488,0.1410258204,0.007140915,0.0,0.0,-0.555371901,-0.036547118,4.0,13.215230576,1.2181954152,0.0,0.0189087186,0.0107718594,0.011913505,0.6152325512,1.8250753983,5.5913767e-09,2.8903132e-08,0.9520186028,0.9063394201,0.295471737,0.0724231554,-1.522254137,0.0822100167
15748,1.119074473,0.0893540924,-4.105842063,0.0,0.6098038865,3.4091410907,0.068505562,-0.060511069,0.4269500173,0.0188976378,-0.250501198,18.0,-0.04097511,-0.166371681,0.2959484597,0.5184781785,-0.15603504,0.0867525445,0.028246976,0.0255534417,0.0900600659,0.6002406057,0.0,2.5146884021,0.2152602827,1.4599252844,0.2084077687,23.016921837,6.932448831,0.1865340004,0.0,0.0,1.0,0.0,0.0,0.7445068785,6.0,0.5188206167,0.2778227717,-0.642839534,-1.873919087,1.7784674456,-3337.500138,0.0287729298,9.2432895327,-0.010179919,-0.015529532,-0.023936588,-0.710657055,0.1305004616,-0.039671586,1.0,-0.02200489,0.166309756,-0.10310279,4.0,8.3296459891,0.2266929076,0.0,0.075203225,0.0439406115,0.0272715789,1.2368929028,0.7393047366,1.48624e-05,3.1500002073,1.3119915551,1.7213218406,-0.059264161,0.0821775428,-0.460641014,-0.127360535
16126,0.6195642715,0.0883103427,-2.948118527,0.0090075644,1.0443908844,1.7304142337,0.106141522,0.6639960167,0.4405214557,0.0581723027,1.0515026229,27.0,0.099017892,0.3991081382,0.2595505988,-0.266518827,-0.155272827,0.1291677403,-0.178413156,0.2897768423,0.2621254034,0.4153132328,0.0,1.702960414,-0.093699455,0.9814547269,-0.136822112,87.984464902,4.6439808066,0.1867264953,1.0,0.0,1.0,0.0,0.0,0.8418165053,3.0,-2.328788233,-0.006249489,-0.90280124,1.90096176,0.4040599976,-647.8500666,0.0589170452,11.064508001,-0.002512222,0.0122548849,0.033722737,0.2215566633,0.0118195914,-0.032746625,0.0,-0.002825699,-0.616556837,0.0182076287,6.0,8.9798322985,0.2529953336,0.0,0.0091361841,0.0106910549,0.0082503326,1.2577528282,1.3297096482,1.9217293e-07,1.0500001021,0.6221377176,0.3870553396,-0.04902835,0.052775574,-0.517355628,0.1195464187
17137,1.3657241404,-0.015388802,-22.86099121,0.0546238399,0.3898515918,1.7804645857,-0.030798227,-0.130601708,0.1813574478,-0.003229919,-0.313809719,27.0,-0.055415742,-0.292682927,-0.168101806,0.0671109915,-0.001112904,0.1172696804,0.1113419131,-0.064520595,-0.058874528,0.3653445321,0.0,2.9645820806,-0.092637537,1.9951292844,-0.035674469,57.167757621,5.6382182053,0.0967951797,0.0,0.0,1.0,0.0,0.0,0.2350004014,3.0,-0.009242166,0.0507549972,-0.200423041,0.5472111905,-0.308395596,-528.1154107,0.1371910903,11.99162973,0.0010921848,0.0096614831,0.0124193934,0.0110645317,0.0043489014,0.0127164403,2.0,0.0069767442,0.4930601438,0.0751740066,5.0,11.080429098,0.477547422,0.0,0.0456395932,0.0303050299,0.0455238479,0.5752624202,1.1223433446,1.1248298e-07,6.1524717e-08,0.6815673054,0.4645339919,0.3315934023,0.0505082651,-0.816389454,0.3249297699
85885,0.9923004695,0.1627042254,-13.71223958,0.1815327765,0.4032300469,5.0597558685,0.1666483456,-0.072120667,0.8968135051,0.0,-0.119711381,16.0,0.0365803109,0.0285714286,-0.146740645,0.0897680363,0.0135102917,0.4155844156,0.0534581697,0.0352612127,-0.051278368,0.5940339111,0.0,3.4116989568,0.0553180602,1.3967958271,-0.113113187,175.41145833,10.350030731,0.3889761033,0.0,0.0,0.0,0.0,0.0,1.2663027866,5.0,0.5277973885,-0.44774097,0.0353990821,8.7952360927,48.192386167,-675.9862544,0.0776274395,8.9766362875,-0.019044437,-0.017592696,-0.023921272,-0.204879551,0.0124166776,-0.001082384,0.0,-0.042638344,-0.958632168,-0.028608805,4.0,6.1901104348,0.1437517791,0.0,0.1037276909,0.0402675871,0.0349992812,1.5343908318,1.8919122882,6.3361246e-06,6.300000081,0.3680897309,0.13549005,1.6916359209,0.0886993702,-0.232420117,0.424018221
85914,0.1758082689,0.0397503821,4.1927141779,0.0,0.3385058855,1.3666460318,0.1648550725,0.523890365,0.9792157885,0.0221679847,0.6085316466,17.0,0.0804064845,0.2533333333,0.2786307057,0.0969877915,0.1901608065,0.1628887717,0.4055135854,0.2528467822,0.3836990265,0.5805594576,0.0,1.2361930295,0.1458780832,0.6308310992,0.4741096446,10.564420485,79.340080972,0.2233328451,0.0,0.0,1.0,1.0,0.0,2.5901133305,5.0,0.0164495318,-0.617293292,0.2130291008,-0.40780703,-0.578580279,12357.661479,0.1944647994,15.785408264,0.0221630482,0.0466542255,0.1633224452,0.1058906245,0.2515254237,-0.002672729,1.0,0.0016320475,0.047796894,-0.052971831,6.0,17.423096844,3.728361201,0.0,0.0909090936,0.0419696096,0.0461467418,0.4594531618,7.8622373494,2.834684e-10,7.3520534e-09,1.4689053532,2.1576829368,-0.004690771,0.0916062348,-1.320036275,0.1511417807
18092,0.1430138101,0.0246485353,22.679157091,0.0023698259,0.0309473587,0.1285995838,0.2645179016,0.2223016493,0.6282500361,0.5148900241,0.3245679619,19.0,0.0276531257,0.1133501259,0.119577615,-0.180896379,0.0180580336,0.1662978934,-0.006608871,0.0525545612,0.2150514723,0.5178292862,0.0,4.0045115829,-0.079831775,2.8565556484,-0.056716837,3.5821985416,3.1727546422,1.049604852,0.0,0.0,0.0,0.0,0.0,0.8071254491,3.0,10.404684844,-0.096864785,-0.057519988,-0.124722854,-1.342539272,6921.7166797,0.047419855,15.749644164,0.0083885671,0.0394683541,0.0493205371,0.0045723383,0.1766122186,0.0051490144,2.0,0.0028656788,2.3690452705,-0.176130681,4.0,16.412841578,2.0836271672,0.0,0.0473102517,0.0283682697,0.0403051016,0.3898110504,4.1990016758,3.201172e-10,1.1044732e-08,0.4743115585,0.2249714545,0.5785468129,0.0557856622,0.062776438,-0.051000553
