firms,bm,ep,cashpr,dy,lev,sp,roic,agr,gma,chcsho,lgr,cfp,age,chinv,hire,sgr,pchsale_pchrect,pchgm_pchsale,depr,invest,egr,tang,sin,currat,quick,salecash,salerec,cashdebt,divi,divo,securedind,convind,rd,operprof,ps,chpmia,chempia,bm_ia,pchcapx_ia,tb,cfp_ia,mve_ia,herf,mve,chtx,roaq,roeq,rsup,cash,cinvest,nincr,sue,aeavol,ear,ms,dolvol,turn,IPO,maxret,retvol,baspread,std_dolvol,std_turn,ill,zerotrade,beta,betasq,pricedelay,idiovol,chmom,indmom,mom1,mom2,mom3,mom4,mom5,mom6,mom7,mom8,mom9,mom10,mom11,mom12,mom13,mom14,mom15,mom16,mom17,mom18,mom19,mom20,mom21,mom22,mom23,mom24,mom25,mom26,mom27,mom28,mom29,mom30,mom31,mom32,mom33,mom34,mom35,mom36,mom37,mom38,mom39,mom40,mom41,mom42,mom43,mom44,mom45,mom46,mom47,mom48
65859,0.6085962681,0.0960128797,-5.057838048,0.0580624195,0.878307574,0.7684211668,0.1096148223,0.0201604531,0.3600134155,-0.019707949,0.0130303654,0.2265854302,5.0,-7.3787e-05,-0.014978984,0.038517198,0.0018494795,0.619917704,0.1093080392,0.0100296524,0.0306291391,0.5331912122,0.0,0.8038458934,0.7493059787,28.014992928,6.0290393279,0.266282554,0.0,0.0,1.0,0.0,0.0,0.8381425418,7.0,-0.85359129,-2.112451843,-19.91462427,-1.443898942,0.8265681644,-5.970182801,6748.8197834,0.0600574642,16.195821134,-0.002923306,0.0164952473,0.0395696832,0.0042908617,0.0184470034,0.113059983,1.0,-2.611e-05,-0.395678867,0.0066514094,6.0,15.302500571,0.2610532025,0.0,0.0229645092,0.0109056169,0.0160104272,0.6346389257,0.9221675586,5.173695e-10,8.7200045e-08,0.4618844565,0.2133372512,0.0948315515,0.0252317602,0.060838165,0.3864764917,0.0295698924731182,0.0078947368421051,0.0186170212765957,0.0594744121715076,0.0323450134770888,0.0521978021978022,0.0521978021978022,0.0880681818181818,0.106936416184971,0.0226969292389853,0.0132275132275132,0.1314623338257017,0.1536144578313252,0.0788732394366196,0.0039318479685452,0.0092226613965744,0.0942857142857143,0.1005747126436782,0.1432835820895521,0.1248164464023495,0.0594744121715076,0.0653685674547983,0.0026178010471205,-0.2773584905660378,-0.2711703139866793,-0.2718631178707225,-0.2718631178707225,-0.3648424543946932,-0.2959558823529411,-0.2991765782250686,-0.2430830039525692,-0.2012513034410844,-0.1987447698744769,-0.1507760532150776,-0.1295454545454545,-0.1009389671361502,-0.0340479192938208,0.0281879194630871,0.0896159317211948,0.0507544581618655,0.0653685674547983,0.0092226613965744,0.0609418282548477,0.1005747126436782,0.1659056316590563,0.1694656488549617,0.2120253164556962,0.2475570032573291
50112,1.4472115651,0.0136431913,-5.922833172,0.0327685346,2.2161192488,5.2382296381,0.06342939,0.04580738,0.3726853581,-0.002121855,0.0951095436,0.2430229332,14.0,0.0104579904,-0.073090692,0.0804157441,0.0385345064,-0.131295117,0.0955350309,0.070177404,-0.014740078,0.5494490647,0.0,2.3719255992,1.1503985759,16.522965958,11.974127373,0.0982612915,0.0,0.0,1.0,1.0,0.0,0.8729865105,5.0,-0.026401769,-0.182128521,-483.0548032,6.8160643815,6.3009190542,-142.5454261,-1044.783217,0.0349451987,11.657501886,-0.008773109,-0.010860335,-0.029006063,0.0939332766,0.0788798377,0.0276856399,0.0,-0.077792979,10.901234568,0.0,3.0,9.6882191606,0.2451101928,0.0,0.0454545468,0.0155846218,0.0217234811,1.2520867192,1.4338150388,9.8768914e-08,1.0500000688,1.559220481,2.4311685083,-0.037598663,0.043592144,0.2507213614,0.2150666883,-0.0078125,-0.0230769230769231,-0.0078125,0.0409836065573769,0.1339285714285714,0.0948275862068965,0.0762711864406779,0.0762711864406779,0.1545454545454545,0.0948275862068965,0.1869158878504673,0.2450980392156863,0.2211538461538462,0.1869158878504673,-0.3681592039800995,-0.3923444976076555,-0.2944444444444444,-0.2865168539325843,-0.1301369863013698,-0.0797101449275362,-0.2349397590361446,-0.2349397590361446,-0.1418918918918918,-0.1858974358974359,-0.2784090909090909,-0.2529411764705882,-0.20625,-0.2616279069767442,-0.2529411764705882,-0.1910828025477706,-0.1118881118881118,0.0241935483870967,0.0409836065573769,0.1441441441441442,0.1339285714285714,0.1545454545454545,0.1651376146788989,0.1238938053097344,0.27,0.0325203252032519,0.0762711864406779,0.0495867768595041,0.0409836065573769,0.1140350877192981,0.016,0.0241935483870967,-0.0378787878787878,0.016
60409,-0.228843987,-0.620279372,4.7895454545,0.0,0.9526954425,4.8015305186,-1.018568057,-0.492242077,0.5895286418,0.0034714004,-0.051158906,-0.258196399,14.0,0.0056574327,-0.562043796,-0.020403362,0.2782337304,-0.06242469,0.3647959184,-0.018236635,-1.542899776,0.6813543809,0.0,0.7022447183,0.6636223592,83.278181818,8.7260430558,-0.618664952,0.0,0.0,0.0,0.0,0.0,1.9520019896,2.0,0.0719589336,-0.56016511,-1.369342639,-0.245578627,-1.195025071,-0.233573811,-99.30293944,0.0634798397,8.759119242,0.0362526656,0.0503778338,-0.141565081,0.5353670362,0.0796524258,0.0014862699,2.0,0.4793877925,1.4156441718,-0.111111112,3.0,6.2307274803,0.0958886185,0.0,0.125,0.0722385276,0.0598108015,1.5462830507,0.5998670539,7.63164e-05,2.1000003614,1.5093176668,2.2780398194,-0.710591879,0.1351041094,-0.595238113,0.0171113107,0.0,-0.1428571428571429,-0.25,0.1999999999999999,0.0,-0.25,-0.25,-0.4545454545454546,-0.5384615384615384,-0.5,-0.5384615384615384,-0.5714285714285714,-0.625,-0.6470588235294117,-0.76,-0.7857142857142857,-0.8064516129032258,-0.7857142857142857,-0.8064516129032258,-0.8181818181818181,-0.8,-0.8235294117647058,-0.8235294117647058,-0.7777777777777778,-0.7391304347826086,-0.7,-0.7142857142857143,-0.75,-0.7777777777777778,-0.8333333333333334,-0.8421052631578947,-0.8181818181818181,-0.85,-0.8636363636363636,-0.8723404255319149,-0.8909090909090909,-0.8536585365853658,-0.8333333333333334,-0.8235294117647058,-0.8285714285714285,-0.76,-0.7333333333333334,-0.6129032258064516,-0.5,-0.52,-0.5862068965517242,-0.6666666666666667,-0.368421052631579
64143,0.6307877609,-0.242790633,-1.457504916,0.0220508188,1.9885113381,3.4929238181,-0.075897969,-0.043205757,0.0157534189,0.0,-0.052626933,-0.291988048,7.0,0.0,-0.147076196,0.8488322197,0.5994390158,-0.88947008,0.1096161456,0.0210411616,-0.016646205,0.6088971237,0.0,1.387168064,1.387168064,16.473672711,5.23138833,-0.027755583,0.0,0.0,1.0,0.0,0.0,-0.150538023,3.0,-0.073534645,-0.25792259,-39.95248998,-1.733655606,-1.015507239,-6.161536982,-902.5639829,0.0117898724,11.122545994,0.0,-0.021646366,-0.080376849,0.2012368842,0.080814323,-0.003267815,1.0,0.0059296319,8.271274095,0.0,0.0,8.6718437463,0.0530732861,0.0,0.0508474559,0.0219241976,0.0186874582,1.4156915184,0.4356975481,3.2491676e-06,4.2000005098,1.1748951787,1.3803786808,0.4227441231,0.0542166652,2.0173017e-09,0.153202077,-0.127659574468085,-0.0681818181818182,-0.2931034482758621,-0.3787878787878788,-0.359375,-0.3692307692307692,-0.3387096774193548,-0.2931034482758621,-0.2407407407407407,-0.2545454545454545,-0.2407407407407407,-0.2407407407407407,-0.196078431372549,-0.0681818181818182,-0.4743589743589743,-0.4142857142857142,-0.4383561643835616,-0.4305555555555556,-0.359375,-0.3492063492063492,-0.3166666666666666,-0.2264150943396226,-0.196078431372549,0.0249999999999999,0.0,-0.0465116279069767,0.1714285714285714,0.4137931034482758,0.3666666666666667,0.3666666666666667,0.3666666666666667,0.7083333333333333,0.8636363636363635,0.5185185185185186,0.5185185185185186,0.4137931034482758,0.28125,0.2424242424242424,0.1714285714285714,0.2424242424242424,0.3225806451612902,0.28125,0.3666666666666667,0.2424242424242424,0.3666666666666667,0.28125,0.28125,0.28125
29049,0.9129281311,0.1461251478,-117.7973537,0.0377385512,1.6773275811,2.8968909236,0.1186712584,0.2832055751,0.3080921559,0.0008337123,0.3810510154,0.4534046733,14.0,0.007513875,0.0670822202,0.0608577519,0.2445627032,0.3712116004,0.0981238372,0.3359832757,0.1354089604,0.5360906244,0.0,1.0426080253,0.5558080091,453.4777969,8.0177048242,0.220736025,0.0,0.0,1.0,0.0,0.0,0.684843446,5.0,0.082724824,-0.1237286,0.1360943406,-0.285673108,-1.525831095,0.2836938898,-1990.175095,0.1021922073,14.097897637,0.0044316405,0.0193619405,0.0407809846,0.0042957935,0.0024662294,0.9092577295,0.0,0.021261264,1.0507936508,0.0107753143,4.0,10.720698007,0.028617127,0.0,0.0344827585,0.0099765508,0.0061353578,1.198224315,0.182194848,6.4572349e-08,2.1000007975,0.6569410317,0.4315715192,0.437157513,0.0305869511,0.1739734305,0.2497086383,-0.017825311942959,-0.0350262697022767,0.0018181818181817,-0.0125448028673834,0.0596153846153846,-0.0054151624548736,-0.0054151624548736,-0.0299295774647887,0.0475285171102661,0.0932539682539681,0.1698513800424628,0.1849462365591399,0.2813953488372094,0.3119047619047619,-0.0532646048109965,0.0184842883548983,-0.0143112701252235,0.1824034334763948,0.1244897959183672,0.2163355408388521,0.3439024390243903,0.5305555555555554,0.6158357771260996,0.5971014492753624,0.552112676056338,0.5137362637362637,0.3245192307692308,0.505464480874317,0.6017441860465116,0.4348958333333332,0.3844221105527639,0.4732620320855614,0.5653409090909092,0.398477157360406,0.7492063492063492,0.5220994475138121,0.2813953488372094,0.398477157360406,0.3439024390243903,0.2299107142857142,0.1673728813559323,0.1649048625792812,0.1723404255319149,0.1748400852878464,0.1599999999999999,0.1384297520661157,0.1384297520661157,0.136082474226804
13603,0.7808839191,0.1039226127,0.1763813857,0.0,0.1452342918,0.5207223997,0.1709302326,0.2007248878,0.1714417213,-0.014690451,-0.18134067,0.071884984,6.0,0.0904504222,0.2741935484,0.3715521272,0.3517251625,-0.385450208,0.3426028921,-0.185536762,0.3148535565,0.6861414403,0.0,5.145921352,4.3938901527,1.1122168515,4.1481088724,0.7289231192,0.0,0.0,1.0,0.0,0.0,0.2202630006,6.0,-0.113256079,0.1761667725,-0.186528404,-1.125996403,0.0699459204,-0.331364548,-729.3220893,0.0428202856,9.4954441234,-0.007709124,0.0173876829,0.0193623188,-0.001553071,0.5055339945,0.240890993,0.0,-0.003194888,0.4521311534,-0.075498577,3.0,8.8208470334,0.3988144472,0.0,0.1000000015,0.0463191982,0.0489349011,1.389298571,1.6216674727,1.10104e-05,5.2500000973,0.4927327377,0.2427855508,2.876723812,0.0656758362,-0.555555564,0.2644075145,-0.0303030303030302,0.0,0.1034482758620689,0.1851851851851851,0.1851851851851851,0.032258064516129,0.1428571428571428,0.3333333333333332,0.3333333333333332,0.3333333333333332,0.2307692307692308,0.3333333333333332,0.1851851851851851,0.28,0.0,0.0666666666666666,0.0491803278688525,0.0666666666666666,0.1034482758620689,0.1428571428571428,0.1228070175438595,0.1428571428571428,0.1851851851851851,0.4222222222222223,0.2307692307692308,0.2307692307692308,0.5238095238095237,0.3333333333333332,0.2075471698113207,0.28,0.1228070175438595,0.032258064516129,-0.1999999999999999,-0.0303030303030302,0.032258064516129,0.3333333333333332,0.032258064516129,0.1034482758620689,0.3333333333333332,0.032258064516129,0.0666666666666666,-0.1578947368421053,-0.1351351351351351,-0.3043478260869565,-0.3191489361702128,-0.4074074074074074,-0.4074074074074074,-0.3333333333333333
46527,0.2378613067,0.0384850132,16.917379422,0.0105184466,0.0947414593,0.5307181392,0.1949029937,0.2430821283,0.7401216418,0.2583423036,0.6561793519,0.0341633973,14.0,0.0119233601,0.030952381,0.3248231148,0.0750290795,0.1073670645,0.1539577836,0.1220042695,0.1307444029,0.5337464843,0.0,4.0513316151,2.8384879725,12.610755442,6.4924192485,0.6721044046,0.0,0.0,1.0,0.0,0.0,0.9348839592,5.0,0.4276327172,-0.073649403,-0.342965907,1.8859147907,0.6587624545,0.0244065162,-319.4175133,0.0653410158,11.276373674,-0.003987594,0.0388535266,0.0490888806,0.015335809,0.126531009,0.1890593481,6.0,-0.002519685,-0.337570621,0.0,5.0,7.9918036941,0.0698933926,0.0,0.0093457941,0.0047189153,0.0098155643,1.3270142803,0.3730603772,5.1788763e-07,1.0500004668,0.1915316742,0.0366843822,0.1466898654,0.0263405763,-0.052865361,0.0001355208,-0.0155038759689922,-0.0230769230769231,-0.0378787878787878,-0.0305343511450382,-0.0378787878787878,-0.072992700729927,0.016,0.0672268907563025,0.0762711864406779,0.0948275862068965,0.1339285714285714,0.1238938053097344,0.1545454545454545,0.1545454545454545,0.0948275862068965,0.0672268907563025,0.0762711864406779,0.0495867768595041,0.0409836065573769,0.0325203252032519,0.0325203252032519,0.016,0.2211538461538462,0.5487804878048781,0.3510638297872339,0.3368421052631578,0.2959183673469387,0.27,0.1759259259259258,0.1545454545454545,-0.1418918918918918,-0.1533333333333333,0.0672268907563025,0.0583333333333333,0.016,0.2330097087378639,0.1339285714285714,0.1043478260869565,0.1043478260869565,0.0854700854700853,0.0583333333333333,0.1238938053097344,0.0948275862068965,0.1339285714285714,0.0672268907563025,-0.0230769230769231,-0.0451127819548872,0.0241935483870967
65111,0.8976076671,0.1411274915,-3.19165597,0.0348428848,1.7695325798,3.8111317989,0.1036379091,0.0696980271,0.1842811259,-0.191964499,0.1394210176,0.3169971307,6.0,0.0011282259,0.1340880503,0.1602492788,-0.208007108,-0.083045291,0.0788943221,0.0973576122,-0.145679906,0.5605907069,0.0,1.5486268632,1.4601016272,11.784986546,8.6656872618,0.1737462192,0.0,0.0,1.0,0.0,0.0,0.4075949409,4.0,-0.010476574,0.0880017419,0.2994634592,0.0444230685,0.4558298255,0.4115428695,255.77113033,0.2132537658,13.19497144,-0.002450153,0.0083062146,0.018541928,0.194551164,0.1088506124,-0.041510673,0.0,0.0005882353,0.8126163078,0.0341525008,6.0,12.882079072,0.7391638124,0.0,0.048780486,0.0176075247,0.019340195,0.8582941427,2.4135174834,7.6699554e-09,3.2599776e-08,1.7275231962,2.9843363933,0.128253289,0.0412821123,-0.144035605,0.2949934193,0.0836653386454182,0.05019305019305,0.0836653386454182,0.0421455938697317,0.075098814229249,0.1929824561403508,0.1724137931034481,0.2592592592592593,0.1574468085106382,0.1877729257641922,0.3877551020408163,0.1525423728813559,0.2952380952380953,0.2142857142857142,-0.2465373961218836,-0.2746666666666666,-0.2935064935064935,-0.2138728323699421,-0.1807228915662651,-0.1197411003236246,0.0,-0.0354609929078014,0.1239669421487603,0.3014354066985645,0.2890995260663507,0.2307692307692308,0.3140096618357488,0.4166666666666667,0.4468085106382979,0.4166666666666667,0.3737373737373737,0.3948717948717948,0.5813953488372092,0.8888888888888888,0.8630136986301369,0.8013245033112584,0.8888888888888888,1.076335877862595,0.9428571428571428,0.6687116564417177,0.6094674556213018,0.6687116564417177,0.9854014598540146,0.1774891774891775,0.0,-0.18562874251497,-0.0555555555555555,0.0381679389312976
58560,0.710501514,-0.106839921,-0.387763371,0.0,0.3470693216,1.4997693958,-0.15263808,0.014308793,0.2604046465,0.0,0.5404058384,-0.007860595,14.0,0.1276351971,-0.02811245,-0.070999155,0.1734088069,-0.094846089,0.4732750243,0.155088853,-0.130716389,0.5851340159,0.0,3.1446745562,1.6946745562,10.101566721,5.0782183596,-0.236827354,0.0,0.0,0.0,0.0,1.0,0.3315996075,1.0,-0.771515104,-0.147257798,-8.028498943,-0.346671829,-0.610104694,2.6363793736,-244.0705563,0.0849810308,10.066849252,0.0051707929,0.0073754004,0.0109283585,0.1253299546,0.0816728706,-0.002227197,1.0,0.0137261113,-0.592166079,0.0057766363,2.0,9.2873014131,0.365096553,0.0,0.0425531901,0.0223629235,0.0237675007,0.7168861828,0.9290236163,5.9512913e-07,7.6885109e-08,1.6881819735,2.8499583756,-0.074663101,0.085739231,-0.085164864,0.0676379411,0.5769230769230769,0.3225806451612902,0.1081081081081081,0.2424242424242424,0.4642857142857142,0.7826086956521738,0.7083333333333333,0.6399999999999999,0.5185185185185186,0.5185185185185186,0.5185185185185186,0.9523809523809524,1.0499999999999998,0.7083333333333333,0.1388888888888888,0.0512820512820513,0.28125,0.1714285714285714,0.1388888888888888,0.0789473684210526,-0.0888888888888889,0.0249999999999999,-0.0681818181818182,0.1714285714285714,-0.0238095238095238,0.1081081081081081,-0.0681818181818182,-0.2407407407407407,-0.2545454545454545,-0.4142857142857142,-0.4305555555555556,-0.4810126582278481,-0.3278688524590164,-0.196078431372549,-0.196078431372549,0.0789473684210526,0.1388888888888888,0.1388888888888888,0.3225806451612902,0.0512820512820513,0.0249999999999999,-0.0238095238095238,0.4137931034482758,0.5185185185185186,0.4642857142857142,0.4137931034482758,0.3666666666666667,0.5185185185185186
15974,1.0591773487,-0.235095634,-12.0956333,0.0,2.2840219325,2.5864187343,-0.125037254,0.1179464538,-0.078749525,0.005810093,0.342104696,-0.385615521,14.0,0.1687638615,0.9016393443,1.7888950407,2.090588966,-2.284614824,0.0698707065,0.1670652587,-0.178079463,0.5352818417,0.0,1.1219145514,0.4141668415,18.008171604,9.8313118639,-0.049044867,0.0,1.0,1.0,0.0,0.0,-0.248548497,4.0,0.3267426694,0.8138489663,0.4228158593,-1.12870126,-18.98984332,-0.490346102,-1431.122266,0.103229783,10.126366069,-0.005209826,-0.026526538,-0.083728661,0.1946478936,0.0167098751,0.0029934818,0.0,-0.036882898,0.2853736089,-0.05882353,0.0,8.6521610518,0.3654068328,0.0,0.0333333351,0.0261457239,0.0340448427,1.2664246861,1.0019620821,5.2271018e-06,1.0500001103,0.9691394233,0.9392312218,0.4136031144,0.0722675434,-0.00641026,0.0591608143,-0.0512820512820513,-0.159090909090909,0.0277777777777776,-0.0263157894736841,-0.0512820512820513,-0.119047619047619,-0.1395348837209302,-0.1395348837209302,-0.1956521739130434,0.1212121212121211,0.0277777777777776,0.3214285714285714,0.15625,0.1935483870967742,-0.2745098039215686,-0.3620689655172413,-0.3148148148148147,-0.3018867924528302,-0.3934426229508196,-0.421875,-0.5,-0.4126984126984127,-0.3934426229508196,-0.4931506849315068,-0.5542168674698795,-0.5647058823529412,-0.5795454545454546,-0.5066666666666666,-0.5647058823529412,-0.5934065934065934,-0.5842696629213483,-0.5934065934065934,-0.6063829787234043,-0.5595238095238095,-0.5842696629213483,-0.6224489795918368,-0.6105263157894737,-0.6145833333333333,-0.6407766990291262,-0.6810344827586207,-0.6605504587155964,-0.6509433962264151,-0.6105263157894737,-0.6105263157894737,-0.6509433962264151,-0.6837606837606838,-0.6696428571428572,-0.6336633663366337
10401,0.3714218203,-0.054069169,1.9019637556,0.0417586329,0.7673675236,1.6837573213,0.09875947,-0.085202727,0.5738041951,-8.382433e-06,-0.008455775,0.1537521116,14.0,0.006387779,0.003960396,0.0149387803,-0.143469335,0.0471517785,0.2414921466,0.0413522094,-0.206848841,0.5240023043,0.0,1.3899331849,1.0877505568,25.716971796,5.8351858089,0.0849588028,0.0,0.0,1.0,0.0,1.0,1.4769283985,4.0,-0.925975585,-2.093512464,-20.15179872,-1.299319373,0.5035854397,-6.043016119,6748.8197834,0.0600574642,16.195821134,-0.047861055,-0.084861104,-0.221046373,0.0118245935,0.0574931594,-0.421236191,0.0,0.0001147826,1.0705803032,0.0325379968,6.0,15.666449704,0.3779754851,0.0,0.0317460336,0.0111567472,0.0170691172,0.4338889517,0.7959652191,1.456773e-10,6.0550969e-08,0.552833706,0.3056251065,0.1777879536,0.0308780075,0.1038873786,0.3864764917,-0.0376569037656904,0.0043668122270741,0.1057692307692308,0.1557788944723617,0.07981220657277,0.0747663551401869,0.0599078341013825,0.0849056603773585,0.0648148148148148,-0.0212765957446808,-0.0376569037656904,0.0648148148148148,0.0648148148148148,-0.0376569037656904,-0.1481481481481481,-0.1481481481481481,-0.1015625,0.0407239819004525,0.1165048543689319,0.1855670103092783,0.2169312169312169,0.2777777777777777,0.1616161616161615,0.1499999999999999,0.0599078341013825,0.1557788944723617,0.2637362637362637,0.1675126903553299,0.2169312169312169,0.1330049261083743,0.1499999999999999,0.1557788944723617,0.2994350282485876,0.270718232044199,0.3450292397660819,0.1499999999999999,0.2234042553191488,0.3855421686746987,0.3855421686746987,0.3529411764705883,0.3372093023255813,0.1917098445595855,0.2365591397849462,0.369047619047619,0.329479768786127,0.3529411764705883,0.4110429447852761,0.4743589743589744
23544,0.8863176186,0.109053424,-28.7885345,0.04117419,2.3300443247,0.9812987055,0.0952204469,0.07517473,0.121193759,0.0,0.0789074719,0.1757422314,14.0,0.0001664317,0.0156084656,0.0588931294,0.0212653907,-0.032591547,0.0228383505,0.086244055,0.0829375006,0.52965644,0.0,0.6119861797,0.574242947,27.744078912,6.3097782544,0.0791855832,0.0,0.0,0.0,0.0,0.0,0.2940732829,4.0,-0.071203812,-0.095237928,-39.69696012,-0.906698494,0.3044005689,-5.693806703,-424.0752329,0.0117898724,13.221527485,-0.001358598,0.0069646769,0.0254282816,0.0149848058,0.0106217809,0.2522651488,0.0,-0.000341217,0.9235609846,-0.02753897,4.0,11.736788757,0.2307136761,0.0,0.0419580415,0.0172396606,0.0204958543,0.8377198724,0.7914306119,3.0797121e-08,1.1351895e-07,0.8389576908,0.703850007,0.1847580583,0.033039656,-0.131953902,0.153202077,-0.0143884892086331,-0.0214285714285714,0.0148148148148148,0.0538461538461538,0.0538461538461538,0.1048387096774192,0.1416666666666666,0.0300751879699248,0.0538461538461538,0.113821138211382,0.0378787878787878,0.0620155038759691,0.0538461538461538,0.0073529411764705,-0.1161290322580644,-0.1329113924050633,-0.0866666666666666,-0.0419580419580419,-0.1217948717948718,-0.5797546012269938,-0.6267029972752043,-0.6487179487179487,-0.6236263736263736,-0.5758513931888545,-0.5608974358974359,-0.5664556962025317,-0.5463576158940397,-0.5898203592814371,-0.5433333333333333,-0.5089605734767024,-0.5371621621621622,-0.5402684563758389,-0.5,-0.4453441295546558,-0.46484375,-0.4669260700389105,-0.4017467248908297,-0.3715596330275229,-0.3537735849056603,-0.3507109004739336,-0.2430939226519337,-0.2712765957446809,-0.3284313725490196,-0.3537735849056603,-0.3476190476190476,-0.6194444444444445,-0.591044776119403,-0.5324232081911262
10460,0.3161552441,0.0613409988,2.3498759733,0.0461171495,0.4637577325,0.9095446126,0.1165140865,-0.167465599,0.2460296382,0.0021855933,-0.070447596,0.0461538462,14.0,0.0017107773,-0.257142857,-0.16065413,0.0826714269,0.012073924,0.1163941677,-0.06937245,-0.284674448,0.6002532598,0.0,3.3586192116,2.5574725731,4.4830152277,7.4290771031,0.1828522054,0.0,0.0,0.0,0.0,0.0,0.4724778985,4.0,-0.18627675,-0.298218049,-0.203592196,0.1329357281,0.6430054484,0.0484731924,296.97048143,0.0793382698,13.322488015,-0.001505984,0.0090197018,0.0182662825,0.0196396743,0.2590109736,-0.02714427,0.0,-0.010123021,0.4940947045,0.0006518001,5.0,12.218458128,0.2839996971,0.0,0.0360360369,0.0147585709,0.019504209,0.7524336823,0.811569496,2.6559837e-08,1.0629622e-07,1.1242578869,1.2639557962,0.0745985694,0.0279472792,0.0390679765,0.0676379411,-0.1111111111111111,-0.0458715596330274,-0.0188679245283018,-0.063063063063063,-0.1034482758620689,-0.1746031746031746,-0.1475409836065574,-0.1875,-0.2180451127819549,-0.2180451127819549,-0.1260504201680672,-0.079646017699115,0.0097087378640776,-0.514018691588785,-0.6601307189542484,-0.6450511945392492,-0.6413793103448275,-0.5984555984555985,-0.5905511811023623,-0.59375,-0.5953307392996109,-0.5953307392996109,-0.5377777777777778,-0.5023923444976077,-0.5023923444976077,-0.5,-0.5071090047393365,-0.4951456310679611,-0.4926829268292683,-0.5648535564853556,-0.5684647302904564,-0.5418502202643172,-0.5630252100840336,-0.5737704918032787,-0.5336322869955157,-0.5398230088495575,-0.4693877551020408,-0.4639175257731959,-0.388235294117647,-0.4554973821989528,-0.4693877551020408,-0.4639175257731959,-0.5,-0.4851485148514851,-0.5094339622641509,-0.543859649122807,-0.543859649122807,-0.4693877551020408
14008,0.3038244312,0.0032046247,3.4287174637,0.0,0.0544154565,0.082261323,-0.16085711,0.991911909,0.2663595327,0.1703127191,1.2794552529,-0.005341041,5.0,0.0071812294,0.3320754717,0.4838644818,-0.279258393,-0.178244229,0.06785132,0.3795618176,0.9479031432,0.7630631109,0.0,9.3025492649,9.2212230216,0.4194572065,3.7135189534,0.277402055,0.0,0.0,1.0,0.0,0.0,0.2988601579,1.0,-1.889017637,0.188766806,-42.30927599,0.5987142106,-2.077811183,-10.81382378,-397.1930837,0.0324929803,13.516138422,0.0027594544,0.0009244123,0.0010597724,0.0143808176,0.3578231859,0.5749205991,0.0,5.9259279e-06,3.0689458514,0.06820108,4.0,15.404959363,3.5530616263,0.0,0.03125,0.0125685538,0.0226121264,0.4123726567,4.3086653609,9.892303e-10,9.4486058e-09,1.6204308882,2.6257962636,0.4248239104,0.0648330711,-0.172243524,0.0156980026,0.0714285714285714,0.062992125984252,0.0305343511450382,0.0714285714285714,0.1842105263157893,0.25,0.1946902654867257,0.1538461538461537,0.0465116279069768,0.0150375939849625,0.0384615384615385,0.0887096774193547,0.588235294117647,0.2616822429906542,0.0305343511450382,0.0546875,0.134453781512605,-0.1176470588235294,-0.1692307692307691,-0.150943396226415,-0.1233766233766233,-0.1029900332225913,0.291866028708134,0.5254237288135593,0.4136125654450262,0.4917127071823204,0.9148936170212768,0.5517241379310345,0.5083798882681565,0.35678391959799,0.3106796116504855,0.6363636363636365,0.8243243243243243,1.25,1.3684210526315788,1.5,2.0,2.2142857142857144,3.21875,3.4262295081967213,3.655172413793103,3.21875,3.354838709677419,4.510204081632653,5.136363636363637,5.136363636363637,3.821428571428571,5.75
19553,0.6880875298,0.1063951862,-8.500996205,0.0465188841,0.8546168832,1.0907698437,0.1033825631,0.2050992871,0.3231965199,0.0034894463,0.3033663678,0.2223829582,14.0,0.00606437,0.1421516227,0.0483791018,-0.166088365,0.104660128,0.100368045,0.2721633705,0.1020071033,0.5299039072,0.0,0.9862838332,0.7915142648,40.132827324,6.330439988,0.2991975414,0.0,0.0,1.0,1.0,0.0,0.6238539688,5.0,0.0959447253,-0.048659197,-0.088746261,0.3115055605,-1.137328423,0.0526721746,6748.8197834,0.1021922073,16.195821134,-0.005075119,0.0124713127,0.0285518415,0.0160392161,0.0176142204,-0.038585884,0.0,-0.001166667,2.6134425793,-0.039776071,7.0,15.661325867,0.2806950752,0.0,0.0263852235,0.0140886387,0.0208943405,0.4006252088,0.4791959688,4.506006e-10,8.5424842e-08,0.6648929496,0.4420826345,0.0013759941,0.0267287865,0.193813902,0.2497086383,0.0135135135135135,0.0016694490818029,0.0169491525423728,-0.0033222591362126,-0.032258064516129,0.0309278350515462,0.0016694490818029,-0.04,0.0221465076660987,0.0050251256281406,0.0033444816053511,0.0869565217391303,0.1583011583011582,0.0638297872340425,-0.0811638591117916,-0.1124260355029586,-0.1150442477876105,-0.1428571428571429,-0.1004497751124438,-0.0697674418604651,-0.0595611285266457,0.0434782608695651,0.0416666666666667,0.1494252873563217,0.1049723756906078,0.147227533460803,0.1560693641618498,0.0889292196007258,0.3015184381778741,0.2448132780082987,0.1741682974559686,0.2684989429175475,0.279317697228145,0.2931034482758621,0.3186813186813186,0.2121212121212121,0.1173184357541898,0.1111111111111111,0.1428571428571428,0.1538461538461537,0.1741682974559686,0.1695906432748537,0.1976047904191615,0.1363636363636364,0.2170385395537526,0.2195121951219512,0.3071895424836601,0.4184397163120568
