firms,bm,ep,cashpr,dy,lev,sp,roic,agr,gma,chcsho,lgr,cfp,age,chinv,hire,sgr,pchsale_pchrect,pchgm_pchsale,depr,invest,egr,tang,sin,currat,quick,salecash,salerec,cashdebt,divi,divo,securedind,convind,rd,operprof,ps,chpmia,chempia,bm_ia,pchcapx_ia,tb,cfp_ia,mve_ia,herf,mve,chtx,roaq,roeq,rsup,cash,cinvest,nincr,sue,aeavol,ear,ms,dolvol,turn,IPO,maxret,retvol,baspread,std_dolvol,std_turn,ill,zerotrade,beta,betasq,pricedelay,idiovol,chmom,indmom,mom1,mom2,mom3,mom4,mom5,mom6,mom7,mom8,mom9,mom10,mom11,mom12,mom13,mom14,mom15,mom16,mom17,mom18,mom19,mom20,mom21,mom22,mom23,mom24,mom25,mom26,mom27,mom28,mom29,mom30,mom31,mom32,mom33,mom34,mom35,mom36,mom37,mom38,mom39,mom40,mom41,mom42,mom43,mom44,mom45,mom46,mom47,mom48
65832,0.5291194261,0.0566044965,-3.014937666,0.0078664077,1.1956551625,1.5298222336,0.1047590909,0.0636342239,0.3893811311,0.2292839016,-0.050752922,0.091220572,5.0,0.000363436,0.0,0.4879726167,0.2565355868,-0.049580115,0.0762144957,0.0606422066,0.4749788109,0.4298002798,0.0,1.4905736531,0.8977423639,39.407098817,3.8413631786,0.0758877992,0.0,0.0,1.0,0.0,0.0,1.5485726651,6.0,-0.963931995,-0.093910299,0.0829439975,0.0169027877,1.0612633374,0.1310430781,-774.4774335,0.0319011585,11.495681387,0.0026569114,0.0111843529,0.0363524732,0.0866857432,0.0225078577,0.0123288094,2.0,0.0009585587,1.2352653461,0.0191374663,3.0,10.833866084,0.4865358553,0.0,0.0298507456,0.0129077511,0.0181803945,0.9326144169,1.7622385501,1.4436663e-07,6.5267339e-08,1.5755130207,2.4822412784,0.0730538949,0.0482229385,0.1529634107,0.0156980026,0.0776699029126213,0.0776699029126213,0.0990099009900991,0.247191011235955,0.0990099009900991,0.1326530612244898,0.0571428571428571,-0.0089285714285713,0.0673076923076922,0.5205479452054795,0.5857142857142856,0.6567164179104477,0.6818181818181819,0.7903225806451613,0.2333333333333334,0.2613636363636364,0.2758620689655173,0.2613636363636364,0.3703703703703704,0.6323529411764706,0.3536585365853659,0.1212121212121211,0.168421052631579,0.2065217391304348,0.247191011235955,0.0571428571428571,0.1100000000000001,-0.0749999999999999,0.1326530612244898,-0.3967391304347826,-0.3148148148148147,-0.3190184049079755,-0.3018867924528302,-0.1654135338345864,-0.1838235294117647,-0.1328125,-0.1526717557251908,-0.1526717557251908,0.0471698113207548,-0.1777777777777778,-0.421875,-0.3272727272727272,-0.2071428571428571,-0.0347826086956521,0.0471698113207548,0.1100000000000001,0.1443298969072164,0.48
21020,0.9983667127,0.1512138655,-2.968871444,0.0029811458,2.0374546089,2.7985665129,0.077107823,0.1542202514,0.1565054469,-0.000272035,0.1487949044,0.5070167927,14.0,0.008341017,0.1843317972,0.2259421887,0.0828405657,0.223993085,0.0815968624,0.146532454,0.1741650858,0.559890994,0.0,0.9353984833,0.801223351,6.8586196176,10.585772553,0.1645377535,0.0,0.0,0.0,0.0,0.0,0.4046542889,7.0,0.0141378149,0.0929246089,-118.392887,5.3886887016,0.3612805672,27.266924306,2670.1595261,0.0755637318,15.214361689,0.0054872481,0.012368853,0.0366470771,0.1541150913,0.1323336074,0.0912383851,0.0,0.0102564103,2.2502037329,-0.022891317,6.0,15.651299712,1.9092112633,0.0,0.0343434326,0.0150705448,0.0255841853,0.5080162675,5.0951234461,3.314539e-10,9.7857253e-09,1.5358036173,2.358692751,0.0381009343,0.0383689367,-0.151824694,0.3090331882,0.0214285714285713,0.0916030534351144,0.1289473684210527,0.2692307692307691,0.1689373297002725,0.0540540540540539,0.2767857142857142,0.2434782608695651,0.2398843930635839,0.3406249999999999,0.4591836734693877,0.5212765957446808,0.7875000000000001,0.5212765957446808,-0.0381165919282511,-0.0968421052631578,-0.1571709233791748,-0.0949367088607594,-0.0774193548387096,0.0165876777251183,0.0263157894736842,-0.0911016949152542,-0.0508849557522124,0.0,-0.0813704496788008,-0.0774193548387096,-0.0550660792951541,-0.0445434298440979,0.0412621359223301,-0.0272108843537415,-0.0813704496788008,-0.0754310344827586,-0.0633187772925764,0.0117924528301887,0.1501340482573727,0.29607250755287,0.2654867256637168,0.3883495145631068,0.3575949367088606,0.21875,0.1113989637305699,0.1201044386422975,0.1259842519685039,0.3533123028391167,0.2767857142857142,0.284431137724551,0.4299999999999999,0.4844290657439447
10429,0.4635107356,0.0547589427,1.5852106682,0.0,0.2636697622,0.7224122341,0.0956072112,0.1959920575,0.669403147,-0.010183767,0.3743059595,0.0079437243,7.0,0.0430824874,0.0329835082,0.4486953868,-0.053681025,0.081007961,0.4819635869,0.1167175585,0.1137859581,0.5588884858,0.0,1.8413341084,1.7276863563,4.0406866222,2.8696300476,0.3665883453,0.0,0.0,1.0,0.0,0.0,0.9780107265,4.0,-0.002989516,-0.315735522,-4.494870961,9.1089503659,-0.753855205,-0.918370672,-212.1328237,0.1508177501,12.138878602,0.008186979,0.0234110513,0.0340184797,0.0690954848,0.2654027405,0.0162721214,1.0,0.0,0.9947785348,0.0705692144,6.0,12.739344458,1.8546572176,0.0,0.0571428575,0.0221865816,0.0271951165,1.1495206651,12.515161814,1.3369942e-08,9.4236019e-09,1.9123761424,3.6571825101,0.0885446798,0.0582425501,-0.365304539,0.0387010104,0.0353982300884956,0.1142857142857143,0.0934579439252336,0.1470588235294117,0.0353982300884956,-0.040983606557377,0.0833333333333332,0.0173913043478259,0.1938775510204082,0.21875,0.5194805194805194,0.8571428571428572,0.9830508474576272,0.6956521739130435,0.0833333333333332,-0.0084745762711864,0.1142857142857143,0.1818181818181818,0.125,0.125,0.0173913043478259,-0.1203007518796992,0.1470588235294117,0.3928571428571428,0.2446808510638298,0.1470588235294117,0.3928571428571428,0.2061855670103092,0.3295454545454546,0.3295454545454546,0.125,0.0833333333333332,0.1699999999999999,0.0636363636363637,0.2315789473684211,0.1142857142857143,0.2857142857142858,0.3146067415730338,0.3,0.125,0.125,0.1470588235294117,-0.0084745762711864,0.0263157894736842,-0.3275862068965517,-0.3352272727272727,-0.377659574468085,-0.1397058823529411
62500,0.8426551332,0.0725288922,-0.548712981,0.0,0.7706738938,1.2174041257,0.0334236046,0.3718211601,0.346826463,0.3995990645,0.1819611052,-0.236122618,12.0,0.1359580261,0.4942528736,0.4295961611,0.0517114601,-0.204631539,0.1539667061,0.2973909354,0.561691607,0.5664603556,0.0,4.8021503949,3.1017455366,5.9988236922,2.8031233833,0.1892316044,0.0,0.0,0.0,0.0,0.0,0.6907742355,4.0,-0.227490885,0.4531776814,0.3229076927,0.1090263816,-1.540829602,-0.233803272,-204.0765186,0.0793382698,10.486115099,-0.02443281,-0.051687935,-0.099682655,0.1445959183,0.1185741601,-0.250851935,0.0,-0.009411765,0.3999862145,-0.133093858,4.0,9.8867482285,0.4779083106,0.0,0.0882352963,0.031742945,0.0376013973,1.2189556878,3.2168444177,7.2772488e-07,4.4656159e-08,1.0120181144,1.0241806638,-0.131400663,0.0438990888,0.1918767529,0.0676379411,0.0851063829787233,0.0408163265306122,-0.1052631578947368,-0.15,-0.25,-0.25,-0.1639344262295081,-0.2714285714285714,-0.2153846153846154,-0.1904761904761904,-0.1639344262295081,-0.0727272727272727,-0.0892857142857143,-0.1206896551724138,-0.3928571428571429,-0.4395604395604395,-0.3780487804878049,-0.3855421686746988,-0.3928571428571429,-0.3780487804878049,-0.3928571428571429,-0.5142857142857142,-0.4456521739130434,-0.4574468085106383,-0.4204545454545454,-0.4204545454545454,-0.4069767441860464,-0.4333333333333333,-0.4069767441860464,-0.4742268041237113,-0.5486725663716814,-0.5920000000000001,-0.5641025641025641,-0.575,-0.5277777777777778,-0.5887096774193548,-0.578512396694215,-0.578512396694215,-0.5048543689320388,-0.5277777777777778,-0.5405405405405406,-0.5405405405405406,-0.5096153846153846,-0.4742268041237113,-0.4631578947368421,-0.5405405405405406,-0.5142857142857142,-0.3625
56899,0.9321976944,0.1234940164,-3.076429081,0.0105782887,0.9682696142,1.8322214406,0.1532266353,0.009820353,0.3427005614,0.004667891,-0.075397674,0.2595197878,14.0,0.0097699999,0.1066666667,0.5040715295,0.6460402543,0.0646606255,0.1339452335,0.0899877632,0.1167289278,0.5098073466,0.0,2.8653302157,1.5294079173,16.211012447,7.8204471133,0.2438084229,1.0,0.0,0.0,1.0,0.0,0.7082742926,8.0,0.4077066083,0.0020648829,0.3513704809,1.9038730632,0.9341436631,0.2497629067,-189.0138799,0.0653410158,12.421558955,0.0029830066,0.0180194022,0.0384194093,0.0528556003,0.0594712981,0.0624301638,8.0,0.0130290825,2.2011911973,0.0005865763,5.0,11.841914414,0.6202830189,0.0,0.0333333351,0.0145901158,0.0176021885,0.5042930963,0.6990358605,3.0556252e-08,7.3648822e-08,1.6808032048,2.8250994134,0.0488739964,0.0495962845,0.0258410158,0.0001355208,0.0542635658914729,-0.0555555555555555,-0.1052631578947368,-0.0620689655172413,-0.1225806451612903,-0.0933333333333333,0.0225563909774435,-0.0555555555555555,0.0542635658914729,0.0149253731343284,0.2592592592592593,0.1239669421487603,0.4166666666666667,0.1724137931034481,-0.1757575757575757,-0.0620689655172413,0.0461538461538462,-0.0489510489510489,-0.0072992700729926,-0.0993377483443708,-0.0072992700729926,0.0708661417322835,0.2142857142857142,0.6000000000000001,0.3877551020408163,0.4468085106382979,0.6000000000000001,0.4782608695652173,0.5454545454545454,0.3465346534653466,0.1929824561403508,0.1826086956521739,0.1724137931034481,-0.0144927536231883,0.1929824561403508,0.1724137931034481,0.2592592592592593,0.5632183908045978,0.3877551020408163,0.2830188679245282,0.2252252252252251,0.2710280373831775,0.1147540983606556,0.1428571428571428,-0.0422535211267606,-0.2916666666666666,-0.3025641025641026,-0.0285714285714285
20482,0.2277713889,0.069498835,10.889752904,0.0250343929,0.2181430962,0.4562537291,0.2506934058,0.1001829339,0.6509134041,-0.008313817,0.0297432604,0.0892141704,14.0,-0.000198896,0.0243999154,0.1251436914,0.0512433635,0.0033510139,0.138738066,0.0978775061,0.1773127937,0.5223964282,0.0,1.6343368954,1.2097631112,8.4733681399,6.3151935878,0.439710038,0.0,0.0,0.0,0.0,0.0,1.3230461826,7.0,-0.179155527,-0.016675277,-0.291976052,0.4314680004,0.044905542,0.0915335167,6748.8197834,0.0793382698,16.195821134,-0.000409966,0.0484978825,0.0968460679,0.0066955842,0.1207533343,0.054080536,1.0,0.0001038961,-0.111511827,-0.002562179,8.0,15.331959115,0.3329095043,0.0,0.0318091437,0.0115212308,0.0153259691,0.3608904754,0.4009556478,6.560273e-10,8.6450546e-08,0.8378026602,0.7019132974,0.1063929605,0.0286920449,0.2581761378,0.0676379411,0.046195652173913,0.0026041666666667,-0.0025906735751295,0.032171581769437,0.0664819944598338,0.0694444444444444,0.0377358490566037,0.0547945205479452,0.0266666666666666,-0.0745192307692307,-0.0128205128205127,-0.0025906735751295,0.1159420289855073,-0.0326633165829145,-0.184322033898305,-0.2330677290836653,-0.2361111111111111,-0.2284569138276553,-0.1995841995841996,-0.1945606694560669,-0.2012448132780082,-0.2012448132780082,-0.1149425287356321,0.0547945205479452,0.0212201591511935,0.1191860465116279,0.1492537313432835,-0.0302267002518891,-0.0422885572139303,-0.1046511627906976,-0.4797297297297297,-0.4420289855072463,-0.4420289855072463,-0.3185840707964602,-0.3,-0.2961608775137111,-0.2269076305220884,-0.1738197424892703,-0.1519823788546255,-0.1684665226781857,-0.1328828828828828,-0.1612200435729847,-0.1108545034642032,-0.0563725490196078,-0.0919811320754716,0.0052219321148825,0.0185185185185186,0.152694610778443
10057,1.0845010616,-0.521779901,-5.604053818,0.0495753715,1.1325548478,3.1155343241,-0.049287734,-0.239248565,0.302822012,0.0,-0.090079461,0.1077140835,14.0,-0.016995724,0.0405797101,-0.002481193,0.009746708,-0.042208529,0.2326126595,-0.038291571,-0.35821755,0.5644530747,0.0,1.6774363196,0.923674944,15.384413769,6.7488118964,-0.279470977,0.0,0.0,0.0,0.0,1.0,0.5251128166,3.0,0.2039372526,-0.064022074,0.5036738481,2.1230086051,0.28412691,0.0979572024,-355.6868799,0.0653410158,11.2089785,0.0008620432,0.0045835628,0.0091025305,0.0055648676,0.0872866901,0.0372851702,1.0,0.0210526316,-0.65231109,0.0155209349,1.0,10.713689726,0.4563694268,0.0,0.0215053763,0.011803748,0.0116293981,1.0748460565,2.5594331633,9.2658195e-08,5.4169953e-08,1.1087880475,1.2294109342,0.0641375294,0.0518135917,0.2259134385,0.0001355208,0.2063492063492062,0.0857142857142856,0.0555555555555555,-0.0129870129870129,-0.1162790697674418,-0.1648351648351648,-0.1264367816091953,-0.2244897959183673,-0.3027522935779816,-0.1264367816091953,-0.1914893617021277,-0.2164948453608247,0.0,-0.1363636363636363,-0.3504273504273504,-0.3968253968253968,-0.4198473282442748,-0.2549019607843137,-0.2621359223300971,-0.2761904761904762,-0.2244897959183673,-0.2830188679245283,-0.1648351648351648,-0.0843373493975904,-0.0952380952380952,-0.1058823529411764,-0.0379746835443037,-0.1264367816091953,-0.0256410256410256,-0.1999999999999999,-0.2323232323232323,-0.2761904761904762,-0.3214285714285714,-0.2244897959183673,-0.3027522935779816,-0.24,-0.2830188679245283,-0.1914893617021277,-0.2692307692307693,-0.327433628318584,-0.3968253968253968,-0.437037037037037,-0.3391304347826087,-0.3448275862068966,-0.3870967741935484,-0.4829931972789115,-0.4899328859060402,-0.2692307692307693
63837,0.6834920856,0.0234536142,0.8921446384,0.0431682465,0.7513499733,2.5441454804,0.0516151457,0.1275314458,0.6291098053,0.0677009873,0.2875297855,-0.011525953,14.0,0.0670653762,0.0101010101,0.2202724133,0.1844951974,0.0410099001,0.1300420002,0.1171871206,-0.007983137,0.554994616,0.0,3.8141927853,1.8786516854,205.319202,6.0897189349,0.1111111111,0.0,0.0,1.0,0.0,0.0,1.1139166704,4.0,0.3978501963,-0.094500774,0.1026648721,2.2771865151,0.7876532217,-0.021282834,-379.8451299,0.0653410158,10.546630082,0.0033720166,0.0155061138,0.0326459735,0.0550425114,0.0190150754,-0.005149895,2.0,0.0068715936,0.3985278654,0.0380986948,4.0,7.7937929677,0.0885371495,0.0,0.046875,0.0182974321,0.0201940416,1.2332556076,0.5769956303,2.5550255e-06,1.0500002137,0.5685612549,0.3232619006,0.3986694483,0.0353792323,0.2612447348,0.0001355208,0.0638297872340425,-0.074074074074074,-0.1071428571428571,-0.074074074074074,-0.1071428571428571,-0.1228070175438597,-0.0909090909090909,-0.1228070175438597,-0.1525423728813559,-0.253731343283582,-0.2647058823529411,-0.1935483870967742,-0.1228070175438597,-0.180327868852459,-0.3150684931506849,-0.3421052631578947,-0.21875,-0.2063492063492064,-0.2063492063492064,-0.1935483870967742,-0.2063492063492064,-0.1071428571428571,-0.1935483870967742,0.0,-0.0196078431372549,0.0,-0.0566037735849056,-0.1228070175438597,-0.1935483870967742,-0.180327868852459,-0.2307692307692307,-0.253731343283582,-0.2424242424242424,-0.3055555555555556,-0.295774647887324,-0.253731343283582,-0.1379310344827586,-0.1379310344827586,-0.180327868852459,-0.2063492063492064,-0.1935483870967742,-0.1935483870967742,-0.21875,-0.3055555555555556,-0.3333333333333333,-0.3670886075949366,-0.3589743589743589,-0.3333333333333333
60038,1.0328816052,0.0013656897,-17.96428571,0.0266834752,0.6885177014,1.9601323668,0.0336082728,0.0605138826,0.3578085561,0.0,0.1928291928,-0.040550478,14.0,0.0610296196,0.0466666667,0.0222715319,-0.071238212,-0.056003945,0.2651846665,0.0826160119,-0.012504394,0.5433606432,0.0,7.4534647724,2.1011887504,133.275,6.1015369523,0.1278997386,0.0,0.0,1.0,0.0,0.0,0.5128810325,2.0,-0.368123849,0.0202792691,-11.54185501,-0.77921758,6.3009190542,2.2994570837,-185.9506307,0.0352031689,9.6592919218,-0.009513947,-0.007250037,-0.012287858,-0.007511293,0.0085438789,-0.014493773,0.0,-0.022954092,0.1615720524,-0.045454547,3.0,7.1966865708,0.1008509297,0.0,0.051282052,0.0211814178,0.0126614751,1.3772245791,0.7991696257,7.4608753e-06,4.2000002345,0.706371113,0.4989601493,-0.170460081,0.0420859734,-0.039806442,0.1073664273,-0.04,-0.0943396226415094,-0.1111111111111111,-0.1111111111111111,-0.2131147540983606,-0.1864406779661016,-0.1272727272727273,-0.1111111111111111,-0.1724137931034483,-0.1724137931034483,0.0434782608695651,0.0909090909090908,-0.0204081632653061,-0.1111111111111111,-0.25,-0.2258064516129032,-0.2380952380952381,-0.0769230769230768,-0.1272727272727273,-0.1428571428571429,-0.3424657534246575,-0.2835820895522388,-0.2941176470588235,-0.2727272727272727,-0.2131147540983606,-0.25,-0.2258064516129032,-0.25,-0.3766233766233766,-0.4216867469879518,-0.4418604651162791,-0.4666666666666667,-0.4725274725274725,-0.4666666666666667,-0.4838709677419355,-0.4782608695652174,-0.4285714285714286,-0.3766233766233766,-0.3846153846153846,-0.4,-0.4,-0.4,-0.4146341463414634,-0.4,-0.368421052631579,-0.3924050632911392,-0.4216867469879518,-0.3846153846153846
51510,1.1513763641,0.1152576636,-35.4046887,0.0,2.1143732529,4.8867164674,0.0892145243,-0.019981043,0.3585308057,0.0020018198,-0.087836917,0.0651305295,14.0,0.0491258641,0.0551839465,0.2334547832,0.3109711735,-0.184537671,0.1905710491,0.0428720379,0.135081273,0.4815261045,0.0,1.9234383983,0.627640163,118.91698693,8.0848139632,0.0847312686,0.0,1.0,1.0,1.0,0.0,1.02970667,6.0,-0.108441896,-0.388092755,0.6676505357,-0.699251564,0.5407544439,0.0521288336,-144.4197254,0.5269949722,9.9998880468,0.0009425781,0.0276659157,0.0883919968,-0.102388304,0.0271674087,0.0218000594,1.0,0.0184798402,-0.266183893,-0.042081449,2.0,8.8980581827,0.2605036929,0.0,0.0322580636,0.0240174188,0.0169282127,1.9381152762,2.6852256935,8.323387e-06,2.1000000774,1.3317483517,1.7735536721,0.0253025513,0.0634856992,0.2523056719,-0.016491455,0.032258064516129,-0.0588235294117647,-0.2727272727272727,-0.2558139534883721,-0.3043478260869565,-0.3043478260869565,-0.2727272727272727,-0.2727272727272727,-0.2727272727272727,-0.3043478260869565,0.1034482758620689,-0.1578947368421053,0.1034482758620689,-0.0857142857142857,-0.3333333333333333,-0.3469387755102041,-0.3333333333333333,-0.4074074074074074,-0.3333333333333333,-0.4482758620689655,-0.5733333333333333,-0.5294117647058824,-0.5151515151515151,-0.5616438356164384,-0.5076923076923077,-0.5616438356164384,-0.5949367088607596,-0.627906976744186,-0.6862745098039216,-0.7090909090909091,-0.7090909090909091,-0.6952380952380952,-0.7333333333333334,-0.7192982456140351,-0.6701030927835052,-0.7064220183486238,-0.6483516483516483,-0.6097560975609756,-0.6404494382022472,-0.6862745098039216,-0.7090909090909091,-0.6767676767676767,-0.627906976744186,-0.6521739130434783,-0.6363636363636364,-0.7647058823529411,-0.7480314960629921,-0.73109243697479
