firms,chtx,roaq,roeq,rsup,cash,cinvest,nincr,sue,aeavol,ear,mom1,mom2,mom3,mom4,mom5,mom6,mom7,mom8,mom9,mom10,mom11,mom12,mom13,mom14,mom15,mom16,mom17,mom18,mom19,mom20,mom21,mom22,mom23,mom24,mom25,mom26,mom27,mom28,mom29,mom30,mom31,mom32,mom33
47730.0,0.0034237295,0.0083654238,0.0178689238,0.1864341085,0.0017043714,-0.006502764,0.0,0.009121447,0.581920904,0.0174762532,0.0256410256410255,0.1851851851851851,0.1347517730496454,-0.2156862745098039,-0.1999999999999999,-0.1578947368421053,-0.1999999999999999,-0.1999999999999999,-0.1919191919191919,-0.2307692307692307,-0.1794871794871795,-0.1578947368421053,-0.064327485380117,-0.1160220994475138,-0.1489361702127659,-0.1794871794871795,-0.2156862745098039,-0.2380952380952381,-0.2195121951219512,-0.2195121951219512,-0.2558139534883721,-0.183673469387755,-0.0857142857142857,-0.096045197740113,-0.1999999999999999,-0.1489361702127659,-0.1304347826086956,-0.1999999999999999,-0.2727272727272727,-0.3013100436681223,-0.2523364485981308,-0.2417061611374408,-0.2233009708737864
13777.0,-0.001038144,0.0542688528,0.0732234075,0.0198396426,0.556946569,-0.021349953,2.0,0.0029629636,4.7680326122,0.0820578244,0.1095890410958904,0.265625,0.1571428571428572,-0.2429906542056075,-0.4172661870503596,-0.352,-0.3249999999999999,-0.3360655737704918,-0.4044117647058823,-0.6067961165048543,-0.554945054945055,-0.5449438202247191,-0.381679389312977,-0.3305785123966942,-0.2956521739130434,-0.1899999999999999,-0.2211538461538461,-0.0999999999999999,-0.2285714285714285,-0.1649484536082474,-0.0581395348837209,-0.0357142857142857,0.0945945945945945,-0.2767857142857143,-0.1899999999999999,-0.0999999999999999,0.0945945945945945,-0.0121951219512195,-0.2211538461538461,-0.2767857142857143,-0.1899999999999999,-0.173469387755102,-0.15625
44652.0,-0.005554048,0.0124393687,0.0411400117,0.0769088484,0.0084099571,0.0152950607,3.0,-0.000490443,0.1031384903,-0.011032184,0.0618811881188119,0.1657608695652173,-0.0793991416309013,-0.285,-0.3420245398773006,-0.3338509316770186,-0.2679180887372013,-0.2070240295748613,-0.2099447513812155,-0.1844106463878326,-0.1099585062240664,-0.1488095238095238,-0.0137931034482758,-0.0592105263157894,-0.0813704496788008,-0.0205479452054794,-0.1350806451612903,-0.1385542168674698,-0.2339285714285713,-0.1734104046242774,-0.0673913043478261,-0.102510460251046,-0.1653696498054474,-0.1686046511627906,-0.1718146718146718,-0.1686046511627906,-0.1298174442190669,-0.0571428571428571,-0.0774193548387096,-0.1099585062240664,-0.1966292134831461,-0.1172839506172839,0.0412621359223301
44548.0,0.0087401598,0.0185584827,0.0413145265,0.1212395548,0.0275162395,0.0498713767,2.0,0.0257439168,1.2258127693,0.0504726889,0.2891566265060241,0.3048780487804878,0.1758241758241758,-0.2246376811594203,-0.4623115577889447,-0.4855769230769231,-0.4368421052631579,-0.4153005464480874,-0.3920454545454546,-0.4216216216216216,-0.5136363636363637,-0.3885714285714285,-0.4338624338624338,-0.4368421052631579,-0.4427083333333333,-0.3885714285714285,-0.4729064039408867,-0.4595959595959595,-0.599250936329588,-0.5737051792828685,-0.5541666666666667,-0.5578512396694215,-0.5265486725663717,-0.4729064039408867,-0.4729064039408867,-0.4676616915422885,-0.7052341597796143,-0.6805970149253731,-0.6985915492957746,-0.6960227272727273,-0.7227979274611399,-0.701949860724234,-0.6815476190476191
38746.0,-0.002234586,0.0013167436,0.0033232192,-0.075157444,0.017520744,-0.14073485,0.0,-0.010041769,-0.460080414,-0.042661767,-0.1139240506329114,0.2280701754385965,-0.0789473684210526,-0.4488188976377952,-0.4444444444444444,-0.4117647058823529,-0.306930693069307,-0.2857142857142857,-0.3333333333333333,-0.3859649122807017,-0.4262295081967213,-0.3457943925233645,-0.3137254901960784,-0.5906432748538012,-0.5882352941176471,-0.5652173913043479,-0.6517412935323383,-0.6666666666666667,-0.7211155378486056,-0.7426470588235294,-0.7021276595744681,-0.7071129707112971,-0.65,-0.6236559139784946,-0.6236559139784946,-0.5333333333333333,-0.6132596685082873,-0.5906432748538012,-0.5757575757575757,-0.6022727272727273,-0.5454545454545454,-0.5394736842105263,-0.4814814814814815
60871.0,0.0035674386,0.016011154,0.0213833645,0.0404357659,0.0101930248,-0.015126535,4.0,0.000152809,-0.043602983,0.0660772426,-0.011111111111111,0.1558441558441559,-0.160377358490566,-0.422077922077922,-0.4733727810650887,-0.5055555555555555,-0.4294871794871795,-0.4855491329479768,-0.4764705882352941,-0.4294871794871795,-0.4573170731707316,-0.4183006535947712,-0.288,-0.282258064516129,-0.3503649635036496,-0.3597122302158273,-0.3862068965517241,-0.3945578231292517,-0.3904109589041096,-0.5,-0.531578947368421,-0.587962962962963,-0.6228813559322034,-0.5679611650485437,-0.5781990521327014,-0.538860103626943,-0.4506172839506173,-0.4506172839506173,-0.5,-0.5291005291005291,-0.4539877300613497,-0.4943181818181817,-0.3986486486486487
14198.0,-0.009884068,-0.009022698,-0.011431682,-0.06128157,0.3373563531,-0.040537376,0.0,-0.018983051,-0.814906653,-0.015837731,0.2553191489361701,0.1799999999999999,0.0350877192982457,-0.2891566265060241,-0.3854166666666666,-0.3979591836734694,-0.3058823529411765,-0.3218390804597701,-0.3854166666666666,-0.3655913978494624,-0.3586956521739131,-0.3218390804597701,-0.313953488372093,-0.3723404255319149,-0.2891566265060241,-0.4040404040404041,-0.3979591836734694,-0.3218390804597701,-0.4040404040404041,-0.4040404040404041,-0.41,-0.4537037037037037,-0.4433962264150943,-0.4824561403508771,-0.5083333333333333,-0.4271844660194175,-0.4040404040404041,-0.3854166666666666,-0.4869565217391304,-0.5,-0.3917525773195877,-0.4684684684684684,-0.4537037037037037
14331.0,-0.002154058,0.0215197264,0.0245212185,0.0243902439,0.3430594901,0.0926077949,1.0,0.0009756098,-0.768886699,0.0022688583,0.1714285714285714,0.3225806451612902,0.1714285714285714,-0.2545454545454545,-0.2678571428571429,-0.359375,-0.359375,-0.3492063492063492,-0.2807017543859649,-0.2743362831858407,-0.3278688524590164,0.0512820512820513,0.1081081081081081,0.2058823529411764,0.2058823529411764,0.1388888888888888,0.1549295774647887,0.0649350649350648,-0.0352941176470588,-0.108695652173913,0.2058823529411764,0.2058823529411764,0.2615384615384615,0.28125,0.4909090909090909,0.5471698113207548,0.5769230769230769,0.7826086956521738,0.5185185185185186,0.4909090909090909,0.6399999999999999,1.1578947368421053,1.2777777777777777
45583.0,-0.009022456,0.0168136904,0.0248619787,0.0002010628,0.0149786778,-0.015784677,0.0,-0.006666667,5.0211748634,0.0259353747,0.0344827586206897,0.1180124223602483,0.0,-0.2741935483870967,-0.2712550607287449,-0.1928251121076233,-0.1743119266055045,-0.1428571428571429,-0.150943396226415,-0.1743119266055045,-0.1666666666666666,-0.1666666666666666,-0.0625,-0.0999999999999999,-0.1219512195121951,-0.0625,-0.0999999999999999,-0.150943396226415,-0.2372881355932203,-0.1705069124423963,-0.1666666666666666,-0.1666666666666666,-0.1891891891891891,-0.217391304347826,-0.1666666666666666,-0.1588785046728972,-0.1219512195121951,-0.0476190476190476,-0.1262135922330097,-0.1549295774647887,-0.0721649484536082,-0.0217391304347825,0.0714285714285714
21398.0,0.0,-0.066328924,-0.21875,0.0889387704,0.0390239682,0.0097129494,0.0,-0.023194912,0.6650674454,-0.090909094,0.1999999999999999,0.2857142857142858,0.0285714285714284,-0.25,-0.1818181818181817,-0.1818181818181817,-0.217391304347826,-0.1428571428571429,-0.1428571428571429,-0.0526315789473684,-0.217391304347826,-0.3571428571428571,-0.3793103448275862,-0.4,-0.4375,-0.5384615384615384,-0.5609756097560976,-0.5609756097560976,-0.6785714285714286,-0.7096774193548387,-0.71875,-0.6896551724137931,-0.6949152542372881,-0.7049180327868853,-0.7096774193548387,-0.7230769230769231,-0.7142857142857143,-0.847457627118644,-0.8421052631578947,-0.8392857142857143,-0.8144329896907216,-0.8085106382978724,-0.8144329896907216
14702.0,0.031704711,0.0244684601,0.0370553617,0.096927026,0.2736274313,0.0491399505,4.0,0.0003135135,0.1638884846,0.0813953504,-0.0512820512820513,0.2758620689655173,0.1935483870967742,-0.3675213675213675,-0.3934426229508196,-0.2043010752688172,-0.0632911392405063,-0.1999999999999999,-0.1956521739130434,0.0882352941176469,0.1212121212121211,0.3962264150943395,0.9473684210526316,0.8974358974358974,0.8048780487804879,0.9473684210526316,0.7209302325581395,1.0,0.6086956521739131,0.2758620689655173,-0.4173228346456693,-0.3211009174311926,-0.3675213675213675,-0.2127659574468084,-0.108433734939759,-0.1868131868131868,-0.0749999999999999,-0.0263157894736841,-0.159090909090909,-0.26,-0.119047619047619,-0.2745098039215686,-0.1956521739130434
14737.0,-0.004398879,-0.014439834,-0.025426701,-0.032882452,0.0038374266,-0.051211397,0.0,-0.030149838,9.5533569395,-0.134639021,0.625,0.04,0.3,-0.4347826086956522,-0.3658536585365853,-0.409090909090909,-0.3157894736842105,-0.3658536585365853,-0.3658536585365853,-0.4222222222222223,-0.409090909090909,-0.3658536585365853,-0.3953488372093023,-0.4347826086956522,-0.3953488372093023,-0.3809523809523809,-0.409090909090909,-0.4693877551020408,-0.5,-0.4347826086956522,-0.4468085106382978,-0.4583333333333333,-0.5185185185185186,-0.2972972972972972,-0.2121212121212121,-0.2463768115942028,-0.1999999999999999,-0.1999999999999999,-0.2676056338028169,-0.3157894736842105,-0.3333333333333333,-0.35,-0.3246753246753247
15246.0,-0.000898524,0.0604224598,0.0806895461,0.0212135282,0.4710442335,0.0060781421,3.0,0.0036757779,0.0970777336,0.0406841463,-0.0103092783505154,0.476923076923077,0.3333333333333332,-0.1272727272727273,0.0105263157894737,0.0786516853932584,-0.0204081632653061,-0.0103092783505154,-0.005181347150259,0.0549450549450549,-0.0943396226415094,-0.0769230769230768,-0.4606741573033708,-0.4754098360655737,-0.3745928338762215,-0.1724137931034483,-0.189873417721519,0.0607734806629833,-0.1688311688311687,-0.2699619771863117,-0.0943396226415094,0.1034482758620689,0.0434782608695651,0.1999999999999999,0.3061224489795917,0.3426573426573427,1.064516129032258,0.9591836734693876,1.0425531914893615,0.9591836734693876,1.4615384615384617,1.5945945945945947,2.0
15537.0,0.0143020595,0.0251625196,0.0406997825,0.0628134915,0.1109143869,-0.034338279,3.0,0.011081924,-0.111514053,0.0511158612,-0.0481927710843373,0.2539682539682539,0.0394736842105263,-0.1595744680851063,-0.1684210526315789,-0.1770833333333333,-0.0481927710843373,-0.0246913580246913,0.0533333333333332,0.161764705882353,-0.0124999999999999,-0.0481927710843373,0.2741935483870967,0.0972222222222223,0.0675675675675675,0.0675675675675675,0.2950819672131148,0.1285714285714285,-0.0124999999999999,-0.0919540229885057,-0.1222222222222222,-0.1413043478260869,-0.2403846153846154,0.0394736842105263,-0.0246913580246913,0.2153846153846152,0.1126760563380282,0.0,-0.0365853658536585,0.0533333333333332,-0.0246913580246913,0.0,0.0972222222222223
68830.0,-0.008411387,0.0145408275,0.0213961056,-0.278586674,0.1382389401,-0.014043001,1.0,-0.002788571,-0.474660759,0.0311942976,0.1290322580645162,0.25,0.0294117647058822,-0.3,-0.3269230769230768,-0.375,-0.339622641509434,-0.3,-0.2708333333333333,-0.4166666666666666,-0.4354838709677419,-0.3,-0.4354838709677419,-0.4776119402985075,-0.4852941176470589,-0.5205479452054795,-0.6111111111111112,-0.6354166666666667,-0.6728971962616823,-0.6195652173913043,-0.6153846153846154,-0.8118279569892473,-0.8128342245989305,-0.7666666666666666,-0.7839506172839507,-0.7666666666666666,-0.7445255474452555,-0.7008547008547008,-0.6788990825688073,-0.6818181818181819,-0.7244094488188977,-0.8195876288659794,-0.7602739726027398
16003.0,0.0,-0.029804953,-0.043348916,-0.17370216,0.2534985088,-0.073103604,0.0,0.0201591512,0.6611869177,0.0714285746,-0.2222222222222222,-0.2631578947368421,-0.0666666666666666,-0.641025641025641,-0.654320987654321,-0.4399999999999999,-0.5,-0.5483870967741935,-0.5333333333333333,-0.5172413793103448,-0.5882352941176471,-0.6111111111111112,-0.5625,-0.6111111111111112,-0.6216216216216216,-0.631578947368421,-0.4615384615384615,-0.5333333333333333,-0.5882352941176471,-0.5625,-0.5882352941176471,-0.6216216216216216,-0.6111111111111112,-0.631578947368421,-0.6956521739130435,-0.6666666666666667,-0.6956521739130435,-0.78125,-0.7878787878787878,-0.8055555555555556,-0.7941176470588236,-0.7941176470588236,-0.8444444444444444
16185.0,0.0364289594,0.0454507547,0.0655520808,0.1461433541,0.6807820077,0.0136301514,1.0,0.0243478261,-0.180837241,0.0666666701,0.0454545454545454,0.0454545454545454,-0.1153846153846154,-0.0799999999999999,-0.1785714285714286,-0.1153846153846154,-0.1785714285714286,-0.1785714285714286,-0.1153846153846154,-0.2580645161290322,-0.28125,-0.3611111111111111,-0.2333333333333332,-0.28125,-0.28125,-0.303030303030303,-0.3428571428571428,-0.3783783783783784,-0.4102564102564102,-0.5533980582524272,-0.5660377358490566,-0.425,-0.4888888888888889,-0.5740740740740741,-0.54,-0.5818181818181818,-0.28125,-0.3428571428571428,-0.3947368421052631,-0.425,-0.3783783783783784,-0.2068965517241379,-0.2068965517241379
63095.0,0.0204013502,0.0083598852,0.0443440428,0.5309240767,0.0346596543,0.0171363543,0.0,0.0964970677,0.4259259259,0.0470653381,0.0975609756097561,0.3235294117647058,0.125,-0.2241379310344827,-0.2857142857142857,-0.2741935483870967,-0.2741935483870967,-0.4943820224719101,-0.5161290322580645,-0.5212765957446808,-0.53125,-0.4943820224719101,-0.5408163265306123,-0.5588235294117647,-0.53125,-0.4230769230769231,-0.3571428571428571,-0.375,-0.4,-0.430379746835443,-0.430379746835443,-0.4230769230769231,-0.3571428571428571,-0.3478260869565217,-0.3382352941176471,-0.3835616438356164,-0.296875,-0.296875,-0.3661971830985915,-0.3382352941176471,-0.3571428571428571,-0.3382352941176471,-0.3382352941176471
61938.0,0.0,0.0171333264,0.0271948871,0.0017558773,0.0756766955,0.0,1.0,-0.000547945,-0.84,-0.004149233,0.0233644859813084,0.0138888888888888,0.0735294117647058,-0.1133603238866396,-0.1061224489795918,-0.1169354838709677,-0.1024590163934425,-0.0720338983050847,-0.124,-0.0798319327731093,-0.1274900398406374,-0.0875,-0.0836820083682008,-0.14453125,-0.1511627906976744,-0.1061224489795918,-0.1576923076923077,-0.1343873517786561,-0.1204819277108434,-0.1511627906976744,-0.1274900398406374,-0.1918819188191881,-0.0720338983050847,-0.0135135135135134,0.0528846153846154,0.0330188679245282,-0.0223214285714286,0.0045871559633028,-0.0309734513274336,-0.1024590163934425,-0.0798319327731093,-0.0950413223140496,-0.1204819277108434
17225.0,-0.00222382,-0.017446784,-0.101417881,-1.430039205,0.0097019593,-0.036949706,1.0,-0.242801136,0.4887321585,0.0526315793,0.5294117647058822,-0.1875,-0.1875,-0.5185185185185186,-0.5806451612903225,-0.7173913043478262,-0.7111111111111111,-0.7796610169491526,-0.8452380952380952,-0.8586956521739131,-0.8015267175572519,-0.796875,-0.7592592592592593,-0.8059701492537313,-0.8142857142857143,-0.8,-0.8115942028985508,-0.8,-0.8156028368794326,-0.7739130434782608,-0.6941176470588235,-0.6285714285714286,-0.6176470588235294,-0.6060606060606061,-0.4583333333333333,-0.3953488372093023,-0.48,-0.5094339622641509,-0.5185185185185186,-0.5806451612903225,-0.5806451612903225,-0.5,-0.5185185185185186
58018.0,0.0180383475,0.0297894895,0.1053774143,0.0089677164,0.088915684,-0.001618703,1.0,0.0009526481,1.479551621,-0.020390073,0.1666666666666667,0.2068965517241379,0.09375,-0.1764705882352941,-0.2631578947368421,-0.2857142857142857,-0.1764705882352941,-0.0666666666666666,-0.0789473684210526,-0.1025641025641025,-0.0666666666666666,0.0294117647058822,-0.0666666666666666,-0.1566265060240963,-0.1860465116279069,-0.1860465116279069,-0.2134831460674157,-0.2708333333333333,-0.3693693693693693,-0.4488188976377952,-0.3913043478260869,-0.3859649122807017,-0.3913043478260869,-0.375,-0.4214876033057851,-0.4308943089430894,-0.3805309734513274,-0.3859649122807017,-0.3518518518518518,-0.339622641509434,-0.3203883495145631,-0.396551724137931,-0.3577981651376146
17903.0,0.0099252686,0.0317022678,0.0549547345,0.0955397784,0.0020383764,-0.02237131,1.0,0.0079069767,5.4735124698,0.0315766884,-0.0549450549450549,0.1025641025641026,0.1168831168831168,-0.1886792452830188,-0.2252252252252252,-0.2586206896551724,-0.2110091743119265,-0.0652173913043477,-0.1485148514851485,-0.1730769230769231,-0.2252252252252252,-0.0752688172043011,-0.0752688172043011,-0.1650485436893204,-0.1485148514851485,-0.2950819672131147,-0.3629629629629629,-0.3857142857142857,-0.3676470588235294,-0.3582089552238806,-0.3484848484848485,-0.2950819672131147,-0.2521739130434782,-0.3228346456692913,-0.3064516129032257,-0.1962616822429906,-0.2321428571428571,-0.2521739130434782,-0.2586206896551724,-0.2833333333333333,-0.3582089552238806,-0.3857142857142857,-0.328125
49373.0,-0.00027209,-0.025787431,-0.033114589,0.0149293332,0.0486509547,0.0746703398,0.0,-0.000381435,0.5799144674,-0.036316691,-0.0443548387096773,0.2030456852791877,0.185,-0.537109375,-0.50625,-0.4397163120567375,-0.4423529411764706,-0.4089775561097256,-0.4397163120567375,-0.4892241379310345,-0.4383886255924171,-0.4397163120567375,-0.3416666666666667,-0.4247572815533981,-0.381201044386423,-0.3189655172413793,-0.3029411764705882,-0.2254901960784313,-0.2570532915360501,-0.25,-0.311046511627907,-0.3267045454545454,-0.2662538699690402,-0.2403846153846154,-0.2305194805194805,-0.1286764705882352,-0.0988593155893535,-0.4625850340136054,-0.4935897435897436,-0.4836601307189542,-0.4756637168141593,-0.4613636363636363,-0.4060150375939849
18570.0,0.0020038695,0.0429357095,0.0514493693,0.0540817839,0.0151954585,-0.006012383,3.0,0.0021290325,3.1632331911,0.122270003,-0.0158730158730159,0.1272727272727272,-0.088235294117647,-0.1842105263157895,-0.3737373737373737,-0.3673469387755101,-0.3673469387755101,-0.3921568627450981,-0.3673469387755101,-0.3921568627450981,-0.3186813186813186,-0.2051282051282051,-0.1506849315068493,-0.2249999999999999,-0.2249999999999999,-0.2051282051282051,-0.4311926605504587,-0.4095238095238095,-0.4363636363636364,-0.4414414414414415,-0.4464285714285714,-0.3921568627450981,-0.2873563218390804,-0.2790697674418605,-0.2619047619047618,-0.2530120481927711,-0.2439024390243902,-0.1948051948051947,-0.3186813186813186,-0.2832369942196532,-0.2705882352941177,-0.2484848484848485,-0.2345679012345679
27289.0,-0.009121903,-0.052258311,-0.59276898,-0.93612453,0.015097416,-0.171313365,1.0,-0.73293695,-0.597127343,-0.010386473,-0.0142857142857142,-0.2159090909090909,-0.3727272727272727,-0.5208333333333333,-0.543046357615894,-0.543046357615894,-0.5071428571428571,-0.5306122448979591,-0.5766871165644172,-0.6187845303867403,-0.5490196078431373,-0.5369127516778524,-0.5106382978723405,-0.625,-0.6187845303867403,-0.625,-0.6229508196721312,-0.6479591836734694,-0.603448275862069,-0.5660377358490566,-0.4297520661157025,-0.4692307692307692,-0.3947368421052631,-0.28125,-0.28125,-0.0921052631578946,-0.0142857142857142,-0.1481481481481481,-0.0416666666666666,-0.0547945205479452,0.0952380952380953,0.0952380952380953,0.1896551724137931
18834.0,0.0072120932,0.0065765873,0.0092004015,0.0649942987,0.280587178,-0.008462547,1.0,-0.03,-1.0,0.0350877196,0.0434782608695651,0.0909090909090908,-0.1111111111111111,-0.4285714285714286,-0.4893617021276596,-0.3333333333333333,-0.3846153846153846,-0.3333333333333333,-0.2941176470588235,-0.3513513513513513,-0.3142857142857143,-0.2727272727272727,-0.3142857142857143,-0.25,-0.1428571428571429,0.0,-0.1111111111111111,-0.1724137931034483,-0.2258064516129032,-0.2727272727272727,-0.25,-0.2941176470588235,-0.2941176470588235,-0.2941176470588235,-0.25,-0.2941176470588235,-0.2941176470588235,-0.3333333333333333,-0.4,-0.52,-0.5555555555555556,-0.5862068965517242,-0.6
