firms,bm,ep,cashpr,dy,lev,sp,roic,agr,gma,chcsho,lgr,acc,pctacc,cfp,absacc,age,chinv,hire,sgr,pchgm_pchsale,depr,invest,egr,tang,sin,currat,quick,salecash,salerec,cashdebt,divi,divo,securedind,convind,rd,operprof,ps,chpmia,chempia,bm_ia,pchcapx_ia,tb,cfp_ia,mve_ia,herf,mve,chtx,roaq,roeq,rsup,cash,cinvest,nincr,sue,aeavol,ear,ms,dolvol,turn,IPO,maxret,retvol,baspread,std_dolvol,std_turn,ill,zerotrade,beta,betasq,pricedelay,idiovol,chmom,indmom
57162,1.9003856799,0.0409925612,-1.593739656,0.0,1.211857931,0.3382499957,-0.07832814,0.2677732227,0.1065893411,-0.066141732,0.329652572,-0.335008818,-22.74850299,0.9735119616,0.3350088183,15.0,0.0,-0.737991266,-0.817541112,0.0741194158,0.0770263017,0.4491550845,0.2312340967,0.6059401372,0.0,4.6477404403,4.6477404403,0.4086595492,3.0419426049,0.1713294798,0.0,0.0,1.0,0.0,0.0,0.159351145,6.0,-0.631946744,-0.966351175,1.1630697791,-0.47671301,-1.017643679,1.1050751871,-272.0019701,0.0899421609,9.2110276358,0.0123201354,0.0291032416,0.0476621028,0.2114671164,0.2621537053,-3.295977303,1.0,0.1028667791,17.181818182,0.2391774952,5.0,5.8938861719,0.0835862844,0.0,0.0909090936,0.0571977357,0.0616232721,1.2570024129,0.7978123561,3.86428e-05,7.0000002305,0.9943078216,0.9886480441,3.7461676617,0.1501234584,1.0671428675,0.2821700408
76081,0.5400169624,0.0828534961,0.4209715953,0.0088442362,0.2873224419,2.3365780617,0.2540482685,0.0438725624,0.4733838577,-0.014829268,-0.123594025,-0.017517339,-0.171244784,0.0970417251,0.0175173395,5.0,-0.020700694,-0.019188192,-0.017807514,-0.105661324,0.2209573847,-0.006215583,0.1620122121,0.7365141808,0.0,2.5672754947,1.9447488584,5.6969164852,21.947503721,0.3048212237,1.0,0.0,0.0,0.0,0.0,0.807333478,4.0,0.0562320888,-0.10697857,-0.096344527,0.297816583,-17.95491634,-0.007688855,-1388.964021,0.103229783,10.804212768,-0.00311337,0.0212614779,0.0302159391,-0.053699833,0.2276638547,-0.023550102,1.0,-0.007250683,0.5799011532,-0.022079958,5.0,8.3803420087,0.0660856935,0.0,0.0263157897,0.0123126658,0.0196733491,1.3741060809,0.3727811443,2.8424205e-06,6.0000004738,1.310945452,1.7185779781,0.1076785434,0.0400802091,-0.122241226,0.1003663652
48573,1.338525809,0.0678798178,-2.999916079,0.0224692582,0.5051806745,3.3033585876,0.0607250755,0.0348134803,0.8681114879,-0.085446009,0.2505258238,0.0093226739,0.2489568846,0.0509806698,0.0093226739,14.0,0.0837478191,0.0664961637,0.0077184494,0.0652398321,0.2050520059,0.125,-0.028438292,0.5600959599,0.0,3.0929648241,0.8123953099,11.745552199,124.51957295,0.2926272066,0.0,0.0,0.0,0.0,0.0,1.1176591516,3.0,-0.019393447,-0.142411196,-5.765217357,0.5396127284,0.3988310379,22.443533284,-230.4200421,0.1022304267,8.8703118192,-0.001960987,-0.003500641,-0.004827305,0.0803894978,0.1737412178,-0.01315641,0.0,-0.00124497,-0.990167158,0.0006097574,2.0,5.4961431099,0.0267123288,0.0,0.0,0.0,0.0488400488,1.521246944,0.0149464308,0.0,18.000015154,0.4551998582,0.2072069109,0.1412310386,0.0374935868,-0.139266391,0.1014492999
60580,0.4240933711,0.1036376302,-1.494374268,0.0287009239,0.9155966931,3.1492698763,0.10802589,0.1083949903,0.909031538,-0.021709502,0.1106331479,-0.016373774,-0.20830008,0.1252253568,0.0163737737,14.0,0.1150359549,0.1233719247,0.1690234359,-0.025644906,0.1999260646,0.1607861778,0.1400975583,0.504207448,0.0,1.5445947312,0.7079739927,50.962439351,9.5191255977,0.1705403326,0.0,0.0,1.0,0.0,0.0,2.9473574496,6.0,0.4446115808,-0.024512365,1.5365989716,3.0985763156,1.5791380651,0.660243102,-154.6996566,0.035233952,12.297099232,0.0044853006,0.0226757933,0.0840870028,-0.024472215,0.0351425097,-0.002310966,3.0,-2.8743e-05,-0.032722255,0.0314892959,8.0,12.220504873,0.532787989,0.0,0.0231213868,0.013085204,0.0192644883,0.8368346253,0.7130471609,9.5701552e-08,1.0822184e-07,1.3472506367,1.8150842782,-0.000249825,0.0434451994,-0.112669904,0.1011040466
63036,0.4819151704,0.1058201058,-1.96372549,0.0,1.5019516003,3.1596842744,0.109280615,-0.000699056,0.5679832226,0.0039184953,-0.068832007,0.1699300699,3.1868852459,-0.231416428,0.1699300699,13.0,-0.015734266,0.0,-0.038128433,-0.035417748,0.1661272923,0.0012233485,0.2945013979,0.6292469395,0.0,2.3981945838,1.4994984955,35.71372549,3.4879356568,0.1022499443,0.0,0.0,1.0,0.0,0.0,2.7791239515,2.0,0.4050158745,-0.104601784,-0.098912043,3.715287728,-0.71587309,-0.241173309,-409.3246299,0.0653410158,8.7683409391,-0.011010136,0.0076348548,0.0343796712,-0.071124989,0.0445960126,-0.001058639,0.0,-0.049267066,2.3333333333,-0.065435141,2.0,8.1809509283,0.3453395301,0.0,0.2105263174,0.0623712097,0.0466329678,1.1762058692,1.4442356502,5.5322311e-06,6.4845642e-08,1.3872899861,1.9245735054,-0.411617806,0.1054404018,1.0671428675,0.1473241271
61065,0.2935986467,0.0552730226,20.08198153,0.0,0.2332958171,0.8249362099,0.1742387486,0.2604270522,0.6085905738,0.0007738607,0.2686158939,-0.030067095,-0.257006835,0.0694785672,0.0300670949,11.0,0.0690905036,0.2153846154,0.2753404358,-0.015937914,0.0390590438,0.2309543037,0.2539951256,0.559011006,0.0,1.2899040158,0.2297288989,32.545170529,58.800411583,0.3189186811,0.0,0.0,0.0,0.0,0.0,1.0576022112,6.0,-0.010770647,0.0953688731,-0.28608266,-0.382067563,-0.60858925,0.0738139472,4609.8090318,0.0572108299,15.773013606,0.0012410714,0.0106259981,0.0190695005,0.0220312406,0.0019588837,-0.080790697,0.0,0.0,-0.399602758,-0.002864992,5.0,15.358885454,0.5009420142,0.0,0.0340136066,0.017593875,0.0205867101,0.2994920684,0.5684505647,1.11965e-09,5.243253e-08,1.1691069437,1.3668110457,0.1713243556,0.0354728894,-0.092377959,0.1557110431
76743,1.0284035095,0.0468494186,-6.097519398,0.0,1.0941438227,4.0822299652,0.0408322519,0.0247839411,0.3855171631,-0.010221465,0.0135957066,0.0668110783,2.9903225806,-0.093245456,0.0668110783,6.0,0.0955679502,0.1842923795,0.1458339225,-0.081221018,0.0982306513,0.1570622477,0.0369617853,0.5755495518,0.0,1.964543389,0.3265436282,28.580648954,34.849053899,0.083680974,0.0,0.0,1.0,0.0,0.0,0.7648702189,3.0,-0.535684894,0.1066074844,0.5315228607,2.5780428092,1.2865167547,-0.255072031,-108.8559889,0.224814269,10.939426247,-0.004103068,0.0023338054,0.0048167984,0.1246048817,0.0493050577,-0.02037676,1.0,-0.011876929,-0.5215311,0.0141572263,3.0,8.2965465203,0.0896193772,0.0,0.0263157897,0.0212770395,0.0204679703,1.2162582383,0.1573461688,5.8998457e-06,8.0000009088,1.2506498124,1.5641249532,0.0771894877,0.0428101775,-0.050641024,0.1302216747
75247,1.3127364721,-0.000153517,-0.67065443,0.0053922839,1.4481256536,0.8751938951,-0.035641668,0.053420268,0.0608607406,0.0424280613,0.0061687792,0.0084712377,17.29,-0.023123495,0.0084712377,14.0,-0.047130843,-0.737991266,-0.654373038,-0.067803731,0.1552299703,-0.236409391,0.3615923039,0.503440369,0.0,5.1107891743,4.1887622604,0.8956788143,3.4591444607,0.0184361403,0.0,0.0,1.0,0.0,0.0,0.0343672251,2.0,-0.328788983,-0.634392541,0.8272111329,-2.632697842,0.4550162317,-0.051175172,96.184061847,0.4058297966,11.799006256,0.0012906563,-0.001678419,-0.003519039,0.0268115481,0.3230418033,0.5250470906,0.0,-0.002013321,-0.516802906,0.0079326923,2.0,10.502368695,0.1616557307,0.0,0.0086206896,0.0072194896,0.0133546273,0.7118261549,0.3244774946,1.3344625e-07,2.031746e-07,1.8017161028,3.246180915,0.1143679073,0.0574513178,-0.234121032,0.3315854701
50278,-0.702472545,-0.549019804,0.9765592225,0.0,3.2838886425,3.8772392383,-0.182068966,-0.132138858,0.562150056,0.0298507463,0.0629139073,-0.055155875,-0.285714286,-0.392157003,0.0551558753,14.0,0.0,-0.235294118,-0.002631579,0.0594736842,0.4134615385,0.0358342665,2.7936333699,0.4498258065,0.0,1.4483985765,1.4483985765,35.53125,3.1150684932,-0.126270733,0.0,0.0,1.0,1.0,0.0,-2.640350877,4.0,-0.385789469,-0.661059891,-81.36809875,-0.564022961,0.2534528869,-21.88603079,-27.27290143,0.1274421475,8.6010746754,0.0,-0.043184885,0.1385281385,-0.247876151,0.0056179775,0.0183171241,0.0,0.0199900122,0.4107883817,0.0,1.0,8.479543244,0.5862068966,0.0,0.125,0.0866355744,0.1302651823,1.0789402224,7.0434792274,7.9840493e-06,2.4649803e-08,1.3918379194,1.937212794,-0.096031436,0.0805322613,-0.414529927,0.2638312688
63386,0.9335608342,-0.157478829,-3.399135772,0.0,0.8362282033,2.0953668976,-0.018246557,-0.216571683,0.4450008354,-0.006297613,-0.288262483,-0.233768599,-2.990280274,0.3134270071,0.2337685994,9.0,-0.130028156,-0.112466125,-0.044476211,0.0474363377,0.1333597779,-0.040436058,-0.138877069,0.5965215331,0.0,1.6818728046,1.4356781907,10.013276553,2.7605281695,-0.104029067,0.0,0.0,0.0,0.0,1.0,0.902396333,4.0,-0.134783317,-0.461185154,-4.024820862,6.8232362785,-1.29082993,-0.612887389,-313.8853237,0.1508177501,11.442755115,0.0077734875,0.0213772352,0.0410605992,-0.042302581,0.1182394408,-0.035238267,2.0,-0.007179487,5.1761841523,-0.093451656,5.0,10.613713065,0.4237817576,0.0,0.0655737668,0.0311579207,0.0440880181,0.9799263371,2.1006652399,3.0783546e-07,5.2366163e-08,1.4570093238,2.1228761696,0.1794914215,0.0624891903,-0.239215699,0.2024102714
78626,0.7819909228,-0.263068079,-11.76116195,0.000193646,3.1624810893,3.9252526475,-0.071257962,-0.025126229,0.5296968102,1.1481962951,-0.063225973,0.1652772392,2.5101214575,-0.923400908,0.1652772392,7.0,0.0044469756,0.046484602,0.0045967042,-0.100737986,0.1805481307,0.0535308335,0.1667870558,0.6045525663,0.0,2.2430426716,2.1392857143,22.485024958,1.9707598075,-0.00544947,1.0,0.0,0.0,0.0,0.0,3.0716555909,1.0,-0.177323561,-0.147768555,0.3347628226,1.035189615,-0.081428886,-0.894638561,-225.2474868,0.2553608621,7.633188123,-0.006634238,0.0002331918,0.0011762521,-0.114901664,0.0640108646,-0.10710038,1.0,-0.068532526,-0.283277337,-0.05882353,3.0,9.0814553113,1.1415532022,0.0,0.3333333433,0.144189042,0.2518098661,0.7914405533,2.7795538564,2.68522e-05,2.8372469e-08,1.8709621463,3.5004993527,-0.230194932,0.1230855658,-0.501754383,0.1644896486
25937,0.4419666984,0.0110912569,25.691880004,0.0174842352,0.5087999692,2.0044206764,0.0878348744,0.0097734845,0.9813397951,0.0081044982,0.0214997991,-0.074014735,-6.313999229,0.0811214446,0.074014735,14.0,0.0021943754,0.15,0.0809626888,0.0325019602,0.1390854217,0.0688005335,-0.003397037,0.5239977056,0.0,1.7886950088,0.5341986004,231.59484037,17.387960015,0.1339344126,0.0,0.0,1.0,0.0,0.0,2.0310941699,6.0,0.003152577,0.0844214915,0.0092547301,-0.21953725,-0.044836136,0.0552741067,829.64700011,0.1063195634,13.721343687,0.0011604073,0.0046257473,0.0099509903,0.0556487595,0.0227343706,-0.027236481,0.0,0.0036090226,-0.408804542,0.0264482289,5.0,13.501771943,0.6355860794,0.0,0.0469798669,0.0174814297,0.0259975186,0.6929950862,1.2982448734,1.5246557e-08,5.9410378e-08,1.5354850336,2.3577142884,0.011173093,0.0631557304,0.3216372478,0.3182648039
79338,0.61936285,0.0928924568,-1.347482594,0.0,1.2172981873,1.3120460991,0.0998767429,0.2797030735,0.3514325034,0.0,0.317057376,-0.138004207,-2.430412371,0.318659433,0.1380042074,5.0,0.0248422208,0.6245136187,0.2135186005,-0.062131799,0.1421236195,0.3392968848,0.2121354106,0.5842222838,0.0,2.0802865613,1.7443181818,4.6403471634,11.076806468,0.2507546115,0.0,0.0,0.0,0.0,0.0,0.8314396158,5.0,0.4407285864,0.4766293293,1.7318684505,4.0309485468,0.071656869,0.8536771782,-331.4354143,0.035233952,10.578865287,-0.009622657,-0.009866103,-0.016855285,0.0201581833,0.1024774426,-0.122822127,0.0,-0.002469136,1.7017704137,0.0408163257,5.0,8.5929034507,0.1236210253,0.0,0.0399999991,0.0243562126,0.026497686,1.2641509108,0.6617948948,3.8966391e-06,3.0000001913,0.7734160169,0.5981723351,0.1202908256,0.0543660265,-0.469414894,0.1011040466
46260,0.9813503834,0.0172337569,-4.087103001,0.0,0.2981090866,1.5001177012,0.0246425955,-0.088083546,0.404576704,0.0012313487,-0.327886169,-0.171530135,-13.34968017,0.2472989003,0.1715301346,15.0,-0.027602078,-0.002040816,0.208676279,0.210240778,0.2400380528,0.0331630983,0.0227771023,0.5620455639,0.0,3.4306130809,1.7786627828,23.790355478,5.3664924907,0.3777637397,0.0,1.0,1.0,0.0,0.0,0.5826878704,8.0,0.5576176728,-0.1066426,0.4005231699,1.790598431,0.4489958427,0.2375420191,-303.3507549,0.0653410158,11.461474263,6.698821e-06,0.0020462819,0.0026678898,-0.005388005,0.0267085849,-0.030915943,0.0,-0.001355932,0.0306122449,0.0169491526,6.0,10.349462606,0.2484317699,0.0,0.0377358496,0.0154574116,0.0249542969,0.8001433965,0.4206422628,3.5022665e-07,1.391844e-07,1.3537868451,1.8327388219,0.0685500098,0.043153508,-0.237179498,0.1473241271
66368,0.191225378,0.0031004991,2.5144626291,0.0,0.2080267313,0.1555277395,-0.780398323,-0.039366924,-0.206851648,0.0210480158,-0.272634046,-0.466254534,-26.375,0.1942839785,0.4662545343,14.0,-0.006130895,-0.422222222,0.2570267525,-0.799864919,0.6830663616,-0.000601022,0.4741602067,0.754798123,0.0,1.9359457423,1.6917859834,0.6497461929,5.0434782609,0.1138156221,0.0,0.0,1.0,0.0,0.0,-0.776162791,8.0,1.3547963196,-0.463297414,-0.328522062,-0.458242898,4.29359773,0.1966033248,-251.4223936,0.0793382698,10.409736469,0.0018993352,-0.034272658,-0.051798561,-0.01799097,0.5027657053,0.9794987665,0.0,0.0437254754,-0.747018432,-0.018128006,4.0,9.6876143828,0.4212296901,0.0,0.068965517,0.0191153918,0.0262921195,0.4603112414,0.709963475,1.2212684e-07,5.7613321e-08,1.6995842572,2.8885866475,-0.037527744,0.0741312543,-0.47960371,0.1699410527
79840,0.8249703977,0.0389647122,-0.001615141,0.1292240135,0.1757438914,0.6939822339,-0.066714737,-0.237232892,0.2723698442,-0.007229271,-0.540440255,0.1356494341,4.0255905512,-0.117891265,0.1356494341,5.0,0.0405455827,0.0803212851,-0.330032026,-0.084532393,0.3925482369,0.0805928264,-0.112490975,0.6931930749,0.0,4.6163666121,3.4078559738,1.5692234315,5.5747073321,0.261234025,1.0,0.0,0.0,0.0,1.0,0.3844249613,2.0,0.0372513817,-0.024280499,0.2441431843,2.7217936599,5.8405033631,-0.127648146,-360.0571299,0.0653410158,10.23794884,-0.023853756,-0.010619211,-0.011925681,-0.010312209,0.4203419201,-0.077205612,2.0,-0.027951807,0.0444869875,0.0740031861,4.0,10.182368509,0.7443346008,0.0,0.048780486,0.0356046094,0.058581967,0.9017063187,2.6561174325,4.58215e-07,3.6489634e-08,2.0567041759,4.2300320671,-0.022260476,0.0750215788,-0.337935007,0.1473241271
37807,0.3921576325,0.0718206505,33.404346694,0.0175557228,0.5224280051,1.8828316454,0.1310868069,-0.013235973,0.5638439807,0.0050264788,-0.114530381,-0.045813765,-0.58731894,0.1140022789,0.0458137646,14.0,-0.015643621,-0.067733532,0.0683225525,-0.098575474,0.1384348015,0.021427452,0.1641824094,0.5278323761,0.0,1.7674236294,0.9468187336,249.67048412,7.4313139139,0.2010862085,0.0,0.0,1.0,0.0,0.0,1.4771871759,7.0,-0.961469614,-0.161643831,-0.054017796,-0.493831048,0.3949888123,0.1538247849,-674.3270426,0.0319011585,12.757388369,0.003219753,0.0280592163,0.065163898,0.0133676668,0.0028862399,0.0013646735,1.0,0.0001357143,-0.57240906,0.0044615809,6.0,11.068589582,0.153216798,0.0,0.02892562,0.0086799911,0.0077367069,1.4039520918,3.1075460651,6.4270465e-08,2.0000000997,0.7496792762,0.5620190172,0.0163203651,0.0424728843,-0.075732573,0.1637513797
80179,0.2617290534,0.0760250231,7.5491620704,0.0244856938,0.1666495744,0.2716070147,0.2352171271,0.0922973934,0.2768189615,0.0002010454,-0.120461582,0.0622200448,0.3357794205,0.0504973849,0.0622200448,6.0,0.0,-0.115662651,-0.114068187,-0.042318285,0.212006079,-0.000627589,0.2911666498,0.2388659651,0.0,3.639544688,3.639544688,3.5114022062,11.906311814,0.4462413896,0.0,0.0,1.0,0.0,0.0,0.52963675,4.0,0.0054886602,-0.194247092,-0.175472634,-0.4340169,0.6391667703,-0.12812478,-270.0541662,0.0425884429,12.352436659,-0.002029204,0.0489006938,0.0794630256,-0.008417598,0.1805645995,-0.015840619,1.0,0.0028386832,-0.55857198,0.0303426241,5.0,10.028742603,0.1340630649,0.0,0.0161290318,0.0092092891,0.0224326281,1.781042113,1.672045417,1.1143659e-07,8.0000000857,1.3571897384,1.8419639861,0.2469159257,0.0406103507,-0.105044777,0.1136934143
80347,0.6517474165,0.1099422676,-4.837744754,0.0286021328,0.8082583775,2.3475403511,0.1560948962,0.2230704547,0.4796345462,0.0524630542,0.2887354338,-0.014892134,-0.179729175,0.1297021006,0.014892134,12.0,0.0964673682,0.5696286472,0.2253206883,-0.000680735,0.1498825226,0.1549399571,0.1503792328,0.4981662482,0.0,2.285764827,1.1321883443,158.76735317,7.2385324291,0.2544314539,0.0,0.0,1.0,0.0,0.0,0.9467879681,6.0,0.0695432869,0.4818382692,0.0153859272,0.1646588461,-18.18180824,0.0249715201,-1369.723049,0.103229783,11.352486723,0.006776984,0.0247506779,0.0554449963,0.062446239,0.0069179267,0.2170597747,1.0,0.0017446815,0.9651292606,0.0414068494,3.0,10.28086178,0.3728158227,0.0,0.0266666673,0.0198060557,0.0229472754,1.1320052195,1.1784286509,2.7113732e-07,1.0000000728,0.8977083033,0.8058801977,0.3552735757,0.0374807956,-0.561322137,0.1003663652
80654,0.8736176306,-0.058128063,-4.356755809,0.0303623278,1.3349675309,3.0920173512,0.0323500103,-0.033289724,0.1997465437,0.0623683595,0.0386090812,-0.131317239,-5.077568134,0.237021136,0.1313172388,7.0,0.0035116914,0.0076433121,0.1370251637,0.2473584524,0.0966790244,0.0208875893,-0.12549498,0.4762503012,0.0,0.7213619095,0.4727039974,25.717370965,61.967123802,0.0707544807,0.0,0.0,1.0,1.0,0.0,0.3528760439,6.0,-0.048680909,-2.388007199,-34.08157039,-0.561444009,0.3441213334,-12.03733945,-112.6745604,0.0828502335,11.923009888,-6.6164e-05,0.0097420979,0.0245697277,0.0616935339,0.0318339398,0.0875347431,2.0,0.0007476636,0.2298744731,0.0001752698,2.0,12.176860083,1.3259608015,0.0,0.0491803288,0.0192483613,0.0229662698,1.3319434271,7.7039842789,6.72064e-08,1.2673992e-08,1.4446837841,2.0871112361,0.0172437218,0.0508259041,-0.279310365,0.2013521672
59627,1.0348216017,0.0675689067,-33.08528494,0.0033708533,1.4493758242,5.5251930108,0.0914492093,-0.174507548,0.565845241,0.0999603332,-0.293540365,-0.168392307,-6.845393258,0.5301046449,0.1683923073,15.0,-0.128281527,-0.128205128,-0.008074277,0.1045992978,0.2253352354,-0.140641398,0.0804743484,0.5790509761,0.0,3.0267052302,1.3802362015,269.14349112,6.98161934,0.1071084703,0.0,0.0,1.0,0.0,0.0,1.6541949394,7.0,0.0484476434,-0.117845524,0.3318118108,-0.071994697,-0.600668401,0.2106388271,-120.4236918,0.0634955567,10.162963033,-0.003392751,-0.011637715,-0.027937551,-0.241934589,0.0023441761,0.0080783087,0.0,-0.014458376,2.6781609195,0.0248419158,2.0,8.4857025243,0.1297030893,0.0,0.075757578,0.0247420818,0.0169026336,0.833678383,0.3430744162,2.7262759e-06,5.0000002812,1.3999854336,1.9599592142,0.0857204823,0.0601116669,0.0349157472,0.166306711
81190,0.9618140516,-0.009166399,-2.789654613,0.0,2.0003778213,5.0396537162,-0.000731735,0.0521993281,0.2407060527,-0.072746363,0.1102299525,-0.086239433,-26.375,0.239954753,0.0862394329,14.0,-0.048489849,-0.074285714,0.0352468676,-0.067823768,0.2233149774,-0.050291699,-0.050968833,0.4790158145,0.0,1.7273702793,1.5185826208,15.546473719,5.458789861,0.0671804137,0.0,0.0,1.0,0.0,0.0,0.5210206536,4.0,-0.012187033,-0.423004744,-3.996567645,6.3878599466,-0.322746031,-0.686359643,-316.5395914,0.1508177501,11.185713965,0.0013992704,0.0062700677,0.0183374639,-0.061080398,0.0964628086,-0.004810545,1.0,0.0058422598,-0.578057961,0.0239742361,5.0,10.025151935,0.7742272004,0.0,0.0777777806,0.0491377043,0.0482760133,2.3873418795,17.489625949,1.10717e-05,6.0000000136,1.17888506,1.3897699848,0.1295224299,0.0447518288,-0.506031755,0.2024102714
28388,0.0646057899,0.0377482508,1.1575326588,0.0,1.3541742066,0.3011020684,0.1498555839,1.1307638018,0.289444793,-0.073410158,1.4542978045,-0.048388972,-1.336132793,0.0881849265,0.0483889725,15.0,-0.010083571,0.0,0.1025360884,-0.047555586,0.0469175778,0.0603546783,-0.433773536,0.7642770366,0.0,19.335869663,19.046101513,0.3987838552,9.2826261929,0.0671721965,0.0,0.0,1.0,0.0,0.0,1.1832832113,4.0,0.1739258804,-0.07949822,-0.796047249,-1.712894113,1.2165851742,-0.029525214,154.4724114,0.1250601372,12.462066663,-0.003066795,0.0050210173,0.1102644036,0.000818453,0.521787545,0.587808483,1.0,-0.003566932,-1.0,1.18653e-05,5.0,9.6775471249,0.0290192427,0.0,0.0090090092,0.0031797491,0.0129670307,0.6280958867,0.0606430759,2.3411388e-07,15.000003231,0.5472291581,0.2994597514,-0.01806978,0.0222441356,-0.303663154,0.2030177954
55976,0.1575754028,0.0438595171,409.41726805,0.0047391398,0.1755886812,1.0817397233,0.1856927124,0.2392643608,0.9364678226,0.0008476196,0.1660149686,0.0179651406,0.1232924162,0.0384519713,0.0179651406,15.0,0.1217610234,0.218579235,0.2938574514,-0.043484677,0.0802527016,0.2740279305,0.3325446214,0.5412891371,0.0,1.7575735427,0.1353496209,1429.7708333,85.577170305,0.337551943,0.0,0.0,1.0,0.0,0.0,2.0650157912,6.0,0.0035623963,0.1215394087,-322.443419,-0.131554873,0.2109995047,-48.25710672,6748.8197834,0.1192461115,16.158460757,0.0045068404,0.0311791433,0.0659225395,0.053577892,0.0011478939,-0.008588728,0.0,0.0002361111,0.0128247103,0.0035713385,5.0,15.819688604,0.2314797303,0.0,0.0242424235,0.0109504159,0.0172324481,0.3451164738,0.2868398468,4.918606e-10,1.2057172e-07,1.0480054332,1.0983153881,0.0776718924,0.0366707643,-0.10080557,0.2861796516
81510,0.3411597014,0.064997211,2.6569178224,0.0,0.2346355604,0.7423064821,0.2541544477,0.106130095,0.6026742458,0.0551061678,-0.150991605,-0.174513111,-1.471805484,0.1606604626,0.1745131115,5.0,0.0134335225,0.0608108108,0.083910247,-0.01774638,0.2005406319,0.2066403979,0.3971357753,0.6612044499,0.0,1.9020319303,1.5455370102,4.553630363,7.0688440602,0.4106073567,0.0,0.0,1.0,0.0,0.0,1.2716882402,4.0,-0.021097351,-0.287908219,-4.617221995,7.5552134424,0.1257795764,-0.765653934,-379.5298361,0.1508177501,10.664048024,-0.00377863,0.0257389028,0.0443942814,0.0044398379,0.1168641644,-0.030637935,1.0,-0.002666668,-0.010579099,0.0231861938,7.0,9.5505911751,0.2861410704,0.0,0.1041666642,0.0350050569,0.0288028984,0.9311916713,0.9543343119,1.0252999e-06,1.2019793e-07,1.3193542771,1.7406957086,0.0339534293,0.053945433,-0.378588246,0.2024102714
81700,1.0976091681,-0.00335902,-1.21686747,0.0229203715,0.4222485675,2.4303497333,-0.034929967,0.0528332877,0.4192444566,0.0,0.1136008338,-0.112148286,-26.375,0.1628136732,0.1121482864,15.0,0.0194692626,-0.0625,0.0073710074,-0.096306165,0.190194421,0.0258691486,0.031186189,0.664426157,0.0,3.4002186987,1.9524330235,6.4431639602,7.849393746,0.1025641026,0.0,0.0,0.0,0.0,0.0,0.5613514015,4.0,0.3675099361,-0.167101784,0.5167819547,1.3329347868,0.28412691,0.1530567921,-407.1458799,0.0653410158,8.6311020655,0.0110716238,0.0106604264,0.0147614761,0.033010604,0.2209285816,-0.00113555,1.0,0.0234209313,0.4195543613,0.0063041113,5.0,7.5242238785,0.3026740433,0.0,0.1071428582,0.0411892836,0.0448819616,1.006670541,0.8344800592,2.00826e-05,8.0000001618,0.8182849617,0.6695902785,0.3793893057,0.0588486333,-0.580771247,0.1473241271
81892,0.9556923666,0.0763448063,-210.3915441,0.0231798994,1.3271662041,2.5302242496,0.0789159102,0.0900266038,0.5890010357,-0.008256881,0.1217600748,0.0175095953,0.5019498607,0.0380235414,0.0175095953,15.0,0.00215712,0.0114942529,0.0851285045,0.0379740358,0.2072072072,0.0390528218,0.0488237491,0.6172131758,0.0,1.5762956547,0.8620614985,437.42647059,2.5284767086,0.1309703326,0.0,0.0,1.0,0.0,0.0,1.2863144137,5.0,-0.008979952,-0.108521489,0.3760110597,-0.446726229,1.3112822368,0.0423589214,-215.771732,0.0572108299,11.019882456,-0.001585366,0.0013228006,0.0031597686,0.0158032686,0.0083541881,-0.028565151,0.0,-0.005010792,2.0,0.0390480692,3.0,11.857100105,1.177613321,0.0,0.1384615451,0.0308116285,0.011280834,1.9938307998,6.508545029,1.5036408e-07,5.0000000247,0.268489491,0.0720866068,0.9751106406,0.0540884565,0.9278901059,0.1557110431
44783,0.7028744482,0.0817448349,-38.34263794,0.0258011012,0.8421684975,1.7688781306,0.106795354,0.0096389615,0.3548239958,0.0176620266,-0.059313244,0.005173115,0.0973336224,0.073788314,0.005173115,14.0,0.0500190679,-0.133333333,0.1676039863,-0.081246021,0.1753978527,0.0950628975,0.106868184,0.4227543549,0.0,1.3461504774,0.8040140642,162.94613124,4.5944050151,0.1692786899,0.0,0.0,1.0,0.0,0.0,0.8153247681,5.0,-0.338458318,-0.159720731,-11.87186217,-0.690841044,0.4165232667,2.4137958757,77.169869346,0.0352031689,11.016335531,0.0024514726,0.0082707343,0.0158409349,-0.009952153,0.0179898328,0.3555441703,1.0,-0.008421053,10.869565217,0.0367113799,1.0,10.390071712,0.5741773564,0.0,0.0317460336,0.0218740575,0.0216100377,1.1169146418,2.0688046255,2.1990922e-07,4.3973534e-08,0.9293535791,0.8636980751,-0.086632069,0.0412100945,-0.437730709,0.171646695
