firms,bm,ep,cashpr,dy,lev,sp,roic,agr,gma,chcsho,lgr,acc,pctacc,cfp,absacc,age,chinv,hire,sgr,pchsale_pchrect,pchgm_pchsale,depr,pchdepr,invest,egr,tang,sin,currat,pchcurrat,quick,pchquick,salecash,salerec,cashdebt,divi,divo,securedind,secured,convind,rd,operprof,ps,chpmia,chatoia,chempia,bm_ia,pchcapx_ia,tb,cfp_ia,mve_ia,herf,mve,chtx,roaq,roeq,rsup,cash,cinvest,nincr,sue,aeavol,ear,ms,dolvol,chmom,turn,IPO,indmom,maxret,retvol,baspread,std_dolvol,std_turn,ill,zerotrade,beta,betasq,pricedelay,idiovol
54594,0.4196784495,0.0479985158,28.526128462,0.0149798115,0.314910385,0.9317605257,0.1142630225,0.1856097475,0.3714716547,0.1579294428,-0.020649914,0.1392271874,1.9639997396,-0.046270557,0.1392271874,13,0.0660578063,0.0168539326,0.2023289196,-0.00338072,-0.019485908,0.121194353,0.0173475535,0.1152924801,0.4081420828,0.52528238,0,2.0780035423,0.0347716746,0.9843304142,0.0431059613,87.318301611,4.4686347969,0.2035966949,0.0,0.0,1,0.8344153242,0,0.0,0.7354609409,5.0,0.155146384,-0.040536241,-0.42731313,-0.19943156,-0.449527873,0.9572775915,0.2350738236,198.52279825,0.5334339891,12.994476027,-0.003466655,0.020558646,0.0354667635,0.0205535365,0.0190513321,0.0237372997,3.0,-0.00081203,0.9290354823,0.0012218147,5.0,12.098591132,0.6093546828,0.4171554715,0,-0.151401401,0.0476190485,0.0201551375,0.02424059,0.8011558846,1.8578295376,3.1497414e-08,4.4510892e-08,1.4625746402,2.1391245781,0.1285375138,0.0388324563
10154,0.9784713801,0.0583645279,-2.731019754,0.0,0.6110788914,1.904746841,0.0727288424,0.076429634,0.3394822969,-0.055867127,0.2190085542,0.1005548168,2.6413730804,-0.095797965,0.1005548168,13,0.0103512311,0.0775086505,0.0331048814,-0.094365536,0.0648128277,0.1190898695,0.1570619618,0.0923772687,0.0031530963,0.5742326114,0,2.0123647604,-0.28658982,1.8017387944,-0.299068798,11.573091297,2.9777728934,0.2003633778,0.0,0.0,1,0.9687578419,0,0.0,0.499414425,3.0,-0.033487735,0.0017979055,-0.022052176,0.5067641448,-1.135685693,2.9976258867,-1.589004084,-210.7064162,0.0818192251,10.418076088,-0.004939803,0.0043434681,0.0080754193,0.0559243778,0.0655378889,-0.00334332,0.0,0.000655684,0.0007095941,-0.014492754,4.0,9.2210824685,0.4607142807,0.3537762635,0,-0.170191993,0.0540540554,0.0221580108,0.0273280989,1.1243914715,2.2534448947,9.132723e-07,3.6800671e-08,1.1774685252,1.3864321278,-0.050321245,0.046502514
10285,0.2985532264,0.0488172913,9.7097328244,0.0,0.625402133,1.2267577665,0.1346320346,0.9899126456,1.0810108153,0.0816956766,1.4516373273,0.4671837501,6.6429277943,-0.27547245,0.4671837501,6,0.3290777759,0.5727272727,1.011241292,0.2071961991,0.134269544,0.4167758847,0.0940366972,0.6039933444,0.4269559197,0.5113755422,0,1.9409820007,0.2240544721,0.8594343088,0.0350770531,38.78778626,4.6693622496,0.1457636413,0.0,0.0,1,0.0775339603,0,0.0,2.3131779368,5.0,-0.168075852,-0.071947532,-1.151422861,-0.084545194,-1.687307078,-0.03095496,0.1732739353,-360.3715012,0.1682387986,10.283412606,-0.001363918,0.0132257689,0.0486934171,0.0359967174,0.0104853206,0.0038483981,2.0,0.0030587884,-0.514184885,0.0972222239,3.0,8.1083222902,0.2801613563,0.2043132092,0,-0.18644627,0.095238097,0.0501605171,0.040078083,1.5684033874,3.9209471062,6.8612839e-06,2.8636364195,1.2697412312,1.6122427943,-0.009582725,0.0775931382
10867,0.7398665737,-0.035362827,-5.256634947,0.0,0.9126997441,2.9716632938,-0.010504035,-0.086903221,0.2201412064,0.0096529533,-0.218996883,0.1223923104,6.1760479042,-0.253765341,0.1223923104,7,0.0119140857,0.0614035088,0.2672108647,0.1723509012,0.3716263839,0.3256382069,0.2531874612,-0.008127313,0.0616833789,0.5105489918,0,1.6713597279,0.6588550102,1.109326278,0.6670787331,57.233278956,6.8771929825,0.1830094618,0.0,0.0,1,1.0031483668,0,0.0,0.4941962929,6.0,-0.018728912,0.2485076884,-0.094881505,-45.12836557,-1.450610284,3.2420220852,-1.660436705,-376.3645234,0.0618975226,9.8466790775,0.0131633978,-0.00877651,-0.018907338,0.3845361127,0.0102551149,-0.040782704,0.0,-0.042909109,-0.415679892,0.1324110702,1.0,10.072064035,1.0072188485,1.9602639076,0,-0.228647474,0.0625,0.0351896293,0.0610622528,1.0695607499,7.1301052727,5.5169315e-07,8.6382537e-09,1.8645418824,3.4765164314,0.1603650255,0.0845755192
11010,0.8813529425,0.0104072498,-5.595984818,0.0,1.5070226887,2.6368266708,0.0216869431,0.13637317,0.3240907756,-0.000121256,0.2282202415,0.0395452493,8.5338983051,-0.078407162,0.0395452493,13,0.0778338471,0.1878453039,0.0487231654,-0.211212792,-0.073833576,0.1191860465,-0.089129669,0.0997105583,0.0078668684,0.6126581764,0,1.4915603402,-0.150766666,0.6286549708,-0.187824184,11.94446664,4.4695769173,0.0393561083,0.0,0.0,0,1.8462484625,0,0.0,0.6774583964,2.0,-0.949413504,-0.069358389,0.0455720908,0.1234929549,-0.261517834,-1.195522123,0.1441157885,-133.9282569,0.5574536525,9.1390188985,0.0049771321,0.0113473483,0.0280594664,0.3682746947,0.0892047281,-0.01520657,2.0,0.0130576714,0.0545875614,0.1111111119,3.0,7.5596897637,0.084848489,0.2117514397,0,-0.138223145,0.0588235296,0.0418729168,0.0514037964,1.0580864263,0.7684002692,1.64616e-05,1.0113606e-07,1.3058915806,1.7053528203,0.0195972762,0.0663540391
11790,0.1822680412,0.0198272499,14.221115951,0.0084981889,0.0536193926,0.0858623572,0.1039525208,0.1415241896,0.1550887223,2.0412486065,0.5017949118,0.0551553921,0.6155143339,0.0076232934,0.0551553921,13,-0.000503702,-0.066037736,-0.051581928,-0.567651717,-0.175226354,0.0400044245,-0.068456383,0.1596461895,0.0662754686,0.6273145523,0,2.0275840694,-0.410300397,2.0159615683,-0.409236729,1.5980087119,4.666262871,0.5793249735,0.0,0.0,0,,0,0.0,0.1784189079,2.0,2.7498504756,-0.010391733,-0.239010768,-0.465756113,-1.152646837,0.4266120403,-1.500768239,-40.9830621,0.4021706556,11.872835171,-0.001808682,0.0090715804,0.011740247,,0.2070188937,0.5080111934,0.0,,-0.709540482,-0.011414567,4.0,8.2319082436,0.0208409001,0.0446553168,0,-0.204686921,0.0740740746,0.0396511743,0.0343588764,1.4481817939,0.5463029835,4.9815701e-06,2.739130688,1.1238971455,1.2631447936,0.0118426143,0.0448507974
12117,1.2144427002,-0.524894654,-2.89000487,0.0,0.5701065851,3.1093117409,-0.450744834,-0.193439489,0.5524751292,0.0,0.2046089385,-0.152039821,-0.578894346,-0.221036107,0.1520398207,6,-0.208430487,-0.174757282,-0.022829722,-0.06675994,-0.036959794,0.8895295903,0.9612832034,-0.175873092,-0.301751986,0.6243957701,0,2.523826087,-0.318630716,1.9451594203,-0.085412303,11.453615778,4.0730799203,-0.634779854,0.0,0.0,0,,0,1.0,0.7010983164,1.0,-0.277273146,0.2499930528,-1.898907415,0.8313442793,-2.190609497,0.174807149,0.2277102783,-365.9526262,0.1682387986,9.9342349685,0.0287023096,0.0155510742,0.0211911431,-0.011446309,0.3266091374,0.0025605091,3.0,0.0760500534,1.7213944335,0.2188328952,3.0,9.1761370506,0.5579832112,0.6021640929,0,-0.18644627,0.0833333358,0.037985986,0.0277679081,1.8353649298,6.8084144417,9.5367977e-06,0.9545454881,1.1646836766,1.3564880666,0.0065594851,0.07488161
12320,0.8645271555,0.0189148208,-17.75608273,0.0324105193,1.0776758219,2.7544772892,0.0857363473,0.1874593809,0.3578683114,0.0615655233,0.3260922532,0.1092239443,10.330027548,-0.176475799,0.1092239443,13,0.0303338353,0.1785714286,0.1505345452,-0.069631171,0.2227844435,0.1265351545,0.0052430053,0.1542823646,0.0505540429,0.5225846743,0,1.9191092259,-0.060485395,1.0616542948,-0.038472283,107.18167072,5.8274539201,0.1253204404,0.0,0.0,0,,0,0.0,0.6506173621,3.0,0.0691902196,0.1088173768,0.0977708943,0.0938744232,-0.758887425,-1.122648518,0.0509029521,-1136.388894,0.0943704929,11.536368517,-0.00185897,0.0080057092,0.0179852213,0.175756203,0.0166412878,-0.015663401,1.0,-0.007265821,0.8779666099,0.0070075765,1.0,11.093363968,0.8641163046,1.6081106162,0,-0.097794419,0.0535714291,0.0268374054,0.0379848768,1.4023449651,10.701707919,2.384046e-07,9.3281279e-09,1.2831912125,1.6465796877,0.4066927683,0.0479388158
13056,0.5755504402,0.0695355862,7.1749492017,0.0233625347,0.5467236975,1.2099747312,0.0920186514,0.1709797985,0.7225782146,-0.015255554,0.2762682598,0.0916409492,1.3710642193,-0.025802168,0.0916409492,13,0.0332102445,-0.296296296,0.0889731948,-0.092603794,-0.030428819,0.0928450017,0.0481227973,0.1111654388,0.0858842481,0.5303672922,0,3.3391503338,0.0632909286,1.8179625242,0.0473439267,64.00766328,3.8803104158,0.2080327378,0.0,0.0,1,0.0908278547,0,0.0,1.2550707713,2.0,-0.769876793,-0.078887812,-0.680283048,0.0674610093,-0.371793944,-1.213992231,0.0628517412,422.974533,0.0403898121,13.33502741,-0.01114149,0.0164376291,0.0344797552,0.0183645897,0.0181391784,0.0054973188,1.0,-0.008070175,0.3880789024,-0.042899068,4.0,13.141518736,0.9713708123,1.640655236,0,-0.114904701,0.051282052,0.0207068157,0.0224793817,0.7523872655,11.008399239,2.6773509e-09,7.8759876e-09,0.9248488282,0.8553453551,-0.044141501,0.0408627427
41734,1.2562076553,0.1404225811,-23.04070302,0.0545304903,3.4310498518,6.6739539864,0.0224072807,-0.127080175,0.2108187802,0.0141709967,-0.239050283,0.0444906657,1.7064126552,-0.099196288,0.0444906657,13,-0.164813259,-0.230894309,-0.220486654,-0.608316729,0.4575282035,0.1533480843,0.0313830862,-0.213273252,0.3869462025,0.5249799511,0,1.6189425532,0.1080132329,0.8169279287,0.6968308292,57.873860812,4.4826175541,0.0749839058,0.0,0.0,1,0.2850610557,1,0.0,1.1433544304,5.0,0.6474205598,-0.073479143,-0.261993721,0.5331936348,-0.804066877,-0.143719582,-0.140452664,-134.3882022,0.0377577138,11.245805535,-0.007907469,-0.003659096,-0.014008969,-0.109132637,0.0119608347,-0.276381663,0.0,0.4421914004,-0.492172585,0.0429070909,1.0,10.063787146,0.9391358588,0.9123623391,0,-0.058184326,0.2133333385,0.0528030848,0.0372522317,0.987826183,6.0721681491,9.20216e-08,1.4399744e-08,1.1087775787,1.229387719,0.0390590109,0.0559317302
