firms,bm,ep,cashpr,dy,lev,roic,agr,gma,chcsho,lgr,acc,pctacc,cfp,absacc,age,chinv,hire,sgr,pchsale_pchrect,pchgm_pchsale,depr,pchdepr,invest,egr,tang,sin,currat,pchcurrat,quick,pchquick,salecash,salerec,cashdebt,divi,divo,securedind,secured,convind,rd,operprof,ps,chpmia,chatoia,chempia,bm_ia,pchcapx_ia,tb,cfp_ia,mve_ia,herf,chtx,roaq,roeq,rsup,cash,cinvest,nincr,sue,aeavol,ear,mom1,mom2,mom3,mom4,mom5,mom6,mom7,mom8,mom9,mom10,mom11,mom12,mom13,mom14,mom15,mom16,mom17,mom18,mom19,mom20,mom21,mom22,mom23,mom24,mom25,mom26,mom27,mom28,mom29,mom30,mom31,mom32,mom33,mom34,mom35,mom36,mom37,mom38,mom39,mom40,mom41,mom42,mom43,mom44,mom45,mom46,mom47,mom48
54594.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0058733351,0.0117317853,0.0361620058,0.3721960564,0.0231049243,-0.018054201,0.0,0.0138896118,0.3333333333,-0.015370212,0.18018018018018012,0.23584905660377364,0.5411764705882354,0.8194444444444444,0.9848484848484849,1.046875,1.1833333333333331,1.2203389830508473,1.1833333333333331,1.046875,0.955223880597015,0.9848484848484849,0.7466666666666666,0.5783132530120483,0.5057471264367817,0.423913043478261,0.6375,0.5411764705882354,0.6794871794871795,0.423913043478261,0.2596153846153846,0.27184466019417486,0.22429906542056077,0.6794871794871795,0.5595238095238095,0.423913043478261,0.7236842105263157,0.6375,0.8714285714285714,0.7702702702702702,0.8985507246376812,1.3392857142857144,1.0153846153846153,1.1833333333333331,1.5192307692307692,1.4716981132075473,1.5192307692307692,1.3818181818181818,1.2586206896551726,2.1951219512195124,2.119047619047619,1.7872340425531914,1.5686274509803924,2.046511627906977,1.7872340425531914,1.425925925925926,1.2586206896551726,0.8450704225352113
40096.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0057129349,0.0361744643,0.0458135172,0.1437410757,0.0867569577,0.0792300525,2.0,0.0135054736,-0.231213873,-0.050474682,0.11392405063291133,0.10000000000000009,0.07317073170731714,0.375,0.46666666666666656,0.3538461538461539,0.375,0.4426229508196722,0.46666666666666656,0.76,0.7254901960784315,0.5714285714285714,0.5438596491228069,0.46666666666666656,0.7959183673469388,0.6296296296296295,0.6923076923076923,0.7254901960784315,0.6296296296296295,0.6923076923076923,1.2000000000000002,1.1463414634146343,1.3157894736842106,1.3157894736842106,1.2000000000000002,1.2564102564102564,1.4444444444444446,1.2000000000000002,1.0952380952380953,1.3157894736842106,1.5882352941176472,2.0344827586206895,1.5882352941176472,2.142857142857143,2.0344827586206895,1.5142857142857142,1.5882352941176472,1.838709677419355,2.142857142857143,1.9333333333333331,2.6666666666666665,4.5,3.6315789473684212,4.866666666666666,4.5,3.8888888888888893,3.1904761904761907,3.1904761904761907
12320.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0151352444,0.0278579658,0.0404290894,-0.027024916,0.3329199258,0.0280039091,2.0,0.0267899169,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13056.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.000341593,0.0091827076,0.0148377557,0.0592245235,0.0061252152,-0.025090872,0.0,0.0006241587,,-0.018868345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41734.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.001012439,0.0133216796,0.0294629127,0.2458809861,0.02254394,-0.000248395,2.0,0.0026194267,-0.037974684,-0.013559478,0.1499999999999999,0.20149253731343286,0.09523809523809534,0.10273972602739723,0.20149253731343286,0.20149253731343286,0.08053691275167796,0.08053691275167796,-0.1005586592178771,0.05921052631578938,0.08783783783783794,0.19259259259259265,0.045454545454545414,-0.06936416184971095,-0.07471264367816088,-0.125,-0.07999999999999996,-0.05847953216374269,0.08783783783783794,0.11805555555555558,0.28800000000000003,0.3999999999999999,0.3529411764705883,0.36440677966101687,0.2983870967741935,0.24806201550387597,0.2983870967741935,0.20149253731343286,0.21052631578947367,0.15827338129496393,0.36440677966101687,0.5631067961165048,0.47706422018348627,0.4375,0.6262626262626263,0.5188679245283019,0.4504504504504505,0.2290076335877862,0.319672131147541,0.5046728971962617,0.8505747126436782,0.8505747126436782,0.8295454545454546,1.4393939393939394,1.3676470588235294,1.037974683544304,1.1756756756756759,1.2361111111111112
53313.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.038024635,-0.022559159,-0.073046494,-0.324938829,0.0229712323,-0.000221073,0.0,-0.082138152,3.0841777085,-0.108678953,0.18918918918918926,-0.03296703296703296,-0.03296703296703296,0.31343283582089554,0.6000000000000001,0.9130434782608696,1.3157894736842106,1.0465116279069768,1.1463414634146343,1.3783783783783785,1.1463414634146343,0.9130434782608696,0.9555555555555555,0.9130434782608696,1.9333333333333331,1.838709677419355,1.838709677419355,1.5882352941176472,1.4444444444444446,1.5882352941176472,1.5882352941176472,1.9333333333333331,1.6666666666666665,1.6666666666666665,1.5882352941176472,1.2564102564102564,1.4444444444444446,1.3783783783783785,1.2000000000000002,0.9555555555555555,1.3783783783783785,1.3783783783783785,1.2000000000000002,1.0465116279069768,1.0465116279069768,0.76,0.6000000000000001,1.0465116279069768,1.0952380952380953,0.1578947368421053,0.20547945205479445,0.04761904761904767,0.39682539682539675,2.0344827586206895,1.838709677419355,2.142857142857143,2.52,2.142857142857143
10401.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0018119321,0.0144106318,0.0345981242,0.0298908555,,0.0155109311,3.0,0.0054396493,0.2985840496,0.0103863317,0.012526096033402823,0.012526096033402823,-0.002057613168724326,-0.03386454183266929,-0.010204081632653073,0.01041666666666674,0.04751619870410373,0.0020661157024792765,0.02972399150743099,0.021052631578947434,-0.04150197628458496,0.0041407867494824835,-0.03386454183266929,-0.04527559055118113,-0.03960396039603964,-0.037698412698412676,-0.03386454183266929,-0.047151277013752435,-0.04339250493096647,-0.04527559055118113,-0.02020202020202022,-0.012219959266802416,0.008316008316008316,0.02320675105485237,0.056644880174292034,0.07300884955752207,0.10730593607305927,0.04978354978354971,0.07300884955752207,0.08744394618834073,0.10227272727272729,0.19164619164619157,0.19753086419753085,0.2278481012658229,0.3215258855585832,0.31081081081081074,0.2372448979591837,0.19164619164619157,0.2309644670050761,0.24040920716112524,0.2278481012658229,0.2034739454094292,0.25,0.35854341736694684,0.40173410404624277,0.31081081081081074,0.47865853658536595,0.42647058823529416
50091.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0034624107,0.012689924,0.0299513291,0.2404003769,0.0145040914,-0.022572975,2.0,0.010477762,0.2183436003,0.0192626016,-0.07954545454545459,-0.0357142857142857,0.1095890410958904,0.125,0.06578947368421062,0.08724832214765099,0.20895522388059695,0.15714285714285725,0.21804511278195493,0.33884297520661155,0.2857142857142858,0.3170731707317074,0.24615384615384617,0.19117647058823528,0.24615384615384617,0.29600000000000004,0.20895522388059695,0.17391304347826098,0.17391304347826098,0.19999999999999996,0.3170731707317074,0.24615384615384617,0.2558139534883721,0.30645161290322576,0.29600000000000004,0.2857142857142858,0.265625,0.20895522388059695,0.17391304347826098,0.1020408163265305,0.21804511278195493,0.24615384615384617,0.1095890410958904,0.15714285714285725,0.16546762589928066,0.2272727272727273,0.1095890410958904,0.051948051948051965,0.1095890410958904,0.3728813559322033,0.4336283185840708,0.653061224489796,0.8202247191011236,1.347826086956522,1.2191780821917808,0.9285714285714286,1.1315789473684212,0.8837209302325582
59491.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0058804635,0.040529476,0.0453700639,0.0417969128,0.2960991771,0.0386380772,3.0,0.0018261309,-0.353523864,-0.103243222,0.278688524590164,0.3448275862068966,0.18181818181818188,0.33333333333333326,0.33333333333333326,0.4311926605504588,0.3928571428571428,0.4054054054054055,0.4054054054054055,0.47169811320754707,0.3928571428571428,0.054054054054053946,0.38053097345132736,0.4181818181818182,0.5294117647058822,0.7333333333333334,0.752808988764045,0.5918367346938775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52046.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0002222172,-0.00393517,0.0417035805,-2.031100453,,-0.558023011,2.0,0.0220460678,-0.40248998,-0.095833335,-0.06451612903225812,-0.275,0.03571428571428581,-0.06451612903225812,0.15999999999999992,0.26086956521739135,0.20833333333333326,0.20833333333333326,0.26086956521739135,0.26086956521739135,0.03571428571428581,0.0,-0.09375,0.0,0.07407407407407418,0.15999999999999992,0.3181818181818181,0.44999999999999996,0.26086956521739135,0.07407407407407418,0.5263157894736843,0.7058823529411764,0.44999999999999996,0.3181818181818181,0.38095238095238093,0.26086956521739135,0.11538461538461542,-0.033333333333333326,0.03571428571428581,-0.09375,0.07407407407407418,0.6111111111111112,0.6111111111111112,0.5263157894736843,0.6111111111111112,0.26086956521739135,0.20833333333333326,0.38095238095238093,0.5263157894736843,0.44999999999999996,0.38095238095238093,1.0714285714285716,0.8125,1.2307692307692308,1.6363636363636362,1.4166666666666665,1.0714285714285716,1.0714285714285716
