firms,chtx,roaq,roeq,rsup,cash,cinvest,nincr,sue,aeavol,ear,mom1,mom2,mom3,mom4,mom5,mom6,mom7,mom8,mom9,mom10,mom11,mom12,mom13,mom14,mom15,mom16,mom17,mom18,mom19,mom20,mom21,mom22,mom23,mom24,mom25,mom26,mom27,mom28
50906.0,0.0045064707,0.0501128066,0.0680799022,0.0339099078,0.2452533294,-0.030327449,2.0,0.0006916667,2.7720016503,0.0660709674,0.0549450549450549,0.0666666666666666,0.2467532467532467,0.3333333333333332,0.2467532467532467,0.0212765957446807,0.1707317073170731,0.2307692307692308,0.1851851851851851,0.2715231788079471,0.2715231788079471,0.3150684931506848,0.2151898734177215,0.1294117647058823,0.28,-0.1192660550458715,-0.0303030303030302,0.0666666666666666,0.1428571428571428,0.2307692307692308,0.2467532467532467,0.3333333333333332,0.2307692307692308,0.3333333333333332,0.3913043478260869,0.5483870967741935,0.6842105263157894,0.641025641025641
10146.0,-0.010649515,0.0046892078,0.0126642544,4.47848e-05,0.0118452834,-0.001705587,2.0,-0.017018227,0.2764026403,0.0099999998,0.0588235294117647,0.0588235294117647,0.1739130434782609,0.125,0.08,0.0188679245283018,0.2857142857142858,0.3170731707317074,0.3170731707317074,0.2558139534883721,0.148936170212766,0.1020408163265305,0.1739130434782609,0.2272727272727273,0.125,0.1020408163265305,0.0909090909090908,0.1868131868131868,0.08,0.2857142857142858,0.4594594594594594,0.6363636363636365,0.5,0.4594594594594594,0.5,0.2857142857142858,0.1020408163265305,0.0384615384615385
18980.0,0.0004126645,0.0239972463,0.0974526375,1.4335834574,0.0242616434,-0.343089939,1.0,0.0531327733,2.5037767314,-0.079540882,0.1016949152542372,0.25,0.1818181818181818,-0.0441176470588234,-0.0714285714285714,0.1016949152542372,0.2745098039215685,0.2745098039215685,0.2745098039215685,0.5116279069767442,0.2745098039215685,0.25,0.1403508771929824,-0.0298507462686566,0.0483870967741935,0.1403508771929824,0.0483870967741935,0.3829787234042554,0.3541666666666667,0.6666666666666667,0.8055555555555556,1.4074074074074074,1.096774193548387,1.03125,0.9696969696969696,1.03125,1.03125,1.03125
10568.0,0.0002762495,0.0019796695,0.0056511525,-0.017310209,0.0926421562,0.0383050244,0.0,0.002462228,0.5539978432,0.0345286448,0.0,0.0714285714285714,0.0169491525423728,0.0,-0.0625,-0.0625,0.0,-0.032258064516129,0.0344827586206897,0.0714285714285714,0.1999999999999999,0.1538461538461537,0.1538461538461537,0.1999999999999999,0.25,0.4285714285714286,0.3953488372093023,0.4285714285714286,0.3043478260869565,0.1999999999999999,0.1999999999999999,0.2244897959183673,0.1999999999999999,0.3043478260869565,0.25,0.1999999999999999,0.1538461538461537,0.1111111111111111
65840.0,0.0042889784,0.0161479055,0.0473536446,0.0282438697,0.0038896747,-0.053526418,2.0,0.0068327034,2.1328326684,0.0277249608,-0.0899999999999999,0.1973684210526316,0.2551724137931035,0.1097560975609757,0.1446540880503144,0.1666666666666667,0.2297297297297298,0.467741935483871,0.5964912280701755,0.7333333333333334,0.4330708661417322,0.421875,0.2816901408450705,0.2638888888888888,0.2907801418439717,0.2638888888888888,0.1518987341772151,0.3582089552238805,0.2816901408450705,0.5166666666666666,0.5964912280701755,0.6396396396396395,0.8383838383838385,0.9782608695652172,1.0919540229885056,1.1666666666666663,1.3947368421052633,1.0449438202247192
10998.0,0.002711305,0.0062334136,0.0139252723,0.0969535402,0.002676311,0.0189780963,1.0,-0.006486486,-0.309194464,0.0322580636,0.2333333333333334,0.1935483870967742,0.1212121212121211,-0.0263157894736841,0.0571428571428571,0.0,-0.2448979591836735,-0.3508771929824561,-0.26,-0.1956521739130434,-0.2291666666666666,-0.3620689655172413,-0.3728813559322034,-0.2448979591836735,-0.2127659574468084,-0.0749999999999999,0.0,-0.0512820512820513,-0.097560975609756,0.0882352941176469,0.3962264150943395,0.4230769230769231,0.1212121212121211,0.0571428571428571,0.0,0.0882352941176469,0.1212121212121211,0.0882352941176469
11181.0,0.0044300896,0.0248348757,0.0695846932,0.0179468478,0.010341807,0.008378503,1.0,0.0024257184,-0.611732622,0.0109766508,-0.0666666666666666,0.0120481927710842,-0.0666666666666666,-0.1157894736842105,-0.1844660194174757,-0.1157894736842105,-0.0769230769230768,0.0909090909090908,0.1666666666666667,0.2173913043478261,0.1200000000000001,0.1586206896551725,-0.5254237288135593,-0.4399999999999999,-0.4527687296416938,-0.3913043478260869,-0.282051282051282,-0.2222222222222222,-0.125,-0.0232558139534884,0.0909090909090908,0.024390243902439,-0.0454545454545454,-0.39568345323741,-0.4042553191489362,-0.34375,-0.3225806451612903,-0.3306772908366534
39116.0,0.0,-0.030311901,-0.041022871,0.2024713638,0.0529740054,0.0058388694,0.0,0.0027570995,0.2713347921,-0.03846154,-0.0606060606060605,-0.1621621621621621,-0.1842105263157895,-0.2619047619047618,0.0,0.0,-0.1142857142857143,0.24,0.24,0.1923076923076923,0.0,-0.1842105263157895,-0.2439024390243902,-0.3111111111111111,0.0333333333333334,-0.088235294117647,-0.1842105263157895,-0.088235294117647,0.1481481481481481,0.4090909090909091,0.4090909090909091,0.4090909090909091,0.24,0.4090909090909091,0.3478260869565217,0.2916666666666667,0.4090909090909091,0.4090909090909091
50032.0,0.0004852848,0.02213916,0.0467893611,0.074009658,0.1808986727,-0.001910628,0.0,0.0001310044,1.2694838933,0.0150331473,0.0269058295964126,0.1565656565656565,0.106280193236715,0.0904761904761903,0.2345013477088948,0.3590504451038576,0.3313953488372092,0.2479564032697547,0.1927083333333332,0.3470588235294118,0.1989528795811519,0.3160919540229885,0.2245989304812834,0.4092307692307693,0.6183745583038869,0.5266666666666666,0.7348484848484849,0.7821011673151752,0.7615384615384615,0.8320000000000001,0.948936170212766,1.072398190045249,1.0446428571428572,0.9406779661016949,0.7890625,0.8320000000000001,0.900414937759336,0.8693877551020408
49330.0,-0.004771199,-0.004033558,-0.008672185,-0.004911999,0.0978173809,0.0044730198,0.0,-0.008210526,-0.014939309,-0.067258117,-0.0129870129870129,-0.0104166666666666,-0.0104166666666666,0.1377245508982036,0.0857142857142856,0.1875,0.2025316455696202,0.1309523809523809,0.0133333333333334,0.043956043956044,0.237785016286645,0.3103448275862068,0.237785016286645,0.1801242236024844,0.2881355932203389,0.2541254125412542,0.3103448275862068,0.2582781456953642,0.2218649517684887,0.6379310344827587,0.6888888888888889,0.9487179487179488,0.8999999999999999,0.8999999999999999,1.0652173913043477,1.043010752688172,1.1590909090909092,1.1111111111111112
