firms,chtx,roaq,roeq,rsup,cash,cinvest,nincr,sue,aeavol,ear,mom1,mom2,mom3,mom4,mom5,mom6,mom7,mom8,mom9,mom10,mom11,mom12,mom13,mom14,mom15,mom16,mom17,mom18,mom19,mom20,mom21,mom22,mom23,mom24,mom25,mom26,mom27,mom28,mom29,mom30,mom31,mom32,mom33,mom34,mom35,mom36,mom37,mom38,mom39
66755.0,0.0016317341,0.021624459,0.0446688056,0.0931327121,0.0181922691,0.0064012538,2.0,0.0041168905,-0.540856453,2.17343e-05,0.123076923076923,0.5642857142857143,0.5985401459854014,0.6343283582089552,0.9210526315789472,0.6222222222222222,0.9380530973451326,0.6846153846153846,0.1648936170212767,0.3518518518518518,0.4797297297297298,0.6343283582089552,-0.3539823008849557,-0.3323170731707316,-0.2261484098939929,-0.2422145328719723,-0.1704545454545454,-0.0223214285714286,0.1060606060606059,0.2303370786516854,0.4697986577181208,0.4599999999999999,0.5642857142857143,0.3035714285714286,0.2882352941176471,0.2303370786516854,0.2099447513812153,0.1288659793814432,0.2166666666666665,0.1837837837837836,0.489795918367347,0.6976744186046511,0.7661290322580645,0.7380952380952381,0.6590909090909092,0.8717948717948718,0.9553571428571428,1.0277777777777777,1.212121212121212
65832.0,-0.000519912,0.0073033731,0.0325710576,0.1426574511,0.007256196,-0.175042415,0.0,0.0141469399,-0.601127555,-0.059607843,-0.0666666666666666,-0.125,-0.0576923076923077,0.3424657534246575,0.3999999999999999,0.4626865671641791,0.4848484848484848,0.5806451612903225,0.0888888888888888,0.1136363636363635,0.1264367816091953,0.1136363636363635,0.2098765432098766,0.4411764705882353,0.1951219512195121,-0.01010101010101,0.0315789473684211,0.0652173913043479,0.101123595505618,-0.0666666666666666,-0.02,-0.1833333333333333,0.0,-0.467391304347826,-0.3950617283950617,-0.3987730061349693,-0.3836477987421384,-0.2631578947368421,-0.2794117647058823,-0.234375,-0.2519083969465648,-0.2519083969465648,-0.0754716981132075,-0.274074074074074,-0.4895833333333333,-0.406060606060606,-0.3,-0.1478260869565217,-0.0754716981132075
65453.0,0.0018386183,0.0077836867,0.0236420636,0.1392600442,0.1312477658,0.1747788662,1.0,0.8305218101,-0.458736527,-0.030303031,0.4347826086956521,0.2222222222222223,-0.0833333333333333,-0.175,-0.3399999999999999,-0.3888888888888888,-0.3773584905660377,-0.4499999999999999,-0.5714285714285714,-0.5925925925925926,-0.5657894736842105,-0.4761904761904761,-0.467741935483871,-0.4761904761904761,-0.5217391304347826,-0.4923076923076923,-0.4210526315789473,-0.4107142857142857,-0.467741935483871,-0.484375,-0.5875,-0.5822784810126582,-0.6206896551724138,-0.6597938144329897,-0.6826923076923077,-0.6699999999999999,-0.7053571428571428,-0.6451612903225806,-0.6632653061224489,-0.625,-0.6373626373626373,-0.5925925925925926,-0.5925925925925926,-0.6373626373626373,-0.6632653061224489,-0.6206896551724138,-0.6162790697674418,-0.6206896551724138,-0.6206896551724138
66413.0,0.0023646902,-0.014642013,-0.113558289,0.2185122542,0.0479399292,-0.045142293,1.0,-0.048870759,0.3267064281,0.0772727281,-0.0256410256410256,-0.1739130434782608,-0.2692307692307693,-0.2962962962962963,-0.2692307692307693,-0.05,0.1176470588235294,-0.1162790697674418,-0.4722222222222222,-0.5128205128205128,-0.4933333333333333,-0.5064935064935066,-0.4722222222222222,-0.5308641975308642,-0.6082474226804124,-0.4722222222222222,-0.4722222222222222,-0.4571428571428572,-0.62,-0.6346153846153846,-0.5869565217391304,-0.6237623762376238,-0.6724137931034483,-0.6576576576576576,-0.6779661016949152,-0.680672268907563,-0.6695652173913044,-0.6,-0.6041666666666667,-0.5869565217391304,-0.5529411764705883,-0.5681818181818181,-0.7164179104477613,-0.7142857142857143,-0.7205882352941176,-0.7724550898203593,-0.7548387096774194,-0.7654320987654322,-0.7865168539325843
21020.0,0.0036105864,0.0161822085,0.0488280569,0.1109777232,0.1430205325,-0.071881659,2.0,0.0039312039,-0.005266777,-0.040157616,0.2113095238095237,0.1797101449275362,0.176300578034682,0.2718750000000001,0.3843537414965987,0.4432624113475176,0.6958333333333333,0.4432624113475176,-0.0874439461883408,-0.1431578947368421,-0.2003929273084479,-0.1413502109704641,-0.1247311827956989,-0.0355450236966824,-0.0263157894736841,-0.1377118644067796,-0.0995575221238938,-0.0512820512820513,-0.1284796573875802,-0.1247311827956989,-0.1035242290748899,-0.0935412026726058,-0.012135922330097,-0.0770975056689342,-0.1284796573875802,-0.1228448275862068,-0.111353711790393,-0.0400943396226415,0.0911528150134048,0.2296072507552871,0.2005899705014748,0.3171521035598705,0.2879746835443038,0.15625,0.0544041450777201,0.0626631853785901,0.0682414698162729,0.2839116719242902,0.2113095238095237
10429.0,0.0032453989,0.0313800332,0.0457964728,0.0763530899,0.2458598993,-0.081151919,3.0,0.0013114754,-0.154674019,0.1139693819,0.1296296296296295,0.0608695652173914,0.2448979591836735,0.2708333333333332,0.5844155844155845,0.9365079365079364,1.0677966101694911,0.7681159420289856,0.1296296296296295,0.0338983050847456,0.161904761904762,0.2323232323232322,0.1730769230769231,0.1730769230769231,0.0608695652173914,-0.0827067669172932,0.196078431372549,0.4523809523809523,0.2978723404255319,0.196078431372549,0.4523809523809523,0.2577319587628865,0.3863636363636364,0.3863636363636364,0.1730769230769231,0.1296296296296295,0.2199999999999999,0.1090909090909091,0.2842105263157894,0.161904761904762,0.3406593406593405,0.3707865168539326,0.3555555555555556,0.1730769230769231,0.1730769230769231,0.196078431372549,0.0338983050847456,0.0701754385964912,-0.2988505747126436
62500.0,-0.006634613,0.0162628294,0.0324408093,0.1647873282,0.12414741,-0.029375344,1.0,-0.010352941,-0.848619072,-0.015625,0.1147540983606556,-0.0285714285714285,0.0461538461538462,0.0793650793650793,0.1147540983606556,0.2363636363636363,0.2142857142857142,0.1724137931034481,-0.1904761904761904,-0.2527472527472527,-0.1707317073170732,-0.1807228915662651,-0.1904761904761904,-0.1707317073170732,-0.1904761904761904,-0.3523809523809523,-0.2608695652173913,-0.276595744680851,-0.2272727272727273,-0.2272727272727273,-0.2093023255813954,-0.2444444444444444,-0.2093023255813954,-0.2989690721649485,-0.3982300884955752,-0.4559999999999999,-0.4188034188034187,-0.4333333333333333,-0.3703703703703703,-0.4516129032258065,-0.4380165289256198,-0.4380165289256198,-0.3398058252427184,-0.3703703703703703,-0.3873873873873874,-0.3873873873873874,-0.3461538461538461,-0.2989690721649485,-0.2842105263157894
56899.0,0.0054469658,0.0165292161,0.0366572421,0.1985951527,0.0437326386,-0.23989401,6.0,0.0130942753,-0.003549004,-0.049508145,0.1278195488721805,0.0416666666666667,0.1627906976744186,0.1194029850746267,0.3888888888888888,0.2396694214876034,0.5625,0.2931034482758621,-0.0909090909090909,0.0344827586206897,0.1538461538461537,0.0489510489510489,0.0948905109489051,-0.0066225165562914,0.0948905109489051,0.1811023622047243,0.3392857142857142,0.7647058823529411,0.5306122448979591,0.5957446808510638,0.7647058823529411,0.6304347826086956,0.7045454545454546,0.4851485148514851,0.3157894736842106,0.3043478260869565,0.2931034482758621,0.0869565217391303,0.3157894736842106,0.2931034482758621,0.3888888888888888,0.7241379310344827,0.5306122448979591,0.4150943396226414,0.3513513513513513,0.4018691588785046,0.2295081967213115,0.2605042016806722,0.056338028169014
27991.0,-0.002122048,0.0076884258,0.0194994136,0.0046133184,0.0021150988,-0.113529223,1.0,-0.008080808,50.043186902,-0.004975124,0.053191489361702,-0.0198019801980198,-0.091743119266055,-0.0999999999999999,-0.1353711790393013,-0.1081081081081081,-0.091743119266055,-0.1081081081081081,-0.2016129032258065,-0.1715481171548116,-0.175,-0.2204724409448819,-0.2016129032258065,-0.1818181818181817,-0.1983805668016194,-0.2204724409448819,-0.1885245901639344,-0.1277533039647577,-0.1502145922746781,-0.1277533039647577,-0.1502145922746781,-0.2235294117647058,-0.131578947368421,-0.1574468085106383,-0.1040723981900452,-0.1238938053097344,-0.175,-0.1391304347826086,-0.0875576036866359,-0.091743119266055,-0.0616113744075829,0.0102040816326529,0.076086956521739,0.0153846153846153,-0.0246305418719211,-0.1121076233183856,-0.0149253731343284,0.0206185567010308,0.0819672131147541
10517.0,-0.000112553,0.0135695439,0.0322971728,0.1477155395,0.0003770103,-0.103712751,0.0,0.005937016,0.4919011083,0.011761561,0.0,-0.0930232558139535,-0.1136363636363636,0.0263157894736842,0.2580645161290322,0.3928571428571428,0.3928571428571428,0.1818181818181818,-0.2040816326530612,-0.2352941176470588,-0.2199999999999999,-0.1136363636363636,-0.2909090909090909,-0.3275862068965517,-0.409090909090909,-0.4428571428571428,-0.3389830508474576,-0.360655737704918,-0.360655737704918,-0.390625,-0.4347826086956522,-0.5,-0.48,-0.472972972972973,-0.4347826086956522,-0.48,-0.4428571428571428,-0.4507042253521126,-0.417910447761194,-0.4347826086956522,-0.5465116279069768,-0.5272727272727273,-0.5063291139240507,-0.5357142857142857,-0.5185185185185186,-0.5357142857142857,-0.5617977528089888,-0.5357142857142857,-0.5517241379310345
