firms,chtx,roaq,roeq,rsup,cash,cinvest,nincr,sue,aeavol,ear
57657.0,0.00031447,0.0263310561,0.0532749541,0.0082982585,0.087115822,0.0263581556,1.0,0.0018483877,-0.024168617,0.0094831679
57665.0,-0.008111172,0.0138097179,0.0237519382,0.057736928,0.0185907325,0.0100068869,1.0,-0.006840614,0.7291661392,-0.103127087
57841.0,0.0231345793,-0.076068953,-0.354833171,0.3860947575,0.0194447567,-0.145727574,1.0,-0.481300813,0.1044784625,-0.120320858
47204.0,0.0356992608,0.0123173278,0.029716506,0.2135168042,0.0099756895,-0.124883115,2.0,0.0973271747,-0.585399449,-0.034180278
59011.0,0.0189324218,0.0380049367,0.0621157787,0.2387873741,0.4068361214,-0.022489015,6.0,0.0118073699,1.4870063092,-0.013693271
59601.0,-0.048875997,-0.013367353,-0.017796485,0.0198793686,0.0842504953,-0.053197262,0.0,-0.017919077,-0.296847533,0.0285714287
25232.0,0.0126405655,0.0241895324,0.0690165917,0.1887618484,0.061787259,-0.026327911,2.0,0.0374855027,1.7074483149,0.0831590611
58077.0,0.0063961988,0.0150584477,0.0653887383,-0.291821268,8.64443e-05,0.1606597837,1.0,0.022161466,1.2902129182,0.0181818176
31878.0,-0.00819554,0.0045442953,0.0154387439,-0.035811883,0.0065784249,0.908700465,0.0,-0.002674203,0.1117948718,0.0895511582
34948.0,0.001806271,0.0219024628,0.0401804596,0.1159859944,0.0087138838,-0.013560444,0.0,0.0023701856,15.129385965,-0.19086447
66034.0,0.0144035474,0.0291807337,0.0490624586,0.0843558791,0.0181314111,-0.084835568,1.0,0.0074667708,-0.573057183,0.0762674436
35107.0,0.0347832455,0.0386747265,0.0562536128,0.0501054467,0.3260652244,0.1502631503,6.0,0.010846023,-0.062663185,-0.020006747
58675.0,-0.003016271,-0.013368327,-0.030042477,-0.083987361,0.1810228336,0.0898728282,0.0,-0.027613116,-0.170822435,0.0009175595
35115.0,0.0032535355,0.004788545,0.0118921122,0.1039366819,0.0854306053,0.0025390479,0.0,0.0401383346,0.6453172205,-0.050000001
68638.0,-0.002229642,-0.008611081,-0.037388499,-0.144148718,0.0107328372,0.0281851263,0.0,0.0626556952,-0.551547037,-0.010201889
65023.0,0.0066342622,0.0155194045,0.0276631496,0.0971807631,0.0032587351,0.020247541,0.0,0.0056974643,-0.721111999,-0.007622046
63298.0,-0.001587099,0.0075745222,0.0138668351,0.0876638901,0.0012148222,0.0137360008,0.0,-0.001287867,0.420679358,-0.047619049
58253.0,-0.008314527,-0.007599228,-0.011732852,0.0630951066,0.1161680458,-0.006774911,0.0,-0.030928974,-1.0,0.0
50702.0,0.0,0.0121626758,0.0366160653,0.0189370788,0.4338302283,0.0,0.0,-6.3176e-05,31.187155963,-0.03572031
45823.0,-0.022916501,-0.013071337,-0.015456107,-0.244752945,0.336274878,0.0397051117,1.0,-0.044650081,5.7555555556,0.0231221598
51692.0,0.0041208615,0.0367313679,0.0677313094,0.1312130371,0.0835259549,-0.011277819,2.0,0.0232886082,-0.012668919,-0.07808536
16360.0,0.0020417142,0.012349044,0.0359126984,0.0851829342,0.0212956579,-0.0044021,0.0,0.0046027308,0.2151106833,-0.003224016
63096.0,0.0052037359,0.0305092835,0.0656612404,0.0426437441,0.0497120324,-0.038667596,1.0,0.0083464746,0.2254027832,-0.059064405
63109.0,0.0029707113,0.0335790013,0.0389361119,-0.028966393,0.0482844808,-0.001709825,0.0,0.0134329816,17.629032258,0.0092592593
39984.0,0.0025050246,0.0213718889,0.0430257186,-0.04678983,0.0795066912,0.0369871941,0.0,0.0091823669,-0.685,-0.025
52628.0,-0.006011306,0.0196075183,0.0271189936,0.0032212384,0.0109004893,-0.034839058,2.0,-0.009153337,0.6170349023,0.0004975665
63344.0,-0.001705691,0.0034204163,0.0061787579,0.0050476933,0.0129541137,-0.021342326,0.0,-0.000927885,-0.662077072,-0.048780486
43705.0,0.0087240535,0.0101276506,0.0309444504,0.8498207285,0.0220267253,0.0125423761,2.0,0.2255117595,0.5151515152,0.1026315801
40360.0,0.0068771428,0.0211815242,0.0576651657,0.0565562888,0.1981276396,-0.008910132,0.0,0.0100119051,-0.412202381,-0.031220134
53102.0,0.0019182812,0.0154838652,0.0321779877,0.1921972899,0.0395476993,0.0064920613,1.0,0.0126076424,0.4382219111,0.0522191171
63670.0,-0.040030766,-0.062280165,-0.161976733,-0.395539184,0.0021961086,0.0378760361,0.0,-0.171892819,-0.239762889,0.0005285405
40571.0,0.0105951084,0.0383626241,0.0451387141,0.0289666117,0.3002327386,-0.005370786,0.0,0.0039612749,0.9457013575,-0.024932652
64064.0,0.0305060498,0.031568687,0.0764884391,0.1675876632,0.2038289007,-0.033689554,0.0,0.0046510627,-0.406305036,0.0226029595
64312.0,-0.074746622,-0.066849227,-0.183384887,0.0237691002,0.0343204252,-0.1030941,0.0,-0.040602536,-0.425004107,0.0
64355.0,-0.000413351,0.0041369598,0.007005515,0.0840480026,0.65444649,-0.013200553,0.0,0.000580442,0.1558048858,0.0396319106
64945.0,0.0089558759,0.025730702,0.0586512649,0.0666920764,0.2752674981,0.0039854588,1.0,0.0050650066,2.4633240055,-0.014376552
65058.0,-0.000406957,0.0089326334,0.0547805559,0.025989252,0.0146925373,0.0094733928,0.0,0.002648519,-0.362282878,-0.014440622
64792.0,0.0028795812,0.0120376176,0.0163265306,0.0047656355,0.4357439531,0.0088051583,0.0,-0.000953127,0.3552894212,-0.056603774
65673.0,-0.000132679,0.0070993915,0.0112643678,0.0295567708,0.3087448883,-0.001218301,1.0,0.0129188535,0.2826880779,-0.016129032
54498.0,-0.00259323,-0.029591386,-0.045055388,0.0447907656,0.1243406788,0.0364367182,0.0,-0.029599569,0.1556139199,-0.0154375
65972.0,0.0130407125,0.0236622748,0.0398370303,0.2181818182,0.2221339688,-0.006101015,1.0,0.0081218274,-0.680350365,0.0002922267
66828.0,0.0037064342,0.0175886988,0.0418065718,0.1201810213,0.0067828222,-0.011754355,0.0,0.0108063848,-0.320221618,0.0966939805
66991.0,0.035669587,0.0213500785,0.028416214,0.0215419501,0.2932903604,0.0383078499,1.0,0.0083900227,7.5372794536,-0.045454547
46922.0,0.0143241373,0.0743760955,0.1285250343,-0.007265331,0.0239222976,0.0006801007,3.0,0.0161703821,0.0841234792,0.0207395032
67193.0,0.0048601456,0.0017227144,0.0052550007,-0.633283186,0.011065206,0.1478141327,2.0,0.0311626907,0.5413003365,0.0199009897
67257.0,0.0015472691,0.0149563576,0.0282506016,-0.148586488,0.0198721789,0.0159122294,0.0,0.0066568062,-0.587698522,-0.077801198
62296.0,0.0,-0.244926852,-0.299135447,0.0245098039,0.5444879687,-0.464754348,0.0,-0.036877828,-0.518459069,0.0
67732.0,0.0125449837,0.0212106701,0.0393828452,0.3093729044,0.0459503102,0.073744714,0.0,0.0215881093,0.6917258813,0.0266223531
67775.0,-0.002067825,-0.013649988,-0.043709392,-0.077769347,0.020595988,-0.008505843,2.0,-0.046788063,-0.226582278,-0.038747144
67970.0,0.0072480181,0.0187911055,0.036101083,0.1855487389,0.0043703906,-0.029608492,1.0,0.0070892979,2.6582220874,0.0430157259
52943.0,-0.005201942,-0.00271017,-0.00652418,0.1882425123,0.0078325929,0.0004312853,0.0,-0.019516685,0.7663551402,-0.036438435
69076.0,0.0124072547,0.008198367,0.0245098039,0.6826969657,0.0088558632,-0.016870371,3.0,0.0290659268,3.4727585474,-0.079565469
69199.0,0.005013584,0.0216951839,0.045373831,0.1517232977,0.0326082024,0.0064286121,1.0,0.0095507567,0.7116256278,0.0
69220.0,-0.006177076,0.0281895183,0.0331311246,-0.010635746,0.4258085312,-0.021409938,1.0,-0.007996801,1.0285041745,-0.009269966
46543.0,0.0026517953,0.0143798574,0.0297858675,0.0829803611,0.2122668242,-0.0177381,0.0,0.006227537,-0.310488058,0.0547246495
36281.0,-0.006612981,0.0036468357,0.0063574259,0.5619011045,0.2387509203,-0.013099632,0.0,-0.01872577,-0.682539683,0.0016806629
70018.0,-0.010596978,0.0070797225,0.0091948087,-0.006898494,0.2344778471,0.2327739964,0.0,-0.008771896,-0.443318384,-0.14323308
70288.0,0.0273209448,0.0174844686,0.0322957466,0.045845921,0.0066166909,0.0325732714,3.0,0.0155269112,0.8268710195,0.0296129724
52089.0,0.0220901783,0.0205954968,0.0361548435,0.1013907122,0.0399475292,0.1234352178,0.0,0.0172505743,9.6962616822,-0.005779224
38850.0,0.0014234875,0.006871247,0.0077587967,0.1117915754,0.55284385,-0.011008835,0.0,0.0014566268,-0.103336573,0.0015377291
70950.0,0.0121922442,0.0176496872,0.0289236026,0.0562244898,0.4753372832,-0.018792639,0.0,0.013877551,7.4629358855,0.0932844952
71002.0,-0.015333876,0.0115347768,0.016078201,0.0759924503,0.4204059623,-0.014079532,1.0,-0.007744228,-0.390109555,0.0008652378
71037.0,0.0483570436,0.0396762873,0.0566153427,0.0417821344,0.37557202,0.0016573714,4.0,0.0295032402,0.1189365271,0.0592307691
67766.0,0.009062694,0.0067681105,0.014207329,0.1037978879,0.0792043952,0.0053627319,0.0,0.0106358939,15.629938969,-0.209956717
27481.0,-0.026429421,-0.007575073,-0.025832767,0.641068688,0.0676422304,-0.194215106,0.0,-0.076995709,-0.50617284,0.0350236651
25283.0,0.0028627675,0.019870922,0.0473733567,0.0341415971,0.0056655861,-0.093187586,1.0,0.0048894848,1.7784720487,0.0065359478
71918.0,0.009936985,0.0247029983,0.047532656,0.0310765816,0.0284565916,-0.698058818,1.0,0.0613310314,-0.030425213,0.302166231
72128.0,0.0076142132,0.0226905,0.0454896509,0.0369436031,0.0025502072,0.3278352208,1.0,0.001664937,-0.536813627,0.0329613946
36708.0,0.0077025146,0.0110486833,0.0196187716,0.1291642979,0.0728343357,0.007108943,0.0,0.0115722317,2.99,0.0266321935
72291.0,0.0220304497,0.0293478261,0.1110095934,0.3262472065,0.0535235877,-0.028675604,2.0,0.0685941129,-0.781181619,0.0
72339.0,0.0108266025,0.0167304404,0.0318481209,0.1728425302,0.0480141844,-0.026184526,3.0,0.0099793609,-0.180487032,-0.0125
72486.0,0.0268814139,0.0281845483,0.0325761415,0.0201590973,0.4935010944,0.3634797292,0.0,0.0058860904,-0.153168948,0.0992303537
72515.0,-0.006522962,0.0042323817,0.007605654,-0.183845894,0.1008953459,0.1931831828,0.0,-0.018204348,2.2844417655,-0.083157688
22998.0,0.0040172166,0.0108206009,0.0172752549,0.0760695187,0.0273972603,0.0749885071,0.0,0.0098039216,-0.514450867,0.0247922856
27764.0,-0.003930867,0.0174237883,0.0296179576,-0.039423384,0.0239851694,-0.028344855,0.0,-0.003921455,1.180568012,-0.074891866
73497.0,-0.005474018,0.0073523303,0.0076129032,0.0344698389,0.233102253,0.0,2.0,0.004444387,0.3936046908,0.0606060624
73542.0,0.0046155765,0.0273246516,0.0700070241,-1.26419638,0.0249217971,0.0073682629,2.0,0.0382195292,-0.098506444,0.0
54471.0,0.0035927025,0.0092007893,0.0303412372,0.2547986226,0.0103595407,-0.002616559,0.0,0.0095988504,-0.069862733,0.0220679436
44951.0,-0.001126306,0.0172305815,0.0495717742,0.1238424359,0.0007804888,-0.017134269,2.0,-0.00076577,-0.498411991,0.0464777634
73673.0,0.0240603645,0.0464748067,0.0817630673,0.1584739545,0.1208978065,-0.098509525,1.0,0.0152604549,-0.503015222,-0.004235383
73905.0,-0.008351417,-0.016539809,-0.022742619,-0.029362143,0.0011078527,0.0189060581,0.0,-0.002023491,-0.350587186,0.0
74051.0,0.0035587189,0.0150041911,0.0320088695,0.1234170554,0.114234076,-0.018205979,0.0,0.0049128335,0.2830557295,-0.018518519
74150.0,-0.002860435,0.0235492578,0.0352116229,0.0217520945,0.4354843731,0.1759760376,1.0,0.0011009496,0.0051980727,-0.083286177
74500.0,0.004491018,0.0288866144,0.0401835153,0.2170697249,0.253361793,-0.011279996,4.0,0.0086428987,-0.256870994,-0.024390243
60353.0,0.0165993811,0.0347717546,0.0588785893,0.0815129503,0.0106497731,0.0100061382,2.0,0.0119772881,0.3455657492,0.1068246104
74561.0,0.0080791029,0.031920904,0.0549700016,0.0632977821,0.0185083379,-0.099730463,1.0,0.0026633803,-0.521334792,-0.056349207
74740.0,-0.022048364,0.0103092784,0.0197144799,-0.014082036,0.0508356546,-0.139547121,1.0,-0.016429043,2.7387375923,-0.093451656
65752.0,0.0158761127,0.0010210333,0.0032232071,0.2104527612,0.0548194004,0.0572111136,3.0,0.0760425016,0.5931372549,0.1043556351
74916.0,-0.013116624,-0.416177703,-0.632081477,-0.245244957,0.0571315997,-0.074365442,0.0,-0.298270893,-0.542250298,0.0
40061.0,0.0080062419,0.022964067,0.0375711297,0.0269736794,0.1211391161,0.0045618753,1.0,0.0110141144,0.5446945705,0.0521049611
75110.0,-0.001191327,0.0380538884,0.0465406841,0.1879931389,0.0066562255,0.0819957426,2.0,0.0628930818,-0.547427403,-0.033333335
75361.0,0.0230769231,0.0339393939,0.0372175454,0.1146213912,0.4256999282,-0.056959484,2.0,0.0217780643,-1.0,0.0169491526
75417.0,-0.007523551,-0.003857003,-0.009896603,0.0070064014,0.0194653197,0.0664353366,0.0,-0.007792166,0.2829102948,0.0163934417
75433.0,-0.020679468,-0.083369518,-0.095120139,0.0644165012,0.4119375574,0.1035907701,0.0,-0.036796823,-0.791610284,-0.034391537
40694.0,-0.007163842,-0.010878234,-0.025057766,-0.033670534,0.055432015,-0.074021342,0.0,-0.021716617,-0.137931034,-0.018574632
41523.0,0.0034110112,0.0296143469,0.0695845889,0.0172082855,0.0072564167,0.0063746159,8.0,0.0027925718,-0.075721459,0.0448054429
62754.0,0.0513353116,0.0814822947,0.114283759,0.1952542373,0.3568424353,0.0025673674,1.0,0.0232344633,1.1744762955,0.1194977239
37640.0,-0.004600562,-0.003233978,-0.013044759,-0.120643223,0.0415516558,-0.002989357,0.0,-0.028544724,-0.853033802,0.0196078438
42462.0,0.0074308905,0.025869692,0.0904003916,0.1117875019,0.0042445141,-0.023865497,1.0,0.0081543323,1.0755016332,0.1495236475
48709.0,0.0188975238,0.0223951903,0.0367713163,0.0928354293,0.1552057472,-0.114537516,0.0,0.0144811867,1.2293577982,0.1087344047
76612.0,-0.007306626,0.0055700729,0.0068469992,-0.101807969,0.1034459505,0.0,1.0,-0.033561524,-1.0,0.0
47183.0,0.0001246611,0.016734784,0.0314152411,0.089528383,0.085398998,-0.027378764,0.0,0.0181636215,6.472972973,0.0548210982
61217.0,0.0050597946,0.0193304018,0.0338600451,-0.001359995,0.0257765242,3.7529735479,1.0,0.0176983096,0.115942029,0.0612301938
62463.0,-0.017667308,0.003934764,0.00994887,-0.076601057,0.0151780711,-0.036443188,0.0,-0.026052723,-0.374412041,0.0325990589
45356.0,0.0052973187,0.0205052006,0.0474328165,0.0777643599,0.0540452706,0.0048012334,4.0,0.0164676201,4.7004504505,0.0733200377
65306.0,0.0022547053,0.0260595696,0.0413409622,0.0252969253,0.0921886107,0.0731495965,0.0,0.0018537019,-0.872286079,-0.007349615
48098.0,-0.002030107,-0.002014596,-0.007598022,0.4030315789,0.0131700077,0.021485396,0.0,0.0197052632,0.025862069,-0.024966262
37575.0,-0.001989484,0.0397342133,0.0508735868,0.022885001,0.2985591752,0.0602581092,1.0,0.0015674658,-0.176470588,-0.008259715
78394.0,-0.000543524,0.0056221019,0.0243420745,0.0714640834,0.0153442289,-0.260786216,1.0,-0.001058326,-0.543092522,0.0125668459
63802.0,0.000914197,0.0077453865,0.026155382,0.0210481944,0.0041192323,0.3700494167,0.0,0.0037829433,-0.430394894,-0.020307217
65808.0,-0.015793204,-0.006603646,-0.02180407,-0.098588475,0.0056169402,-0.058434263,0.0,-0.066040939,1.1146085553,-0.125144929
79303.0,0.0113447756,0.0243252998,0.0619590293,0.184121018,0.0098059776,0.048931288,6.0,0.0069727914,-0.140309567,0.0199203193
79389.0,0.0017469044,0.0071083442,0.0078667284,0.0039261225,0.5475415846,0.0943423976,1.0,-0.000774165,-0.676598705,0.0486515053
65103.0,-0.013686062,0.0054448136,0.0084496957,0.010197375,0.0507892057,-0.668990778,0.0,-0.009666262,1.218579235,-0.115409121
47917.0,0.0073481624,0.0067712442,0.0267174811,0.0425771893,0.0079725857,-0.406134873,1.0,0.0074150866,-0.46835443,0.0116279069
79872.0,-0.000455208,-0.04129164,-0.138456752,0.1113778205,0.0805306428,-0.006703917,0.0,-0.071199084,-0.641885342,0.0
80013.0,0.0100097237,0.0243649021,0.0300583221,0.0730597917,0.2741046148,-0.013984429,1.0,0.0090990217,0.0278152502,0.0
58069.0,0.015329841,-0.008172702,-0.016514858,-0.169863794,0.0171029335,1.4063833293,0.0,0.0455936607,0.3318697402,0.0006410256
61698.0,-0.00170097,0.0434832624,0.1096367196,-0.094359045,0.0167162812,-0.013629979,1.0,0.0083051969,4.25,0.0165197086
80929.0,0.0,-0.189239332,-0.461538462,-0.006217275,0.0,-0.030387967,1.0,-0.005997473,0.1694494408,0.0365853645
92946.0,0.0011285974,0.0150533608,0.0231820541,0.4782722009,0.1778583727,-0.054026942,0.0,0.0040339486,0.1431451613,0.0117647061
81294.0,0.0182193344,0.0928669563,0.1101713581,0.014892811,0.4863861828,0.00185899,1.0,0.0025213268,-0.872778962,0.0
19502.0,0.008703051,0.0348246456,0.0773459081,0.1001096726,0.0681293947,-0.010635389,1.0,0.0055152887,0.048238255,0.0352669242
40301.0,0.0015765694,0.0044006068,0.0149681087,0.0770642447,0.0144337597,0.0054693294,0.0,0.0076957283,-0.507458984,0.018091714
81614.0,0.0167740204,0.0146512727,0.0192171449,0.1587141467,0.2189634146,0.0994292859,2.0,0.0252647009,1.5863117871,-0.008244528
81702.0,-0.000603657,0.008131938,0.0228381808,0.2271830407,0.0493881976,-0.002568506,0.0,-0.007589281,1.4497242609,-0.070088384
37970.0,0.0014221025,0.0005701904,0.0015889831,0.1125795399,0.0290314355,-0.006245343,1.0,-0.000444978,-0.610734402,0.0175438598
41427.0,0.0036507174,0.0160269604,0.0268019,0.0947139433,0.0093955109,0.0256731163,0.0,0.0055566251,2.8108231014,0.0575042437
82449.0,-0.017454316,0.0121226994,0.0205132464,0.1986009015,0.0179848128,0.1563232938,0.0,0.0031275733,-0.629098385,0.0001665
51086.0,0.0118472652,0.032074552,0.0494209028,0.1417926113,0.1169191181,0.0166837474,1.0,0.0113451694,0.6056888889,-0.010378332
53671.0,0.0050293378,0.0102165294,0.0122643236,0.0666049954,0.2062663185,0.2953259812,0.0,-0.018818554,5.2222222222,-0.01317523
83601.0,0.0100672531,0.0221765116,0.0416354978,0.0813871762,0.0339095613,0.1497675468,2.0,0.0061865882,1.4832953057,3.10363e-05
84137.0,0.0087007528,0.0325318748,0.037948463,0.0321861336,0.5723012183,0.1178514286,3.0,0.0044755866,-0.668632743,0.0019762851
41662.0,0.0209559522,0.039390142,0.0710008383,0.1174508982,0.0178472159,-0.000708026,2.0,0.0109027957,-0.64191157,4.88441e-05
52564.0,-0.013490844,0.005943637,0.0103330236,-0.029349258,0.2295814321,-0.005240239,0.0,-0.016679401,0.2874135784,0.0209181916
46754.0,-0.006821898,0.0086347385,0.0282704292,0.04209013,0.0264569065,0.7136307848,0.0,-0.009690293,0.3033622007,0.0168175935
60856.0,-0.003964848,0.0254369945,0.0300666091,0.0087839259,0.4478591792,-0.064627233,1.0,0.0023143278,-0.234225095,0.0984312221
