firms,chtx,roaq,roeq,rsup,cash,cinvest,nincr,sue,aeavol,ear
20811.0,0.0135678788,0.0237612156,0.0340219496,0.0918964077,0.0888853041,0.0601583499,0.0,0.0029731191,1.6773232043,0.0756523702
20897.0,0.0056230727,0.0086206897,0.0306122449,0.1034657956,0.0502232143,0.0074446516,3.0,0.1132713775,-0.672546535,0.0
64899.0,-0.010826506,0.0272036841,0.0433034791,0.0185317861,0.0827270594,-0.028499919,0.0,-0.00424392,1.7539473684,-0.072572616
52003.0,0.0067789873,0.0090978517,0.0308506446,0.1585905217,0.0207358294,-0.048131228,0.0,0.0038094008,-0.527946713,0.0320020486
27158.0,-0.000452095,0.008974726,0.0183809907,0.2287686353,0.0327476246,0.0148301198,0.0,0.0009900943,-0.102644617,0.0324568832
41419.0,-0.002292084,0.0035555747,0.0069925625,0.1075732501,0.1274677335,-0.008440472,0.0,-0.001794874,-0.439563488,-0.035714287
23115.0,0.013740547,0.0190681588,0.0268409167,0.0803627457,0.0302912816,0.1210310174,0.0,0.0106070727,0.0341261634,0.015625
47175.0,0.0308784162,0.0437245598,0.1370067014,0.2833505541,0.198003676,0.0252535311,3.0,0.0189960836,0.5187878788,-0.016666668
23975.0,0.0047562885,0.030818042,0.0426717383,0.0294390744,0.1571800438,-0.008433782,0.0,0.0025384842,3.4648919631,2.58987e-05
24265.0,-0.021892737,-0.030237028,-0.116600791,-0.026223782,0.2868840887,4.1645665937,0.0,-0.07447554,1.6839170836,0.0
24388.0,0.0118497353,0.0162430441,0.024881926,0.2197974439,0.0,0.1190191215,0.0,0.0229081264,6.6068376068,0.009615385
24548.0,0.0,-0.025129611,-0.026144015,0.0047547152,0.7000101245,-0.185612607,3.0,0.0048441856,-0.826027291,0.0176178645
15712.0,0.0154801325,0.0268870739,0.0536978467,0.2399271653,0.0538419339,-0.016157642,0.0,0.0223780525,1.4082884026,-0.004116293
25196.0,0.0075826052,0.0102831138,0.037970593,0.2882174303,0.000404122,-0.028561035,0.0,0.0302374866,0.6390633923,0.0
30680.0,0.0041982916,0.0080556909,0.0172313633,1.4024618127,0.095923474,0.0226783685,1.0,0.0102504606,-0.363066938,0.036007829
53401.0,0.0134513703,0.0407492606,0.0535882248,0.0138557804,0.1787365677,-0.018761545,2.0,0.0042117982,-0.338127437,0.0385375866
25583.0,0.0105224294,0.0228168604,0.0282661053,0.0286163406,0.3770496603,0.003030066,0.0,0.0041126911,0.2669158149,-0.012578616
25698.0,0.0057207377,0.0301881945,0.0351428144,0.0413228539,0.3601181684,0.0234767848,1.0,0.0030520614,-0.340128208,-0.027777778
25770.0,-0.052806156,-0.03563649,-0.043390622,0.015390678,0.2193686209,-0.020872079,0.0,-0.079422202,-0.232942906,-0.042109929
26025.0,-0.009425357,0.0207650273,0.0504201681,0.1470466778,0.0344276841,-0.156703284,1.0,-0.009508281,-0.444068594,0.0
56274.0,-0.002314853,0.0103425655,0.0419158478,0.4715331472,0.0531197055,0.1116700007,0.0,0.0041163519,0.2383528705,-0.011749508
26252.0,0.0515300231,0.0582571405,0.1042722665,0.1389138698,0.321689858,-0.00022168,7.0,0.0137438541,-0.100704517,0.0016666688
26316.0,0.0117458623,0.0095656135,0.0110573931,0.025772582,0.2752106714,-0.228561027,5.0,0.0067399024,-0.165813806,-0.059502264
48637.0,0.0133863589,0.0249089387,0.0525361454,0.7807066741,0.0225150165,-0.001865292,3.0,0.0429342255,18.585144928,0.1169398986
26439.0,-0.004256169,0.0005654386,0.0020158164,-0.562847515,0.0046214973,0.0317742269,0.0,-0.045492839,0.0503846184,-0.011144577
60425.0,0.0245914294,0.024681989,0.0505420505,0.2438999683,0.0127335036,0.0048897351,0.0,0.0298322254,0.1600928074,-0.016063467
30816.0,0.0058672387,0.0030649534,0.0350787022,0.0012945436,0.0450257877,0.3634713799,1.0,0.0218803245,1.7311608961,-0.048644577
26658.0,0.0042084279,0.0051204526,0.0120481928,0.1280477959,0.2394615767,-0.068183612,1.0,0.0031002745,-0.295812263,-0.027624371
67192.0,0.0033280302,0.0063821209,0.0932636727,0.2629753108,0.0107421194,1.421507193,0.0,0.0410929281,0.6956615491,-0.035714287
36150.0,0.0068744271,0.0214727195,0.0280816668,0.0486738516,0.0408184978,-0.020412601,4.0,0.0070090958,-0.3739546,0.0496153841
27370.0,-0.021705655,-0.004443875,-0.005058489,0.0117802062,0.1103386226,-0.036257483,1.0,-0.019564787,-0.514478724,-0.051442165
50649.0,0.0125378297,0.0175370729,0.0294499783,0.162258314,0.2105263158,-0.008031721,0.0,0.0152358855,0.4112903226,0.0703017614
27829.0,0.0133739407,0.0286050953,0.0560866794,0.5277310924,0.1705025086,-0.001909698,2.0,0.0509294627,12.494381028,0.1530070631
29744.0,0.0310897436,0.0278453636,0.0322076298,0.0301392706,0.5403992395,-0.016284961,5.0,0.0081935995,0.9389961032,0.0316602308
28215.0,0.0036673156,0.0008397764,0.0020302436,0.2413447065,0.0300325352,-0.024554729,0.0,0.0052000182,-0.354483575,-0.047202137
28434.0,-0.191176471,-0.015996512,-0.016376558,0.0014185987,0.8429556585,0.996420164,0.0,0.0026966758,0.2069119943,-0.034391537
47829.0,0.0008366675,0.0015664528,0.0032375556,0.0259485915,0.3594448149,0.0993693923,1.0,0.0039421899,-0.571328303,-0.072961407
28565.0,-0.021194805,-0.028512692,-0.05648017,-0.110839844,0.1378843788,-0.018190523,1.0,-0.063720703,1.4793138244,-0.12916667
28661.0,-0.004010182,0.0053576647,0.0095602294,0.15694174,0.0011613673,-0.020848344,0.0,-0.007788894,0.3733410271,-0.03846154
69323.0,0.0190851807,0.0267848494,0.0388188221,0.1394769614,0.1261728768,0.0066681344,8.0,0.0091621984,-0.333108816,-0.060703132
29445.0,0.0,-0.210160056,-0.448071217,-0.006575155,0.0,-0.214727145,0.0,-0.018172997,-0.456440092,-0.063829787
65218.0,-0.012242122,0.0224596001,0.02896162,0.0277615563,0.0453389061,-0.03033202,0.0,-0.001900547,0.1792114695,0.0470653381
61305.0,-0.004264733,-0.000862693,-0.001469682,0.0889479007,0.0484447005,0.0027152741,0.0,-0.000744542,0.8426501035,0.0049364623
61110.0,-0.017787284,-0.009409688,-0.03011878,-0.437953458,0.1087342022,-0.002407678,0.0,-0.020284069,-0.972152604,-0.005681818
61321.0,0.0020819237,0.0201665936,0.0291159716,0.0551706227,0.0030422166,0.0378060863,2.0,0.0029681572,-0.511167656,0.0
30905.0,0.0145879625,0.0397339553,0.0524455592,0.1194674013,0.1984398631,-0.077816808,3.0,0.0104683196,1.4655995507,0.1383458674
21872.0,0.0074860676,0.0135208078,0.0230490246,0.1991694169,0.0494586601,0.0307245414,0.0,0.0133480645,-0.406024608,0.0166963656
31536.0,0.0115090018,0.0278515822,0.04779438,0.0866342949,0.0212538191,-0.000108538,1.0,0.0130759898,-0.413905622,0.003080464
54391.0,-0.015674073,0.0038790235,0.0128338094,-0.032964323,0.0611074298,-0.007603297,0.0,-0.029423598,-0.382302859,0.0184049085
31983.0,0.000452284,0.0233803775,0.0251026928,0.0094177103,0.5949524204,0.0139042157,1.0,0.0031122905,-0.667243607,0.0005285405
32046.0,0.0049487169,0.0234187121,0.0554438445,0.0365446874,0.0019847563,-0.218247164,8.0,0.0050818162,-0.407397932,0.0166578516
62172.0,0.0069336779,-0.008849181,-0.03008824,0.2158385093,0.0262708649,0.0006924095,0.0,-0.015010352,2.3833333333,0.0543040317
47511.0,0.0033910061,0.047964605,0.0752825638,0.0412652367,0.0936140595,0.0090488987,1.0,0.0046266176,2.20951417,0.0640665069
33639.0,0.033894865,0.05687139,0.1723161892,0.5212071261,0.0475774155,-0.007866095,3.0,0.0786100323,3.1684062059,-0.066607038
20909.0,-0.000444899,0.0156736903,0.0252939731,0.0718284144,0.1546261891,0.0113596973,0.0,0.0001515932,0.3997076778,0.0037848032
48143.0,0.0074633634,0.0166838647,0.026226821,0.1062960749,0.2714699119,-0.00193154,0.0,0.009530451,8.7357798165,0.042007288
62586.0,-0.014681974,0.0134963529,0.0633841307,0.0785828785,0.0182603839,0.0616259573,3.0,0.0112132157,-0.24484685,0.0196078438
53866.0,0.021712694,0.0531807029,0.0927360579,0.0564655901,0.2036975064,-0.002307934,3.0,0.0057900311,0.1208907741,0.0075830203
50729.0,0.0184148066,0.0357053525,0.0598442575,0.1909273033,0.0137013481,-0.01790768,3.0,0.025202324,1.0449264136,-0.021962952
60628.0,-0.005526715,0.0249438015,0.0490472436,0.069786896,0.0370999332,0.0788953098,0.0,0.0043797917,2.3076201841,-0.156634869
34973.0,0.0,-0.142766798,-0.163291139,0.000595378,0.75923369,-0.20112782,0.0,-0.006737172,0.9321125985,-0.020874862
36848.0,-0.014257891,-0.003707449,-0.007800804,0.0220816787,0.0268545486,-0.150241161,0.0,-0.02155039,-0.305789354,-0.056002023
55730.0,0.0014196211,0.0105637397,0.0157662232,0.0572322647,0.0424504321,-0.001365366,0.0,-0.000106528,17.720772947,-0.144777399
57330.0,-0.004091289,0.0056935404,0.0105412768,0.0397992851,0.0832258381,0.0638407743,0.0,-0.002282148,8.3735632184,-0.053264743
37875.0,0.0014902369,0.0094468675,0.0230664122,0.0784572237,0.0547641452,0.0111082495,0.0,0.002064133,0.3724640694,-0.104487684
51051.0,-0.006247849,-0.014089192,-0.030278274,-0.055688591,0.0289502338,-2.9164e-05,0.0,-0.028525983,1.5394581861,0.0
20765.0,0.0025581287,0.0006952568,0.0013619555,0.1881454577,0.082416779,0.0004409163,0.0,0.0103118452,-0.55121245,-0.044187664
23253.0,-0.010833863,0.0089338158,0.0119112266,0.0239376881,0.1186544343,-0.01525789,1.0,-0.019876086,-0.058973639,-0.071428575
66923.0,0.0265090453,0.0326786025,0.0369751205,0.0387841767,0.4559728067,-0.032688585,0.0,0.0104055108,3.380952381,0.0015384592
38798.0,0.0,-0.248232466,-1.396579157,0.0186316524,0.1142857143,-3.9571908,0.0,-0.308297231,-0.581508516,0.0
38907.0,-0.001885731,0.0084780899,0.0558275278,0.0473328347,0.0732778973,0.025405214,1.0,0.0077407585,0.4843937513,0.0493612047
32205.0,-0.001644613,0.0311017518,0.0815107583,0.110205496,0.1759379934,0.0156566927,2.0,0.0054034174,-0.592943483,0.0117967334
39213.0,6.48113e-05,0.0068121693,0.0192862225,0.3057607775,0.0842304246,0.0103752412,2.0,-0.008657319,-0.763835647,-0.000496991
39328.0,0.0088692974,0.049753751,0.0603199289,0.0174499535,0.3294606348,0.0395260964,0.0,0.0027385261,1.7353817831,0.0192721258
52935.0,-0.004505172,-0.012981246,-0.028015784,0.1739019019,0.0220672478,-0.01091059,0.0,-0.005477477,-0.578846614,-0.013328398
32328.0,0.0086640406,0.0565317958,0.0972515856,0.0923906628,0.0159851511,-0.004995598,3.0,0.0346703509,2.906793936,-0.116570409
44089.0,0.0092960416,0.0359417124,0.041025573,0.0255368176,0.2218358681,0.0325217006,1.0,0.0050769776,1.5352991653,0.0475963112
26657.0,0.0044142193,0.0075082401,0.0236232212,0.4557706151,0.0543324266,0.0325468102,1.0,0.0091555804,4.3955792327,0.0472517116
40142.0,0.0147588611,0.0258093843,0.0516683519,0.146705751,0.0607751623,0.0513206758,1.0,0.020519263,0.9945945946,0.0202702694
40222.0,0.0786351653,0.0687581699,0.124671407,0.215323646,0.0786180184,-0.083526751,3.0,0.047454527,3.8099352874,0.1733324043
32504.0,0.0066507619,0.030365841,0.0601889893,-0.013981281,0.0801552441,-0.02734991,3.0,0.0196666151,0.5669934641,0.0400705636
40476.0,0.0001055929,-0.002711537,-0.004013194,0.0149752878,0.0025229358,-0.003893351,0.0,-0.014620143,-0.746037121,0.0
40540.0,-0.002237449,0.0218075802,0.0325443787,0.0385456534,0.0593126386,-0.068579833,1.0,0.0021869874,-0.016780903,0.0192307699
22250.0,0.00451237,0.0216360501,0.0432273475,0.0694183687,0.0022679262,0.0008126646,0.0,0.005954894,4.0599149594,0.0374791753
27879.0,0.0279559711,0.0374944014,0.1097401111,0.2747420144,0.0231336382,0.0135697828,1.0,0.0218110774,1.1738396624,0.0293185189
50382.0,0.0272972845,0.0291377311,0.0385946328,-0.043570303,0.0135962711,-0.018495243,1.0,0.1702808786,-0.625304136,0.0090909088
52716.0,0.0066059858,0.0259833121,0.0423389717,0.03415658,0.0748040442,0.13132135,0.0,0.0050907093,-0.384742952,0.0306018442
59555.0,0.0137879927,0.020020087,0.0537073233,0.0008584839,0.0749449394,-0.045808883,6.0,0.0108659612,-0.243924392,0.007614213
54690.0,-0.00012957,0.0136861204,0.0224362762,0.0040440961,0.008704588,0.0,0.0,0.001036512,-0.743707094,-0.010497575
65285.0,0.012108671,0.0176408614,0.1033733393,0.4424469413,0.142754386,-0.01545827,3.0,0.0144219725,0.0421348315,-0.012195121
48653.0,0.0015255356,0.0207779347,0.0685610472,0.0202431637,0.0565994096,-0.033834083,0.0,0.0036743343,-0.084734648,-0.020300774
42842.0,-0.002879929,0.0103448276,0.0341733871,0.1480102041,0.0230417556,0.0058505065,2.0,-0.006122449,-0.381365741,0.1125356145
62287.0,0.0078181984,0.0234076404,0.034514372,0.0232887819,0.1881637453,0.0343002316,0.0,0.0028828608,-0.130913091,-0.019822203
43052.0,-0.117200217,-0.220755849,-0.432432432,-0.290884643,0.442119032,0.1147560632,0.0,-0.14521822,-0.46609717,-0.072751325
48557.0,0.0025772532,0.0048927587,0.0060625557,-0.002130097,0.1394013536,0.0030370865,0.0,0.0012529982,-0.544919961,0.0
43530.0,0.0012695189,0.0110871248,0.0216989254,0.5560282745,0.013867059,0.0015718796,0.0,-0.002791996,0.319841619,-0.049900692
44637.0,-0.026430699,-0.023104963,-0.036813463,-0.031332803,0.0221510965,-0.090878208,0.0,-0.021705529,-0.909477444,0.0678160936
18278.0,0.0043029631,0.0216786366,0.033424825,0.0235130827,0.0787389479,0.0062153601,3.0,0.0127901774,-0.288676236,-0.013001079
44821.0,0.0,-0.040711685,-0.062647941,0.0382018328,0.2665654649,-0.064496505,0.0,0.0063807833,-0.320709387,0.0006097574
44856.0,-0.008130081,0.0116187595,0.0206829689,0.1072670671,0.1551445087,0.0418785771,2.0,-0.012829785,-0.014877362,0.025071186
45074.0,0.0088118753,0.0137336926,0.0197432406,0.0427843916,0.1817481323,0.0735289887,0.0,0.0027319646,1.9163539639,-0.021603398
45103.0,0.0047394114,0.0116602967,0.0426338228,0.0991276087,0.0317906836,-0.013429002,0.0,0.0041434219,2.230438219,0.0811144114
53129.0,-0.004348576,0.0166146821,0.0363699651,-0.02978703,0.0176574046,0.0050212618,0.0,-0.006930231,-0.362666086,0.0099741532
54674.0,0.0055332688,-0.005808677,-0.009435817,-0.262997503,0.128502994,-0.005429861,0.0,0.0089858817,1.6376811594,-0.003647038
44265.0,-0.001901721,-0.009184459,-0.036188422,0.0766548249,0.0165539767,0.0026671284,0.0,-0.013316392,-0.516061744,-0.028573157
51828.0,-0.035555556,-0.028620417,-0.039587704,-0.037396311,0.0665176981,-0.007429821,0.0,-0.068061286,-0.264328486,-0.078947365
67280.0,0.0233111323,0.0717562505,0.0823570708,0.0459426157,0.590275515,0.0146946802,1.0,0.011915562,0.8126219909,-0.014084507
46747.0,0.0162080663,0.0407301959,0.0673833537,0.0463197457,0.0796174426,-0.870094585,7.0,0.0201089456,2.0348326593,0.0941850971
33312.0,0.0010230554,0.0040961664,0.0200582605,0.0788568146,0.0111372051,0.0025665432,0.0,0.0165997881,-0.535194744,-0.02578967
47221.0,0.0727574929,0.0590658936,0.09407739,0.0713450292,0.0065580372,-0.022052398,1.0,0.004705653,-0.495033939,0.0835839603
47563.0,0.0094024871,0.0358744395,0.0510073961,0.0056940057,0.3228676964,0.0248675501,1.0,0.0042120042,-0.24132047,-0.034750067
47750.0,0.002311159,0.013268426,0.047883867,0.0263831977,0.2894579496,-0.057562584,0.0,0.0049450208,-0.750262778,-0.013468166
61137.0,0.0050950472,0.0300443073,0.0380037783,0.016988089,0.4423915029,0.1221868784,3.0,0.0118916623,0.4188615123,-0.06666667
58624.0,-0.001064475,0.0027903779,0.012070414,0.0259153668,0.0928335636,0.2645802429,0.0,-0.001871861,1.5884270579,-0.048722368
48443.0,0.0096362025,0.0288186925,0.0484852004,0.0674361883,0.0005928994,0.0783419871,1.0,0.0065626773,0.0063036004,0.073809525
48734.0,0.0047311724,0.0217281954,0.0830756467,0.1173770462,0.0158176911,0.0113283507,2.0,0.0062368054,1.2850924918,0.0451466087
50462.0,-0.005700959,0.0396822228,0.048421668,0.0802342289,0.284638223,0.00726129,1.0,0.0064617456,-0.688837028,0.0001691822
52708.0,0.0033288785,0.0069567383,0.0170892355,0.1435931545,0.0180451703,0.1308335587,0.0,0.0110831686,2.2507861635,0.0995061696
49585.0,0.0144624256,0.0296947827,0.0444682109,0.0751304873,0.2200896894,-0.016604413,0.0,0.0080061331,-0.249284049,0.0004432611
49796.0,0.0040805315,-0.010431053,-0.022554028,-0.726439124,0.0332691297,0.0009124021,0.0,-0.019154356,-1.0,0.0
64020.0,0.0060174457,0.0379922003,0.0493881,0.0219588887,0.1599806059,0.016346404,0.0,0.0020855722,-0.179941003,0.0567972844
64610.0,0.0152653017,0.0758224864,0.1263549827,0.0123016033,0.1439934882,0.0281116826,1.0,0.0014878607,0.0949033392,-0.048139475
13143.0,0.0005944455,0.0013125873,0.0047266555,0.0356677477,0.038912562,0.0036236846,0.0,0.0007089919,-0.074760581,-0.022599592
61794.0,0.0068628007,0.0118365718,0.0424120443,0.0804859911,0.0246931501,0.187808219,1.0,0.0008297969,0.3965639734,-0.023033082
50682.0,0.0945494994,0.0500156789,0.1029696578,0.1010743446,0.0291053593,0.027919185,4.0,0.02265578,0.5452538631,-0.084523814
51079.0,0.0,-0.018890707,-0.130798274,0.004827469,0.0163887904,-10.82110361,1.0,-0.003603604,1.5247455461,-0.061300505
51087.0,0.0111265283,0.0316860411,0.0381040026,0.0932836628,0.3332605429,0.0094280185,0.0,0.0067814524,-0.17013087,-0.012913867
59926.0,0.002873442,0.0108341528,0.0477886239,0.0261212165,0.0543935982,0.0008929513,0.0,0.0014528448,0.1096316023,0.0078431913
51423.0,-0.006694501,0.005125903,0.0081131545,0.0433218117,0.0818717146,-0.018568707,0.0,-0.004363586,4.7702653938,-0.044117648
67328.0,-0.007438017,0.0242004318,0.0655514756,0.1673474669,0.0263605881,-0.034432382,0.0,0.0109357295,11.294142172,0.0370370373
45022.0,0.0659771341,0.0386177731,0.0721132615,0.3929513837,0.0150499146,0.0206925426,5.0,0.0316888556,1.0576131687,0.101949905
20386.0,0.0069201437,0.0072014952,0.0110935938,0.0404213203,0.1818742588,0.0574301577,0.0,0.0068397162,0.0898290702,0.0364768915
30082.0,0.0213852318,0.0266261949,0.0346350333,0.0373612482,0.0629423594,0.0559095379,1.0,0.0051408228,-0.332455216,0.0106951874
52012.0,-0.02095155,-0.012953888,-0.070700427,-0.681494691,0.0707226809,-0.001840662,0.0,-0.148810245,1.4818460939,-0.025314044
52090.0,0.001422638,0.0628568568,0.1218538272,0.0139501864,0.0054972818,-0.012218685,4.0,0.0579332237,0.1762403722,0.0120969051
59942.0,0.0115924085,0.0175966347,0.0272318577,0.0661352464,0.3215553758,-0.047677965,6.0,0.0132677915,1.1257503949,0.1048814673
54114.0,0.0141653855,0.0292906708,0.058554254,0.0799663005,0.2229695178,0.0349449385,2.0,0.0087065313,-0.07258393,-0.005452294
47538.0,0.0135171539,0.0292953286,0.0525210084,0.0806345896,0.3061713242,0.0136701601,5.0,0.0130046179,1.0769230769,0.0296312552
62949.0,0.010548472,-0.021379414,-0.049958753,0.0481965336,0.198194672,-0.289402946,0.0,-0.033229815,-0.537085016,0.0730994157
48063.0,-2.6036e-05,-0.02110824,-0.135535977,0.0581847531,0.0333545482,-0.012557744,0.0,-0.067869983,-0.215323306,0.115384616
54907.0,-0.007881365,-0.02117563,-0.026976079,0.0168551851,0.2250326627,-0.036217356,0.0,-0.004756313,-0.675547711,-0.027027028
54950.0,-0.004371614,0.0138261932,0.0413780191,0.5601736814,0.0542453558,-0.007883331,1.0,-0.019119552,-0.022346369,-0.035010092
51246.0,0.0,0.0100732207,0.0224536076,0.0111329765,0.0138971359,0.0,0.0,-0.006118233,0.2032179084,0.0002330998
55160.0,-0.025546887,-0.009984152,-0.010822883,-0.042583555,0.1600756263,-0.11059528,0.0,-0.019179724,0.6049771801,-0.012987013
55213.0,-0.001367264,0.0227081333,0.037197183,0.0523041878,0.080450325,-0.015589635,0.0,0.0007244067,-0.303118272,-0.03884525
54324.0,0.0,0.0292042042,0.0378308988,0.0192305266,0.0276433484,0.0,1.0,0.0158151312,1.8499496475,0.008848208
64442.0,-0.005808131,-0.384645515,-0.722826531,-0.341443586,0.2180804065,-0.438528489,0.0,-0.819743337,1.1428571429,-0.100000001
34331.0,-0.001560779,-0.008171254,-0.016248297,0.1829319778,0.0453659537,0.0144374452,0.0,0.0070994701,-0.626666667,-0.025428865
55862.0,0.0025720165,-0.025840567,-0.027750991,-0.000691085,0.7154735348,0.0284077496,0.0,-0.007463718,1.1112472478,-0.037878789
65373.0,0.0170159784,0.018627872,0.0558326629,0.0855046074,0.0711528564,0.1234145485,0.0,0.0029095016,1.6762246117,0.0153036583
56363.0,0.0020423417,0.0316492105,0.0468231842,0.0218908138,0.1152216968,0.0606575234,2.0,0.001275451,-0.522053908,-0.049304279
52337.0,0.0027467782,0.0158829816,0.0452385752,0.0395200166,0.0390355257,0.194960913,2.0,0.0041446847,0.0153762565,0.0307154544
51377.0,0.027402744,0.014866765,0.0273259424,0.1049862943,0.0623171526,0.0542400151,4.0,0.0294251794,0.0263651964,-0.03361582
22066.0,0.0032211908,0.0265974369,0.0380224368,0.0576257203,0.0105653401,0.0115224757,0.0,0.0024828717,-0.490807934,0.0112676951
51318.0,0.0151284881,0.0205416202,0.0323836432,0.0350336719,0.2404827657,0.0088881359,0.0,0.002146817,-0.594453005,0.0226133522
