firms,chtx,roaq,roeq,rsup,cash,cinvest,nincr,sue,aeavol,ear,mom1,mom2,mom3,mom4,mom5,mom6,mom7,mom8,mom9,mom10,mom11,mom12,mom13,mom14,mom15,mom16,mom17,mom18,mom19,mom20,mom21,mom22,mom23,mom24,mom25,mom26,mom27,mom28,mom29,mom30,mom31,mom32,mom33,mom34,mom35,mom36,mom37
54594.0,8.50734e-05,0.0222801907,0.044276688,0.0420807501,0.0224296684,-0.000968977,5.0,0.0009194038,-0.098000798,-0.004651163,0.0049999999999998,0.0523560209424083,0.1964285714285714,0.4357142857142857,0.3400000000000001,0.5112781954887218,0.3673469387755101,-0.3068965517241379,-0.3277591973244147,-0.232824427480916,-0.2178988326848249,-0.1728395061728395,-0.1554621848739495,-0.25,-0.1694214876033057,-0.0986547085201793,0.0748663101604278,0.0691489361702126,0.046875,0.1618497109826588,0.0691489361702126,0.2108433734939758,0.046875,0.0634920634920634,0.1166666666666667,0.0748663101604278,0.2331288343558282,-0.04739336492891,-0.0289855072463768,0.046875,0.1166666666666667,0.1964285714285714,0.1104972375690607,0.1485714285714285,0.3223684210526316,0.3400000000000001,0.5
10154.0,-0.001675023,0.0017781534,0.0037814969,0.1908839083,0.0534914951,-0.016325771,0.0,-0.00575223,0.0561351975,0.0407256577,-0.1162790697674418,-0.1739130434782608,0.0,-0.0129870129870129,0.0857142857142856,0.0555555555555555,-0.073170731707317,-0.3214285714285714,-0.3090909090909091,-0.3448275862068966,-0.3214285714285714,-0.2549019607843137,-0.2549019607843137,-0.3090909090909091,-0.2692307692307693,-0.2083333333333333,-0.1162790697674418,-0.1363636363636363,-0.1264367816091953,-0.1162790697674418,-0.1914893617021277,-0.1363636363636363,-0.2692307692307693,-0.2830188679245283,-0.2830188679245283,-0.3090909090909091,-0.3666666666666667,-0.3027522935779816,-0.3559322033898305,-0.2692307692307693,-0.2962962962962963,-0.3666666666666667,-0.3666666666666667,-0.62,-0.6041666666666667,-0.6122448979591837,-0.6041666666666667
26649.0,9.4477328e-06,0.0048619033,0.0048732583,-0.001764981,0.0212828953,0.0,0.0,-0.003546348,-0.059792028,0.0112045696,-0.0028011204481792,-0.0028011204481792,-0.043010752688172,-0.0299727520435967,-0.1032745591939546,-0.1380145278450363,-0.0326086956521739,-0.2583333333333333,-0.3206106870229007,-0.3597122302158273,-0.2277657266811279,-0.2505263157894737,-0.3219047619047619,-0.2473572938689218,0.0259365994236311,0.1055900621118013,0.1866666666666667,0.2108843537414966,0.2579505300353357,0.1710526315789473,0.2805755395683453,0.4015748031496062,0.4015748031496062,0.2579505300353357,0.2150170648464164,0.2535211267605635,0.2447552447552448,0.0987654320987654,0.2759856630824373,0.2535211267605635,0.2535211267605635,0.1633986928104576,0.231833910034602,-0.0273224043715847,-0.101010101010101,-0.1209876543209876,-0.1166253101736972
10867.0,0.0036596737,0.0195168484,0.0405941656,0.1679800125,0.0503202196,0.002735635,2.0,0.0061935519,1.8314929649,-0.027027028,0.0,0.1071428571428572,0.3478260869565217,0.3191489361702126,0.2916666666666667,0.4090909090909091,0.2916666666666667,-0.2790697674418605,-0.2790697674418605,-0.4038461538461538,-0.3404255319148936,-0.2790697674418605,-0.3111111111111111,-0.2790697674418605,-0.3111111111111111,0.0689655172413792,0.3478260869565217,0.0,0.1923076923076923,0.0689655172413792,-0.3404255319148936,-0.38,-0.5079365079365079,-0.5303030303030303,-0.5810810810810811,-0.5974025974025974,-0.6477272727272727,-0.5303030303030303,-0.5694444444444444,-0.5694444444444444,-0.5507246376811594,-0.5633802816901409,-0.6125,-0.6555555555555556,-0.5810810810810811,-0.5303030303030303,-0.523076923076923
11010.0,0.0065449969,0.0111849391,0.0303212249,0.4251125392,0.0833276555,-0.034246695,1.0,0.0261544845,1.2053057043,0.1222222224,-0.0952380952380952,-0.05,-0.1363636363636363,-0.1363636363636363,0.1875,0.1875,0.0555555555555555,-0.3666666666666667,-0.3666666666666667,-0.40625,-0.5476190476190477,-0.40625,-0.2083333333333333,-0.2692307692307693,-0.2962962962962963,-0.3448275862068966,-0.24,-0.2962962962962963,-0.3214285714285714,-0.3214285714285714,-0.3870967741935484,-0.40625,-0.40625,-0.3666666666666667,-0.3870967741935484,-0.4571428571428572,-0.5128205128205128,-0.3666666666666667,-0.24,-0.2692307692307693,-0.40625,-0.4411764705882353,-0.5,-0.525,-0.5,-0.4411764705882353,-0.525
12117.0,0.0145610767,0.0234636872,0.0328590289,0.0648247365,0.3377181386,0.0168202434,5.0,0.033897118,15.513291494,0.1046099309,-0.0217391304347825,0.3235294117647058,0.40625,0.3636363636363635,0.3235294117647058,0.7307692307692308,0.6666666666666667,0.1538461538461537,0.125,0.125,0.2857142857142858,0.5,0.2162162162162162,0.2857142857142858,0.1842105263157893,0.2162162162162162,0.2162162162162162,0.1538461538461537,0.0465116279069768,-0.150943396226415,0.25,0.125,-0.0999999999999999,-0.1666666666666666,-0.0999999999999999,-0.0425531914893616,-0.0625,-0.0816326530612244,-0.0999999999999999,0.0227272727272727,0.0465116279069768,0.1842105263157893,0.0227272727272727,-0.0816326530612244,-0.0999999999999999,-0.0999999999999999,-0.1964285714285714
12320.0,0.002441661,0.0167425865,0.0410963976,0.1711513113,0.0137740776,0.0093637798,3.0,0.0201581746,2.4528695418,0.0717532467,0.0652173913043479,0.1666666666666667,0.1666666666666667,0.3999999999999999,0.3999999999999999,0.53125,0.3611111111111111,-0.0576923076923077,-0.0754716981132075,0.0,0.0888888888888888,0.0652173913043479,0.0652173913043479,-0.02,0.0208333333333332,-0.0392156862745097,0.0,0.0,0.0208333333333332,0.1666666666666667,0.0888888888888888,0.0652173913043479,-0.0392156862745097,-0.0576923076923077,-0.02,-0.02,-0.1967213114754098,-0.1833333333333333,-0.1090909090909091,-0.0925925925925925,-0.02,-0.1403508771929824,-0.2222222222222222,-0.2403100775193798,-0.2686567164179104,-0.1403508771929824,-0.1551724137931034
13056.0,-0.000322091,0.0134862699,0.0287977991,0.0719538534,0.0557429153,-0.057698976,1.0,0.004,2.2121931583,0.1117062215,0.0218978102189781,0.1023622047244094,-0.0070921985815602,0.1475409836065573,0.25,0.2280701754385965,0.0370370370370369,-0.2349726775956284,-0.3859649122807017,-0.3721973094170403,-0.3269230769230768,-0.3137254901960784,-0.3693693693693693,-0.4017094017094017,-0.3913043478260869,-0.3518518518518518,-0.3333333333333333,-0.3577981651376146,-0.4795539033457249,-0.4214876033057851,-0.4982078853046595,-0.5317725752508361,-0.5705521472392638,-0.5379537953795379,-0.5,-0.5172413793103448,-0.5053003533568905,-0.4594594594594594,-0.4636015325670498,-0.3991416309012875,-0.4422310756972112,-0.4466403162055335,-0.4308943089430894,-0.4909090909090909,-0.5104895104895104,-0.5070422535211268,-0.5035460992907801
13283.0,-0.00915455,0.0739170296,0.0829795446,-0.002191919,0.7050952687,0.0016039274,2.0,0.0017222218,8.3333333333,-0.010307018,-0.0799999999999999,-0.089108910891089,-0.089108910891089,0.4838709677419355,0.6727272727272726,0.6727272727272726,0.6140350877192982,0.0109890109890109,0.1794871794871795,0.1219512195121952,0.1794871794871795,0.0952380952380953,0.0952380952380953,0.1794871794871795,0.1499999999999999,0.0952380952380953,0.0574712643678161,-0.1320754716981131,0.0,0.0,-0.1153846153846154,-0.1320754716981131,-0.3611111111111111,-0.3698630136986301,-0.1320754716981131,-0.2333333333333332,-0.2923076923076922,-0.031578947368421,0.0222222222222221,-0.010752688172043,0.069767441860465,0.2266666666666665,0.2105263157894736,0.108433734939759,0.2105263157894736,0.393939393939394,0.3529411764705883
50091.0,-0.00961594,0.0168595991,0.0321633142,0.1769220194,0.0158582876,-0.002142076,1.0,-0.033786461,4.9630292188,0.0261564224,-0.0040160642570281,-0.0197628458498023,-0.0350194552529182,-0.0236220472440944,-0.03125,0.1071428571428572,0.24,-0.1506849315068493,-0.1564625850340135,-0.1328671328671329,-0.0534351145038167,-0.0948905109489051,-0.0780669144981413,-0.0424710424710425,-0.0424710424710425,0.0163934426229508,0.0290456431535268,0.0247933884297519,0.0689655172413792,0.1221719457013574,0.1534883720930233,0.2653061224489796,0.1866028708133971,0.0689655172413792,0.1376146788990826,-0.4311926605504587,-0.4451901565995525,-0.3439153439153439,-0.3541666666666666,-0.3657289002557544,-0.2914285714285715,-0.2705882352941177,-0.2051282051282051,-0.1868852459016393,-0.1079136690647482,-0.1079136690647482,-0.0387596899224805
