firms,chtx,roaq,roeq,rsup,cash,cinvest,nincr,sue,aeavol,ear,mom1,mom2,mom3,mom4,mom5,mom6,mom7,mom8,mom9,mom10,mom11,mom12,mom13,mom14,mom15,mom16,mom17,mom18,mom19,mom20,mom21,mom22,mom23,mom24,mom25,mom26,mom27,mom28,mom29,mom30,mom31,mom32,mom33,mom34,mom35,mom36,mom37,mom38,mom39,mom40,mom41,mom42,mom43,mom44,mom45,mom46,mom47,mom48
18980.0,-0.001820073,-0.120755025,-0.383610869,-0.232463843,0.0163976404,-0.008199622,0.0,-0.611558618,1.0542635659,0.0757666826,-0.1578947368421053,0.018181818181818,0.0769230769230768,-0.0967741935483871,-0.125,-0.1111111111111111,-0.1111111111111111,-0.3253012048192771,-0.282051282051282,-0.081967213114754,-0.2112676056338028,-0.1515151515151515,-0.081967213114754,-0.2328767123287671,-0.1999999999999999,-0.1641791044776119,0.0090090090090089,0.0275229357798165,-0.1703703703703704,-0.2275862068965517,-0.125,-0.0344827586206896,0.0090090090090089,-0.0894308943089431,-0.2727272727272727,-0.1578947368421053,-0.4074074074074074,-0.3488372093023255,-0.3777777777777777,-0.3212121212121211,-0.4909090909090909,-0.5172413793103448,-0.4256410256410257,-0.3253012048192771,-0.3913043478260869,-0.2432432432432432,-0.1884057971014492,-0.1317829457364341,-0.0088495575221239,-0.0967741935483871,-0.0666666666666666,0.0769230769230768,0.018181818181818,0.0090090090090089,0.0666666666666666,-0.081967213114754,0.2043010752688172,0.3658536585365854
39116.0,-0.027129057,0.0002438064,0.0003160326,-0.303545395,0.1411970441,0.0100884806,0.0,-0.07603914,2.5420962199,0.0012315288,0.0333333333333334,0.0689655172413792,0.0,-0.0606060606060605,-0.2249999999999999,-0.2249999999999999,-0.1142857142857143,-0.1842105263157895,0.1071428571428572,0.2916666666666667,0.7222222222222223,0.8235294117647058,0.8235294117647058,0.4090909090909091,0.3478260869565217,0.4761904761904763,0.631578947368421,0.7222222222222223,0.2916666666666667,0.3478260869565217,0.7222222222222223,0.4761904761904763,0.4090909090909091,0.4090909090909091,0.3478260869565217,0.631578947368421,0.4761904761904763,0.55,0.4761904761904763,0.4761904761904763,0.1481481481481481,0.1481481481481481,0.2916666666666667,0.2916666666666667,0.1923076923076923,0.1923076923076923,0.3478260869565217,0.55,0.4761904761904763,0.4090909090909091,0.1923076923076923,0.3478260869565217,0.4090909090909091,0.3478260869565217,0.1923076923076923,0.1481481481481481,0.4090909090909091,0.24
50032.0,0.0016528265,0.0161537817,0.0504008599,0.277392979,0.1408659142,0.0023741791,0.0,0.0037553075,0.0189982729,0.0001073889,-0.0102564102564102,0.0903954802259887,0.1220930232558139,0.191358024691358,0.2215189873417722,0.191358024691358,0.1420118343195267,0.0376344086021505,0.0965909090909091,0.191358024691358,0.1840490797546012,0.3129251700680271,0.321917808219178,-0.339041095890411,-0.396875,-0.3672131147540983,-0.3131672597864768,-0.3651315789473685,-0.4593837535014006,-0.456338028169014,-0.404320987654321,-0.3774193548387097,-0.3588039867109635,-0.3156028368794326,-0.3930817610062893,-0.3892405063291139,-0.396875,-0.3457627118644067,-0.3082437275985663,-0.3082437275985663,-0.4151515151515151,-0.4204204204204204,-0.3435374149659864,-0.293040293040293,-0.2878228782287823,-0.2431372549019608,-0.1535087719298246,-0.0765550239234449,-0.0631067961165048,-0.1958333333333333,-0.089622641509434,-0.0721153846153845,-0.0981308411214952,-0.0153061224489795,-0.0301507537688442,0.0546448087431694,0.1352941176470588,0.1220930232558139
49330.0,-0.005280291,-0.014944534,-0.046032872,0.066370275,0.0198771216,-0.033928948,0.0,-0.037948862,0.3880567206,-0.045228404,0.0,0.0091743119266054,0.0280373831775699,0.0576923076923077,0.0576923076923077,0.0280373831775699,0.1,0.8644067796610169,1.156862745098039,1.4444444444444446,1.391304347826087,1.558139534883721,1.391304347826087,1.156862745098039,0.896551724137931,1.156862745098039,1.0754716981132075,1.0754716981132075,0.71875,0.6176470588235294,0.896551724137931,0.9642857142857142,0.4864864864864864,0.71875,1.2000000000000002,1.2000000000000002,1.156862745098039,1.2000000000000002,1.391304347826087,1.5,0.9642857142857142,1.0370370370370372,1.156862745098039,1.1153846153846154,0.8644067796610169,0.71875,0.7741935483870968,0.9298245614035088,1.2448979591836733,1.156862745098039,1.2000000000000002,1.4444444444444446,1.2448979591836733,1.156862745098039,1.1153846153846154,1.0754716981132075,1.2916666666666663,1.2916666666666663
17304.0,0.0030640535,0.0077758645,0.0168949227,0.0956004672,0.0629921654,0.0363692875,0.0,0.0093857957,1.3748834318,0.0440746597,0.1467391304347827,0.2411764705882353,0.2267441860465116,0.2634730538922156,0.3525641025641026,0.2559523809523809,0.1530054644808742,0.1223404255319149,0.0549999999999999,0.1988636363636364,0.1722222222222222,0.1787709497206704,0.3024691358024691,0.3024691358024691,0.1593406593406594,0.1047120418848168,0.0765306122448978,0.0820512820512819,0.0242718446601941,0.0242718446601941,0.0765306122448978,0.0603015075376884,0.1344086021505377,0.1593406593406594,0.2267441860465116,0.2485207100591715,0.1657458563535911,0.2126436781609195,0.1467391304347827,0.1593406593406594,0.0047619047619047,-0.0321100917431192,0.0876288659793813,0.1593406593406594,0.1105263157894735,0.0710659898477157,0.294478527607362,0.3270440251572326,0.3612903225806452,0.2126436781609195,0.1405405405405404,0.2126436781609195,0.2411764705882353,0.1405405405405404,0.1530054644808742,0.1593406593406594,0.3270440251572326,0.294478527607362
47730.0,0.0013644755,0.0218952273,0.0348804435,0.1098808683,0.0591882177,0.011215566,1.0,0.0048086061,2.1265508685,0.0713243708,0.0295857988165679,0.1523178807947018,0.3809523809523809,0.3919999999999999,0.2608695652173913,0.3082706766917293,0.3384615384615383,0.4621848739495797,0.4380165289256199,0.6415094339622642,0.5818181818181818,0.6111111111111112,0.5818181818181818,0.4262295081967213,0.3809523809523809,0.5,0.5535714285714286,0.5818181818181818,0.403225806451613,0.3809523809523809,0.5818181818181818,0.6261682242990654,0.5963302752293578,0.5535714285714286,0.4621848739495797,0.5263157894736843,0.4745762711864407,0.5535714285714286,0.4621848739495797,0.5535714285714286,0.1917808219178083,0.1599999999999999,0.1372549019607842,0.3282442748091603,0.2608695652173913,0.4745762711864407,0.4871794871794872,0.6111111111111112,0.5535714285714286,0.5398230088495575,0.7058823529411764,0.7227722772277227,0.7938144329896908,0.7938144329896908,0.6415094339622642,0.7575757575757576,1.0232558139534884,1.0470588235294116
48581.0,0.0041035879,0.0126382883,0.0445368426,0.0558827478,0.1057929849,-0.060631041,1.0,0.0068175318,4.1809668438,0.1085035279,0.1544715447154472,0.1735537190082645,0.1735537190082645,0.0142857142857142,-0.4156378600823045,-0.4180327868852459,-0.3140096618357487,-0.2526315789473684,-0.1647058823529411,0.1181102362204724,0.0518518518518518,-0.0069930069930069,0.2678571428571428,0.0142857142857142,0.2241379310344826,0.4791666666666667,0.5106382978723405,0.7108433734939759,0.4059405940594058,0.2792792792792793,0.2456140350877194,0.1639344262295081,0.3396226415094339,0.1932773109243697,0.2792792792792793,0.3786407766990292,0.4343434343434342,0.6705882352941177,0.4947368421052631,0.7749999999999999,-0.0340136054421769,-0.1744186046511627,0.1639344262295081,0.595505617977528,0.7749999999999999,0.8205128205128205,0.8205128205128205,1.0579710144927534,1.406779661016949,1.3278688524590163,1.2903225806451617,1.581818181818182,1.6792452830188678,1.84,1.6296296296296298,2.302325581395349,2.55,2.736842105263158
44652.0,-0.000990063,0.0075336893,0.0269104752,0.5521171404,0.0167323857,-0.010602113,0.0,-0.010915692,1.0913177194,-0.010025125,0.053921568627451,0.1878453038674032,0.1497326203208555,0.2573099415204678,0.0591133004926107,-0.0358744394618834,-0.0444444444444444,-0.0046296296296296,-0.0692640692640692,-0.057017543859649,0.053921568627451,0.1436170212765957,0.2874251497005988,0.0141509433962263,-0.057017543859649,0.0093896713615022,-0.0092165898617511,-0.0652173913043477,-0.1535433070866141,-0.1634241245136186,0.0046728971962617,0.1197916666666667,0.0287081339712917,0.053921568627451,0.053921568627451,0.0858585858585858,-0.0046296296296296,-0.0271493212669683,0.0141509433962263,0.053921568627451,-0.0732758620689655,-0.0811965811965812,0.0749999999999999,0.1436170212765957,0.1813186813186813,0.2356321839080459,0.2078651685393258,0.2427745664739884,0.2078651685393258,0.0643564356435644,0.0287081339712917,0.1878453038674032,0.131578947368421,0.2215909090909091,0.1878453038674032,0.2285714285714286,0.4333333333333333,0.4930555555555556
44548.0,0.0013858254,0.0112656077,0.0312900861,0.1861764272,0.0683094237,-0.003005744,0.0,0.0038843369,1.3041084286,0.0731160436,-0.0181818181818181,0.08,0.2857142857142858,0.4794520547945204,0.4399999999999999,0.6000000000000001,0.5,0.6363636363636365,0.7851239669421488,0.9285714285714286,0.7419354838709677,0.8620689655172413,1.076923076923077,0.6875,0.588235294117647,0.7704918032786885,0.894736842105263,1.297872340425532,0.945945945945946,1.076923076923077,1.25,1.3225806451612905,1.3225806451612905,1.16,1.076923076923077,1.297872340425532,1.1818181818181817,1.204081632653061,1.4545454545454546,1.6666666666666663,1.1176470588235294,0.6744186046511629,1.1818181818181817,1.4269662921348316,0.7419354838709677,0.7851239669421488,1.057142857142857,1.1818181818181817,1.4545454545454546,1.076923076923077,1.1176470588235294,1.4827586206896552,1.347826086956522,1.5411764705882351,1.4545454545454546,1.4,1.4827586206896552,1.5116279069767442
38746.0,-0.00822033,0.0043895889,0.009026996,0.0273122044,0.0749137406,0.0099207672,0.0,-0.046127965,0.2186379928,-0.061302805,-0.0129870129870129,0.0410958904109588,0.0133333333333334,0.0704225352112675,-0.1264367816091953,-0.1264367816091953,-0.0379746835443037,0.1515151515151516,0.1343283582089551,0.3818181818181818,0.4615384615384614,0.52,0.853658536585366,0.0857142857142856,0.2459016393442623,0.52,0.8999999999999999,1.0,0.5833333333333333,0.3818181818181818,0.6888888888888889,0.8999999999999999,0.8999999999999999,1.3030303030303032,1.375,1.3030303030303032,1.2352941176470589,1.8148148148148149,1.7142857142857144,2.1666666666666665,0.9487179487179488,0.9487179487179488,0.7674418604651163,0.9487179487179488,0.7272727272727273,1.5333333333333332,1.4516129032258065,2.8,2.8,3.4705882352941178,4.066666666666666,4.066666666666666,4.428571428571429,4.066666666666666,4.428571428571429,4.066666666666666,4.066666666666666,4.066666666666666
