firms,chtx,roaq,roeq,rsup,cash,cinvest,nincr,sue,aeavol,ear,mom1,mom2,mom3,mom4,mom5,mom6,mom7,mom8,mom9,mom10,mom11,mom12,mom13,mom14,mom15,mom16,mom17,mom18,mom19,mom20,mom21,mom22,mom23,mom24,mom25,mom26,mom27,mom28,mom29,mom30
20482.0,0.0037213425,0.041107721,0.0931391113,0.0104239345,0.1245886483,0.0134756762,1.0,-5.4795e-05,0.2982298752,0.0242670486,-0.0318302387267904,0.061046511627907,0.0895522388059701,-0.0806045340050377,-0.0920398009950248,-0.1511627906976744,-0.5067567567567568,-0.4710144927536231,-0.4710144927536231,-0.3539823008849557,-0.3363636363636363,-0.3327239488117002,-0.2670682730923694,-0.2167381974248927,-0.1960352422907488,-0.2116630669546436,-0.1779279279279279,-0.20479302832244,-0.1570438799076212,-0.105392156862745,-0.1391509433962264,-0.0469973890339425,-0.0343915343915344,0.0928143712574849,0.1060606060606059,0.1094224924012157,0.0960960960960961,-0.0343915343915344,0.0488505747126437,0.0458452722063036
64688.0,-8.6665e-05,0.0290145359,0.0612352457,0.0216873555,0.1853837821,0.0045260053,2.0,0.0008006342,-0.373959424,-0.030435109,-0.0462962962962962,-0.0096153846153845,0.0048780487804878,-0.1004366812227074,-0.019047619047619,-0.0762331838565022,-0.1487603305785123,-0.1234042553191488,-0.1726907630522088,-0.1487603305785123,-0.0884955752212389,-0.019047619047619,0.0564102564102564,0.1256830601092895,0.2484848484848485,0.1318681318681318,0.1195652173913044,0.1444444444444443,0.1573033707865168,0.10752688172043,0.1318681318681318,0.0785340314136124,0.0098039215686274,0.1318681318681318,0.2046783625730994,0.2046783625730994,-0.2076923076923077,-0.2616487455197133,-0.1158798283261802,-0.0844444444444444
10057.0,0.0411414971,0.0482772269,0.1034944736,-0.005188456,0.0507515235,-0.01972061,1.0,0.0038554217,0.9194532708,0.0825409908,-0.0119047619047618,-0.0235294117647059,0.0506329113924051,-0.0459770114942529,0.0641025641025641,-0.1263157894736841,-0.1616161616161616,-0.2095238095238095,-0.2589285714285714,-0.1530612244897958,-0.2385321100917431,-0.17,-0.2169811320754716,-0.1170212765957446,-0.2019230769230768,-0.2654867256637168,-0.3412698412698413,-0.3851851851851852,-0.2782608695652173,-0.2844827586206896,-0.3306451612903226,-0.435374149659864,-0.4429530201342282,-0.2019230769230768,-0.2719298245614034,-0.3412698412698413,-0.3025210084033614,-0.2966101694915254,-0.2385321100917431,-0.4028776978417266
63837.0,-0.00877066,0.0051267028,0.007749535,-0.08240021,0.0504487958,-0.002800057,1.0,-0.013766429,1.2159353349,0.0836158227,-0.0196078431372549,0.0,-0.0566037735849056,-0.1228070175438597,-0.1935483870967742,-0.180327868852459,-0.2307692307692307,-0.253731343283582,-0.2424242424242424,-0.3055555555555556,-0.295774647887324,-0.253731343283582,-0.1379310344827586,-0.1379310344827586,-0.180327868852459,-0.2063492063492064,-0.1935483870967742,-0.1935483870967742,-0.21875,-0.3055555555555556,-0.3333333333333333,-0.3670886075949366,-0.3589743589743589,-0.3333333333333333,-0.3150684931506849,-0.375,-0.375,-0.3421052631578947,-0.2647058823529411,-0.295774647887324
28695.0,-0.019985154,-0.021041068,-0.093293368,-0.37043354,0.0210488549,0.8998343015,0.0,-0.097540738,9.893258427,0.0669565238,0.3870967741935485,0.34375,0.2285714285714286,0.1944444444444444,0.2647058823529411,0.0749999999999999,0.0,-0.0444444444444444,0.3870967741935485,0.3870967741935485,0.72,1.263157894736842,0.72,1.3888888888888888,1.0476190476190474,0.8695652173913044,0.9545454545454546,0.9545454545454546,0.7916666666666667,0.5925925925925926,0.5925925925925926,0.162162162162162,0.0749999999999999,0.2285714285714286,0.5925925925925926,0.6538461538461537,0.4827586206896552,0.4333333333333333,1.5294117647058822,0.9545454545454546
60038.0,-0.024127888,-0.024240506,-0.037083656,0.0056155631,0.0268619445,-0.012714121,0.0,-0.040111165,3.8681055156,0.0006651236,0.0819672131147541,0.03125,0.064516129032258,0.03125,-0.1428571428571429,-0.2048192771084337,-0.2325581395348837,-0.2666666666666667,-0.2747252747252747,-0.2666666666666667,-0.2903225806451612,-0.2826086956521739,-0.2142857142857143,-0.1428571428571429,-0.1538461538461538,-0.175,-0.175,-0.175,-0.1951219512195121,-0.175,-0.131578947368421,-0.1645569620253164,-0.2048192771084337,-0.1538461538461538,-0.175,-0.1081081081081081,-0.2413793103448276,-0.25,-0.2413793103448276,-0.3529411764705882
51510.0,-0.010158549,0.0203754301,0.050795053,-0.370867255,0.0531397877,-0.030762935,2.0,-0.025544776,0.4124935467,-0.098665951,0.123076923076923,0.0,-0.0759493670886075,-0.1511627906976744,-0.284313725490196,-0.3363636363636363,-0.3363636363636363,-0.3047619047619048,-0.3916666666666667,-0.3596491228070175,-0.2474226804123711,-0.3302752293577982,-0.1978021978021977,-0.1097560975609756,-0.1797752808988764,-0.284313725490196,-0.3363636363636363,-0.2626262626262626,-0.1511627906976744,-0.2065217391304348,-0.1704545454545454,-0.4632352941176471,-0.4251968503937008,-0.3865546218487394,-0.3302752293577982,-0.3363636363636363,-0.3423423423423423,-0.3423423423423423,-0.3539823008849557,-0.4206349206349206
10752.0,0.0061121083,0.0112172704,0.137611276,0.0580607348,0.1172302147,0.1064720228,3.0,0.0594981911,-0.31709396,0.0318394024,-0.1111111111111111,-0.1724137931034483,-0.1428571428571429,0.0,0.0909090909090908,0.1999999999999999,0.1999999999999999,0.0434782608695651,0.0434782608695651,-0.1428571428571429,0.1428571428571428,0.1999999999999999,-0.1428571428571429,0.3333333333333332,-0.0769230769230768,-0.368421052631579,-0.4545454545454546,-0.4,-0.6,-0.7209302325581395,-0.7333333333333334,-0.7777777777777778,-0.7777777777777778,-0.6470588235294117,-0.6363636363636364,-0.6363636363636364,-0.6,-0.6842105263157895,-0.6129032258064516,-0.6666666666666667
10779.0,0.0423330888,-0.031787969,-0.04340329,0.1751370938,0.0305017053,-0.214567216,2.0,1.648673712,0.3433109014,0.0889328085,-0.1739130434782608,-0.2692307692307693,0.0555555555555555,-0.0952380952380952,-0.1739130434782608,-0.3448275862068966,-0.4242424242424242,-0.4242424242424242,-0.3968253968253968,-0.4722222222222222,-0.5,-0.6274509803921569,-0.6346153846153846,-0.6481481481481481,-0.7076923076923076,-0.6779661016949152,-0.6545454545454545,-0.6779661016949152,-0.6935483870967742,-0.7121212121212122,-0.7432432432432432,-0.7625,-0.7285714285714286,-0.6935483870967742,-0.6346153846153846,-0.6935483870967742,-0.7625,-0.8061224489795918,-0.7361111111111112,-0.7432432432432432
17224.0,0.008800195,0.01610023,0.045610911,0.4284444444,0.0262929921,-0.152197868,3.0,0.0118998999,1.0431924883,0.0809936582,-0.5135135135135135,-0.4929577464788732,-0.4193548387096774,-0.5423728813559322,-0.5609756097560976,-0.5862068965517242,-0.564516129032258,-0.4929577464788732,-0.5283842794759825,-0.4782608695652174,-0.3532934131736527,-0.4,-0.3032258064516129,-0.2941176470588235,-0.2058823529411765,-0.1692307692307691,-0.1940298507462686,-0.2285714285714285,-0.1074380165289256,-0.0526315789473684,-0.2602739726027397,-0.3121019108280255,-0.2230215827338129,-0.1496062992125983,-0.0526315789473684,-0.1496062992125983,-0.0999999999999999,-0.1219512195121951,0.1368421052631578,-0.0181818181818181
61487.0,-0.002010962,0.0240985257,-0.135126162,-1.788931391,0.1522118179,0.0769100255,0.0,0.0296283194,-0.126516464,0.0036764704,-0.1333333333333333,-0.1875,-0.2352941176470588,-0.3157894736842105,-0.2777777777777778,-0.1875,-0.35,-0.3157894736842105,-0.1333333333333333,-0.2352941176470588,-0.3809523809523809,-0.3809523809523809,-0.4347826086956522,-0.48,-0.48,-0.5,-0.5357142857142857,-0.2777777777777778,-0.2352941176470588,-0.0714285714285714,-0.2352941176470588,-0.1875,-0.1875,0.0833333333333332,-0.1875,-0.1875,-0.3809523809523809,-0.4583333333333333,-0.2777777777777778,-0.4347826086956522
47650.0,-0.000695415,0.0034493202,-0.012263699,0.0077786221,0.0654409567,1.2477336234,1.0,-0.002012203,-0.069663268,0.0003096182,0.0,-0.0517241379310344,0.03125,0.0060975609756097,0.0784313725490195,-0.5015105740181269,-0.4329896907216495,-0.4368600682593856,-0.3820224719101124,-0.3604651162790697,-0.2105263157894736,-0.2731277533039647,-0.2067307692307692,-0.2289719626168224,-0.2216981132075471,-0.2216981132075471,-0.25,-0.2794759825327511,-0.2826086956521739,-0.3037974683544303,-0.2567567567567568,-0.2666666666666667,-0.2253521126760563,-0.1494845360824742,-0.1581632653061224,-0.1269841269841269,-0.0060240963855421,-0.0677966101694915,0.0855263157894736,0.1
64514.0,-0.00133679,0.003558097,0.0384147425,0.0147755427,0.1157051001,-0.009027617,1.0,0.0017021278,2.5796580226,0.0018558679,-0.1454545454545455,-0.1607142857142857,-0.0961538461538461,-0.175438596491228,-0.2539682539682539,-0.2713178294573644,-0.4050632911392405,-0.3237410071942446,-0.2985074626865671,-0.2713178294573644,-0.1896551724137931,-0.168141592920354,0.0217391304347827,0.3055555555555556,0.3055555555555556,0.205128205128205,0.2876712328767123,0.3823529411764705,0.3428571428571427,0.4029850746268657,0.2368421052631579,0.0930232558139534,0.1325301204819278,0.540983606557377,0.6206896551724137,0.323943661971831,0.2876712328767123,0.1898734177215189,0.323943661971831,0.323943661971831
61241.0,0.0124433014,-0.025924063,-0.055307236,0.0077131178,0.0277297996,0.0608842332,1.0,0.0003636364,3.4651507662,-0.003467277,-0.12,0.0,-0.1269841269841269,-0.2903225806451612,-0.1269841269841269,-0.3125,-0.4835680751173709,-0.5154185022026432,-0.5175438596491229,-0.5582329317269077,-0.497716894977169,-0.5258620689655172,-0.5067264573991032,-0.4117647058823529,-0.4761904761904761,-0.4811320754716981,-0.5378151260504201,-0.4711538461538461,-0.4811320754716981,-0.5067264573991032,-0.5880149812734082,-0.5864661654135339,-0.6085409252669038,-0.5338983050847458,-0.5045045045045045,-0.5703125,-0.60431654676259,-0.6507936507936508,-0.5258620689655172,-0.5528455284552846
46850.0,0.0008148419,0.0035029101,0.0380945797,0.0748224358,0.017065721,0.0038031861,3.0,0.008568723,0.2654478458,0.0716443397,-0.0238095238095238,0.0112107623318384,-0.0174291938997821,-0.122568093385214,-0.0604166666666666,-0.0701030927835051,-0.1139489194499018,-0.0701030927835051,-0.1310211946050096,-0.0833333333333333,0.0089485458612974,0.0537383177570094,0.0738095238095237,0.1593830334190231,0.2668539325842696,0.2704225352112677,0.2123655913978495,0.2091152815013404,0.239010989010989,0.3303834808259587,0.3834355828220859,0.3543543543543543,0.4182389937106918,0.5445205479452055,0.6164874551971327,0.5769230769230769,0.6642066420664208,0.6223021582733812,0.8636363636363635,0.9191489361702128
11173.0,0.0006476456,3.52543e-05,0.0005161978,-0.042426263,0.1526674933,0.0108623592,0.0,0.0035295948,-0.678270712,0.0108332029,0.0344827586206897,-0.0999999999999999,-0.2035398230088495,-0.2372881355932203,-0.1964285714285714,-0.25,-0.3382352941176471,-0.296875,-0.3430656934306569,-0.25,-0.3023255813953488,-0.3283582089552238,-0.2913385826771654,-0.2436974789915966,-0.2372881355932203,-0.3076923076923077,-0.3382352941176471,-0.3283582089552238,-0.3181818181818182,-0.256198347107438,-0.1891891891891891,-0.25,-0.2241379310344827,-0.2372881355932203,-0.2241379310344827,-0.256198347107438,-0.2741935483870967,-0.2857142857142857,-0.1891891891891891,-0.2372881355932203
57349.0,-0.012460392,0.043024845,0.0846419618,0.0117755763,0.1252244179,-0.015919505,1.0,0.0028363997,1.1000996398,-0.003691819,0.02,0.0706106870229008,0.1519507186858315,0.1043307086614173,0.1936170212765957,0.2064516129032259,0.3293838862559242,0.5583333333333333,0.496,0.5080645161290323,0.7809523809523808,0.3046511627906976,0.3107476635514019,0.3783783783783783,0.5670391061452513,0.4841269841269842,0.5327868852459017,0.406015037593985,0.4880636604774535,0.59375,0.6696428571428572,0.8952702702702702,0.8333333333333333,0.4724409448818898,0.5497237569060773,0.5497237569060773,0.4458762886597938,0.3955223880597014,0.6213872832369942,0.59375
56266.0,0.0007726803,0.002904373,0.0499979451,-0.029447322,0.1284187757,0.0005556705,3.0,-0.003699422,3.3821696972,-0.067790624,0.0679012345679013,0.0058139534883721,-0.0057471264367816,-0.135,-0.1560975609756097,-0.2171945701357466,-0.6647286821705427,-0.6462167689161554,-0.6808118081180812,-0.666023166023166,-0.6222707423580787,-0.5552699228791773,-0.459375,-0.4135593220338983,-0.3024193548387096,-0.3346153846153846,-0.3024193548387096,-0.403448275862069,-0.3544776119402985,-0.3422053231939164,-0.3544776119402985,-0.2276785714285714,-0.3162055335968379,-0.1800947867298578,-0.135,-0.1082474226804123,-0.0388888888888888,0.138157894736842,0.08125,0.1610738255033557
61081.0,0.0039984602,0.0168482763,0.1129142467,0.0389086126,0.0483055288,0.0096459935,3.0,0.0009851858,1.4040157373,0.0091378037,0.0384615384615385,0.1020408163265305,0.2413793103448276,0.3333333333333332,0.4210526315789473,0.3670886075949366,0.2705882352941176,0.4210526315789473,0.6363636363636365,0.6363636363636365,0.8620689655172413,0.7419354838709677,0.8620689655172413,1.16,1.297872340425532,1.1176470588235294,1.4545454545454546,1.25,1.204081632653061,1.0377358490566038,1.1176470588235294,0.9285714285714286,0.9285714285714286,0.6615384615384616,0.8,0.4794520547945204,0.5652173913043479,0.6615384615384616,0.7704918032786885,0.8
28222.0,0.0018156694,0.0132937346,0.0321549692,0.0346342278,0.0424002317,-0.016087789,1.0,-0.000142349,0.5866338839,0.0156544505,-0.0376712328767123,-0.0140350877192982,0.0684410646387831,0.0684410646387831,0.0446096654275092,0.0035714285714285,-0.5616224648985959,-0.5588697017268446,-0.5595611285266457,-0.5636645962732919,-0.5070175438596491,-0.4522417153996101,-0.4334677419354839,-0.3584474885844748,-0.330952380952381,-0.3388235294117647,-0.3741648106904232,-0.3685393258426966,-0.3341232227488151,-0.2794871794871795,-0.2739018087855297,-0.2886075949367088,-0.2682291666666666,-0.2364130434782608,-0.2194444444444444,-0.2062146892655367,-0.1971428571428571,-0.2682291666666666,-0.1353846153846154,-0.1484848484848484
11376.0,-0.001268141,0.0122427189,0.0374314602,-0.019873243,0.1326439369,0.064848788,1.0,0.0237661881,-0.662382525,-0.01990099,-0.0217391304347825,0.139240506329114,0.1538461538461537,0.0,0.0227272727272727,0.0714285714285714,-0.2105263157894736,-0.1743119266055045,-0.2307692307692307,-0.2436974789915966,-0.217391304347826,-0.0425531914893616,-0.0217391304347825,-0.0721649484536082,-0.1891891891891891,-0.3430656934306569,-0.3382352941176471,-0.2682926829268293,-0.3023255813953488,-0.256198347107438,-0.1176470588235294,-0.1428571428571429,-0.032258064516129,0.3043478260869565,0.25,0.267605633802817,0.1999999999999999,0.139240506329114,0.2857142857142858,0.1538461538461537
51721.0,0.0142213199,0.0228310681,0.0675123505,0.1122172307,0.0115333203,0.063850512,3.0,0.0041841004,0.9416011169,0.0687749004,0.0863636363636364,0.3131868131868132,0.5419354838709678,0.5320512820512822,0.7071428571428571,0.5723684210526316,0.3815028901734103,0.3351955307262571,0.1220657276995305,0.298913043478261,0.551948051948052,0.551948051948052,0.4484848484848485,0.4937499999999999,0.3579545454545454,0.298913043478261,0.4058823529411763,0.5031446540880504,0.4226190476190476,0.6148648648648649,0.4484848484848485,0.2447916666666667,0.3426966292134832,0.6148648648648649,0.551948051948052,0.551948051948052,0.8527131782945736,0.8384615384615384,1.0603448275862069,0.6597222222222223
67125.0,0.0161106306,0.0212009889,0.0695731291,0.1990071337,0.2018246005,-0.057641728,3.0,0.0515306989,-0.570603801,0.0,0.0086956521739129,0.5466666666666666,0.8125,0.8412698412698412,0.901639344262295,0.681159420289855,0.5263157894736843,0.3975903614457832,0.3975903614457832,0.5890410958904109,0.6111111111111112,0.9333333333333332,0.6571428571428573,0.681159420289855,0.5466666666666666,0.3809523809523809,0.3488372093023255,0.4871794871794872,0.5064935064935066,0.9333333333333332,0.8412698412698412,0.7313432835820894,0.6338028169014085,1.0,1.1481481481481484,1.0714285714285716,1.1481481481481484,0.9333333333333332,0.6111111111111112,0.6111111111111112
64848.0,-0.002969834,-0.028727822,-0.172974202,-0.851249382,0.045157513,0.1882587963,1.0,-0.430890151,0.1699716714,-0.142857149,0.0,-0.5,-0.4444444444444444,-0.5,-0.4444444444444444,-0.6428571428571428,-0.375,-0.2857142857142857,-0.375,0.25,-0.2857142857142857,0.0,0.0,-0.4444444444444444,-0.5,-0.4444444444444444,-0.5833333333333333,-0.6875,-0.6875,-0.7916666666666666,-0.868421052631579,-0.8611111111111112,-0.903846153846154,-0.9,-0.8913043478260869,-0.9107142857142856,-0.9166666666666666,-0.9137931034482758,-0.9193548387096774,-0.9305555555555556
28804.0,0.0077423247,0.0028304629,0.0100749939,0.094311208,0.0985505046,-0.205267298,0.0,-0.00025,-0.089252197,0.0177834807,0.0738255033557047,-0.0184049079754601,0.1111111111111111,0.1594202898550725,0.28,0.2213740458015267,0.0389610389610388,0.0666666666666666,-0.036144578313253,0.0062893081761006,0.1510791366906474,0.2403100775193798,0.0389610389610388,0.0389610389610388,0.019108280254777,-0.0697674418604651,-0.1999999999999999,-0.1397849462365591,-0.0909090909090909,-0.024390243902439,0.019108280254777,0.0457516339869281,0.1034482758620689,0.3223140495867769,0.4953271028037382,0.6000000000000001,0.6842105263157894,0.6666666666666667,0.8390804597701149,0.7582417582417582
49584.0,0.0028384813,0.023830735,0.0383856502,0.0231826207,0.0241572568,-0.1022541,3.0,0.0870499731,1.6072874494,0.0896587316,-0.1111111111111111,0.0566037735849056,0.0566037735849056,-0.1384615384615384,-0.1884057971014492,-0.1884057971014492,-0.125,-0.1111111111111111,0.0,-0.0175438596491228,-0.0344827586206896,0.0769230769230768,0.0980392156862746,0.1666666666666667,0.1428571428571428,0.0566037735849056,0.018181818181818,-0.0344827586206896,-0.0666666666666666,-0.0175438596491228,-0.081967213114754,-0.125,-0.2222222222222222,-0.0175438596491228,0.0370370370370369,-0.0967741935483871,-0.1999999999999999,-0.2328767123287671,-0.2112676056338028,-0.2631578947368421
24264.0,0.0250692319,0.0081944052,0.0197952218,0.0060659018,0.0443944928,0.0112012681,1.0,-0.007284959,0.505634994,0.01214075,-0.0775510204081633,-0.0850202429149797,-0.099601593625498,-0.0737704918032786,-0.0258620689655172,-0.0737704918032786,-0.1340996168582375,-0.0737704918032786,-0.1240310077519379,-0.1406844106463878,-0.1031746031746031,-0.0258620689655172,0.0660377358490567,0.1894736842105262,0.1299999999999999,-0.0087719298245614,0.018018018018018,0.1243781094527363,0.1414141414141414,0.1414141414141414,0.107843137254902,0.0134529147982063,-0.08130081300813,-0.017391304347826,0.0414746543778801,0.018018018018018,0.0660377358490567,0.018018018018018,0.107843137254902,0.036697247706422
48514.0,0.0001523769,0.0120451163,0.0335358951,-0.189158021,0.0083374828,-0.000424519,0.0,0.000119403,0.4514524153,0.0032361764,-0.0088757396449704,0.021341463414634,0.0876623376623375,-0.0204678362573099,0.0403726708074534,-0.0147058823529411,-0.0317919075144508,0.043613707165109,-0.0720221606648199,0.0339506172839505,0.1672473867595818,0.098360655737705,0.1355932203389831,0.2361623616236161,0.268939393939394,0.1754385964912281,0.1056105610561055,0.120401337792642,0.2050359712230216,0.245353159851301,0.2093862815884477,0.1795774647887325,0.2316176470588236,0.3786008230452675,0.5022421524663676,0.4888888888888889,0.4075630252100841,0.3293650793650793,0.4194915254237288,0.3673469387755101
63845.0,0.0027263339,0.0025467602,0.0194143857,0.0378259107,0.2359384007,0.0113589095,0.0,-0.014339623,3.0672468354,-0.066838782,-0.0275229357798164,-0.2318840579710145,-0.2714776632302406,-0.3416149068322981,-0.2689655172413793,-0.3269841269841269,-0.3375,-0.2714776632302406,-0.2508833922261484,-0.208955223880597,-0.256140350877193,-0.2030075187969925,-0.1908396946564885,-0.1239669421487603,-0.0535714285714286,-0.0660792951541849,-0.0535714285714286,-0.1092436974789915,-0.0139534883720929,-0.0275229357798164,-0.1451612903225806,-0.0185185185185184,-0.0230414746543778,0.1777777777777778,0.1041666666666667,0.0707070707070707,0.2114285714285715,0.2926829268292683,0.3333333333333332,0.394736842105263
