firms,rsup,nincr,aeavol,ear,mom1,mom2,mom3,mom4,mom5,mom6,mom7,mom8,mom9,mom10,mom11,mom12,mom13,mom14,mom15,mom16,mom17,mom18,mom19,mom20,mom21,mom22,mom23,mom24,mom25,mom26,mom27,mom28,mom29,mom30,mom31,mom32,mom33,mom34,mom35,mom36,mom37,mom38,mom39,mom40,mom41,mom42,mom43,mom44,mom45,mom46,mom47,mom48
18980.0,3.4349385778,4.0,0.6662490604,0.098718565,0.5185185185185186,0.3225806451612902,0.2424242424242424,0.1714285714285714,0.0249999999999999,-0.0681818181818182,0.0789473684210526,-0.18,-0.3387096774193548,-0.4675324675324676,-0.4810126582278481,-0.4938271604938271,-0.4810126582278481,-0.5393258426966292,-0.6434782608695653,-0.6821705426356589,-0.6132075471698113,-0.646551724137931,-0.5858585858585859,-0.6203703703703703,-0.7071428571428571,-0.7469135802469136,-0.7795698924731183,-0.8136363636363636,-0.8446969696969697,-0.8655737704918033,-0.8535714285714285,-0.8738461538461538,-0.8835227272727273,-0.8948717948717949,-0.8776119402985074,-0.8808139534883721,-0.8664495114006514,-0.8651315789473684,-0.8734567901234568,-0.8619528619528619,-0.850909090909091,-0.8446969696969697,-0.836,-0.8595890410958904,-0.8546099290780143,-0.8535714285714285,-0.8835227272727273,-0.8906666666666667,-0.8690095846645367,-0.8556338028169014,-0.8284518828451883,-0.8270042194092827
17232.0,0.3036223036,2.0,2.768115942,-0.119670948,0.3,0.1304347826086955,0.0833333333333332,0.1555555555555554,0.1304347826086955,0.1304347826086955,-0.1034482758620689,-0.1875,-0.1034482758620689,-0.1612903225806451,-0.2571428571428571,-0.2121212121212121,-0.1875,-0.2676056338028169,-0.3580246913580247,-0.3580246913580247,-0.2777777777777778,-0.35,-0.2777777777777778,-0.3417721518987342,-0.4347826086956522,-0.4222222222222223,-0.4347826086956522,-0.5315315315315315,-0.4468085106382978,-0.4951456310679611,-0.4901960784313726,-0.5,-0.514018691588785,-0.4901960784313726,-0.5357142857142857,-0.5630252100840336,-0.514018691588785,-0.4408602150537635,-0.4526315789473684,-0.3734939759036144,-0.2121212121212121,-0.1333333333333333,-0.2676056338028169,-0.35,-0.35,-0.4408602150537635,-0.4639175257731959,-0.3734939759036144,-0.3417721518987342,-0.2876712328767123,-0.3953488372093023,-0.3580246913580247
39116.0,0.69961021,0.0,1.626566416,0.0454545468,0.6923076923076923,0.6923076923076923,0.4666666666666665,0.4666666666666665,0.375,0.0476190476190476,0.0,0.0,-0.1538461538461538,-0.3333333333333333,-0.4054054054054054,-0.3529411764705882,0.0,-0.2142857142857143,-0.3125,-0.4054054054054054,-0.3888888888888888,-0.4761904761904761,-0.4210526315789473,-0.3529411764705882,-0.4499999999999999,-0.4883720930232558,-0.4883720930232558,-0.6206896551724138,-0.6857142857142857,-0.717948717948718,-0.6857142857142857,-0.6716417910447761,-0.7142857142857143,-0.717948717948718,-0.7349397590361446,-0.8103448275862069,-0.828125,-0.8307692307692307,-0.83206106870229,-0.83206106870229,-0.8713450292397661,-0.8552631578947368,-0.8883248730964467,-0.8957345971563981,-0.8932038834951457,-0.8810810810810811,-0.9367816091954024,-0.9392265193370166,-0.9441624365482232,-0.9414893617021276,-0.9438775510204082,-0.9382022471910112
50032.0,-1.55426687,0.0,-0.716446125,0.0193675905,0.1200000000000001,0.2307692307692308,0.1428571428571428,0.3333333333333332,0.3176470588235294,0.0769230769230768,-0.026086956521739,-0.0344827586206896,0.0,-0.125,-0.0743801652892561,-0.0175438596491228,-0.0088495575221239,-0.0508474576271186,-0.081967213114754,-0.081967213114754,0.0769230769230768,0.0666666666666666,0.1789473684210525,-0.0175438596491228,-0.0344827586206896,-0.1384615384615384,-0.1884057971014492,-0.125,-0.1578947368421053,-0.0967741935483871,-0.0088495575221239,0.0275229357798165,0.018181818181818,0.1200000000000001,0.0873786407766989,0.108910891089109,0.0666666666666666,0.0370370370370369,0.0090090090090089,0.0090090090090089,0.1789473684210525,0.2727272727272727,0.1789473684210525,0.2043010752688172,0.1914893617021276,0.2173913043478261,0.1666666666666667,0.1789473684210525,0.108910891089109,0.0769230769230768,0.018181818181818,-0.0666666666666666
49330.0,7.2867134006,3.0,-0.351059036,-0.037714198,0.3500000000000001,0.125,0.125,0.3500000000000001,0.1739130434782609,0.08,-0.1290322580645161,-0.25,-0.4705882352941176,-0.5,-0.3720930232558139,-0.4,-0.0357142857142857,-0.1290322580645161,-0.3720930232558139,-0.3720930232558139,-0.4130434782608695,-0.4807692307692307,-0.15625,-0.1290322580645161,-0.3249999999999999,-0.3414634146341463,-0.4807692307692307,-0.564516129032258,-0.625,-0.6625,-0.6447368421052632,-0.6625,-0.686046511627907,-0.7272727272727273,-0.7352941176470589,-0.7452830188679245,-0.7804878048780488,-0.8043478260869565,-0.815068493150685,-0.8125,-0.85,-0.8532608695652174,-0.8548387096774194,-0.8578947368421053,-0.8571428571428572,-0.8676470588235294,-0.865,-0.8805309734513275,-0.8836206896551724,-0.8732394366197183,-0.8732394366197183,-0.865
17304.0,-47.60080776,0.0,0.0992434357,0.0361000621,0.4126984126984128,0.3587786259541985,0.2624113475177305,0.2992700729927007,0.2108843537414966,0.0409356725146199,-0.063157894736842,-0.0918367346938775,-0.016574585635359,0.0,-0.0273224043715847,0.0,0.0595238095238095,0.0470588235294118,-0.1231527093596058,-0.160377358490566,-0.0680628272251309,-0.1909090909090909,-0.063157894736842,-0.1188118811881188,-0.1099999999999999,-0.172093023255814,-0.2360515021459227,-0.3407407407407408,-0.4201954397394136,-0.3966101694915254,-0.2793522267206477,-0.2489451476793248,-0.2992125984251969,-0.3073929961089494,-0.3308270676691729,-0.3550724637681159,-0.3797909407665505,-0.3527272727272728,-0.3642857142857143,-0.288,-0.335820895522388,-0.1523809523809524,-0.3100775193798449,-0.3455882352941176,-0.3527272727272728,-0.3382899628252788,-0.3710247349823321,-0.3687943262411347,-0.3840830449826989,-0.3819444444444444,-0.3046875,-0.2908366533864541
42032.0,6.7112163146,2.0,1.1794871795,0.0158653846,0.2307692307692308,0.1851851851851851,0.1034482758620689,0.2307692307692308,0.1428571428571428,-0.0303030303030302,-0.0153846153846153,0.032258064516129,-0.1111111111111111,-0.189873417721519,-0.1999999999999999,-0.1111111111111111,-0.0303030303030302,0.0158730158730158,-0.0857142857142857,-0.072463768115942,-0.0588235294117647,-0.044776119402985,0.0847457627118644,-0.0303030303030302,-0.0303030303030302,-0.1111111111111111,-0.1999999999999999,-0.2098765432098766,-0.2098765432098766,-0.2558139534883721,-0.1794871794871795,-0.1999999999999999,-0.2195121951219512,-0.2888888888888888,-0.3043478260869565,-0.4018691588785047,-0.4529914529914529,-0.5076923076923077,-0.5586206896551724,-0.5428571428571429,-0.539568345323741,-0.4128440366972477,-0.4482758620689655,-0.4666666666666667,-0.4754098360655737,-0.4838709677419355,-0.4529914529914529,-0.5,-0.5294117647058824,-0.4385964912280702,-0.4074074074074074,-0.3962264150943396
42235.0,0.9233082886,1.0,0.6263736264,-0.016276356,0.3898305084745763,0.28125,0.6399999999999999,0.7083333333333333,0.28125,0.28125,0.1388888888888888,0.0,-0.1182795698924731,-0.1717171717171717,-0.3278688524590164,-0.3492063492063492,-0.2336448598130841,-0.3925925925925926,-0.5543478260869565,-0.6113744075829384,-0.5393258426966292,-0.5340909090909092,-0.4533333333333333,-0.359375,-0.4605263157894737,-0.5751295336787565,-0.6403508771929824,-0.6680161943319838,-0.722972972972973,-0.7102473498233215,-0.7092198581560284,-0.7747252747252747,-0.7588235294117647,-0.7734806629834254,-0.7515151515151515,-0.7544910179640718,-0.7630057803468209,-0.8610169491525423,-0.8683788121990369,-0.8694267515923567,-0.871875,-0.8633333333333333,-0.8563922942206655,-0.8642384105960265,-0.8578856152512998,-0.851985559566787,-0.8481481481481481,-0.8446969696969697,-0.8423076923076923,-0.8319672131147541,-0.8181818181818181,-0.8251599147121536
47730.0,-58.45313335,0.0,0.2060301508,0.0449346406,0.425,0.3255813953488371,0.3902439024390243,0.5,0.4615384615384614,0.5405405405405406,0.2127659574468086,0.1399999999999999,0.0,-0.1492537313432835,-0.2083333333333333,-0.2597402597402597,0.0178571428571427,0.0178571428571427,-0.3294117647058824,-0.4356435643564357,-0.43,-0.5289256198347108,-0.3294117647058824,-0.3666666666666667,-0.5289256198347108,-0.62,-0.625,-0.8455284552845528,-0.8484042553191489,-0.845108695652174,-0.8442622950819672,-0.8463611859838275,-0.840782122905028,-0.845108695652174,-0.8523316062176166,-0.8471849865951743,-0.85785536159601,-0.8560606060606061,-0.8488063660477454,-0.8357348703170029,-0.8385269121813032,-0.8213166144200628,-0.814935064935065,-0.8131147540983606,-0.8054607508532423,-0.7857142857142857,-0.7964285714285715,-0.7764705882352941,-0.7701612903225806,-0.8582089552238806,-0.8421052631578947,-0.8235294117647058
48581.0,2.4484953249,0.0,-0.631966351,0.0269102994,0.5714285714285714,0.2222222222222223,-0.0434782608695651,-0.0434782608695651,-0.12,-0.2903225806451612,-0.3529411764705882,-0.5416666666666667,-0.6206896551724138,-0.7027027027027026,-0.7066666666666667,-0.7066666666666667,-0.6666666666666667,-0.6666666666666667,-0.6666666666666667,-0.725,-0.725,-0.7027027027027026,-0.4883720930232558,-0.6206896551724138,-0.7471264367816092,-0.7924528301886793,-0.83206106870229,-0.8690476190476191,-0.875,-0.8666666666666667,-0.8580645161290322,-0.872093023255814,-0.8742857142857143,-0.8817204301075269,-0.8888888888888888,-0.8990825688073394,-0.9039301310043668,-0.9009009009009008,-0.9063829787234042,-0.9004524886877828,-0.8952380952380953,-0.8962264150943396,-0.892156862745098,-0.9013452914798208,-0.9051724137931034,-0.8942307692307693,-0.9047619047619048,-0.9090909090909092,-0.907563025210084,-0.8967136150234741,-0.89,-0.8580645161290322
