firms,bm,ep,cashpr,dy,lev,sp,roic,agr,gma,chcsho,lgr,acc,pctacc,cfp,absacc,age,chinv,hire,sgr,pchgm_pchsale,depr,pchdepr,invest,egr,tang,sin,currat,quick,salecash,salerec,cashdebt,divi,divo,securedind,convind,rd,operprof,ps,chpmia,chempia,bm_ia,pchcapx_ia,tb,cfp_ia,mve_ia,herf,mve,chtx,roaq,roeq,rsup,cash,cinvest,nincr,sue,aeavol,ear,ms,dolvol,turn,IPO,maxret,retvol,baspread,std_dolvol,std_turn,ill,zerotrade,beta,betasq,pricedelay,idiovol,chmom,indmom,mom1,mom2,mom3,mom4,mom5,mom6,mom7,mom8,mom9,mom10,mom11,mom12,mom13,mom14,mom15,mom16,mom17,mom18,mom19,mom20,mom21,mom22,mom23,mom24,mom25,mom26,mom27,mom28,mom29,mom30,mom31,mom32,mom33,mom34,mom35,mom36,mom37,mom38,mom39,mom40,mom41,mom42,mom43,mom44,mom45,mom46,mom47,mom48
54594,0.3774376689,0.0532511214,20.329006463,0.014057012,0.3371952399,0.8718607761,0.1026238312,0.212075324,0.364084546,0.5062642369,0.3340907512,0.1265597388,1.549851646,-0.029280217,0.1265597388,14.0,0.1294749048,0.0994475138,0.165826045,-0.003793408,0.1219907112,0.0065709181,0.1628092951,0.1205196932,0.5157203665,0.0,2.0297555274,0.8357748125,51.372838776,5.176218341,0.229212012,0.0,0.0,1.0,0.0,0.0,0.5963815055,2.0,-0.917418066,-0.042825699,-0.380422319,-1.13185674,-0.719679834,0.1932427334,253.46687984,0.5574536525,13.26789149,0.0011762834,0.0183926442,0.0379687206,0.0223769372,0.0149104537,-0.000224353,2.0,-0.00064689,-0.719466667,-0.071116818,5.0,12.195075523,0.3860953214,0.0,0.0407407396,0.0169440705,0.0202838819,0.8004190771,1.4555642694,1.4570748e-08,5.3395419e-08,1.3311112754,1.7718572275,0.1656062669,0.0387057689,0.266786566,0.0443494692,-0.0711111111111111,0.0555555555555555,0.1358695652173913,0.0555555555555555,0.0048076923076922,0.0609137055837563,0.0346534653465346,-0.0585585585585585,0.0398009950248756,0.0449999999999999,0.094240837696335,0.244047619047619,0.4928571428571429,0.3933333333333333,0.5714285714285714,0.4217687074829932,-0.2793103448275862,-0.3010033444816054,-0.2022900763358778,-0.1867704280155642,-0.139917695473251,-0.1218487394957983,-0.2201492537313433,-0.1363636363636363,-0.0627802690582959,0.1176470588235294,0.1117021276595744,0.0885416666666667,0.2080924855491328,0.1117021276595744,0.2590361445783131,0.0885416666666667,0.1058201058201058,0.1611111111111112,0.1176470588235294,0.2822085889570551,-0.0094786729857819,0.0096618357487923,0.0885416666666667,0.1611111111111112,0.244047619047619,0.1546961325966851,0.1942857142857144,0.375,0.3933333333333333,0.5597014925373134,0.3933333333333333,0.244047619047619
10154,1.6292838875,-0.06342711,-9.381017464,0.0,2.3904092072,4.3796994885,-0.032723183,0.1068212428,0.2454203748,-0.01536137,0.2424106475,0.0499045279,3.0100806452,-0.254347826,0.0499045279,15.0,-0.010829918,-0.106973995,0.1451056111,-0.219843431,0.1479136362,-0.063670545,0.0562054911,-0.045939571,0.5487944264,0.0,1.7175179045,1.5901915595,20.804403948,2.397861131,0.0474528547,0.0,0.0,1.0,0.0,1.0,0.4465161556,2.0,-0.219572349,-0.148049187,1.109536447,0.3863838421,1.9325792162,-0.25202848,-244.0095186,0.0793382698,10.317788509,-0.001338016,0.0015950529,0.0038212816,0.0093350384,0.0523716358,-0.034802959,0.0,-0.005210997,8.1690188011,0.0054945052,2.0,9.0598662586,0.4587067553,0.0,0.1034482792,0.0370183789,0.0409921327,1.6289939336,6.9656995036,2.8429815e-06,3.150000036,1.2480530675,1.5576364594,0.0117011245,0.0480153063,0.2844827787,0.1146284589,0.0,0.032258064516129,0.0847457627118644,-0.0303030303030302,0.1034482758620689,0.0666666666666666,-0.1232876712328767,-0.1578947368421053,-0.1578947368421053,-0.2558139534883721,-0.3043478260869565,-0.1578947368421053,-0.1688311688311687,-0.0857142857142857,-0.1111111111111111,-0.2195121951219512,-0.4285714285714286,-0.4181818181818182,-0.4482758620689655,-0.4285714285714286,-0.3725490196078431,-0.3725490196078431,-0.4181818181818182,-0.3846153846153846,-0.3333333333333333,-0.2558139534883721,-0.2727272727272727,-0.264367816091954,-0.2558139534883721,-0.3191489361702128,-0.2727272727272727,-0.3846153846153846,-0.3962264150943396,-0.3962264150943396,-0.4181818181818182,-0.4666666666666667,-0.4128440366972477,-0.4576271186440678,-0.3846153846153846,-0.4074074074074074,-0.4666666666666667,-0.4666666666666667,-0.6799999999999999,-0.6666666666666667,-0.6734693877551021,-0.6666666666666667,-0.7037037037037037,-0.7037037037037037
10867,0.5130591971,-0.495333543,-7.703138524,0.0,1.0863624457,4.826649145,0.1118550757,-0.283682653,0.3271922627,0.0141133622,-0.129785161,-0.39871364,-1.609402409,0.3018574547,0.3987136401,8.0,-0.013472013,-0.045454545,0.1874786227,0.1696421363,0.6158917418,0.8913374683,-0.100768255,-0.4930166,0.5991361286,0.0,1.6222978723,1.1556595745,114.45467033,6.6872391653,-0.160079395,0.0,0.0,1.0,0.0,0.0,0.6944476245,5.0,0.3077332654,-0.150056329,-0.067768016,5.2518965912,0.28412691,0.2921005735,-394.9437648,0.0653410158,10.486596628,-0.00378993,0.0537737023,0.1274712305,-0.157278868,0.0414269751,0.0509999157,2.0,0.0315000065,1.0028074157,-0.025,2.0,11.197409602,2.2037657215,0.0,0.0701754391,0.0263297495,0.0493944416,0.8951623098,13.067500573,4.671952e-08,6.2573165e-09,1.9090458502,3.6444560583,0.2316357324,0.0808635147,0.5096935982,0.100634011,-0.0153846153846153,0.1228070175438595,0.1034482758620689,0.1034482758620689,-0.1794871794871795,0.032258064516129,0.0,-0.0588235294117647,0.032258064516129,0.032258064516129,0.1428571428571428,0.3913043478260869,0.3617021276595744,0.3333333333333332,0.4545454545454546,0.3333333333333332,-0.2558139534883721,-0.2558139534883721,-0.3846153846153846,-0.3191489361702128,-0.2558139534883721,-0.2888888888888888,-0.2558139534883721,-0.2888888888888888,0.1034482758620689,0.3913043478260869,0.032258064516129,0.2307692307692308,0.1034482758620689,-0.3191489361702128,-0.36,-0.4920634920634921,-0.5151515151515151,-0.5675675675675675,-0.5844155844155844,-0.6363636363636364,-0.5151515151515151,-0.5555555555555556,-0.5555555555555556,-0.536231884057971,-0.5492957746478873,-0.6,-0.6444444444444444,-0.5675675675675675,-0.5151515151515151,-0.5076923076923077,-0.5428571428571429,-0.4920634920634921
12117,1.2052190847,0.137721519,-0.912573079,0.0,0.4594871795,2.6809996754,0.1455352191,0.119273743,0.9436103352,-0.028994642,0.0804738063,-0.068900751,-0.788461538,0.2463096397,0.0689007513,8.0,-0.014136022,0.0967741935,0.1121020206,-0.013703386,1.0208747515,-0.119879771,0.0093226257,0.1348100337,0.7468683242,0.0,3.1750678119,2.6582278481,3.6807357764,5.824232852,0.5524446792,0.0,0.0,0.0,0.0,0.0,1.321353479,5.0,0.0298428778,-0.251944836,-3.753162612,7.3695854922,0.2798180712,-0.680004756,-390.0133237,0.1508177501,9.927100314,-0.008100559,0.0176215605,0.024715834,0.0594092827,0.4375467931,0.0006927672,0.0,0.1024,3.4915003168,-0.077396214,7.0,9.4696519047,0.5465329451,0.0,0.0192307699,0.0181914131,0.0167264206,1.1765971695,2.7446871322,4.2240181e-07,3.1500000528,1.1709829772,1.3712011328,0.1638087209,0.0631562947,-0.11017521,0.1220687095,-0.1071428571428571,0.0416666666666667,0.0416666666666667,0.0869565217391303,-0.0566037735849056,0.0,-0.074074074074074,-0.0384615384615384,0.1111111111111111,0.0869565217391303,0.4705882352941177,0.5625,0.5151515151515151,0.4705882352941177,0.9230769230769232,0.8518518518518519,0.2820512820512821,0.25,0.25,0.4285714285714286,0.6666666666666667,0.3513513513513513,0.4285714285714286,0.3157894736842106,0.3513513513513513,0.3513513513513513,0.2820512820512821,0.1627906976744186,-0.0566037735849056,0.3888888888888888,0.25,0.0,-0.074074074074074,0.0,0.0638297872340425,0.0416666666666667,0.0204081632653061,0.0,0.1363636363636364,0.1627906976744186,0.3157894736842106,0.1363636363636364,0.0204081632653061,0.0,0.0,-0.1071428571428571,-0.0909090909090909,-0.1666666666666666
12320,0.9493817247,0.0999625288,-128.7929515,0.0337990472,1.0938279535,3.3430972646,0.1027196521,0.0240332248,0.3735425263,-0.007870754,-0.012000774,-0.050894322,-1.028060405,0.2027300466,0.0508943223,14.0,0.0295005739,0.0303030303,0.1814233287,0.0580453891,0.1456601938,0.1511440778,0.0597047761,0.0689513845,0.5152326274,0.0,1.8727064673,0.965296137,687.80176211,6.739661573,0.1957009228,0.0,0.0,0.0,0.0,0.0,0.7729546633,7.0,0.0883833006,-0.057487348,0.3130202354,-0.553268378,-19.09381432,0.097999466,-1364.982766,0.103229783,11.373906184,-0.001493258,0.0092923337,0.0213373074,0.0660443082,0.0049885854,-0.016387965,0.0,-0.007826087,-0.351361398,0.0001119813,4.0,9.778476898,0.3033765269,0.0,0.0202020202,0.0149875972,0.0135892767,0.8540676908,0.8454385146,2.6745735e-07,1.2589966e-07,1.4174096064,2.0090499922,0.4158402484,0.0440838463,0.1526808026,0.1764446535,-0.1481481481481481,-0.1320754716981131,-0.0416666666666666,-0.0612244897959183,-0.1153846153846154,-0.1153846153846154,-0.1711711711711712,-0.1929824561403509,-0.0612244897959183,0.0,0.0952380952380953,0.0952380952380953,0.3142857142857143,0.3142857142857143,0.4375,0.2777777777777777,-0.1153846153846154,-0.1320754716981131,-0.0612244897959183,0.0222222222222221,0.0,0.0,-0.0799999999999999,-0.0416666666666666,-0.0980392156862745,-0.0612244897959183,-0.0612244897959183,-0.0416666666666666,0.0952380952380953,0.0222222222222221,0.0,-0.0980392156862745,-0.1153846153846154,-0.0799999999999999,-0.0799999999999999,-0.2459016393442623,-0.2333333333333332,-0.1636363636363637,-0.1481481481481481,-0.0799999999999999,-0.1929824561403509,-0.2698412698412699,-0.2868217054263565,-0.3134328358208955,-0.1929824561403509,-0.2068965517241379,-0.2580645161290322,-0.3428571428571428
13056,0.8260118861,0.0647285433,-1.66390574,0.0309768346,0.7640874568,1.8315821022,0.0813366783,-0.054474515,0.6303424989,0.0170948273,-0.145459243,-0.116935468,-2.955346253,0.2560238013,0.1169354677,15.0,-0.0683301,0.0,0.0663728904,0.0643826766,0.1620628877,0.7749846418,-0.055291707,0.0488242709,0.5429220196,0.0,3.454542498,2.1542297456,13.286312731,5.1644103849,0.180374987,0.0,0.0,1.0,0.0,0.0,1.2838475775,8.0,0.0062888336,-0.078584441,0.3888101986,-0.79680303,1.111976372,0.0774016362,170.16583377,0.0425884429,13.775177506,0.006552312,0.0121315287,0.0256003759,0.0096155674,0.0866957209,-0.00605249,2.0,0.0011764706,1.1445082389,0.0478241295,5.0,13.979038066,1.3635865064,0.0,0.038961038,0.0089295475,0.0153372928,0.833420543,6.486713006,1.0447862e-09,1.2454587e-08,0.9793216999,0.959070992,0.0259347103,0.0362690468,0.201033064,0.1374408728,-0.0710382513661201,0.0240963855421687,0.0059171597633136,0.0429447852760735,0.0828025477707006,0.0691823899371069,0.0691823899371069,0.0179640718562874,0.2142857142857142,0.2408759124087591,0.3385826771653544,0.2056737588652482,0.3934426229508196,0.5178571428571428,0.4912280701754385,0.2592592592592593,-0.0710382513661201,-0.2543859649122807,-0.2376681614349776,-0.1826923076923077,-0.1666666666666666,-0.2342342342342342,-0.2735042735042735,-0.2608695652173913,-0.2129629629629629,-0.1904761904761904,-0.2201834862385321,-0.3680297397769516,-0.2975206611570248,-0.3906810035842294,-0.431438127090301,-0.4785276073619632,-0.4389438943894389,-0.3928571428571429,-0.4137931034482759,-0.3992932862190812,-0.3436293436293436,-0.3486590038314177,-0.2703862660944206,-0.3227091633466136,-0.3280632411067193,-0.3089430894308943,-0.3818181818181818,-0.4055944055944056,-0.4014084507042254,-0.3971631205673759,-0.3511450381679389,-0.3511450381679389
13283,0.3202497544,0.071951594,2.4642005638,0.0190339059,0.0340895541,0.1979183265,0.5924081072,0.1840476736,0.5348384139,0.0,0.0430220357,0.0248714451,0.1129647283,0.0638236017,0.0248714451,11.0,-0.01385245,-0.346153846,-0.202018805,0.0988289514,0.5132743363,0.0598164536,-0.032088013,0.2013379647,0.8482747774,0.0,9.9547283702,9.9547283702,0.7553664921,3.8783602151,1.8705035971,1.0,0.0,0.0,0.0,0.0,0.6004116815,4.0,0.1104725039,-0.694872876,-4.638131942,6.0201866793,0.2207407627,-0.862490794,-380.1110814,0.1508177501,10.544749158,0.0081366033,0.0589670598,0.0622651637,0.0072706091,0.735397039,0.017770146,1.0,0.0042526204,-0.81509434,0.0001221001,4.0,9.58422881,0.2101134444,0.0,0.0275229365,0.0135240517,0.013371863,1.2843457037,0.5081933761,1.1263044e-06,5.2500002363,0.9947738438,0.9895750003,-0.075672577,0.0486693215,0.5193177043,0.1220687095,-0.0232558139534884,0.05,0.05,0.0370370370370369,-0.0561797752808989,-0.0967741935483871,-0.0769230769230768,-0.1157894736842105,-0.0869565217391304,-0.16,-0.1683168316831683,-0.1683168316831683,0.3548387096774192,0.5272727272727273,0.5272727272727273,0.4736842105263157,-0.0769230769230768,0.0769230769230768,0.024390243902439,0.0769230769230768,0.0,0.0,0.0769230769230768,0.05,0.0,-0.0344827586206896,-0.2075471698113207,-0.0869565217391304,-0.0869565217391304,-0.1923076923076923,-0.2075471698113207,-0.4166666666666666,-0.4246575342465754,-0.2075471698113207,-0.3,-0.3538461538461538,-0.1157894736842105,-0.0666666666666666,-0.0967741935483871,-0.0232558139534884,0.1200000000000001,0.1052631578947369,0.0120481927710842,0.1052631578947369,0.2727272727272727,0.2352941176470588,0.1666666666666667,0.4482758620689655
50091,1.0605221749,0.0967376597,-46.13663234,0.034966675,1.4393104485,2.91556001,0.0373988368,-0.018476601,0.3367595901,-0.180492813,0.1167453637,-0.100104699,-2.611189391,0.3493380105,0.1001046994,14.0,0.0442374817,0.0,0.1798689774,-0.022498136,0.1125941575,-0.095094918,0.1109225708,-0.157008834,0.4539429975,0.0,2.0680739161,1.1876759062,138.68230359,5.1143475998,0.1379565734,0.0,0.0,1.0,0.0,1.0,0.618717416,4.0,-0.083902949,0.0140642359,4.5402625459,-0.147023298,-2.7499014,-3.678589083,-88.55294064,0.0674538361,11.911125496,-0.000831624,0.001205994,0.0028427348,0.1130499829,0.0142239725,-0.023352972,0.0,4.38944e-05,-0.683098592,0.0035211267,5.0,9.8814975346,0.1057379103,0.0,0.0066445181,0.0040209112,0.0029978803,1.315031865,0.8145391646,9.962751e-08,1.0500002124,0.9638365005,0.9289807997,0.2505227205,0.0277796295,0.0301834585,0.1228469975,0.0458015267175573,0.1004016064257027,0.096,0.0378787878787878,-0.0419580419580419,-0.0352112676056337,-0.0743243243243243,-0.1273885350318471,0.1048387096774192,0.1004016064257027,0.0830039525691699,0.0661478599221789,0.078740157480315,0.0703125,0.2232142857142858,0.3700000000000001,-0.0616438356164383,-0.0680272108843537,-0.0419580419580419,0.0458015267175573,0.0,0.0185873605947954,0.057915057915058,0.057915057915058,0.1229508196721311,0.1369294605809128,0.1322314049586777,0.1810344827586207,0.2398190045248869,0.2744186046511627,0.3979591836734695,0.3110047846889952,0.1810344827586207,0.2568807339449541,-0.3715596330275229,-0.3870246085011185,-0.2751322751322751,-0.2864583333333333,-0.29923273657289,-0.2171428571428572,-0.1941176470588235,-0.1217948717948718,-0.101639344262295,-0.0143884892086331,-0.0143884892086331,0.0620155038759691,0.0703125,0.0620155038759691
14526,0.4674764404,0.0748053714,6.0211538462,0.0119278366,0.6901145267,2.4175606738,0.1126108962,0.4474203238,0.5659118945,0.0048692786,0.7334966748,0.0397069251,0.5194843901,0.0359451487,0.0397069251,15.0,0.0624250725,0.3050367855,0.3899651019,-0.119929441,0.1389326902,0.004720038,0.2462243966,0.1638727762,0.5741887946,0.0,1.7679574178,1.292432455,145.06354515,4.9236602227,0.2295431264,0.0,0.0,0.0,0.0,0.0,1.0771002748,3.0,-0.361265462,0.2786493879,-12.10726017,0.5242352967,0.3194499351,2.3759527104,-25.57638065,0.0352031689,12.38133392,0.001331131,0.0165197559,0.0398295849,0.1774070611,0.0143967335,-0.033471698,0.0,0.0,-0.624117002,6.77416e-05,4.0,11.889666972,0.6760017876,0.0,0.0349650346,0.0178162693,0.0207932079,0.9398305245,1.420521031,2.6796551e-08,4.7596195e-08,1.3488010531,1.819264281,0.2621123877,0.0422277349,-0.157807434,0.232471114,0.009433962264151,0.1030927835051547,0.202247191011236,0.2159090909090908,0.1758241758241758,0.1630434782608696,0.0190476190476189,-0.0092592592592593,0.0490196078431373,0.0594059405940594,0.1888888888888888,0.1630434782608696,0.2891566265060241,0.3374999999999999,0.5507246376811594,0.4861111111111111,0.1382978723404255,0.1758241758241758,0.2588235294117647,0.3209876543209877,0.3896103896103895,0.4657534246575343,0.4078947368421053,0.2891566265060241,0.3717948717948718,0.5735294117647058,0.6461538461538461,0.6212121212121211,0.4266666666666667,-0.2960526315789473,-0.2074074074074073,-0.33125,-0.2913907284768212,-0.2671232876712328,-0.2569444444444444,-0.036036036036036,-0.0614035087719297,0.0490196078431373,0.0918367346938775,0.3374999999999999,0.3717948717948718,0.2891566265060241,0.3048780487804878,0.3717948717948718,0.3896103896103895,0.5735294117647058,0.4861111111111111,0.3048780487804878
44601,0.5252726902,0.0801210994,11.081694915,0.0234073225,0.628697996,1.6312944559,0.1341178584,0.0649656653,0.5371933858,0.0033916052,0.0423879352,0.0027650636,0.0386100386,0.0770276206,0.0027650636,14.0,0.0065402971,-0.03729097,0.0794685357,0.0050843192,0.0974924341,0.0770574823,0.0901590359,0.093309009,0.5019778393,0.0,1.5245752427,0.9111043689,268.13559322,5.71945047,0.2055906252,0.0,0.0,0.0,0.0,0.0,1.1551215324,7.0,0.0108808822,-0.119115697,-0.273921991,-0.551171287,0.1473065054,-0.025781492,-20.78853327,0.0432979074,14.041105801,0.001591723,0.0181395764,0.0398508049,0.0424245076,0.0048413125,-0.06061235,0.0,0.0,0.0610415837,0.0215344373,3.0,12.735394161,0.2933583932,0.0,0.0360360369,0.0138541431,0.0155104242,0.6101687742,1.3656161014,5.849309e-09,6.3691168e-08,1.1162842869,1.2460906091,0.0291174497,0.0398717396,0.2000003074,0.265105,-0.1139896373056994,-0.0604395604395604,-0.0284090909090909,-0.0604395604395604,-0.0604395604395604,-0.0284090909090909,-0.1275510204081632,-0.1275510204081632,-0.0172413793103448,-0.0393258426966292,-0.0604395604395604,-0.0706521739130434,-0.0115606936416184,0.0058823529411764,0.1476510067114094,0.1103896103896104,-0.145,-0.2466960352422907,-0.2191780821917808,-0.145,-0.109375,-0.0655737704918032,-0.1047120418848167,-0.5889423076923077,-0.5476190476190477,-0.4818181818181818,-0.4280936454849499,-0.4519230769230768,-0.4183673469387755,-0.4466019417475728,-0.4318936877076412,-0.5072046109510087,-0.5210084033613445,-0.4940828402366863,-0.5340599455040872,-0.4925816023738872,-0.4083044982698962,-0.4203389830508475,-0.40625,-0.3804347826086957,-0.2933884297520661,-0.3619402985074627,-0.3957597173144876,-0.3159999999999999,-0.326771653543307,-0.3781818181818182,-0.3690036900369003,-0.4163822525597269
