firms,bm,ep,cashpr,dy,lev,sp,roic,agr,gma,chcsho,lgr,acc,pctacc,cfp,absacc,age,chinv,hire,sgr,pchsale_pchrect,pchgm_pchsale,depr,pchdepr,invest,egr,tang,sin,currat,pchcurrat,quick,pchquick,salecash,salerec,cashdebt,divi,divo,securedind,convind,rd,operprof,ps,chpmia,chempia,bm_ia,pchcapx_ia,cfp_ia,mve_ia,herf,mve,chtx,roaq,roeq,rsup,cash,cinvest,nincr,sue,aeavol,ear,ms,dolvol,turn,IPO,maxret,retvol,baspread,std_dolvol,std_turn,ill,zerotrade,beta,betasq,pricedelay,idiovol,chmom,indmom
61241,-0.181255059,-0.290360046,1.5236178344,0.0,1.5490268539,1.7557984021,-0.135111876,-0.174674808,0.3204141226,0.0206185567,-0.016480447,-0.126236184,-0.657575758,-0.099426319,0.1262361838,42.0,-0.002036067,-0.056570662,-0.275154377,0.0732563809,-0.107138356,0.5159574468,0.2079003794,-0.186620653,-3.0625,0.5267098746,0.0,1.6535994298,-0.129684511,1.1703492516,-0.178301842,5.0840764331,7.487804878,-0.158569216,0.0,0.0,0.0,0.0,1.0,5.6096256684,1.0,44.998604236,-0.176529593,8.1124345853,-1.000273451,0.1765011169,-2936.010616,0.0587429544,16.087218819,0.0082815735,0.0231465951,-0.137176938,0.0208012138,0.2886007238,0.0299254633,1.0,0.0038910506,0.946646852,0.0836538598,3.0,18.591125263,10.710814437,0.0,0.0534813069,0.0252340346,0.0412299631,0.2859559617,14.470202258,3.653302e-11,2.3274022e-09,2.3491397462,5.5184575472,-0.0154753,0.0787933194,-1.555023673,0.2784341694
88845,0.4264402876,0.0632529849,-1.442696131,0.0092172264,0.9856451556,1.593812735,0.0993355246,0.0004119688,0.3069972904,-0.000857633,-0.041307274,-0.027631798,-0.617479709,0.1023104197,0.0276317982,41.0,0.0,0.0266393443,0.03833754,-0.052734415,0.0479892002,1.0660632047,0.1352132504,-0.000863262,0.112666234,0.1720041891,0.0,0.8228207861,0.0740944748,0.8228207861,0.0740944748,11.127988618,12.517801841,0.080464362,0.0,0.0,0.0,0.0,0.0,1.1068937898,8.0,0.0249599967,-0.055980533,-0.563198991,-0.352109357,-0.007319062,27747.324106,0.0342510676,17.544097367,0.0006204121,0.0140153872,0.0470336337,0.0191628992,0.2825543186,0.0001169646,2.0,0.0007369197,-0.334980176,0.0143511775,4.0,18.051820337,1.900370581,0.0,0.0162796807,0.0103404722,0.0206586075,0.3578452545,5.0088281726,1.620432e-11,1.0330678e-08,0.7138784548,0.5096224482,0.1188752579,0.028237091,-0.102179908,0.2870173393
28222,0.2638350413,0.0465105255,67.764056298,0.0250368499,0.3660351787,0.3601353774,0.0966689279,-0.019179824,0.2186387387,0.0085230333,0.008675593,-0.065871222,-0.907661006,0.0887263159,0.065871222,41.0,-0.005270152,-0.070754717,-0.052121851,0.001590089,0.0855943204,0.0971681765,-0.032065237,0.0021542148,-0.015857069,0.3996524679,0.0,0.7978947946,-0.282456514,0.5872097804,-0.284991132,47.940406977,5.962219812,0.2211259518,0.0,0.0,1.0,0.0,0.0,0.5070189253,6.0,-16.06130322,-0.376862817,0.1965009723,11.325797148,0.4219540194,22240.203551,0.0238858186,17.230294464,0.0023653906,0.0148892379,0.0361883006,-0.018066397,0.0301343402,0.1290747595,0.0,7.04027e-05,0.1413505412,-0.002853778,6.0,17.300073319,1.3657827412,0.0,0.0135078756,0.0125703662,0.0129011503,0.4604795717,4.7793419315,3.013765e-11,1.3705978e-08,0.9691077811,0.9391698913,-0.014992902,0.0217105938,-0.146168908,0.0717941606
11368,0.5970695434,0.0769905923,0.4663558636,0.0,0.2944794222,2.5851675723,0.1539134565,0.2001794919,0.6029086892,0.0,0.2358538906,0.0250807961,0.2716357046,0.0560771985,0.0250807961,34.0,0.0937967389,0.0,0.3211862971,0.0302030792,0.1650855431,0.2418086501,-0.27457405,0.1458716863,0.1488840409,0.5753915828,0.0,2.4788445632,-0.471474698,1.6979067252,-0.546656705,13.339213392,10.885135135,0.3615112624,0.0,0.0,1.0,0.0,0.0,0.8793421715,6.0,0.0112446888,-0.044708465,10.328627557,-0.528628799,0.9328138774,-5934.054902,0.0730462427,10.735245351,-0.000904537,-0.110267472,-0.168005609,0.1594292378,0.1900583634,-0.006993742,0.0,-0.09829575,2.4840247593,-0.134380363,1.0,9.8557143711,0.1768640888,0.0,0.0581928976,0.0240040022,0.0284320706,1.4672951051,0.3083708322,2.9422821e-06,1.0500003117,0.5577686946,0.3111059167,0.4477298246,0.0600865118,-0.044051349,0.3419726852
28804,0.239237791,0.0841450215,3.0992765437,0.0101212172,0.4090162482,0.5554762148,0.2447646494,0.0569487138,0.3586798253,-0.047961302,0.016773557,-0.115777883,-0.867924528,0.1571765495,0.1157778826,41.0,-0.001101148,0.0853641055,0.0428464978,0.2243136792,0.23643798,0.0666389005,-0.025576078,0.1282963922,0.1335213916,0.6239931119,0.0,0.9208194906,-0.123753207,0.8925802879,-0.121612685,4.2153614458,26.405660377,0.2857142857,0.0,0.0,1.0,0.0,0.0,1.0225669958,6.0,0.0423835661,0.0406556403,9.9707958043,0.0238500051,1.0339132284,4086.452668,0.0730462427,16.263534737,0.0027777778,0.0380729243,0.1059063136,0.0079449892,0.2284292822,0.0565748601,1.0,0.000343112,0.1287069118,0.0115661401,7.0,16.988603635,2.0310309824,0.0,0.051789172,0.0166283057,0.0218467444,0.3274203415,3.6868319025,9.894056e-11,1.011016e-08,0.9004413361,0.8107945997,-0.067571998,0.0364622093,0.443731748,0.3419726852
11587,0.2072431702,0.0416002214,18.702810849,0.0087946535,0.029106492,0.2095946434,0.3070116076,-0.041850811,0.4652914631,-0.046523785,-0.077743347,-0.068494864,-0.397649092,0.0581425116,0.0684948638,41.0,0.010415364,0.0124223602,0.0353149287,0.0554776454,-0.002133069,0.1393530657,-0.001284391,0.0605489931,-0.036584877,0.5502812956,0.0,8.4043580936,0.1263853191,5.2086732503,0.1222920895,5.1332511448,8.7685318893,1.5938222857,0.0,0.0,0.0,0.0,1.0,0.5335561944,6.0,-0.781148679,-0.096104575,0.5079612912,-1.080470131,0.9921611823,-2416.607176,0.0352290716,13.700331342,-0.007709313,0.0437812524,0.0501575206,-0.001937427,0.1781789594,-0.007850644,2.0,-2.819e-05,-0.034491989,-0.028506289,6.0,13.136660706,0.6090512541,0.0,0.0681674033,0.0205392626,0.0201676175,0.3359744604,1.0397192955,5.531524e-09,3.5900989e-08,0.4468620899,0.1996857274,-0.479235631,0.0273097403,-0.245804089,0.2102207429
11790,0.51129103,0.0466456306,10.778578804,0.0057286184,0.8373399634,0.4530786797,0.0355877283,1.2625474659,0.2880673194,0.1310963184,3.8680715637,-0.054512028,-1.148312611,0.1002093964,0.0545120282,41.0,0.1060397773,1.5833333333,0.726646369,0.0786089372,0.2106182495,0.0383501848,-0.574488152,0.4601170248,0.1880883132,0.534646791,0.0,2.9907332967,-0.581139358,0.6574704862,-0.805423316,20.804211957,24.15126183,0.1782469636,0.0,0.0,1.0,0.0,0.0,0.343262031,4.0,-94.83634016,1.2772252329,-0.412880518,0.8788891685,-0.032439213,-2405.681266,0.5166690304,12.321722102,-0.006915882,0.0100937368,0.0271025927,-0.098735912,0.0282710275,0.2069325632,0.0,-0.017879647,-0.372352919,0.0054709171,5.0,10.710513476,0.1767694955,0.0,0.0227704123,0.0095306613,0.0185499922,0.7832389633,0.4352026706,7.6084411e-08,1.4503472e-07,1.2743923745,1.6240759242,0.0665683391,0.0400274827,-0.062898374,0.2444723509
10145,0.2291380479,0.0597566161,6.6046430797,0.0211303806,0.3836053914,0.4835297832,0.1722073856,0.0850366329,0.290422653,-0.015085656,0.1151267852,-0.014477614,-0.143875839,0.0683541494,0.0144776135,41.0,0.0003165659,0.0157480315,-0.042797598,-0.056187662,0.0742087564,0.1525306616,-0.111393343,0.0092627225,0.0354533613,0.3398476154,0.0,1.0915573458,-0.273328076,0.8509607534,-0.293194467,7.0725939505,4.7642627809,0.1946741078,0.0,0.0,0.0,0.0,0.0,0.7288893923,6.0,-1.307784733,-0.808432626,0.5849560969,-3.456998381,0.1395072197,71443.407832,0.1651315131,18.317258679,-0.000258554,0.0261888216,0.0724844755,0.0024405406,0.0985717356,-0.016141025,2.0,0.0001719395,1.2090045374,-0.036918503,6.0,18.288928522,0.9282662063,0.0,0.0151592717,0.005425172,0.0106793167,0.2459113187,1.1872165003,1.123378e-11,2.5075286e-08,0.9184417334,0.8435352177,0.1612610981,0.017058813,-0.105698796,0.6200155244
45911,0.1971399604,0.0498154059,11.791647183,0.0077378308,0.0349575227,0.2033302251,0.3835114732,0.2507229807,0.5773757482,0.0058139535,0.2691436339,-0.058118688,-0.243642741,0.061952568,0.0581186876,42.0,-0.000866551,0.2072072072,0.4219506873,-0.272003973,0.1086251729,0.2369312682,0.0734318824,0.1363238954,0.2475122414,0.5422743722,0.0,4.1273981462,-0.140558572,3.5499029963,-0.088008346,3.1222690686,6.0565055762,1.5938222857,0.0,0.0,0.0,0.0,0.0,0.6780129521,6.0,45.136042824,0.0872482762,8.4908296051,0.0510410767,0.3378800038,10816.112384,0.0587429544,16.646626228,-0.000227383,0.0467384165,0.0522112155,-0.004913611,0.2461511237,-0.033960922,0.0,0.0004740834,1.7281613837,-0.048598541,7.0,17.324132734,2.9340734812,0.0,0.130129993,0.0315895114,0.0248443601,0.5931031659,17.06379337,6.433943e-11,5.8735481e-09,1.5923809698,2.535677153,0.0741269467,0.0437485225,0.4387151855,0.2784341694
24643,0.9270544557,-0.024900862,-7.440041309,0.017245007,1.7320018889,1.742596355,0.0597613247,-0.023289393,0.1193882189,0.0768461958,-0.009201504,-0.051510274,-5.913043478,0.1223390181,0.0515102736,41.0,0.0097393375,0.0169491525,-0.05739145,0.0676085502,-0.009874061,0.08639892,0.0351485486,-0.039305864,-0.021227956,0.3585230234,0.0,1.5261945884,0.0226924917,0.8656687776,-0.075251456,11.520449898,12.102040816,0.0425758855,0.0,0.0,0.0,1.0,1.0,0.3192357936,3.0,-4.45435192,-0.048039067,0.5763387517,-34.05315536,0.0322932404,3415.9190389,0.0604618429,16.117386802,0.0021045727,0.0037354732,0.0110420416,-0.049379207,0.054207366,0.0138634455,2.0,-0.000410126,1.0648204625,0.1382189952,2.0,16.761146925,2.5773497134,0.0,0.0393811613,0.0160986607,0.0250614448,0.2808873492,2.9946243932,1.695043e-10,1.0672308e-08,1.9154576408,3.6689779738,0.022948189,0.039979013,-0.505354742,0.4424651763
28484,1.3979438189,-0.216909884,-5.074922651,0.0206958566,0.9946991147,0.4785285867,-0.076450893,-0.113613977,0.0820934211,0.0007381881,-0.151556157,-0.137111291,-1.658577128,0.1428518882,0.1371112913,41.0,-0.003517788,-0.090311987,-0.381950265,0.0589566328,-0.145997268,0.162037037,0.2984196704,0.0045621857,-0.126953389,0.5223353707,0.0,1.6757990868,0.215687359,1.5239726027,0.2001284247,2.4432989691,5.7256255393,0.0839877546,0.0,0.0,0.0,0.0,0.0,0.1252420626,3.0,-2.881742455,-0.010068941,5.6548800154,-1.317496567,-0.521738769,11929.029973,0.0273920116,16.657772596,-0.004190337,-0.011261779,-0.019030974,-0.038303693,0.0904071975,-0.144728023,2.0,0.0036605657,0.540282063,-0.011227533,4.0,17.762040369,2.8556060697,0.0,0.0138591016,0.0150492419,0.027052275,0.5451897816,11.772860677,5.083072e-11,7.0642346e-09,1.8048652692,3.2575386401,-0.016162509,0.038853724,-0.254963687,0.7439457648
81073,0.321347814,0.0697961196,1.7387932631,0.0139820325,0.8420219476,0.4675411255,0.0898436741,0.1860473576,0.1691610007,0.0,0.1827459152,-0.073496063,-1.128958836,0.1485930655,0.0734960627,22.0,0.0013691098,0.0393700787,0.0654164814,0.0936390893,0.0948956889,0.0776068054,-0.096416667,0.1621080662,0.1947861315,0.4621015587,0.0,2.5054664324,0.122233751,2.3467837083,0.1216492187,4.784843483,6.6183693179,0.1613636645,0.0,0.0,1.0,0.0,0.0,0.5630445154,6.0,-0.01356326,-0.003195408,-0.288095212,0.3095527017,-0.175130893,4782.7330664,0.2234556997,15.815062433,-0.001659231,0.0180564306,0.0653693736,0.0052267263,0.0793962037,-0.035238403,1.0,-0.003230543,0.4956788535,-0.09419775,4.0,14.917062575,0.5857983136,0.0,0.0147468904,0.0061981832,0.0114726829,0.3788784332,0.869604651,3.298316e-10,5.0281343e-08,0.879839746,0.7741179786,0.0928539962,0.0275799965,-0.126457845,0.241432579
93330,0.5022964447,0.0832377892,-27.36540949,0.0143823025,4.1499639044,0.6160773923,0.0313978633,-0.011733438,0.0312427303,-0.074220322,-0.002806387,-0.006484051,-0.364552775,0.1135823563,0.006484051,19.0,-0.000220419,0.0182241179,0.0487183123,0.0469942653,-0.002580585,0.3740351593,-0.048260344,0.0006932316,-0.079794334,0.3209955977,0.0,14.962382,0.0159035984,14.945077978,0.0164178412,5.0659654005,0.3230476192,0.0211896673,0.0,0.0,0.0,0.0,0.0,0.2425304748,6.0,0.0213655106,-0.06439576,-0.487342834,-0.345339214,0.0039528751,-7759.548584,0.0342510676,15.055531349,0.0004545884,0.0053870101,0.0505867366,0.01072353,0.0253551039,-0.001700065,1.0,0.0019217331,0.6153079918,0.0765798821,3.0,15.668318816,2.5698854146,0.0,0.0403006114,0.0160680761,0.0230645255,0.3368933523,3.2193761487,4.037331e-10,1.201904e-08,1.5023048475,2.2569198547,0.0058764127,0.0328435934,0.3206314859,0.2870173393
12758,0.3233337183,0.0323302159,51.906188011,0.0197079119,0.651189198,0.7107951539,0.1049545821,-0.160751423,0.235071832,0.0049928344,-0.228364831,-0.054302943,-1.793604311,0.0903178306,0.0543029432,32.0,0.0,-0.222222222,0.2585072785,0.4921366107,-0.064264423,0.2130991661,0.3754187133,-0.001275201,0.0190899072,0.2539181942,0.0,1.7975539105,0.0016390464,1.7975539105,0.0016390464,94.017365169,5.1945164534,0.1189374942,0.0,0.0,1.0,0.0,0.0,0.767344243,6.0,0.0924161188,-3.052298579,-211.7867668,0.0224689659,-50.64881763,-5626.748869,0.0244389518,13.925141567,0.0009396678,0.0116346123,0.0341581794,-0.017372048,0.0164329806,0.0545285077,1.0,-0.000870511,0.8461843084,-0.059258692,3.0,13.923630509,0.980029665,0.0,0.0210210048,0.0103482438,0.0210617234,0.3230280943,1.0356999272,2.2639227e-09,3.3172887e-08,1.0272633024,1.0552698925,-0.047837997,0.0420833517,-0.204023085,0.2537639508
24109,0.6252853028,0.0616279114,-26.77777289,0.0370102973,1.5299756335,0.5750121086,0.0498079589,0.0343786159,0.0896013952,0.0033735048,0.022640099,-0.050365945,-1.732505387,0.1683986,0.0503659448,41.0,0.0002373964,-0.060661665,-0.033301998,0.1149326856,0.0576885007,0.0435629872,-0.003697094,0.0199688092,0.0637158145,0.4401541314,0.0,0.5728916086,0.0192557941,0.3844692973,-0.028523028,29.213778409,10.029381286,0.0871514496,0.0,0.0,0.0,0.0,0.0,0.2620689655,6.0,0.1435641343,-2.890738022,-211.6728364,-0.279788067,-50.59961321,22194.740281,0.0244389518,17.265468564,-0.000981325,0.0080753443,0.0278376962,0.001923933,0.008744873,-0.002172252,2.0,0.0009987159,0.132334096,-0.00623325,6.0,17.281236191,1.1173674834,0.0,0.0170637704,0.0073470735,0.0114418111,0.2273022434,1.0924216052,3.708689e-11,2.354183e-08,0.1731336098,0.0299752469,-2.781457522,0.0222985231,-0.215135158,0.2537639508
59176,0.3067486028,0.0766092505,-2.274393992,0.0176573713,2.0849200856,0.5110399376,0.0649469156,0.0130795774,0.0629215037,-0.052785924,0.0150328686,-0.036273717,-1.125121054,0.1628039312,0.036273717,41.0,0.0936160381,0.0148148148,-0.023781179,0.0753614633,0.0273902017,0.2538948393,-0.012017908,0.0986342181,0.0,0.6758028961,0.0,2.0612098418,-0.130849374,1.8459992535,-0.221597251,1.4908233053,0.3264735435,0.0444968649,0.0,0.0,1.0,0.0,0.0,0.4486528322,5.0,29.826749251,-0.089157571,-0.639975305,-0.69795767,-2.340239922,64293.033111,0.138519725,18.06267884,0.0014317349,0.0124987407,0.095768804,0.0145543832,0.2166347202,0.0031336262,2.0,0.0024687294,0.2311395967,-0.008639944,6.0,17.845538833,1.033395061,0.0,0.0192181002,0.009428058,0.0155753049,0.3253101864,1.9765836526,1.903918e-11,1.9268782e-08,0.9537066987,0.9095564671,0.0241745969,0.0238131132,-0.020358286,0.3504280376
