firms,bm,ep,cashpr,dy,lev,sp,roic,agr,gma,chcsho,lgr,acc,pctacc,cfp,absacc,age,chinv,hire,sgr,pchsale_pchrect,pchgm_pchsale,depr,pchdepr,invest,egr,tang,sin,currat,pchcurrat,quick,pchquick,salecash,salerec,cashdebt,divi,divo,securedind,secured,convind,rd,operprof,ps,chpmia,chatoia,chempia,bm_ia,pchcapx_ia,tb,cfp_ia,mve_ia,herf,mve,chtx,roaq,roeq,rsup,cash,cinvest,nincr,sue,aeavol,ear,ms,dolvol,turn,IPO,maxret,retvol,baspread,std_dolvol,std_turn,ill,zerotrade,beta,betasq,pricedelay,idiovol,chmom,indmom,mom1,mom2,mom3,mom4,mom5,mom6,mom7,mom8,mom9,mom10,mom11,mom12,mom13,mom14,mom15,mom16,mom17,mom18,mom19,mom20,mom21,mom22,mom23,mom24,mom25,mom26,mom27,mom28,mom29,mom30,mom31,mom32,mom33,mom34,mom35,mom36,mom37,mom38,mom39,mom40,mom41,mom42,mom43,mom44,mom45,mom46,mom47,mom48
47730,0.5432887162,0.0426406692,-8.006990127,0.0172183225,0.9544352478,2.1028635954,0.0924452371,0.174561148,0.2688448198,0.0082998742,0.2417640341,-0.045780521,-1.488519398,0.1061121324,0.0457805214,47.0,0.0,0.0877192982,0.0402498497,-0.272194987,0.1154524039,0.3770973154,0.0827856526,-0.001323837,0.0725854829,0.2346395564,0.0,1.0896717997,-0.254180526,1.0896717997,-0.254180526,99.181528662,5.2358776059,0.0847245082,0.0,0.0,1.0,0.8799670579,0.0,0.0,0.6577351196,5.0,12.983838391,-0.078890319,-0.227888295,0.5658234848,-9.542576404,-0.907365562,0.3538766091,-11074.56745,0.0371991411,14.946578195,-0.000793189,0.0171317795,0.0472284365,0.1578405271,0.0103442918,0.0037091932,2.0,0.0031182538,0.1687668345,0.0068941396,4.0,14.785524807,1.1926018866,0.0,0.0310572851,0.0174264685,0.0223981184,0.2699295849,0.8680991276,1.446293e-09,2.4808708e-08,1.1921384753,1.4211941443,-0.010032996,0.0470924172,0.1302699046,-0.22002458,0.020563035495716,-0.0735555555555556,-0.0527152919790956,-0.0737613863585869,-0.1581179321486269,-0.1032480103248011,-0.0599774520856821,-0.1643615955101223,-0.1890682746547364,-0.182709272691629,-0.0345067160722557,0.1347305389221555,0.1017441860465113,0.0828571428571427,0.2007488479262673,0.1372067648663393,0.0930781331934975,0.1612813370473538,0.1484848484848484,0.3566547347868531,0.2087561612061466,0.7114121510673235,0.2664034021871202,0.0930781331934975,0.1055422964730838,0.0973940510660698,0.1434448710916072,0.1478524229074889,0.118894256575416,-0.0095034449988121,0.0422499999999999,0.1500689655172413,0.0979720832235975,0.1469050894085282,0.1690970274817722,0.2193623866627669,0.2983494238554967,0.3159722222222221,0.3557723577235772,0.2927131782945735,0.314312736443884,0.3362179487179486,0.4287183002056203,0.4648629655657061,0.3392226148409893,0.245221027479092,0.1857224118316269,0.0962398106757822
13777,0.1800038465,0.0118967172,4.8115824925,0.0211240634,0.0805458789,0.1638508431,-0.001738099,0.0342337398,0.387511457,0.0195135571,0.0558115325,-0.055485722,-1.195079738,0.0261142429,0.0554857225,39.0,0.0,-0.009345794,-0.035144545,-0.100406271,-0.029637917,1.1491192134,-0.230516987,0.0004553601,0.0248614158,0.7130553972,0.0,2.6966485078,0.018394354,2.6966485078,0.018394354,1.0644347627,4.1821389692,0.256927708,0.0,0.0,0.0,0.0,0.0,0.0,0.5558272345,6.0,-2.925235567,0.0358802018,-0.224170226,0.102134652,-27.63606061,-1.746654299,0.0285071893,-13918.35787,0.03476008,13.198664497,0.0020009079,0.0163689813,0.0228177606,0.0061457053,0.6171351787,-0.00300262,0.0,0.0017398869,0.4200592709,0.0589125054,7.0,12.661096718,0.8147973856,0.0,0.0332042277,0.0217894868,0.0365651904,0.449948171,2.0519439048,9.0378312e-09,2.2970665e-08,1.1904081754,1.4170716241,0.0544598502,0.0483026342,-0.093925747,-0.22002458,-0.1215131830340084,0.0083333333333333,-0.2053231939163499,-0.032,-0.0938115884903429,0.0449999999999999,0.0469034608378868,0.1426441351888667,0.1111648139197678,0.1106280193236715,0.138118811881188,0.1967725143154606,0.3389633080955152,0.4001218026796587,0.5660762942779292,0.6374643874643875,0.6235875706214689,0.3958712811171827,0.4587563451776648,0.1820051413881747,0.3950242718446601,0.6178747361013368,0.3975683890577508,0.5398526456798391,0.54502688172043,0.4541429475015812,0.4182603331276988,0.5306258322237016,0.4587563451776648,0.7259759759759759,0.7482889733840303,0.8145224940805049,0.7752895752895752,0.9238493723849373,0.9836065573770492,1.0786618444846292,1.2000000000000002,1.210576923076923,0.9973935708079928,0.8953009068425388,0.2786429365962179,0.5367647058823528,0.5778997940974604,0.7456340167046316,0.8017241379310345,0.7684615384615383,0.8480707395498392,0.8347964884277732
60871,0.4168606254,0.0152559464,22.936008031,0.0121719108,0.1572260266,0.0802974773,0.0368072474,1.437143721,0.2358250791,0.421792495,0.5130447114,-0.036444904,-0.96707834,0.0300096417,0.0364449036,47.0,0.0160548744,0.5534591195,0.3061240152,-0.672160435,-0.062778696,0.4757979857,-0.191954939,0.0775508309,2.1665874448,0.0933883134,0.0,1.9414120142,0.0525530644,1.5080276157,0.0780383356,3.6999085929,5.0157677293,0.2071459355,0.0,0.0,0.0,0.0,0.0,0.0,0.4065704585,5.0,-0.968485908,-0.060782221,-0.171433286,0.2737755377,-1.467168752,-0.056433034,0.1484744341,72297.143426,0.0740556467,18.17142731,-0.000215531,0.0053529418,0.0073718942,0.0131204027,0.0349580696,-0.245793753,1.0,0.0009757883,0.2059832244,0.044235494,5.0,18.554113786,1.3738303826,0.0,0.0327340662,0.0212631625,0.0239132894,0.2428221277,1.7443940443,2.641829e-11,1.3255988e-08,0.8626955752,0.7442436555,-0.026925314,0.0294631592,-0.037841444,-0.167308627,-0.0671331854127553,-0.0903190013869625,-0.0548735342167541,-0.020957726295677,0.0062595888309298,-0.0206068570063313,-0.0475720260223048,-0.0038275210311348,0.0705797858448682,0.0573252514831053,0.0523038729108027,0.112943731758637,0.1099302782102484,0.1789617486338797,0.3833628617227707,0.4045742676032209,0.4028918548939082,0.4276882890727036,0.3370026092628833,0.4517042939353695,0.4960766423357665,0.8290016731734522,0.5036221916552042,0.4940318906605923,0.3797542914843486,0.4517042939353695,0.5377473506517867,0.4675557146692919,0.4929436401711735,0.3959645836880641,0.4527332329228315,0.6970606499689505,0.4106159669649003,0.5576137551059182,0.5330029917726253,0.6586081327129274,0.9104042875451476,0.7838337684943428,0.9587862859873372,0.77341553104045,0.6587759231158321,0.7055335968379446,0.7094453711426187,0.6872813336077381,0.8771608471665713,0.7992977065730276,0.81885745978924,0.7846103613408795
14702,0.1004743551,0.0483051362,18.638358674,0.0069816017,0.1113938756,0.1892087901,0.3511244231,0.155325907,0.5055249855,-0.024070022,0.1531210191,0.0185146747,0.0757472826,0.0446461534,0.0185146747,47.0,0.0168126531,0.125,0.3407161958,-0.315985829,0.0591846962,0.1768402154,-0.127086596,0.0468393504,0.1577802987,0.4915048596,0.0,2.5389344262,-0.153182092,1.8597099622,-0.123883072,4.2247664407,4.4747768723,0.4955626553,0.0,0.0,0.0,0.0,0.0,0.0,1.0459444129,6.0,0.040710902,0.0943792796,-0.099334088,-0.250214434,-1.069233802,-0.218929506,0.1380134487,110792.16049,0.0363924557,18.209086089,0.0009869127,0.0693901258,0.1463215481,0.0090851358,0.2256174296,-0.012974426,1.0,0.0002894775,-0.070900933,0.0366748823,6.0,18.780818486,1.7915407914,0.0,0.0540838763,0.0317548133,0.0356176153,0.3042770733,2.7429154966,3.334849e-11,1.0198318e-08,1.3624047444,1.8561466877,-0.008738869,0.0469006973,-0.292051701,-0.131253345,-0.1218861845449924,-0.0612134655886948,0.0111964881958643,0.0734093839819778,0.0225707836897803,-0.012506254020314,-0.0296348335417719,0.0003619054513863,0.0412175389030562,0.0342812848591853,0.1691343599289281,0.429251034340091,0.6011586326767093,0.6753151066925316,1.33293921998987,1.3243059714045415,1.2431816558441555,1.1479867868801494,1.2858559139784944,1.4595939836240657,1.7814007648953305,2.015713443910956,1.3774946662078462,1.3828244524918087,1.2637613040629097,1.3865283246977549,1.5466271654994477,1.7691380761523048,1.8775508121615991,1.7988655053676323,2.076820084613672,2.571465236495219,2.135466076696165,2.4841147251638933,2.60406859676578,2.5358236949846478,3.220525045815516,2.7065447961373392,3.202554440389294,2.5751614489003885,2.2119941887494186,1.841455685790664,1.991556397488634,1.7211498621504528,1.7819607408898732,1.484804711382845,1.399374717832957,1.576542793212754
15537,0.8141493882,0.0646097667,-1.229704321,0.0,0.3411182625,1.1806432395,0.0134118655,-0.004485897,0.3986473028,0.015993266,-0.16785977,0.0437012863,0.7831700109,0.014009335,0.0437012863,42.0,0.0394830489,0.0366972477,0.0124705903,-0.150836903,-0.040140996,0.318627842,-0.286375884,0.0366839001,0.0847448549,0.3949243878,0.0,3.1833291739,0.0992580181,1.4559021712,-0.004358738,22.26686884,5.7989041907,0.278939692,0.0,1.0,1.0,0.9098415532,0.0,1.0,0.6073135787,6.0,0.0394511084,-0.011578639,-0.18763684,0.4634605986,-1.957931757,-0.468715843,0.1073766303,-11000.13443,0.0363924557,11.459188119,-0.001801287,-0.006555846,-0.009223431,0.0026330314,0.0458962203,-0.001050708,0.0,-0.008005822,0.9982533546,-0.147201872,4.0,9.3400124206,0.1698652511,0.0,0.0552885048,0.0287418406,0.04041314,0.8369551849,0.7934850914,4.8564737e-07,8.833341e-08,0.9419576586,0.8872842306,0.0366484887,0.0610355207,-0.094521089,-0.131253345,0.0177777777777778,-0.1687840290381125,-0.1672727272727272,-0.0870431893687707,-0.1226053639846743,-0.1439252336448598,-0.0129310344827585,-0.1544615384615384,-0.0627557980900409,0.0253731343283583,0.2311827956989247,0.278139534883721,0.2901408450704226,0.3698903290129611,0.7392405063291139,0.7132169576059852,1.0058394160583943,0.997093023255814,0.7261306532663316,1.136858475894246,0.9544807965860598,0.7706185567010311,0.2651933701657458,0.1045016077170417,0.0014577259475219,-0.1106796116504853,-0.1336696090794451,-0.150278293135436,-0.1637248934875228,-0.4317617866004962,-0.468266253869969,-0.4634908238969152,-0.4508393285371702,-0.3261402648357038,-0.2917525773195876,-0.3123123123123122,-0.2672,-0.2996941896024465,-0.2888198757763975,-0.3638888888888889,-0.3796839729119639,-0.2408839779005525,-0.2710875331564987,-0.2730158730158729,-0.2302521008403362,-0.1135483870967741,0.0215613382899628,0.0177777777777778
68830,0.7546294609,0.0833330998,0.1042648627,0.0,0.1100066285,1.3572406535,0.2645069299,0.148152166,0.2411436439,-0.012016021,0.4894691903,-0.085731267,-0.927835702,0.1606525249,0.085731267,38.0,0.0084393021,0.0420168067,1.0780751302,0.8151831238,1.2466580938,0.1211964376,-0.038451836,-0.011267459,0.1195712908,0.6974926821,0.0,6.8372917616,-0.1877958,6.0008715805,-0.164898856,3.0037488612,23.841528709,1.2500452549,0.0,0.0,0.0,0.0,0.0,0.0,0.3004056832,7.0,-10.40143642,0.6504840443,-0.276557623,0.3995092242,-2.620465512,-0.234636775,0.303229078,-5254.667002,0.02204135,13.201578518,0.0225390898,0.0405547652,0.0519565233,0.1507289982,0.4686832824,0.0033276327,2.0,0.0004490304,-0.243685013,-1.2541e-05,5.0,13.773537579,0.8603930461,0.0,0.0539130159,0.0374074396,0.043653632,0.3750928903,3.4697001054,5.4863504e-09,1.2075907e-08,1.1746310831,1.3797581814,-0.042304672,0.06258157,-0.152128661,-0.299981852,0.0044791666666668,0.0596703296703298,0.0964184195565662,0.2073369224990608,0.1376828692779612,0.1759756097560976,0.0693058327788866,0.0041653649901072,0.1944754118667162,0.1456575977189023,0.0250877006484533,0.2605228758169935,0.312508506873554,0.228407643312102,0.3265923785940297,0.4697454656302393,0.5608611201035936,0.4149669845928099,0.3900821680841861,0.6441602728047742,0.6212172158708811,1.0733175661148144,0.3773746607627481,0.2797611147976113,0.1765495363591998,0.0498639085465433,0.1916707859614435,0.2633302764312852,0.4040477577169481,0.2926273458445041,0.3227709190672154,0.4292278049503484,0.1410483966394509,0.196253566555018,0.2097603813825117,0.322226792815028,0.4157979738658055,0.38568759879293,0.300121342860995,0.2763732627399076,0.196698932737652,0.2523376623376625,0.1909349141657406,0.26848197842673,0.2895159133458145,0.3245879120879122,0.1946233894945492,0.1810165339865279
85631,0.0155786222,0.009118567,27.504720821,0.0,0.142332208,0.0804782342,0.1169421427,0.1822852276,0.5595483392,-0.006375228,0.228592243,-0.130210366,-2.081086519,0.0280950939,0.130210366,37.0,0.0,0.0956521739,0.1572393415,0.0437266685,-0.00584582,0.3115631692,0.5655214477,-0.015330091,-0.120559296,0.2934838151,0.0,0.6893300743,-0.168804611,0.6893300743,-0.168804611,2.4864803583,6.1254014802,0.0913160887,0.0,0.0,0.0,0.0,0.0,0.0,4.2189539099,3.0,12.758146485,-0.003458243,-0.219955419,0.0381133908,-9.830498872,-2.112246698,0.2758595705,40467.649534,0.0371991411,17.589360463,0.0292997883,0.0104442621,0.0696148137,0.0031630603,0.204965841,-0.056206816,0.0,0.0002402018,0.8072630911,0.0196793559,5.0,17.927066359,1.4444984921,0.0,0.0374988914,0.0202548193,0.0268689747,0.3074856376,2.4041811421,5.289814e-11,1.3657772e-08,0.8764945442,0.768242686,-0.02755792,0.0444420132,0.2058292047,-0.22002458,-0.1116683025712151,-0.0173099256461701,-0.2135323262344487,-0.1240664121728648,-0.1944597052468637,-0.2221530532806028,-0.1442617384125296,-0.1261806522836581,-0.1442910828680074,-0.0987191087396395,-0.0949638043478261,-0.0996287387675715,-0.1819283749263116,-0.1086251254817426,0.0604992808227595,0.0812951855458719,0.0166462759462759,0.0565072138268076,0.0443161921485011,0.1873276452134233,0.334847378827553,0.6001920179249187,0.3086231663872589,0.2689356226093156,0.3615500729559535,0.3808181526157077,0.6951003664495112,0.691198307379824,0.7489845435524056,0.5994748671319716,0.5333947534312309,0.5523583991050898,0.4016608270208839,0.6030674750951435,0.5323600105735851,0.6969428668478261,0.9422283648238858,0.7286504498269895,0.9326111411992262,0.6000896162962013,0.6183347833926283,0.9447990501401432,0.9054847051643908,0.9348564729003506,0.9840348689436058,0.9890905398948876,1.126415169830595,1.1604392838609234
85914,0.1337687639,0.1086981943,2.6050770671,0.0310945935,0.6415585354,2.2927168843,0.2095251416,-0.081974091,0.6514396601,-0.115175097,0.0002762431,-0.043641136,-0.325183374,0.1440450399,0.0436411364,37.0,0.0193049137,0.0294117647,0.0951927553,0.1131003896,0.0007133679,0.1772022838,0.0289982442,-0.02727225,-0.341617615,0.5619586952,0.0,0.9873524452,-0.171616023,0.4285178939,-0.349244116,16.150078003,49.674664107,0.2294572573,0.0,0.0,1.0,0.0082392432,0.0,0.0,2.7024198823,6.0,-0.205428664,0.0083539393,-0.037707473,-0.414443681,-0.598711738,-0.08037344,0.0453539003,19560.274634,0.4405899556,16.582906224,-0.002884565,0.03114118,0.1463300608,-0.025336335,0.1831010055,-0.004423862,1.0,-0.000302176,3.3356380507,0.0932067744,7.0,17.62797065,2.9613128949,0.0,0.0445099585,0.026774,0.0325705209,0.4737334164,10.098983752,1.011818e-10,6.3321124e-09,1.1722873875,1.3742577189,-0.018655168,0.0460731465,-0.092172952,-0.413771985,-0.0228346456692912,-0.0709339322478008,-0.18782722513089,-0.0608267902752813,-0.1478843017766715,-0.116332888295505,-0.136545486171508,-0.1459050240880935,-0.1461253977810268,-0.1352669628081177,-0.0106626806178374,-0.0876677081418856,-0.0051107325383304,-0.0874999999999999,-0.109995517705065,-0.1079162548297242,-0.1048597962311783,-0.0031127623255347,0.137618883923456,0.2713535663977462,0.2938876580216343,0.7417543859649123,0.3123595505617977,0.1722753571850277,0.1307517084282461,0.2311507936507937,0.382152304051232,0.4390491375561676,0.5597800471327574,0.2972690448190251,0.4237774272192742,0.5841710547311314,0.3342292702593739,0.3971291866028708,0.442184776292853,0.675894665766374,0.8746223564954683,0.5370800433503637,0.4150513112884835,0.251008064516129,0.2478632478632478,0.3232040517126482,0.3311879860552427,0.4546520146520147,0.2972690448190251,0.4184883554793543,0.3705135284373275,0.3588831097727893
18973,0.338257826,0.0455419484,10.422605355,0.0160680089,0.1456707299,0.4020683271,0.1354967121,0.2059492361,0.5137387021,0.0013654897,0.4843840598,-0.060316909,-0.586199184,0.0722386014,0.0603169086,38.0,0.0003531435,0.0555555556,0.0586322562,-0.108270419,0.0046410653,0.1557440671,0.0430805554,0.0070873006,0.1158142079,0.3130356529,0.0,1.8056401019,-0.341155864,1.2772415989,-0.364813325,7.7693555503,6.710661922,0.4470165187,0.0,0.0,0.0,0.0,0.0,0.0,0.6795400615,4.0,-12.15961894,-0.031965901,-0.872761229,0.0101120464,-0.850479895,0.0224484436,0.1338035601,-2644.594319,0.1249505785,14.59153321,1.73858e-05,0.0239741421,0.0350816948,0.0194221996,0.1062727504,-0.020308007,0.0,0.0,0.3415004545,-0.050253524,6.0,14.507118548,0.9364812419,0.0,0.036572624,0.0175381807,0.0207841991,0.2734826174,0.9964411819,1.6822944e-09,2.5425652e-08,0.9735032124,0.9477085045,0.081906857,0.0325993063,0.1482868844,-0.150955934,-0.036734693877551,0.0332338308457711,-0.0032635822614706,0.0240631163708087,-0.0264391524470278,-0.0504754937820043,-0.0735189150606708,-0.092783505154639,-0.0485614806670331,-0.0286248830682881,-0.0093493608090058,0.1309082988455674,-0.0170390003786444,0.175192394748755,0.376458112407211,0.2973513243378309,0.1072723395180208,0.1294322384163586,0.108927808628791,0.0154508116565617,0.1924666972898485,0.1504542432971416,0.0967469370511195,-0.0623081090843415,-0.0932588194201885,-0.0891228070175438,-0.078452254171104,-0.0213006597549481,0.0997669985172633,0.0036729170693989,0.0527169505271696,0.1213822894168468,0.0641524902643984,0.1187244128420599,0.097442401183682,0.1612614627600088,0.194661757938334,0.1919191919191918,0.2886572350459171,0.1867428571428571,0.2835599505562423,0.3573856209150328,0.346822308690013,0.3312820512820513,0.4263736263736264,0.3975773889636609,0.3882352941176472,0.3573856209150328
19271,0.7042735081,-0.051690057,-36.97205333,0.0,0.7684657399,2.2583755176,-0.072998114,0.0097048614,0.3738529008,0.0,-0.026476433,0.0031338821,0.0888606215,-0.056283268,0.0031338821,47.0,0.047905458,0.2415630551,0.214476941,0.232176056,-0.321793339,0.0914990533,0.2168677145,0.0828809335,0.0523818881,0.5287035015,0.0,2.7423787033,0.0452152605,1.307076779,-0.131917351,510.18404908,7.3424950374,0.0140609832,0.0,0.0,1.0,0.6933139535,0.0,0.0,0.7977851388,2.0,0.0143028006,0.08929437,0.1690599416,0.6333116414,-1.491592033,-0.974969109,-0.061989232,-15488.19592,0.0431411127,11.780727201,-0.002088003,0.001958033,0.0040945344,0.0848207594,0.0122798974,-0.011756596,1.0,-0.010447953,-0.116574511,-0.03744121,1.0,9.9550472386,0.1018691932,0.0,0.1534809768,0.045725095,0.0401427259,1.3430255289,0.361306194,1.5959785e-06,2.3318611e-07,0.4229747071,0.1789076029,0.6178287674,0.0699346283,0.4794021051,0.0161077401,0.0074318744838977,0.0636442894507409,0.0400682011935207,-0.0057049714751425,-0.0579150579150579,-0.0665646518745218,-0.0722433460076046,-0.3095642331635542,-0.1432584269662922,-0.2129032258064517,-0.2077922077922078,-0.2716417910447761,-0.3304061470911087,-0.3458445040214477,-0.3315068493150686,-0.3336974330966684,-0.2646172393007836,-0.2422360248447206,-0.2632850241545893,-0.2258883248730965,-0.3304061470911087,-0.4711746857390551,-0.3020594965675057,-0.359916054564533,-0.5078660750302542,-0.544436146377894,-0.5054722334819619,-0.5956247928405701,-0.6357121528814572,-0.6579758901037287,-0.5900537634408602,-0.5793103448275863,-0.5750609543712992,-0.4876102477950441,-0.4880402853545951,-0.5681415929203539,-0.3860090588827378,-0.3130630630630632,-0.2725104353011329,-0.2823487196983512,-0.1285714285714286,-0.1094890510948904,-0.1029411764705883,-0.1920529801324503,-0.1882900864936793,-0.1844919786096257,-0.3727506426735218,-0.2609867643941
